"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","barcode","geoFlag","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","phylum","imagecode","infraspecificEpithet","verbatimLongitude","verbatimLatitude","class","order","typeStatus","individualCount","relatedCatalogItem","sex"
"346","2019-05-09 14:19:57-03","MBML","MBML-HERBARIO","14343",NA,"Plantae","Leguminosae Faboideae","Swartzia","simplex","Swartzia simplex",NA,"V. F. Mansano/14-X-2014",NA,NA,NA,"L. Kollmann; et al","3378","2000","11","23",NA,"Brasil","Espírito Santo","Barra de São Francisco","Córrego das Palmas","-40.890833","-18.755",NA,"MBML014343",NA,NA,NA,"Arvoreto 10cm. Fuste 4m, DAP 10cm. Flores amarelas.",NA,"MBML014343",NA,"40W53'27","18S45'18",NA,NA,NA,NA,NA,NA
"347","2019-05-09 14:19:57-03","MBML","MBML-HERBARIO","14279",NA,"Plantae","Leguminosae Faboideae","Swartzia","oblata","Swartzia oblata",NA,"V. F. Mansano/01-XI-2007",NA,NA,NA,"L. Kollmann; et al","3486","2000","12","12",NA,"Brasil","Espírito Santo","Barra de São Francisco","Cabeceira Córrego do Engenho","-40.890833","-18.755",NA,"MBML014279",NA,NA,NA,"Árvore 25m. DAP 60cm. Fuste 14m. Botões verdes.",NA,"MBML014279",NA,"40W53'27","18S45'18",NA,NA,NA,NA,NA,NA
"348","2017-09-14 11:42:56-03","MBML","MBML-HERBARIO","39339",NA,"Plantae","Bignoniaceae","Tabebuia","reticulata","Tabebuia reticulata",NA,"R.F. Almeida/20-01-2010",NA,NA,NA,"L. Kollmann; & E. Leme","11793","2009","09","10",NA,"Brasil","Espírito Santo","Barra de São Francisco","estrada Ecopóranga/Barra de São Francisco","-40.816944","-18.539167",NA,"MBML039339",NA,NA,NA,"Arvoreto 5 m rupícola ao sol, flores grenas de centro amarelado.",NA,"MBML039339_1 MBML039339_2",NA,"40W49'1","18S32'21",NA,NA,NA,NA,NA,NA
"349","2017-09-14 11:41:56-03","MBML","MBML-HERBARIO","14312",NA,"Plantae","Apocynaceae","Tabernaemontana",NA,"Tabernaemontana",NA,NA,NA,NA,NA,"L. Kollmann; et al","3475","2000","12","11",NA,"Brasil","Espírito Santo","Barra de São Francisco","Parque Municipal Sombra da Tarde","-40.890833","-18.755",NA,"MBML014312",NA,NA,NA,"Arbusto 4m no sol. Flores brancas.",NA,"MBML014312",NA,"40W53'27","18S45'18",NA,NA,NA,NA,NA,NA
"350","2017-09-14 11:41:56-03","MBML","MBML-HERBARIO","14461",NA,"Plantae","Apocynaceae","Tabernaemontana","hystrix","Tabernaemontana hystrix",NA,"Carine G.P. Quinet/01-08-2006",NA,NA,NA,"L. Kollmann; et al","3313","2000","11","21",NA,"Brasil","Espírito Santo","Barra de São Francisco","Parque Municipal Sombra da Tarde","-40.890833","-18.755",NA,"MBML014461",NA,NA,NA,"Arbusto 3m. Flores brancas amareladas.",NA,"MBML014461",NA,"40W53'27","18S45'18",NA,NA,NA,NA,NA,NA
"351","2017-09-14 11:42:57-03","MBML","MBML-HERBARIO","14340",NA,"Plantae","Bignoniaceae","Tanaecium","pyramidatum","Tanaecium pyramidatum",NA,"A.R. Zuntini/20-01-2010",NA,NA,NA,"L. Kollmann; et al","3399","2000","11","23",NA,"Brasil","Espírito Santo","Barra de São Francisco","Córrego das Palmas","-40.890833","-18.755",NA,"MBML014340",NA,NA,NA,"Trepadeira no sol. Flores rosas.",NA,"MBML014340",NA,"40W53'27","18S45'18",NA,NA,NA,NA,NA,NA
"352","2017-09-14 11:41:28-03","MBML","MBML-HERBARIO","14420",NA,"Plantae","Acanthaceae","Thunbergia","alata","Thunbergia alata",NA,"A.L.A. Côrtes/01-10-2009",NA,NA,NA,"L. Kollmann; et al","3321","2000","11","21",NA,"Brasil","Espírito Santo","Barra de São Francisco","Parque Municipal Sombra da Tarde","-40.890833","-18.755",NA,"MBML014420",NA,NA,NA,"Trepadeira no sol. Flores laranjas com fundo preto.",NA,"MBML014420",NA,"40W53'27","18S45'18",NA,NA,NA,NA,NA,NA
"353","2017-09-14 11:46:06-03","MBML","MBML-HERBARIO","14318",NA,"Plantae","Hippocrateaceae","Tontelea","miersii","Tontelea miersii",NA,"J. A. Lombardi/Fev.-2003",NA,NA,NA,"L. Kollmann; et al","3479","2000","12","12",NA,"Brasil","Espírito Santo","Barra de São Francisco","Cabeceira Córrego do Engenho","-40.890833","-18.755",NA,"MBML014318",NA,NA,NA,"Trepadeira na sombra. Flores verdes amareladas.",NA,"MBML014318",NA,"40W53'27","18S45'18",NA,NA,NA,NA,NA,NA
"354","2017-09-14 11:45:23-03","MBML","MBML-HERBARIO","14038",NA,"Plantae","Euphorbiaceae","Tragia",NA,"Tragia",NA,NA,NA,NA,NA,"L. Kollmann; et al","3299","2000","11","21",NA,"Brasil","Espírito Santo","Barra de São Francisco","Parque Municipal Sombra da Tarde","-40.89","-18.755",NA,"MBML014038",NA,NA,NA,"Trepadeira na sombra. Flores verdes.",NA,"MBML014038",NA,"40W53'24","18S45'18",NA,NA,NA,NA,NA,NA
"355","2017-09-14 11:48:16-03","MBML","MBML-HERBARIO","13983",NA,"Plantae","Meliaceae","Trichilia","emarginata","Trichilia emarginata",NA,"F.Z. Saiter/25-IV-2013",NA,NA,NA,"L. Kollmann; et al","3382","2000","11","23",NA,"Brasil","Espírito Santo","Barra de São Francisco","Córrego das Palmas","-40.890833","-18.755",NA,"MBML013983",NA,NA,NA,"Arbusto 2,50m. Frutos verdes.",NA,"MBML013983",NA,"40W53'27","18S45'18",NA,NA,NA,NA,NA,NA
"356","2017-09-14 11:23:09-03","MBML","MBML-HERBARIO","3378",NA,"Plantae","Meliaceae","Trichilia","hirta","Trichilia hirta",NA,"J.R.Pirani/2002",NA,NA,NA,"R. M. Pizziolo","196","1984","05","13",NA,"Brasil","Espírito Santo","Barra de São Francisco","Boa Sorte","-40.890833","-18.755",NA,"MBML003378",NA,NA,NA,"Arbustinho de 50cm, frutos jovens, solo vermelho.",NA,NA,NA,"40W53'27","18S45'18",NA,NA,NA,NA,NA,NA
"357","2017-09-14 11:48:16-03","MBML","MBML-HERBARIO","13919",NA,"Plantae","Meliaceae","Trichilia","pallens","Trichilia pallens",NA,"F.Z. Saiter/25-04-2013",NA,NA,NA,"L. Kollmann; et al","3327","2000","11","21",NA,"Brasil","Espírito Santo","Barra de São Francisco","Parque Municipal Sombra da Tarde","-40.890833","-18.755",NA,"MBML013919",NA,NA,NA,"Arbusto 2m. Semi sombra. Frutos pretos.",NA,"MBML013919",NA,"40W53'27","18S45'18",NA,NA,NA,NA,NA,NA
"358","2017-09-14 11:52:04-03","MBML","MBML-HERBARIO","14086",NA,"Plantae","Trigoniaceae",NA,NA,NA,NA,NA,NA,NA,NA,"L. Kollmann; et al","3468","2000","12","11",NA,"Brasil","Espírito Santo","Barra de São Francisco","Parque Municipal Sombra da Tarde","-40.890833","-18.755",NA,"MBML014086",NA,NA,NA,"Trepadeira no sol. Botões verdes.",NA,NA,NA,"40W53'27","18S45'18",NA,NA,NA,NA,NA,NA
"359","2017-09-14 11:44:13-03","MBML","MBML-HERBARIO","14282",NA,"Plantae","Commelinaceae","Tripogandra","diuretica","Tripogandra diuretica",NA,"M. Pellegrini/28-06-2012",NA,NA,NA,"L. Kollmann; et al","3511","2000","12","12",NA,"Brasil","Espírito Santo","Barra de São Francisco","Parque Municipal Sombra da Tarde","-40.890833","-18.755",NA,"MBML014282",NA,NA,NA,"Erva na meia sombra. Flores rosas.",NA,"MBML014282",NA,"40W53'27","18S45'18",NA,NA,NA,NA,NA,NA
"360","2018-03-14 14:30:48-03","MBML","MBML-HERBARIO","14316",NA,"Plantae","Velloziaceae","Vellozia","candida","Vellozia candida",NA,"R. Mello Silva/2009",NA,NA,NA,"L. Kollmann; et al","3535","2000","12","13",NA,"Brasil","Espírito Santo","Barra de São Francisco","Córrego da Poaia","-40.890833","-18.755",NA,"MBML014316",NA,NA,NA,"Rupícola no sol. Erva 50cm. Frutos verdes.",NA,NA,NA,"40W53'27","18S45'18",NA,NA,NA,NA,NA,NA
"361","2017-09-14 11:52:10-03","MBML","MBML-HERBARIO","14185",NA,"Plantae","Velloziaceae","Vellozia","plicata","Vellozia plicata",NA,"Fraga & Kollmann/01-XI-2016",NA,NA,NA,"L. Kollmann; et al","3534","2000","12","13",NA,"Brasil","Espírito Santo","Barra de São Francisco","Córrego da Poaia","-40.890833","-18.755",NA,"MBML014185",NA,NA,NA,"Rupícola no sol. Flores brancas.",NA,NA,NA,"40W53'27","18S45'18",NA,NA,NA,NA,NA,NA
"362","2017-09-14 11:27:57-03","MBML","MBML-HERBARIO","3599",NA,"Plantae","Verbenaceae",NA,NA,NA,NA,NA,NA,NA,NA,"R. M. Pizziolo","191","1984","07","12",NA,"Brasil","Espírito Santo","Barra de São Francisco","Boa Sorte","-40.890833","-18.755",NA,"MBML003599",NA,NA,NA,"Arbusto de 1,5m, flores roxas, solo arenoso.",NA,"MBML003599",NA,"40W53'27","18S45'18",NA,NA,NA,NA,NA,NA
"363","2017-09-14 11:52:11-03","MBML","MBML-HERBARIO","39415",NA,"Plantae","Verbenaceae",NA,NA,NA,NA,NA,NA,NA,NA,"L. Kollmann; & E. Leme","11783","2009","09","10",NA,"Brasil","Espírito Santo","Barra de São Francisco","estrada Ecopóranga/Barra de São Francisco","-40.816944","-18.539167",NA,"MBML039415",NA,NA,NA,"Arbusto 1m rupícola ao sol, flores brancas.",NA,"MBML039415",NA,"40W49'1","18S32'21",NA,NA,NA,NA,NA,NA
"364","2017-09-14 11:19:30-03","MBML","MBML-HERBARIO","2257",NA,"Plantae","Compositae","Vernonanthura","polyanthes","Vernonanthura polyanthes",NA,"G. Heiden/07-04-2016",NA,NA,NA,"R. M. Pizziolo","199","1984","07","17",NA,"Brasil","Espírito Santo","Barra de São Francisco","Boa Sorte","-40.890833","-18.755",NA,"MBML002257",NA,NA,NA,"Arbusto de 1m, flores brancas, frutos jovens, solo arenoso.",NA,"MBML002257",NA,"40W53'27","18S45'18",NA,NA,NA,NA,NA,NA
"365","2019-12-15 13:40:51-03","UNESP-RC","HRCB","13502","S","Plantae","Cactaceae","Selenicereus","setaceus","Selenicereus setaceus","(Salm-Dyck) A. Berger ex Werderm.",NA,NA,NA,NA,"Taylor, N. P.","779","1990","12","16",NA,"Brasil","Espírito Santo","Barra de São Francisco",NA,"-40.8908004760742","-18.7549991607666","36480",NA,"auto","100","100","epífita, com frutos maduros rubros",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"366","2020-03-09 10:32:35-03","CVRD","CVRD","13788","PreservedSpecimen","Plantae","Bignoniaceae","Anemopaegma","setilobum","Anemopaegma setilobum","A.H. Gentry","Alexandre Zuntini","2012","06","26","Siqueira, G.S.","749","2012","06","24","América do Sul","BRASIL","ES","Barra de São Francisco",NA,"-40.792139","-18.657056",NA,"CVRD013788",NA,"211","211","<ll>dwc_commonname:</ll> Cipó coração","Magnoliophyta","CVRD013788",NA,"40°47'31,7W","18°39'25,4S","Magnoliopsida","Lamiales",NA,NA,NA,NA
"367","2020-03-09 10:32:36-03","CVRD","CVRD","13790","PreservedSpecimen","Plantae","Bignoniaceae","Fridericia","erubescens","Fridericia erubescens","(DC.) L.G.Lohmann","Geovane S. Siqueira","2014","03","20","Siqueira, G.S.","751","2012","06","24","América do Sul","BRASIL","ES","Barra de São Francisco",NA,"-40.793389","-18.658694",NA,"CVRD013790",NA,"189","189","<ll>dwc_commonname:</ll> Macambiro de quilha","Magnoliophyta","CVRD013790",NA,"40°47'36,2W","18°39'31,3S","Magnoliopsida","Lamiales",NA,NA,NA,NA
"368","2020-01-31 11:23:59-03","CVRD","CVRD","13791","PreservedSpecimen","Plantae","Nyctaginaceae","Leucaster","caniflorus","Leucaster caniflorus","Choisy","Geovane S. Siqueira","2012","06","27","Siqueira, G.S.","752","2012","06","24","América do Sul","BRASIL","ES","Barra de São Francisco",NA,"-40.793556","-18.658639",NA,"CVRD013791",NA,"192","192","<ll>dwc_commonname:</ll> Chapéu capixaba","Magnoliophyta","CVRD013791",NA,"40°47'36,8W","18°39'31,1S","Magnoliopsida","Caryophyllales",NA,NA,NA,NA
"369","2020-01-31 13:35:04-03","CVRD","CVRD","13793","PreservedSpecimen","Plantae","Fabaceae","Mimosa","pigra","Mimosa pigra","L.","L.A. Silva","2015","08","24","Siqueira, G.S.","754","2012","06","24","América do Sul","BRASIL","ES","Barra de São Francisco",NA,"-40.797056","-18.659889",NA,"CVRD013793",NA,"148","148","planta com potencial p/ recuperação de área de várzea. <ll>dwc_commonname:</ll> Malícia","Magnoliophyta","CVRD013793",NA,"40°47'49,4W","18°39'35,6S","Magnoliopsida","Fabales",NA,NA,NA,NA
"370","2020-01-31 11:25:26-03","CVRD","CVRD","13792","PreservedSpecimen","Plantae","Piperaceae","Piper","arboreum","Piper arboreum var. arboreum","Aubl.","Elsie Franklin Guimarães","2012","11","05","Siqueira, G.S.","753","2012","06","24","América do Sul","BRASIL","ES","Barra de São Francisco",NA,"-40.793056","-18.657944",NA,"CVRD013792",NA,"180","180","<ll>dwc_commonname:</ll> Beco gigante","Magnoliophyta","CVRD013792","var. arboreum","40°47'35,0W","18°39'28,6S","Magnoliopsida","Piperales",NA,NA,NA,NA
"371","2020-01-31 11:24:32-03","CVRD","CVRD","13789","PreservedSpecimen","Plantae","Apocynaceae","Rauvolfia","serpentina","Rauvolfia serpentina","(L.) Benth.",NA,NA,NA,NA,"Siqueira, G.S.","750","2012","06","24","América do Sul","BRASIL","ES","Barra de São Francisco",NA,"-40.791861","-18.656861",NA,"CVRD013789",NA,"203","203","<ll>dwc_commonname:</ll> Grão mirim","Magnoliophyta","CVRD013789",NA,"40°47'30,7W","18°39'24,7S","Magnoliopsida","Gentianales",NA,NA,NA,NA
"372","2020-01-31 11:23:59-03","CVRD","CVRD","13794","PreservedSpecimen","Plantae","Phytolaccaceae","Seguieria","langsdorffii","Seguieria langsdorffii","Moq.","Geovane S. Siqueira","2012","06","27","Siqueira, G.S.","755","2012","06","24","América do Sul","BRASIL","ES","Barra de São Francisco",NA,"-40.795611","-18.659667",NA,"CVRD013794",NA,"155","155","<ll>dwc_commonname:</ll> Beija-flor","Magnoliophyta","CVRD013794",NA,"40°47'44,2W","18°39'34,8S","Magnoliopsida","Caryophyllales",NA,NA,NA,NA
"373","2020-01-31 11:24:13-03","CVRD","CVRD","2988","PreservedSpecimen","Plantae","Euphorbiaceae","Mabea","piriri","Mabea piriri","Aubl.","Geovane S. Siqueira","2017","01","25","Moraes, E.N.","66","1990","11","13","América do Sul","BRASIL","ES","Barra de São Francisco","Córrego Paraíso, na prop. do Sr. João Mariana. A 12,5 km de Ecoporanga, indo para B. de São Francisco, à direita.","-40.8908004760742","-18.7549991607666","36480","CVRD002988","auto",NA,NA,"Exsudação leitosa. <ll>dwc_commonname:</ll> Canudo do morro","Magnoliophyta",NA,NA,NA,NA,"Magnoliopsida","Euphorbiales",NA,NA,NA,NA
"374","2020-01-31 13:35:06-03","CVRD","CVRD","3600","PreservedSpecimen","Plantae","Fabaceae","Parapiptadenia","pterosperma","Parapiptadenia pterosperma","Benth.) Brenan","Pétala G. Ribeiro","2013","05","03","Souza, V.D.","270","1991","11","26","América do Sul","BRASIL","ES","Barra de São Francisco","Lado dir. do asfalto indo de Barra de S. Francisco p/ Aguia Branca em Cachoeirinha de Itauna à 20 km de B. S. Francisco.","-40.8908004760742","-18.7549991607666","36480","CVRD003600","auto",NA,NA,"<ll>dwc_commonname:</ll> Angico vermelho","Magnoliophyta",NA,NA,NA,NA,"Magnoliopsida","Fabales",NA,NA,NA,NA
"375","2019-11-13 11:16:47-03","USP","SPF","228374","PreservedSpecimen","Plantae","Bignoniaceae","Anemopaegma","setilobum","Anemopaegma setilobum","A.H.Gentry","Zuntini, AR","2012","06","26","Siqueira, GS","749","2012","06","24",NA,"Brasil","Espírito Santo","Barra de São Francisco","Vila Paulista.","-40.791964","-18.656956",NA,"SPF00228374",NA,"211","211",NA,NA,NA,NA,"-40.791964","-18.656956",NA,NA,NA,NA,NA,NA
"376","2020-01-17 11:17:05-03","USP","SPF","199149","PreservedSpecimen","Plantae","Bignoniaceae","Bignonia","prieurei","Bignonia prieurei","DC.","Zuntini, AR","2010",NA,NA,"Kollmann, L","3460","2000","12","11",NA,"Brasil","Espírito Santo","Barra de São Francisco","Parque Municipal Sombra da Tarde","-40.890833","-18.755",NA,"SPF00199149",NA,"250","250","Trepadeira no sol. Flores brancas rosadas com listras vináceas.",NA,NA,NA,"-40.890833","-18.755",NA,NA,NA,NA,NA,NA
"377","2020-01-21 12:08:14-03","USP","SPF","199075","PreservedSpecimen","Plantae","Bignoniaceae","Fridericia","conjugata","Fridericia conjugata","(Vell.) L.G.Lohmann","Zuntini, AR","2010","07",NA,"Kollmann, L","3286","2000","11","21",NA,"Brasil","Espírito Santo","Barra de São Francisco","Parque Municipal Sombra da Tarde","-40.890833","-18.755",NA,"SPF00199075",NA,"230","230","Trepadeira no sol. Flores lilas.",NA,NA,NA,"-40.890833","-18.755",NA,NA,NA,NA,NA,NA
"378","2019-11-13 11:16:50-03","USP","SPF","228365","PreservedSpecimen","Plantae","Bignoniaceae","Fridericia","erubescens","Fridericia erubescens","(DC.) L.G.Lohmann",NA,NA,NA,NA,"Siqueira, GS","751","2012","06","24",NA,"Brasil","Espírito Santo","Barra de São Francisco","Vila Paulista.","-40.793339","-18.658619",NA,"SPF00228365",NA,NA,NA,NA,NA,NA,NA,"-40.793339","-18.658619",NA,NA,NA,NA,NA,NA
"379","2019-11-13 11:30:49-03","USP","SPF","150025","PreservedSpecimen","Plantae","Rutaceae","Esenbeckia","grandiflora","Esenbeckia grandiflora","Mart.","Pirani, JR","2001",NA,NA,"Kollmann, L","3461","2000","12","11",NA,"Brasil","Espírito Santo","Barra de São Francisco",NA,"-40.8908004760742","-18.7549991607666","36480","SPF00150025","auto","250","250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"380","2019-11-13 11:30:39-03","USP","SPF","150040","PreservedSpecimen","Plantae","Rutaceae","Angostura","bracteata","Angostura bracteata","(Nees & Mart.) Kallunki","Pirani, JR","2001",NA,NA,"Kollmann, L","3518","2000","12","13",NA,"Brasil","Espírito Santo","Barra de São Francisco","Córrego da Esperança, terreno de Maria E. Pereira.","-40.8908004760742","-18.7549991607666","36480","SPF00150040","auto","235","235",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"381","2019-11-13 11:30:42-03","USP","SPF","150041","PreservedSpecimen","Plantae","Rutaceae","Conchocarpus","macrocarpus","Conchocarpus macrocarpus","(Engl.) Kallunki & Pirani","Pirani, JR","2001",NA,NA,"Kollmann, L","3521","2000","12","13",NA,"Brasil","Espírito Santo","Barra de São Francisco","Córrego da Esperança, terreno de Maria E. Pereira.","-40.8908004760742","-18.7549991607666","36480","SPF00150041","auto",NA,NA,"Arbusto 4m. Flores rosas-choque.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"382","2019-11-13 11:30:57-03","USP","SPF","150029","PreservedSpecimen","Plantae","Rutaceae","Neoraputia","alba","Neoraputia alba","(Nees & Mart.) Emmerich ex Kallunki","Pirani, JR; Groppo, M","2002","01",NA,"Kollmann, L","3374","2000","11","23",NA,"Brasil","Espírito Santo","Barra de São Francisco","Córrego das Palmas, terreno de Roberto Strey.","-40.8908004760742","-18.7549991607666","36480","SPF00150029","auto",NA,NA,"Árvore 8m. Fuste 4m, DAP 18cm, botões marrons.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"383","2019-11-13 11:31:55-03","USP","SPF","155585","PreservedSpecimen","Plantae","Simaroubaceae","Homalolepis","subcymosa","Homalolepis subcymosa","(A.St.-Hil. & Tul.) Devecchi & Pirani","Devecchi, MF","2017","06",NA,"Kollmann, L","3395","2000","11","23",NA,"Brasil","Espírito Santo","Barra de São Francisco","Córrego das Palmas, terreno de Roberto Strey.","-40.8908004760742","-18.7549991607666","36480","SPF00155585","auto",NA,NA,"Arvoreto 7 m. Frutos verdes, pretos maduros.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"384","2019-11-13 11:30:39-03","USP","SPF","155574","PreservedSpecimen","Plantae","Rutaceae","Angostura","bracteata","Angostura bracteata","(Nees & Mart.) Kallunki","Pirani, JR","2003",NA,NA,"Kollmann, L","3376","2000","11","23",NA,"Brasil","Espírito Santo","Barra de São Francisco","Córrego das Palmas, terreno de Roberto Strey.","-40.8908004760742","-18.7549991607666","36480","SPF00155574","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"385","2019-11-13 11:30:42-03","USP","SPF","150044","PreservedSpecimen","Plantae","Rutaceae","Conchocarpus","macrophyllus","Conchocarpus macrophyllus","J.C.Mikan","Pirani, JR; Groppo, M","2002","01",NA,"Kollmann, L","3377","2000","11","23",NA,"Brasil","Espírito Santo","Barra de São Francisco","Córrego das Palmas, terreno de Robert Strey.","-40.8908004760742","-18.7549991607666","36480","SPF00150044","auto",NA,NA,"Planta arbustiva de 2m. Flores brancas rosadas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"386","2019-10-07 09:15:34-03","UEFS","HUEFS","209309","PreservedSpecimen","Plantae","Bignoniaceae","Fridericia","erubescens","Fridericia erubescens","(DC.) L.G.Lohmann",NA,NA,NA,NA,"Siqueira, G.S.","751","2012","06","24",NA,"Brasil","Espírito Santo","Barra de São Francisco","Vila Paulista. Nova estrada de Vila Paulista.","-40.793333","-18.658611",NA,"HUEFS0209309",NA,"189","189","Macega.","Angiospermae","HUEFS0209309",NA,"40W47'36''","18S39'31''","Asteranae","Lamiales",NA,NA,NA,NA
"387","2019-10-07 09:24:11-03","UEFS","HUEFS","203841","PreservedSpecimen","Plantae","Leguminosae",NA,NA,NA,NA,NA,NA,NA,NA,"Kollmann, L.","11788","2009","09","10",NA,"Brasil","Espírito Santo","Barra de São Francisco","Estrada Ecopóranga/Barra de São Francisco.","-40.816944","-18.539167",NA,"HUEFS0203841",NA,NA,NA,NA,"Angiospermae",NA,NA,"40W49'1''","18S32'21''","Rosanae","Fabales",NA,NA,NA,NA
"388","2019-10-07 09:26:05-03","UEFS","HUEFS","196529","PreservedSpecimen","Plantae","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Mimosa","pigra","Mimosa pigra","L.","L.P.Queiroz","2016","06",NA,"Siqueira, G.S.","754","2012","06","24",NA,"Brasil","Espírito Santo","Barra de São Francisco","Vila Paulista","-40.796944","-18.66",NA,"HUEFS0196529",NA,NA,NA,"Macega","Angiospermae",NA,NA,"40W47'49''","18S39'36''","Rosanae","Fabales",NA,NA,NA,NA
"389","2019-10-07 09:12:26-03","UEFS","HUEFS","93629","PreservedSpecimen","Plantae","Boraginaceae","Cordia","trichotoma","Cordia trichotoma","(Vell.) Arráb. ex Steud.","M.N.S.Stapf","2005","07",NA,"Kollmann, L.","2693","1999","06","24",NA,"Brasil","Espírito Santo","Barra de São Francisco","25 de Julho, terreno do Casoti.","-40.8908004760742","-18.7549991607666","36480","HUEFS0093629","auto","450","450",NA,"Angiospermae","HUEFS0093629",NA,NA,NA,"Asteranae","Boraginales",NA,NA,NA,NA
"390","2019-10-07 09:17:08-03","UEFS","HUEFS","147707","PreservedSpecimen","Plantae","Verbenaceae","Lippia","alba","Lippia alba","(Mill.) N.E.Br. ex P. Wilson","I.N.Santana","2018","12",NA,"Pizziolo, R.M.","191","1984","07","12",NA,"Brasil","Espírito Santo","Barra de São Francisco","Boa Sorte.","-40.8908004760742","-18.7549991607666","36480","HUEFS0147707","auto",NA,NA,NA,"Angiospermae","HUEFS0147707 HUEFS0147707_e1",NA,NA,NA,"Asteranae","Lamiales",NA,NA,NA,NA
"391","2019-10-07 09:26:42-03","UEFS","HUEFS","202994","PreservedSpecimen","Plantae","Leguminosae Subfam. Cercidoideae","Bauhinia","forficata","Bauhinia forficata forficata","Link",NA,NA,NA,NA,"Pizziolo, R.M.","202","1984","07","13",NA,"Brasil","Espírito Santo","Barra de São Francisco","Boa Sorte.","-40.8908004760742","-18.7549991607666","36480","HUEFS0202994","auto",NA,NA,NA,"Angiospermae",NA,"forficata",NA,NA,"Rosanae","Fabales",NA,NA,NA,NA
"392","2019-10-07 09:12:18-03","UEFS","HUEFS","93626","PreservedSpecimen","Plantae","Boraginaceae","Cordia","ecalyculata","Cordia ecalyculata","Vell.","M.N.S.Stapf","2007","06",NA,"Kollmann, L.","3489","2000","12","12",NA,"Brasil","Espírito Santo","Barra de São Francisco","Cabeceira do Engenho. Terreno de Alfredo Bassi.","-40.8908004760742","-18.7549991607666","36480","HUEFS0093626","auto","235","235",NA,"Angiospermae","HUEFS0093626",NA,NA,NA,"Asteranae","Boraginales",NA,NA,NA,NA
"393","2019-10-07 09:22:27-03","UEFS","HUEFS","72569","PreservedSpecimen","Plantae","Poaceae","Raddia","megaphylla","Raddia megaphylla","R.P.Oliveira & Longhi-Wagner","R.P.Oliveira","2006","01",NA,"Kollmann, L.","3523","2000","12","13",NA,"Brasil","Espírito Santo","Barra de São Francisco","Córrego da Esperança, terreno de Maria E. Pereira","-40.8908004760742","-18.7549991607666","36480","HUEFS0072569","auto",NA,NA,NA,"Angiospermae","HUEFS0072569 HUEFS0072569_01",NA,NA,NA,"Lilianae","Poales",NA,NA,NA,NA
"394","2019-10-07 09:37:39-03","UEFS","HUEFS","72537","PreservedSpecimen","Plantae","Schoepfiaceae","Schoepfia",NA,"Schoepfia",NA,NA,NA,NA,NA,"Kollmann, L.","3380","2000","11","23",NA,"Brasil","Espírito Santo","Barra de São Francisco","Córrego das Palmas, terreno de Roberto Strey","-40.8908004760742","-18.7549991607666","36480","HUEFS0072537","auto",NA,NA,NA,"Angiospermae","HUEFS0072537",NA,NA,NA,"Santalanae","Santalales",NA,NA,NA,NA
"395","2019-10-07 09:15:49-03","UEFS","HUEFS","109704","PreservedSpecimen","Plantae","Bignoniaceae","Tanaecium","pyramidatum","Tanaecium pyramidatum","(Rich.) L.G.Lohmann","M.M.Silva-Castro","2015","06",NA,"Kollmann, L.","3399","2000","11","23",NA,"Brasil","Espírito Santo","Barra de São Francisco","Córrego das Palmas, terreno de Roberto Strey.","-40.8908004760742","-18.7549991607666","36480","HUEFS0109704","auto",NA,NA,NA,"Angiospermae","HUEFS0109704",NA,NA,NA,"Asteranae","Lamiales",NA,NA,NA,NA
"396","2019-10-07 09:12:24-03","UEFS","HUEFS","93619","PreservedSpecimen","Plantae","Boraginaceae","Cordia","toqueve","Cordia toqueve","Aubl.","M.N.S.Stapf","2007","04",NA,"Demuner, V.","79","1999","10","13",NA,"Brasil","Espírito Santo","Barra de São Francisco","Estrada Tabocas à Várzea Alegre, Pedra Alegre.","-40.8908004760742","-18.7549991607666","36480","HUEFS0093619","auto",NA,NA,NA,"Angiospermae","HUEFS0093619",NA,NA,NA,"Asteranae","Boraginales",NA,NA,NA,NA
