"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","class","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","coordinatePrecision","occurrenceRemarks","geoFlag","yearIdentified","recordNumber","continentOcean","preparationType","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","monthIdentified","dayIdentified","infraspecificEpithet","typeStatus","individualCount","relatedCatalogItem"
"51","2019-11-21 14:40:26-03","UFJF","CESJ","41468","PreservedSpecimen","Plantae","Angiosperma",NA,NA,"Myrtaceae","Myrciaria","glanduliflora","Myrciaria glanduliflora","(Kiaersk.) Mattos & D.Legrand","M. Sobral","J.A. Lombardi; A. Salino; J.R. Stehmann","2003","01","29","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo","Estação Ambiental de Peti-CEMIG","-43.3622016906738","-19.826099395752",NA,NA,"17525","Borda de mata semidecídua. Árvore, ca. 4 m, folhas cartáceas, botões e flores creme.","auto","2003","5005","América do Sul",NA,"CESJ041468",NA,NA,NA,"02",NA,NA,NA,NA,NA
"52","2019-11-21 14:40:19-03","UFJF","CESJ","44873","PreservedSpecimen","Plantae","Angiosperma",NA,NA,"Myrtaceae","Myrcia","mischophylla","Myrcia mischophylla","Kiaersk.","M. Sobral","J.A. Lombardi; A. Salino","2002","05","20","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo","Estação Ambiental de Peti/CEMIG","-43.3622016906738","-19.826099395752",NA,NA,"17525","Margem de estrada, mata secundária. Arvoreta, ca. 3,5 m folhas coriáceas, amareladas na face abaxial, frutos imaturos verdes.","auto","2004","4921","América do Sul",NA,"CESJ044873",NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2019-11-21 14:30:57-03","UFJF","CESJ","39854","PreservedSpecimen","Plantae","Angiosperma",NA,NA,"Araliaceae","Dendropanax","cuneatus","Dendropanax cuneatus","(DC.) Decne. & Planch","J.A. Lombardi","J.A. Lombardi; A. Salino","2002","06","20","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo","Estação Ambiental de Peti/CEMIG, 19°53' S 43°21' W.","-43.3622016906738","-19.826099395752",NA,NA,"17525","Margem de estrada, mata secundária. Árvore, 6m folhas cartáceas, frutos imaturos verdes.","auto","2002","4906","América do Sul",NA,"CESJ039854","CESJ039854",NA,NA,"06",NA,NA,NA,NA,NA
"54","2019-11-21 14:46:18-03","UFJF","CESJ","41464","PreservedSpecimen","Plantae","Angiosperma",NA,NA,"Solanaceae","Solanum","viarum","Solanum viarum","Dunal","J.R. Stehmann","J.A. Lombardi; A. Salino; J.R. Stehmann","2003","01","29","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo","Estação Ambiental de Peti-CEMIG, estrada Mirante do Cruzeiro / Bom Será. Lat: 19/53'22,4-15,6 S, Lon: 43°22'06,6-28,5 W.","-43.3622016906738","-19.826099395752",NA,NA,"17525","Borda de mata semidecídua. Arbusto, ca. 0,5 m, folhas papiráceas, frutos verdes mosqueados de amarelo.","auto","2003","5023","América do Sul",NA,"CESJ041464",NA,NA,NA,"01",NA,NA,NA,NA,NA
"55","2019-11-21 14:32:30-03","UFJF","CESJ","41469","PreservedSpecimen","Plantae","Angiosperma",NA,NA,"Bignoniaceae","Sparattosperma","leucanthum","Sparattosperma leucanthum","(Vell.) K.Schum.","J.A. Lombardi","J.A. Lombardi; A. Salino; J.R. Stehmann","2003","01","29","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo","Estação Ambiental de Peti-CEMIG, Estrada para o Mirante do Cruzeiro.19° 53' 22,4 S & 43° 22' 06,6 W.","-43.3622016906738","-19.826099395752",NA,NA,"17525","Borda de mata semidecídua. Arvoreta ca.3m, foliólos cartáceos, cálice verde e flores creme-esverdeadas.","auto","2003","4998","América do Sul",NA,"CESJ041469",NA,NA,NA,"01",NA,NA,NA,NA,NA
"56","2019-11-21 14:33:23-03","UFJF","CESJ","41470","PreservedSpecimen","Plantae","Angiosperma",NA,NA,"Clusiaceae","Kielmeyera","rosea","Kielmeyera rosea","Mart. & Zucc.","J.A. Lombardi","J.A. Lombardi; A. Salino; J.R. Stehmann","2003","01","29","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo","Estação Ambiental de Peti-CEMIG, Lat.:19º53'22,4#?#S; Lon.:43º22'06,6W; Alt.:810m.","-43.3622016906738","-19.826099395752",NA,NA,"17525","Afloramento rochoso. Arbusto, flores lilases, estames amarelos.","auto","2003","4988","América do Sul",NA,"CESJ041470",NA,NA,NA,"02",NA,NA,NA,NA,NA
"57","2019-11-21 14:39:22-03","UFJF","CESJ","38800","PreservedSpecimen","Plantae","Angiosperma",NA,NA,"Melastomataceae","Cambessedesia","hilariana","Cambessedesia hilariana","(Kunth) DC.","J.A. Lombardi","J.A. Lombardi; A. Salino; J.R. Stehmann; R.C. Mota; P.L. Viana","2002","04","23","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo","Estação Ambiental de Peti-CEMIG, Mirante do Cruzeiro.","-43.3622016906738","-19.826099395752",NA,NA,"17525","Afloramento rochoso. Erva na encosta, pétalas laranjas no ápice, amarelas na base, estames amarelos.","auto","2002","4738","América do Sul",NA,"CESJ038800",NA,NA,NA,"04",NA,NA,NA,NA,NA
"58","2019-11-21 14:31:42-03","UFJF","CESJ","53887","PreservedSpecimen","Plantae","Angiosperma",NA,NA,"Asteraceae","Dasyphyllum",NA,"Dasyphyllum",NA,NA,"L. Menini Neto; P.L. Viana","2009","07","16","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo","Estação Ambiental de Peti (CEMIG), Mirante do Cruzeiro. 19º53,402S, 43º22,124O. 810 m. alt.","-43.3622016906738","-19.826099395752",NA,NA,"17525","Arbusto, ca. 2m altura, em inselberg de granito, na borda da mata, formando grande população. Folhas discolores, brácteas involucrais basais verde-acastanhadas, passando a castanho-claro, flores alvas.","auto",NA,"765","América do Sul",NA,"CESJ053887","CESJ053887",NA,NA,NA,NA,NA,NA,NA,NA
"59","2020-02-10 19:56:19-03","UFJF","CESJ","53886","PreservedSpecimen","Plantae","Angiosperma",NA,NA,"Orchidaceae","Pseudolaelia","geraensis","Pseudolaelia geraensis","Pabst","L. Menini Neto","L. Menini Neto; P.L. Viana","2009","07","16","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo","Estação Ambiental de Peti (CEMIG), Mirante do Cruzeiro. 19º53,402 S, 43º22,124 W. 810 m alt.","-43.3622016906738","-19.826099395752",NA,NA,"17525","Erva epífita, sobre Vellozia, em inselberg de granito, formando grande população, em pico de floração e frutificação. Rizoma e pseudobulbos verde-claros, bainhas estramíneas, folhas verdes, pedúnculo verde acastanhado. Sépalas e pétalas róseas, labelo ró","auto","2009","764","América do Sul",NA,"CESJ053886",NA,NA,NA,"07","16",NA,NA,NA,NA
"60","2019-11-21 14:47:33-03","UFJF","CESJ","43088","PreservedSpecimen","Plantae","Angiosperma",NA,NA,"Verbenaceae","Lantana","fucata","Lantana fucata","Lindl.","F.R.G. Salimena","J.A. Lombardi; A. Salino","2002","02","09","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo","Estação Ambiental de Peti/CEMIG, Trilha da Ponte pênsil próxima a Casa de Força.","-43.3622016906738","-19.826099395752",NA,NA,"17525","Vegetação arbustivo-arbórea secundária.Arbusto prostrado,folhas papiráceas,brácteas verdes,corola lilás,frutos imaturos verdes.","auto",NA,"4949","América do Sul",NA,"CESJ043088",NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2019-11-21 14:40:10-03","UFJF","CESJ","44877","PreservedSpecimen","Plantae","Angiosperma",NA,NA,"Myrtaceae","Marlierea","clausseniana","Marlierea clausseniana","(O.Berg) Kiaersk.","M. Sobral","J.A. Lombardi; A. Salino","2002","09","26","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo","Estação Ambiental de Peti/CEMIG, Trilha da ponte pensil proximo a Casa de Força","-43.3622016906738","-19.826099395752",NA,NA,"17525",NA,"auto","2004","4942","América do Sul",NA,"CESJ044877",NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2019-11-21 14:40:10-03","UFJF","CESJ","44647","PreservedSpecimen","Plantae","Angiosperma",NA,NA,"Myrtaceae","Eugenia","uniflora","Eugenia uniflora","L.","M. Sobral","J.A. Lombardi; A. Salino","2002","09","26","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo","Estação Ambiental de Peti/CEMIG, trilha depois da #?#ponte pênsil próxima a Casa de Força.","-43.3622016906738","-19.826099395752",NA,NA,"17525","Vegetação arbustivo-arbórea secundária. Arbusto, ca. 4 m, folhas papiráceas, cálice verde, pétalas brancas.","auto","2004","4948","América do Sul",NA,"CESJ044647",NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2019-11-21 14:38:12-03","UFJF","CESJ","44603","PreservedSpecimen","Plantae","Angiosperma",NA,NA,"Lauraceae","Persea","venosa","Persea venosa","ex Ness","H.van der Werff","J.A. Lombardi; A. Salino","2002","09","26","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo","Estação Ambiental de Peti/CEMIG, trilha depois da ponte pênsil próxima a Casa de Força","-43.3622016906738","-19.826099395752",NA,NA,"17525","Vegetação arbustivo-arbórea secundária, próximo d'água. Árvore, ca.6 m, folhas coriáceas, verde-claras naface abaxial, botões verde-amarelados, flores amarelas.","auto","2003","s.n.","América do Sul",NA,"CESJ044603",NA,NA,NA,"11",NA,NA,NA,NA,NA
"64","2019-11-21 14:38:35-03","UFJF","CESJ","45760","PreservedSpecimen","Plantae","Angiosperma",NA,NA,"Malpighiaceae","Byrsonima","intermedia","Byrsonima intermedia","Adr. Juss.","J.R. Stehmann","J.R. Stehmann","2003","12","12","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo","Estação Ambiental de Peti, Coord.: Lat.: 19º53'33,2S; Lon.:43º21'55,2W.","-43.3622016906738","-19.826099395752",NA,NA,"17525","Árvore, ca. 7m alt., muito frequente, flores com pétalas amarelas.","auto",NA,"3442","América do Sul",NA,"CESJ045760",NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2019-11-21 14:38:35-03","UFJF","CESJ","44661","PreservedSpecimen","Plantae","Angiosperma",NA,NA,"Malpighiaceae","Byrsonima","coriacea","Byrsonima coriacea","(Sw.) Kunth","J.R. Stehmann; F.Raggi","J.R. Stehmann","2003","12","12","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo","Estação Ambiental de Peti, Coord.: Lat.: 19º53'33,2S; Lon.:43º21'55,2W.","-43.3622016906738","-19.826099395752",NA,NA,"17525","Árovre, ca. 10m alt., em Floresta Estacional Semidecidual, em trilha da Barragem. Flores com 4 pétalas brancas e 1 amarela (espessada), esta última tornando-se posteriormente rosada.","auto",NA,"3478","América do Sul",NA,"CESJ044661",NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2019-11-21 14:37:17-03","UFJF","CESJ","44530","PreservedSpecimen","Plantae","Angiosperma",NA,NA,"Fabaceae","Zornia","diphylla","Zornia diphylla","Pers.","J.R. Stehmann; F. Raggi","J.R. Stehmann","2003","12","12","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo","Estação Ambiental de Peti, Lat: 19°53'33,2 S. Lon: 43°21'55,2 W.","-43.3622016906738","-19.826099395752",NA,NA,"17525","Erva, no Morro do Cruzeiro (Mirante); Flores amarelas.","auto",NA,"3485","América do Sul",NA,"CESJ044530",NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2019-11-21 14:39:22-03","UFJF","CESJ","44646","PreservedSpecimen","Plantae","Angiosperma",NA,NA,"Melastomataceae","Clidemia","hirta","Clidemia hirta","(L.) D. Don","F.Raggi","J.R. Stehmann","2003","12","12","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo","Estação Ambiental de Peti, Lat: 19°53'33,2S, Lon:43°21'55,2W.","-43.3622016906738","-19.826099395752",NA,NA,"17525",NA,"auto",NA,"3466","América do Sul",NA,"CESJ044646",NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2019-11-21 14:33:25-03","UFJF","CESJ","45762","PreservedSpecimen","Plantae","Angiosperma",NA,NA,"Clusiaceae","Vismia","magnoliifolia","Vismia magnoliifolia","Cham. & Schldl.","G.H. Shimizu; M.V. Martins","J.R. Stehmann","2003","12","12","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo","Estação Ambiental de Peti, Lat.: 19º53'33,2S; Lon.:43º21'55,2W.","-43.3622016906738","-19.826099395752",NA,NA,"17525","Árvore em borda de mata; flores brancas.","auto","2018","3455","América do Sul",NA,"CESJ045762",NA,NA,NA,"02",NA,NA,NA,NA,NA
"69","2019-11-21 14:33:25-03","UFJF","CESJ","45758","PreservedSpecimen","Plantae","Angiosperma",NA,NA,"Clusiaceae","Vismia","brasiliensis","Vismia brasiliensis","Choisy","G.H. Shimizu; M.V. Martins","J.R. Stehmann","2003","12","12","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo","Estação Ambiental de Peti, Lat.:19º53'33,2S; Lon.:43º21'55,2W.","-43.3622016906738","-19.826099395752",NA,NA,"17525","Árvore, em beira de estrada, ramos apoiantes, flores brancas.","auto","2018","3441","América do Sul",NA,"CESJ045758",NA,NA,NA,"02",NA,NA,NA,NA,NA
"70","2019-11-21 14:41:22-03","UFJF","CESJ","45761","PreservedSpecimen","Plantae","Angiosperma",NA,NA,"Phyllanthaceae","Phyllanthus","niruri","Phyllanthus niruri","L.","E.R.Martins","J.R. Stehmann","2003","12","12","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo","Estação Ambiental de Peti. Lat.: 19º53'33,2S, Lon.: 43º21'55,2W.","-43.3622016906738","-19.826099395752",NA,NA,"17525","Erva, ereta.","auto","2011","3449","América do Sul",NA,"CESJ045761",NA,NA,NA,"12","09",NA,NA,NA,NA
"71","2019-11-21 14:46:49-03","UFJF","CESJ","56126","PreservedSpecimen","Plantae","Angiosperma",NA,NA,"Trigoniaceae","Trigonia","paniculata","Trigonia paniculata","Warm.","J.R. Stehmann","J.R. Stehmann; G.S. França; A.M. Barros","2003","03","14","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo","Estação Ambiental de Peti, próx. ao Morro do Cruzeiro","-43.3622016906738","-19.826099395752",NA,NA,"17525","Trepadeira, na mata próxima ao Morro do Cruzeiro, flores amareladas.","auto",NA,"3426","América do Sul",NA,"CESJ056126",NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2019-11-21 14:46:12-03","UFJF","CESJ","43909","PreservedSpecimen","Plantae","Angiosperma",NA,NA,"Solanaceae","Solanum","didymum","Solanum didymum","Dunal","J.R. Stehmann","J.R. Stehmann; G.S. França; A.M. Barros","2003","03","14","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo","Estação Ambiental de Peti, próx. C. de Pesquisas","-43.3622016906738","-19.826099395752",NA,NA,"17525","Arbusto, no subosque da mata; corola brancas com linha mediana violeta.","auto",NA,"3427","América do Sul",NA,"CESJ043909",NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2019-11-21 14:30:22-03","UFJF","CESJ","44523","PreservedSpecimen","Plantae","Angiosperma",NA,NA,"Apocynaceae","Macroditassa","morilloana","Macroditassa morilloana","Fontella & M.V.Ferreira","A. Rapini","J.R. Stehmann; G.S. França; A.M. Barros","2003","03","14","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo","Estação Ambiental de Peti, próximo ao Morro do Cruzeiro","-43.3622016906738","-19.826099395752",NA,NA,"17525","trepadeira","auto","2004","3428","América do Sul",NA,"CESJ044523","CESJ044523",NA,NA,"03",NA,NA,NA,NA,NA
"74","2019-11-21 14:30:41-03","UFJF","CESJ","45859","PreservedSpecimen","Plantae","Angiosperma",NA,NA,"Apocynaceae","Oxypetalum","pachyglossum","Oxypetalum pachyglossum","Decne.","A.Rapini","J.A. Lombardi; A. Salino","2002","06","09","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo","Estação Ambiental do Peti, 19º53' S e 43º10' W","-43.3622016906738","-19.826099395752",NA,NA,"17525","Liana com látex, folhas cartaceas, verde-claras na face abaxial com nervuras evidentes, botões verdes com flores cremes","auto","2007","4962","América do Sul",NA,"CESJ045859","CESJ045859",NA,NA,"07",NA,NA,NA,NA,NA
"75","2019-11-21 14:48:06-03","UFJF","CESJ","39573","PreservedSpecimen","Plantae","Angiosperma",NA,NA,"Verbenaceae","Lippia","origanoides","Lippia origanoides","Kunth","F.R.G. Salimena","J.A. Lombardi; et al.","2002","04","23","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo","Est. Ambiental de Peti-CEMIG,Mirante do Cruzeiro","-43.3622016906738","-19.826099395752",NA,NA,"17525","Afloramento rochoso. Arbusto, ca. 2 m alt. Folhas cartáceas, flores brancas.","auto","2012","4742","América do Sul",NA,"CESJ039573",NA,NA,NA,"03",NA,NA,NA,NA,NA
"76","2019-11-21 14:48:06-03","UFJF","CESJ","44200","PreservedSpecimen","Plantae","Angiosperma",NA,NA,"Verbenaceae","Lippia","origanoides","Lippia origanoides","Kunth",NA,"J.A. Lombardi; A. Salino; J.R. Stehmann; R.C. Mota et P.L. Viana","2002","04","23","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo-","Estação Ambiental de Peti-CEMIG, Mirante do Cruzeiro. Afloramento rochoso.","-43.3622016906738","-19.826099395752",NA,NA,"17525","Arbusto,ca. 2 m alt., folhas cartáceas, flores brancas.","auto",NA,"4742","América do Sul",NA,"CESJ044200",NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2019-08-20 10:03:17-03","UNICAMP","UEC","145193","S","Plantae","Magnoliopsida",NA,NA,"Apocynaceae","Forsteronia",NA,"Forsteronia",NA,NA,"Lombardi, JA; Salino, A","2002","06","20","Brazil","Minas Gerais","São Gonçalo do Rio Abaixo","estação ambiental de peti/CEMIG","-21.366667","-19.883333","-21.366667","-19.883333",NA,"Obs: Margem de estrada. Liana, Folhas cartáceas, Frutos maduros marrons.",NA,NA,"4916",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2019-08-20 10:07:52-03","UNICAMP","UEC","69806","S","Plantae","Magnoliopsida",NA,NA,"Bignoniaceae","Distictella","elongata","Distictella elongata","(Vahl) Urb.","Lombardi, JA","Borba, EL","1993","08","14","Brazil","Minas Gerais","São Gonçalo do Rio Abaixo","(EPDA - PETI / CEMIG, Afloramento de granito, borda de mata secundária","-43.3622016906738","-19.826099395752",NA,NA,"17525","Flores, Liana. Corola de colração creme","auto","1994","010",NA,NA,"UEC139781","UEC139781",NA,NA,"12",NA,NA,NA,NA,NA
"79","2019-09-27 18:05:35-03","UFES","VIES","26502","S","Plantae",NA,NA,NA,"Myrtaceae","Marlierea","clausseniana","Marlierea clausseniana","(O.Berg) Kiaersk.","Faria, J.E.Q.","Faria, J.E.Q.; Villarroel, D.","2010","11","12","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo",NA,"-43.3622016906738","-19.826099395752",NA,NA,"17525",NA,"auto","2010","961",NA,NA,"VIES026502","VIES026502","664","664","11",NA,NA,NA,NA,NA
"80","2019-09-27 18:05:33-03","UFES","VIES","26503","S","Plantae",NA,NA,NA,"Myrtaceae","Eugenia","flavescens","Eugenia flavescens","DC.","Faria, J.E.Q.","Faria, J.E.Q.; Villarroel, D.","2010","11","12","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo",NA,"-43.3622016906738","-19.826099395752",NA,NA,"17525",NA,"auto","2010","963",NA,NA,"VIES026503","VIES026503","664","664","11",NA,NA,NA,NA,NA
"81","2019-09-27 18:05:56-03","UFES","VIES","26498","S","Plantae",NA,NA,NA,"Piperaceae","Piper","mollicomum","Piper mollicomum","Kunth","Carvalho-Silva, M.","Faria, J.E.Q.; Villarroel, D.","2010","11","12","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo","Estação Ambiental do PETI-CEMIG.","-43.3622016906738","-19.826099395752",NA,NA,"17525",NA,"auto","2011","968",NA,NA,"VIES026498","VIES026498","742","742","01",NA,NA,NA,NA,NA
"82","2019-08-16 08:39:27-03","UTFPR","HCF","6963","S","Plantae",NA,NA,NA,"Fabaceae","Melanoxylon","brauna","Melanoxylon brauna","Schott","M.G. Caxambu","J.R. Stehmann","1992","03","21","Brasil","MG","São Gonçalo do Rio Abaixo",NA,"-43.3622016906738","-19.826099395752",NA,NA,"17525","arbóreo; mata na encosta de um morro; flores amrelas, cálice com pêlos.","auto","2012",NA,NA,NA,NA,NA,NA,NA,"05","22",NA,NA,NA,NA
"83","2019-07-17 14:39:36-03","UFRRJ","RBR","28023","S","Plantae",NA,NA,NA,"Sapindaceae","Serjania","acutidentata","Serjania acutidentata","Radlk.","Somner, GV; Ferrucci, MS","Lombardi, JA; et al.","2002","06","20","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo","Estação Ambiental de Peti/ CEMIG., 19°53#?#S, 43°21-22#?#W","-43.3622016906738","-19.826099395752",NA,NA,"17525",NA,"auto","2008","4929",NA,NA,"RBR00028023",NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2019-12-06 17:04:11-03","UFRRJ","RBR","28018","S","Plantae",NA,NA,NA,"Sapindaceae","Matayba","mollis","Matayba mollis","Radlk.","Coelho, R","Lombardi, JA; et al.","2003","01","29","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo","Estação Ambiental de Peti- CEMIG, estrada para o mirante do cruzeiro. ca. 19°53#?#22.4'S, 43°22#?#06.6'W","-43.3622016906738","-19.826099395752",NA,NA,"17525",NA,"auto","2013","5004",NA,NA,"RBR00028018",NA,NA,NA,"10","23",NA,NA,NA,NA
"85","2019-12-06 14:23:37-03","MBM","MBM","145640","S","Plantae",NA,NA,NA,"Acanthaceae","Justicia",NA,"Justicia",NA,NA,"Perdigão; Pedralli, G.; Stehmann, J.R.; Pedralli, G.; Stehmann, J.R.","1988","10","12","Brazil","Minas Gerais","São Gonçalo do Rio Abaixo","Reserva de Petí","-43.3622016906738","-19.826099395752",NA,NA,"17525",NA,"auto",NA,"6929","Southern America",NA,"MBM145640","MBM145640",NA,NA,NA,NA,NA,NA,NA,NA
"86","2019-12-06 14:55:42-03","MBM","MBM","145983","S","Plantae",NA,NA,NA,"Lacistemaceae","Lacistema","pubescens","Lacistema pubescens","Mart.","Stehmann, J.R.","Stehmann, J.R.; et al.; et al.",NA,NA,NA,"Brazil","Minas Gerais","São Gonçalo do Rio Abaixo","São Gonçalo do Rio Abaixo","-43.3622016906738","-19.826099395752",NA,NA,"17525",NA,"auto",NA,"s.n.","Southern America",NA,"MBM145983","MBM145983",NA,NA,NA,NA,NA,NA,NA,NA
"87","2019-12-06 14:33:01-03","MBM","MBM","145927","S","Plantae",NA,NA,NA,"Asteraceae","Mikania","hirsutissima","Mikania hirsutissima","DC.","Stehmann, J.R.","Stehmann, J.R.; et al.; et al.","1988","07","21","Brazil","Minas Gerais","São Gonçalo do Rio Abaixo","São Gonçalo do Rio Abaixo","-43.3622016906738","-19.826099395752",NA,NA,"17525",NA,"auto",NA,"1261","Southern America",NA,"MBM145927","MBM145927",NA,NA,NA,NA,NA,NA,NA,NA
"88","2019-12-06 14:40:26-03","MBM","MBM","145857","S","Plantae",NA,NA,NA,"Convolvulaceae","Odonellia","eriocephala","Odonellia eriocephala","(Moric.) K.R. Robertson","Stehmann, J.R.","Stehmann, J.R.; et al.; et al.","1988","07","18","Brazil","Minas Gerais","São Gonçalo do Rio Abaixo","São Gonçalo do Rio Abaixo","-43.3622016906738","-19.826099395752",NA,NA,"17525",NA,"auto",NA,"1105","Southern America",NA,"MBM145857","MBM145857",NA,NA,NA,NA,NA,NA,NA,NA
