"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","occurrenceRemarks","barcode","imagecode","geoFlag","phylum","order","continentOcean","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","infraspecificEpithet","typeStatus","class","individualCount","relatedCatalogItem"
"41","2019-12-16 18:56:35-03","NYBG","NYBG","929116","PreservedSpecimen","Plantae","Rutaceae","Esenbeckia","grandiflora","Esenbeckia grandiflora","Mart.",NA,NA,NA,NA,"J. R. Pirani","CFCR5483","1984","10","14","Brazil","Minas Gerais","Rio Vermelho","Rio Vermelho-Pedra Menina. Fazenda Vargerm da Angélica. Morro da Virada do Mato Virgem.","-43.0092","-18.2936",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=995482 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00929116","NY00929116",NA,"Magnoliophyta","Sapindales","South America","-43.0092","-18.2936",NA,NA,"sheet",NA,NA,NA,NA,NA
"42","2019-12-16 18:29:10-03","NYBG","NYBG","00907187","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","bimarginata","Eugenia bimarginata","DC.","M. L. Kawasaki","1991",NA,NA,"E. Isejima","CFCR5449","1984","10","13","Brazil","Minas Gerais","Rio Vermelho","Pedra Menina. Faz. Vargem do Anjo. Espigao do Meio","-43.0594","-18.1422",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=984695 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00907187","NY00907187",NA,"Magnoliophyta","Myrtales","South America","-43.0594","-18.1422",NA,NA,"sheet",NA,NA,NA,NA,NA
"43","2019-12-16 17:03:34-03","NYBG","NYBG","02642148","PreservedSpecimen","Plantae","Ericaceae","Gaylussacia",NA,"Gaylussacia",NA,NA,NA,NA,NA,"L. M. Borges","476","2010","11","20","Brazil","Minas Gerais","Rio Vermelho","Pedra Menina. Platô Pedra Menina. Campo Rupestre","-43.14033","-18.1069",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2956552 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY02642148","NY02642148",NA,"Magnoliophyta","Ericales","South America","-43.14033","-18.1069","1536","1536","sheet",NA,NA,NA,NA,NA
"44","2019-12-16 17:03:36-03","NYBG","NYBG","390734","PreservedSpecimen","Plantae","Ericaceae","Gaylussacia","incana","Gaylussacia incana","Cham. & Schltdl.","J. W. Floyd","1999",NA,NA,"I. Cordeiro","CFCR10207","1986","09","08","Brazil","Minas Gerais","Rio Vermelho","Pedra Menina. Serra do Ambrósio. Espigao do Meio. Faz. Vargem do Anjo","-43.0594","-18.1422",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=763476 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00390734","NY00390734",NA,"Magnoliophyta","Ericales","South America","-43.0594","-18.1422","830","830","sheet",NA,NA,NA,NA,NA
"45","2019-12-16 17:03:36-03","NYBG","NYBG","00994617","PreservedSpecimen","Plantae","Ericaceae","Gaylussacia","montana","Gaylussacia montana montana","(Pohl) Sleumer","R. de Mello-Silva","1985","08","02","J. R. Pirani","CFCR5443","1984","10","13","Brazil","Minas Gerais","Rio Vermelho","Rio Vermelho - Pedra Menina. Faz. Vargem do Anjo - Morro Espigão do Meio.","-43.0594","-18.1422",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1069031 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00994617","NY00994617",NA,"Magnoliophyta","Ericales","South America","-43.0594","-18.1422",NA,NA,"sheet","montana",NA,NA,NA,NA
"46","2019-12-16 17:03:36-03","NYBG","NYBG","00994665","PreservedSpecimen","Plantae","Ericaceae","Gaylussacia","pulchra","Gaylussacia pulchra","Pohl","J. W. Floyd","1999",NA,NA,"E. Isejima","CFCR5429","1984","10","13","Brazil","Minas Gerais","Rio Vermelho","Pedra Menina. Faz. Vargem do Anjo - Morro Espigão do Meio.","-43.0594","-18.1422",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1069226 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00994665","NY00994665",NA,"Magnoliophyta","Ericales","South America","-43.0594","-18.1422",NA,NA,"sheet",NA,NA,NA,NA,NA
"47","2019-12-16 18:39:55-03","NYBG","NYBG","00926422","PreservedSpecimen","Plantae","Cyperaceae","Lagenocarpus","rigidus","Lagenocarpus rigidus","(Kunth) Nees","T. M. Koyama","1988",NA,NA,"J. R. Pirani","5456","1984","10","13","Brazil","Minas Gerais","Rio Vermelho","Pedra Menina. Faz. Vargem do Anjo - Morro Espigão do Meio.","-43.0594","-18.1422",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1003624 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00926422","NY00926422",NA,"Magnoliophyta","Poales","South America","-43.0594","-18.1422",NA,NA,"sheet",NA,NA,NA,NA,NA
"48","2019-12-16 18:39:55-03","NYBG","NYBG","00926436","PreservedSpecimen","Plantae","Cyperaceae","Lagenocarpus","rigidus","Lagenocarpus rigidus","(Kunth) Nees","E. R. Guaglianone","1987",NA,NA,"A. M. Giulietti","4470","1984","07","14","Brazil","Minas Gerais","Rio Vermelho","Serra do Ambrósio, localidade: Pedra Menina.","-43.044518","-18.106432",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1003682 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00926436","NY00926436",NA,"Magnoliophyta","Poales","South America","-43.044518","-18.106432",NA,NA,"sheet",NA,NA,NA,NA,NA
"49","2019-12-16 18:39:55-03","NYBG","NYBG","00926450","PreservedSpecimen","Plantae","Cyperaceae","Lagenocarpus","rigidus","Lagenocarpus rigidus","(Kunth) Nees","E. R. Guaglianone","1987",NA,NA,"A. M. Giulietti","4470","1984","07","14","Brazil","Minas Gerais","Rio Vermelho","Serra do Ambrósio, localidade: Pedra Menina.","-43.044518","-18.106432",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1003722 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00926450","NY00926450",NA,"Magnoliophyta","Poales","South America","-43.044518","-18.106432",NA,NA,"sheet",NA,NA,NA,NA,NA
"50","2019-12-16 18:33:41-03","NYBG","NYBG","720683","PreservedSpecimen","Plantae","Cunoniaceae","Lamanonia","grandistipularis","Lamanonia grandistipularis",NA,NA,NA,NA,NA,"J. R. Pirani","CFCR7867","1985","08","01","Brazil","Minas Gerais","Rio Vermelho","Pedra Menina. Serra do Ambrosio, Espigao do Meio.","-43.0092010498047","-18.2936000823975","26996","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2519397 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00720683","NY00720683","auto","Magnoliophyta","Oxalidales","South America",NA,NA,NA,NA,"sheet",NA,NA,NA,NA,NA
"51","2019-12-16 18:30:02-03","NYBG","NYBG","00908428","PreservedSpecimen","Plantae","Myrtaceae","Marlierea",NA,"Marlierea",NA,NA,NA,NA,NA,"A. M. Giulietti","CFCR7776","1985","03","31","Brazil","Minas Gerais","Rio Vermelho","Rio Vermelho, Pedra Menina Serra do Ambrósio, Morro do Ananazeiro.","-43.0092","-18.2936",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=993135 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00908428","NY00908428",NA,"Magnoliophyta","Myrtales","South America","-43.0092","-18.2936",NA,NA,"sheet",NA,NA,NA,NA,NA
"52","2019-12-16 18:30:03-03","NYBG","NYBG","00908426","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","rubiginosa","Marlierea rubiginosa","(Cambess.) D.Legrand","M. F. Santos","2012",NA,NA,"R. M. Harley","CFCR4530","1984","07","15","Brazil","Minas Gerais","Rio Vermelho","Rio Vermelho. Pedra Menina, Morro do Ambrósio","-43.044518","-18.106432",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=993123 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00908426","NY00908426",NA,"Magnoliophyta","Myrtales","South America","-43.044518","-18.106432",NA,NA,"sheet",NA,NA,NA,NA,NA
"53","2019-12-16 18:30:03-03","NYBG","NYBG","00908405","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","rubiginosa","Marlierea rubiginosa",NA,"M. F. Santos","2012",NA,NA,"R. de Mello-Silva","CFCR7814","1985","07","31","Brazil","Minas Gerais","Rio Vermelho","Rio Vermelho, Pedra Menina. Serra do Ambrósio, Morro da Virada do Mato Virgem.","-43.0092","-18.2936",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=993142 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00908405","NY00908405",NA,"Magnoliophyta","Myrtales","South America","-43.0092","-18.2936",NA,NA,"sheet",NA,NA,NA,NA,NA
"54","2019-12-16 18:25:35-03","NYBG","NYBG","00926033","PreservedSpecimen","Plantae","Melastomataceae","Microlicia","fulva","Microlicia fulva","(Spreng.) Cham.","J. J. Wurdack","1992",NA,NA,"R. de Mello-Silva","CFCR7849","1985","08","01","Brazil","Minas Gerais","Rio Vermelho","Pedra Menina. Serra do Ambrósio, Espigão do Meio.","-43.0092","-18.2936",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=999406 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00926033","NY00926033",NA,"Magnoliophyta","Myrtales","South America","-43.0092","-18.2936",NA,NA,"sheet",NA,NA,NA,NA,NA
"55","2019-12-16 18:25:53-03","NYBG","NYBG","00926141","PreservedSpecimen","Plantae","Melastomataceae","Microlicia","myrtoidea","Microlicia myrtoidea","Cham.","V. C. Souza","1985","07","05","J. R. Pirani","CFCR5451","1984","10","13","Brazil","Minas Gerais","Rio Vermelho","Pedra Menina. Faz. Vargem do Anjo, Morro Espigão do Meio.","-43.0594","-18.1422",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1000290 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00926141","NY00926141",NA,"Magnoliophyta","Myrtales","South America","-43.0594","-18.1422",NA,NA,"sheet",NA,NA,NA,NA,NA
"56","2019-12-16 17:24:16-03","NYBG","NYBG","00932620","PreservedSpecimen","Plantae","Fabaceae","Mimosa","aurivillus","Mimosa aurivillus","Mart.","A. Savassi-Coutinho","2008",NA,NA,"I. Cordeiro","CFCR10252","1986","09","09","Brazil","Minas Gerais","Rio Vermelho","Rio Vermelho. Pedra Menina. Plâto Pedra Menina","-43.0092","-18.2936",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1006621 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00932620","NY00932620",NA,"Magnoliophyta","Fabales","South America","-43.0092","-18.2936","1460","1460","sheet",NA,NA,NA,NA,NA
"57","2019-12-16 17:24:16-03","NYBG","NYBG","02423415","PreservedSpecimen","Plantae","Fabaceae","Mimosa","aurivillus","Mimosa aurivillus","Mart.","L. M. Borges","2010",NA,NA,"L. M. Borges","472","2010","11","20","Brazil","Minas Gerais","Rio Vermelho","Pedra Menina, platô Pedra Menina","-43.14058","-18.10742",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2680046 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY02423415","NY02423415",NA,"Magnoliophyta","Fabales","South America","-43.14058","-18.10742","1517","1517","sheet",NA,NA,NA,NA,NA
"58","2019-12-16 18:30:19-03","NYBG","NYBG","00979229","PreservedSpecimen","Plantae","Myrtaceae","Myrcia",NA,"Myrcia","DC.","E. M. Nic Lughadha","1997",NA,NA,"R. de Mello-Silva","CFCR5477","1984","10","14","Brazil","Minas Gerais","Rio Vermelho","Rio Vermelho-Pedra Menina. Fazenda Vargem da Angélica. Morro da Virada do Mato Virgem","-43.0092","-18.2936",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1077004 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00979229","NY00979229",NA,"Magnoliophyta","Myrtales","South America","-43.0092","-18.2936",NA,NA,"sheet",NA,NA,NA,NA,NA
"59","2019-12-16 18:30:19-03","NYBG","NYBG","00906817","PreservedSpecimen","Plantae","Myrtaceae","Myrcia",NA,"Myrcia","DC.",NA,NA,NA,NA,"R. de Mello-Silva","CFCR7832","1985","07","31","Brazil","Minas Gerais","Rio Vermelho","Rio Vermelho, Pedra Menina. Serra do Ambrósio, Morro da Virada do Mato Virgem.","-43.0092","-18.2936",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=982884 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00906817","NY00906817",NA,"Magnoliophyta","Myrtales","South America","-43.0092","-18.2936",NA,NA,"sheet",NA,NA,NA,NA,NA
"60","2019-12-16 18:31:09-03","NYBG","NYBG","00906818","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","retorta","Myrcia retorta","Cambess.","M. Santos","2014",NA,NA,"R. de Mello-Silva","CFCR5450","1984","10","13","Brazil","Minas Gerais","Rio Vermelho","Rio Vermelho-Pedra Menina. Faz. Vargem do Anjo-Morro Espigao do Meio.","-43.0594","-18.1422",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=982885 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00906818","NY00906818",NA,"Magnoliophyta","Myrtales","South America","-43.0594","-18.1422",NA,NA,"sheet",NA,NA,NA,NA,NA
"61","2019-12-16 18:31:09-03","NYBG","NYBG","00906839","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","retorta","Myrcia retorta","Cambess.","M. Santos","2017",NA,NA,"I. Cordeiro","CFCR10214","1986","09","08","Brazil","Minas Gerais","Rio Vermelho","Rio Vermelho. Pedra Menina. Serra do Ambrósio. Espigao do Meio. Faz. Vargem do Anjo","-43.0594","-18.1422",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=982857 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00906839","NY00906839",NA,"Magnoliophyta","Myrtales","South America","-43.0594","-18.1422","830","830","sheet",NA,NA,NA,NA,NA
"62","2019-12-16 18:31:27-03","NYBG","NYBG","00906444","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","venulosa","Myrcia venulosa","DC.","P. O. Rosa","2008",NA,NA,"A. Furlan","CFCR4493","1984","07","15","Brazil","Minas Gerais","Rio Vermelho","Rio Vermelho. Pedra Menina. Morro do Ambrosio","-43.044518","-18.106432",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=981483 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00906444","NY00906444",NA,"Magnoliophyta","Myrtales","South America","-43.044518","-18.106432",NA,NA,"sheet",NA,NA,NA,NA,NA
"63","2019-12-16 17:52:42-03","NYBG","NYBG","469181","PreservedSpecimen","Plantae","Lauraceae","Nectandra","oppositifolia","Nectandra oppositifolia","Nees","J. G. Rohwer",NA,NA,NA,"G. M. Magalhaes","18916","1963","03","18","Brazil","Minas Gerais","Rio Vermelho","40km S. da Cidade","-43.0092","-18.2936",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=590253 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00469181","NY00469181",NA,"Magnoliophyta","Laurales","South America","-43.0092","-18.2936",NA,NA,"sheet",NA,NA,NA,NA,NA
"64","2019-12-16 18:42:29-03","NYBG","NYBG","00277805","PreservedSpecimen","Plantae","Eriocaulaceae","Syngonanthus","brasilianus","Syngonanthus brasilianus","Giul.",NA,NA,NA,NA,"A. M. Giulietti","CFCR4460","1984","06","14","Brazil","Minas Gerais","Rio Vermelho","Pedra Menina. Morro do Ambrósio","-43.044518","-18.106432",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=438101 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00277805","NY00277805 NY00277805_01",NA,"Magnoliophyta","Poales","South America","-43.044518","-18.106432",NA,NA,"sheet",NA,"isotype",NA,NA,NA
"65","2019-12-16 18:42:29-03","NYBG","NYBG","01132088","PreservedSpecimen","Plantae","Eriocaulaceae","Syngonanthus","caulescens","Syngonanthus caulescens","(Poir.) Ruhland","A. M. Giulietti",NA,NA,NA,"J. R. Pirani","7806","1985","07","31","Brazil","Minas Gerais","Rio Vermelho","Rio Vermelho, Pedra Menina. Serra do Ambrósio, Morro da Virada do Mato Virgem.","-43.0092","-18.2936",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1289660 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY01132088","NY01132088",NA,"Magnoliophyta","Poales","South America","-43.0092","-18.2936",NA,NA,"sheet",NA,NA,NA,NA,NA
"66","2019-12-16 18:42:45-03","NYBG","NYBG","00277806","PreservedSpecimen","Plantae","Eriocaulaceae","Syngonanthus","magnificus","Syngonanthus magnificus","Giul.",NA,NA,NA,NA,"E. Isejima","CFRC5513","1984","10","14","Brazil","Minas Gerais","Rio Vermelho","Pedra Menina, Faz. Vargem da Angélica--Morro da Virada do Mato Virgem","-43.0092","-18.2936",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=633295 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00277806","NY00277806 NY00277806_01",NA,"Magnoliophyta","Poales","South America","-43.0092","-18.2936",NA,NA,"sheet",NA,"possible holotype",NA,NA,NA
"67","2019-12-16 18:42:46-03","NYBG","NYBG","00277807","PreservedSpecimen","Plantae","Eriocaulaceae","Syngonanthus","suberosus","Syngonanthus suberosus","Giul.",NA,NA,NA,NA,"A. M. Giulietti","CFCR4463","1984","06","14","Brazil","Minas Gerais","Rio Vermelho","Pedra Menina. Morro do Ambrósio","-43.044518","-18.106432",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=589634 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00277807","NY00277807 NY00277807_01",NA,"Magnoliophyta","Poales","South America","-43.044518","-18.106432",NA,NA,"sheet",NA,"isotype",NA,NA,NA
"68","2019-12-16 18:08:19-03","NYBG","NYBG","00916492","PreservedSpecimen","Plantae","Malpighiaceae","Tetrapterys","microphylla","Tetrapterys microphylla","(A.Juss.) Nied.","M. C. H. Mamede","1987",NA,NA,"A. M. Giulietti","4517","1984","07","15","Brazil","Minas Gerais","Rio Vermelho","Pedra Menina, Morro do Ambrósio.","-43.044518","-18.106432",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=988574 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00916492","NY00916492",NA,"Magnoliophyta","Malpighiales","South America","-43.044518","-18.106432",NA,NA,"sheet",NA,NA,NA,NA,NA
"69","2019-12-16 18:27:46-03","NYBG","NYBG","00941765","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","rigidula","Tibouchina rigidula",NA,"P. J. F. Guimarães",NA,NA,NA,"G. M. Magalhaes","18920","1963","03","18","Brazil","Minas Gerais","Rio Vermelho","Rio Vermelho, 15 km S. Lado oriental da S. do Itambé, (Zona da Mata).","-43.0092","-18.2936",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1020554 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00941765","NY00941765",NA,"Magnoliophyta","Myrtales","South America","-43.0092","-18.2936",NA,NA,"sheet",NA,NA,NA,NA,NA
"70","2019-12-16 18:41:37-03","NYBG","NYBG","00939703","PreservedSpecimen","Plantae","Cyperaceae","Trilepis","lhotzkiana","Trilepis lhotzkiana","Nees ex Arn.","W. W. Thomas","2007",NA,NA,"J. R. Pirani","5466","1984","10","13","Brazil","Minas Gerais","Rio Vermelho","Pedra Menina. Fazenda Vargem do Anjo - Espigão do Meio.","-43.0594","-18.1422",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1003736 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00939703","NY00939703",NA,"Magnoliophyta","Poales","South America","-43.0594","-18.1422",NA,NA,"sheet",NA,NA,NA,NA,NA
"71","2019-12-16 18:34:18-03","NYBG","NYBG","898835","PreservedSpecimen","Plantae","Velloziaceae","Vellozia","auriculata","Vellozia auriculata","Mello-Silva & N.L.Menezes",NA,NA,NA,NA,"R. de Mello-Silva","CFCR7837","1985","07","31","Brazil","Minas Gerais","Rio Vermelho","Rio Vermelho, Pedra Menina. Serra do Ambrósio, Morro da Virada do Mato Virgem.","-43.0092","-18.2936",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=977610 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00898835","NY00898835",NA,"Magnoliophyta","Pandanales","South America","-43.0092","-18.2936",NA,NA,"sheet",NA,NA,NA,NA,NA
"72","2019-12-16 18:34:19-03","NYBG","NYBG","898677","PreservedSpecimen","Plantae","Velloziaceae","Vellozia","crassicaulis","Vellozia crassicaulis","Mart. ex Schult.f.",NA,NA,NA,NA,"R. de Mello-Silva","CFCR5461","1984","10","13","Brazil","Minas Gerais","Rio Vermelho","Rio Vermelho-Pedra Menina. Faz. Vargem do Anjo-Morro Espigão do Meio.","-43.0594","-18.1422",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=976734 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00898677","NY00898677",NA,"Magnoliophyta","Pandanales","South America","-43.0594","-18.1422",NA,NA,"sheet",NA,NA,NA,NA,NA
"73","2019-12-16 18:34:19-03","NYBG","NYBG","898678","PreservedSpecimen","Plantae","Velloziaceae","Vellozia","crassicaulis","Vellozia crassicaulis","Mart. ex Schult.f.",NA,NA,NA,NA,"R. de Mello-Silva","CFCR5496","1984","10","14","Brazil","Minas Gerais","Rio Vermelho","Rio Vermelho Pedra Menina. Faz. Vargem da Angélica Morro da Virada do Mato Virgem.","-43.0092","-18.2936",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=976738 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00898678","NY00898678",NA,"Magnoliophyta","Pandanales","South America","-43.0092","-18.2936",NA,NA,"sheet",NA,NA,NA,NA,NA
