"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","coordinatePrecision","barcode","geoFlag","yearIdentified","monthIdentified","dayIdentified","locality","occurrenceRemarks","imagecode","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","phylum","continentOcean","typeStatus","order","individualCount","class","infraspecificEpithet","preparationType"
"346","2019-11-07 11:19:28-03","UFMG","BHCB-SL","98608","PreservedSpecimen","Plantae","Pteridaceae","Adiantum","glaucescens","Adiantum glaucescens","Klotzsch","Salino, A","Salino, A","10924","2006","05","07","Brasil","Minas Gerais","Conselheiro Pena","-41.373528","-19.2585",NA,NA,NA,"2006","05",NA,"Parque Estadual de Sete Salões","Terrestre no interior de floresta.",NA,"-41.373528","-19.2585","545","545",NA,"América",NA,NA,NA,NA,NA,NA
"347","2019-11-07 11:19:28-03","UFMG","BHCB-SL","98611","PreservedSpecimen","Plantae","Pteridaceae","Adiantum","lucidum","Adiantum lucidum","(Cav.) Sw.","Salino, A","Salino, A","10927","2006","05","07","Brasil","Minas Gerais","Conselheiro Pena","-41.626467","-19.2585",NA,NA,NA,"2006","05",NA,"Parque Estadual de Sete Salões","Terrestre",NA,"-41.626467","-19.2585","545","545",NA,"América",NA,NA,NA,NA,NA,NA
"348","2020-03-04 20:43:43-03","UFMG","BHCB-SL","98606","PreservedSpecimen","Plantae","Thelypteridaceae","Amauropelta","opposita","Amauropelta opposita","(Vahl) Pic.Serm.","Salino, A","Salino, A; Almeida, TE; Heringer, G","10922","2006","05","07","Brasil","Minas Gerais","Conselheiro Pena","-41.373528","-19.2585",NA,NA,NA,"2006","05",NA,"Parque Estadual de Sete Salões, Floresta Estacional Semidecidual secundária com palmeiras (Attalea sp.) e Cactus, além de afloramentos rochosos dentro e no entorno","Terrestre em local umido na pastagem",NA,"-41.373528","-19.2585","545","545",NA,"América",NA,NA,NA,NA,NA,NA
"349","2019-11-07 11:21:09-03","UFMG","BHCB-SL","98568","PreservedSpecimen","Plantae","Thelypteridaceae","Amauropelta","rivularioides","Amauropelta rivularioides","(Fée) Salino & T.E.Almeida","Salino, A","Salino, A; Almeida, TE; Heringer, G","10884","2006","05","07","Brasil","Minas Gerais","Conselheiro Pena","-41.393639","-19.252611",NA,NA,NA,"2006","05",NA,"Parque Estadual de Sete Salões, Floresta Estacional Semidecidual com afloramentos rochosos no entorno","Terrestre em campo brejoso",NA,"-41.393639","-19.252611","430","430",NA,"América",NA,NA,NA,NA,NA,NA
"350","2019-11-07 11:13:45-03","UFMG","BHCB-SL","98621","PreservedSpecimen","Plantae","Anemiaceae","Anemia",NA,"Anemia","Sw.",NA,"Salino, A; Almeida, TE; Heringer, G","10937","2006","05","08","Brasil","Minas Gerais","Conselheiro Pena","-41.284889","-19.269222",NA,NA,NA,NA,NA,NA,"Estrada que margea a linha de trem e o Rio Doce, entre conselheiro pena e Resplendor","Terrestre em barranco e beira de estrada",NA,"-41.284889","-19.269222","115","115",NA,"América",NA,NA,NA,NA,NA,NA
"351","2019-11-07 11:13:45-03","UFMG","BHCB-SL","98618","PreservedSpecimen","Plantae","Anemiaceae","Anemia",NA,"Anemia","Sw.",NA,"Salino, A; Almeida, TE; Heringer, G","10934","2006","05","08","Brasil","Minas Gerais","Conselheiro Pena","-41.284889","-19.269222",NA,NA,NA,NA,NA,NA,"Estrada que margeia a linha de trem e o Rio Doce, entre Conselheiro Pena e Resplendor","Terrestre em barranco a beira de estrada",NA,"-41.284889","-19.269222","115","115",NA,"América",NA,NA,NA,NA,NA,NA
"352","2019-11-07 11:13:45-03","UFMG","BHCB-SL","98620","PreservedSpecimen","Plantae","Anemiaceae","Anemia","dentata","Anemia dentata","Gardner","Dittrich, VAO","Salino, A; Almeida, TE; Heringer, G","10936","2006","05","08","Brasil","Minas Gerais","Conselheiro Pena","-41.284889","-19.269222",NA,NA,NA,"2014","08",NA,NA,NA,NA,"-41.284889","-19.269222","115","115",NA,"América",NA,NA,NA,NA,NA,NA
"353","2019-11-07 11:13:49-03","UFMG","BHCB-SL","98603","PreservedSpecimen","Plantae","Anemiaceae","Anemia","luetzelburgii","Anemia luetzelburgii","Rosenst.","Salino, A","Salino, A; Almeida, TE; Heringer, G","10919","2006","05","07","Brasil","Minas Gerais","Conselheiro Pena","-41.373528","-19.2585",NA,NA,NA,"2007","11",NA,"Parque Estadual de Sete Salões, Área com Floresta Estacional Semidecidual secundária com palmeira (Attalea sp.) e Cactus, além de afloramentos rochosos dentro e no entorno","Rupícola no interior de mata",NA,"-41.373528","-19.2585","545","545",NA,"América",NA,NA,NA,NA,NA,NA
"354","2019-12-19 16:18:54-03","UFMG","BHCB-SL","98617","PreservedSpecimen","Plantae","Anemiaceae","Anemia","tomentosa","Anemia tomentosa","(Sav.) Sw.","Salino, A","Salino, A; Almeida, TE; Heringer, G","10933","2006","05","08","Brasil","Minas Gerais","Conselheiro Pena","-41.284889","-19.269222",NA,NA,NA,NA,NA,NA,"Estrada que margea a linha de trem e o rio Doce, entre Conselheiro Pena e Resplendor.","Terrestre em barranco a beira de estrada. Prensado em álcool.",NA,"-41.284889","-19.269222","115","115",NA,"América",NA,NA,NA,NA,NA,NA
"355","2019-12-19 16:18:55-03","UFMG","BHCB-SL","98602","PreservedSpecimen","Plantae","Aspleniaceae","Asplenium","auriculatum","Asplenium auriculatum","Sw.","Salino, A; Salino, A","Salino, A; Almeida, TE; Heringer, G","10918","2006","05","07","Brasil","Minas Gerais","Conselheiro Pena","-41.373333","-19.258333",NA,NA,NA,"2006","05",NA,"Parque Estadual de Sete Salões, Àrea com Floresta Estacional Semidecidual secundária com palmeira (Attalea) e Cactus, além de afloramentos dentro e no entorno.","Rupícula em interior de mata. Prensado em ácool",NA,"-41.373333","-19.258333","545","545",NA,"América",NA,NA,NA,NA,NA,NA
"356","2019-12-19 16:18:55-03","UFMG","BHCB-SL","98614","PreservedSpecimen","Plantae","Aspleniaceae","Asplenium","auritum","Asplenium auritum","Sw.","Matos, FB","Salino, A; Almeida, TE; Heringer, G","10930","2006","05","07","Brasil","Minas Gerais","Conselheiro Pena","-41.373528","-19.2585",NA,NA,NA,NA,NA,NA,"Parque Estadual de Sete Salões","Prensado em álcool.; Rupícola; Área com Floresta Estacional Semidecidual secundária com palmeira (Attalea sp.) e Cactus, além de afloramentos rochosos dentro e no entorno. No interior de mata.",NA,"-41.373528","-19.2585","545","545",NA,"América",NA,NA,NA,NA,NA,NA
"357","2019-12-19 16:20:33-03","UFMG","BHCB-SL","90577","PreservedSpecimen","Plantae","Blechnaceae","Blechnum","serrulatum","Blechnum serrulatum","Rich.","Salino, A","Salino, A; Almeida, TE; Heringer, G","10893","2006","05","04","Brasil","Minas Gerais","Conselheiro Pena","-41.393639","-19.252511",NA,"BHCB000630",NA,NA,NA,NA,"Parque Estadual de Sete Salões, Área com Floresta Estacional Semidecidual e com palmeira (Attalea sp.) e Cactus, nas margens do córrego Onça, além de afloramentos rochosos no entorno","PRENSADO EM ÁLCOOL; Terrestre; em campo brejoso","BHCB000630","-41.393639","-19.252511","430","430",NA,"América",NA,NA,NA,NA,NA,NA
"358","2019-11-07 11:18:12-03","UFMG","BHCB-SL","98597","PreservedSpecimen","Plantae","Polypodiaceae","Campyloneurum",NA,"Campyloneurum",NA,NA,"Salino, A; Almeida, TE; Heringer, G","10913","2006","05","07","Brasil","Minas Gerais","Conselheiro Pena","-41.373528","-19.2585",NA,NA,NA,NA,NA,NA,"Parque Estadual de Sete Salões, Área com Floresta Estacional Semidecidual secundária com palmeira (Attalea sp.) e Cactus, além de afloramentos rochosos dentro e no entorno.","Rupícola no interior de mata. Prensado em álcool.",NA,"-41.373528","-19.2585","545","545",NA,"América",NA,NA,NA,NA,NA,NA
"359","2020-02-11 18:26:44-03","UFMG","BHCB-SL","98607","PreservedSpecimen","Plantae","Thelypteridaceae","Christella","conspersa","Christella conspersa","(Schrad.) Á.Löve & D.Löve","Salino, A","Salino, A; Almeida, TE; Heringer, G","10923","2006","05","07","Brasil","Minas Gerais","Conselheiro Pena","-41.373528","-19.2585",NA,NA,NA,"2006","05",NA,"Parque Estadual de Sete Salões, Floresta Estacional Semidecidual secundária com palmeira ( Attalea sp.) e Cactus, além de afloramentos rochosos dentro e no entorno","Terrestre em local úmido",NA,"-41.373528","-19.2585",NA,NA,NA,"América",NA,NA,NA,NA,NA,NA
"360","2019-11-07 11:15:46-03","UFMG","BHCB-SL","98615","PreservedSpecimen","Plantae","Cyatheaceae","Cyathea","bipinnatifida","Cyathea bipinnatifida","(Baker) Domin","Salino, A","Salino, A; Almeida, TE; Heringer, G","10931","2006","05","07","Brasil","Minas Gerais","Conselheiro Pena","-41.373528","-19.2585",NA,NA,NA,"2006","05",NA,"Parque Estadual de Sete Salões",NA,NA,"-41.373528","-19.2585","545","545",NA,"América",NA,NA,NA,NA,NA,NA
"361","2019-11-07 11:15:53-03","UFMG","BHCB-SL","98587","PreservedSpecimen","Plantae","Cyatheaceae","Cyathea","delgadii","Cyathea delgadii","Sternb.","Salino, A","Salino, A; Almeida, TE; Heringer, G","10903","2006","05","07","Brasil","Minas Gerais","Conselheiro Pena","-41.393639","-19.252611",NA,NA,NA,"2006","05",NA,"Parque Estadual de Sete Salões",NA,NA,"-41.393639","-19.252611","430","430",NA,"América",NA,NA,NA,NA,NA,NA
"362","2019-11-07 11:19:42-03","UFMG","BHCB-SL","98579","PreservedSpecimen","Plantae","Pteridaceae","Doryopteris","collina","Doryopteris collina","(Raddi) J.Sm.","Salino, A","Salino, A","10895","2006","05","07","Brasil","Minas Gerais","Conselheiro Pena","-41.660108","-19.252611",NA,NA,NA,"2006","05",NA,"Córrego do Onça.","Rupícola no interior de mata.",NA,"-41.660108","-19.252611","430","430",NA,"América",NA,NA,NA,NA,NA,NA
"363","2019-11-07 11:19:42-03","UFMG","BHCB-SL","98605","PreservedSpecimen","Plantae","Pteridaceae","Doryopteris","collina","Doryopteris collina","(Raddi) J.Sm.",NA,"Salino, A","10921","2006","05","07","Brasil","Minas Gerais","Conselheiro Pena","-41.373528","-19.2585",NA,NA,NA,NA,NA,NA,"Parque Estadual de Sete Salões","Rupícola no inteiror de mata.",NA,"-41.373528","-19.2585","545","545",NA,"América",NA,NA,NA,NA,NA,NA
"364","2019-11-07 11:16:27-03","UFMG","BHCB-SL","98609","PreservedSpecimen","Plantae","Dryopteridaceae","Elaphoglossum","iguapense","Elaphoglossum iguapense","Brade","Melo, LCN","Salino, A; Almeida, TE; Heringer, G","10925","2006","05","07","Brasil","Minas Gerais","Conselheiro Pena","-0.689514","-19.2585",NA,NA,NA,"2009","11",NA,"Parque Estadual de Sete Salões, Área com Floresta Estacional Semidecidual secundária com palmeira (Attalea sp) e Cactus, além de afloramentos rochosos dentro e no entorno.","Rupícola no interior de mata.",NA,"-0.689514","-19.2585","545","545",NA,"América",NA,NA,NA,NA,NA,NA
"365","2019-11-07 11:19:50-03","UFMG","BHCB-SL","98578","PreservedSpecimen","Plantae","Pteridaceae","Hemionitis","tomentosa","Hemionitis tomentosa","(Lam.) Raddi","Salino, A","Salino, A","10894","2006","05","07","Brasil","Minas Gerais","Conselheiro Pena","-41.660108","-19.252611",NA,NA,NA,"2006","05",NA,"Córrego do Onça.","Rupícola no interior de mata.",NA,"-41.660108","-19.252611","430","430",NA,"América",NA,NA,NA,NA,NA,NA
"366","2019-11-07 11:19:50-03","UFMG","BHCB-SL","98599","PreservedSpecimen","Plantae","Pteridaceae","Hemionitis","tomentosa","Hemionitis tomentosa","(Lam.) Raddi","Salino, A","Salino, A","10915","2006","05","07","Brasil","Minas Gerais","Conselheiro Pena","-41.660108","-19.252611",NA,NA,NA,"2006","05",NA,"Córrego do Onça.","Rupícola no interior de mata.",NA,"-41.660108","-19.252611","430","430",NA,"América",NA,NA,NA,NA,NA,NA
"367","2020-03-04 20:43:48-03","UFMG","BHCB-SL","98591","PreservedSpecimen","Plantae","Thelypteridaceae","Meniscium","arborescens","Meniscium arborescens","Humb. ex Willd.","Fernandes, RS","Salino, A; Almeida, TE; Heringer, G","10907","2006","05","07","Brasil","Minas Gerais","Conselheiro Pena","-41.392697","-19.252611",NA,NA,NA,"2014","04","11","Parque Nacional de Sete Salões","Floresta Estacional Semidecidual e com palmeiras",NA,"-41.392697","-19.252611","430","430",NA,"América",NA,NA,NA,NA,NA,NA
"368","2020-03-04 20:43:48-03","UFMG","BHCB-SL","98592","PreservedSpecimen","Plantae","Thelypteridaceae","Meniscium","arborescens","Meniscium arborescens","Humb. ex Willd.","Fernandes, RS","Salino, A; Almeida, TE; Heringer, G","10908","2006","05","07","Brasil","Minas Gerais","Conselheiro Pena","-41.393639","-19.252611",NA,NA,NA,"2014","04","11","Parque Estadual de Sete Salões","Floresta Estacional Semidecidual com palmeiras e Cactus",NA,"-41.393639","-19.252611","430","430",NA,"América",NA,NA,NA,NA,NA,NA
"369","2020-03-04 20:43:28-03","UFMG","BHCB-SL","98584","PreservedSpecimen","Plantae","Polypodiaceae","Microgramma","geminata","Microgramma geminata","(Schrad.) R.M.Tryon & A.F.Tryon","Almeida, TE","Salino, A; Almeida, TE; Heringer, G","10900","2006","05","07","Brasil","Minas Gerais","Conselheiro Pena","-41.393639","-19.252611",NA,NA,NA,"2013",NA,NA,"Parque Estadual de Sete Salões, Área com Floresta Estacional Semidecidual secundária com palmeira (Attalea sp.) e Cactus, além de afloramentos rochosos dentro e no entorno.","Rupícola em caule pendente, marge mde riacho, na mata. Prensado em álcool.",NA,"-41.393639","-19.252611","430","430",NA,"América",NA,NA,NA,NA,NA,NA
"370","2019-11-07 11:18:40-03","UFMG","BHCB-SL","98601","PreservedSpecimen","Plantae","Polypodiaceae","Microgramma","tecta","Microgramma tecta","(Kaulf.) Alston","Almeida, TE","Salino, A; Almeida, TE; Heringer, G","10917","2006","05","07","Brasil","Minas Gerais","Conselheiro Pena","-41.373528","-19.2585",NA,NA,NA,"2013",NA,NA,"Parque Estadual de Sete Salões, Área com Floresta Estacional Semidecidual secundária com palmeira (Attalea sp.) e Cactus, além de afloramentos rochosos dentro e no entorno.","Rupícola no interior de mata. Prensado em álcool.",NA,"-41.373528","-19.2585","545","545",NA,"América",NA,NA,NA,NA,NA,NA
"371","2019-11-07 11:18:40-03","UFMG","BHCB-SL","98593","PreservedSpecimen","Plantae","Polypodiaceae","Microgramma","vacciniifolia","Microgramma vacciniifolia","(Langsd. & Fisch.) Copel.","Almeida, TE","Salino, A; Almeida, TE; Heringer, G","10909","2006","05","07","Brasil","Minas Gerais","Conselheiro Pena","-41.393639","-19.252611",NA,NA,NA,"2013",NA,NA,"Parque Estadual de Sete Salões, Área com Floresta Estacional Semidecidual secundária com palmeira (Attalea sp.) e Cactus, além de afloramentos rochosos dentro e no entorno.","Epífita a 2m de altura, no interior da mata. Prensado em álcool.",NA,"-41.393639","-19.252611","430","430",NA,"América",NA,NA,NA,NA,NA,NA
"372","2020-03-04 20:43:20-03","UFMG","BHCB-SL","98576","PreservedSpecimen","Plantae","Lycopodiaceae","Palhinhaea","camporum","Palhinhaea camporum","(B.Øllg. & P.G.Windsch) Holub","Salino, A","Salino, A; Almeida, TE; Heringer, G","10892","2006","05","07","Brasil","Minas Gerais","Conselheiro Pena","-41.393639","-19.251778",NA,NA,NA,NA,NA,NA,"Parque Estadual de Sete Salões, Área com Floresta Estacional Semidecidual e com plmeira (Attalea sp.) e Cactus, nas margens do córrego da Onça, além de afloramentos rochosos no entorno.","Terrestre em campo brejoso. Prensado em álcool.",NA,"-41.393639","-19.251778","430","430",NA,"América",NA,NA,NA,NA,NA,NA
"373","2020-02-11 18:26:18-03","UFMG","BHCB-SL","98575","PreservedSpecimen","Plantae","Polypodiaceae","Pecluma","plumula","Pecluma plumula","(Willd.) M.G.Price","Salino, A","Salino, A; Almeida, TE; Heringer, G","10891","2006","05","07","Brasil","Minas Gerais","Conselheiro Pena","-41.393639","-19.252611",NA,NA,NA,"2006","05",NA,"Parque Estadual de Sete Salões, Área com Floresta Estacional Semidecidual secundária com palmeira (Attalea sp.) e Cactus, além de afloramentos rochosos dentro e no entorno.","Rupícola no interior de mata. Prensado em álcool.",NA,"-41.393639","-19.252611","430","430",NA,"América",NA,NA,NA,NA,NA,NA
"374","2019-11-07 11:18:55-03","UFMG","BHCB-SL","98589","PreservedSpecimen","Plantae","Polypodiaceae","Phlebodium","pseudoaureum","Phlebodium pseudoaureum","(Cav.) Lellinger","Salino, A","Salino, A; Almeida, TE; Heringer, G","10905","2006","05","07","Brasil","Minas Gerais","Conselheiro Pena","-41.393639","-19.252611",NA,NA,NA,"2006","05",NA,"Parque Estadual de Sete Salões, Área com Floresta Estacional Semidecidual secundária com palmeira (Attalea sp.) e Cactus, além de afloramentos rochosos dentro e no entorno.","Rupícola no interior de mata. Prensado em álcool.",NA,"-41.393639","-19.252611","430","430",NA,"América",NA,NA,NA,NA,NA,NA
"375","2020-02-11 18:26:32-03","UFMG","BHCB-SL","98569","PreservedSpecimen","Plantae","Pteridaceae","Pityrogramma","calomelanos","Pityrogramma calomelanos","(L.) Link","Salino, A","Salino, A","10885","2006","05","07","Brasil","Minas Gerais","Conselheiro Pena","-41.660108","-19.252611",NA,NA,NA,"2006","05",NA,"Córrego do Onça.","Terrestre",NA,"-41.660108","-19.252611","430","430",NA,"América",NA,NA,NA,NA,NA,NA
"376","2019-11-07 11:17:31-03","UFMG","BHCB-SL","98604","PreservedSpecimen","Plantae","Hymenophyllaceae","Polyphlebium","diaphanum","Polyphlebium diaphanum","(Kunth) Ebihara & Dubuisson","Salino, A","Salino, A; Almeida, TE; Heringer, G","10920","2006","05","07","Brasil","Minas Gerais","Conselheiro Pena","-41.373528","-19.2585",NA,NA,NA,"2010","09",NA,"Parque Estadual de Sete Salões, Área com Floresta Semidecidual secundária com palmeira (Attalea sp.) e Cactus, além de afloramentos rochosos dentro e no entorno.","Rupícola a margem de riacho, no interior de mata. Prensado em álcool.",NA,"-41.373528","-19.2585","545","545",NA,"América",NA,NA,NA,NA,NA,NA
"377","2019-11-07 11:20:09-03","UFMG","BHCB-SL","98600","PreservedSpecimen","Plantae","Pteridaceae","Pteris","brasiliensis","Pteris brasiliensis","Raddi","Lara, DS","Salino, A","10916","2006","05","07","Brasil","Minas Gerais","Conselheiro Pena","-41.373528","-19.2585",NA,NA,NA,"2007",NA,NA,"Parque Estadual de Sete Salões","Terrestre no interior de mata.",NA,"-41.373528","-19.2585","545","545",NA,"América",NA,NA,NA,NA,NA,NA
"378","2019-12-19 16:19:38-03","UFMG","BHCB-SL","98596","PreservedSpecimen","Plantae","Selaginellaceae","Selaginella","jungermannioides","Selaginella jungermannioides","(Gaudich.) Spring","Salino, A","Salino, A; Almeida, TE; Heringer, G","10912","2006",NA,NA,"Brasil","Minas Gerais","Conselheiro Pena","-41.393639","-19.252511",NA,NA,NA,NA,NA,NA,"Parque Estadual de Sete Salões, Área com Floresta Estacional Semidecidual e com palmeira (Attalea sp.) e Cactus, nas margens do córrego da Onça, além de afloramentos rochosos no entorno.","Rupícola no interior de mata.",NA,"-41.393639","-19.252511","430","430",NA,"América",NA,NA,NA,NA,NA,NA
"379","2019-11-07 11:20:46-03","UFMG","BHCB-SL","98595","PreservedSpecimen","Plantae","Selaginellaceae","Selaginella","muscosa","Selaginella muscosa","Spring","Heringer, G","Salino, A; Almeida, TE; Heringer, G","10911","2006",NA,NA,"Brasil","Minas Gerais","Conselheiro Pena","-41.393806","-19.252611",NA,NA,NA,"2011","02",NA,"Parque Estadual de Sete Salões, Área com Floresta Estacional Semidecidual e com palmeira (Attalea sp.) e Cactus, nas margens do córrego da Onça, além de afloramentos rochosos no entorno.","Rupícola no interior de mata. Prensado em álcool.",NA,"-41.393806","-19.252611",NA,NA,NA,"América",NA,NA,NA,NA,NA,NA
"380","2019-12-19 16:19:38-03","UFMG","BHCB-SL","98594","PreservedSpecimen","Plantae","Selaginellaceae","Selaginella","trygonoides","Selaginella trygonoides","Valdespino","Salino, A","Salino, A; Almeida, TE; Heringer, G","10910","2006","05","07","Brasil","Minas Gerais","Conselheiro Pena","-41.393611","-19.252611",NA,NA,NA,NA,NA,NA,"Parque Estadual de Sete Salões, Área com Floresta Estacional Semidecidual e com palmeira (Attalea sp.) e Cactus, nas margens do Córrego da Onça, além de afloramentos rochosos no entorno.","Rupícula no interior de mata. Prensado em álcool.",NA,"-41.393611","-19.252611","430","430",NA,"América",NA,NA,NA,NA,NA,NA
"381","2019-12-19 16:19:38-03","UFMG","BHCB-SL","98616","PreservedSpecimen","Plantae","Selaginellaceae","Selaginella","trygonoides","Selaginella trygonoides","Valdespino","Salino, A","Salino, A; Almeida, TE; Heringer, G","10932","2006","05","07","Brasil","Minas Gerais","Conselheiro Pena","-41.373528","-19.2585",NA,NA,NA,NA,NA,NA,"Parque Estadual de Sete Salões, Área com Floresta Estacional Semidecidual e com palmeira (Attalea sp.) e Cactus, além de afloramentos rochosos dentro e no entorno.","Rupícula no interior de mata. Prensado em álcool.",NA,"-41.373528","-19.2585","545","545",NA,"América",NA,NA,NA,NA,NA,NA
"382","2019-11-07 11:19:07-03","UFMG","BHCB-SL","98570","PreservedSpecimen","Plantae","Polypodiaceae","Serpocaulon","catharinae","Serpocaulon catharinae","(Langsd. & Fisch.) A.R.Sm.","Salino, A","Salino, A; Almeida, TE; Heringer, G","10886","2006","05","07","Brasil","Minas Gerais","Conselheiro Pena","-41.393639","-19.252611",NA,NA,NA,"2010","08",NA,"Parque Estadual de Sete Salões, Área com Floresta Estacional Semidecidual secundária com palmeira (Attalea sp.) e Cactus, além de afloramentos rochosos dentro e no entorno.","Epífita no interior de mata. Prensado em álcool.",NA,"-41.393639","-19.252611","430","430",NA,"América",NA,NA,NA,NA,NA,NA
"383","2019-11-07 11:19:14-03","UFMG","BHCB-SL","98581","PreservedSpecimen","Plantae","Polypodiaceae","Serpocaulon","triseriale","Serpocaulon triseriale","(Sw.) A.R.Sm.","Salino, A","Salino, A; Almeida, TE; Heringer, G","10897","2006","05","07","Brasil","Minas Gerais","Conselheiro Pena","-41.393639","-19.252611",NA,NA,NA,"2008","10",NA,"Parque Estadual de Sete Salões, Área com Floresta Estacional Semidecidual secundária com palmeira (Attalea sp.) e Cactus, além de afloramentos rochosos dentro e no entorno.","Rupícola no interior de mata. Prensado em álcool.",NA,"-41.393639","-19.252611","430","430",NA,"América",NA,NA,NA,NA,NA,NA
"384","2019-11-07 11:18:08-03","UFMG","BHCB-SL","98582","PreservedSpecimen","Plantae","Nephrolepidaceae","Nephrolepis","rivularis","Nephrolepis rivularis","(Vahl) Mett. ex Krug","Mota, RC","Salino, A; Almeida, TE; Heringer, G","s.n.","2006","05","07","Brasil","Minas Gerais","Conselheiro Pena","-41.4721984863281","-19.1721992492676","46509",NA,"auto","2006","08",NA,"Parque Estadual de Sete Salões","Terrestre no interior de mata. Prensado em Álcool",NA,NA,NA,NA,NA,NA,"América",NA,NA,NA,NA,NA,NA
"385","2019-11-07 11:18:08-03","UFMG","BHCB-SL","98572","PreservedSpecimen","Plantae","Nephrolepidaceae","Nephrolepis","rivularis","Nephrolepis rivularis","(Vahl) Mett. ex Krug","Almeida, TE; Mota, RC","Salino, A; Almeida, TE; Heringer, G","s.n.","2006","05","07","Brasil","Minas Gerais","Conselheiro Pena","-41.4721984863281","-19.1721992492676","46509",NA,"auto","2006","06",NA,"Parque Estadual de Sete Salões","Epífita em Cyathea delgadii (samambaiaçu), no interior de mata. Prensado em Álcool",NA,NA,NA,NA,NA,NA,"América",NA,NA,NA,NA,NA,NA
"386","2019-05-06 11:52:51-03","UFU","HUFU","57309","S","Plantae","Asteraceae","Chresta",NA,"Chresta",NA,NA,"Salino, A.; Almeida, T.E.","10883","2006","05","07","Brasil","Minas Gerais","Conselheiro Pena","-41.4721984863281","-19.1721992492676","46509","HUFU00044130","auto",NA,NA,NA,"Margens do córrego da Onça","Erva rupícola. Flores lilás.; Floresta estacional semidecidual, afloramentos rochosos no entorno.","HUFU00044130",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"387","2020-03-02 13:48:05-03","UFSC","FLOR","63259","PreservedSpecimen","Plantae","Anemiaceae","Anemia",NA,"Anemia",NA,NA,"Fiaschi, P.; Vaio, M.; Costa, T.S.","4809","2017","02","12","Brasil","Minas Gerais","Conselheiro Pena","-41.583333","-19.25",NA,"FLOR0063259",NA,NA,NA,NA,"Distrito de João Pinto. Trilha para o Pico do Padre Ângelo.","Planta em substrato arenoso, entre grandes blocos rochosos. Esporângios castanhos. Amostra em sílica-gel","FLOR0063259","41º35'W","19º15'0''S",NA,NA,NA,NA,NA,"Schizaeales",NA,NA,NA,NA
"388","2020-03-02 13:47:31-03","UFSC","FLOR","63261","PreservedSpecimen","Plantae","Aspleniaceae","Asplenium",NA,"Asplenium",NA,NA,"Fiaschi, P.; Vaio, M.; Costa, T.S.","4811","2017","02","12","Brasil","Minas Gerais","Conselheiro Pena","-41.583333","-19.25",NA,"FLOR0063261",NA,NA,NA,NA,"Distrito de João Pinto. Trilha para o Pico do Padre Ângelo.","Erva terrestre rizomatosa. Esporângios castanhos","FLOR0063261","41º35'W","19º15'0''S",NA,NA,NA,NA,NA,"Polypodiales",NA,NA,NA,NA
"389","2020-03-02 13:44:12-03","UFSC","FLOR","63239","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima",NA,"Byrsonima",NA,NA,"Fiaschi, P.; Vaio, M.; Costa, T.S.","4789","2017","02","12","Brasil","Minas Gerais","Conselheiro Pena","-41.583333","-19.25",NA,"FLOR0063239",NA,NA,NA,NA,"Distrito de João Pinto. Trilha para o Pico do Padre Ângelo.","Arbusto comum, ca. 2 m alt. Flores com pétalas alvas. Frutos com cálice persistente avermelhado, imaturos verdes. Amostra em sílica-gel","FLOR0063239","41º35'W","19º15'0''S",NA,NA,NA,NA,NA,"Malpighiales",NA,NA,NA,NA
"390","2020-03-02 13:44:12-03","UFSC","FLOR","63250","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima",NA,"Byrsonima",NA,NA,"Fiaschi, P.; Vaio, M.; Costa, T.S.","4800","2017","02","12","Brasil","Minas Gerais","Conselheiro Pena","-41.583333","-19.25",NA,"FLOR0063250",NA,NA,NA,NA,"Distrito de João Pinto. Trilha para o Pico do Padre Ângelo.","Arbusto bastente comum, ca. 1.5 m alt. Frutos imaturos esverdeados. Amostra em sílica-gel",NA,"41º35'W","19º15'0''S",NA,NA,NA,NA,NA,"Malpighiales",NA,NA,NA,NA
"391","2020-03-02 13:45:42-03","UFSC","FLOR","63235","PreservedSpecimen","Plantae","Vochysiaceae","Callisthene",NA,"Callisthene",NA,NA,"Fiaschi, P.; Vaio, M.; Costa, T.S.","4785","2017","02","12","Brasil","Minas Gerais","Conselheiro Pena","-41.583333","-19.25",NA,"FLOR0063235",NA,NA,NA,NA,"Distrito de João Pinto. Trilha para o Pico do Padre Ângelo.","Arbusto denso, ca. 3 m alt. Fruto imaturo verde","FLOR0063235","41º35'W","19º15'0''S",NA,NA,NA,NA,NA,"Myrtales",NA,NA,NA,NA
