"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","coordinatePrecision","barcode","geoFlag","yearIdentified","monthIdentified","dayIdentified","locality","occurrenceRemarks","imagecode","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","phylum","continentOcean","typeStatus","order","individualCount","class","infraspecificEpithet","preparationType"
"172","2019-05-15 08:12:48-03","MBML","MBML-HERBARIO","52978",NA,"Plantae","Malpighiaceae","Byrsonima",NA,"Byrsonima",NA,NA,"L. Kollmann; R. Cipriano","13506","2018","04","18","Brasil","Minas Gerais","Conselheiro Pena","-41.557222","-19.338056",NA,"MBML052978",NA,NA,NA,NA,"Chapada do João Pinto","Arbusto 2m, flores brancas, vermelhas quando velhas. Campo rupestre.","MBML052978","41W33'26","19S20'17",NA,NA,NA,NA,NA,NA,"3",NA,NA,NA
"173","2020-03-09 16:48:58-03","MBML","MBML-HERBARIO","53003",NA,"Plantae","Rhamnaceae","Celtis","iguanaea","Celtis iguanaea",NA,"E. Ramos/2020","L. Kollmann; R. Cipriano","13480","2018","04","17","Brasil","Minas Gerais","Conselheiro Pena","-41.442442","-19.169028",NA,"MBML053003",NA,NA,NA,NA,NA,"Arbusto 2m, frutos laranjas",NA,"41W26'32,79","19S10'8,5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174","2019-05-09 14:19:50-03","MBML","MBML-HERBARIO","52965",NA,"Plantae","Leguminosae Faboideae","Centrosema",NA,"Centrosema",NA,NA,"L. Kollmann; R. Cipriano","13493","2018","04","18","Brasil","Minas Gerais","Conselheiro Pena","-41.442442","-19.169028",NA,"MBML052965",NA,NA,NA,NA,NA,"Liana ao sol, flores lilás","MBML052965","41W26'32,79","19S10'8,5",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"175","2019-05-09 14:19:50-03","MBML","MBML-HERBARIO","52983",NA,"Plantae","Leguminosae Faboideae","Centrosema",NA,"Centrosema",NA,NA,"L. Kollmann; R. Cipriano","13501","2018","04","18","Brasil","Minas Gerais","Conselheiro Pena","-41.557222","-19.338056",NA,"MBML052983",NA,NA,NA,NA,"Chapada do João Pinto","Liana ao sol, flores lilas. Campo rupestre.","MBML052983","41W33'26","19S20'17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176","2018-08-07 14:52:18-03","MBML","MBML-HERBARIO","52971",NA,"Plantae","Compositae","Chromolaena",NA,"Chromolaena",NA,NA,"L. Kollmann; R. Cipriano","13512","2018","04","18","Brasil","Minas Gerais","Conselheiro Pena","-41.557222","-19.338056",NA,"MBML052971",NA,NA,NA,NA,"Chapada do João Pinto","Arbusto 2m ao ssol, flores brancas. Campo rupestre.","MBML052971","41W33'26","19S20'17",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"177","2018-06-18 14:28:47-03","MBML","MBML-HERBARIO","52995",NA,"Plantae","Guttiferae","Clusia",NA,"Clusia",NA,NA,"L. Kollmann; R. Cipriano","13497","2018","04","18","Brasil","Minas Gerais","Conselheiro Pena","-41.557222","-19.338056",NA,"MBML052995",NA,NA,NA,NA,"Chapada do João Pinto","Arbusto rupicola ao sol, frutos verdes. Campo rupestre.","MBML052995","41W33'26","19S20'17",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"178","2018-06-13 14:43:39-03","MBML","MBML-HERBARIO","52944",NA,"Plantae","Compositae",NA,NA,NA,NA,NA,"L. Kollmann; R. Cipriano","13483","2018","04","17","Brasil","Minas Gerais","Conselheiro Pena","-41.442442","-19.169028",NA,"MBML052944",NA,NA,NA,NA,NA,"Arbusto 2m ao sol. Flores brancas","MBML052944","41W26'32,79","19S10'8,5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179","2018-06-18 14:28:47-03","MBML","MBML-HERBARIO","52986",NA,"Plantae","Compositae",NA,NA,NA,NA,NA,"L. Kollmann; R. Cipriano","13465","2018","04","17","Brasil","Minas Gerais","Conselheiro Pena","-41.461464","-19.162778",NA,"MBML052986",NA,NA,NA,NA,NA,"Erva 60cm ao sol, flores lilás","MBML052986","41W27'41,27","19S9'46",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"180","2018-06-18 14:28:47-03","MBML","MBML-HERBARIO","52997",NA,"Plantae","Compositae",NA,NA,NA,NA,NA,"L. Kollmann; R. Cipriano","13533","2018","04","19","Brasil","Minas Gerais","Conselheiro Pena","-41.557222","-19.338056",NA,"MBML052997",NA,NA,NA,NA,"Chapada do João Pinto","Erva 2m. Flores brancas, campo rupestre","MBML052997","41W33'26","19S20'17",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"181","2018-07-20 09:37:30-03","MBML","MBML-HERBARIO","52977",NA,"Plantae","Convolvulaceae",NA,NA,NA,NA,NA,"L. Kollmann; R. Cipriano","13507","2018","04","18","Brasil","Minas Gerais","Conselheiro Pena","-41.557222","-19.338056",NA,"MBML052977",NA,NA,NA,NA,"Chapada do João Pinto","Liana ao sol, flores azuis. Campo rupestre.","MBML052977","41W33'26","19S20'17",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"182","2019-08-05 14:35:54-03","MBML","MBML-HERBARIO","52960",NA,"Plantae","Euphorbiaceae","Croton",NA,"Croton",NA,NA,"L. Kollmann; R. Cipriano","13488","2018","04","17","Brasil","Minas Gerais","Conselheiro Pena","-41.442442","-19.169028",NA,"MBML052960",NA,NA,NA,NA,NA,"Arbusto 1m ao sol. Flores brancas, frutos verdes.","MBML052960","41W26'32,79","19S10'8,5",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"183","2019-05-09 14:19:53-03","MBML","MBML-HERBARIO","52962",NA,"Plantae","Leguminosae Faboideae","Dalbergia",NA,"Dalbergia",NA,NA,"L. Kollmann; R. Cipriano","13491","2018","04","17","Brasil","Minas Gerais","Conselheiro Pena","-41.442442","-19.169028",NA,"MBML052962",NA,NA,NA,NA,NA,"Arvore 8m ao sol. Flores brancas.","MBML052962","41W26'32,79","19S10'8,5",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"184","2017-09-14 11:44:47-03","MBML","MBML-HERBARIO","51722",NA,"Plantae","Dilleniaceae","Davilla",NA,"Davilla",NA,NA,"C.M. Siniscalchi; B.F.P. Loeuille & C.T. Oliveira","509","2014","08","05","Brasil","Minas Gerais","Conselheiro Pena","-41.377222","-19.249722",NA,"MBML051722",NA,NA,NA,NA,"Parque Estadual de Sete Salões. Estrada para o Córrego da Onça. Mata semidecidual","Liana, folhas verde escuras brilhantes, sépalas amarelas","MBML051722","41W22'38","19S14'59","532","532",NA,NA,NA,NA,NA,NA,NA,NA
"185","2019-02-20 09:48:08-03","MBML","MBML-HERBARIO","52951",NA,"Plantae","? Dicot",NA,NA,NA,NA,NA,"L. Kollmann; R. Cipriano","13538","2018","04","19","Brasil","Minas Gerais","Conselheiro Pena","-41.557222","-19.338056",NA,"MBML052951",NA,NA,NA,NA,"Chapada do João Pinto","Liana ao sol, frutos verdes",NA,"41W33'26","19S20'17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"186","2019-02-20 09:48:08-03","MBML","MBML-HERBARIO","53010",NA,"Plantae","? Dicot",NA,NA,NA,NA,NA,"L. Kollmann; R. Cipriano","13528","2018","04","18","Brasil","Minas Gerais","Conselheiro Pena","-41.557222","-19.338056",NA,"MBML053010",NA,NA,NA,NA,"Chapada do João Pinto","Arbusto na beira da estrada, flores amareladas, frutos verdes. Campo rupestre.",NA,"41W33'26","19S20'17",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"187","2019-02-20 09:48:08-03","MBML","MBML-HERBARIO","53012",NA,"Plantae","? Dicot",NA,NA,NA,NA,NA,"L. Kollmann; R. Cipriano","13496","2018","04","18","Brasil","Minas Gerais","Conselheiro Pena","-41.563972","-19.334722",NA,"MBML053012",NA,NA,NA,NA,"Chapada do João Pinto, mirante da bela adormecida","Arbusto 1m rupicola ao sol, flores brancas, rosa velhas.",NA,"41W33'50,3","19S20'5",NA,NA,NA,NA,NA,NA,"2",NA,NA,NA
"188","2018-06-13 14:43:39-03","MBML","MBML-HERBARIO","52979",NA,"Plantae","Ericaceae",NA,NA,NA,NA,NA,"L. Kollmann; R. Cipriano","13504","2018","04","18","Brasil","Minas Gerais","Conselheiro Pena","-41.557222","-19.338056",NA,"MBML052979",NA,NA,NA,NA,"Chapada do João Pinto","Arbusto 1m ao sol, flores vermelhas. Campo rupestre.","MBML052979","41W33'26","19S20'17",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"189","2018-06-13 14:43:40-03","MBML","MBML-HERBARIO","52961",NA,"Plantae","Myrtaceae","Eugenia","culta","Eugenia culta",NA,NA,"L. Kollmann; R. Cipriano","13490","2018","04","17","Brasil","Minas Gerais","Conselheiro Pena","-41.442442","-19.169028",NA,"MBML052961",NA,NA,NA,NA,NA,"Arbusto 2m rupicola ao sol. Frutos verdes avermelhados.",NA,"41W26'32,79","19S10'8,5",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"190","2018-08-20 08:16:03-03","MBML","MBML-HERBARIO","52988",NA,"Plantae","Convolvulaceae","Evolvulus",NA,"Evolvulus",NA,NA,"L. Kollmann; R. Cipriano","13469","2018","04","17","Brasil","Minas Gerais","Conselheiro Pena","-41.461464","-19.162778",NA,"MBML052988",NA,NA,NA,NA,NA,"Erva ao sol, flores brancas","MBML052988","41W27'41,27","19S9'46",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191","2018-06-18 14:28:47-03","MBML","MBML-HERBARIO","52985",NA,"Plantae","Asclepiadaceae","Funastrum","clausum","Funastrum clausum",NA,"L. Kollmann/2018","L. Kollmann; R. Cipriano","13468","2018","04","17","Brasil","Minas Gerais","Conselheiro Pena","-41.461464","-19.162778",NA,"MBML052985",NA,NA,NA,NA,NA,"Liana ao sol, flores brancas, frutos verdes","MBML052985","41W27'41,27","19S9'46",NA,NA,NA,NA,NA,NA,"2",NA,NA,NA
"192","2018-06-18 14:28:47-03","MBML","MBML-HERBARIO","52991",NA,"Plantae","Rubiaceae","Genipa","americana","Genipa americana",NA,"L. Kollmann/2018","L. Kollmann; R. Cipriano","13467","2018","04","17","Brasil","Minas Gerais","Conselheiro Pena","-41.461464","-19.162778",NA,"MBML052991",NA,NA,NA,NA,NA,"Árvore 7m no pasto, frutos marrons",NA,"41W27'41,27","19S9'46",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193","2018-06-19 14:02:36-03","MBML","MBML-HERBARIO","53019",NA,"Plantae","Amaranthaceae","Gomphrena",NA,"Gomphrena",NA,NA,"L. Kollmann; R. Cipriano","13466","2018","04","17","Brasil","Minas Gerais","Conselheiro Pena","-41.461464","-19.162778",NA,"MBML053019",NA,NA,NA,NA,NA,"Erva 30cm ao sol, flores brancas.","MBML053019","41W27'41,27","19S9'46",NA,NA,NA,NA,NA,NA,"2",NA,NA,NA
"194","2018-06-18 14:28:47-03","MBML","MBML-HERBARIO","53001",NA,"Plantae","Gramineae",NA,NA,NA,NA,NA,"L. Kollmann; R. Cipriano","13519","2018","04","18","Brasil","Minas Gerais","Conselheiro Pena","-41.560931","-19.338333",NA,"MBML053001",NA,NA,NA,NA,"Depois da Chapada do João Pinto","Erva na sombra. Mata de encosta","MBML053001","41W33'39,35","19S20'18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195","2018-06-13 14:43:39-03","MBML","MBML-HERBARIO","52959",NA,"Plantae","Annonaceae","Guatteria",NA,"Guatteria",NA,NA,"L. Kollmann; R. Cipriano","13505","2018","04","18","Brasil","Minas Gerais","Conselheiro Pena","-41.557222","-19.338056",NA,"MBML052959",NA,NA,NA,NA,"Chapada do João Pinto","Arvoreto 3m, flores e frutos avermelhados. Campo rupestre.","MBML052959","41W33'26","19S20'17",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"196","2018-06-20 16:07:00-03","MBML","MBML-HERBARIO","53056",NA,"Plantae","Gramineae","Gynerium","parviflorum","Gynerium parviflorum",NA,"L. Kollmann/2018","L. Kollmann; R. Cipriano","13464","2018","04","17","Brasil","Minas Gerais","Conselheiro Pena","-41.461464","-19.162778",NA,"MBML053056",NA,NA,NA,NA,NA,"Planta a beira do rio Doce","MBML053056_1 MBML053056_2","41W27'41,27","19S9'46",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197","2018-06-18 14:28:47-03","MBML","MBML-HERBARIO","53008",NA,"Plantae","Orchidaceae","Habenaria","petalodes","Habenaria petalodes",NA,NA,"L. Kollmann; R. Cipriano","13525","2018","04","18","Brasil","Minas Gerais","Conselheiro Pena","-41.557222","-19.338056",NA,"MBML053008",NA,NA,NA,NA,"Chapada do João Pinto","Erva no barranco, flores verdes. Campo rupestre",NA,"41W33'26","19S20'17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198","2018-06-13 14:43:40-03","MBML","MBML-HERBARIO","52980",NA,"Plantae","Humiriaceae","Humiria","balsamifera","Humiria balsamifera",NA,"L. Kollmann/2018","L. Kollmann; R. Cipriano","13503","2018","04","18","Brasil","Minas Gerais","Conselheiro Pena","-41.557222","-19.338056",NA,"MBML052980",NA,NA,NA,NA,"Chapada do João Pinto","Arbusto 3m, flores brancas, frutos verdes. Campo rupestre.","MBML052980","41W33'26","19S20'17",NA,NA,NA,NA,NA,NA,"2",NA,NA,NA
"199","2018-06-18 14:28:47-03","MBML","MBML-HERBARIO","53002",NA,"Plantae","Araliaceae","Hydrocotyle",NA,"Hydrocotyle",NA,NA,"L. Kollmann; R. Cipriano","13521","2018","04","18","Brasil","Minas Gerais","Conselheiro Pena","-41.560931","-19.338333",NA,"MBML053002",NA,NA,NA,NA,"Depois da Chapada do João Pinto","Erva na sombra, flores brancas. Mata de encosta.","MBML053002","41W33'39,35","19S20'18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200","2018-06-19 14:02:36-03","MBML","MBML-HERBARIO","53016",NA,"Plantae","Convolvulaceae","Jacquemontia",NA,"Jacquemontia",NA,NA,"L. Kollmann; R. Cipriano","13475","2018","04","17","Brasil","Minas Gerais","Conselheiro Pena","-41.442442","-19.169028",NA,"MBML053016",NA,NA,NA,NA,NA,"Erva ao sol, flores brancas.","MBML053016","41W26'32,79","19S10'8,5",NA,NA,NA,NA,NA,NA,"2",NA,NA,NA
"201","2018-06-18 14:28:47-03","MBML","MBML-HERBARIO","52990",NA,"Plantae","Labiatae",NA,NA,NA,NA,NA,"L. Kollmann; R. Cipriano","13471","2018","04","17","Brasil","Minas Gerais","Conselheiro Pena","-41.461464","-19.162778",NA,"MBML052990",NA,NA,NA,NA,NA,"Arbusto 2m ao sol, flores lilas","MBML052990","41W27'41,27","19S9'46",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"202","2018-06-19 14:02:36-03","MBML","MBML-HERBARIO","53017",NA,"Plantae","Verbenaceae","Lantana",NA,"Lantana",NA,NA,"L. Kollmann; R. Cipriano","13473","2018","04","17","Brasil","Minas Gerais","Conselheiro Pena","-41.442442","-19.169028",NA,"MBML053017",NA,NA,NA,NA,NA,"Arbusto 1m ao sol, flores lilas.",NA,"41W26'32,79","19S10'8,5",NA,NA,NA,NA,NA,NA,"2",NA,NA,NA
"203","2018-06-19 14:02:36-03","MBML","MBML-HERBARIO","53018",NA,"Plantae","Verbenaceae","Lantana",NA,"Lantana",NA,NA,"L. Kollmann; R. Cipriano","13472","2018","04","17","Brasil","Minas Gerais","Conselheiro Pena","-41.442442","-19.169028",NA,"MBML053018",NA,NA,NA,NA,NA,"Arbusto 2m ao sol, flores brancas",NA,"41W26'32,79","19S10'8,5",NA,NA,NA,NA,NA,NA,"2",NA,NA,NA
"204","2018-06-13 14:43:40-03","MBML","MBML-HERBARIO","52945",NA,"Plantae","Verbenaceae","Lantana","camara","Lantana camara",NA,"L. Kollmann/2018","L. Kollmann; R. Cipriano","13481","2018","04","17","Brasil","Minas Gerais","Conselheiro Pena","-41.442442","-19.169028",NA,"MBML052945",NA,NA,NA,NA,NA,"Arbusto 1m ao sol, flores vermelhas",NA,"41W26'32,79","19S10'8,5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"205","2018-06-19 14:02:36-03","MBML","MBML-HERBARIO","53020",NA,"Plantae","Lauraceae",NA,NA,NA,NA,NA,"L. Kollmann; R. Cipriano","13531","2018","04","19","Brasil","Minas Gerais","Conselheiro Pena","-41.557222","-19.338056",NA,"MBML053020",NA,NA,NA,NA,"Chapada do João Pinto","Arvoreto 2m, frutos verdes. Campo rupestre.","MBML053020","41W33'26","19S20'17",NA,NA,NA,NA,NA,NA,"2",NA,NA,NA
"206","2019-05-09 14:19:50-03","MBML","MBML-HERBARIO","52973",NA,"Plantae","Leguminosae Faboideae",NA,NA,NA,NA,NA,"L. Kollmann; R. Cipriano","13514","2018","04","18","Brasil","Minas Gerais","Conselheiro Pena","-41.557222","-19.338056",NA,"MBML052973",NA,NA,NA,NA,"Chapada do João Pinto","Arbusto 2m ao sol, flores amarelas. Campo rupestre.","MBML052973","41W33'26","19S20'17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"207","2019-05-09 14:19:54-03","MBML","MBML-HERBARIO","53021",NA,"Plantae","Leguminosae Faboideae","Machaerium","hirtum","Machaerium hirtum",NA,"L. Kollmann/2018","L. Kollmann; R. Cipriano","13476","2018","04","17","Brasil","Minas Gerais","Conselheiro Pena","-41.442442","-19.169028",NA,"MBML053021",NA,NA,NA,NA,NA,"Árvore 7m ao sol, frutos verdes","MBML053021","41W26'32,79","19S10'8,5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208","2018-06-18 14:28:47-03","MBML","MBML-HERBARIO","52987",NA,"Plantae","Malvaceae",NA,NA,NA,NA,NA,"L. Kollmann; R. Cipriano","13470","2018","04","17","Brasil","Minas Gerais","Conselheiro Pena","-41.461464","-19.162778",NA,"MBML052987",NA,NA,NA,NA,NA,"Erva 1m, flores brancas","MBML052987","41W27'41,27","19S9'46",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"209","2018-06-19 14:02:36-03","MBML","MBML-HERBARIO","53011",NA,"Plantae","Malvaceae",NA,NA,NA,NA,NA,"L. Kollmann; R. Cipriano","13527","2018","04","18","Brasil","Minas Gerais","Conselheiro Pena","-41.557222","-19.338056",NA,"MBML053011",NA,NA,NA,NA,"Chapada do João Pinto","Arvoreto 4m, flores brancas. Campo rupestre.","MBML053011","41W33'26","19S20'17",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"210","2018-06-18 14:28:47-03","MBML","MBML-HERBARIO","52989",NA,"Plantae","Apocynaceae","Mandevilla","luetzelburgii","Mandevilla luetzelburgii",NA,"J.F. Morales","L. Kollmann; R. Cipriano","13532","2018","04","19","Brasil","Minas Gerais","Conselheiro Pena","-41.557222","-19.338056",NA,"MBML052989",NA,NA,NA,NA,"Chapada do João Pinto","Liana ao sol, flores branco-rosadas. Campo rupestre.","MBML052989","41W33'26","19S20'17",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"211","2020-02-19 14:09:56-03","MBML","MBML-HERBARIO","52972",NA,"Plantae","Melastomataceae","Miconia","cf. caudigera","Miconia cf. caudigera",NA,"R. Goldenberg/2019","L. Kollmann; R. Cipriano","13513","2018","04","18","Brasil","Minas Gerais","Conselheiro Pena","-41.557222","-19.338056",NA,"MBML052972",NA,NA,NA,NA,"Chapada do João Pinto","Arvoreto 3m ao sol, frutos verdes. Campo rupestre.","MBML052972","41W33'26","19S20'17",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"212","2018-06-13 14:43:39-03","MBML","MBML-HERBARIO","52968",NA,"Plantae","Gesneriaceae","Paliavana","sericiflora","Paliavana sericiflora",NA,"L. Kollmann/2018","L. Kollmann; R. Cipriano","13509","2018","04","18","Brasil","Minas Gerais","Conselheiro Pena","-41.557222","-19.338056",NA,"MBML052968",NA,NA,NA,NA,"Chapada do João Pinto","Arbusto 1m ao sol, flores verdes com maculas vinaceas. Campo rupestre.","MBML052968","41W33'26","19S20'17",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"213","2018-06-13 14:43:40-03","MBML","MBML-HERBARIO","52976",NA,"Plantae","Passifloraceae","Passiflora",NA,"Passiflora",NA,NA,"L. Kollmann; R. Cipriano","13508","2018","04","18","Brasil","Minas Gerais","Conselheiro Pena","-41.557222","-19.338056",NA,"MBML052976",NA,NA,NA,NA,"Chapada do João Pinto","Liana ao sol, flor lilas. Campo rupestre.",NA,"41W33'26","19S20'17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214","2018-06-18 14:28:47-03","MBML","MBML-HERBARIO","52998",NA,"Plantae","Malvaceae","Pavonia","viscosa","Pavonia viscosa",NA,NA,"L. Kollmann; R. Cipriano","13530","2018","04","19","Brasil","Minas Gerais","Conselheiro Pena","-41.557222","-19.338056",NA,"MBML052998",NA,NA,NA,NA,"Chapada do João Pinto","Arbusto 1,5m ao sol, corola de apice vermelho e base amarela, calice verde. Campo rupestre.","MBML052998","41W33'26","19S20'17",NA,NA,NA,NA,NA,NA,"2",NA,NA,NA
"215","2019-05-09 14:19:46-03","MBML","MBML-HERBARIO","52964",NA,"Plantae","Leguminosae Caesalpinoideae","Peltophorum","dubium","Peltophorum dubium",NA,NA,"L. Kollmann; R. Cipriano","13492","2018","04","17","Brasil","Minas Gerais","Conselheiro Pena","-41.442442","-19.169028",NA,"MBML052964",NA,NA,NA,NA,NA,"Arvoreto 4m, flores amarelas","MBML052964","41W26'32,79","19S10'8,5",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"216","2018-06-13 14:43:40-03","MBML","MBML-HERBARIO","52981",NA,"Plantae","Piperaceae","Peperomia",NA,"Peperomia",NA,NA,"L. Kollmann; R. Cipriano","13502","2018","04","18","Brasil","Minas Gerais","Conselheiro Pena","-41.557222","-19.338056",NA,"MBML052981",NA,NA,NA,NA,"Chapada do João Pinto","Erva rupicola ao sol. Campo rupestre.",NA,"41W33'26","19S20'17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217","2018-06-18 14:28:47-03","MBML","MBML-HERBARIO","52993",NA,"Plantae","Piperaceae","Peperomia","urocarpa","Peperomia urocarpa",NA,NA,"L. Kollmann; R. Cipriano","13518","2018","04","18","Brasil","Minas Gerais","Conselheiro Pena","-41.560931","-19.338333",NA,"MBML052993",NA,NA,NA,NA,"Depois da Chapada do João Pinto","Erva rupícola na sombra. Mata de encosta",NA,"41W33'39,35","19S20'18",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"218","2018-06-13 14:43:39-03","MBML","MBML-HERBARIO","52982",NA,"Plantae","Euphorbiaceae","Phyllanthus",NA,"Phyllanthus",NA,NA,"L. Kollmann; R. Cipriano","13499","2018","04","18","Brasil","Minas Gerais","Conselheiro Pena","-41.557222","-19.338056",NA,"MBML052982",NA,NA,NA,NA,"Chapada do João Pinto","Erva rupicola ao sol, flores amareladas. Campo rupestre.","MBML052982","41W33'26","19S20'17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219","2018-06-18 14:28:47-03","MBML","MBML-HERBARIO","52994",NA,"Plantae","Rubiaceae",NA,NA,NA,NA,NA,"L. Kollmann; R. Cipriano","13517","2018","04","18","Brasil","Minas Gerais","Conselheiro Pena","-41.560931","-19.338333",NA,"MBML052994",NA,NA,NA,NA,"Depois da Chapada do João Pinto","Arbusto 2m na sombra, flores brancas. Mata de encosta.",NA,"41W33'39,35","19S20'18",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"220","2018-06-19 14:02:36-03","MBML","MBML-HERBARIO","53009",NA,"Plantae","Compositae","Senecio",NA,"Senecio",NA,NA,"L. Kollmann; R. Cipriano","13524","2018","04","18","Brasil","Minas Gerais","Conselheiro Pena","-41.557222","-19.338056",NA,"MBML053009",NA,NA,NA,NA,"Chapada do João Pinto","Arbusto 2m, flores amarelas. Campo rupestre","MBML053009","41W33'26","19S20'17",NA,NA,NA,NA,NA,NA,"2",NA,NA,NA
"221","2019-05-09 14:19:47-03","MBML","MBML-HERBARIO","52953",NA,"Plantae","Leguminosae Caesalpinoideae","Senna",NA,"Senna",NA,NA,"L. Kollmann; R. Cipriano","13523","2018","04","18","Brasil","Minas Gerais","Conselheiro Pena","-41.557222","-19.338056",NA,"MBML052953",NA,NA,NA,NA,"Chapada do João Pinto","Arvoreto 8m, flores amarelas. Campo rupestre.","MBML052953","41W33'26","19S20'17",NA,NA,NA,NA,NA,NA,"2",NA,NA,NA
"222","2018-06-13 14:43:40-03","MBML","MBML-HERBARIO","52954",NA,"Plantae","Sapindaceae","Serjania",NA,"Serjania",NA,NA,"L. Kollmann; R. Cipriano","13482","2018","04","17","Brasil","Minas Gerais","Conselheiro Pena","-41.442442","-19.169028",NA,"MBML052954",NA,NA,NA,NA,NA,"Liana ao sol, frutos verde.",NA,"41W26'32,79","19S10'8,5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223","2018-06-13 14:43:40-03","MBML","MBML-HERBARIO","52942",NA,"Plantae","Portulacaceae","Talinum","paniculatum","Talinum paniculatum",NA,"L. Kollmann/2018","L. Kollmann; R. Cipriano","13485","2018","04","17","Brasil","Minas Gerais","Conselheiro Pena","-41.442442","-19.169028",NA,"MBML052942",NA,NA,NA,NA,NA,"Erva 20cm ao sol. Flores rosas",NA,"41W26'32,79","19S10'8,5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224","2020-02-19 14:10:08-03","MBML","MBML-HERBARIO","52967",NA,"Plantae","Melastomataceae","Tibouchina",NA,"Tibouchina",NA,NA,"L. Kollmann; R. Cipriano","13495","2018","04","18","Brasil","Minas Gerais","Conselheiro Pena","-41.563972","-19.334722",NA,"MBML052967",NA,NA,NA,NA,"Chapada do João Pinto, mirante da bela adormecida","Arbusto 2m ao sol, flores lilás","MBML052967","41W33'50,3","19S20'5",NA,NA,NA,NA,NA,NA,"3",NA,NA,NA
