"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","infraspecificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","individualCount","class"
"163","2019-11-07 11:17:42-03","UFMG","BHCB-SL","93592","PreservedSpecimen","Plantae",NA,NA,"Lindsaeaceae","Lindsaea","stricta",NA,"Lindsaea stricta","(Sw.) Dryand.","Almeida, TE","2005","Almeida, TE; Souza, DT; Mota, NFO; Viana, PL","78","2005","08","15","América","Brasil","Minas Gerais","Dores de Guanhães","Serra do Caraça","-42.92919921875","-19.0583000183105",NA,NA,NA,"Rupícola, à margem de riacho seco, em área que já foi queimada. Próximo ao paredão rochoso",NA,NA,NA,NA,"20800","auto","08",NA,NA,NA
"164","2019-11-07 11:13:59-03","UFMG","BHCB-SL","93593","PreservedSpecimen","Plantae",NA,NA,"Anemiaceae","Anemia","villosa",NA,"Anemia villosa","Humb. & Bonpl. ex Willd.",NA,NA,"Almeida, TE; Souza, DT; Mota, NFO; Viana, PL","79","2005","08","15","América","Brasil","Minas Gerais","Dores de Guanhães","Serra do Caraça","-42.92919921875","-19.0583000183105",NA,NA,NA,"Terrestre, à margem de riacho seco, em área que já foi queimada. Próximo ao paredão rochoso",NA,NA,NA,NA,"20800","auto",NA,NA,NA,NA
"165","2017-03-27 17:49:38-03","UnB","UB","161932","S","Plantae","Dicotyledoneae",NA,"Myrtaceae","Campomanesia",NA,NA,"Campomanesia",NA,"Faria, JEQ","2010","Faria, JEQ; Proença, CEB; Villarroel, D","946","2010","11","10","Southern America","Brasil","Minas Gerais","Guanhães","Margem da rodovia que liga Guanhães a Itabira","-42.987222","-18.8475","-42.987222","-18.8475",NA,"Árvore ca. 3 m de altura, flores brancas e botões; Floresta ombrófila, solo argiloso",NA,NA,"758","758",NA,NA,"11",NA,NA,NA
"166","2017-03-27 17:49:38-03","UnB","UB","161933","S","Plantae","Dicotyledoneae",NA,"Myrtaceae","Campomanesia",NA,NA,"Campomanesia",NA,"Faria, JEQ","2010","Faria, JEQ; Proença, CEB; Villarroel, D","947","2010","11","10","Southern America","Brasil","Minas Gerais","Guanhães","Margem da rodovia que liga Guanhães a Itabira","-42.987222","-18.8475","-42.987222","-18.8475",NA,"Árvore ca. 4 m de altura, botões jovens; Floresta ombrófila, solo argiloso",NA,NA,"758","758",NA,NA,"11",NA,NA,NA
"167","2019-05-06 11:57:57-03","UFU","HUFU","71105","S","Plantae",NA,NA,"Fabaceae","Senegalia","tenuifolia",NA,"Senegalia tenuifolia","(L.) Britton & Rose","Terra, V.","2011","Fernandes, J.M.","946","2009","02","05",NA,"Brasil","Minas Gerais","Guanhães","Parque Estadual da Serra da Condonga","-42.953333","-18.875278","-42.953333","-18.875278",NA,"Liana escandente. Frutos verdes.","HUFU00036238","HUFU00036238","779","779",NA,NA,"02","20",NA,NA
"168","2019-08-08 09:59:14-03","UFU","HUFU","78176","S","Plantae",NA,NA,"Asteraceae","Baccharis","trinervis",NA,"Baccharis trinervis","(Lam.) Pers.","Nakajima, J.N.","2019","Brandão, M.","26216","1996","09","18",NA,"Brasil","Minas Gerais","Guanhães",NA,"-42.9324989318848","-18.7749996185303",NA,NA,NA,"Arbustinhos de flores melíferas.","HUFU00075775",NA,NA,NA,"43982","auto","03",NA,NA,NA
"169","2020-03-06 14:30:46-03","UFRGS","ICN","120795","S","Plantae","Dicotyledon",NA,"Myrtaceae","Psidium","cf. rufum",NA,"Psidium cf. rufum","DC.","Sobral, M",NA,"Costa, LV; Atalla, NC","s.n.","1992","10","31","América do Sul","Brasil","MG","Guanhães",NA,"-42.9324989318848","-18.7749996185303",NA,NA,NA,NA,NA,NA,NA,NA,"43982","auto",NA,NA,NA,NA
"170","2019-11-21 10:00:42-03","IBt","SP","405408","S","Plantae",NA,NA,"Asteraceae","Heterocondylus","alatus",NA,"Heterocondylus alatus","(Vell.) R.M.King & H.Rob.","Simão Bianchini, R; Pastore, M","2008","Miranda, EB; Nunes, TS; Silva Castro, MM","1023","2007","08","28",NA,"Brasil","Minas Gerais","Guanhães","Estrada para Sabinópolis - MG 259, km 813","-43.035833","-18.6875","-43.035833","-18.6875",NA,NA,NA,NA,"306","306",NA,NA,"08","14",NA,NA
"171","2019-11-21 10:08:32-03","IBt","SP","275822","S","Plantae",NA,NA,"Malpighiaceae","Byrsonima","stannardii",NA,"Byrsonima stannardii","W.R.Anderson","Mamede, MCH","2003","Costa, LV; Attala, NC","s.n.","1992","10","27",NA,"Brasil","Minas Gerais","Guanhães",NA,"-42.9324989318848","-18.7749996185303",NA,NA,NA,NA,"SP016096",NA,NA,NA,"43982","auto","12","10",NA,NA
"172","2019-11-21 10:05:40-03","IBt","SP","37449","S","Plantae",NA,NA,"Fabaceae","Erythrina","falcata",NA,"Erythrina falcata","Benth.","Martins, MV","2011","Mello Barreto","5424","1933","08","29",NA,"Brasil","Minas Gerais","Guanhães","Porto de Guanhães","-42.9324989318848","-18.7749996185303",NA,NA,NA,NA,"SP026839","SP026839",NA,NA,"43982","auto","03","15",NA,NA
