"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","geoFlag","verbatimLongitude","verbatimLatitude","identifiedBy","yearIdentified","monthIdentified","dayIdentified","infraspecificEpithet","typeStatus","class","individualCount"
"483","2019-11-07 11:15:46-03","UFMG","BHCB-SL","132728","PreservedSpecimen","Plantae",NA,NA,"Cyatheaceae","Cyathea","axillaris","Cyathea axillaris","(Fée) Lellinger","Salino, A; Megale, ME; Arruda, AJ","14530","2009","08","27","América","Brasil","Espírito Santo","Itarana","Alto Jatiboca","-40.911833","-20.086111",NA,"816","816",NA,NA,NA,NA,NA,"-40.911833","-20.086111","Salino, A","2009","08","27",NA,NA,NA,NA
"484","2019-11-07 11:15:22-03","UFMG","BHCB-SL","132697","PreservedSpecimen","Plantae",NA,NA,"Athyriaceae","Diplazium","leptocarpon","Diplazium leptocarpon","Fée","Salino, A; Megale, ME; Arruda, AJ","14499","2009","08","27","América","Brasil","Espírito Santo","Itarana","Alto Jatiboca, Floresta Estacional Semideicidual.","-40.912294","-20.086111",NA,"816","816",NA,"Terrestre, próximo a brejo.",NA,NA,NA,"-40.912294","-20.086111","Salino, A","2010","05",NA,NA,NA,NA,NA
"485","2019-11-07 11:16:31-03","UFMG","BHCB-SL","132720","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","macahense","Elaphoglossum macahense","(Fée) Rosenst.","Salino, A; Megale, ME; Arruda, AJ","14522","2009","08","27","América","Brasil","Espírito Santo","Itarana","Alto Jatiboca, Propriedade de Frederico Saedler. Floresta Estacional Semidecidual.","-40.911833","-20.086111",NA,"816","816",NA,"Epífita sobre tronco caído.",NA,NA,NA,"-40.911833","-20.086111","Melo, LCN","2010","03",NA,NA,NA,NA,NA
"486","2019-11-07 11:19:50-03","UFMG","BHCB-SL","132681","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Hemionitis","tomentosa","Hemionitis tomentosa","(Lam.) Raddi","Salino, A; Megale, ME; Arruda, AJ","14483","2009","08","26","América","Brasil","Espírito Santo","Itarana","Jatiboca, Fazenda do Sr. Stur; Floresta Estacional Semidecidual.","-40.885722","-19.958444",NA,"274","274",NA,"Rupícola no meio de pastagem.",NA,NA,NA,"-40.885722","-19.958444","Salino, A","2009","08","26",NA,NA,NA,NA
"487","2019-11-07 11:19:50-03","UFMG","BHCB-SL","81407","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Hemionitis","tomentosa","Hemionitis tomentosa","(Lam.) Raddi","Salino, A","8341","2003","02","26","América","Brasil","Espírito Santo","Itarana","Barra do Jatiboca., Fazenda Stuhr","-40.887778","-19.957583",NA,"357","357",NA,"Terrestre em borda de floresta.",NA,NA,NA,"-40.887778","-19.957583","Salino, A","2003","04",NA,NA,NA,NA,NA
"488","2019-11-07 11:16:40-03","UFMG","BHCB-SL","132705","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Lastreopsis","amplissima","Lastreopsis amplissima","(C.Presl) Tindale","Salino, A; Megale, ME; Arruda, AJ","14507","2009","08","27","América","Brasil","Espírito Santo","Itarana","Alto Jatiboca, Floresta Estadual Semidecidual.","-40.911833","-20.086111",NA,"816","816",NA,"Terrestre na mata.",NA,NA,NA,"-40.911833","-20.086111","Salino, A","2009","08","27",NA,NA,NA,NA
"489","2020-03-04 20:43:15-03","UFMG","BHCB-SL","81404","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Megalastrum","grande","Megalastrum grande","(C.Presl) A.R.Sm. & R.C.Moran","Salino, A; Carvalho, FA; Lombardi, JA; Mota, RC","8338","2003","02","26","América","Brasil","Espírito Santo","Itarana","Alto Jatiboca, Floresta Estacional Semidecidual","-40.9075","-20.013611",NA,"785","785",NA,"Terrestre no interior de floresta de encosta.",NA,NA,NA,"-40.9075","-20.013611","Salino, A","2003","04",NA,NA,NA,NA,NA
"490","2019-11-07 11:17:03-03","UFMG","BHCB-SL","132730","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Polybotrya","cylindrica","Polybotrya cylindrica","Kaulf.","Salino, A; Megale, ME; Arruda, AJ","14532","2009","08","27","América","Brasil","Espírito Santo","Itarana","Alto Jatiboca, Propriedade de Frederico Saedler.Mata embaixo perto da casa.Floresta Estacional Semidecidual","-40.911833","-20.086111",NA,"816","816",NA,"Terrestre na mata.",NA,NA,NA,"-40.911833","-20.086111","Salino, A","2009","08","27",NA,NA,NA,NA
"491","2019-11-07 11:17:03-03","UFMG","BHCB-SL","132735","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Polybotrya","espiritosantensis","Polybotrya espiritosantensis","Brade","Salino, A; Megale, ME; Arruda, AJ","14537","2009","08","27","América","Brasil","Espírito Santo","Itarana","Alto Jatiboca, Propriedade de Frederico Saedler. Mata embaixo perto da casa.Floresta Estacional semidecidual.","-40.911833","-20.086111",NA,"816","816",NA,"Terrestre.",NA,NA,NA,"-40.911833","-20.086111","Salino, A","2009","08","27",NA,NA,NA,NA
"492","2019-11-07 11:20:13-03","UFMG","BHCB-SL","132667","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Pteris","denticulata","Pteris denticulata","Sw.","Salino, A; Megale, ME; Arruda, AJ","14469","2009","08","26","América","Brasil","Espírito Santo","Itarana","Jatiboca, Fazenda do Sr. Stur; Floresta Estacional Semidecidual","-40.885722","-19.958444",NA,"274","274",NA,"Terrestre na mata.",NA,NA,NA,"-40.885722","-19.958444","Salino, A","2009","08","26",NA,NA,NA,NA
"493","2019-11-07 11:20:13-03","UFMG","BHCB-SL","132679","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Pteris","denticulata","Pteris denticulata","Sw.","Salino, A; Megale, ME; Arruda, AJ","14481","2009","08","26","América","Brasil","Espírito Santo","Itarana","Jatiboca, Fazenda do Sr. Stur; Floresta Estacional Semidecidual.","-40.885722","-19.958444",NA,"274","274",NA,"Terrestre na mata.",NA,NA,NA,"-40.885722","-19.958444",NA,NA,NA,NA,NA,NA,NA,NA
"494","2019-11-07 11:20:13-03","UFMG","BHCB-SL",NA,"PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Pteris","denticulata","Pteris denticulata","Sw.","Salino, A; Megale, ME; Arruda, AJ","14496","2009","08","27","América","Brasil","Espírito Santo","Itarana","Alto Jatiboca, Propriedade de Frederico Saedler. Floresta Estacional Semidecidual.","-40.911833","-20.086111",NA,"816","816",NA,"Terrestre em borda de mata.",NA,NA,NA,"-40.911833","-20.086111","Salino, A","2009","08","27",NA,NA,NA,NA
"495","2019-11-07 11:20:13-03","UFMG","BHCB-SL",NA,"PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Pteris","denticulata","Pteris denticulata","Sw.","Salino, A; Megale, ME; Arruda, AJ","14469","2009","08","26","América","Brasil","Espírito Santo","Itarana","Jatiboca, Fazenda do Sr. Stur; Floresta Estacional Semidecidual","-40.885722","-19.958444",NA,"274","274",NA,"Terrestre na mata.",NA,NA,NA,"-40.885722","-19.958444","Salino, A","2009","08","26",NA,NA,NA,NA
"496","2019-11-07 11:20:13-03","UFMG","BHCB-SL",NA,"PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Pteris","denticulata","Pteris denticulata","Sw.","Salino, A; Megale, ME; Arruda, AJ","14481","2009","08","26","América","Brasil","Espírito Santo","Itarana","Jatiboca, Fazenda do Sr. Stur; Floresta Estacional Semidecidual.","-40.885722","-19.958444",NA,"274","274",NA,"Terrestre na mata.",NA,NA,NA,"-40.885722","-19.958444",NA,NA,NA,NA,NA,NA,NA,NA
"497","2019-11-07 11:20:13-03","UFMG","BHCB-SL","132668","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Pteris","leptophylla","Pteris leptophylla","Sw.","Salino, A; Megale, ME; Arruda, AJ","14470","2009","08","26","América","Brasil","Espírito Santo","Itarana","Jatiboca, Fazenda do Sr. Stur; Floresta Estacioal Semidecidua.","-40.885722","-19.958444",NA,"274","274",NA,"Terrestre na mata.",NA,NA,NA,"-40.885722","-19.958444","Salino, A","2009","08","26",NA,NA,NA,NA
"498","2019-11-07 11:20:13-03","UFMG","BHCB-SL",NA,"PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Pteris","leptophylla","Pteris leptophylla","Sw.","Salino, A; Megale, ME; Arruda, AJ","14470","2009","08","26","América","Brasil","Espírito Santo","Itarana","Jatiboca, Fazenda do Sr. Stur; Floresta Estacioal Semidecidua.","-40.885722","-19.958444",NA,"274","274",NA,"Terrestre na mata.",NA,NA,NA,"-40.885722","-19.958444","Salino, A","2009","08","26",NA,NA,NA,NA
"499","2019-11-07 11:20:16-03","UFMG","BHCB-SL",NA,"PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Pteris","splendens","Pteris splendens","Kaulf.","Salino, A; Megale, ME; Arruda, AJ","14497","2009","08","27","América","Brasil","Espírito Santo","Itarana","Alto Jatiboca, Propriedad de Frederico Saedler. Floresta Estacional Semidecidual.","-40.911833","-20.086111",NA,"816","816",NA,"Terrestre em borda de mata.",NA,NA,NA,"-40.911833","-20.086111","Salino, A","2009",NA,NA,NA,NA,NA,NA
"500","2019-11-07 11:20:16-03","UFMG","BHCB-SL",NA,"PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Pteris","splendens","Pteris splendens","Kaulf.","Salino, A; Megale, ME; Arruda, AJ","14503","2009","08","27","América","Brasil","Espírito Santo","Itarana","Alto Jatiboca, Propriedade de Frederico Saedler; Floresta Estacional Semidecidual.","-40.911833","-20.086111",NA,"816","816",NA,"Terrestre em borda de mata.",NA,NA,NA,"-40.911833","-20.086111","Salino, A","2009","08","27",NA,NA,NA,NA
"501","2019-11-07 11:20:30-03","UFMG","BHCB-SL","132677","PreservedSpecimen","Plantae",NA,NA,"Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","Salino, A; Megale, ME; Arruda, AJ","14479","2009",NA,NA,"América","Brasil","Espírito Santo","Itarana","Jatiboca, Fazenda do Sr. Stur; FLoresta Estacional Semideicidual.","-40.885722","-19.958444",NA,"274","274",NA,"Rupícola em interior de mata.",NA,NA,NA,"-40.885722","-19.958444","Salino, A","2009","08","26",NA,NA,NA,NA
"502","2019-11-07 11:20:39-03","UFMG","BHCB-SL","132687","PreservedSpecimen","Plantae",NA,NA,"Selaginellaceae","Selaginella","muscosa","Selaginella muscosa","Spring","Salino, A; Megale, ME; Arruda, AJ","14489","2009",NA,NA,"América","Brasil","Espírito Santo","Itarana","Alto Jatiboca, Propriedade de Frederico Saedler; Floresta Estacional Semidecidual.","-40.911833","-20.086111",NA,"816","816",NA,"Erva ereta a rastejante, na mata.",NA,NA,NA,"-40.911833","-20.086111","Heringer, G","2010","02",NA,NA,NA,NA,NA
"503","2020-03-04 20:43:50-03","UFMG","BHCB-SL","132698","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Steiropteris","leprieurii","Steiropteris leprieurii","Hook.","Salino, A; Megale, ME; Arruda, AJ","14500","2009","08","27","América","Brasil","Espírito Santo","Itarana","Alto Jatiboca, Propriedade de Frederico Saedler. Floresta Estacional Semidecidual.","-40.911833","-20.086111",NA,"816","816",NA,"Terrestre próximo a brejo.",NA,NA,NA,"-40.911833","-20.086111","Salino, A","2009","08","27",NA,NA,NA,NA
"504","2020-03-04 20:43:15-03","UFMG","BHCB-SL","132722","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Stigmatopteris","brevinervis","Stigmatopteris brevinervis","(Fée) R.C.Moran","Salino, A; Megale, ME; Arruda, AJ","14524","2009","08","27","América","Brasil","Espírito Santo","Itarana","Alto Jatiboca, Propriedade de Frederico Saedler, Floresta Estacional Semidecidual","-40.911833","-20.086111",NA,"816","816",NA,"Terrestre",NA,NA,NA,"-40.911833","-20.086111","Salino, A","2009","08","27",NA,NA,NA,NA
"505","2019-11-07 11:20:54-03","UFMG","BHCB-SL","132669","PreservedSpecimen","Plantae",NA,NA,"Tectariaceae","Tectaria","incisa","Tectaria incisa","Cav.","Salino, A; Megale, ME; Arruda, AJ","14471","2009","08","25","América","Brasil","Espírito Santo","Itarana","Jatiboca, Fazenda Sr. Stur, Floresta Estacional Semidecidual.","-40.885722","-19.958444",NA,"274","274",NA,"Terrestre na mata.",NA,NA,NA,"-40.885722","-19.958444","Megale, ME; Salino, A","2009","09",NA,NA,NA,NA,NA
"506","2019-11-07 11:17:31-03","UFMG","BHCB-SL","132707","PreservedSpecimen","Plantae",NA,NA,"Hymenophyllaceae","Trichomanes","anadromum","Trichomanes anadromum","Rosenst.","Salino, A; Megale, ME; Arruda, AJ","14509","2009","08","27","América","Brasil","Espírito Santo","Itarana","Alto Jatiboca, Propriedade de Frederico Saedler; Floresta Estacional Semidecidual.","-40.911833","-20.086111",NA,"816","816",NA,"Epífita em Cyathea.",NA,NA,NA,"-40.911833","-20.086111","Salino, A","2009","08","27",NA,NA,NA,NA
"507","2019-11-07 11:17:38-03","UFMG","BHCB-SL","132706","PreservedSpecimen","Plantae",NA,NA,"Hymenophyllaceae","Vandenboschia","radicans","Vandenboschia radicans","(Sw.) Copel.","Salino, A; Megale, ME; Arruda, AJ","14508","2009","08","27","América","Brasil","Espírito Santo","Itarana","Alto Jatiboca, Propriedade de Frederico Saedler; Floresta Estacional Semidecidual.","-40.911833","-20.086111",NA,"816","816",NA,"Epífita na mata.",NA,NA,NA,"-40.911833","-20.086111","Salino, A","2009","08","27",NA,NA,NA,NA
"508","2019-11-07 11:18:13-03","UFMG","BHCB-SL","132733","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Campyloneurum","decurrens","Campyloneurum decurrens","(Raddi) C.Presl","Salino, A; Megale, ME; Viveros, RS; Arruda, AJ","14535","2009","08","27","América","Brasil","Espírito Santo","Itarana","Alto Jatiboca, Propriedade de Frederico Saedler. Mata embaixo perto da casa. Floresta Estacional Semidecidual.","-40.875301361084","-19.8738994598389","23320",NA,NA,NA,"Terrestre.",NA,NA,"auto",NA,NA,"Salino, A","2009","08","27",NA,NA,NA,NA
"509","2019-11-07 11:19:18-03","UFMG","BHCB-SL","108629","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Adiantum",NA,"Adiantum",NA,"Kollmann, RL; Bausen, E; Vervloet, RR","5700","2002","08","07","América","Brasil","Espírito Santo","Itarana","Jatiboca, Fazenda Stuhr","-40.875301361084","-19.8738994598389","23320",NA,NA,NA,"Terrestre na sombra. Soros marrons.",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"510","2019-11-07 11:20:51-03","UFMG","BHCB-SL","108571","PreservedSpecimen","Plantae",NA,NA,"Tectariaceae","Tectaria","incisa","Tectaria incisa","Cav.","Kollmann, RL; Bausen, E; Vervloet, RR","5679","2002","08","07","América","Brasil","Espírito Santo","Itarana","Jatiboca, Fazenda Stuhr","-40.875301361084","-19.8738994598389","23320",NA,NA,NA,"Terrestre na sombra. Soros marrons.",NA,NA,"auto",NA,NA,"Salino, A","2007","09",NA,NA,NA,NA,NA
"511","2019-11-07 11:19:31-03","UFMG","BHCB-SL","108369","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Adiantum","pulverulentum","Adiantum pulverulentum","L.","Kollmann, RL","5683","2002","08","07","América","Brasil","Espírito Santo","Itarana","Jatiboca, Faz. Stuhr.","-40.875301361084","-19.8738994598389","23320",NA,NA,NA,"Terrestre na sombra.",NA,NA,"auto",NA,NA,"Salino, A","2007","09",NA,NA,NA,NA,NA
"512","2019-10-16 14:11:52-03","UEL","FUEL","52243","PreservedSpecimen","Plantae","Tracheophyta","Ericales","Sapotaceae","Pouteria",NA,"Pouteria",NA,"Salviani, ER; Lorenzi, H","1867","2000","12","20",NA,"Brasil","Espirito Santo","Itarana","Coletado entre os municipios de Itarana e colatina, em estrada de terra.","-40.875301361084","-19.8738994598389","23320",NA,NA,NA,"Árvore, tronco liso(como de goiabeira), com interesse econômico florestal, ca. 15-18m de alt. flores amarronzadas e verdes, frutos ausentes.; Beira do caminho.",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"513","2017-03-27 17:50:09-03","UnB","UB","168911","S","Plantae","Dicotyledoneae",NA,"Myrtaceae","Psidium",NA,"Psidium",NA,"Lughadha, EN; Silva, RM; Stannard, BL; Assis, MC","201","1999","02","14","Southern America","Brasil","Espírito Santo","Itarana","Jatiboca. Alto jatiboca. 3km da Vila jatiboca. Fazenda da Familia Seidler.","-40.866667","-19.85",NA,"710","710",NA,"Árvore até 8m de altura. Folhas coriáceas. Frutos imaturos verdes.; Mata de encosta no alto do morro.",NA,NA,NA,"-40.866667","-19.85",NA,NA,NA,NA,NA,NA,NA,NA
