"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","coordinatePrecision","minimumElevationInMeters","maximumElevationInMeters","individualCount","occurrenceRemarks","geoFlag","phylum","class","order","scientificNameAuthorship","yearIdentified","monthIdentified","recordNumber","dayIdentified","continentOcean","verbatimLatitude","preparationType","barcode","imagecode","infraspecificEpithet","typeStatus","previousCatalogNumber","relatedCatalogItem"
"2907","2019-11-06 09:56:21-03","UFOP","OUPR","21337","PreservedSpecimen","Plantae","Melastomataceae","Comolia","sertularia","Comolia sertularia","Messias, M.C.T.B.","Silva, J.L.","2006","01","27","Brasil","Minas Gerais","Mariana","Parque Estadual do Itacolomi","-43.4160995483398","-20.377799987793",NA,"33524",NA,NA,NA,"Campo rupestre. Arbusto em 1m. Flores lilazes","auto",NA,NA,NA,"(DC.) Triana","2008","05","s.n.","07",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2908","2019-11-06 09:55:34-03","UFOP","OUPR","19467","PreservedSpecimen","Plantae","Fabaceae","Machaerium","oblongifolium","Machaerium oblongifolium","Lima, L.C.P.","Lima, L.C.P.; Garcia, F.C.P. & Araujo, M.E.F.","2005","01","20","Brasil","Minas Gerais","Mariana","Parque Estadual do Itacolomi","-43.4160995483398","-20.377799987793",NA,"33524",NA,NA,NA,"Cipó de caule achatado sobre árvore de 16m. Frutos verde imaturo. Mata","auto",NA,NA,NA,"Vogel","2005","05","266","24",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2909","2019-11-06 09:55:18-03","UFOP","OUPR","19473","PreservedSpecimen","Plantae","Fabaceae","Abarema","brachystachya","Abarema brachystachya","Lima, L.C.P.","Lima, L.C.P.; Araujo, M.E.F.","2004","12","07","Brasil","Minas Gerais","Mariana","Parque Estadual do Itacolomi","-43.4160995483398","-20.377799987793",NA,"33524",NA,NA,NA,"Arvoreta com 2m. Flor ausente e fruto marrom. Semente bicolor (azul e branca). Coletada em mata","auto",NA,NA,NA,"(DC.) Barneby & J.W.Grimes","2005","02","234","15",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2910","2020-03-12 10:29:18-03","UFOP","OUPR","17326","PreservedSpecimen","Plantae","Melastomataceae","Cambessedesia","hilariana","Cambessedesia hilariana","Messias, M.C.T.B.","Messias, M.C.T.B.","2003","02","07","Brasil","Minas Gerais","Mariana","Parque Estadual do Itacolomi","-43.4160995483398","-20.377799987793",NA,"33524",NA,NA,NA,"Campo rupestre. Erva. Flores com corola amarela e vermelha no ápice","auto",NA,NA,NA,"(Kunth) DC.","2003","02","706","07",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2911","2019-11-06 09:55:40-03","UFOP","OUPR","20270","PreservedSpecimen","Plantae","Fabaceae","Stylosanthes",NA,"Stylosanthes","Messias, M.C.T.B.","Messias, M.C.T.B.","2006","02","02","Brasil","Minas Gerais","Mariana","Parque Estadual do Itacolomi","-43.4160995483398","-20.377799987793",NA,"33524",NA,NA,NA,"Capoeira. Erva. Flores amarelas","auto",NA,NA,NA,NA,NA,NA,"1037",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2912","2019-11-06 09:55:30-03","UFOP","OUPR","8254","PreservedSpecimen","Plantae","Fabaceae","Dalbergia","nigra","Dalbergia nigra","Lima, L.C.P.","Roschel, M.B.; Dias, S.","1994","04","30","Brasil","Minas Gerais","Mariana","Parque Estadual do Itacolomi","-43.4160995483398","-20.377799987793",NA,"33524",NA,NA,NA,"Mata. Arbusto","auto",NA,NA,NA,"(Vell.) Allemão ex Benth.","2005","10","s.n.","25",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2913","2019-11-06 09:55:32-03","UFOP","OUPR","15189","PreservedSpecimen","Plantae","Fabaceae","Indigofera","suffruticosa","Indigofera suffruticosa","Messias, M.C.T.B.","Messias, M.C.T.B.","2002","09","04","Brasil","Minas Gerais","Mariana","Parque Estadual do Itacolomi","-43.4160995483398","-20.377799987793",NA,"33524",NA,NA,NA,"Campo. Arbusto. Flores róseas","auto",NA,NA,NA,"Mill.","2002","09","825","04",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2914","2019-11-06 09:55:37-03","UFOP","OUPR","21254","PreservedSpecimen","Plantae","Fabaceae","Piptadenia","micracantha","Piptadenia micracantha","Ribeiro, P.G.","Lima, L.C.P.; Duelhi-Filho, J.C.","2005","08","23","Brasil","Minas Gerais","Mariana","Parque Estadual do Itacolomi","-43.4160995483398","-20.377799987793",NA,"33524",NA,NA,NA,"Trepadeira armada. Fruto esverdeado. Coletado em área de mata","auto",NA,NA,NA,"Benth.","2013","04","390","30",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2915","2019-11-06 09:55:37-03","UFOP","OUPR","21183","PreservedSpecimen","Plantae","Fabaceae","Piptadenia","gonoacantha","Piptadenia gonoacantha","Ribeiro, P.G.","Lima, L.C.P.; Garcia, F.C.P. & Araujo, M.E.F.","2005","01","20","Brasil","Minas Gerais","Mariana","Parque Estadual do Itacolomi","-43.4160995483398","-20.377799987793",NA,"33524",NA,NA,NA,"aÁrvore com 12m. Cálice e corola esverdeados, estames brancos. Coletado em área de mata","auto",NA,NA,NA,"(Mart.) J.F.Macbr.","2013","04","264","30",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2916","2019-11-06 09:56:21-03","UFOP","OUPR","22226","PreservedSpecimen","Plantae","Melastomataceae","Behuria","glutinosa","Behuria glutinosa","Messias, M.C.T.B.","Silva, J.L.","2006","01","27","Brasil","Minas Gerais","Mariana","Parque Estadual do Itacolomi","-43.4160995483398","-20.377799987793",NA,"33524",NA,NA,NA,"Campo rupestre. Arbusto. Flores com corolas brancas e anteras amarelas.","auto",NA,NA,NA,"Cogn.","2009","10","s.n.","28",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2917","2019-11-06 09:55:15-03","UFOP","OUPR","7516","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","lundianus","Croton lundianus","Sousa, H.C. de","Sousa, H.C. de; Roschel, M.B. & Matos, A.V.M.","1998","10","01","Brasil","Minas Gerais","Mariana","Parque Estadual do Itacolomi","-43.4160995483398","-20.377799987793",NA,"33524",NA,NA,NA,"Subarbusto 50cm. Ramos e folhas repletos de pelos hirtos. Flores pistiladas esverdeadas. Flores estaminadas alvas. Capoeira.","auto",NA,NA,NA,"(Didr.) Müll.Arg.","1998","10","215","01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2918","2019-11-06 09:55:21-03","UFOP","OUPR","7350","PreservedSpecimen","Plantae","Fabaceae","Calliandra","surinamensis","Calliandra surinamensis","Silva, J.L.","Roschel, M.B.; Labiak, P.H.","1998","08","06","Brasil","Minas Gerais","Mariana","Parque Estadual do Itacolomi","-43.4160995483398","-20.377799987793",NA,"33524",NA,NA,NA,"Floresta ripária alterada. Arbusto. Frutos coriáceos, marginados de cor verde","auto",NA,NA,NA,"Benth.","1998","08","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2919","2019-11-06 09:55:37-03","UFOP","OUPR","21182","PreservedSpecimen","Plantae","Fabaceae","Piptadenia","gonoacantha","Piptadenia gonoacantha","Ribeiro, P.G.","Lima, L.C.P.; Silva, E.D. & Araujo, M.E.F.","2005","04","27","Brasil","Minas Gerais","Mariana","Parque Estadual do Itacolomi","-43.4160995483398","-20.377799987793",NA,"33524",NA,NA,NA,"aÁrvore com 20m. Fruto marrim avermelhado, imaturo. Coletado em área de mata","auto",NA,NA,NA,"(Mart.) J.F.Macbr.","2013","04","344","30",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2920","2019-11-06 09:55:40-03","UFOP","OUPR","21204","PreservedSpecimen","Plantae","Fabaceae","Stryphnodendron","polyphyllum","Stryphnodendron polyphyllum","Lima, L.C.P.","Lima, L.C.P.; Araujo, M.E.F. & Silva, E.D.","2005","03","31","Brasil","Minas Gerais","Mariana","Parque Estadual do Itacolomi","-43.4160995483398","-20.377799987793",NA,"33524",NA,NA,NA,"árvore 6m de altura. Fruto marrom ferrugíneo. Coletado em mata","auto",NA,NA,NA,"Mart.","2005","05","327","08",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2921","2019-11-06 09:55:40-03","UFOP","OUPR","20255","PreservedSpecimen","Plantae","Fabaceae","Stryphnodendron","polyphyllum","Stryphnodendron polyphyllum","Scalon, V.R.","Messias, M.C.T.B.","2006","02","03","Brasil","Minas Gerais","Mariana","Parque Estadual do Itacolomi","-43.4160995483398","-20.377799987793",NA,"33524",NA,NA,NA,"Mata ripária. Árvore com 8m de altura. Flores vináceas","auto",NA,NA,NA,"Mart.","2009","02","1068","19",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2922","2019-11-06 09:55:18-03","UFOP","OUPR","21253","PreservedSpecimen","Plantae","Fabaceae","Abarema","langsdorffii","Abarema langsdorffii","Lima, L.C.P.","Lima, L.C.P.; Silva, E.D. & Araujo, M.E.F.","2005","03","31","Brasil","Minas Gerais","Mariana","Parque Estadual do Itacolomi","-43.4160995483398","-20.377799987793",NA,"33524",NA,NA,NA,"Árvore com 2m. Fruta marrom avermlehado. Semente azul e branca. Coletado em Vale de Mata","auto",NA,NA,NA,"(Benth.) Barneby & J.W.Grimes","2005","03","326","31",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2923","2019-11-06 09:56:35-03","UFOP","OUPR","1325","PreservedSpecimen","Plantae","Melastomataceae","Trembleya","phlogiformis","Trembleya phlogiformis","Roschel, M.B.","Dias, S.","1994","02","26","Brasil","Minas Gerais","Mariana","Parque Estadual do Itacolomi","-43.4160995483398","-20.377799987793",NA,"33524",NA,NA,NA,"Capoeira. Arbusto 1m. Flores róseas","auto",NA,NA,NA,"DC.","1994","04","s.n.","07",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2924","2019-11-06 09:55:23-03","UFOP","OUPR","17230","PreservedSpecimen","Plantae","Fabaceae","Centrosema","coriaceum","Centrosema coriaceum","Messias, M.C.T.B.","Messias, M.C.T.B.","2003","02","07","Brasil","Minas Gerais","Mariana","Parque Estadual do Itacolomi","-43.4160995483398","-20.377799987793",NA,"33524",NA,NA,NA,"Orla de mata. Trepadeira volúvel. Flores violáceas","auto",NA,NA,NA,"Benth.","2003","03","759","13",NA,NA,NA,NA,NA,NA,NA,NA,NA
