"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","coordinatePrecision","minimumElevationInMeters","maximumElevationInMeters","individualCount","occurrenceRemarks","geoFlag","phylum","class","order","scientificNameAuthorship","yearIdentified","monthIdentified","recordNumber","dayIdentified","continentOcean","verbatimLatitude","preparationType","barcode","imagecode","infraspecificEpithet","typeStatus","previousCatalogNumber","relatedCatalogItem"
"6210","2019-10-02 14:52:31-03","UFMG","BHCB","58720","PreservedSpecimen","Plantae","Cucurbitaceae","Melancium","campestre","Melancium campestre",NA,"Barreto, HLM",NA,NA,NA,"Brasil","Minas Gerais","Mariana",NA,"-43.4160995483398","-20.377799987793",NA,"33524",NA,NA,NA,NA,"auto","Dicotyledon",NA,NA,"Naudin",NA,NA,"2766",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"6211","2020-01-27 19:00:16-03","UFMG","BHCB","35418","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina",NA,"Tibouchina",NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Mariana",NA,"-43.4160995483398","-20.377799987793",NA,"33524",NA,NA,NA,NA,"auto","Dicotyledon",NA,NA,"A.Juss.",NA,NA,"s.n.",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"6212","2019-10-02 14:55:23-03","UFMG","BHCB","35435","PreservedSpecimen","Plantae","Lauraceae","Ocotea",NA,"Ocotea",NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Mariana",NA,"-43.4160995483398","-20.377799987793",NA,"33524",NA,NA,NA,NA,"auto","Dicotyledon",NA,NA,"Aubl.",NA,NA,"s.n.",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"6213","2019-10-02 15:02:32-03","UFMG","BHCB","35432","PreservedSpecimen","Plantae","Rubiaceae","Palicourea","marcgravii","Palicourea marcgravii",NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Mariana",NA,"-43.4160995483398","-20.377799987793",NA,"33524",NA,NA,NA,NA,"auto","Dicotyledon",NA,NA,"A.St.-Hil.",NA,NA,"s.n.",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"6214","2019-10-02 15:02:32-03","UFMG","BHCB","35432","PreservedSpecimen","Plantae","Rubiaceae","Palicourea","marcgravii","Palicourea marcgravii",NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Mariana",NA,"-43.4160995483398","-20.377799987793",NA,"33524",NA,NA,NA,NA,"auto","Dicotyledon",NA,NA,"A.St.-Hil.",NA,NA,"s.n.",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"6215","2019-10-02 14:54:10-03","UFMG","BHCB","60011","PreservedSpecimen","Plantae","Fabaceae","Lupinus","velutinus","Lupinus velutinus",NA,"Brina, AE","2000","12","10","Brasil","Minas Gerais","Mariana",NA,"-43.4160995483398","-20.377799987793",NA,"33524",NA,NA,NA,"Campo rupestre","auto","Dicotyledon",NA,NA,"Benth.",NA,NA,"s.n.",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"6216","2019-10-02 14:56:55-03","UFMG","BHCB","60005","PreservedSpecimen","Plantae","Melastomataceae","Leandra",NA,"Leandra",NA,"Brina, AE","2000","12","10","Brasil","Minas Gerais","Mariana",NA,"-43.4160995483398","-20.377799987793",NA,"33524",NA,NA,NA,"Campo rupestre","auto","Dicotyledon",NA,NA,NA,NA,NA,"s.n.",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"6217","2019-10-02 15:04:29-03","UFMG","BHCB","1713","PreservedSpecimen","Plantae","Solanaceae","Solanum","refractifolium","Solanum refractifolium",NA,"Schwacke, CAW",NA,NA,NA,"Brasil","Minas Gerais","Mariana",NA,"-43.4160995483398","-20.377799987793",NA,"33524",NA,NA,NA,NA,"auto","Dicotyledon",NA,NA,"Schltdl.",NA,NA,"9013",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"6218","2019-10-02 15:03:22-03","UFMG","BHCB","35425","PreservedSpecimen","Plantae","Siparunaceae","Siparuna","brasiliensis","Siparuna brasiliensis",NA,"Brina, AE","1992",NA,NA,"Brasil","Minas Gerais","Mariana",NA,"-43.4160995483398","-20.377799987793",NA,"33524",NA,NA,NA,"arbustiva","auto","Dicotyledon",NA,NA,"(Spreng.) A.DC.",NA,NA,"s.n.",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"6219","2019-10-02 14:54:59-03","UFMG","BHCB","35413","PreservedSpecimen","Plantae","Hypericaceae","Vismia",NA,"Vismia",NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Mariana",NA,"-43.4160995483398","-20.377799987793",NA,"33524",NA,NA,NA,NA,"auto","Dicotyledon",NA,NA,NA,NA,NA,"s.n.",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"6220","2019-10-02 14:53:19-03","UFMG","BHCB","35426","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania",NA,"Sebastiania",NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Mariana",NA,"-43.4160995483398","-20.377799987793",NA,"33524",NA,NA,NA,NA,"auto","Dicotyledon",NA,NA,"Spreng.",NA,NA,"s.n.",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"6221","2019-10-02 14:53:19-03","UFMG","BHCB","35426","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania",NA,"Sebastiania",NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Mariana",NA,"-43.4160995483398","-20.377799987793",NA,"33524",NA,NA,NA,NA,"auto","Dicotyledon",NA,NA,"Spreng.",NA,NA,"s.n.",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"6222","2019-10-02 14:59:28-03","UFMG","BHCB","35417","PreservedSpecimen","Plantae","Melastomataceae","Trembleya","phlogiformis","Trembleya phlogiformis",NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Mariana",NA,"-43.4160995483398","-20.377799987793",NA,"33524",NA,NA,NA,NA,"auto","Dicotyledon",NA,NA,"DC.",NA,NA,"s.n.",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"6223","2019-10-02 14:59:28-03","UFMG","BHCB","35417","PreservedSpecimen","Plantae","Melastomataceae","Trembleya","phlogiformis","Trembleya phlogiformis",NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Mariana",NA,"-43.4160995483398","-20.377799987793",NA,"33524",NA,NA,NA,NA,"auto","Dicotyledon",NA,NA,"DC.",NA,NA,"s.n.",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"6224","2019-10-02 14:55:17-03","UFMG","BHCB","35430","PreservedSpecimen","Plantae","Lauraceae","Aiouea","saligna","Aiouea saligna",NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Mariana",NA,"-43.4160995483398","-20.377799987793",NA,"33524",NA,NA,NA,NA,"auto","Dicotyledon",NA,NA,"Meisn.",NA,NA,"s.n.",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"6225","2019-10-02 14:52:34-03","UFMG","BHCB","455","PreservedSpecimen","Plantae","Cucurbitaceae","Wilbrandia","hibiscoides","Wilbrandia hibiscoides",NA,"Badini, J","1978","11","29","Brasil","Minas Gerais","Mariana",NA,"-43.4160995483398","-20.377799987793",NA,"33524",NA,NA,NA,"terrestre;trepadeira;fruto 10 sulcado","auto","Dicotyledon",NA,NA,"Silva Manso",NA,NA,"s.n.",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"6226","2020-01-27 18:59:16-03","UFMG","BHCB","35427","PreservedSpecimen","Plantae","Amaranthaceae",NA,NA,NA,NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Mariana",NA,"-43.4160995483398","-20.377799987793",NA,"33524",NA,NA,NA,NA,"auto","Dicotyledon",NA,NA,"A.Juss.",NA,NA,"s.n.",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"6227","2019-10-02 14:53:35-03","UFMG","BHCB","35599","PreservedSpecimen","Plantae","Fabaceae","Calliandra",NA,"Calliandra",NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Mariana",NA,"-43.4160995483398","-20.377799987793",NA,"33524",NA,NA,NA,NA,"auto","Dicotyledon",NA,NA,"Benth.",NA,NA,"s.n.",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"6228","2019-10-02 14:53:24-03","UFMG","BHCB","60008","PreservedSpecimen","Plantae","Fabaceae","Abarema","obovata","Abarema obovata",NA,"Brina, AE","2000","12","10","Brasil","Minas Gerais","Mariana",NA,"-43.4160995483398","-20.377799987793",NA,"33524",NA,NA,NA,"Campo rupestre","auto","Dicotyledon",NA,NA,"(Benth.) Barneby & J.W.Grimes",NA,NA,"s.n.",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"6229","2019-10-02 15:08:18-03","UFMG","BHCB","36181","PreservedSpecimen","Plantae","Poaceae","Cymbopogon","densiflorus","Cymbopogon densiflorus",NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Mariana",NA,"-43.4160995483398","-20.377799987793",NA,"33524",NA,NA,NA,NA,"auto","Monocotyledon",NA,NA,"(Steud.) Stapf",NA,NA,"s.n.",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"6230","2019-10-02 15:08:18-03","UFMG","BHCB","36181","PreservedSpecimen","Plantae","Poaceae","Cymbopogon","densiflorus","Cymbopogon densiflorus",NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Mariana",NA,"-43.4160995483398","-20.377799987793",NA,"33524",NA,NA,NA,NA,"auto","Monocotyledon",NA,NA,"(Steud.) Stapf",NA,NA,"s.n.",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"6231","2019-10-02 14:50:00-03","UFMG","BHCB","60006","PreservedSpecimen","Plantae","Asteraceae","Eremanthus","erythropappus","Eremanthus erythropappus",NA,"Brina, AE","2000","12","10","Brasil","Minas Gerais","Mariana",NA,"-43.4160995483398","-20.377799987793",NA,"33524",NA,NA,NA,"Plantas do Brasil.; Campo rupestre.","auto","Dicotyledon",NA,NA,"(DC.) MacLeish","2009","03","s.n.",NA,"Southern America",NA,NA,"BHCB051556",NA,NA,NA,NA,NA
"6232","2019-10-02 14:53:24-03","UFMG","BHCB","75232","PreservedSpecimen","Plantae","Fabaceae","Abarema","obovata","Abarema obovata",NA,"Salino, A","2002","10","24","Brasil","Minas Gerais","Mariana",NA,"-43.4160995483398","-20.377799987793",NA,"33524",NA,NA,NA,NA,"auto","Dicotyledon",NA,NA,"(Benth.) Barneby & J.W.Grimes",NA,NA,"8128",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"6233","2019-10-02 14:54:39-03","UFMG","BHCB","60010","PreservedSpecimen","Plantae","Fabaceae","Senna","reniformis","Senna reniformis",NA,"Brina, AE","2000","12","10","Brasil","Minas Gerais","Mariana",NA,"-43.4160995483398","-20.377799987793",NA,"33524",NA,NA,NA,"Campo rupestre; Campo rupestre","auto","Dicotyledon",NA,NA,"(G.Don) H.S.Irwin & Barneby",NA,NA,"s.n.",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"6234","2019-10-02 14:56:55-03","UFMG","BHCB","35421","PreservedSpecimen","Plantae","Melastomataceae","Leandra",NA,"Leandra",NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Mariana",NA,"-43.4160995483398","-20.377799987793",NA,"33524",NA,NA,NA,NA,"auto","Dicotyledon",NA,NA,NA,NA,NA,"s.n.",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"6235","2019-10-02 14:53:24-03","UFMG","BHCB","75232","PreservedSpecimen","Plantae","Fabaceae","Abarema","obovata","Abarema obovata",NA,"Salino, A","2002","10","24","Brasil","Minas Gerais","Mariana",NA,"-43.4160995483398","-20.377799987793",NA,"33524",NA,NA,NA,NA,"auto","Dicotyledon",NA,NA,"(Benth.) Barneby & J.W.Grimes",NA,NA,"8128",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"6236","2019-10-02 14:55:23-03","UFMG","BHCB","35435","PreservedSpecimen","Plantae","Lauraceae","Ocotea",NA,"Ocotea",NA,"Brina, AE; Teixeira, EM; Nunes, ICC","1992","05","06","Brasil","Minas Gerais","Mariana",NA,"-43.4160995483398","-20.377799987793",NA,"33524",NA,NA,NA,"Arbórea; Mata","auto","Dicotyledon",NA,NA,"Aubl.",NA,NA,"s.n.",NA,"Southern America",NA,NA,"BHCB045785",NA,NA,NA,NA,NA
"6237","2019-10-02 14:52:04-03","UFMG","BHCB","75231","PreservedSpecimen","Plantae","Celastraceae","Peritassa",NA,"Peritassa",NA,"Salino, A","2002","10","24","Brasil","Minas Gerais","Mariana",NA,"-43.4160995483398","-20.377799987793",NA,"33524",NA,NA,NA,NA,"auto","Dicotyledon",NA,NA,NA,NA,NA,"8127",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"6238","2019-10-02 14:52:04-03","UFMG","BHCB","75231","PreservedSpecimen","Plantae","Celastraceae","Peritassa",NA,"Peritassa",NA,"Salino, A","2002","10","24","Brasil","Minas Gerais","Mariana",NA,"-43.4160995483398","-20.377799987793",NA,"33524",NA,NA,NA,NA,"auto","Dicotyledon",NA,NA,NA,NA,NA,"8127",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"6239","2019-11-14 18:36:02-03","UFMG","BHCB","55422","PreservedSpecimen","Plantae","Acanthaceae","Justicia","pohliana","Justicia pohliana",NA,"Barreto, HLM","1933","12","31","Brasil","Minas Gerais","Mariana",NA,"-43.4160995483398","-20.377799987793",NA,"33524",NA,NA,NA,"Arbusto 0,4ctm, baixa frequência e flôr alaranjada e bracteas vermelhas; Pasto, bucão","auto","Dicotyledon",NA,NA,NA,NA,NA,"269",NA,"Southern America",NA,NA,"BHCB041775","BHCB041775",NA,NA,NA,NA
"6240","2019-10-02 15:07:09-03","UFMG","BHCB","1133","PreservedSpecimen","Plantae","Mayacaceae","Mayaca","fluviatilis","Mayaca fluviatilis",NA,"Schwacke, CAW","1904",NA,NA,"Brasil","Minas Gerais","Mariana",NA,"-43.4160995483398","-20.377799987793",NA,"33524",NA,NA,NA,NA,"auto","Monocotyledon",NA,NA,"Aubl.",NA,NA,"7682",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"6241","2019-10-02 15:07:26-03","UFMG","BHCB","35434","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum",NA,"Epidendrum",NA,"Brina, AE; Teixeira, EM; Nunes, ICC","1992",NA,NA,"Brasil","Minas Gerais","Mariana",NA,"-43.4160995483398","-20.377799987793",NA,"33524",NA,NA,NA,"Campo rupestre.","auto","Monocotyledon",NA,NA,"L.","2017","08","s.n.","31","Southern America",NA,NA,"BHCB028336",NA,NA,NA,NA,NA
"6242","2019-10-02 14:51:53-03","UFMG","BHCB","58640","PreservedSpecimen","Plantae","Campanulaceae","Siphocampylus","macropodus","Siphocampylus macropodus",NA,"Barreto, HLM",NA,NA,NA,"Brasil","Minas Gerais","Mariana",NA,"-43.4160995483398","-20.377799987793",NA,"33524",NA,NA,NA,NA,"auto","Dicotyledon",NA,NA,"(Thunb.) G.Don",NA,NA,"2185",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"6243","2019-10-02 14:54:54-03","UFMG","BHCB","75202","PreservedSpecimen","Plantae","Gesneriaceae","Nematanthus","lanceolatus","Nematanthus lanceolatus",NA,"Salino, A","2002","10","22","Brasil","Minas Gerais","Mariana",NA,"-43.4160995483398","-20.377799987793",NA,"33524",NA,NA,NA,NA,"auto","Dicotyledon",NA,NA,"(Poir.) Chautems",NA,NA,"8098",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"6244","2019-10-02 14:54:39-03","UFMG","BHCB","60007","PreservedSpecimen","Plantae","Fabaceae","Senna","reniformis","Senna reniformis",NA,"Brina, AE","2000","12","10","Brasil","Minas Gerais","Mariana",NA,"-43.4160995483398","-20.377799987793",NA,"33524",NA,NA,NA,"Campo rupestre","auto","Dicotyledon",NA,NA,"(G.Don) H.S.Irwin & Barneby",NA,NA,"s.n.",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"6245","2019-10-02 14:49:49-03","UFMG","BHCB","2122","PreservedSpecimen","Plantae","Asteraceae","Clibadium","armanii","Clibadium armanii",NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Mariana",NA,"-43.4160995483398","-20.377799987793",NA,"33524",NA,NA,NA,NA,"auto","Dicotyledon",NA,NA,"(Balb.) Sch.Bip. ex O.E.Schultz",NA,NA,"s.n.",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"6246","2019-10-02 14:55:20-03","UFMG","BHCB","46850","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata",NA,"Tameirão Neto, E","1998","04","05","Brasil","Minas Gerais","Mariana",NA,"-43.4160995483398","-20.377799987793",NA,"33524",NA,NA,NA,"Arbóreo.","auto","Dicotyledon",NA,NA,"(Spreng.) J.F.Macbr.",NA,NA,"s.n.",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"6247","2019-10-02 14:56:55-03","UFMG","BHCB","35420","PreservedSpecimen","Plantae","Melastomataceae","Leandra",NA,"Leandra",NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Mariana",NA,"-43.4160995483398","-20.377799987793",NA,"33524",NA,NA,NA,NA,"auto","Dicotyledon",NA,NA,NA,NA,NA,"s.n.",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"6248","2019-10-02 14:55:20-03","UFMG","BHCB","46492","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata",NA,"Tameirão Neto, E","1997","12","18","Brasil","Minas Gerais","Mariana",NA,"-43.4160995483398","-20.377799987793",NA,"33524",NA,NA,NA,"Arbóreo.","auto","Dicotyledon",NA,NA,"(Spreng.) J.F.Macbr.",NA,NA,"s.n.",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"6249","2019-10-02 14:52:44-03","UFMG","BHCB","60012","PreservedSpecimen","Plantae","Ericaceae","Agarista",NA,"Agarista",NA,"Brina, AE","2000","12","10","Brasil","Minas Gerais","Mariana",NA,"-43.4160995483398","-20.377799987793",NA,"33524",NA,NA,NA,"Campo rupestre","auto","Dicotyledon",NA,NA,NA,NA,NA,"s.n.",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"6250","2019-10-02 14:51:36-03","UFMG","BHCB","35428","PreservedSpecimen","Plantae","Boraginaceae",NA,NA,NA,NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Mariana",NA,"-43.4160995483398","-20.377799987793",NA,"33524",NA,NA,NA,NA,"auto","Dicotyledon",NA,NA,NA,NA,NA,"s.n.",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"6251","2019-10-02 15:00:59-03","UFMG","BHCB","72001","PreservedSpecimen","Plantae","Ochnaceae","Sauvagesia","erecta","Sauvagesia erecta",NA,"Barreto, HLM",NA,NA,NA,"Brasil","Minas Gerais","Mariana",NA,"-43.4160995483398","-20.377799987793",NA,"33524",NA,NA,NA,NA,"auto","Dicotyledon",NA,NA,"L.",NA,NA,"6161",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"6252","2019-10-02 14:53:53-03","UFMG","BHCB","66073","PreservedSpecimen","Plantae","Fabaceae","Crotalaria","pterocaula","Crotalaria pterocaula",NA,"Barreto, HLM",NA,NA,NA,"Brasil","Minas Gerais","Mariana",NA,"-43.4160995483398","-20.377799987793",NA,"33524",NA,NA,NA,NA,"auto","Dicotyledon",NA,NA,"Desv.",NA,NA,"5635",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"6253","2019-10-02 14:56:55-03","UFMG","BHCB","35419","PreservedSpecimen","Plantae","Melastomataceae","Leandra",NA,"Leandra",NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Mariana",NA,"-43.4160995483398","-20.377799987793",NA,"33524",NA,NA,NA,NA,"auto","Dicotyledon",NA,NA,NA,NA,NA,"s.n.",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"6254","2019-10-02 15:02:44-03","UFMG","BHCB","35437","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","vellosiana","Psychotria vellosiana",NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Mariana",NA,"-43.4160995483398","-20.377799987793",NA,"33524",NA,NA,NA,NA,"auto","Dicotyledon",NA,NA,"Benth.",NA,NA,"s.n.",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"6255","2019-10-02 14:56:00-03","UFMG","BHCB","67894","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","gardnerana","Byrsonima gardnerana",NA,"Barreto, HLM",NA,NA,NA,"Brasil","Minas Gerais","Mariana",NA,"-43.4160995483398","-20.377799987793",NA,"33524",NA,NA,NA,NA,"auto","Dicotyledon",NA,NA,"A.Juss.",NA,NA,"7670",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"6256","2019-10-31 18:27:39-03","UFMG","BHCB","35414","PreservedSpecimen","Plantae","Asteraceae","Lychnophora","pinaster","Lychnophora pinaster",NA,"Brina, AE; Teixeira, EM; Nunes, ICC","1992","05","06","Brasil","Minas Gerais","Mariana",NA,"-43.4160995483398","-20.377799987793",NA,"33524",NA,NA,NA,"Plantas do Brasil.; Arbustivo.; Campo rupestre.","auto","Dicotyledon",NA,NA,"Mart.","2015","06","s.n.",NA,"Southern America",NA,NA,"BHCB025610",NA,NA,NA,NA,NA
"6257","2019-10-02 15:02:44-03","UFMG","BHCB","35437","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","vellosiana","Psychotria vellosiana",NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Mariana",NA,"-43.4160995483398","-20.377799987793",NA,"33524",NA,NA,NA,NA,"auto","Dicotyledon",NA,NA,"Benth.",NA,NA,"s.n.",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"6258","2019-10-02 14:55:01-03","UFMG","BHCB","35436","PreservedSpecimen","Plantae","Lacistemataceae","Lacistema","pubescens","Lacistema pubescens",NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Mariana",NA,"-43.4160995483398","-20.377799987793",NA,"33524",NA,NA,NA,NA,"auto","Dicotyledon",NA,NA,"Mart.",NA,NA,"s.n.",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"6259","2019-10-02 14:55:01-03","UFMG","BHCB","35436","PreservedSpecimen","Plantae","Lacistemataceae","Lacistema","pubescens","Lacistema pubescens",NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Mariana",NA,"-43.4160995483398","-20.377799987793",NA,"33524",NA,NA,NA,NA,"auto","Dicotyledon",NA,NA,"Mart.",NA,NA,"s.n.",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"6260","2019-10-02 14:52:41-03","UFMG","BHCB","35412","PreservedSpecimen","Plantae","Elaeocarpaceae","Sloanea",NA,"Sloanea",NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Mariana",NA,"-43.4160995483398","-20.377799987793",NA,"33524",NA,NA,NA,NA,"auto","Dicotyledon",NA,NA,NA,NA,NA,"s.n.",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"6261","2019-10-02 15:00:15-03","UFMG","BHCB","72845","PreservedSpecimen","Plantae","Myrtaceae","Gomitesis","eriocalyx","Gomitesis eriocalyx",NA,"Barreto, HLM",NA,NA,NA,"Brasil","Minas Gerais","Mariana",NA,"-43.4160995483398","-20.377799987793",NA,"33524",NA,NA,NA,NA,"auto","Dicotyledon",NA,NA,NA,NA,NA,"7346",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"6262","2019-10-02 14:56:55-03","UFMG","BHCB","35421","PreservedSpecimen","Plantae","Melastomataceae","Leandra",NA,"Leandra",NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Mariana",NA,"-43.4160995483398","-20.377799987793",NA,"33524",NA,NA,NA,NA,"auto","Dicotyledon",NA,NA,NA,NA,NA,"s.n.",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"6263","2019-10-02 14:57:05-03","UFMG","BHCB","35422","PreservedSpecimen","Plantae","Melastomataceae","Miconia",NA,"Miconia",NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Mariana",NA,"-43.4160995483398","-20.377799987793",NA,"33524",NA,NA,NA,NA,"auto","Dicotyledon",NA,NA,"Ruiz & Pav.",NA,NA,"s.n.",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"6264","2019-10-24 17:20:39-03","UFMG","BHCB","164029","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis",NA,"Fimbristylis",NA,"Mendes, MS","2009","08",NA,"Brasil","Minas Gerais","Mariana",NA,"-43.4160995483398","-20.377799987793",NA,"33524",NA,NA,NA,"Coordenadas aproximadas.; Erva terrícola.; Campo ferruginoso.","auto","Monocotyledon",NA,NA,NA,"2019","09","s.n.","25","Southern America",NA,NA,"BHCB052270",NA,NA,NA,NA,NA
"6265","2019-10-02 14:55:25-03","UFMG","BHCB","46530","PreservedSpecimen","Plantae","Lauraceae","Ocotea","divaricata","Ocotea divaricata",NA,"Tameirão Neto, E","1997","07","03","Brasil","Minas Gerais","Mariana",NA,"-43.4160995483398","-20.377799987793",NA,"33524",NA,NA,NA,"Arbóreo.","auto","Dicotyledon",NA,NA,"(Nees) Mez",NA,NA,"s.n.",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"6266","2019-10-02 15:02:42-03","UFMG","BHCB","35429","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","purpurascens","Psychotria purpurascens",NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Mariana",NA,"-43.4160995483398","-20.377799987793",NA,"33524",NA,NA,NA,NA,"auto","Dicotyledon",NA,NA,"Müll.Arg.",NA,NA,"s.n.",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"6267","2019-10-02 15:02:42-03","UFMG","BHCB","35429","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","purpurascens","Psychotria purpurascens",NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Mariana",NA,"-43.4160995483398","-20.377799987793",NA,"33524",NA,NA,NA,NA,"auto","Dicotyledon",NA,NA,"Müll.Arg.",NA,NA,"s.n.",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"6268","2019-10-02 14:52:41-03","UFMG","BHCB","35412","PreservedSpecimen","Plantae","Elaeocarpaceae","Sloanea","hirsuta","Sloanea hirsuta",NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Mariana",NA,"-43.4160995483398","-20.377799987793",NA,"33524",NA,NA,NA,NA,"auto","Dicotyledon",NA,NA,"(Schott) Planch. ex Benth.",NA,NA,"s.n.",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"6269","2019-10-02 14:53:11-03","UFMG","BHCB","123589","PreservedSpecimen","Plantae","Euphorbiaceae","Dalechampia","triphylla","Dalechampia triphylla",NA,"Rezende, SG; Pena, FSR; Neves, GS","2008","06","05","Brasil","Minas Gerais","Mariana",NA,"-43.4160995483398","-20.377799987793",NA,"33524","1011","1011",NA,"floresta estacional semidecidual baixo-montana em estágio inicial de regeneração, liana","auto","Dicotyledon",NA,NA,"Lam.",NA,NA,"2484",NA,"Southern America",NA,NA,"BHCB008300",NA,NA,NA,NA,NA
