"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","infraspecificEpithet","typeStatus","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","class","individualCount","relatedCatalogItem"
"298","2019-12-19 16:20:38-03","UFMG","BHCB-SL","100879","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","langsdorffii","Elaphoglossum langsdorffii","(Hook. & Grev.) T.Moore","Salino, A","Salino, A; Almeida, TE; Heringer, G","11258","2006","07","04","América","Brasil","Minas Gerais","Itamarandiba","Parque Estadual da Serra Negra.","-0.712542","-18.015389","-0.712542","-18.015389","1570","1600",NA,"Prensado em álcool.; Terrestre.; Em mata nebular. Área com Campo rupestre e Matas Nebulares com Podocarpus.","BHCB048748",NA,"2006",NA,NA,NA,NA,"07",NA,NA,NA,NA
"299","2020-03-04 20:43:03-03","UFMG","BHCB-SL","105132","PreservedSpecimen","Plantae",NA,NA,"Aspleniaceae","Asplenium","pedicularifolium","Asplenium pedicularifolium","A.St.-Hil.","Salino, A","Mota, RC; Fontana, AP; Brahim, KA","3110","2006","09","13","América","Brasil","Minas Gerais","Itamarandiba","Parque Estadual da Serra Negra","-42.724694","-18.005611","-42.724694","-18.005611",NA,NA,NA,"Planta coletada entre fendas de rochas em paredão rochoso.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"300","2020-03-04 20:43:03-03","UFMG","BHCB-SL","139564","PreservedSpecimen","Plantae",NA,NA,"Aspleniaceae","Asplenium","pedicularifolium","Asplenium pedicularifolium","A.St.-Hil.","Almeida, TE","Almeida, TE; Echternacht, LA; Bastos, TV; Santos, AMO","2280","2010","04","01","América","Brasil","Minas Gerais","Itamarandiba","Parque Estadual da Serra Negra., Trilha para a antena transmissora e para a região do Barro Preto. Campos rupestres","-42.729611","-18.025472","-42.729611","-18.025472","1429","1429",NA,"Rupícola em paredão rochoso no campo rupestre",NA,NA,"2010",NA,NA,NA,NA,"04","01",NA,NA,NA
"301","2019-12-19 16:19:01-03","UFMG","BHCB-SL","100893","PreservedSpecimen","Plantae",NA,NA,"Aspleniaceae","Asplenium","serra","Asplenium serra","Langsd. & Fisch.","Souza, FS; Salino, A","Salino, A; Almeida, TE; Heringer, G","11272","2006","07","04","América","Brasil","Minas Gerais","Itamarandiba","Parque Estadual da Serra Negra, Área com campo rupestre e Matas Nebulares com Podacarpus.","-42.753889","-18.015278","-42.753889","-18.015278","1570","1600",NA,"Epífita em mata nebular. Prensado em álcool.",NA,NA,"2006",NA,NA,NA,NA,"07",NA,NA,NA,NA
"302","2020-02-11 18:26:44-03","UFMG","BHCB-SL","100924","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Christella","conspersa","Christella conspersa","(Schrad.) Á.Löve & D.Löve","Salino, A","Salino, A; Almeida, TE; Heringer, G","11303","2006","07","05","América","Brasil","Minas Gerais","Itamarandiba","Parque Estadual da Serra Negra., Campo Rupestre","43.048472","-18.025","43.048472","-18.025","1170","1170",NA,"Terrestre em barranco úmido de estrada. Caule ereto com 20 cm de altura",NA,NA,"2006",NA,NA,NA,NA,"07",NA,NA,NA,NA
"303","2020-02-11 18:26:08-03","UFMG","BHCB-SL","100885","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Cochlidium","punctatum","Cochlidium punctatum","(Raddi) L.E.Bishop.","Salino, A","Salino, A; Almeida, TE; Heringer, G","11264","2006","07","04","América","Brasil","Minas Gerais","Itamarandiba","Parque Estadual da Serra Negra, Área com Campo Rupestre e Matas Nebulares com Podocarpus.","-42.754111","-18.015389","-42.754111","-18.015389","1570","1600",NA,"Epífita em mata nebular. Prensado em álcool.",NA,NA,"2006",NA,NA,NA,NA,"07",NA,NA,NA,NA
"304","2020-02-11 18:26:09-03","UFMG","BHCB-SL","100886","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Cochlidium","serrulatum","Cochlidium serrulatum","(Sw.) L.E.Bishop.","Salino, A","Salino, A; Almeida, TE; Heringer, G","11265","2006","07","04","América","Brasil","Minas Gerais","Itamarandiba","Parque Estadual da Serra Negra, Área com Campo Rupestre e Matas Nebulares com Podocarpus.","-42.754111","-18.015389","-42.754111","-18.015389","1570","1600",NA,"Epífita em mata nebular. Prensado em álcool.",NA,NA,"2006",NA,NA,NA,NA,"07",NA,NA,NA,NA
"305","2019-11-07 11:15:46-03","UFMG","BHCB-SL","100912","PreservedSpecimen","Plantae",NA,NA,"Cyatheaceae","Cyathea","corcovadensis","Cyathea corcovadensis","(Raddi) Domin","Salino, A","Salino, A; Almeida, TE; Heringer, G","11291","2006","08","04","América","Brasil","Minas Gerais","Itamarandiba","Parque Estadual da Serra Negra","-42.754111","-18.015389","-42.754111","-18.015389","1570","1700",NA,NA,NA,NA,"2006",NA,NA,NA,NA,"07",NA,NA,NA,NA
"306","2019-11-07 11:15:53-03","UFMG","BHCB-SL","100913","PreservedSpecimen","Plantae",NA,NA,"Cyatheaceae","Cyathea","delgadii","Cyathea delgadii","Sternb.","Salino, A","Salino, A; Almeida, TE; Heringer, G","11292","2006","07","04","América","Brasil","Minas Gerais","Itamarandiba","Parque Estadual da Serra Negra","-42.754111","-18.015389","-42.754111","-18.015389","1570","1600",NA,NA,NA,NA,"2006",NA,NA,NA,NA,"07",NA,NA,NA,NA
"307","2019-11-07 11:15:57-03","UFMG","BHCB-SL","100943","PreservedSpecimen","Plantae",NA,NA,"Cyatheaceae","Cyathea","phalerata","Cyathea phalerata","Mart.","Salino, A","Salino, A; Almeida, TE; Heringer, G","11322","2006","07","05","América","Brasil","Minas Gerais","Itamarandiba","Parque Estadual da Serra Negra","-42.94875","-18.018114","-42.94875","-18.018114","1020","1020",NA,NA,NA,NA,"2006",NA,NA,NA,NA,"07",NA,NA,NA,NA
"308","2019-11-07 11:16:03-03","UFMG","BHCB-SL","100920","PreservedSpecimen","Plantae",NA,NA,"Cyatheaceae","Cyathea","villosa","Cyathea villosa","Willd.","Salino, A","Salino, A; Almeida, TE; Heringer, G","11299","2006","07","05","América","Brasil","Minas Gerais","Itamarandiba","Parque Estadual da Serra Negra","-43.048472","-18.025","-43.048472","-18.025","1170","1170",NA,NA,NA,NA,"2006",NA,NA,NA,NA,"07",NA,NA,NA,NA
"309","2020-03-04 20:43:45-03","UFMG","BHCB-SL","100950","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Cyclosorus","interruptus","Cyclosorus interruptus","(Willd.) Ito","Salino, A","Salino, A; Almeida, TE; Heringer, G","11329","2006","07","05","América","Brasil","Minas Gerais","Itamarandiba","Parque Estadual da Serra Negra, na região conhecid, Floresta Estacional Semidecidual Montana e Campos Rupestres","-42.907667","-18.028472","-42.907667","-18.028472","920","920",NA,"Terrestre em brejo na margem de estrada",NA,NA,"2006",NA,NA,NA,NA,"07",NA,NA,NA,NA
"310","2020-02-11 18:25:50-03","UFMG","BHCB-SL","100890","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Diphasiastrum","thyoides","Diphasiastrum thyoides","(Willd.) Holub","Salino, A","Salino, A; Almeida, TE; Heringer, G","11269","2006","07","04","América","Brasil","Minas Gerais","Itamarandiba","Parque Estadual da Serra Negra, Área com Campo Rupestre e Matas Nebulares com Podocarpus.","-42.754111","-18.015389","-42.754111","-18.015389","1570","1600",NA,"Terrestre na borda de mata nebular. Prensado em álcool.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"311","2019-11-07 11:19:42-03","UFMG","BHCB-SL","100954","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Doryopteris","lomariacea","Doryopteris lomariacea","Klotzsch","Salino, A","Salino, A","11333","2006","07","05","América","Brasil","Minas Gerais","Itamarandiba","Parque Estadual da Serra Negra., Tromba DAnta","-42.907667","-18.028472","-42.907667","-18.028472","920","920",NA,"Terrestre em brejo a margem de estrada.",NA,NA,"2006",NA,NA,NA,NA,"07",NA,NA,NA,NA
"312","2020-02-11 18:26:32-03","UFMG","BHCB-SL","100878","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Doryopteris","ornithopus","Doryopteris ornithopus","(Hook. & Baker) J.Sm.","Salino, A","Salino, A","11257","2006","07","04","América","Brasil","Minas Gerais","Itamarandiba","Parque Estadual da Serra Negra.","-42.754111","-18.015389","-42.754111","-18.015389","1570","1600",NA,"Rupícola.; Em campo rupestre.",NA,NA,"2006",NA,NA,NA,NA,"07",NA,NA,NA,NA
"313","2019-11-07 11:16:16-03","UFMG","BHCB-SL","100891","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum",NA,"Elaphoglossum","Schott ex J.Sm.",NA,"Salino, A; Almeida, TE; Heringer, G","11270","2006","07","04","América","Brasil","Minas Gerais","Itamarandiba","Parque Estadual da Serra Negra., Área com Campo Rupestre e Matas Nebulares com Podocarpus.","-0.712542","-18.015389","-0.712542","-18.015389","1570","1600",NA,"Epífita a 1,5m de altura, em mata nebular.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"314","2019-12-19 16:20:38-03","UFMG","BHCB-SL","100910","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","macahense","Elaphoglossum macahense","(Fée) Rosenst.","Salino, A","Salino, A; Almeida, TE; Heringer, G","11289","2006","07","04","América","Brasil","Minas Gerais","Itamarandiba","Parque Estadual da Serra Negra.","-0.712542","-18.015389","-0.712542","-18.015389","1570","1600",NA,"Prensado em álcool.; Terrestre. Caule ereto com até 40 cm de altura.; Em mata nebular. Área com Campo Rupestre e Matas Nebulares cm Podocarpus.","BHCB049434",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"315","2019-12-19 16:20:41-03","UFMG","BHCB-SL","107838","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","nigrescens","Elaphoglossum nigrescens","(Hook.) T.Moore ex Diels","Melo, LCN","Viana, PL; Teles, AM; Batista, JAN; Mota, RC","2772","2007","03","22","América","Brasil","Minas Gerais","Itamarandiba","Parque Estadual da Serra Negra.","-42.73985","-18.085028","-42.73985","-18.085028","1450","1450",NA,"Terrestr. Caule ereto.; Em interior de matinha nebular.","BHCB048831",NA,"2009",NA,NA,NA,NA,"11",NA,NA,NA,NA
"316","2019-11-07 11:16:36-03","UFMG","BHCB-SL","100930","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","scalpellum","Elaphoglossum scalpellum","T.Moore","Salino, A","Salino, A; Almeida, TE; Heringer, G","11309","2006","07","05","América","Brasil","Minas Gerais","Itamarandiba","Parque Estadual da Serra Negra., Na região conhecida com Buracão. Área de Campo Rupestre e Floresta Estacional Semidecidual Montana.","-42.961278","-18.015306","-42.961278","-18.015306","1020","1020",NA,"Terrestre entre rochas no campo rupestre. Prensado em álcool.",NA,NA,"2006",NA,NA,NA,NA,"07",NA,NA,NA,NA
"317","2019-11-07 11:16:37-03","UFMG","BHCB-SL","100883","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","vagans","Elaphoglossum vagans","(Mett.) Hieron.","Salino, A","Salino, A; Almeida, TE; Heringer, G","11262","2006","07","04","América","Brasil","Minas Gerais","Itamarandiba","Parque Estadual da Serra Negra., Área com Campo Rupestre e Matas Nebulares com Podocarpus.","-42.754111","-18.015389","-42.754111","-18.015389","1570","1600",NA,"Terrestre em mata nebular. Prensado em álcool.",NA,NA,"2006",NA,NA,NA,NA,"07",NA,NA,NA,NA
"318","2019-11-07 11:17:19-03","UFMG","BHCB-SL","100907","PreservedSpecimen","Plantae",NA,NA,"Hymenophyllaceae","Hymenophyllum","hirsutum","Hymenophyllum hirsutum","(L.) Sw.","Almeida, TE","Salino, A; Almeida, TE; Heringer, G","11286","2006","07","04","América","Brasil","Minas Gerais","Itamarandiba","Parque Estadual da Serra Negra, Área com Campo Rupestre e Matas Nebulares com Podocarpus.","-42.754111","-18.015389","-42.754111","-18.015389","1570","1600",NA,"Epífita em mata nebular.",NA,NA,"2007",NA,NA,NA,NA,"08",NA,NA,NA,NA
"319","2019-11-07 11:17:22-03","UFMG","BHCB-SL","100914","PreservedSpecimen","Plantae",NA,NA,"Hymenophyllaceae","Hymenophyllum","polyanthos","Hymenophyllum polyanthos","(Sw.) Sw.","Salino, A","Salino, A; Almeida, TE; Heringer, G","11293","2006","07","04","América","Brasil","Minas Gerais","Itamarandiba","Parque Estadual da Serra Negra, Área com Campo Rupestre e Matas Nebulares com Podocarpus.","-42.754111","-18.015389","-42.754111","-18.015389","1570","1600",NA,"Epífita em Mata Nebular. Prensado em álcool.",NA,NA,"2006",NA,NA,NA,NA,"07",NA,NA,NA,NA
"320","2019-11-07 11:17:26-03","UFMG","BHCB-SL","100881","PreservedSpecimen","Plantae",NA,NA,"Hymenophyllaceae","Hymenophyllum","pulchellum","Hymenophyllum pulchellum","Schltdl. & Cham.","Viana, MM; Salino, A","Salino, A; Almeida, TE; Heringer, G","11260","2006","07","04","América","Brasil","Minas Gerais","Itamarandiba","Parque Estadual da Serra Negra, Área com Campo Rupestre e Matas Nebulares com Podocarpus.","-42.754111","-18.015389","-42.754111","-18.015389","1570","1600",NA,"Epífita em mata nebular. Prensado em álcool.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"321","2020-03-04 20:43:24-03","UFMG","BHCB-SL","100915","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Lellingeria","apiculata","Lellingeria apiculata","(Kunze ex Klotzsch) A.R.Sm. & R.C.Moran","Salino, A","Salino, A; Almeida, TE; Heringer, G","11294","2006","07","04","América","Brasil","Minas Gerais","Itamarandiba","Parque Estadual da Serra Negra, Área com Campo Rupestre e Matas Nebulares com Podocarpus.","-42.754111","-18.015389","-42.754111","-18.015389","1570","1600",NA,"Epífita em mata nebular. Prensado em álcool.",NA,NA,"2006",NA,NA,NA,NA,"07",NA,NA,NA,NA
"322","2020-03-04 20:43:20-03","UFMG","BHCB-SL","100955","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Lycopodiella","geometra","Lycopodiella geometra","B.Øllg. & P.G.Windsch","Salino, A","Salino, A; Almeida, TE; Heringer, G","11334","2006","07","05","América","Brasil","Minas Gerais","Itamarandiba","Parque Estadual da Serra Negra, Na região conhecida como Tromba D'anta. Área de Campo Rupestre e Floresta Estacional Semidecidual Montana.","-42.907667","-18.028472","-42.907667","-18.028472","920","920",NA,"Terrestre em brejo a margem de estrada. Prensado em álcool.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"323","2020-03-04 20:43:28-03","UFMG","BHCB-SL","100916","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Melpomene","pilosissima","Melpomene pilosissima","(M.Martens & Galeotti) A.R.Sm. & R.C.Moran","Salino, A","Salino, A; Almeida, TE; Heringer, G","11295","2006","07","04","América","Brasil","Minas Gerais","Itamarandiba","Parque Estadual da Serra Negra, Área com Campo Rupestre e Matas Nebulares com Podocarpus.","-42.754111","-18.015389","-42.754111","-18.015389","1570","1600",NA,"Epífita em mata nebular. Prensado em álcool.",NA,NA,"2006",NA,NA,NA,NA,"07",NA,NA,NA,NA
"324","2020-03-04 20:43:46-03","UFMG","BHCB-SL","100944","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Meniscium","arborescens","Meniscium arborescens","Humb. ex Willd.","Fernandes, RS","Salino, A; Almeida, TE; Heringer, G","11323","2006","07","05","América","Brasil","Minas Gerais","Itamarandiba","Parque Estadual da Serra Negra","-42.94875","-18.018114","-42.94875","-18.018114","1020","1020",NA,"área de Campo Rupestre e Floresta Estacional Semidecidual Montana, terrestre em barranco de estrada",NA,NA,"2014",NA,NA,NA,NA,"04","11",NA,NA,NA
"325","2019-11-07 11:18:36-03","UFMG","BHCB-SL","100902","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Microgramma","squamulosa","Microgramma squamulosa","(Kaulf.) de la Sota","Almeida, TE","Salino, A; Almeida, TE; Heringer, G","11281","2006","07","04","América","Brasil","Minas Gerais","Itamarandiba","Parque Estadual da Serra Negra, Área com Campo Rupestre e Matas Nebulares com Podocarpus.","-42.754111","-18.015389","-42.754111","-18.015389","1570","1600",NA,"Epífita em mata nebular. Prensado em álcool.",NA,NA,"2013",NA,NA,NA,NA,NA,NA,NA,NA,NA
"326","2019-11-07 11:18:40-03","UFMG","BHCB-SL","100932","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Microgramma","tecta","Microgramma tecta","(Kaulf.) Alston","Almeida, TE","Salino, A; Almeida, TE; Heringer, G","11311","2006","07","05","América","Brasil","Minas Gerais","Itamarandiba","Parque Estadual da Serra Negra, Na região conhecida como Buracão. Área de Campo Rupestre e Floresta Semidecidual Montana.","-42.94875","-18.018114","-42.94875","-18.018114","1020","1020",NA,"Rupícola no interior de Floresta Estacional Semidecidual. Prensado em álcool.",NA,NA,"2013",NA,NA,NA,NA,NA,NA,NA,NA,NA
"327","2020-03-04 20:43:28-03","UFMG","BHCB-SL","100889","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Moranopteris","achilleifolia","Moranopteris achilleifolia","(Kaulf.) R.Y.Hirai & J.Prado","Almeida, TE","Salino, A; Almeida, TE; Heringer, G","11268","2006","07","04","América","Brasil","Minas Gerais","Itamarandiba","Parque Estadual da Serra Negra, Área com Campo Rupestre e Matas Nebulares com Podocarpus.","-42.754111","-18.015389","-42.754111","-18.015389","1570","1600",NA,"Epífita em mata nebular. Prensado em álcool.",NA,NA,"2012",NA,NA,NA,NA,"02","07",NA,NA,NA
"328","2019-12-19 16:20:56-03","UFMG","BHCB-SL","100903","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Niphidium","crassifolium","Niphidium crassifolium","(L.) Lellinger","Salino, A","Salino, A; Almeida, TE; Heringer, G","11282","2006","07","04","América","Brasil","Minas Gerais","Itamarandiba","Parque Estadual da Serra Negra, Área com Campo Rupestre e Matas Nebulares com Podocarpus.","-42.754111","-18.015389","-42.754111","-18.015389","1570","1600",NA,"Epífita em mata nebular. Prensado em álcool. PRENSADO EM ÁLCOOL","BHCB002207","BHCB002207","2006",NA,NA,NA,NA,"07",NA,NA,NA,NA
"329","2019-11-07 11:18:08-03","UFMG","BHCB-SL","100952","PreservedSpecimen","Plantae",NA,NA,"Osmundaceae","Osmunda","spectabilis","Osmunda spectabilis","Willd.","Salino, A","Salino, A; Almeida, TE; Heringer, G","11331","2006","07","05","América","Brasil","Minas Gerais","Itamarandiba","Parque Estadual da Serra Negra, Na região conhecida como Tromba D'Anta.","-42.907667","-18.028472","-42.907667","-18.028472","920","920",NA,"Terrestre em brejo à margem de estrada. Prensado em álcool. Área de Campo Rupestre e Floresta Estacional Semidecidual Montana.",NA,NA,"2006",NA,NA,NA,NA,"07",NA,NA,NA,NA
"330","2019-12-19 16:19:18-03","UFMG","BHCB-SL","100887","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Palhinhaea","cernua","Palhinhaea cernua","(L.) Franco & Vasc.","Salino, A","Salino, A; Almeida, TE; Heringer, G","11266","2006","07","04","América","Brasil","Minas Gerais","Itamarandiba","Parque Estadual da Serra Negra, Área com Campo Rupestre e Matas Nebulares com Podocarpus.","-42.754111","-18.015389","-42.754111","-18.015389","1570","1600",NA,"Terrestre em local úmido no campo rupestre. Prensado em álcool.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"331","2020-02-11 18:26:18-03","UFMG","BHCB-SL","100933","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Pecluma","pectinatiformis","Pecluma pectinatiformis","(Lindm.) M.G.Price","Salino, A","Salino, A; Almeida, TE; Heringer, G","11312","2006","07","05","América","Brasil","Minas Gerais","Itamarandiba","Parque Estadual da Serra Negra, Na região conhecida como Buracão. Área de Campo Rupestre e Floresta Semidecidual Montana.","-42.94875","-18.018114","-42.94875","-18.018114","1020","1020",NA,"Rupícola no interior de Floresta Estacional Semidecidual. Prensado em álcool.",NA,NA,"2006",NA,NA,NA,NA,"07",NA,NA,NA,NA
"332","2019-11-07 11:18:55-03","UFMG","BHCB-SL","100901","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Phlebodium","pseudoaureum","Phlebodium pseudoaureum","(Cav.) Lellinger","Salino, A","Salino, A; Almeida, TE; Heringer, G","11280","2006","07","04","América","Brasil","Minas Gerais","Itamarandiba","Parque Estadual da Serra Negra, Área com Campo Rupestre e Matas Nebulares com Podocarpus.","-42.754111","-18.015389","-42.754111","-18.015389","1570","1600",NA,"Terrestre em mata nebular. Prensado em álcool.",NA,NA,"2006",NA,NA,NA,NA,"07",NA,NA,NA,NA
"333","2020-02-11 18:26:32-03","UFMG","BHCB-SL","100945","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Pityrogramma","calomelanos","Pityrogramma calomelanos","(L.) Link","Salino, A","Salino, A","11324","2006","07","05","América","Brasil","Minas Gerais","Itamarandiba","Buracão.","-43.590972","-18.018114","-43.590972","-18.018114","1020","1020",NA,"Terrestre em barranco de estrada.",NA,NA,"2006",NA,NA,NA,NA,"01","14",NA,NA,NA
"334","2020-03-04 20:43:20-03","UFMG","BHCB-SL","100884","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Phlegmariurus","intermedius","Phlegmariurus intermedius","(Trevis.) B.Øllg.","Salino, A","Salino, A; Almeida, TE; Heringer, G","11263","2006","07","04","América","Brasil","Minas Gerais","Itamarandiba","Parque Estadual da Serra Negra, Área com Campo Rupestre e Matas Nebulares com Podocarpus.","-42.754111","-18.015389","-42.754111","-18.015389","1570","1600",NA,"Terrestre em campo rupestre. Prensado em álcool.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"335","2020-02-11 18:25:54-03","UFMG","BHCB-SL","100894","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Phlegmariurus","mollicoma","Phlegmariurus mollicoma","(Spring) B.Øllg.","Øllgaard, BO","Salino, A; Almeida, TE; Heringer, G","11273","2006",NA,NA,"América","Brasil","Minas Gerais","Itamarandiba","Parque Estadual da Serra Negra, Área com Campo Rupestre e Mata Nebulares com Podocarpus.","-42.754111","-18.015389","-42.754111","-18.015389","1570","1600",NA,"Epífita a 1m de altura, em mata nebular. PRESANDO EM ÁLCOOL.",NA,NA,"2014",NA,NA,NA,NA,"08",NA,NA,NA,NA
"336","2020-02-11 18:25:56-03","UFMG","BHCB-SL","100892","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Phlegmariurus","pungentifolius","Phlegmariurus pungentifolius","(Silveira) B.Øllg.","Salino, A","Salino, A; Almeida, TE; Heringer, G","11271","2006","07","04","América","Brasil","Minas Gerais","Itamarandiba","Parque Estadual da Serra Negra, Área com Campo Rupestre e Matas Nebulares com Podocarpus.","-42.754111","-18.015389","-42.754111","-18.015389","1570","1600",NA,"Terrestre em campo rupestre, entre vellozias. Prensado em álcool.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"337","2020-02-11 18:25:59-03","UFMG","BHCB-SL","139566","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Phlegmariurus","pungentifolius","Phlegmariurus pungentifolius","(Silveira) B.Øllg.","Almeida, TE","Almeida, TE; Echternacht, LA; Bastos, TV; Santos, AMO","2282","2010",NA,NA,"América","Brasil","Minas Gerais","Itamarandiba","Parque Estadual da Serra Negra., Trilha para a antena transmissora e para a região do Barro Preto. Campos rupestres","-42.729611","-18.025472","-42.729611","-18.025472","1429","1429",NA,"Erva terrestre em trilha, na borda de mata nebular",NA,NA,"2010",NA,NA,NA,NA,"04","01",NA,NA,NA
"338","2020-02-11 18:25:59-03","UFMG","BHCB-SL","100888","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Phlegmariurus","reflexus","Phlegmariurus reflexus","(Lam.) B.Øllg.","Salino, A","Salino, A; Almeida, TE; Heringer, G","11267","2006","07","04","América","Brasil","Minas Gerais","Itamarandiba","Parque Estadual da Serra Negra, Área com Campo Rupestre e Matas Nebulares com Podocarpus.","-42.754111","-18.015389","-42.754111","-18.015389","1570","1600",NA,"Terrestre em local úmido no campo rupestre. Prensado em álcool.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"339","2019-11-07 11:18:59-03","UFMG","BHCB-SL","100935","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Pleopeltis","hirsutissima","Pleopeltis hirsutissima","(Raddi) de la Sota","Salino, A","Salino, A; Almeida, TE; Heringer, G","11314","2006","07","05","América","Brasil","Minas Gerais","Itamarandiba","Parque Estadual da Serra Negra, Na região conhecida como Buracão. Área de Campo Rupestre e Floresta Semidecidual Montana.","-42.94875","-18.018114","-42.94875","-18.018114","1020","1020",NA,"Terrestre em tronco caído no campo rupestre. Prensado em álcool.",NA,NA,"2010",NA,NA,NA,NA,"08",NA,NA,NA,NA
"340","2019-11-07 11:18:59-03","UFMG","BHCB-SL","100895","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Pleopeltis","macrocarpa","Pleopeltis macrocarpa","(Bory ex Willd.) Kaulf.","Salino, A","Salino, A; Almeida, TE; Heringer, G","11274","2006","07","04","América","Brasil","Minas Gerais","Itamarandiba","Parque Estadual da Serra Negra, Área com Campo Rupestre e Matas Nebulares com Podocarpus.","-42.754111","-18.015389","-42.754111","-18.015389","1570","1600",NA,"Epífita a 1m de altura, em mata nebular. Prensado em álcool.",NA,NA,"2006",NA,NA,NA,NA,"07",NA,NA,NA,NA
"341","2019-11-07 11:19:02-03","UFMG","BHCB-SL","100934","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Pleopeltis","minarum","Pleopeltis minarum","(Weath.) Salino","Salino, A","Salino, A; Almeida, TE; Heringer, G","11313","2006","07","05","América","Brasil","Minas Gerais","Itamarandiba","Parque Estadual da Serra Negra, Na região conhecida como Buracão. Área de Campo Rupestre e Floresta Semidecidual Montana.","-42.94875","-18.018114","-42.94875","-18.018114","1020","1020",NA,"Terrestre em campo rupestre. Prensado em álcool.",NA,NA,"2010",NA,NA,NA,NA,"08",NA,NA,NA,NA
"342","2019-11-07 11:20:16-03","UFMG","BHCB-SL","100965","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Pteris","splendens","Pteris splendens","Kaulf.","Salino, A","Salino, A","11344","2006","07","05","América","Brasil","Minas Gerais","Itamarandiba","Tromba d'Anta.","-42.907667","-18.028472","-42.907667","-18.028472","920","920",NA,"Terrestre a margem de riacho.",NA,NA,"2006",NA,NA,NA,NA,"07",NA,NA,NA,NA
"343","2019-11-07 11:17:04-03","UFMG","BHCB-SL","100908","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Rumohra","adiantiformis","Rumohra adiantiformis","(G.Forst.) Ching","Salino, A","Salino, A; Almeida, TE; Heringer, G","11287","2006","07","04","América","Brasil","Minas Gerais","Itamarandiba","Parque Estadual da Serra Negra., Área com campo rupestre e matas nebulares com Podocarpus.","-0.712542","-18.015389","-0.712542","-18.015389","1570","1600",NA,"Terrestre em mata nebular.",NA,NA,"2006",NA,NA,NA,NA,"07",NA,NA,NA,NA
