"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","class","typeStatus","dayIdentified","infraspecificEpithet","individualCount","relatedCatalogItem"
"1012","2020-03-19 11:40:07-03","UFES","VIES","21649","S","Plantae",NA,NA,"Bromeliaceae","Billbergia","vittata","Billbergia vittata","Brongn. ex Morel","Couto, D.R.","2012","03","Zorzanelli, J.P.F.; Silva, A.E.","241","2011","12","27",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,NA,NA,NA,NA,"VIES021649",NA,"32198","auto",NA,NA,"03",NA,NA,NA
"1013","2020-03-19 11:40:35-03","UFES","VIES","30447","S","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","piperifolia","Dioscorea piperifolia","Humb. & Bonpl. ex Willd.","Couto, R.","2015","01","Zorzanelli, J.P.F.; Pereira, C.","1186","2015","01","11",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,"1285","1285",NA,NA,"VIES030447",NA,"32198","auto",NA,NA,"12",NA,NA,NA
"1014","2019-06-27 10:26:01-03","UFES","VIES","33368","S","Plantae",NA,NA,"Ochnaceae","Ouratea",NA,"Ouratea",NA,NA,NA,NA,"Zorzanelli, J.P.F.; Bacci, L.","879","2013","11","30",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,"1276","1276",NA,NA,"VIES033368","VIES033368","32198","auto",NA,NA,NA,NA,NA,NA
"1015","2020-03-19 11:41:31-03","UFES","VIES","21430","S","Plantae",NA,NA,"Melastomataceae","Miconia","affinis","Miconia affinis","DC.","Goldenberg, R.",NA,NA,"Zorzanelli, J.P.F.; Senna, D.S.","201","2011","11","14",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,"1","1",NA,NA,"VIES021430",NA,"32198","auto",NA,NA,NA,NA,NA,NA
"1016","2020-03-19 11:42:46-03","UFES","VIES","31727","S","Plantae",NA,NA,"Solanaceae","Solanum","insidiosum","Solanum insidiosum","Mart.","Giacomin, L.",NA,NA,"Zorzanelli, J.P.F.; Zorzanelli, R.F.","644","2013","04","28",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,"1280","1280",NA,NA,"VIES031727",NA,"32198","auto",NA,NA,NA,NA,NA,NA
"1017","2019-06-27 10:26:01-03","UFES","VIES","33211","S","Plantae",NA,NA,"Ochnaceae","Ouratea",NA,"Ouratea",NA,NA,NA,NA,"Zorzanelli, J.P.F.; Bacci, L.","880","2013","11","30",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,"1208","1208",NA,NA,"VIES033211",NA,"32198","auto",NA,NA,NA,NA,NA,NA
"1018","2020-03-19 11:41:37-03","UFES","VIES","21902","S","Plantae",NA,NA,"Meliaceae","Trichilia",NA,"Trichilia",NA,"Zorzanelli, J.P.F.",NA,NA,"Zorzanelli, J.P.F.; Silva, A.E.","439","2011","12",NA,NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,NA,NA,NA,NA,"VIES021902",NA,"32198","auto",NA,NA,NA,NA,NA,NA
"1019","2019-06-27 10:26:37-03","UFES","VIES","34040","S","Plantae",NA,NA,"Rubiaceae","Psychotria",NA,"Psychotria",NA,NA,NA,NA,"Zorzanelli, J.P.F.","1057","2014","07","19",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,"1520","1520",NA,NA,"VIES034040","VIES034040","32198","auto",NA,NA,NA,NA,NA,NA
"1020","2020-03-19 11:42:46-03","UFES","VIES","21491","S","Plantae",NA,NA,"Solanaceae","Solanum","swartzianum","Solanum swartzianum","Roem. & Schult.","Giacomin, L.","2012","05","Zorzanelli, J.P.F.","129","2011","09","16",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,NA,NA,NA,NA,"VIES021491",NA,"32198","auto",NA,NA,"08",NA,NA,NA
"1021","2020-03-19 11:42:46-03","UFES","VIES","21501","S","Plantae",NA,NA,"Solanaceae","Solanum","lantana","Solanum lantana","Sendtn.","Giacomin, L.","2012","05","Zorzanelli, J.P.F.","283","2012","01","05",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,NA,NA,NA,NA,"VIES021501",NA,"32198","auto",NA,NA,"08",NA,NA,NA
"1022","2020-03-19 11:39:59-03","UFES","VIES","30584","S","Plantae",NA,NA,"Begoniaceae","Begonia","angularis","Begonia angularis","Raddi","Kollmann, L.J.C.","2015","01","Zorzanelli, J.P.F.; Pereira, C.","1182","2015","01","11",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,"1324","1324",NA,NA,"VIES030584","VIES030584","32198","auto",NA,NA,"12",NA,NA,NA
"1023","2020-03-19 11:42:00-03","UFES","VIES","33479","S","Plantae",NA,NA,"Passifloraceae","Passiflora","amethystina","Passiflora amethystina","J.C.Mikan","Zorzanelli, J.P.F.","2014","01","Zorzanelli, J.P.F.","917","2014","01","17",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,"1365","1365",NA,NA,"VIES033479",NA,"32198","auto",NA,NA,"17",NA,NA,NA
"1024","2019-06-27 10:26:20-03","UFES","VIES","21850","S","Plantae",NA,NA,"Poaceae",NA,NA,NA,NA,NA,NA,NA,"Zorzanelli, J.P.F.; Zorzanelli, R.F. & Silva, A.G.","325","2012","01","27",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,NA,NA,NA,NA,"VIES021850",NA,"32198","auto",NA,NA,NA,NA,NA,NA
"1025","2019-06-27 10:26:57-03","UFES","VIES","20076","S","Plantae",NA,NA,"Solanaceae","Solanum","leucodendron","Solanum leucodendron","Sendtn.","Giacomin, L.",NA,NA,"Dias, H.M.; Silva, A.E. & Zorzanelli, J.P.F.","548","2011","02","02",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,"1200","1200",NA,NA,"VIES020076",NA,"32198","auto",NA,NA,NA,NA,NA,NA
"1026","2020-03-19 11:42:46-03","UFES","VIES","21493","S","Plantae",NA,NA,"Solanaceae","Solanum","leucodendron","Solanum leucodendron","Sendtn.","Giacomin, L.","2012","05","Zorzanelli, J.P.F.","124","2011","09","16",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,NA,NA,NA,NA,"VIES021493",NA,"32198","auto",NA,NA,"08",NA,NA,NA
"1027","2020-03-19 11:41:34-03","UFES","VIES","21447","S","Plantae",NA,NA,"Melastomataceae","Miconia","latecrenata","Miconia latecrenata","(DC.) Naudin","Goldenberg, R.",NA,NA,"Zorzanelli, J.P.F.","11","2011","05","07",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,"1","1",NA,NA,"VIES021447",NA,"32198","auto",NA,NA,NA,NA,NA,NA
"1028","2019-06-27 10:25:39-03","UFES","VIES","33474","S","Plantae",NA,NA,"Melastomataceae","Miconia","latecrenata","Miconia latecrenata","(DC.) Naudin","Goldenberg, R.","2014",NA,"Zorzanelli, J.P.F.","914","2014","01","17",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,"1408","1408",NA,NA,"VIES033474","VIES033474","32198","auto",NA,NA,NA,NA,NA,NA
"1029","2020-03-19 11:40:35-03","UFES","VIES","21357","S","Plantae",NA,NA,"Ebenaceae","Diospyros","hispida","Diospyros hispida","A.DC.","Zorzanelli, J.P.F.","2012","03","Zorzanelli, J.P.F.; Silva, A.E.","263","2011","12","31",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,"1","1",NA,NA,"VIES021357",NA,"32198","auto",NA,NA,"29",NA,NA,NA
"1030","2020-03-19 11:39:59-03","UFES","VIES","30563","S","Plantae",NA,NA,"Begoniaceae","Begonia","mysteriosa","Begonia mysteriosa","L.Kollmann & A.P.Fontana","Kollmann, L.J.C.","2015","01","Zorzanelli, J.P.F.; Pereira, C.","1187","2015","01","11",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,"1324","1324",NA,NA,"VIES030563","VIES030563","32198","auto",NA,NA,"12",NA,NA,NA
"1031","2020-03-19 11:42:46-03","UFES","VIES","21506","S","Plantae",NA,NA,"Solanaceae","Solanum","leucodendron","Solanum leucodendron","Sendtn.","Giacomin, L.","2012","05","Zorzanelli, J.P.F.; Couto, D.R.","31","2011","07","21",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,NA,NA,NA,NA,"VIES021506",NA,"32198","auto",NA,NA,"08",NA,NA,NA
"1032","2019-09-27 18:04:27-03","UFES","VIES","30210","S","Plantae",NA,NA,"Ericaceae","Gaultheria","eriophylla","Gaultheria eriophylla","(Pers.) Sleumer ex Burtt","Zorzanelli, J.P.F.","2011","11","Zorzanelli, J.P.F.; Jacobem, M.A.A.S.","156","2011","10","14",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,NA,NA,NA,NA,"VIES030210",NA,"32198","auto",NA,NA,"17",NA,NA,NA
"1033","2020-03-19 11:39:59-03","UFES","VIES","21810","S","Plantae",NA,NA,"Begoniaceae","Begonia","convolvulacea","Begonia convolvulacea","(Klotzsch) A.DC.","Kollmann, L.J.C.","2012","03","Zorzanelli, J.P.F.; Carvalho Filho, J.H.","91","2011","08","28",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,NA,NA,NA,NA,"VIES021810","VIES021810","32198","auto",NA,NA,"05",NA,NA,NA
"1034","2020-03-19 11:42:00-03","UFES","VIES","34049","S","Plantae",NA,NA,"Passifloraceae","Passiflora","capsularis","Passiflora capsularis","L.","Cervi",NA,NA,"Zorzanelli, J.P.F.; Zorzanelli, R.F.","1126","2014","12","03",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,"1167","1167",NA,NA,"VIES034049",NA,"32198","auto",NA,NA,NA,NA,NA,NA
"1035","2020-03-19 11:39:56-03","UFES","VIES","21959","S","Plantae",NA,NA,"Asteraceae","Mikania","salviifolia","Mikania salviifolia","Gardner","Tuler, A.C.",NA,NA,"Zorzanelli, J.P.F.; Jacobem, M.A.A.S.","62","2011","08","14",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,NA,NA,NA,NA,"VIES021959","VIES021959","32198","auto",NA,NA,NA,NA,NA,NA
"1036","2020-03-19 11:41:14-03","UFES","VIES","30195","S","Plantae",NA,NA,"Lauraceae","Aniba","firmula","Aniba firmula","(Nees & Mart.) Mez","Quinet, A.",NA,NA,"Zorzanelli, J.P.F.; Silva, A.E.","509","2011","12",NA,NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,"1398","1398",NA,NA,"VIES030195",NA,"32198","auto",NA,NA,NA,NA,NA,NA
"1037","2019-06-27 10:26:20-03","UFES","VIES","21855","S","Plantae",NA,NA,"Poaceae",NA,NA,NA,NA,NA,NA,NA,"Zorzanelli, J.P.F.","348","2012","02","20",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,NA,NA,NA,NA,"VIES021855",NA,"32198","auto",NA,NA,NA,NA,NA,NA
"1038","2020-03-19 11:42:21-03","UFES","VIES","30054","S","Plantae",NA,NA,"Rubiaceae","Cordiera","concolor","Cordiera concolor","(Cham.) Kuntze","Sobral, M.",NA,NA,"Zorzanelli, J.P.F.; Senna, D.S.","442","2011","09",NA,NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,"1328","1328",NA,NA,"VIES030054",NA,"32198","auto",NA,NA,NA,NA,NA,NA
"1039","2020-03-19 11:42:21-03","UFES","VIES","30069","S","Plantae",NA,NA,"Rubiaceae","Cordiera","myrciifolia","Cordiera myrciifolia","(K.Schum.) C.H.Perss. & Delprete","Zorzanelli, J.P.F.","2011","08","Zorzanelli, J.P.F.","3","2011","04","23",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,"1196","1196",NA,NA,"VIES030069",NA,"32198","auto",NA,NA,"19",NA,NA,NA
"1040","2019-06-27 10:25:38-03","UFES","VIES","34038","S","Plantae",NA,NA,"Melastomataceae","Miconia",NA,"Miconia",NA,NA,NA,NA,"Zorzanelli, J.P.F.","1062","2014","07","19",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,"1321","1321",NA,NA,"VIES034038",NA,"32198","auto",NA,NA,NA,NA,NA,NA
"1041","2020-03-19 11:39:59-03","UFES","VIES","21812","S","Plantae",NA,NA,"Begoniaceae","Begonia","cucullata","Begonia cucullata","Willd.","Couto, D.R.","2011","05","Zorzanelli, J.P.F.","5","2011","04","23",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,NA,NA,NA,NA,"VIES021812","VIES021812","32198","auto",NA,NA,"05",NA,NA,NA
"1042","2019-06-27 10:25:38-03","UFES","VIES","33914","S","Plantae",NA,NA,"Melastomataceae","Miconia",NA,"Miconia",NA,NA,NA,NA,"Zorzanelli, J.P.F.","1073","2014","08","01",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,"1376","1376",NA,NA,"VIES033914","VIES033914","32198","auto",NA,NA,NA,NA,NA,NA
"1043","2019-06-27 10:25:38-03","UFES","VIES","33848","S","Plantae",NA,NA,"Melastomataceae","Miconia",NA,"Miconia",NA,NA,NA,NA,"Zorzanelli, J.P.F.","1021","2014","06","04",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,"1285","1285",NA,NA,"VIES033848",NA,"32198","auto",NA,NA,NA,NA,NA,NA
"1044","2019-11-22 18:44:27-03","UFES","VIES","33911","S","Plantae",NA,NA,"Pteridaceae","Doryopteris","rediviva","Doryopteris rediviva","Fée","A.G.S. Oliveira","2019","10","Zorzanelli, J.P.F.","1066","2014","08","01",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,"1447","1447",NA,NA,"VIES033911","VIES033911","32198","auto",NA,NA,"11",NA,NA,NA
"1045","2020-03-19 11:41:35-03","UFES","VIES","21895","S","Plantae",NA,NA,"Melastomataceae","Tibouchina","heteromalla","Tibouchina heteromalla","(D.Don) Cogn.","Couto, D.R.","2012","04","Zorzanelli, J.P.F.; Couto, D.R.; Carrijo, T.T. & Tuler, A.C.","357","2012","04","18",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,NA,NA,NA,NA,"VIES021895",NA,"32198","auto",NA,NA,"19",NA,NA,NA
"1046","2020-03-19 11:42:19-03","UFES","VIES","21486","S","Plantae",NA,NA,"Pteridaceae","Doryopteris","varians","Doryopteris varians","(Raddi) J.Sm.","Salino, A.","2012","05","Zorzanelli, J.P.F.; Couto, D.R.; Carrijo, T.T. & Tuler, A.C.","368","2012","04","19",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,NA,NA,NA,NA,"VIES021486",NA,"32198","auto",NA,NA,"08",NA,NA,NA
"1047","2020-03-19 11:41:35-03","UFES","VIES","21453","S","Plantae",NA,NA,"Melastomataceae","Tibouchina","heteromalla","Tibouchina heteromalla","(D.Don) Cogn.","Zorzanelli, J.P.F.","2012","02","Zorzanelli, J.P.F.","343","2012","02","12",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,"1","1",NA,NA,"VIES021453",NA,"32198","auto",NA,NA,"12",NA,NA,NA
"1048","2020-03-19 11:39:59-03","UFES","VIES","30561","S","Plantae",NA,NA,"Begoniaceae","Begonia","curtii","Begonia curtii","L.B.Sm. & B.G.Schub.","Zorzanelli, J.P.F.","2015","01","Zorzanelli, J.P.F.; Pereira, C.","1188","2015","01","11",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,"1324","1324",NA,NA,"VIES030561",NA,"32198","auto",NA,NA,"11",NA,NA,NA
"1049","2020-03-19 11:41:20-03","UFES","VIES","21888","S","Plantae",NA,NA,"Malpighiaceae","Byrsonima","stipulacea","Byrsonima stipulacea","A.Juss.","Zorzanelli, J.P.F.","2012","07","Zorzanelli, J.P.F.; Senna, D.S.","448","2011","09",NA,NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,NA,NA,NA,NA,"VIES021888",NA,"32198","auto",NA,NA,"21",NA,NA,NA
"1050","2019-06-27 10:25:35-03","UFES","VIES","33478","S","Plantae",NA,NA,"Marantaceae","Maranta",NA,"Maranta",NA,NA,NA,NA,"Zorzanelli, J.P.F.","920","2014","01","17",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,"1426","1426",NA,NA,"VIES033478","VIES033478","32198","auto",NA,NA,NA,NA,NA,NA
"1051","2019-06-27 10:25:20-03","UFES","VIES","33850","S","Plantae",NA,NA,"Hymenophyllaceae","Hymenophyllum",NA,"Hymenophyllum",NA,NA,NA,NA,"Zorzanelli, J.P.F.","1018","2014","06","04",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,"1358","1358",NA,NA,"VIES033850","VIES033850","32198","auto",NA,NA,NA,NA,NA,NA
"1052","2020-03-19 11:42:46-03","UFES","VIES","33526","S","Plantae",NA,NA,"Solanaceae","Solanum","odoriferum","Solanum odoriferum","Vell.","Zorzanelli, J.P.F.","2014","02","Zorzanelli, J.P.F.","943","2013","11","25",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,"1332","1332",NA,NA,"VIES033526","VIES033526","32198","auto",NA,NA,"11",NA,NA,NA
"1053","2020-03-19 11:40:35-03","UFES","VIES","21691","S","Plantae",NA,NA,"Dryopteridaceae","Polystichum","montevidense","Polystichum montevidense","(Spreng.) Rosenst.","Salino, A.","2012","05","Zorzanelli, J.P.F.","46","2011","08","06",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,NA,NA,NA,NA,"VIES021691",NA,"32198","auto",NA,NA,"08",NA,NA,NA
"1054","2019-06-27 10:25:38-03","UFES","VIES","31733","S","Plantae",NA,NA,"Melastomataceae","Miconia",NA,"Miconia",NA,NA,NA,NA,"Zorzanelli, J.P.F.; Zorzanelli, R.F.","660","2013","04","28",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,"1547","1547",NA,NA,"VIES031733",NA,"32198","auto",NA,NA,NA,NA,NA,NA
"1055","2019-06-27 10:25:38-03","UFES","VIES","30580","S","Plantae",NA,NA,"Melastomataceae","Miconia",NA,"Miconia",NA,NA,NA,NA,"Zorzanelli, J.P.F.; Pereira, C.","1173","2015","01","11",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,"1194","1194",NA,NA,"VIES030580",NA,"32198","auto",NA,NA,NA,NA,NA,NA
"1056","2019-06-27 10:25:20-03","UFES","VIES","30045","S","Plantae",NA,NA,"Hymenophyllaceae","Hymenophyllum",NA,"Hymenophyllum",NA,NA,NA,NA,"Zorzanelli, J.P.F.","401","2012","06","23",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,NA,NA,NA,NA,"VIES030045",NA,"32198","auto",NA,NA,NA,NA,NA,NA
"1057","2020-03-19 11:39:59-03","UFES","VIES","21809","S","Plantae",NA,NA,"Begoniaceae","Begonia","digitata","Begonia digitata","Raddi","Kollmann, L.J.C.","2012","03","Zorzanelli, J.P.F.","207","2011","11","20",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,NA,NA,NA,NA,"VIES021809",NA,"32198","auto",NA,NA,"05",NA,NA,NA
"1058","2020-03-19 11:42:19-03","UFES","VIES","30363","S","Plantae",NA,NA,"Pteridaceae","Doryopteris","varians","Doryopteris varians","(Raddi) J.Sm.","Salino, A.",NA,NA,"Couto, D.R.; Zorzanelli, J.P.F.; Carrijo, T.T. & Tuler, A.C.","2161","2012","04","19",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,"1000","1000",NA,NA,"VIES030363",NA,"32198","auto",NA,NA,NA,NA,NA,NA
"1059","2020-03-19 11:40:37-03","UFES","VIES","33381","S","Plantae",NA,NA,"Ericaceae","Gaylussacia",NA,"Gaylussacia",NA,"Souza, W.O.","2015","09","Zorzanelli, J.P.F.; Bacci, L.","890","2013","12","01",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,"1376","1376",NA,NA,"VIES033381","VIES033381","32198","auto",NA,NA,"10",NA,NA,NA
"1060","2020-03-19 11:41:23-03","UFES","VIES","30471","S","Plantae",NA,NA,"Malpighiaceae","Tetrapterys","mucronata","Tetrapterys mucronata","Cav.","Almeida, R.F.",NA,NA,"Zorzanelli, J.P.F.; Araújo, E.A.","1081","2014","09","09",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,"1279","1279",NA,NA,"VIES030471","VIES030471","32198","auto",NA,NA,NA,NA,NA,NA
"1061","2020-03-19 11:42:00-03","UFES","VIES","20579","S","Plantae",NA,NA,"Orchidaceae","Zygopetalum","maxillare","Zygopetalum maxillare","Lodd.","Couto, D.R.","2012","04","Couto, D.R.; Carrijo, T.; Tueler, A. & Zorzanelli, J.P.F.","2173","2012","04","19",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,"1320","1320",NA,NA,"VIES020579",NA,"32198","auto",NA,NA,"19",NA,NA,NA
"1062","2020-03-19 11:42:46-03","UFES","VIES","31723","S","Plantae",NA,NA,"Solanaceae","Solanum","pseudocapsicum","Solanum pseudocapsicum","L.","Giacomin, L.","2013","04","Zorzanelli, J.P.F.; Zorzanelli, R.F.","645","2013","04","28",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,"1285","1285",NA,NA,"VIES031723",NA,"32198","auto",NA,NA,"29",NA,NA,NA
"1063","2020-03-19 11:41:35-03","UFES","VIES","20620","S","Plantae",NA,NA,"Melastomataceae","Tibouchina","heteromalla","Tibouchina heteromalla","(D.Don) Cogn.","Couto, D.R.","2012","04","Couto, D.R.; Carrijo, T.; Tueler, A. & Zorzanelli, J.P.F.","2162","2012","04","19",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,NA,NA,NA,NA,"VIES020620",NA,"32198","auto",NA,NA,"19",NA,NA,NA
"1064","2019-06-27 10:25:38-03","UFES","VIES","21998","S","Plantae",NA,NA,"Melastomataceae","Miconia",NA,"Miconia",NA,NA,NA,NA,"Zorzanelli, J.P.F.","419","2011","12",NA,NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,NA,NA,NA,NA,"VIES021998",NA,"32198","auto",NA,NA,NA,NA,NA,NA
"1065","2019-06-27 10:26:28-03","UFES","VIES","33849","S","Plantae",NA,NA,"Primulaceae","Cybianthus",NA,"Cybianthus",NA,NA,NA,NA,"Zorzanelli, J.P.F.","1022","2014","06","04",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,"1194","1194",NA,NA,"VIES033849","VIES033849","32198","auto",NA,NA,NA,NA,NA,NA
"1066","2020-03-19 11:41:57-03","UFES","VIES","21485","S","Plantae",NA,NA,"Orchidaceae","Octomeria","grandiflora","Octomeria grandiflora","Lindl.","Couto, D.R.","2012","03","Zorzanelli, J.P.F.; Silva, A.E.","315","2012","01","20",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,NA,NA,NA,NA,"VIES021485",NA,"32198","auto",NA,NA,"06",NA,NA,NA
"1067","2019-06-27 10:23:53-03","UFES","VIES","20000","S","Plantae",NA,NA,"Annonaceae","Guatteria",NA,"Guatteria",NA,NA,NA,NA,"Zorzanelli, J.P.F.; Bacci, L.","784","2013","06","20",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,"1430","1430",NA,NA,"VIES020000",NA,"32198","auto",NA,NA,NA,NA,NA,NA
"1068","2019-06-27 10:25:26-03","UFES","VIES","20459","S","Plantae",NA,NA,"Lomariopsidaceae","Nephrolepis",NA,"Nephrolepis",NA,NA,NA,NA,"Zorzanelli, J.P.F.; Kollmann, L.J.C. & Fontana, A.P.","687","2013","05","30",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,"1600","1600",NA,NA,"VIES020459",NA,"32198","auto",NA,NA,NA,NA,NA,NA
"1069","2020-03-19 11:41:57-03","UFES","VIES","30252","S","Plantae",NA,NA,"Orchidaceae","Octomeria","crassifolia","Octomeria crassifolia","Lindl.","H.L. Silva","2019","07","Zorzanelli, J.P.F.","964","2014","03","27",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,"1337","1337",NA,NA,"VIES030252","VIES030252","32198","auto",NA,NA,"17",NA,NA,NA
"1070","2020-03-19 11:39:47-03","UFES","VIES","21993","S","Plantae",NA,NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin & Fiaschi","P. Fiaschi","2017","02","Zorzanelli, J.P.F.","415","2011","12",NA,NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,NA,NA,NA,NA,"VIES021993",NA,"32198","auto",NA,NA,"16",NA,NA,NA
