"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","class","order","family","genus","specificEpithet","scientificName","recordedBy","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","occurrenceRemarks","geoFlag","individualCount","scientificNameAuthorship","identifiedBy","yearIdentified","recordNumber","year","month","day","continentOcean","verbatimLongitude","verbatimLatitude","preparationType","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","monthIdentified","dayIdentified","relatedCatalogItem","typeStatus"
"50","2019-02-22 15:11:07-03","ESALQ","ESA","8265","S","Plantae","Magnoliophyta",NA,NA,"Aristolochiaceae","Aristolochia","smilacina","Aristolochia smilacina","Souza, V.C. ; Sakuragui, C.M.","Brasil","Minas Gerais","Barão de Cocais",NA,"-43.4872016906738","-19.94580078125","21378",NA,"auto",NA,"(Klotzsch) Duchrt.","Souza, V.C.",NA,"2068","1992","10","12",NA,NA,NA,NA,"ESA008265","ESA008265_1 ESA008265_2",NA,NA,NA,NA,NA,NA,NA
"51","2019-07-11 08:49:51-03","ESALQ","ESA","85716","S","Plantae","Magnoliophyta",NA,NA,"Asteraceae","Baccharis","serrulata","Baccharis serrulata","Oliveira, A.M.","Brasil","Minas Gerais","Barão de Cocais",NA,"-43.4872016906738","-19.94580078125","21378",NA,"auto",NA,"(Lam.) Pers.","Robinson, H.","2003","46","2002","03","26",NA,NA,NA,NA,"ESA085716","ESA085716",NA,NA,NA,"08",NA,NA,NA
"52","2019-07-11 08:50:23-03","ESALQ","ESA","8237","S","Plantae","Magnoliophyta",NA,NA,"Begoniaceae","Begonia","rufa","Begonia rufa","Souza, V.C. ; Sakuragui, C.M.","Brasil","Minas Gerais","Barão de Cocais",NA,"-43.4872016906738","-19.94580078125","21378",NA,"auto",NA,"Schott","Feliciano, C.D.","2008","2069","1992","10","12",NA,NA,NA,NA,"ESA008237",NA,NA,NA,NA,NA,NA,NA,NA
"53","2019-07-11 08:55:02-03","ESALQ","ESA","8240","S","Plantae","Magnoliophyta",NA,NA,"Myrtaceae","Campomanesia","adamantium","Campomanesia adamantium","Souza, V.C. ; Sakuragui, C.M.","Brasil","Minas Gerais","Barão de Cocais",NA,"-43.4872016906738","-19.94580078125","21378",NA,"auto",NA,"(Cambess.) O.Berg","Soares-Silva, L.H.","2001","2072","1992","10","12",NA,NA,NA,NA,"ESA008240","ESA008240",NA,NA,NA,"09",NA,NA,NA
"54","2019-07-11 08:53:39-03","ESALQ","ESA","8238","S","Plantae","Magnoliophyta",NA,NA,"Loranthaceae","Struthanthus","flexicaulis","Struthanthus flexicaulis","Souza, V.C. ; Sakuragui, C.M.","Brasil","Minas Gerais","Barão de Cocais",NA,"-43.4872016906738","-19.94580078125","21378",NA,"auto",NA,"Mart.","Souza, V.C.",NA,"2070","1992","10","12",NA,NA,NA,NA,"ESA008238","ESA008238",NA,NA,NA,NA,NA,NA,NA
"55","2019-02-22 15:23:41-03","ESALQ","ESA","8263","S","Plantae","Magnoliophyta",NA,NA,"Melastomataceae","Tibouchina",NA,"Tibouchina","Souza, V.C. ; Sakuragui, C.M.","Brasil","Minas Gerais","Barão de Cocais",NA,"-43.4872016906738","-19.94580078125","21378",NA,"auto",NA,NA,NA,NA,"2066","1992","10","12",NA,NA,NA,NA,"ESA008263",NA,NA,NA,NA,NA,NA,NA,NA
"56","2019-07-11 10:14:43-03","ESALQ","ESA","8264","S","Plantae","Magnoliophyta",NA,NA,"Velloziaceae","Vellozia",NA,"Vellozia","Souza, V.C. ; Sakuragui, C.M.","Brasil","Minas Gerais","Barão de Cocais",NA,"-43.4872016906738","-19.94580078125","21378",NA,"auto",NA,NA,NA,NA,"2067","1992","10","12",NA,NA,NA,NA,"ESA008264","ESA008264",NA,NA,NA,NA,NA,NA,NA
"57","2020-02-13 14:06:35-03","MN","R","231854","S","Plantae",NA,NA,NA,"Apocynaceae","Blepharodon","nitidum","Blepharodon nitidum","Alves, R.J.V.","Brasil","Minas Gerais","Barão de Cocais",NA,"-43.4872016906738","-19.94580078125","21378",NA,"auto",NA,"(Vell.) J.F. Macbr.","Rapini, A.","1999","5494","1996",NA,NA,NA,NA,NA,NA,"R010034985,R010034986",NA,NA,NA,NA,"07",NA,NA,NA
"58","2019-02-15 11:44:29-02","IPA","IPA","44377","S","Plantae","Plantae",NA,NA,"Loganiaceae","Spigelia","spartioides","Spigelia spartioides","Hensold, N.; Rodrigues, M.T.; Menezes, N.L.; Kawasaki, M.L.; Rodrigues, M.T.; Menezes, N.L.; Kawasaki, M.L.","Brasil","Minas Gerais","Barão de Cocais","Serra do Garimpo, a 10km de Barão de Cocais.","-43.4872016906738","-19.94580078125","21378","Erva; flores cor-de-rosa.","auto",NA,"Cham. & Schltdl.","Chiappeta, A.","1984","s.n.","1982","01","12","Southern America",NA,NA,NA,"IPA0044377","IPA0044377",NA,NA,NA,"07","10",NA,NA
"59","2020-03-10 08:29:17-03","UFV","VIC","37818","PreservedSpecimen","Plantae",NA,NA,NA,"Mimosoideae","Inga","barbata","Inga barbata","Batista, M.L.; Procópio, R.","Brasil","Minas Gerais","Barão de Cocais","Curso d'água no campo rupestre sobre canga.","-43.464722","-19.895",NA,"Árvore 3,5m alt., com flores.",NA,NA,"Benth.","Batista, M.L.","2012","s.n.","2012","09","28",NA,"-43.464722","-19.895",NA,"VIC037818",NA,NA,NA,NA,"09","28",NA,NA
"60","2020-03-10 08:29:17-03","UFV","VIC","37824","PreservedSpecimen","Plantae",NA,NA,NA,"Mimosoideae","Inga","cylindrica","Inga cylindrica","Batista, M.L.; Procópio, R.","Brasil","Minas Gerais","Barão de Cocais","Estrada de terra na borda de um fragmento.","-43.463333","-19.893056",NA,"Árvore 8,5m alt., com flores.",NA,NA,"(Vell.) Mart.","Batista, M.L.","2012","s.n.","2012","09","28",NA,"-43.463333","-19.893056",NA,"VIC037824",NA,NA,NA,NA,"09","28",NA,NA
"61","2020-03-10 08:29:36-03","UFV","VIC","21854F","PreservedSpecimen","Plantae",NA,NA,NA,"Mycosphaerellaceae","Mycovellosiella","lantanae","Mycovellosiella lantanae","Pereira, Mauricio J","Brasil","Minas Gerais","Barão de Cocais","2 Km da Entrada do Santuário do Caraça","-43.4872016906738","-19.94580078125","21378","Lantana camara L.","auto",NA,"(Chupp) Deighton",NA,NA,"73","1996","05","03",NA,NA,NA,NA,"VIC21854F",NA,NA,NA,NA,NA,NA,NA,NA
"62","2020-03-10 08:30:56-03","UFV","VIC","21853F","PreservedSpecimen","Plantae",NA,NA,NA,"Uropyxidaceae","Prospodium","tuberculatum","Prospodium tuberculatum","Pereira, Mauricio J","Brasil","Minas Gerais","Barão de Cocais","2 Km da Entrada do Santuário do Caraça","-43.4872016906738","-19.94580078125","21378","Lantana camara L.","auto",NA,"(Kuntze) Arthur",NA,NA,"72","1996","05","03",NA,NA,NA,NA,"VIC21853F",NA,NA,NA,NA,NA,NA,NA,NA
"63","2020-03-10 08:29:36-03","UFV","VIC","21851F","PreservedSpecimen","Plantae",NA,NA,NA,"Mycosphaerellaceae","Mycovellosiella","lantanae","Mycovellosiella lantanae","Pereira, Mauricio J","Brasil","Minas Gerais","Barão de Cocais","Barão de Cocais, Km 4","-43.4872016906738","-19.94580078125","21378","Lantana camara L.","auto",NA,"(Chupp) Deighton",NA,NA,"70","1996","05","03",NA,NA,NA,NA,"VIC21851F",NA,NA,NA,NA,NA,NA,NA,NA
"64","2020-03-10 08:29:36-03","UFV","VIC","21852F","PreservedSpecimen","Plantae",NA,NA,NA,"Mycosphaerellaceae","Mycovellosiella","lantanae","Mycovellosiella lantanae","Pereira, Mauricio J","Brasil","Minas Gerais","Barão de Cocais","Entrada Santuário do Caraça","-43.4872016906738","-19.94580078125","21378","Lantana camara L.","auto",NA,"(Chupp) Deighton",NA,NA,"71","1996","05","03",NA,NA,NA,NA,"VIC21852F",NA,NA,NA,NA,NA,NA,NA,NA
"65","2020-03-10 08:30:45-03","UFV","VIC","30605F","PreservedSpecimen","Plantae",NA,NA,NA,"Sclerodermataceae","Pisolithus","microcarpus","Pisolithus microcarpus","Campos, Daniela T","Brasil","Minas Gerais","Barão de Cocais","Plantação de Eucalipto do Projeto Cocais","-43.4872016906738","-19.94580078125","21378","Eucalyptus grandis W. Hill.","auto",NA,"(Cooke & Massee) G. Cunn.",NA,NA,"PT115","2004","07",NA,NA,NA,NA,NA,"VIC30605F",NA,NA,NA,NA,NA,NA,NA,NA
"66","2020-03-10 08:30:45-03","UFV","VIC","30601F","PreservedSpecimen","Plantae",NA,NA,NA,"Sclerodermataceae","Pisolithus","microcarpus","Pisolithus microcarpus","Campos, Daniela T","Brasil","Minas Gerais","Barão de Cocais","Plantação de Eucalipto do Projeto Cocais","-43.4872016906738","-19.94580078125","21378","Eucalyptus grandis W. Hill.","auto",NA,"(Cooke & Massee) G. Cunn.",NA,NA,"PT111","2004","07",NA,NA,NA,NA,NA,"VIC30601F",NA,NA,NA,NA,NA,NA,NA,NA
"67","2020-03-10 08:30:45-03","UFV","VIC","30607F","PreservedSpecimen","Plantae",NA,NA,NA,"Sclerodermataceae","Pisolithus","microcarpus","Pisolithus microcarpus","Campos, Daniela T","Brasil","Minas Gerais","Barão de Cocais","Plantação de Eucalipto do Projeto Cocais","-43.4872016906738","-19.94580078125","21378","Eucalyptus grandis W. Hill.","auto",NA,"(Cooke & Massee) G. Cunn.",NA,NA,"PT117","2002","02",NA,NA,NA,NA,NA,"VIC30607F",NA,NA,NA,NA,NA,NA,NA,NA
"68","2020-03-10 08:30:45-03","UFV","VIC","30593F","PreservedSpecimen","Plantae",NA,NA,NA,"Sclerodermataceae","Pisolithus","microcarpus","Pisolithus microcarpus","Campos, Daniela T","Brasil","Minas Gerais","Barão de Cocais","Plantação de Eucalipto do Projeto Cocais","-43.4872016906738","-19.94580078125","21378","Eucalyptus grandis W. Hill.","auto",NA,"(Cooke & Massee) G. Cunn.",NA,NA,"PT103","2004","02",NA,NA,NA,NA,NA,"VIC30593F",NA,NA,NA,NA,NA,NA,NA,NA
"69","2020-03-10 08:30:45-03","UFV","VIC","30604F","PreservedSpecimen","Plantae",NA,NA,NA,"Sclerodermataceae","Pisolithus","microcarpus","Pisolithus microcarpus","Campos, Daniela T","Brasil","Minas Gerais","Barão de Cocais","Plantação de Eucalipto do Projeto Cocais","-43.4872016906738","-19.94580078125","21378","Eucalyptus grandis W. Hill.","auto",NA,"(Cooke & Massee) G. Cunn.",NA,NA,"PT114","2002","02",NA,NA,NA,NA,NA,"VIC30604F",NA,NA,NA,NA,NA,NA,NA,NA
"70","2020-03-10 08:30:45-03","UFV","VIC","30606F","PreservedSpecimen","Plantae",NA,NA,NA,"Sclerodermataceae","Pisolithus","microcarpus","Pisolithus microcarpus","Campos, Daniela T","Brasil","Minas Gerais","Barão de Cocais","Plantação de Eucalipto do Projeto Cocais","-43.4872016906738","-19.94580078125","21378","Eucalyptus grandis W. Hill.","auto",NA,"(Cooke & Massee) G. Cunn.",NA,NA,"PT116","2002","02",NA,NA,NA,NA,NA,"VIC30606F",NA,NA,NA,NA,NA,NA,NA,NA
"71","2020-03-10 08:30:45-03","UFV","VIC","30590F","PreservedSpecimen","Plantae",NA,NA,NA,"Sclerodermataceae","Pisolithus","microcarpus","Pisolithus microcarpus","Daniela Tiago da Silva Campos, PT100","Brasil","Minas Gerais","Barão de Cocais","Plantação de Eucalipto do Projeto Cocais","-43.4872016906738","-19.94580078125","21378","Eucalyptus grandis W. Hill.","auto",NA,"(Cooke & Massee) G. Cunn.",NA,NA,"PT100","2002","02",NA,NA,NA,NA,NA,"VIC30590F",NA,NA,NA,NA,NA,NA,NA,NA
"72","2020-03-10 08:30:45-03","UFV","VIC","30595F","PreservedSpecimen","Plantae",NA,NA,NA,"Sclerodermataceae","Pisolithus","microcarpus","Pisolithus microcarpus","Campos, Daniela T","Brasil","Minas Gerais","Barão de Cocais","Plantação de Eucalipto do Projeto Cocais","-43.4872016906738","-19.94580078125","21378","Eucalyptus grandis W. Hill.","auto",NA,"(Cooke & Massee) G. Cunn.",NA,NA,"PT105","2004","02",NA,NA,NA,NA,NA,"VIC30595F",NA,NA,NA,NA,NA,NA,NA,NA
"73","2020-03-10 08:30:45-03","UFV","VIC","30603F","PreservedSpecimen","Plantae",NA,NA,NA,"Sclerodermataceae","Pisolithus","microcarpus","Pisolithus microcarpus","Campos, Daniela T","Brasil","Minas Gerais","Barão de Cocais","Plantação de Euclipto do Projeto Cocais","-43.4872016906738","-19.94580078125","21378","Eucalyptus grandis W. Hill.","auto",NA,"(Cooke & Massee) G. Cunn.",NA,NA,"PT113","2002","02",NA,NA,NA,NA,NA,"VIC30603F",NA,NA,NA,NA,NA,NA,NA,NA
"74","2020-03-10 08:29:36-03","UFV","VIC","21855F","PreservedSpecimen","Plantae",NA,NA,NA,"Mycosphaerellaceae","Mycovellosiella","lantanae","Mycovellosiella lantanae","Pereira, Mauricio J","Brasil","Minas Gerais","Barão de Cocais","Santuário do Caraça, Tanque Grande","-43.4872016906738","-19.94580078125","21378","Lantana camara L.","auto",NA,"(Chupp) Deighton",NA,NA,"74","1996","05","03",NA,NA,NA,NA,"VIC21855F",NA,NA,NA,NA,NA,NA,NA,NA
"75","2019-11-21 14:35:37-03","UFJF","CESJ","36608","PreservedSpecimen","Plantae","Angiosperma",NA,NA,"Euphorbiaceae","Croton","lobatus","Croton lobatus","A.M. Oliveira; J.R. Stehmann","Brasil","Minas Gerais","Barão de Cocais","Picha do Cavalo, Mina Brucutu / CVRD","-43.436111","-19.885556",NA,NA,NA,NA,"Forsk.",NA,NA,"s.n.","2002","01","31","América do Sul","-43.436111","-19.885556",NA,"CESJ036608",NA,NA,NA,NA,NA,NA,NA,NA
"76","2019-11-21 14:35:37-03","UFJF","CESJ","38793","PreservedSpecimen","Plantae","Angiosperma",NA,NA,"Euphorbiaceae","Croton","splendidus","Croton splendidus","A.M. Oliveira; J.R. Stehmann","Brasil","Minas Gerais","Barão de Cocais","Picha do Cavalo, Mina Brucutu / CVRD. 19º53'08 S, 43º26'10,9W.","-43.436361","-19.885556",NA,"Arbusto de 0,5 a 1m de altura, em canga couraçada; estames brancos.",NA,NA,"Mart. ex Colla",NA,"2012","19","2002","01","31","América do Sul","-43.436361","-19.885556",NA,"CESJ038793",NA,NA,NA,NA,"07","02",NA,NA
"77","2019-11-21 14:39:17-03","UFJF","CESJ","1537","PreservedSpecimen","Plantae","Angiosperma",NA,NA,"Melastomataceae",NA,NA,NA,"L. Roth","Brasil","Minas Gerais","Barão de Cocais",NA,"-43.4872016906738","-19.94580078125","21378","Erva do brejo?","auto",NA,NA,NA,NA,"s.n","1953","03",NA,"América do Sul",NA,NA,NA,"CESJ001537",NA,NA,NA,NA,NA,NA,NA,NA
"78","2019-11-21 14:33:56-03","UFJF","CESJ","1326","PreservedSpecimen","Plantae","Angiosperma",NA,NA,"Cyperaceae","Lipocarpha",NA,"Lipocarpha","L. Roth","Brasil","Minas Gerais","Barão de Cocais",NA,"-43.4872016906738","-19.94580078125","21378","Herbácea do brejo.","auto",NA,NA,"M.Alves","2000","s.n.","1953","03","27","América do Sul",NA,NA,NA,"CESJ001326",NA,NA,NA,NA,"04","13",NA,NA
"79","2019-11-21 14:30:11-03","UFJF","CESJ","39117","PreservedSpecimen","Plantae","Angiosperma",NA,NA,"Annonaceae","Guatteria","villosissima","Guatteria villosissima","A.M. Oliveira","Brasil","Minas Gerais","Barão de Cocais","Canga naMina Brucutu","-43.4872016906738","-19.94580078125","21378","Arbóreo, com 1,5m de altura,em canga couraçada.","auto",NA,"A. St.-Hil.","A.M. Oliveira","2002","51",NA,NA,NA,"América do Sul",NA,NA,NA,"CESJ039117","CESJ039117",NA,NA,NA,"03","26",NA,NA
"80","2019-11-21 14:35:34-03","UFJF","CESJ","40188","PreservedSpecimen","Plantae","Angiosperma",NA,NA,"Euphorbiaceae","Astraea",NA,"Astraea","A.M. Oliveira","Brasil","Minas Gerais","Barão de Cocais","Canga na Mina Brucutu / CVRD","-43.4872016906738","-19.94580078125","21378","Erva de 50cm a 1m de altura, em canga couraçada.","auto",NA,NA,"R.F. Santos","2016","49","2002","03","26","América do Sul",NA,NA,NA,"CESJ040188",NA,NA,NA,NA,"10",NA,NA,NA
"81","2019-11-21 14:33:23-03","UFJF","CESJ","40154","PreservedSpecimen","Plantae","Angiosperma",NA,NA,"Clusiaceae","Kielmeyera","regalis","Kielmeyera regalis","A.M. Oliveira","Brasil","Minas Gerais","Barão de Cocais","Canga na Mina Brucutu / CVRD","-43.4872016906738","-19.94580078125","21378","Arbusto, em canga couraçada; flores com pétalas rosas e anteras amarelas.","auto",NA,"Saddi","A.M. Oliveira",NA,"45","2002","03","26","América do Sul",NA,NA,NA,"CESJ040154",NA,NA,NA,NA,NA,NA,NA,NA
"82","2019-11-21 14:44:15-03","UFJF","CESJ","40182","PreservedSpecimen","Plantae","Angiosperma",NA,NA,"Rubiaceae","Borreria","capitata","Borreria capitata","A.M. Oliveira","Brasil","Minas Gerais","Barão de Cocais","Canga na Mina Brucutu/CVRD","-43.4872016906738","-19.94580078125","21378","Erva com 50cm alt., em canga couraçada; flores brancas.","auto",NA,"(Ruiz & Pav.) D.C.","A.M. Oliveira",NA,"42","2002","03","26","América do Sul",NA,NA,NA,"CESJ040182",NA,NA,NA,NA,NA,NA,NA,NA
"83","2019-11-21 14:48:45-03","UFJF","CESJ","39118","PreservedSpecimen","Plantae","Angiosperma",NA,NA,"Verbenaceae","Stachytarpheta","mexiae","Stachytarpheta mexiae","A.M. Oliveira","Brasil","Minas Gerais","Barão de Cocais","Canga na Mina Brucutu/CVRD","-43.4872016906738","-19.94580078125","21378","Arbusto, ca. 50 cm alt., em canga couraçada; flores roxas.","auto",NA,"Moldenke","A.M. Oliveira",NA,"37","2002","03","26","América do Sul",NA,NA,NA,"CESJ039118",NA,NA,NA,NA,NA,NA,NA,NA
"84","2019-11-21 14:47:50-03","UFJF","CESJ","39569","PreservedSpecimen","Plantae","Angiosperma",NA,NA,"Verbenaceae","Lippia","hermannioides","Lippia hermannioides","A.M. Oliveira","Brasil","Minas Gerais","Barão de Cocais","Canga na Mina Brucutu/CVRD","-43.4872016906738","-19.94580078125","21378","Arbusto, ca. 2-2,5 m alt., em canga couraçada; flores brancas e rosas.","auto",NA,"Cham.","F.R.G. Salimena","2012","39","2002","03","26","América do Sul",NA,NA,NA,"CESJ039569",NA,NA,NA,NA,"03",NA,NA,NA
"85","2019-11-21 14:35:48-03","UFJF","CESJ","40186","PreservedSpecimen","Plantae","Angiosperma",NA,NA,"Euphorbiaceae","Microstachys","daphnoides","Microstachys daphnoides","A.M. Oliveira","Brasil","Minas Gerais","Barão de Cocais","Canga na Mina Brucutu/ CVRD","-43.4872016906738","-19.94580078125","21378","Arbusto com 1 m de altura, em canga couraçada; flores amrelas, frutos vermelhos com protuberância verdes.","auto",NA,"(Mart.) Müll.Arg.","A.C. Pschiedt","2011","40","2002","03","26","América do Sul",NA,NA,NA,"CESJ040186",NA,NA,NA,NA,"07","11",NA,NA
"86","2019-11-21 14:48:06-03","UFJF","CESJ","44195","PreservedSpecimen","Plantae","Angiosperma",NA,NA,"Verbenaceae","Lippia","origanoides","Lippia origanoides","A.M. Oliveira","Brasil","Minas Gerais","Barão de Cocais","Canga na Mina Brucutu/ CVRD","-43.4872016906738","-19.94580078125","21378","Arbusto, ca. 1m alt., em canga couraçada; flores brancas.","auto",NA,"Kunth","F.R.G. Salimena","2010","44","2002","03","26","América do Sul",NA,NA,NA,"CESJ044195",NA,NA,NA,NA,"10",NA,NA,NA
"87","2019-11-21 14:38:36-03","UFJF","CESJ","38514","PreservedSpecimen","Plantae","Angiosperma",NA,NA,"Malpighiaceae","Byrsonima","variabilis","Byrsonima variabilis","A.M. Oliveira","Brasil","Minas Gerais","Barão de Cocais","Mina Brucutu - CVRD, Picha do Cavalo. Coord.: Lat.:19º53'08S; Lon.:43º26'10,9W.","-43.4872016906738","-19.94580078125","21378","Arbóreo, 2m alt., em canga couraçada; glândulas brancas, cálice variando do branco ao rosa, corola e estames amarelos.","auto",NA,"A.Juss.","A.M. Oliveira",NA,"17","2002","01","31","América do Sul",NA,NA,NA,"CESJ038514",NA,NA,NA,NA,NA,NA,NA,NA
"88","2019-11-21 14:47:50-03","UFJF","CESJ","44133","PreservedSpecimen","Plantae","Angiosperma",NA,NA,"Verbenaceae","Lippia","gracilis","Lippia gracilis","R.C. Mota","Brasil","Minas Gerais","Barão de Cocais","Mina de Brucutu","-43.4872016906738","-19.94580078125","21378","Coletada em campo rupestre, sobre canga. Arbusto.","auto",NA,"Schau.",NA,NA,"239","2000","03","29","América do Sul",NA,NA,NA,"CESJ044133",NA,NA,NA,NA,NA,NA,NA,NA
"89","2019-11-21 14:48:45-03","UFJF","CESJ","34555","PreservedSpecimen","Plantae","Angiosperma",NA,NA,"Verbenaceae","Stachytarpheta","mexiae","Stachytarpheta mexiae","M.R.S.M.Marque-Leitão; et al.","Brasil","Minas Gerais","Barão de Cocais","Mina de Brucutu-CVRD","-43.4872016906738","-19.94580078125","21378","Canga, área abandonada do depósito de minério de ferro. Arbusto.","auto",NA,"Moldenke","F.R.G. Salimena","2001","s.n.","1999","02","19","América do Sul",NA,NA,NA,"CESJ034555",NA,NA,NA,NA,"09",NA,NA,NA
"90","2019-11-21 14:33:25-03","UFJF","CESJ","60339","PreservedSpecimen","Plantae","Angiosperma",NA,NA,"Clusiaceae","Vismia","magnoliifolia","Vismia magnoliifolia","A.M. Oliveira; J.R. Stehmann; R.C. Mota","Brasil","Minas Gerais","Barão de Cocais","Mina do Brucutu, Mirante / CVRD. Coord.: Lat.:19º51'06,94S; Lon.:43º22'35,45W; Alt.:1063m.","-43.4872016906738","-19.94580078125","21378","Arbórea, em canga couraçada, anteras amarelas, estigmas pretos.","auto",NA,"Cham. & Schldl.","A.M. Oliveira","2003","152","2002","12","16","América do Sul",NA,NA,NA,"CESJ060339",NA,NA,NA,NA,"01",NA,NA,NA
"91","2019-11-21 14:44:02-03","UFJF","CESJ","47774","PreservedSpecimen","Plantae","Angiosperma",NA,NA,"Primulaceae","Myrsine","lancifolia","Myrsine lancifolia","A.M. Oliveira; J.R. Stehmann; R.C. Mota","Brasil","Minas Gerais","Barão de Cocais","Mirante-Mina do Brucutu","-43.4872016906738","-19.94580078125","21378","Arbóreo","auto",NA,"Mart.",NA,NA,"182","2003","12","16","América do Sul",NA,NA,NA,"CESJ047774",NA,NA,NA,NA,NA,NA,NA,NA
"92","2019-11-21 14:44:53-03","UFJF","CESJ","46603","PreservedSpecimen","Plantae","Angiosperma",NA,NA,"Salicaceae","Casearia","arborea","Casearia arborea","A.M. Oliveira; J.R. Stehmann; R.C. Mota","Brasil","Minas Gerais","Barão de Cocais","Mirante, Mina do Brucutu /CVRD, 19º51'06,94S, 43º22'35,45W, 1063m.","-43.4872016906738","-19.94580078125","21378","Arbórea, em canga couraçada; flores creme, estames amarelos.","auto",NA,"(Rich.) Urb.","A.M. Oliveira",NA,"151","2002","12","16","América do Sul",NA,NA,NA,"CESJ046603",NA,NA,NA,NA,NA,NA,NA,NA
"93","2019-11-21 14:37:29-03","UFJF","CESJ","44599","PreservedSpecimen","Plantae","Angiosperma",NA,NA,"Humiriaceae","Humiriastrum","glaziovii","Humiriastrum glaziovii glaziovii","A. M. Oliveira; J.R. Stehmann; R. C Mota","Brasil","Minas Gerais","Barão de Cocais","Mirante, Mina do Brucutu/CVRD, 19º51'06,94''S, 43º22'35,45''W, 1063m","-43.4872016906738","-19.94580078125","21378","Arbusto em canga couraçada, flores esverdeadas","auto",NA,"(Urb.) Cuatrec.","A. M. Oliveira","2003","160","2002","12","16","América do Sul",NA,NA,NA,"CESJ044599",NA,NA,NA,"glaziovii","01",NA,NA,NA
