"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","yearIdentified","monthIdentified","dayIdentified","country","stateProvince","county","locality","individualCount","occurrenceRemarks","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","preparationType","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","infraspecificEpithet","relatedCatalogItem","class"
"58","2019-10-02 14:51:55-03","UFMG","BHCB","29744","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cannabaceae","Celtis","brasiliensis","Celtis brasiliensis","(Gardner) Planch.",NA,NA,NA,"Brasil","Minas Gerais","Braúnas",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,"Southern America","-42.7155990600586","-19.0557994842529",NA,NA,NA,NA,NA,NA,NA,"19086","auto",NA,NA,NA
"59","2019-10-02 14:59:34-03","UFMG","BHCB","29751","PreservedSpecimen","Plantae","Dicotyledon",NA,"Meliaceae","Trichilia","pallida","Trichilia pallida","Sw.",NA,NA,NA,"Brasil","Minas Gerais","Braúnas",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,"Southern America","-42.7155990600586","-19.0557994842529",NA,NA,NA,NA,NA,NA,NA,"19086","auto",NA,NA,NA
"60","2019-10-02 15:01:18-03","UFMG","BHCB","29755","PreservedSpecimen","Plantae","Dicotyledon",NA,"Peraceae","Pogonophora","schomburgkiana","Pogonophora schomburgkiana","Miers ex Benth.",NA,NA,NA,"Brasil","Minas Gerais","Braúnas",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,"Southern America","-42.7155990600586","-19.0557994842529",NA,NA,NA,NA,NA,NA,NA,"19086","auto",NA,NA,NA
"61","2019-10-02 15:05:01-03","UFMG","BHCB","29753","PreservedSpecimen","Plantae","Dicotyledon",NA,"Verbenaceae","Petrea","volubilis","Petrea volubilis","L.",NA,NA,NA,"Brasil","Minas Gerais","Braúnas",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,"Southern America","-42.7155990600586","-19.0557994842529",NA,NA,NA,NA,NA,NA,NA,"19086","auto",NA,NA,NA
"62","2019-10-02 14:59:40-03","UFMG","BHCB","25745","PreservedSpecimen","Plantae","Dicotyledon",NA,"Moraceae","Dorstenia","arifolia","Dorstenia arifolia","Lam.",NA,NA,NA,"Brasil","Minas Gerais","Braúnas",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,"Southern America","-42.7155990600586","-19.0557994842529",NA,NA,NA,NA,NA,NA,NA,"19086","auto",NA,NA,NA
"63","2019-10-02 14:59:40-03","UFMG","BHCB","25745","PreservedSpecimen","Plantae","Dicotyledon",NA,"Moraceae","Dorstenia","arifolia","Dorstenia arifolia","Lam.",NA,NA,NA,"Brasil","Minas Gerais","Braúnas",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,"Southern America","-42.7155990600586","-19.0557994842529",NA,NA,NA,NA,NA,NA,NA,"19086","auto",NA,NA,NA
"64","2019-10-02 14:55:39-03","UFMG","BHCB","26316","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lythraceae","Cuphea",NA,"Cuphea",NA,NA,NA,NA,"Brasil","Minas Gerais","Braúnas",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,"Southern America","-42.7155990600586","-19.0557994842529",NA,NA,NA,NA,NA,NA,NA,"19086","auto",NA,NA,NA
"65","2019-10-02 15:06:00-03","UFMG","BHCB","29739","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Acanthostachys","strobilacea","Acanthostachys strobilacea","(Schult.) Klotzsch",NA,NA,NA,"Brasil","Minas Gerais","Braúnas",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,"Southern America","-42.7155990600586","-19.0557994842529",NA,NA,NA,NA,NA,NA,NA,"19086","auto",NA,NA,NA
"66","2019-10-02 15:06:00-03","UFMG","BHCB","29739","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Acanthostachys","strobilacea","Acanthostachys strobilacea","(Schult.) Klotzsch",NA,NA,NA,"Brasil","Minas Gerais","Braúnas",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,"Southern America","-42.7155990600586","-19.0557994842529",NA,NA,NA,NA,NA,NA,NA,"19086","auto",NA,NA,NA
"67","2019-10-02 15:00:51-03","UFMG","BHCB","27859","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Syzygium","cumini","Syzygium cumini","(L.) Skeels",NA,NA,NA,"Brasil","Minas Gerais","Braúnas",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,"Southern America","-42.7155990600586","-19.0557994842529",NA,NA,NA,NA,NA,NA,NA,"19086","auto",NA,NA,NA
"68","2019-10-02 15:00:51-03","UFMG","BHCB","27859","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Syzygium","cumini","Syzygium cumini","(L.) Skeels",NA,NA,NA,"Brasil","Minas Gerais","Braúnas",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,"Southern America","-42.7155990600586","-19.0557994842529",NA,NA,NA,NA,NA,NA,NA,"19086","auto",NA,NA,NA
"69","2019-10-02 14:59:30-03","UFMG","BHCB","29773","PreservedSpecimen","Plantae","Dicotyledon",NA,"Meliaceae","Guarea",NA,"Guarea",NA,NA,NA,NA,"Brasil","Minas Gerais","Braúnas",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,"Southern America","-42.7155990600586","-19.0557994842529",NA,NA,NA,NA,NA,NA,NA,"19086","auto",NA,NA,NA
"70","2019-10-02 15:02:17-03","UFMG","BHCB","46449","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Cordiera","elliptica","Cordiera elliptica","(Cham.) Kuntze",NA,NA,NA,"Brasil","Minas Gerais","Braúnas",NA,NA,"UHE Porto Estrela. Arbustivo.",NA,"Tameirão Neto, E","s.n.","1997","10","15","Southern America","-42.7155990600586","-19.0557994842529",NA,NA,NA,NA,NA,NA,NA,"19086","auto",NA,NA,NA
"71","2019-10-02 14:52:56-03","UFMG","BHCB","27863","PreservedSpecimen","Plantae","Dicotyledon",NA,"Erythroxylaceae","Erythroxylum","subrotundum","Erythroxylum subrotundum","A.St.-Hil.",NA,NA,NA,"Brasil","Minas Gerais","Braúnas",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,"Southern America","-42.7155990600586","-19.0557994842529",NA,NA,NA,NA,NA,NA,NA,"19086","auto",NA,NA,NA
"72","2019-10-02 14:52:56-03","UFMG","BHCB","27863","PreservedSpecimen","Plantae","Dicotyledon",NA,"Erythroxylaceae","Erythroxylum","subrotundum","Erythroxylum subrotundum","A.St.-Hil.",NA,NA,NA,"Brasil","Minas Gerais","Braúnas",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,"Southern America","-42.7155990600586","-19.0557994842529",NA,NA,NA,NA,NA,NA,NA,"19086","auto",NA,NA,NA
"73","2019-10-02 15:06:26-03","UFMG","BHCB","27844","PreservedSpecimen","Plantae","Monocotyledon",NA,"Cyperaceae","Cyperus","odoratus","Cyperus odoratus","L.",NA,NA,NA,"Brasil","Minas Gerais","Braúnas",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,"Southern America","-42.7155990600586","-19.0557994842529",NA,NA,NA,NA,NA,NA,NA,"19086","auto",NA,NA,NA
"74","2019-10-02 15:00:13-03","UFMG","BHCB","27851","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC.",NA,NA,NA,"Brasil","Minas Gerais","Braúnas",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,"Southern America","-42.7155990600586","-19.0557994842529",NA,NA,NA,NA,NA,NA,NA,"19086","auto",NA,NA,NA
"75","2019-10-02 15:00:08-03","UFMG","BHCB","27852","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","neoformosa","Eugenia neoformosa","Sobral",NA,NA,NA,"Brasil","Minas Gerais","Braúnas",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,"Southern America","-42.7155990600586","-19.0557994842529",NA,NA,NA,NA,NA,NA,NA,"19086","auto",NA,NA,NA
"76","2019-10-02 14:54:25-03","UFMG","BHCB","29743","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Parapiptadenia","pterosperma","Parapiptadenia pterosperma","(Benth.) Brenan",NA,NA,NA,"Brasil","Minas Gerais","Braúnas",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,"Southern America","-42.7155990600586","-19.0557994842529",NA,NA,NA,NA,NA,NA,NA,"19086","auto",NA,NA,NA
"77","2019-10-02 14:54:25-03","UFMG","BHCB","29743","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Parapiptadenia","pterosperma","Parapiptadenia pterosperma","(Benth.) Brenan","2012","11","01","Brasil","Minas Gerais","Braúnas",NA,NA,"UHE Porto Estrela, rio Santo Antônio.; Arbóreo.; Floresta ciliar.",NA,"Tameirão Neto, E; França, GS","s.n.","1993","10","09","Southern America","-42.7155990600586","-19.0557994842529",NA,NA,NA,NA,NA,NA,NA,"19086","auto",NA,NA,NA
"78","2019-10-02 14:54:25-03","UFMG","BHCB","29763","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Parapiptadenia","contorta","Parapiptadenia contorta",NA,NA,NA,NA,"Brasil","Minas Gerais","Braúnas",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,"Southern America","-42.7155990600586","-19.0557994842529",NA,NA,NA,NA,NA,NA,NA,"19086","auto",NA,NA,NA
"79","2019-10-02 14:54:25-03","UFMG","BHCB","29763","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Parapiptadenia","contorta","Parapiptadenia contorta",NA,NA,NA,NA,"Brasil","Minas Gerais","Braúnas",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,"Southern America","-42.7155990600586","-19.0557994842529",NA,NA,NA,NA,NA,NA,NA,"19086","auto",NA,NA,NA
"80","2019-10-02 14:59:42-03","UFMG","BHCB","27862","PreservedSpecimen","Plantae","Dicotyledon",NA,"Moraceae","Maclura","tinctoria","Maclura tinctoria","(L.) D.Don ex Steud.",NA,NA,NA,"Brasil","Minas Gerais","Braúnas",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,"Southern America","-42.7155990600586","-19.0557994842529",NA,NA,NA,NA,NA,NA,NA,"19086","auto",NA,NA,NA
"81","2019-10-02 15:05:01-03","UFMG","BHCB","29753","PreservedSpecimen","Plantae","Dicotyledon",NA,"Verbenaceae","Petrea","volubilis","Petrea volubilis","L.",NA,NA,NA,"Brasil","Minas Gerais","Braúnas",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,"Southern America","-42.7155990600586","-19.0557994842529",NA,NA,NA,NA,NA,NA,NA,"19086","auto",NA,NA,NA
"82","2019-10-02 14:59:32-03","UFMG","BHCB","29767","PreservedSpecimen","Plantae","Dicotyledon",NA,"Meliaceae","Trichilia","catigua","Trichilia catigua","A.Juss.",NA,NA,NA,"Brasil","Minas Gerais","Braúnas",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,"Southern America","-42.7155990600586","-19.0557994842529",NA,NA,NA,NA,NA,NA,NA,"19086","auto",NA,NA,NA
"83","2019-10-02 14:59:32-03","UFMG","BHCB","29767","PreservedSpecimen","Plantae","Dicotyledon",NA,"Meliaceae","Trichilia","catigua","Trichilia catigua","A.Juss.",NA,NA,NA,"Brasil","Minas Gerais","Braúnas",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,"Southern America","-42.7155990600586","-19.0557994842529",NA,NA,NA,NA,NA,NA,NA,"19086","auto",NA,NA,NA
"84","2019-10-02 14:59:42-03","UFMG","BHCB","27862","PreservedSpecimen","Plantae","Dicotyledon",NA,"Moraceae","Maclura","tinctoria","Maclura tinctoria","(L.) D.Don ex Steud.",NA,NA,NA,"Brasil","Minas Gerais","Braúnas",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,"Southern America","-42.7155990600586","-19.0557994842529",NA,NA,NA,NA,NA,NA,NA,"19086","auto",NA,NA,NA
"85","2019-10-02 14:48:19-03","UFMG","BHCB","29746","PreservedSpecimen","Plantae","Dicotyledon",NA,"Anacardiaceae","Tapirira","guianensis","Tapirira guianensis","Aubl.",NA,NA,NA,"Brasil","Minas Gerais","Braúnas",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,"Southern America","-42.7155990600586","-19.0557994842529",NA,NA,NA,NA,NA,NA,NA,"19086","auto",NA,NA,NA
"86","2019-10-02 14:56:17-03","UFMG","BHCB","29752","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malvaceae","Bombacopsis",NA,"Bombacopsis",NA,NA,NA,NA,"Brasil","Minas Gerais","Braúnas",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,"Southern America","-42.7155990600586","-19.0557994842529",NA,NA,NA,NA,NA,NA,NA,"19086","auto",NA,NA,NA
"87","2019-10-02 14:48:19-03","UFMG","BHCB","29746","PreservedSpecimen","Plantae","Dicotyledon",NA,"Anacardiaceae","Tapirira","guianensis","Tapirira guianensis","Aubl.",NA,NA,NA,"Brasil","Minas Gerais","Braúnas",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,"Southern America","-42.7155990600586","-19.0557994842529",NA,NA,NA,NA,NA,NA,NA,"19086","auto",NA,NA,NA
"88","2019-10-02 14:57:10-03","UFMG","BHCB","27865","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Miconia","ibaguensis","Miconia ibaguensis","(Bonpl.) Triana","2011","02","22","Brasil","Minas Gerais","Braúnas",NA,NA,"Rio Santo Antônio, UHE Porto",NA,"Tameirão Neto, E; França, GS","983","1993","10","09","Southern America","-42.7155990600586","-19.0557994842529",NA,NA,NA,"BHCB002831",NA,NA,NA,"19086","auto",NA,NA,NA
"89","2019-10-02 14:59:32-03","UFMG","BHCB","28448","PreservedSpecimen","Plantae","Dicotyledon",NA,"Meliaceae","Trichilia",NA,"Trichilia",NA,NA,NA,NA,"Brasil","Minas Gerais","Braúnas",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,"Southern America","-42.7155990600586","-19.0557994842529",NA,NA,NA,NA,NA,NA,NA,"19086","auto",NA,NA,NA
"90","2019-10-02 14:59:32-03","UFMG","BHCB","28448","PreservedSpecimen","Plantae","Dicotyledon",NA,"Meliaceae","Trichilia",NA,"Trichilia",NA,NA,NA,NA,"Brasil","Minas Gerais","Braúnas",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,"Southern America","-42.7155990600586","-19.0557994842529",NA,NA,NA,NA,NA,NA,NA,"19086","auto",NA,NA,NA
"91","2019-10-02 15:01:03-03","UFMG","BHCB","27848","PreservedSpecimen","Plantae","Dicotyledon",NA,"Onagraceae","Ludwigia",NA,"Ludwigia","L.",NA,NA,NA,"Brasil","Minas Gerais","Braúnas",NA,NA,"Macrófita aquática, subarbustivo, anfíbia",NA,"Tameirão Neto, E; França, GS","966","1993","10","09","Southern America","-42.7155990600586","-19.0557994842529",NA,NA,NA,"BHCB047000",NA,NA,NA,"19086","auto",NA,NA,NA
