"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","infraspecificEpithet","monthIdentified","class","dayIdentified","typeStatus","individualCount","relatedCatalogItem"
"45","2019-12-16 17:36:00-03","NYBG","NYBG","440747","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Tabernaemontana","laeta","Tabernaemontana laeta","Mart.","A. J. M. Leeuwenberg",NA,"G. G. Hatschbach","61198","1994","10","10","South America","Brazil","Espírito Santo","Venda Nova do Imigrante","Rod. BR 262, 3-5 km leste de Venda Nova do Imigrante","-41.1344","-20.3397","-41.1344","-20.3397",NA,NA,"sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=297107 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00440747","NY00440747",NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2019-12-16 18:00:53-03","NYBG","NYBG","477294","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Clusiaceae","Tovomita","fructipendula","Tovomita fructipendula","(Ruiz & Pav.) Cambess.","L. C. Marinho","2017","G. G. Hatschbach","61559","1995","01","16","South America","Brazil","Espírito Santo","Venda Nova do Imigrante","Mata Fria","-41.1344","-20.3397","-41.1344","-20.3397","1100","1100","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=415516 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00477294","NY00477294",NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2019-12-16 18:55:59-03","NYBG","NYBG","408423","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Meliaceae","Trichilia","lepidota","Trichilia lepidota schumanniana","(Harms) T.D.Penn.","T. D. Pennington","1997","G. G. Hatschbach","61547","1995","01","16","South America","Brazil","Espírito Santo","Venda Nova do Imigrante","Alto Bananal","-41.1344","-20.3397","-41.1344","-20.3397","1200","1200","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=592880 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00408423","NY00408423",NA,NA,"schumanniana",NA,NA,NA,NA,NA,NA
"48","2019-12-04 15:25:02-03","PUCPR","HUCP","10804","S","Plantae","Eudicotiledonea",NA,"Chrysobalanaceae","Licania","spicata","Licania spicata","Hook. f.","Prance, GT","1996","Hatschbach, GG","61510","1995","01","15",NA,"Brasil","Espírito Santo","Venda Nova do Imigrante",NA,"-41.1347007751465","-20.3397006988525",NA,NA,NA,NA,NA,NA,"HUCP00010068","HUCP00010068","15909","auto",NA,NA,NA,NA,NA,NA,NA
"49","2019-10-09 11:17:36-03","UFBA","ALCB","126236","PreservedSpecimen","Plantae","Dicotyledon",NA,"Hamamelidaceae","Liquidambar","formosa","Liquidambar formosa","Hance","Guedes, ML","2017","Guedes, ML; Araújo, FS de; et al.","25019","2016","09","28","Southern America","Brasil","Espírito Santo","Venda Nova de Imigrante","Fazenda Saúde.","-41.133333","-20.333333","-41.133333","-20.333333","630","630",NA,"monóica. Folhas simples aglomeradas na extremidade dos ramos, pecíololongo, palmatilobadas, margens serreadas. Inflorescências masculinas e femininas separadas na mesma planta, terminais, globosas. Fruto do tipo cápsula globosa espine","ALCB033501","ALCB033501",NA,NA,NA,"01",NA,NA,NA,NA,NA
"50","2019-10-09 11:23:20-03","UFBA","ALCB","126234a","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rosaceae","Spiraea","cantoniensis","Spiraea cantoniensis","Lour.","Guedes, ML","2017","Guedes, ML; Araújo, FS de; et al.","25017","2016","09","28","Southern America","Brasil","Espírito Santo","Venda Nova de Imigrante","Fazenda Saúde.","-41.133333","-20.333333","-41.133333","-20.333333","630","630",NA,"ereto, com ramagens arqueadas, muito ramificada. Inflorescência com flores alvas.","ALCB033499","ALCB033499",NA,NA,NA,"01",NA,NA,NA,NA,NA
"51","2019-10-09 11:25:40-03","UFBA","ALCB","126235","PreservedSpecimen","Plantae","Dicotyledon",NA,"Verbenaceae","Verbena","litoralis","Verbena litoralis litoralis","Kunth","Guedes, ML","2017","Guedes, ML; Araújo, FS de; et al.","25018","2016","09","28","Southern America","Brasil","Espírito Santo","Venda Nova de Imigrante","Fazenda Saúde.","-41.133333","-20.333333","-41.133333","-20.333333","630","630",NA,"caule quadrangular. Folhas rígidas, ásperas, margem serreada. Inflorescência terminal, flores em botões.","ALCB033500","ALCB033500",NA,NA,"litoralis","01",NA,NA,NA,NA,NA
"52","2019-10-09 11:24:38-03","UFBA","ALCB","126240","PreservedSpecimen","Plantae","Dicotyledon",NA,"Sapindaceae","Litchi","chinensis","Litchi chinensis","Sonn.","Guedes, ML","2017","Guedes, ML; Araújo, FS de; et al.","25023","2016","09","28","Southern America","Brasil","Espírito Santo","Venda Nova de Imigrante","Fazenda Saúde.","-41.133333","-20.333333","-41.133333","-20.333333","630","630",NA,"8-12 m de altura. Folhas compostas, folíolos coriáceos, discolores. Inflorescência terminal, flores cremes.","ALCB033505","ALCB033505",NA,NA,NA,"01",NA,NA,NA,NA,NA
"53","2019-10-09 11:22:09-03","UFBA","ALCB","126232","PreservedSpecimen","Plantae","Dicotyledon",NA,"Oxalidaceae","Oxalis","corniculata","Oxalis corniculata","L.","Guedes, ML","2017","Guedes, ML; Araújo, FS de; et al.","25015","2016","09","28","Southern America","Brasil","Espírito Santo","Venda Nova de Imigrante","Fazenda Saúde.","-41.133333","-20.333333","-41.133333","-20.333333","630","630",NA,"Folhas trifolioladas. Flores amarelas. Fruto cápsula cilindrica verde.","ALCB033497","ALCB033497",NA,NA,NA,"01",NA,NA,NA,NA,NA
"54","2019-10-09 11:23:18-03","UFBA","ALCB","126239","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rosaceae","Pyrus","communis","Pyrus communis","L.","Guedes, ML","2017","Guedes, ML; Araújo, FS de; et al.","25022","2016","09","28","Southern America","Brasil","Espírito Santo","Venda Nova de Imigrante","Fazenda Saúde.","-41.133333","-20.333333","-41.133333","-20.333333","630","630",NA,"Folhas cartáceas, discolores, margens serreadas. Flores com longo pedunculo, pétalas alvas.","ALCB033504","ALCB033504",NA,NA,NA,"01",NA,NA,NA,NA,NA
"55","2019-10-09 11:14:58-03","UFBA","ALCB","126238","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Acacia","podalyriifolia","Acacia podalyriifolia","A. Cunn. & G. Don","Guedes, ML","2017","Guedes, ML; Araújo, FS de; et al.","25021","2016","09","28","Southern America","Brasil","Espírito Santo","Venda Nova de Imigrante","Fazenda Saúde.","-41.133333","-20.333333","-41.133333","-20.333333","630","630",NA,"de 5-7 m. de altura; ramagem esparsa, pubescente quando nova, formando copa aberta. Folhas na forma de filódios ovalados cinza-prateados. Inflorescências axilares ou terminais, em numerosos capítulos, flores pequenas amarelas , perfum","ALCB033503","ALCB033503",NA,NA,NA,"01",NA,NA,NA,NA,NA
"56","2019-10-09 11:20:52-03","UFBA","ALCB","60031","PreservedSpecimen","Plantae","Dicotyledon",NA,"Moraceae","Dorstenia","elata","Dorstenia elata","Hook.f.","Carauta, P","2001","Hatschbach, G; Hatschbach, M; Silva, JM","71463","2000","10","20","Southern America","Brasil","Espírito Santo","Venda Nova de Imigrante","Alto Bananeiras",NA,NA,NA,NA,"900","900",NA,"Terrícola. Encosta do morro.","ALCB035124","ALCB035124",NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2019-10-09 11:14:32-03","UFBA","ALCB","126237","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Euphorbia","leucocephala","Euphorbia leucocephala","Lotsy","Guedes, ML","2017","Guedes, ML; Araújo, FS de; et al.","25020","2016","09","28","Southern America","Brasil","Espírito Santo","Venda Nova de Imigrante","Fazenda Saúde.","-41.133333","-20.333333","-41.133333","-20.333333","630","630",NA,"latescente. Folhas elípticas, discolores. Inflorescência densa, ciatiforme, com brácteas brancas.","ALCB033502","ALCB033502",NA,NA,NA,"01",NA,NA,NA,NA,NA
"58","2019-10-09 11:17:13-03","UFBA","ALCB","126233","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Senna","tropica","Senna tropica","(Vell.) H.S.Irwin & Barneby","Guedes, ML","2017","Guedes, ML; Araújo, FS de; et al.","25016","2016","09","28","Southern America","Brasil","Espírito Santo","Venda Nova de Imigrante","Fazenda Saúde.","-41.133333","-20.333333","-41.133333","-20.333333","630","630",NA,"Folíolos cartáceos. Inflorescência com flores de pétalas amarelas.","ALCB033498","ALCB033498",NA,NA,NA,"01",NA,NA,NA,NA,NA
"59","2019-10-09 11:25:12-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Solanum","cinnamomeum","Solanum cinnamomeum","Sendtn.","Stehmann, JR","2006","Hatschbach, G; Hatschbach, M; Deodato, F","65207","1996","07","06","Southern America","Brasil","Espírito Santo","Venda Nova do Imigrante","Mata Fria","-41.133333","-20.333333","-41.133333","-20.333333","900","900",NA,"8 m. Flor alvacenta, tendendo ao creme; anteras creme.; alto do morro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2019-10-09 11:18:11-03","UFBA","ALCB","040486","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lauraceae","Ocotea","floribunda","Ocotea floribunda","(Sw.) Mez.","Rohwer, JG","1998","Hatschbach, G; Hatschbach, M; Silva, JM","61531","1995","01","15","Southern America","Brasil","Espírito Santo","Venda Nova do Imigrante","Alto Bananal","-41.1347007751465","-20.3397006988525",NA,NA,"1000","1000",NA,"15m. Flor creme.","ALCB003132","ALCB003132","15909","auto",NA,NA,NA,NA,NA,NA,NA
"61","2019-10-09 11:16:27-03","UFBA","ALCB","111985","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Machaerium","oblongifolium","Machaerium oblongifolium","Vogel","Mendonça, CV","2002","Hatschbach, G; Silva, JM","61514","1995","01","15","Southern America","Brasil","Espírito Santo","Venda Nova do Imigrante","Alto Bananal.","-41.1347007751465","-20.3397006988525",NA,NA,"100","100",NA,"Lenhosa.; Mata pluvial.","ALCB031560","ALCB031560","15909","auto",NA,NA,NA,NA,NA,NA,NA
"62","2019-10-09 11:12:04-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Dicotyledon",NA,"Boraginaceae","Cordia","trachyphylla","Cordia trachyphylla","Mart.","Stapf, MNS","2004","Hatschbach, G; Hatschbach, M; Silva, JM","71473","2000","10","20","Southern America","Brasil","Espírito Santo","Venda Nova do Imigrante","Alto Bananeiras","-41.1347007751465","-20.3397006988525",NA,NA,NA,NA,NA,"3m, flor alva. Floresta Atlântica ; alto do morro. Alt. 900-1000m.",NA,NA,"15909","auto",NA,NA,NA,NA,NA,NA,NA
"63","2019-10-09 11:28:00-03","UFBA","ALCB","74595","PreservedSpecimen","Plantae","Monocotyledon",NA,"Cyperaceae","Pleurostachys","stricta","Pleurostachys stricta","Kunth","Prata, AP","2003","Hatschbach, G; Hatschbach, M; Silva, JM","71465","2002","10","20","Southern America","Brasil","Espírito Santo","Venda Nova do Imigrante","Alto Bananeiras","-41.1347007751465","-20.3397006988525",NA,NA,"900","900",NA,"ao longo do córrego na floresta","ALCB016663","ALCB016663","15909","auto",NA,NA,NA,NA,NA,NA,NA
"64","2019-10-09 11:21:18-03","UFBA","ALCB","60403","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Marlierea","excoriata","Marlierea excoriata","Mart.","Sobral, M","2001","Hatschbach, G; Silva, JM","61562","1995","01","16","Southern America","Brasil","Espírito Santo","Venda Nova do Imigrante","Mata Fria","-41.1347007751465","-20.3397006988525",NA,NA,"1100","1100",NA,"20 m.","ALCB058578",NA,"15909","auto",NA,NA,NA,NA,NA,NA,NA
"65","2019-10-09 11:18:10-03","UFBA","ALCB","040497","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lauraceae","Ocotea","aciphylla","Ocotea aciphylla","(Nees) Mez., Reitz e Kle","Rohwer, JG","1998","Hatschbach, G; Hatschbach, M; Silva, JM","61571","1995","01","16","Southern America","Brasil","Espírito Santo","Venda Nova do Imigrante","Mata Fria","-41.1347007751465","-20.3397006988525",NA,NA,"1100","1100",NA,"20m.","ALCB003056","ALCB003056 ALCB003056_1","15909","auto",NA,NA,NA,NA,NA,NA,NA
"66","2019-10-09 11:18:06-03","UFBA","ALCB","040485","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.Macbride","Rohwer, JG","1998","Hatschbach, G; Hatschbach, M; Silva, JM","61580","1995","01","17","Southern America","Brasil","Espírito Santo","Venda Nova do Imigrante","Mata Fria","-41.1347007751465","-20.3397006988525",NA,NA,"1100","1100",NA,"5m. Odorífera. Flor creme.; da Encosta de morro.","ALCB002971","ALCB002971","15909","auto",NA,NA,NA,NA,NA,NA,NA
"67","2019-10-09 11:21:18-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Marlierea","excoriata","Marlierea excoriata","Mart.","Sobral, M","2001","Hatschbach, G; Silva, JM","61562","1995","01","16","Southern America","Brasil","Espírito Santo","Venda Nova do Imigrante","Mata Fria","-41.1347007751465","-20.3397006988525",NA,NA,"1100","1100",NA,"20 m.",NA,NA,"15909","auto",NA,NA,NA,NA,NA,NA,NA
"68","2019-10-09 11:20:16-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Meriania","tetramera","Meriania tetramera","Wurdack",NA,NA,"Hatschbach, G; Silva, JM; Ferreira, LA","69131","1999","05","17","Southern America","Brasil","Espírito Santo","Venda Nova do Imigrante","Mirante da torre de TV","-41.1347007751465","-20.3397006988525",NA,NA,NA,NA,NA,"5 m. Flores rosadas.",NA,NA,"15909","auto",NA,NA,NA,NA,NA,NA,NA
"69","2019-10-09 11:20:16-03","UFBA","ALCB","59958","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Meriania","tetramera","Meriania tetramera","Wurdack",NA,NA,"Hatschbach, G; Silva, JM; Ferreira, LA","69131","1999","05","17","Southern America","Brasil","Espírito Santo","Venda Nova do Imigrante","Mirante da torre de TV","-41.1347007751465","-20.3397006988525",NA,NA,NA,NA,NA,"5 m. Flores rosadas.","ALCB062542",NA,"15909","auto",NA,NA,NA,NA,NA,NA,NA
"70","2020-02-13 14:06:14-03","MN","R","222573","S","Plantae",NA,NA,"Alismataceae","Echinodorus","grandiflorus","Echinodorus grandiflorus","(Cham. & Schhdl.) Micheli",NA,NA,"Baptista, L.B.M.",NA,"2011",NA,NA,NA,"Brasil","Espírito Santo","Venda Nova do Imigrante",NA,"-41.229722",NA,"41°13'47W","20°33'97S",NA,NA,NA,NA,"R010068670,R010068671","R010068670 R010068671",NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2019-08-27 13:28:21-03","IAP","PACA-AGP","102790","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Amaranthaceae","Alternanthera",NA,"Alternanthera",NA,"M. S. Marchioretto","2004","M. M. Arbo","7728","1997","01","27",NA,"Brasil","ES","Venda Nova do Imigrante","1 Km W de Venda Nova do Imigrante, entrada a Alto Bananeiras, 5-7Km da rodovia BR-262.","-41.133333","-20.3","41° 08'W","20° 18'S","900","900",NA,"Hierba erguida, hojas poco discoloras, haz verde más oscura, inflorescencias blanco-verdosas.&nf;Herbario Del Instituto de Botanica del Nordeste (CTES), Corrientes -Rep. Argentina.&nf;En colaboración con Herbario CEPEC, viaje subsidiado p","PACA102790",NA,NA,NA,NA,"08","Magnoliatae",NA,NA,NA,NA
"72","2019-08-27 13:35:01-03","IAP","PACA-AGP","85055","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Cyatheaceae","Cyathea","microdonta","Cyathea microdonta","(Desv.) Domin",NA,NA,"I. Fernandes","1202","1994","04","17",NA,"Brasil","ES","Venda Nova do Imigrante","Sapucaia - estrada vicinal a rodovia ES-166","-41.1347007751465","-20.3397006988525",NA,NA,"850","850",NA,"caule 50cm alt. e 9cm diâm. incluindo bases dos pecíolos Habitat: beira de riacho beira de mata","PACA085055",NA,"15909","auto",NA,NA,"Filicopsida",NA,NA,NA,NA
"73","2019-08-27 13:35:01-03","IAP","PACA-AGP","85056","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Cyatheaceae","Cyathea","leucofolis","Cyathea leucofolis","Domin",NA,NA,"I. Fernandes","1204","1994","04","17",NA,"Brasil","ES","Venda Nova do Imigrante","Sapucaia - estrada vicinal a rodovia ES-166","-41.1347007751465","-20.3397006988525",NA,NA,"850","850",NA,"Hábito: arborescente","PACA085056",NA,"15909","auto",NA,NA,"Filicopsida",NA,NA,NA,NA
"74","2020-03-10 08:29:34-03","UFV","VIC","26104","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Dorstenia","elata","Dorstenia elata","Hooker.",NA,NA,"Hatschbach, G.; et al.","71463","2000","10","20",NA,"Brasil","Espírito Santo","Venda Nova do Imigrante",NA,"-41.1347007751465","-20.3397006988525",NA,NA,NA,NA,NA,NA,"VIC026104","VIC026104","15909","auto",NA,NA,NA,NA,NA,NA,NA
"75","2020-03-10 08:27:23-03","UFV","VIC","31949","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Vernonia","scorpioides","Vernonia scorpioides","(Lam.) Pers.","Barroso, G.M.","1977","Krieger, L.","13418","1974","11","03",NA,"Brasil","Espírito Santo","Venda Nova do Imigrante","Beira da mata.","-41.1347007751465","-20.3397006988525",NA,NA,NA,NA,NA,"Arbusto, c.a. de 3,0 metros de altura. Flores roxas. Frequente.","VIC031949","VIC031949","15909","auto",NA,"10",NA,"27",NA,NA,NA
"76","2020-03-10 08:29:29-03","UFV","VIC","46352","PreservedSpecimen","Plantae",NA,NA,"Mimosoideae","Senegalia","hoehnei","Senegalia hoehnei","Seigler, M.P.Morim, M.J.F. Barros, Ebinger","Terra, V.","2014","Folli, D.A.","2543","1995","02","01",NA,"Brasil","Espírito Santo","Venda Nova do Imigrante","ICEB, Sítio Guaçuvirá","-41.1347007751465","-20.3397006988525",NA,NA,NA,NA,NA,"Capoeira. Trepadeira de porte lenhoso; botão verde claro; flor branca; exsudação seiva incolor.; Trepadeira de porte lenhoso; botão verde claro; flor branca; exsudação seiva incolor.; Capoeira.","VIC046352","VIC046352","15909","auto",NA,"03",NA,NA,NA,NA,NA
"77","2020-03-10 08:30:17-03","UFV","VIC","45376","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Merostachys",NA,"Merostachys",NA,NA,NA,"Folli, D.A.","2517","1995","01","31",NA,"Brasil","Espírito Santo","Venda Nova do Imigrante","Sitio Guaçuvirá, ICEB","-41.1347007751465","-20.3397006988525",NA,NA,NA,NA,NA,"Porte herbáceo, terrestre; Botão verde claro; Flor verde claro; Mata de Tabuleiro.","VIC045376","VIC045376","15909","auto",NA,NA,NA,NA,NA,NA,NA
"78","2020-03-10 08:29:19-03","UFV","VIC","18639","PreservedSpecimen","Plantae",NA,NA,"Mimosoideae","Inga","marginata","Inga marginata","Willd.","Garcia, F.C.P.","1998","Folli, D.A.","2503","1995","01","30",NA,"Brasil","Espírito Santo","Venda Nova do Imigrante","Sítio Guaçuvirá - ICEB, Árvore em beira de brejo. Mata ciliar.","-41.1347007751465","-20.3397006988525",NA,NA,NA,NA,NA,"Nome vulgar: Ingá ervilha.&nf;Fuste cilíndrico, altura 3 m, CAP 25 cm.&nf;Superfície da casca áspera.&nf;Exsudação: Seiva incolor.&nf;Fruto maduro: amarelo. Fruto imaturo: verde escuro.&nf;Porte arbóreo terrestre, altura 7 m.&nf;Diâmetro da copa:","VIC018639","VIC018639","15909","auto",NA,"02",NA,"20",NA,NA,NA
"79","2020-03-10 08:29:19-03","UFV","VIC","18640","PreservedSpecimen","Plantae",NA,NA,"Mimosoideae","Inga","sessilis","Inga sessilis","(Vell.) Mart.","Garcia, F.C.P.","1998","Folli, D.A.","2545","1995","02","01",NA,"Brasil","Espírito Santo","Venda Nova do Imigrante","Sítio Guaçuvirá - ICEB, Capoeira","-41.1347007751465","-20.3397006988525",NA,NA,NA,NA,NA,"Fuste cilíndrico, altura 3m, CAP 43cm.&nf;Superfície da casca: áspera.&nf;Botão marrom, flor branca.&nf;Exsadação seiva incolor.&nf;Porte abóreo, altura 6m.&nf;Diâmetro da copa 5m.&nf;Descamação ausente.","VIC018640","VIC018640","15909","auto",NA,"02",NA,"20",NA,NA,NA
