"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","occurrenceRemarks","geoFlag","individualCount","recordNumber","continentOcean","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","barcode","imagecode","class","previousCatalogNumber","relatedCatalogItem","infraspecificEpithet"
"487","2019-11-07 11:15:46-03","UFMG","BHCB-SL","99175","PreservedSpecimen","Plantae",NA,NA,"Cyatheaceae","Alsophila","salvinii","Alsophila salvinii","Hook.","Heringer, G; Salino, A","2006","10",NA,"Salino, A; Heringer, G; Lara, DS; Giorgini, PL; Andrade, JJ","2006","05","20","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego, Floresta Ombrófila Densa Montana em área de vales e interflúvios.","-42.077889","-20.067222",NA,"Terrestre no interior de mata. Caule ereto com 10cm de altura. Folhas discolores, brilhantes em ambas as faces.",NA,NA,"11032","América","-42.077889","-20.067222","1150","1600",NA,NA,NA,NA,NA,NA,NA
"488","2019-11-07 11:15:46-03","UFMG","BHCB-SL","99330","PreservedSpecimen","Plantae",NA,NA,"Cyatheaceae","Alsophila","salvinii","Alsophila salvinii","Hook.",NA,NA,NA,NA,"Salino, A; Heringer, G; Lara, DS; Giorgini, PL; Andrade, JJ","2006","05","24","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego, Floresta Ombrófila Densa Montana em área de vales e interflúvios.","-42.070306","-20.071861",NA,"Arvorescente com 3m de latura, em encosta de morro, local bem iluminado. Pecíolo 70-97cm compr., lâmina 181-188cm compr. e 148-162cm larg. no meio.",NA,NA,"11187","América","-42.070306","-20.071861","1150","1600",NA,NA,NA,NA,NA,NA,NA
"489","2019-12-19 16:20:34-03","UFMG","BHCB-SL","100000","PreservedSpecimen","Plantae",NA,NA,"Cyatheaceae","Alsophila","salvinii","Alsophila salvinii","Hook.","Salino, A","2006","06",NA,"Salino, A; Heringer, G; Lara, DS; Giorgini, PL; Andrade, JJ","2006","05","24","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sosego, Floresta Ombrófila densa",NA,"-20.071861",NA,"Arborescente com 3m de altura, em mata, local sombreado e com solo encharcado. Pecíolo 89-98cm de comprimento. Lâmina 170-192cm de comprimento e 134 cm largura no meio. PRENSADO EM ÁLCOOL.",NA,NA,"11185","América",NA,"-20.071861","1150","1600",NA,"BHCB000642","BHCB000642 BHCB000642_1 BHCB000642_2",NA,NA,NA,NA
"490","2019-11-07 11:15:46-03","UFMG","BHCB-SL","99184","PreservedSpecimen","Plantae",NA,NA,"Cyatheaceae","Alsophila","setosa","Alsophila setosa","Kaulf.","Salino, A","2006","06",NA,"Salino, A; Heringer, G; Lara, DS; Giorgini, PL; Andrade, JJ","2006","05","20","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego, Floresta Ombrófila Densa Montana em área de vales e interflúvios.","-42.077889","-20.067222",NA,"Arborescente com 2m de altura, no interior de mata. Pecíolo 50-68cm compr., lâmina 180-185 cm compr. X 102-124cm larg. no meio.",NA,NA,"11041","América","-42.077889","-20.067222","1150","1600",NA,NA,NA,NA,NA,NA,NA
"491","2020-02-11 18:26:40-03","UFMG","BHCB-SL","161596","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Amauropelta","amambayensis","Amauropelta amambayensis","(Christ) Salino & A.R.Sm.","Paixão, LC","2012","07",NA,"Paixão, LC; Salino, A; Dittrich, VAO; Souza, JF; Oliveira; Vale, AA; Góes-Neto, LAA","2012","06","12","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego","-42.073889","-20.07",NA,NA,NA,NA,"14","América","-42.073889","-20.07","1600","1600",NA,NA,NA,NA,NA,NA,NA
"492","2020-02-11 18:26:40-03","UFMG","BHCB-SL","161597","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Amauropelta","amambayensis","Amauropelta amambayensis","(Christ) Salino & A.R.Sm.","Paixão, LC","2012","07",NA,"Paixão, LC; Salino, A; Dittrich, VAO; Souza, JF; Oliveira; Vale, AA; Góes-Neto, LAA","2012","06","12","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego","-42.073889","-20.07",NA,NA,NA,NA,"15","América","-42.073889","-20.07","1600","1600",NA,NA,NA,NA,NA,NA,NA
"493","2020-02-11 18:26:40-03","UFMG","BHCB-SL","161598","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Amauropelta","amambayensis","Amauropelta amambayensis","(Christ) Salino & A.R.Sm.","Paixão, LC","2012","07",NA,"Paixão, LC; Salino, A; Dittrich, VAO; Souza, JF; Oliveira; Vale, AA; Góes-Neto, LAA","2012","06","12","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego","-42.073889","-20.07",NA,NA,NA,NA,"16","América","-42.073889","-20.07","1600","1600",NA,NA,NA,NA,NA,NA,NA
"494","2020-02-11 18:26:40-03","UFMG","BHCB-SL","161600","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Amauropelta","amambayensis","Amauropelta amambayensis","(Christ) Salino & A.R.Sm.","Paixão, LC","2012","07",NA,"Paixão, LC; Salino, A; Dittrich, VAO; Souza, JF; Oliveira; Vale, AA; Góes-Neto, LAA","2012","06","12","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego","-42.073889","-20.07",NA,NA,NA,NA,"18","América","-42.073889","-20.07","1600","1600",NA,NA,NA,NA,NA,NA,NA
"495","2020-02-11 18:26:40-03","UFMG","BHCB-SL","161613","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Amauropelta","amambayensis","Amauropelta amambayensis","(Christ) Salino & A.R.Sm.","Paixão, LC","2012","07",NA,"Paixão, LC; Salino, A; Dittrich, VAO; Souza, JF; Oliveira; Vale, AA; Góes-Neto, LAA","2012","06","13","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego, Próximo ao córrego da casa dos pesquisadores.","-42.07","-20.0725",NA,NA,NA,NA,"36","América","-42.07","-20.0725","1168","1168",NA,NA,NA,NA,NA,NA,NA
"496","2020-02-11 18:26:40-03","UFMG","BHCB-SL","161780","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Amauropelta","amambayensis","Amauropelta amambayensis","(Christ) Salino & A.R.Sm.","Paixão, LC","2012","07",NA,"Paixão, LC; Salino, A; Dittrich, VAO; Souza, JF; Oliveira; Vale, AA; Góes-Neto, LAA","2012","06","13","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego","-42.0825","-20.063889",NA,NA,NA,NA,"30","América","-42.0825","-20.063889","1500","1500",NA,NA,NA,NA,NA,NA,NA
"497","2019-11-07 11:16:23-03","UFMG","BHCB-SL","129519","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","gayanum","Elaphoglossum gayanum","(Fée) T.Moore","Souza, JF","2014","10","29","Salino, A; Megale, ME","2009","03","20","Brasil","Minas Gerais","Simonésia","Mata do Sussego","-42.869444","-20.602778",NA,NA,NA,NA,"14226","América","-42.869444","-20.602778","1625","1625",NA,NA,NA,NA,NA,NA,NA
"498","2020-02-11 18:26:40-03","UFMG","BHCB-SL","99183","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Amauropelta","amambayensis","Amauropelta amambayensis","(Christ) Salino & A.R.Sm.","Salino, A","2006","05",NA,"Salino, A; Heringer, G; Lara, DS; Giorgini, PL; Andrade, JJ","2006","05","20","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego, Floresta Ombrófila Densa Montana em área de vales e interflúvios.","-42.077889","-20.067222",NA,"Terrestre no interior de mata.",NA,NA,"11040","América","-42.077889","-20.067222","1150","1600",NA,NA,NA,NA,NA,NA,NA
"499","2019-12-19 16:21:03-03","UFMG","BHCB-SL","99305","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Amauropelta","decurtata","Amauropelta decurtata","(Link) Salino & T.E.Almeida","Salino, A",NA,NA,NA,"Salino, A; Heringer, G; Lara, DS; Giorgini, PL; Andrade, JJ","2006","05","22","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego, Floresta Ombrófila Densa Montana em área de vales e interflúvios.","-42.070306","-20.071861",NA,"Terrestre na borda de mata.",NA,NA,"11162","América","-42.070306","-20.071861","1150","1600",NA,"BHCB001688","BHCB001688",NA,NA,NA,NA
"500","2020-03-04 20:43:42-03","UFMG","BHCB-SL","161601","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Amauropelta","oligocarpa","Amauropelta oligocarpa","(Humb. & Bonpl. & Willd.) Ching","Paixão, LC","2012","06","13","Paixão, LC; Salino, A; Dittrich, VAO; Souza, JF; Oliveira; Vale, AA; Góes-Neto, LAA","2012","06","12","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego","-42.073889","-20.07",NA,NA,NA,NA,"19","América","-42.073889","-20.07","1600","1600",NA,NA,NA,NA,NA,NA,NA
"501","2020-03-04 20:43:42-03","UFMG","BHCB-SL","161602","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Amauropelta","oligocarpa","Amauropelta oligocarpa","(Humb. & Bonpl. & Willd.) Ching","Paixão, LC","2012","07",NA,"Paixão, LC; Salino, A; Dittrich, VAO; Souza, JF; Oliveira; Vale, AA; Góes-Neto, LAA","2012","06","12","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego","-42.073889","-20.07",NA,NA,NA,NA,"20","América","-42.073889","-20.07","1600","1600",NA,NA,NA,NA,NA,NA,NA
"502","2020-03-04 20:43:42-03","UFMG","BHCB-SL","161608","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Amauropelta","oligocarpa","Amauropelta oligocarpa","(Humb. & Bonpl. & Willd.) Ching","Paixão, LC","2012","06",NA,"Paixão, LC; Salino, A; Dittrich, VAO; Souza, JF; Oliveira; Vale, AA; Góes-Neto, LAA","2012","06","12","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego","-42.069722","-20.0725",NA,NA,NA,NA,"26","América","-42.069722","-20.0725","1173","1173",NA,NA,NA,NA,NA,NA,NA
"503","2020-03-04 20:43:42-03","UFMG","BHCB-SL","161611","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Amauropelta","oligocarpa","Amauropelta oligocarpa","(Humb. & Bonpl. & Willd.) Ching","Paixão, LC","2012","06",NA,"Paixão, LC; Salino, A; Dittrich, VAO; Souza, JF; Oliveira; Vale, AA; Góes-Neto, LAA","2012","06","13","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego","-42.0825","-20.055556",NA,NA,NA,NA,"29","América","-42.0825","-20.055556","1521","1521",NA,NA,NA,NA,NA,NA,NA
"504","2020-03-04 20:43:42-03","UFMG","BHCB-SL","99265","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Amauropelta","oligocarpa","Amauropelta oligocarpa","(Humb. & Bonpl. & Willd.) Ching","Souza, JF","2013","09","20","Salino, A; Heringer, G; Lara, DS; Giorgini, PL; Andrade, JJ","2006","05","21","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego, Floresta Ombrófila Densa Montana em área de vales e interflúvios","-42.073861","-20.065361",NA,"Terrestre no interior de mata.",NA,NA,"11122","América","-42.073861","-20.065361","1150","1600",NA,NA,NA,NA,NA,NA,NA
"505","2019-11-07 11:21:03-03","UFMG","BHCB-SL","99276","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Amauropelta","pachyrhachis","Amauropelta pachyrhachis","(Mett.) Salino & T.E.Almeida","Salino, A","2006","05",NA,"Salino, A; Heringer, G; Lara, DS; Giorgini, PL; Andrade, JJ","2006","05","21","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego, Floresta Ombrófila Densa Montana em área de vales e interflúvios.","-42.073861","-20.065361",NA,"Terrestre na borda de mata.",NA,NA,"11133","América","-42.073861","-20.065361","1150","1600",NA,NA,NA,NA,NA,NA,NA
"506","2019-11-07 11:21:03-03","UFMG","BHCB-SL","131304","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Amauropelta","patula","Amauropelta patula","(Fée) Salino & T.E.Almeida","Souza, JF","2013","09","19","Paixão, LC; Salino, A; Dittrich, VAO; Souza, JF; Oliveira; Vale, AA; Góes-Neto, LAA","2012","06","12","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego","-42.073889","-20.07",NA,NA,NA,NA,"22","América","-42.073889","-20.07","1600","1600",NA,NA,NA,NA,NA,NA,NA
"507","2019-11-07 11:21:04-03","UFMG","BHCB-SL","161605","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Amauropelta","raddii","Amauropelta raddii","(Rosenst.) Salino & T.E.Almeida","Paixão, LC","2012","06",NA,"Paixão, LC; Salino, A; Dittrich, VAO; Souza, JF; Vale, AA; Góes-Neto, LAA","2012","06","12","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego","-42.073889","-20.07",NA,NA,NA,NA,"23","América","-42.073889","-20.07","1600","1600",NA,NA,NA,NA,NA,NA,NA
"508","2019-11-07 11:21:04-03","UFMG","BHCB-SL","161606","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Amauropelta","raddii","Amauropelta raddii","(Rosenst.) Salino & T.E.Almeida","Paixão, LC","2012","06",NA,"Paixão, LC; Salino, A; Dittrich, VAO; Souza, JF; Vale, AA; Góes-Neto, LAA","2012","06","12","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego","-42.082222","-20.070833",NA,NA,NA,NA,"24","América","-42.082222","-20.070833","1417","1417",NA,NA,NA,NA,NA,NA,NA
"509","2019-11-07 11:21:04-03","UFMG","BHCB-SL","161781","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Amauropelta","raddii","Amauropelta raddii","(Rosenst.) Salino & T.E.Almeida","Paixão, LC","2012","07",NA,"Paixão, LC; Salino, A; Dittrich, VAO; Souza, JF; Oliveira; Vale, AA; Góes-Neto, LAA","2012","06","13","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego","-42.0825","-20.063889",NA,NA,NA,NA,"31","América","-42.0825","-20.063889","1500","1500",NA,NA,NA,NA,NA,NA,NA
"510","2019-11-07 11:21:09-03","UFMG","BHCB-SL","99260","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Amauropelta","raddii","Amauropelta raddii","(Rosenst.) Salino & T.E.Almeida","Salino, A","2006","05",NA,"Salino, A; Heringer, G; Lara, DS; Giorgini, PL; Andrade, JJ","2006","05","21","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego, Floresta Ombrófila Densa Montana em área de vales e interflúvios.","-42.073861","-20.065361",NA,"Terrestre na trilha da mata.",NA,NA,"11117","América","-42.073861","-20.065361","1150","1600",NA,NA,NA,NA,NA,NA,NA
"511","2019-11-07 11:21:09-03","UFMG","BHCB-SL","161599","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Amauropelta","regnelliana","Amauropelta regnelliana","(C.Chr.) Salino & T.E.Almeida","Paixão, LC","2013","09","20","Paixão, LC; Salino, A; Dittrich, VAO; Souza, JF; Oliveira; Vale, AA; Góes-Neto, LAA","2012","06","13","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego","-42.073889","-20.07",NA,NA,NA,NA,"17","América","-42.073889","-20.07","1600","1600",NA,NA,NA,NA,NA,NA,NA
"512","2019-11-07 11:21:09-03","UFMG","BHCB-SL","161607","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Amauropelta","rivularioides","Amauropelta rivularioides","(Fée) Salino & T.E.Almeida","Paixão, LC","2012","09",NA,"Paixão, LC; Salino, A; Dittrich, VAO; Souza, JF; Oliveira; Vale, AA; Góes-Neto, LAA","2012","06","12","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego","-42.0725","-20.069722",NA,NA,NA,NA,"25","América","-42.0725","-20.069722","1173","1173",NA,NA,NA,NA,NA,NA,NA
"513","2019-11-07 11:21:09-03","UFMG","BHCB-SL","161609","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Amauropelta","rivularioides","Amauropelta rivularioides","(Fée) Salino & T.E.Almeida","Paixão, LC","2012","06",NA,"Paixão, LC; Salino, A; Dittrich, VAO; Souza, JF; Oliveira; Vale, AA; Góes-Neto, LAA","2012","06","12","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego","-42.0725","-20.0725",NA,NA,NA,NA,"27","América","-42.0725","-20.0725","1173","1173",NA,NA,NA,NA,NA,NA,NA
"514","2019-11-07 11:21:09-03","UFMG","BHCB-SL","161610","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Amauropelta","rivularioides","Amauropelta rivularioides","(Fée) Salino & T.E.Almeida","Paixão, LC","2012","07",NA,"Paixão, LC; Salino, A; Dittrich, VAO; Souza, JF; Oliveira; Vale, AA; Góes-Neto, LAA","2012","06","12","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego","-42.069722","-20.0725",NA,NA,NA,NA,"28","América","-42.069722","-20.0725","1173","1173",NA,NA,NA,NA,NA,NA,NA
"515","2019-11-07 11:21:09-03","UFMG","BHCB-SL","161612","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Amauropelta","rivularioides","Amauropelta rivularioides","(Fée) Salino & T.E.Almeida","Paixão, LC","2012","07",NA,"Paixão, LC; Salino, A; Dittrich, VAO; Souza, JF; Oliveira; Vale, AA; Góes-Neto, LAA","2012","06","13","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego, Trilha subindo para a casa dos pesquisadores.","-42.07","-20.0725",NA,NA,NA,NA,"34","América","-42.07","-20.0725","1182","1182",NA,NA,NA,NA,NA,NA,NA
"516","2019-11-07 11:21:09-03","UFMG","BHCB-SL","99259","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Amauropelta","rivularioides","Amauropelta rivularioides","(Fée) Salino & T.E.Almeida","Salino, A","2006","10",NA,"Salino, A; Heringer, G; Lara, DS; Giorgini, PL; Andrade, JJ","2006","05","21","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego, Floresta Ombrófila Densa Montana em área de vales e interflúvios.","-42.073861","-20.065361",NA,"Terrestre na borda de mata.",NA,NA,"11116","América","-42.073861","-20.065361","1150","1600",NA,NA,NA,NA,NA,NA,NA
"517","2019-11-07 11:21:13-03","UFMG","BHCB-SL","161614","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Amauropelta","saxicola","Amauropelta saxicola","(Sw.) Salino & T.E.Almeida","Paixão, LC","2012","06",NA,"Paixão, LC; Salino, A; Dittrich, VAO; Souza, JF; Oliveira; Vale, AA; Góes-Neto, LAA","2012","06","13","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego, Próximo ao córrego da casa dos pesquisadores.","-42.07","-20.0725",NA,NA,NA,NA,"37","América","-42.07","-20.0725","1168","1168",NA,NA,NA,NA,NA,NA,NA
"518","2019-11-07 11:21:13-03","UFMG","BHCB-SL","99311","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Amauropelta","saxicola","Amauropelta saxicola","(Sw.) Salino & T.E.Almeida","Paixão, LC","2012","06",NA,"Salino, A; Heringer, G; Lara, DS; Giorgini, PL; Andrade, JJ","2006","05","22","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego, Floresta Ombrófila Densa Montana em área de vales e interflúvios.","-42.070306","-20.071861",NA,"Rupícola a margem de richao, mata.",NA,NA,"11168","América","-42.070306","-20.071861","1150","1600",NA,NA,NA,NA,NA,NA,NA
"519","2019-11-07 11:21:14-03","UFMG","BHCB-SL","161782","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Amauropelta","tamandarei","Amauropelta tamandarei","(Rosenst.) Salino & T.E.Almeida","Salino, A","2013","09","20","Paixão, LC; Salino, A; Dittrich, VAO; Souza, JF; Oliveira; Vale, AA; Góes-Neto, LAA","2012","06","13","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego","-42.0825","-20.063889",NA,"Planta em cultivo.",NA,NA,"32","América","-42.0825","-20.063889","1500","1500",NA,NA,NA,NA,NA,NA,NA
"520","2019-11-07 11:21:14-03","UFMG","BHCB-SL","99196","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Amauropelta","tamandarei","Amauropelta tamandarei","(Rosenst.) Salino & T.E.Almeida","Paixão, LC","2011","11","01","Salino, A; Heringer, G; Lara, DS; Giorgini, PL; Andrade, JJ","2006","05","20","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego, Floresta Ombrófila Densa Montana em área de vales e interflúvios.","-42.077889","-20.067222",NA,"Terrestre no interior de mata, margem de riacho.",NA,NA,"11053","América","-42.077889","-20.067222","1150","1600",NA,NA,NA,NA,NA,NA,NA
"521","2019-11-07 11:21:14-03","UFMG","BHCB-SL","99332","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Amauropelta","tamandarei","Amauropelta tamandarei","(Rosenst.) Salino & T.E.Almeida","Paixão, LC","2011","10","10","Salino, A; Heringer, G; Lara, DS; Giorgini, PL; Andrade, JJ","2006","05","24","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego, Foresta Ombrófila Densa Montana em área de vales e interflúvios.","-42.070306","-20.071861",NA,"Terrestre em local brejoso na borda de mata.",NA,NA,"11189","América","-42.070306","-20.071861","1150","1600",NA,NA,NA,NA,NA,NA,NA
"522","2019-11-07 11:13:49-03","UFMG","BHCB-SL","99316","PreservedSpecimen","Plantae",NA,NA,"Anemiaceae","Anemia","luetzelburgii","Anemia luetzelburgii","Rosenst.","Souza, JF","2013","10","04","Salino, A; Heringer, G; Lara, DS; Giorgini, PL; Andrade, JJ","2006","05","23","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego, Floresta Ombrófila Densa Montana em área de vales e interflúvios","-42.070306","-20.071861",NA,"Terrestre na borda de mata, próximo a casa do caseiro (Sr. Jairo)",NA,NA,"11173","América","-42.070306","-20.071861","1150","1600",NA,NA,NA,NA,NA,NA,NA
"523","2019-11-07 11:13:50-03","UFMG","BHCB-SL","129490","PreservedSpecimen","Plantae",NA,NA,"Anemiaceae","Anemia","organensis","Anemia organensis","Rosenst.","Salino, A","2009","03","20","Salino, A; Megale, ME","2009","03","20","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego","-42.070556","-20.071111",NA,"Terrestre em borda de mata",NA,NA,"14197","América","-42.070556","-20.071111","1194","1194",NA,NA,NA,NA,NA,NA,NA
"524","2019-11-07 11:18:55-03","UFMG","BHCB-SL","129531","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Phlebodium","pseudoaureum","Phlebodium pseudoaureum","(Cav.) Lellinger","Salino, A","2009","03","20","Salino, A; Assis, AL; Campos, I; Oliveira, NG; Megale, ME","2009","03","20","Brasil","Minas Gerais","Simonésia","RPPN da Mata do Sossego","-42.75","-20.816667",NA,"Epífita a 1,7m de altura em Cyathea delgadii.",NA,NA,"14238","América","-42.75","-20.816667","1370","1370",NA,NA,NA,NA,NA,NA,NA
"525","2019-11-07 11:18:44-03","UFMG","BHCB-SL","129534","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Niphidium","crassifolium","Niphidium crassifolium","(L.) Lellinger","Souza, JF","2014","10","20","Salino, A; Assis, AL; Campos, I; Oliveira, NG; Megale, ME","2009","03","20","Brasil","Minas Gerais","Simonésia","RPPN da Mata do Sossego, Início da Trilha das Hortências.","-42.755556","-20.683333",NA,"Epífita a aproximadamente 50 cm de altura.",NA,NA,"14241","América","-42.755556","-20.683333","1391","1391",NA,NA,NA,NA,NA,NA,NA
"526","2019-11-07 11:13:54-03","UFMG","BHCB-SL","99195","PreservedSpecimen","Plantae",NA,NA,"Anemiaceae","Anemia","phyllitidis","Anemia phyllitidis","(L.) Sw.","Salino, A","2006","10",NA,"Salino, A; Heringer, G; Lara, DS; Giorgini, PL; Andrade, JJ","2006","05","20","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego, Floresta Ombrófila Densa Montana em área de vales e interflúvios","-42.077889","-20.067222",NA,"Terrestre em trilha de mata",NA,NA,"11052","América","-42.077889","-20.067222","1150","1600",NA,NA,NA,NA,NA,NA,NA
"527","2020-03-04 20:43:49-03","UFMG","BHCB-SL","129516","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Steiropteris","gardneriana","Steiropteris gardneriana","(Baker) Pic.Serm.","Salino, A","2009","03","20","Salino, A; Megale, ME","2009","03","20","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego","-42.872222","-20.783333",NA,"Terrestre ao longo da trilha, borda de mata.",NA,NA,"14223","América","-42.872222","-20.783333","1513","1513",NA,NA,NA,NA,NA,NA,NA
"528","2019-11-07 11:17:22-03","UFMG","BHCB-SL","129512","PreservedSpecimen","Plantae",NA,NA,"Hymenophyllaceae","Hymenophyllum","hirsutum","Hymenophyllum hirsutum","(L.) Sw.","Salino, A","2009","03","20","Salino, A; Megale, ME","2009","03","20","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego","-42.852778","-20.688889",NA,"Epífita a 30cm de altura na trilha.",NA,NA,"14219","América","-42.852778","-20.688889","1420","1420",NA,NA,NA,NA,NA,NA,NA
"529","2019-11-07 11:15:57-03","UFMG","BHCB-SL","129532","PreservedSpecimen","Plantae",NA,NA,"Cyatheaceae","Cyathea","phalerata","Cyathea phalerata","Mart.","Souza, JF","2013","09","05","Salino, A; Assis, AL; Campos, I; Oliveira, NG; Megale, ME","2009","03","20","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego","-42.755556","-20.683333",NA,"Arborescente com 2,2m de altura com bases do pecíolo persistente. Pecíolo 76cm, Lâmina 245cm X 106cm.",NA,NA,"14239","América","-42.755556","-20.683333","1391","1391",NA,NA,NA,NA,NA,NA,NA
"530","2020-02-11 18:25:47-03","UFMG","BHCB-SL","129524","PreservedSpecimen","Plantae",NA,NA,"Hymenophyllaceae","Trichomanes","pellucens","Trichomanes pellucens","Kunze","Souza, JF","2013","08","29","Salino, A; Assis, AL; Campos, I; Oliveira, NG; Megale, ME","2009","03","20","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego","-42.722222","-20.8",NA,"Terrestre no interior de mata, na trilha 1.",NA,NA,"14231","América","-42.722222","-20.8","1315","1315",NA,NA,NA,NA,NA,NA,NA
"531","2019-11-07 11:15:53-03","UFMG","BHCB-SL","129496","PreservedSpecimen","Plantae",NA,NA,"Cyatheaceae","Cyathea","dichromatolepis","Cyathea dichromatolepis","(Fée) Domin","Salino, A","2009","03","20","Salino, A; Megale, ME","2009","03","20","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego","-42.705556","-20.688889",NA,NA,NA,NA,"14203","América","-42.705556","-20.688889","1286","1286",NA,NA,NA,NA,NA,NA,NA
"532","2019-11-07 11:21:03-03","UFMG","BHCB-SL","129510","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Amauropelta","patula","Amauropelta patula","(Fée) Salino & T.E.Almeida","Salino, A","2009","03","20","Salino, A; Megale, ME","2009","03","20","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego","-42.697222","-20.694444",NA,"Terrestre no interior de mata, na trilha",NA,NA,"14217","América","-42.697222","-20.694444","1385","1385",NA,NA,NA,NA,NA,NA,NA
