"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","occurrenceRemarks","geoFlag","individualCount","recordNumber","continentOcean","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","barcode","imagecode","class","previousCatalogNumber","relatedCatalogItem","infraspecificEpithet"
"270","2019-10-02 15:01:26-03","UFMG","BHCB","130428","PreservedSpecimen","Plantae","Dicotyledon",NA,"Piperaceae","Peperomia","corcovadensis","Peperomia corcovadensis","Gardner",NA,"2011","02",NA,"Stehmann, JR; Campos, IC; Braidotti, JC; Assis, ALM; Oliveira, NG","2009","03","20","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego, margem da Trilha da Hortência","-42.070083","-20.07275",NA,"Epífita; inflorescencia verde clara.",NA,NA,"6037","Southern America","-42.070083","-20.07275",NA,NA,NA,"BHCB048325",NA,NA,NA,NA,NA
"271","2019-10-02 15:05:54-03","UFMG","BHCB","162587","PreservedSpecimen","Plantae","Monocotyledon",NA,"Araceae","Philodendron",NA,"Philodendron",NA,NA,NA,NA,NA,"Rocha, KP da; Stehmann, JR","2012","11","06","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego, Trilha das Hortências","-42.088283","-20.0663",NA,"Indivíduo com ca. 0,6m. Espata creme externamente e branca internamente; Indivíduo com ca. 0,6m. Espata creme externamente e branca internamente",NA,NA,"14","Southern America","-42.088283","-20.0663","1697","1697",NA,NA,NA,NA,NA,NA,NA
"272","2019-10-02 15:01:18-03","UFMG","BHCB","130481","PreservedSpecimen","Plantae","Dicotyledon",NA,"Phyllanthaceae","Phyllanthus",NA,"Phyllanthus",NA,NA,NA,NA,NA,"Stehmann, JR; Assis, ALM","2009","03","22","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego, Estrada para a sede da RPPN Mata do sossego, cerca de 1 km da sede","-42.070111","-20.073083",NA,"Folhas com face abaxial arroxeada e face adaxial com nervuras marcadas em roxo. Monoica.",NA,NA,"6090","Southern America","-42.070111","-20.073083","1120","1120",NA,NA,NA,NA,NA,NA,NA
"273","2019-10-02 15:01:18-03","UFMG","BHCB","162206","PreservedSpecimen","Plantae","Dicotyledon",NA,"Phyllanthaceae","Phyllanthus",NA,"Phyllanthus",NA,NA,NA,NA,NA,"Gouvêa, YF; Stehmann, JR","2012","11","06","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego, Beira da Trilha das Hortênsias.","-42.070278","-20.081667",NA,"Subarbusto ca. 1m.",NA,NA,"24","Southern America","-42.070278","-20.081667","1248","1248",NA,"BHCB011932",NA,NA,NA,NA,NA
"274","2019-10-02 15:01:23-03","UFMG","BHCB","162621","PreservedSpecimen","Plantae","Dicotyledon",NA,"Piperaceae",NA,NA,NA,NA,NA,NA,NA,NA,"Souza, JF; Stehmann, JR","2012","11","06","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego, Subida da Trilha das Hortências","-42.081317","-20.237533",NA,NA,NA,NA,"210","Southern America","-42.081317","-20.237533","1410","1410",NA,NA,NA,NA,NA,NA,NA
"275","2019-10-02 15:01:36-03","UFMG","BHCB","162654","PreservedSpecimen","Plantae","Dicotyledon",NA,"Plantaginaceae",NA,NA,NA,NA,NA,NA,NA,NA,"Souza, JF; Stehmann, JR","2012","11","07","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego, Estrada para a RPPN Mata do Sossego","-42.092167","-20.075283",NA,"Herbácea. Escapo com indumento denso",NA,NA,"244","Southern America","-42.092167","-20.075283","1215","1215",NA,NA,NA,NA,NA,NA,NA
"276","2019-12-23 17:50:27-03","UFMG","BHCB","130420","PreservedSpecimen","Plantae","Monocotyledon",NA,"Poaceae",NA,NA,NA,"Barnhart",NA,NA,NA,NA,"Stehmann, JR; Campos, IC; Braidotti, JC; Assis, ALM; Oliveira, NG","2009","03","20","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego, margem da Trilha da Hortência","-42.073028","-20.07025",NA,"Erva, no sub-bosque da floresta estacional",NA,NA,"6029","Southern America","-42.073028","-20.07025",NA,NA,NA,NA,NA,NA,NA,NA,NA
"277","2019-12-23 17:50:27-03","UFMG","BHCB","130421","PreservedSpecimen","Plantae","Monocotyledon",NA,"Poaceae",NA,NA,NA,"Barnhart",NA,NA,NA,NA,"Stehmann, JR; Campos, IC; Braidotti, JC; Assis, ALM; Oliveira, NG","2009","03","20","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego, margem da Trilha da Hortência","-42.073028","-20.07025",NA,"Erva, no sub-bosque da floresta estacional",NA,NA,"6030","Southern America","-42.073028","-20.07025",NA,NA,NA,NA,NA,NA,NA,NA,NA
"278","2019-12-23 17:50:27-03","UFMG","BHCB","130429","PreservedSpecimen","Plantae","Monocotyledon",NA,"Poaceae",NA,NA,NA,"Barnhart",NA,NA,NA,NA,"Stehmann, JR; Campos, IC; Braidotti, JC; Assis, ALM; Oliveira, NG","2009","03","20","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego, margem da Trilha da Hortência","-42.070083","-20.07275",NA,"Erva, no sub-bosque da floresta",NA,NA,"6038","Southern America","-42.070083","-20.07275",NA,NA,NA,NA,NA,NA,NA,NA,NA
"279","2019-12-23 17:50:27-03","UFMG","BHCB","130443","PreservedSpecimen","Plantae","Monocotyledon",NA,"Poaceae",NA,NA,NA,"Barnhart",NA,NA,NA,NA,"Stehmann, JR; Campos, IC; Braidotti, JC; Assis, ALM; Oliveira, NG","2009","03","20","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego, margem da Trilha da Hortência","-42.076833","-20.070139",NA,"Erva, no sub-bosque da Floresta Estacional",NA,NA,"6052","Southern America","-42.076833","-20.070139","1287","1287",NA,NA,NA,NA,NA,NA,NA
"280","2019-12-23 17:50:27-03","UFMG","BHCB","130445","PreservedSpecimen","Plantae","Monocotyledon",NA,"Poaceae",NA,NA,NA,"Barnhart",NA,NA,NA,NA,"Stehmann, JR; Campos, IC; Braidotti, JC; Assis, ALM; Oliveira, NG","2009","03","20","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego, margem da Trilha da Hortência","-42.070083","-20.07275",NA,"Erva, no sub-bosque",NA,NA,"6054","Southern America","-42.070083","-20.07275",NA,NA,NA,NA,NA,NA,NA,NA,NA
"281","2019-12-23 17:50:27-03","UFMG","BHCB","130447","PreservedSpecimen","Plantae","Monocotyledon",NA,"Poaceae",NA,NA,NA,"Barnhart",NA,NA,NA,NA,"Stehmann, JR; Campos, IC; Braidotti, JC; Assis, ALM; Oliveira, NG","2009","03","20","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego, margem da Trilha da Hortência","-42.076833","-20.070139",NA,"Erva, no sub-bosque",NA,NA,"6056","Southern America","-42.076833","-20.070139","1287","1287",NA,NA,NA,NA,NA,NA,NA
"282","2019-10-02 15:01:41-03","UFMG","BHCB","130451","PreservedSpecimen","Plantae","Dicotyledon",NA,"Polygalaceae","Polygala",NA,"Polygala",NA,NA,NA,NA,NA,"Stehmann, JR; Campos, IC; Braidotti, JC; Assis, ALM; Oliveira, NG","2009","03","20","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego, margem da Trilha da Hortência","-42.070083","-20.07275",NA,"Planta com caule e folha com nervuras arroxeadas na face abaxial. Flores verde-claras com detalhes em lilás.",NA,NA,"6060","Southern America","-42.070083","-20.07275",NA,NA,NA,NA,NA,NA,NA,NA,NA
"283","2019-10-02 15:01:41-03","UFMG","BHCB","162197","PreservedSpecimen","Plantae","Dicotyledon",NA,"Polygalaceae","Polygala",NA,"Polygala",NA,NA,NA,NA,NA,"Gouvêa, YF; Stehmann, JR","2012","11","06","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego, Trilha do Mirante.","-42.080833","-20.076111",NA,"Herbácea, 0,5m, face abaxial da folha púrpura, pétalas e cálice verde claro, com o ápice púrpura.",NA,NA,"15","Southern America","-42.080833","-20.076111","1512","1512",NA,"BHCB011643",NA,NA,NA,NA,NA
"284","2019-10-02 15:01:38-03","UFMG","BHCB","162648","PreservedSpecimen","Plantae","Dicotyledon",NA,"Polygalaceae",NA,NA,NA,NA,NA,NA,NA,NA,"Souza, JF; Stehmann, JR","2012","11","07","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego, Estrada para a RPPN Mata do Sossego","-42.092167","-20.075283",NA,"Flores brancas",NA,NA,"235","Southern America","-42.092167","-20.075283","1215","1215",NA,NA,NA,NA,NA,NA,NA
"285","2020-03-16 20:33:29-03","UFMG","BHCB","162629","PreservedSpecimen","Plantae","Dicotyledon",NA,"Primulaceae",NA,NA,NA,NA,NA,NA,NA,NA,"Souza, JF; Stehmann, JR","2012","11","07","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego, Estrada para a RPPN Mata do Sossego","-42.092167","-20.075283",NA,NA,NA,NA,"233","Southern America","-42.092167","-20.075283","1215","1215",NA,NA,NA,NA,NA,NA,NA
"286","2019-10-02 15:01:57-03","UFMG","BHCB","162615","PreservedSpecimen","Plantae","Dicotyledon",NA,"Proteaceae",NA,NA,NA,NA,NA,"2012","11","06","Souza, JF; Stehmann, JR","2012","11","06","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego, Subida da Trilha das Hortências","-42.07265","-20.153533",NA,"Botões esverdeados. Caule com odor de carne enlatada",NA,NA,"213","Southern America","-42.07265","-20.153533","1337","1337",NA,NA,NA,NA,NA,NA,NA
"287","2019-10-02 15:02:35-03","UFMG","BHCB","130438","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Psychotria",NA,"Psychotria","L.",NA,NA,NA,NA,"Stehmann, JR; Campos, IC; Braidotti, JC; Assis, ALM; Oliveira, NG","2009","03","20","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego, margem da Trilha da Hortência","-42.076833","-20.070139",NA,"Arbusto, no sub-bosque da floresta estacional semidecidual",NA,NA,"6047","Southern America","-42.076833","-20.070139","1287","1287",NA,NA,NA,NA,NA,NA,NA
"288","2019-10-02 15:02:35-03","UFMG","BHCB","130460","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Psychotria",NA,"Psychotria","L.",NA,NA,NA,NA,"Stehmann, JR; Nogueira, FB; Gontijo, SL; Rodrigues, JG; Gomes, LB","2009","03","21","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego","-42.070083","-20.07275",NA,"Arbusto, no interior da floresta; bracteas vermelhas e vistosas.",NA,NA,"6069","Southern America","-42.070083","-20.07275",NA,NA,NA,NA,NA,NA,NA,NA,NA
"289","2019-10-02 15:02:35-03","UFMG","BHCB","130465","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Psychotria",NA,"Psychotria","L.",NA,NA,NA,NA,"Stehmann, JR; Nogueira, FB; Gontijo, SL; Rodrigues, JG; Gomes, LB","2009","03","21","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego","-42.070083","-20.07275",NA,"Arbusto; bracteas arroxeadas.",NA,NA,"6074","Southern America","-42.070083","-20.07275",NA,NA,NA,NA,NA,NA,NA,NA,NA
"290","2019-10-02 15:02:35-03","UFMG","BHCB","130501","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Psychotria",NA,"Psychotria","L.",NA,NA,NA,NA,"Stehmann, JR; Matos, LVS; Miranda, GMN; Santos, JL; Moreira, NC","2009","03","21","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego, Floresta Estacional Semi-Decidual Secundária","-42.078889","-20.082222",NA,"Arbusto, ca. 1m de altura, no sub-bosque da Floresta Estacional Semidecidual; flores rosadas, frutos arroxeadaos",NA,NA,"6110","Southern America","-42.078889","-20.082222","1166","1166",NA,NA,NA,NA,NA,NA,NA
"291","2019-10-02 15:02:35-03","UFMG","BHCB","162601","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Psychotria",NA,"Psychotria","L.",NA,NA,NA,NA,"Rocha, KP da; Stehmann, JR","2012","11","06","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego","-42.081317","-20.237533",NA,"Subarbustivo. Botões florais verde-amarelados. Fruto jovem azulado",NA,NA,"28","Southern America","-42.081317","-20.237533","1410","1410",NA,NA,NA,NA,NA,NA,NA
"292","2019-10-02 15:02:44-03","UFMG","BHCB","162596","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Psychotria","vellosiana","Psychotria vellosiana","Benth.",NA,"2012","11","06","Rocha, KP da; Stehmann, JR","2012","11","06","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego","-42.07265","-20.153533",NA,"Brácteas e botões esverdeados",NA,NA,"23","Southern America","-42.07265","-20.153533","1337","1337",NA,NA,NA,NA,NA,NA,NA
"293","2019-10-02 15:06:31-03","UFMG","BHCB","130432","PreservedSpecimen","Plantae","Monocotyledon",NA,"Cyperaceae","Rhynchospora",NA,"Rhynchospora","Vahl",NA,NA,NA,NA,"Stehmann, JR; Campos, IC; Braidotti, JC; Assis, ALM; Oliveira, NG","2009","03","20","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego, margem da Trilha da Hortência","-42.076833","-20.070139",NA,"Erva, no sub-bosque da floresta",NA,NA,"6041","Southern America","-42.076833","-20.070139","1287","1287",NA,NA,NA,NA,NA,NA,NA
"294","2019-10-02 15:06:31-03","UFMG","BHCB","130452","PreservedSpecimen","Plantae","Monocotyledon",NA,"Cyperaceae","Rhynchospora",NA,"Rhynchospora","Vahl",NA,NA,NA,NA,"Stehmann, JR; Campos, IC; Braidotti, JC; Assis, ALM; Oliveira, NG","2009","03","20","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego, margem da Trilha da Hortência","-42.070083","-20.07275",NA,"Erva, no sub-boque da Floresta Estacional Semidecidual",NA,NA,"6061","Southern America","-42.070083","-20.07275",NA,NA,NA,NA,NA,NA,NA,NA,NA
"295","2019-10-02 15:06:31-03","UFMG","BHCB","130455","PreservedSpecimen","Plantae","Monocotyledon",NA,"Cyperaceae","Rhynchospora",NA,"Rhynchospora","Vahl",NA,NA,NA,NA,"Stehmann, JR; Campos, IC; Braidotti, JC; Assis, ALM; Oliveira, NG","2009","03","20","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego, margem da Trilha da Hortência","-42.070083","-20.07275",NA,"Erva, no sub-bosque da Floresta Estacional Semidecidual",NA,NA,"6064","Southern America","-42.070083","-20.07275",NA,NA,NA,NA,NA,NA,NA,NA,NA
"296","2019-10-02 15:02:00-03","UFMG","BHCB","162653","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rosaceae",NA,NA,NA,NA,NA,NA,NA,NA,"Souza, JF; Stehmann, JR","2012","11","07","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego, Estrada para a RPPN Mata do Sossego","-42.092167","-20.075283",NA,"Pétalas brancas",NA,NA,"243","Southern America","-42.092167","-20.075283","1215","1215",NA,NA,NA,NA,NA,NA,NA
"297","2019-10-02 15:02:03-03","UFMG","BHCB","130414","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae",NA,NA,NA,NA,NA,NA,NA,NA,"Stehmann, JR; Campos, IC; Braidotti, JC; Assis, ALM; Oliveira, NG","2009","03","20","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego, margem da Trilha da Hortência","-42.086417","-20.070111",NA,"Erva, na borda da floresta; flores brancas",NA,NA,"6023","Southern America","-42.086417","-20.070111","1420","1420",NA,NA,NA,NA,NA,NA,NA
"298","2019-10-02 15:02:03-03","UFMG","BHCB","130440","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae",NA,NA,NA,NA,NA,NA,NA,NA,"Stehmann, JR; Campos, IC; Braidotti, JC; Assis, ALM; Oliveira, NG","2009","03","20","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego, margem da Trilha da Hortência","-42.086417","-20.070111",NA,"Arbusto, no sub-bosque da floresta estacional semidecidual",NA,NA,"6049","Southern America","-42.086417","-20.070111","1420","1420",NA,NA,NA,NA,NA,NA,NA
"299","2019-10-02 15:02:03-03","UFMG","BHCB","130485","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae",NA,NA,NA,NA,NA,NA,NA,NA,"Stehmann, JR; Nogueira, FB; Gomes, LB; Gontijo, SL; Rodrigues, JG","2009","03","20","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego, Floresta Estacional Semi-Decidual Secundária","-42.074861","-20.070028",NA,"Arbusto, ca 1,5m, no sub-bosque da Floresta Estacional Semidecidual, próx. Córego, flores brancas (amarelas na senecência), frutos azulados",NA,NA,"6094","Southern America","-42.074861","-20.070028","1274","1274",NA,NA,NA,NA,NA,NA,NA
"300","2019-10-02 15:02:05-03","UFMG","BHCB","162599","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae",NA,NA,NA,NA,NA,NA,NA,NA,"Rocha, KP da; Stehmann, JR","2012","11","06","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego","-42.071267","-20.120867",NA,"Subarbustivo. Inflorescência branco-esverdeada, em forma de couve-flor",NA,NA,"26","Southern America","-42.071267","-20.120867","1284","1284",NA,NA,NA,NA,NA,NA,NA
"301","2019-10-02 15:02:05-03","UFMG","BHCB","162616","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae",NA,NA,NA,NA,NA,"2012","11","06","Souza, JF; Stehmann, JR","2012","11","06","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego, Subida da Trilha das Hortências","-42.07265","-20.153533",NA,"Botões esverdeados",NA,NA,"226","Southern America","-42.07265","-20.153533","1337","1337",NA,NA,NA,NA,NA,NA,NA
"302","2019-10-02 15:02:05-03","UFMG","BHCB","162627","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae",NA,NA,NA,NA,NA,NA,NA,NA,"Souza, JF; Stehmann, JR","2012","11","07","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego, Estrada para a RPPN Mata do Sossego","-42.092167","-20.075283",NA,"Barranco na margem da estrada",NA,NA,"242","Southern America","-42.092167","-20.075283","1215","1215",NA,NA,NA,NA,NA,NA,NA
"303","2019-10-02 15:02:05-03","UFMG","BHCB","162633","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae",NA,NA,NA,NA,NA,NA,NA,NA,"Souza, JF; Stehmann, JR","2012","11","07","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego, Estrada para a RPPN Mata do Sossego","-42.092167","-20.075283",NA,NA,NA,NA,"238","Southern America","-42.092167","-20.075283","1215","1215",NA,NA,NA,NA,NA,NA,NA
"304","2019-10-02 15:02:05-03","UFMG","BHCB","162649","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae",NA,NA,NA,NA,NA,NA,NA,NA,"Souza, JF; Stehmann, JR","2012","11","07","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego, Estrada para a RPPN Mata do Sossego","-42.092167","-20.075283",NA,"Herbáceo. Frutos azuis",NA,NA,"236","Southern America","-42.092167","-20.075283","1215","1215",NA,NA,NA,NA,NA,NA,NA
"305","2019-10-02 15:02:05-03","UFMG","BHCB","162655","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae",NA,NA,NA,NA,NA,NA,NA,NA,"Souza, JF; Stehmann, JR","2012","11","07","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego, Estrada para a RPPN Mata do Sossego","-42.092167","-20.075283",NA,NA,NA,NA,"245","Southern America","-42.092167","-20.075283","1215","1215",NA,NA,NA,NA,NA,NA,NA
"306","2019-10-02 15:02:05-03","UFMG","BHCB","162657","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae",NA,NA,NA,NA,NA,NA,NA,NA,"Souza, JF; Stehmann, JR","2012","11","07","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego, Estrada para a RPPN Mata do Sossego","-42.092167","-20.075283",NA,"Frutos avermelhados",NA,NA,"247","Southern America","-42.092167","-20.075283","1215","1215",NA,NA,NA,NA,NA,NA,NA
"307","2019-10-02 14:52:06-03","UFMG","BHCB","130509","PreservedSpecimen","Plantae","Dicotyledon",NA,"Celastraceae","Salacia","elliptica","Salacia elliptica","(Mart. ex Schult.) G.Don",NA,NA,NA,NA,"Stehmann, JR","2009","03","22","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego","-42.070083","-20.07275",NA,"Árvore, ca. 7m de altura; em borda de Floresta Estacional Semidecidual secundária; frutos amarelado-alaranjados, carnosos, com semente envolvida por muco",NA,NA,"6118a","Southern America","-42.070083","-20.07275",NA,NA,NA,NA,NA,NA,NA,NA,NA
"308","2019-10-02 15:02:56-03","UFMG","BHCB","162630","PreservedSpecimen","Plantae","Dicotyledon",NA,"Salicaceae",NA,NA,NA,NA,NA,NA,NA,NA,"Souza, JF; Stehmann, JR","2012","11","07","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego, Estrada para a RPPN Mata do Sossego","-42.092167","-20.075283",NA,NA,NA,NA,"231","Southern America","-42.092167","-20.075283","1215","1215",NA,NA,NA,NA,NA,NA,NA
"309","2019-10-02 14:55:13-03","UFMG","BHCB","130467","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lamiaceae","Salvia",NA,"Salvia",NA,NA,NA,NA,NA,"Stehmann, JR; Nogueira, FB; Gontijo, SL; Rodrigues, JG; Gomes, LB","2009","03","21","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego","-42.070083","-20.07275",NA,"Arbusto; pétalas rosa-pink.",NA,NA,"6076","Southern America","-42.070083","-20.07275",NA,NA,NA,NA,NA,NA,NA,NA,NA
"310","2019-10-02 15:06:36-03","UFMG","BHCB","130450","PreservedSpecimen","Plantae","Monocotyledon",NA,"Cyperaceae","Scleria",NA,"Scleria","P.J.Bergius",NA,NA,NA,NA,"Stehmann, JR; Campos, IC; Braidotti, JC; Assis, ALM; Oliveira, NG","2009","03","20","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego, margem da Trilha da Hortência","-42.070083","-20.07275",NA,"Erva, no sub-boque da Floresta Estacional Semidecidual",NA,NA,"6059","Southern America","-42.070083","-20.07275",NA,NA,NA,NA,NA,NA,NA,NA,NA
"311","2019-10-02 15:05:46-03","UFMG","BHCB","162622","PreservedSpecimen","Plantae","Lycopodiopsida",NA,"Selaginellaceae",NA,NA,NA,NA,NA,NA,NA,NA,"Souza, JF; Stehmann, JR","2012","11","06","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego, Subida da Trilha das Hortências","-42.085833","-20.27075",NA,"Terrícola. Margem de trilha, próxima a curso d'água",NA,NA,"220","Southern America","-42.085833","-20.27075","1454","1454",NA,NA,NA,NA,NA,NA,NA
"312","2019-10-02 14:54:57-03","UFMG","BHCB","130476","PreservedSpecimen","Plantae","Dicotyledon",NA,"Gesneriaceae","Sinningia","sceptrum","Sinningia sceptrum","(Mart.) Wiehler",NA,"2012","02",NA,"Stehmann, JR; Assis, ALM","2009","03","22","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego, Estrada para a sede da RPPN Mata do sossego, cerca de 1 km da sede","-42.070111","-20.073083",NA,"Erva, em barranco úmido, na Floresta Estacional Semidecidual secundária; flor amarelo-alaranjada, com bordas avermelhadas",NA,NA,"6085","Southern America","-42.070111","-20.073083","1120","1120",NA,NA,NA,NA,NA,NA,NA
"313","2020-02-18 22:20:42-03","UFMG","BHCB","130489","PreservedSpecimen","Plantae","Dicotyledon",NA,"Siparunaceae","Siparuna",NA,"Siparuna","Aubl.",NA,NA,NA,NA,"Stehmann, JR; Nogueira, FB; Gomes, LB; Gontijo, SL; Rodrigues, JG","2009","03","20","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego, Floresta Estacional Semi-Decidual Secundária","-42.074861","-20.070028",NA,"Arbusto, 1,5m, aromático, no sub-bosque da Floresta Estacional Semidecidual; frutos vermelho-amarronzados",NA,NA,"6098","Southern America","-42.074861","-20.070028","1276","1276",NA,NA,NA,NA,NA,NA,NA
