"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","specificEpithet","infraspecificEpithet","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","typeStatus","class","relationshipType","relatedCatalogItem","individualCount"
"42","2019-12-16 17:18:11-03","NYBG","NYBG","00960903","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","Chamaecrista ramosa parvifoliola","W. A. Teixeira","s.n.","1995","02","01","South America","Brazil","Minas Gerais","Itabirito","Pico do Itabirito, Itabirito. Coletada próximo ao viveiro de mudas (produçao) MBR","-43.8014","-20.2533","-43.8014","-20.2533",NA,NA,"sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1050486 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00960903","NY00960903","ramosa","parvifoliola","(H.S.Irwin) H.S.Irwin & Barneby","R. C. Barneby","1998",NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2019-12-16 17:18:13-03","NYBG","NYBG","00935401","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","Chamaecrista rotundifolia","W. A. Teixeira","s.n.","1995","01","21","South America","Brazil","Minas Gerais","Itabirito","Pico do Itabirito, Itabirito","-43.8014","-20.2533","-43.8014","-20.2533",NA,NA,"sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=977692 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00935401","NY00935401","rotundifolia",NA,NA,"B. Baker","2011",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2019-12-16 17:18:28-03","NYBG","NYBG","00960946","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","Chamaecrista secunda","W. A. Teixeira","s.n.","1993","01","17","South America","Brazil","Minas Gerais","Itabirito","Pico do Itabirito, na Serra dos Inconfidentes, MBR","-43.8014","-20.2533","-43.8014","-20.2533",NA,NA,"sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1051821 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00960946","NY00960946","secunda",NA,"(Benth.) H.S.Irwin & Barneby","R. C. Barneby","1998",NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2019-12-16 18:48:22-03","NYBG","NYBG","00897623","PreservedSpecimen","Plantae","Magnoliophyta","Ranunculales","Menispermaceae","Cissampelos","Cissampelos ovalifolia","W. A. Teixeira","s.n.","1994","01","15","South America","Brazil","Minas Gerais","Itabirito","Pico do Itabirito, Itabirito.","-43.8014","-20.2533","-43.8014","-20.2533",NA,NA,"sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=978346 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00897623","NY00897623","ovalifolia",NA,"DC.","R. C. Barneby",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2019-12-16 18:38:48-03","NYBG","NYBG","2814738","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Cyperus","Cyperus haspan","W. A. Teixeira","s.n.","1994","01","27","South America","Brazil","Minas Gerais","Itabirito","Pico do Itabirito, Itabirito.","-43.8014","-20.2533","-43.8014","-20.2533",NA,NA,"sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3103361 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY02814738","NY02814738","haspan",NA,"L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2019-12-16 18:16:27-03","NYBG","NYBG","00941161","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Lythraceae","Diplusodon","Diplusodon villosissimus","T. B. Cavalcanti","2584","2000","02","27","South America","Brazil","Minas Gerais","Itabirito","Alto do Morro do Cristo, acesso pela cidade de Itabirito.","-44.8411","-20.4242","-44.8411","-20.4242","1100","1100","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1008014 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00941161","NY00941161","villosissimus",NA,"Pohl","T. B. Cavalcanti","2000","03",NA,NA,NA,NA,NA,NA,NA,NA
"48","2019-12-16 17:34:17-03","NYBG","NYBG","971698","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Ditassa","Ditassa retusa","A. Rapini","324","1997","05","27","South America","Brazil","Minas Gerais","Itabirito","Rod. dos Inconfidentes (BR 365), km 46, próx. ao restaurante Cabana da Serra.","-43.84","-20.2114","-43.8400","-20.2114",NA,NA,"sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1092128 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00971698","NY00971698","retusa",NA,"Mart.","A. Rapini","1999",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2019-12-16 19:13:44-03","NYBG","NYBG","840489","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum","Elaphoglossum burchellii","A. Salino","4635","1999","05","13","South America","Brazil","Minas Gerais","Itabirito","Condomínio Aconchego da Serra, na rodovia BR-040.","-43.8","-20.25","-43.80","-20.25",NA,NA,"sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=966095 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00840489","NY00840489","burchellii",NA,NA,"R. C. Moran","2004",NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2019-12-16 19:14:02-03","NYBG","NYBG","875275","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum","Elaphoglossum hybridum","A. Salino","7096","2001","06","14","South America","Brazil","Minas Gerais","Itabirito","Área da Serra da Moeda","-43.9381","-20.31942","-43.9381","-20.31942","1450","1450","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=958347 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00875275","NY00875275","hybridum",NA,"(Bory) P.Brack","F. B. Matos; J. T. Mickel","2014",NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2019-12-16 19:14:22-03","NYBG","NYBG","875283","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum","Elaphoglossum tenuiculum","A. Salino","7074","2001","06","14","South America","Brazil","Minas Gerais","Itabirito","Área da Serra da Moeda.","-43.9381","-20.31942","-43.9381","-20.31942","1450","1450","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=958675 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00875283","NY00875283","tenuiculum",NA,"(Fée) T.Moore","J. T. Mickel; R. C. Moran","2004",NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2019-12-16 18:39:21-03","NYBG","NYBG","00925736","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Eleocharis","Eleocharis","W. A. Teixeira","26049","1994","10","11","South America","Brazil","Minas Gerais","Itabirito","Pico do Itabirito. Coldetada em área brejosa próximo ao viveiro de produção de mudas, M. B. R.","-43.8014","-20.2533","-43.8014","-20.2533",NA,NA,"sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1000825 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00925736","NY00925736",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2019-12-16 17:39:12-03","NYBG","NYBG","950099","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Emmeorhiza","Emmeorhiza umbellata","L. Emygdio de Mello Filho","3228","1972","07","11","South America","Brazil","Minas Gerais","Itabirito","Pico do Itabirito","-43.8014","-20.2533","-43.8014","-20.2533","1500","1500","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1049794 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00950099","NY00950099","umbellata",NA,"(Spreng.) K.Schum.","J. H. Kirkbride Jr.","1975",NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2019-12-16 16:50:11-03","NYBG","NYBG","860820","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Eremanthus","Eremanthus glomerulatus","J. M. Pires","57931","1964","07","18","South America","Brazil","Minas Gerais","Itabirito","40 km. Se de Belo Horizonte.","-43.8014","-20.2533","-43.8014","-20.2533",NA,NA,"sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=941228 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00860820","NY00860820","glomerulatus",NA,"Less.","N. F. F. MacLeish","1982",NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2019-12-16 16:50:11-03","NYBG","NYBG","860281","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Eremanthus","Eremanthus incanus","G. F. J. Pabst","7088","1962","10","11","South America","Brazil","Minas Gerais","Itabirito","Km.410 da BR-3, 40 km em Belo Horizonte","-43.8014","-20.2533","-43.8014","-20.2533","1350","1350","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=944750 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00860281","NY00860281","incanus",NA,NA,"N. F. F. MacLeish","1982",NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2019-12-16 16:50:11-03","NYBG","NYBG","860283","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Eremanthus","Eremanthus incanus","G. F. J. Pabst","7088","1962","10","11","South America","Brazil","Minas Gerais","Itabirito","Km. 410 da BR-3, 40 km. de Belo Horizonte","-43.8014","-20.2533","-43.8014","-20.2533","1350","1350","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=944768 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00860283","NY00860283","incanus",NA,NA,"N. F. F. MacLeish","1982",NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2019-12-16 16:41:25-03","NYBG","NYBG","00907847","PreservedSpecimen","Plantae","Magnoliophyta","Apiales","Apiaceae","Eryngium","Eryngium","P. Fiaschi","3115","2006","07","18","South America","Brazil","Minas Gerais","Itabirito","Estrada de Itabirito para Belo Horizonte, ca. 8,5 Lm de Itabirito.","-43.84097","-20.21019","-43.84097","-20.21019","1215","1215","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=989244 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00907847","NY00907847",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2019-12-16 18:01:10-03","NYBG","NYBG","00997108","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Erythroxylaceae","Erythroxylum","Erythroxylum campestre","H. C. de Lima","1461","1980","08","10","South America","Brazil","Minas Gerais","Itabirito","Estrada Ouro Preto - Belo Horizonte Km 44.","-43.8014","-20.2533","-43.8014","-20.2533","1300","1300","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1146218 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00997108","NY00997108","campestre",NA,"A.St.-Hil.","T. C. Plowman","1980",NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2019-12-16 18:01:30-03","NYBG","NYBG","00997359","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Erythroxylaceae","Erythroxylum","Erythroxylum suberosum","H. C. de Lima","1422","1980","08","09","South America","Brazil","Minas Gerais","Itabirito","Serra do Itabirito.","-43.8014","-20.2533","-43.8014","-20.2533","1350","1350","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1155242 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00997359","NY00997359","suberosum",NA,"A.St.-Hil.","T. C. Plowman","1980",NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2019-12-16 18:03:12-03","NYBG","NYBG","870488","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Euphorbia","Euphorbia potentilloides","G. F. J. Pabst","7087","1962","10","11","South America","Brazil","Minas Gerais","Itabirito","Km. 410 da BR-3, 40 km. de Belo Horizonte","-43.8014","-20.2533","-43.8014","-20.2533","1350","1350","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1113670 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00870488","NY00870488","potentilloides",NA,"Boiss.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2019-12-16 17:39:47-03","NYBG","NYBG","02350147","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Galium","Galium espiniacicum","H. S. Irwin","19716","1968","02","17","South America","Brazil","Minas Gerais","Itabirito","Serra do Itabirito, Minas Gerais, ca. 50 km. S.E. of Belo Horizonte","-43.801399230957","-20.2532997131348",NA,NA,NA,NA,"sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2568944 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY02350147","NY02350147","espiniacicum",NA,"Dempster",NA,"1990",NA,NA,"20553","auto","isotype",NA,NA,NA,NA
"62","2019-12-16 17:48:23-03","NYBG","NYBG","00857282","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Lamiaceae","Hyptis","Hyptis crinita","J. M. Pires","57934","1964","06","18","South America","Brazil","Minas Gerais","Itabirito","40 km. SE de Belo Horizonte.","-43.8014","-20.2533","-43.8014","-20.2533",NA,NA,"sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=937914 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00857282","NY00857282","crinita",NA,"Benth.","R. M. Harley","1970",NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2019-12-16 16:42:18-03","NYBG","NYBG","01023380","PreservedSpecimen","Plantae","Magnoliophyta","Aquifoliales","Aquifoliaceae","Ilex","Ilex subcordata","G. F. J. Pabst","7084","1962","10","11","South America","Brazil","Minas Gerais","Itabirito","Km 406 da BR-3 inter Viaduto das Almas et Belo Horizonte","-43.8014","-20.2533","-43.8014","-20.2533","1200","1200","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1190783 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY01023380","NY01023380","subcordata",NA,"Reissek","E. Pereira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2019-12-16 16:42:18-03","NYBG","NYBG","01023381","PreservedSpecimen","Plantae","Magnoliophyta","Aquifoliales","Aquifoliaceae","Ilex","Ilex subcordata","G. F. J. Pabst","7084","1962","10","11","South America","Brazil","Minas Gerais","Itabirito","Km 406 da BR-3 inter Viaduto das Almas et Belo Horizonte","-43.8014","-20.2533","-43.8014","-20.2533","1200","1200","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1190792 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY01023381","NY01023381","subcordata",NA,"Reissek","E. Pereira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2019-12-16 17:44:40-03","NYBG","NYBG","930202","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Acanthaceae","Justicia","Justicia","G. F. J. Pabst","7082","1962","10","11","South America","Brazil","Minas Gerais","Itabirito","Km. 406 da BR-3, entre Viaduto das Almas e Belo Horizonte","-43.8014","-20.2533","-43.8014","-20.2533","1200","1200","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1002665 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00930202","NY00930202",NA,NA,"L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2019-12-16 18:39:55-03","NYBG","NYBG","00926367","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Lagenocarpus","Lagenocarpus minarum","W. A. Teixeira","25196","1994","07","12","South America","Brazil","Minas Gerais","Itabirito","Pico do Itabirito. M. B. R.","-43.8014","-20.2533","-43.8014","-20.2533",NA,NA,"sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1002770 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00926367","NY00926367","minarum",NA,"(Nees) Kuntze",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2019-12-16 18:39:55-03","NYBG","NYBG","00926425","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Lagenocarpus","Lagenocarpus rigidus","W. A. Teixeira","22107","1993","08","04","South America","Brazil","Minas Gerais","Itabirito","Pico do Itabirito. Coletada na Serra dos Inconfidentes, M.B.R.","-43.8014","-20.2533","-43.8014","-20.2533",NA,NA,"sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1003649 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00926425","NY00926425","rigidus",NA,"(Kunth) Nees","W. W. Thomas","1995",NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2019-12-16 18:39:55-03","NYBG","NYBG","00926426","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Lagenocarpus","Lagenocarpus rigidus","W. A. Teixeira","22109","1993","08","09","South America","Brazil","Minas Gerais","Itabirito","Pico do Itabirito. Coletada na Serra dos Inconfidentes, M.B.R.","-43.8014","-20.2533","-43.8014","-20.2533",NA,NA,"sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1003654 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00926426","NY00926426","rigidus",NA,"(Kunth) Nees","W. W. Thomas","1995",NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2019-12-16 18:39:55-03","NYBG","NYBG","00926427","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Lagenocarpus","Lagenocarpus rigidus","W. A. Teixeira","25194","1994","07","19","South America","Brazil","Minas Gerais","Itabirito","Pico do Itabirito. Coletada próximo aos afloramentos de quartzito em local úmido, M.B.R.","-43.8014","-20.2533","-43.8014","-20.2533",NA,NA,"sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1003656 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00926427","NY00926427","rigidus",NA,"(Kunth) Nees","W. W. Thomas","1995",NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2019-12-16 18:40:10-03","NYBG","NYBG","00926604","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Lagenocarpus","Lagenocarpus sericeus","W. A. Teixeira","22110","1993","08","09","South America","Brazil","Minas Gerais","Itabirito","Pico do Itabirito. Coletada na Serra dos Inconfidentes, M. B. R.","-43.8014","-20.2533","-43.8014","-20.2533",NA,NA,"sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1004021 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00926604","NY00926604","sericeus",NA,"H.Pfeiff.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2019-12-16 18:40:10-03","NYBG","NYBG","00926338","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Lagenocarpus","Lagenocarpus velutinus","W. A. Teixeira","22111","1993","08","04","South America","Brazil","Minas Gerais","Itabirito","Pico do Itabirito. Coletada na serra dos Inconfidentes, M. B. R.","-43.8014","-20.2533","-43.8014","-20.2533",NA,NA,"sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1002371 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00926338","NY00926338","velutinus",NA,"Nees","S. M. Costa","2015",NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2019-12-16 18:33:41-03","NYBG","NYBG","00922458","PreservedSpecimen","Plantae","Magnoliophyta","Oxalidales","Cunoniaceae","Lamanonia","Lamanonia ternata","L. O. Williams","7357","1945","06","21","South America","Brazil","Minas Gerais","Itabirito","Pico de Cata Branca.","-43.8014","-20.2533","-43.8014","-20.2533","1300","1300","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=990841 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00922458","NY00922458","ternata",NA,"Vell.","J. R. Pirani",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2019-12-16 16:51:00-03","NYBG","NYBG","894718","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Lessingianthus","Lessingianthus pycnostachyus","L. Emygdio de Mello Filho","3451","1972","07","17","South America","Brazil","Minas Gerais","Itabirito","Gandarela.","-43.8014","-20.2533","-43.8014","-20.2533","1300","1300","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=964969 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00894718","NY00894718","pycnostachyus",NA,"(DC.) H.Rob.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2019-12-16 17:51:06-03","NYBG","NYBG","00956193","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Verbenaceae","Lippia","Lippia hermannioides","J. M. Pires","57932","1964","06","18","South America","Brazil","Minas Gerais","Itabirito","40 km SE de Belo Horizonte.","-43.8014","-20.2533","-43.8014","-20.2533",NA,NA,"sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1050903 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00956193","NY00956193","hermannioides",NA,"Cham.","F. Salimena-Pires",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2019-12-16 16:51:14-03","NYBG","NYBG","894797","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Lucilia","Lucilia lycopodioides","J. M. Pires","57933","1964","06","18","South America","Brazil","Minas Gerais","Itabirito","40 km SE de Belo Horizonte.","-43.8014","-20.2533","-43.8014","-20.2533",NA,NA,"sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=965937 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00894797","NY00894797","lycopodioides",NA,"(Less.) S.E.Freire","J. F. Pruski","1989",NA,NA,NA,NA,NA,NA,NA,NA,NA
