"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","recordedBy","year","month","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","individualCount","occurrenceRemarks","geoFlag","recordNumber","day","continentOcean","verbatimLongitude","verbatimLatitude","preparationType","barcode","imagecode","typeStatus","infraspecificEpithet","dayIdentified","minimumElevationInMeters","maximumElevationInMeters","class","relatedCatalogItem"
"355","2019-10-02 15:02:07-03","UFMG","BHCB","147341","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Bathysa",NA,"Bathysa",NA,NA,NA,NA,"Vidal, C","2007","09","Brasil","Minas Gerais","Governador Valadares","UHE Baguari, Fazenda Santa Luzia.","-42.089722","-19.57",NA,NA,"Arbóreo.; Floresta estacional semidecidual.",NA,"753",NA,"Southern America","-42.089722","-19.57",NA,"BHCB012118",NA,NA,NA,NA,NA,NA,NA,NA
"356","2019-10-02 14:55:30-03","UFMG","BHCB","147316","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lecythidaceae","Cariniana","ianeirensis","Cariniana ianeirensis","R.Knuth",NA,"2014","05","Tameirão Neto, E","2007","09","Brasil","Minas Gerais","Governador Valadares","UHE Baguari, Fazenda Santa Luzia.","-42.089722","-19.57",NA,NA,"Floresta estacional semidecidual, arbóreo.",NA,"4661","18","Southern America","-42.089722","-19.57",NA,"BHCB014395",NA,NA,NA,"14",NA,NA,NA,NA
"357","2020-01-09 18:28:41-03","UFMG","BHCB","124251","PreservedSpecimen","Plantae","Dicotyledon",NA,"Achariaceae","Carpotroche","brasiliensis","Carpotroche brasiliensis","(Raddi) Endl.",NA,NA,NA,"Kamino, LHY; Maielo Silva, L","2008","09","Brasil","Minas Gerais","Governador Valadares","Pico da Ibituruna, Mata Renato Leite.","-41.918222","-18.900808",NA,NA,"O fruto se encontra na carpoteca.; Arbóreo, fruto imaturo verde-amarelado.",NA,"1182","05","Southern America","-41.918222","-18.900808",NA,"BHCB051781","BHCB051781",NA,NA,NA,"630","630",NA,NA
"358","2019-10-02 15:02:59-03","UFMG","BHCB","147347","PreservedSpecimen","Plantae","Dicotyledon",NA,"Salicaceae","Casearia","sylvestris","Casearia sylvestris","Sw.",NA,"2017","04","Vidal, C","2007","09","Brasil","Minas Gerais","Governador Valadares","UHE Baguari, Fazenda Santa Luzia","-42.089722","-19.57",NA,NA,"Árvore; Floresta estacional semidecidual",NA,"773",NA,"Southern America","-42.089722","-19.57",NA,"BHCB020180",NA,NA,NA,"18",NA,NA,NA,NA
"359","2019-10-02 14:56:20-03","UFMG","BHCB","170292","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malvaceae","Ceiba","erianthos","Ceiba erianthos","(Cav.) K.Schum.",NA,"2018",NA,"Kamino, LHY","2008","07","Brasil","Minas Gerais","Governador Valadares","Pico da Ibituruna","-42.533333","-19.503333",NA,NA,"Arbórea, 8m, Frutos imaturos verdes",NA,"1191","05","Southern America","-42.533333","-19.503333",NA,"BHCB046301",NA,NA,NA,NA,NA,NA,NA,NA
"360","2019-10-02 15:03:06-03","UFMG","BHCB","147348","PreservedSpecimen","Plantae","Dicotyledon",NA,"Sapindaceae","Cupania","oblongifolia","Cupania oblongifolia","Mart.",NA,NA,NA,"Vidal, C","2007","09","Brasil","Minas Gerais","Governador Valadares","UHE Baguari, Margem direita do Ribeirão do Bugre","-42.089722","-19.57",NA,NA,"Árvore; Floresta ciliar",NA,"742",NA,"Southern America","-42.089722","-19.57",NA,"BHCB020171",NA,NA,NA,NA,NA,NA,NA,NA
"361","2019-10-02 15:02:22-03","UFMG","BHCB","147340","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Duroia",NA,"Duroia",NA,NA,NA,NA,"Vidal, C","2007","09","Brasil","Minas Gerais","Governador Valadares","UHE Baguari, Fazenda Santa Luzia.","-42.089722","-19.57",NA,NA,"Arbóreo.; Floresta estacional semidecidual.",NA,"763",NA,"Southern America","-42.089722","-19.57",NA,"BHCB012127",NA,NA,NA,NA,NA,NA,NA,NA
"362","2019-10-02 14:55:18-03","UFMG","BHCB","147312","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lauraceae","Endlicheria","glomerata","Endlicheria glomerata","Mez",NA,NA,NA,"Vidal, C.","2007","09","Brasil","Minas Gerais","Governador Valadares","Fazenda Santa Luzia. UHE Baguari","-42.089722","-19.57",NA,NA,"Floresta Estacional Semidecidual. Arbóreo.",NA,"757",NA,"Southern America","-42.089722","-19.57",NA,"BHCB002332","BHCB002332",NA,NA,NA,NA,NA,NA,NA
"363","2019-10-02 15:00:03-03","UFMG","BHCB","147324","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","cerasiflora","Eugenia cerasiflora","Miq.",NA,NA,NA,"Vidal, C","2007","09","Brasil","Minas Gerais","Governador Valadares","UHE Baguari, Fazenda Santa Luzia.","-42.089722","-19.57",NA,NA,"Arbóreo.; Floresta estacional semidecidual.",NA,"748",NA,"Southern America","-42.089722","-19.57",NA,"BHCB015639",NA,NA,NA,NA,NA,NA,NA,NA
"364","2019-10-02 15:00:03-03","UFMG","BHCB","147326","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","cerasiflora","Eugenia cerasiflora","Miq.",NA,NA,NA,"Tameirão Neto, E","2007","05","Brasil","Minas Gerais","Governador Valadares","UHE Baguari, Margem esquerda do Rio Doce. Canteiro de obras.","-42.089722","-19.57",NA,NA,"Arbóreo.; Floresta ciliar.",NA,"4655",NA,"Southern America","-42.089722","-19.57",NA,"BHCB015631",NA,NA,NA,NA,NA,NA,NA,NA
"365","2019-10-02 15:00:03-03","UFMG","BHCB","147325","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","cerasiflora","Eugenia cerasiflora","Miq.",NA,NA,NA,"Tameirão Neto, E","2007","05","Brasil","Minas Gerais","Governador Valadares","UHE Baguari, Margem esquerda do Rio Doce. Canteiro de obras.","-42.089722","-19.57",NA,NA,"Arbóreo.; Floresta estacional semidecidual.",NA,"4654",NA,"Southern America","-42.089722","-19.57",NA,"BHCB015638",NA,NA,NA,NA,NA,NA,NA,NA
"366","2019-10-02 15:00:05-03","UFMG","BHCB","147328","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","florida","Eugenia florida","DC.",NA,NA,NA,"Vidal, C","2007","08","Brasil","Minas Gerais","Governador Valadares","UHE Baguari, Ilha Bonaparte.","-42.089722","-19.57",NA,NA,"Arbóreo.; Floresta estacional semidecidual.",NA,"762",NA,"Southern America","-42.089722","-19.57",NA,"BHCB015632",NA,NA,NA,NA,NA,NA,NA,NA
"367","2019-10-02 15:00:05-03","UFMG","BHCB","147327","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","involucrata","Eugenia involucrata","DC.",NA,NA,NA,"Tameirão Neto, E","2007","09","Brasil","Minas Gerais","Governador Valadares","UHE Baguari, Margem direita do Ribeirão do Bugre.","-42.089722","-19.57",NA,NA,"Arbóreo.; Floresta ciliar.",NA,"4660","18","Southern America","-42.089722","-19.57",NA,"BHCB015633",NA,NA,NA,NA,NA,NA,NA,NA
"368","2019-10-02 15:02:54-03","UFMG","BHCB","147342","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rutaceae","Galipea","jasminiflora","Galipea jasminiflora","(A.St.-Hil.) Engl.",NA,NA,NA,"Vidal, C","2007","09","Brasil","Minas Gerais","Governador Valadares","UHE Baguari, Fazenda Santa Luzia","-42.089722","-19.57",NA,NA,"Árvore; Floresta estacional semidecidual",NA,"749",NA,"Southern America","-42.089722","-19.57",NA,"BHCB020174",NA,NA,NA,NA,NA,NA,NA,NA
"369","2019-10-02 15:02:54-03","UFMG","BHCB","147343","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rutaceae","Galipea","jasminiflora","Galipea jasminiflora","(A.St.-Hil.) Engl.",NA,NA,NA,"Vidal, C","2007","09","Brasil","Minas Gerais","Governador Valadares","UHE Baguari, Fazenda Santa Luzia","-42.089722","-19.57",NA,NA,"Árvore; Floresta estacional semidecidual",NA,"750",NA,"Southern America","-42.089722","-19.57",NA,"BHCB020175",NA,NA,NA,NA,NA,NA,NA,NA
"370","2019-10-02 14:55:32-03","UFMG","BHCB","147315","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lecythidaceae","Lecythis","pisonis","Lecythis pisonis","Cambess.",NA,"2014","05","Tameirão Neto, E","2007","09","Brasil","Minas Gerais","Governador Valadares","UHE Baguari, Fazenda Santa Luzia","-42.089722","-19.57",NA,NA,"Floresta estacional semidecidual, arbóreo.",NA,"4656","18","Southern America","-42.089722","-19.57",NA,"BHCB014439",NA,NA,NA,"14",NA,NA,NA,NA
"371","2019-10-02 14:52:02-03","UFMG","BHCB","147289","PreservedSpecimen","Plantae","Dicotyledon",NA,"Celastraceae","Maytenus","gonoclada","Maytenus gonoclada","Mart.",NA,"2012","07","Vidal, C","2007","08","Brasil","Minas Gerais","Governador Valadares","UHE Baguari, Ilha Bonaparte","-42.089722","-19.57",NA,NA,"Arbóreo; Floresta Ciliar",NA,"769",NA,"Southern America","-42.089722","-19.57",NA,"BHCB034651",NA,NA,NA,NA,NA,NA,NA,NA
"372","2019-10-02 15:00:44-03","UFMG","BHCB","147329","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Myrciaria","floribunda","Myrciaria floribunda","(H.West ex Willd.) O.Berg",NA,NA,NA,"Tameirão Neto, E","2007","06","Brasil","Minas Gerais","Governador Valadares","UHE Baguari, Ilha Bonaparte.","-42.089722","-19.57",NA,NA,"Arbóreo.; Floresta ciliar.",NA,"4663","30","Southern America","-42.089722","-19.57",NA,"BHCB015643",NA,NA,NA,NA,NA,NA,NA,NA
"373","2019-10-02 15:00:36-03","UFMG","BHCB","147323","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Myrcia","spectabilis","Myrcia spectabilis","DC.",NA,NA,NA,"Vidal, C","2007","08","Brasil","Minas Gerais","Governador Valadares","UHE Baguari, Ilha Bonaparte.","-42.089722","-19.57",NA,NA,"Arbóreo.; Floresta estacional semidecidual.",NA,"747",NA,"Southern America","-42.089722","-19.57",NA,"BHCB015641",NA,NA,NA,NA,NA,NA,NA,NA
"374","2019-10-02 15:02:54-03","UFMG","BHCB","147345","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rutaceae","Neoraputia","alba","Neoraputia alba","(Nees & Mart.) Emmerich ex Kallunki",NA,NA,NA,"Tameirão Neto, E","2007","06","Brasil","Minas Gerais","Governador Valadares","UHE Baguari, Ilha Bonaparte","-42.089722","-19.57",NA,NA,"Árvore; Floresta ciliar",NA,"4674",NA,"Southern America","-42.089722","-19.57",NA,"BHCB020176",NA,NA,NA,NA,NA,NA,NA,NA
"375","2019-10-02 14:55:25-03","UFMG","BHCB","147313","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lauraceae","Ocotea","odorifera","Ocotea odorifera","(Vell.) Rohwer",NA,NA,NA,"Tameirão Neto, E","2007","06","Brasil","Minas Gerais","Governador Valadares","UHE Baguari, Ilha Bonaparte","-42.089722","-19.57",NA,NA,"Arbórea; mata ciliar",NA,"4665","30","Southern America","-42.089722","-19.57",NA,"BHCB043533",NA,NA,NA,NA,NA,NA,NA,NA
"376","2019-10-02 14:53:19-03","UFMG","BHCB","147339","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Paradrypetes","ilicifolia","Paradrypetes ilicifolia","Kuhlm.",NA,NA,NA,"Tameirão Neto, E","2007","06","Brasil","Minas Gerais","Governador Valadares","UHE Baguari, Ilha Bonaparte","-42.089722","-19.57",NA,NA,"Árvore; Floresta ciliar",NA,"4673",NA,"Southern America","-42.089722","-19.57",NA,"BHCB020170",NA,NA,NA,NA,NA,NA,NA,NA
"377","2019-10-24 17:20:28-03","UFMG","BHCB","147336","PreservedSpecimen","Plantae","Dicotyledon",NA,"Piperaceae","Piper","tuberculatum","Piper tuberculatum","Jacq.",NA,"2019","10","Vidal, C","2007","09","Brasil","Minas Gerais","Governador Valadares","UHE Baguari, Fazenda Santa Luzia.","-42.089722","-19.57",NA,NA,"Arbóreo.; Floresta Estacional Semidecidual.",NA,"756",NA,"Southern America","-42.089722","-19.57",NA,"BHCB052606",NA,NA,NA,NA,NA,NA,NA,NA
"378","2019-10-02 15:00:46-03","UFMG","BHCB","147331","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Psidium",NA,"Psidium",NA,NA,NA,NA,"Vidal, C","2007","10","Brasil","Minas Gerais","Governador Valadares","UHE Baguari, Ilha Bonaparte.","-42.089722","-20.57",NA,NA,"Arbóreo.; Floresta ciliar.",NA,"775",NA,"Southern America","-42.089722","-20.57",NA,"BHCB015644",NA,NA,NA,NA,NA,NA,NA,NA
"379","2019-10-02 15:00:49-03","UFMG","BHCB","147330","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Psidium","myrtoides","Psidium myrtoides","O.Berg",NA,NA,NA,"Tameirão Neto, E","2007","06","Brasil","Minas Gerais","Governador Valadares","UHE Baguari, Ilha Bonaparte.","-42.088889","-19.012778",NA,NA,"Arbóreo.; Floresta ciliar.",NA,"4666",NA,"Southern America","-42.088889","-19.012778",NA,"BHCB015647",NA,NA,NA,NA,NA,NA,NA,NA
"380","2019-10-02 14:54:39-03","UFMG","BHCB","147302","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Senna","spectabilis","Senna spectabilis","(DC.) H.S.Irwin & Barneby",NA,"2018","04","Tameirão Neto, E","2007","08","Brasil","Minas Gerais","Governador Valadares","UHE Baguari","-42.089722","-19.57",NA,NA,"Arbóreo; Floresta ciliar",NA,"4659","18","Southern America","-42.089722","-19.57",NA,"BHCB046181",NA,NA,NA,NA,NA,NA,NA,NA
"381","2019-10-02 14:52:41-03","UFMG","BHCB","147295","PreservedSpecimen","Plantae","Dicotyledon",NA,"Elaeocarpaceae","Sloanea","guianensis","Sloanea guianensis","(Aubl.) Benth.",NA,"2018",NA,"Vidal, C","2007","09","Brasil","Minas Gerais","Governador Valadares","UHE Baguari, Fazenda Santa Luzia","-42.089722","-19.57",NA,NA,"Arbóreo; Floresta Estacional Semidecidual",NA,"760",NA,"Southern America","-42.089722","-19.57",NA,"BHCB020313",NA,NA,NA,NA,NA,NA,NA,NA
"382","2019-10-02 14:54:44-03","UFMG","BHCB","147304","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Swartzia","apetala","Swartzia apetala glabra","Vogel",NA,"2013","11","Vidal, C","2007","08","Brasil","Minas Gerais","Governador Valadares","UHE Baguari, Ilha Bonaparte","-42.089722","-19.57",NA,NA,"Arbóreo.; Floresta ciliar.",NA,"766",NA,"Southern America","-42.089722","-19.57",NA,"BHCB010958",NA,NA,"glabra","14",NA,NA,NA,NA
"383","2019-10-02 14:54:44-03","UFMG","BHCB","147306","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Swartzia","multijuga","Swartzia multijuga","Vogel",NA,"2013","11","Tameirão Neto, E","2007","07","Brasil","Minas Gerais","Governador Valadares","UHE Baguari, Ilha Bonaparte, Rio Corrente Grande.","-42.089722","-19.57",NA,NA,"Arbóreo.; Floresta ciliar.",NA,"4669","25","Southern America","-42.089722","-19.57",NA,"BHCB011298",NA,NA,NA,"14",NA,NA,NA,NA
"384","2019-10-02 14:54:44-03","UFMG","BHCB","147307","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Swartzia","oblata","Swartzia oblata","R.S.Cowan",NA,"2013","11","Tameirão Neto, E","2007","06","Brasil","Minas Gerais","Governador Valadares","UHE Baguari, Ilha Bonaparte, Coleta na entrada da Usina.","-42.089722","-19.57",NA,NA,"Arbóreo; Floresta estacional semidecidual, arbóreo.",NA,"4672",NA,"Southern America","-42.089722","-19.57",NA,"BHCB011293",NA,NA,NA,"14",NA,NA,NA,NA
"385","2019-10-02 15:05:59-03","UFMG","BHCB","23594","PreservedSpecimen","Plantae","Monocotyledon",NA,"Arecaceae","Syagrus","macrocarpa","Syagrus macrocarpa",NA,NA,NA,NA,"Noblick, LR","1992","03","Brasil","Minas Gerais","Governador Valadares",NA,"-41.933333","-18.85",NA,NA,"Palm once a common component but populations substantially reduced, but still locally common.; Maria Rosa is the common name. Solitary palm with 4-5 m x 15-20 cm trunk and 15-20 cm internodes. ca. 20 LEAVES in crown, spirally arranged",NA,"4841","15","Southern America","-41.933333","-18.85",NA,"BHCB050519","BHCB050519 BHCB050519_1 BHCB050519_2",NA,NA,NA,"150","300",NA,NA
"386","2019-10-02 15:05:59-03","UFMG","BHCB","23598","PreservedSpecimen","Plantae","Monocotyledon",NA,"Arecaceae","Syagrus","macrocarpa","Syagrus macrocarpa",NA,NA,NA,NA,"Noblick, LR","1992","03","Brasil","Minas Gerais","Governador Valadares",NA,"-41.933333","-18.85",NA,NA,"Maria Rosa is the common name. Solitary palm with 7-8 m x 16-20 cm smooth trunk and 10-15 cm internodes. 20 LEAVES in crown, spirally arranged and spreading. Leaf sheath plus petiole (pseudopetiole) is 90+ cm long with a true leaf pet",NA,"4842","16","Southern America","-41.933333","-18.85",NA,"BHCB050520","BHCB050520 BHCB050520_1",NA,NA,NA,"150","300",NA,NA
"387","2019-10-02 14:52:15-03","UFMG","BHCB","147293","PreservedSpecimen","Plantae","Dicotyledon",NA,"Clusiaceae","Tovomita","leucantha","Tovomita leucantha","(Schltdl.) Planch. & Triana",NA,"2015","03","Vidal, C","2007","08","Brasil","Minas Gerais","Governador Valadares","UHE Baguari, Ilha Bonaparte","-42.089722","-19.57",NA,NA,"Árvore; Floresta ciliar",NA,"765",NA,"Southern America","-42.089722","-19.57",NA,"BHCB022894",NA,NA,NA,"19",NA,NA,NA,NA
"388","2019-10-02 14:52:15-03","UFMG","BHCB","147294","PreservedSpecimen","Plantae","Dicotyledon",NA,"Clusiaceae","Tovomita","leucantha","Tovomita leucantha","(Schltdl.) Planch. & Triana",NA,"2015","03","Vidal, C","2007","09","Brasil","Minas Gerais","Governador Valadares","UHE Baguari, Fazenda Santa Luzia","-42.089722","-19.57",NA,NA,"Árvore; Floresta estacional semidecidual",NA,"771",NA,"Southern America","-42.089722","-19.57",NA,"BHCB022895",NA,NA,NA,"19",NA,NA,NA,NA
"389","2019-10-02 14:52:23-03","UFMG","BHCB","16525","PreservedSpecimen","Plantae","Dicotyledon",NA,"Convolvulaceae","Ipomoea","cairica","Ipomoea cairica","(L.) Sweet",NA,NA,NA,"Ferreira, AA","2002","06","Brasil","Minas Gerais","Governador Valadares",NA,"-41.9494018554688","-18.8511009216309","50833",NA,"Plantas do Brasil","auto","s.n.","23","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"390","2019-10-02 14:51:58-03","UFMG","BHCB","80699","PreservedSpecimen","Plantae","Dicotyledon",NA,"Caryophyllaceae","Drymaria","cordata","Drymaria cordata","(L.) Willd. ex Roem. & Schult.",NA,NA,NA,"Mendes Magalhães, G","1943","09","Brasil","Minas Gerais","Governador Valadares",NA,"-41.9494018554688","-18.8511009216309","50833",NA,"Flores alvas.; Várzea.","auto","4769","08","Southern America",NA,NA,NA,"BHCB022354",NA,NA,NA,NA,NA,NA,NA,NA
"391","2019-10-02 15:02:49-03","UFMG","BHCB","73643","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Spermacoce",NA,"Spermacoce",NA,NA,NA,NA,"Magalhães, GM",NA,NA,"Brasil","Minas Gerais","Governador Valadares",NA,"-41.9494018554688","-18.8511009216309","50833",NA,NA,"auto","887",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"392","2019-10-02 14:53:06-03","UFMG","BHCB","63306","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Croton","glandulosus","Croton glandulosus","L.",NA,"1991","04","Magalhães, GM",NA,NA,"Brasil","Minas Gerais","Governador Valadares",NA,"-41.9494018554688","-18.8511009216309","50833",NA,NA,"auto","774",NA,"Southern America",NA,NA,NA,"BHCB045187",NA,NA,NA,"30",NA,NA,NA,NA
"393","2019-10-02 15:02:40-03","UFMG","BHCB","41738","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Psychotria","leiocarpa","Psychotria leiocarpa","Cham. & Schltdl.",NA,NA,NA,"Magalhães, GM","1943","09","Brasil","Minas Gerais","Governador Valadares",NA,"-41.9494018554688","-18.8511009216309","50833",NA,"Mata em galeria. Arbusto 2 m, flor alva","auto","s.n.","08","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"394","2019-10-02 15:02:52-03","UFMG","BHCB","73431","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rutaceae","Conchocarpus","fontanesianus","Conchocarpus fontanesianus","(A.St.-Hil.) Kallunki & Pirani",NA,NA,NA,"Magalhães, GM",NA,NA,"Brasil","Minas Gerais","Governador Valadares",NA,"-41.9494018554688","-18.8511009216309","50833",NA,NA,"auto","2647",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"395","2019-10-02 15:03:01-03","UFMG","BHCB","62549","PreservedSpecimen","Plantae","Dicotyledon",NA,"Salicaceae","Prockia","crucis","Prockia crucis","P.Browne ex L.",NA,NA,NA,"Magalhães, GM",NA,NA,"Brasil","Minas Gerais","Governador Valadares",NA,"-41.9494018554688","-18.8511009216309","50833",NA,NA,"auto","2251",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"396","2019-10-02 14:54:13-03","UFMG","BHCB","83504","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Machaerium","glabrum","Machaerium glabrum","Vogel",NA,"2011",NA,"Mendes Magalhães","1942","10","Brasil","Minas Gerais","Governador Valadares",NA,"-41.9494018554688","-18.8511009216309","50833",NA,"Árvore 4,00. Muito frequente.; Restos de mata.","auto","2553","31","Southern America",NA,NA,NA,"BHCB046508",NA,NA,NA,NA,NA,NA,NA,NA
"397","2019-10-02 14:59:30-03","UFMG","BHCB","71912","PreservedSpecimen","Plantae","Dicotyledon",NA,"Meliaceae","Guarea","guidonia","Guarea guidonia","(L.) Sleumer",NA,NA,NA,"Magalhães, GM",NA,NA,"Brasil","Minas Gerais","Governador Valadares",NA,"-41.9494018554688","-18.8511009216309","50833",NA,NA,"auto","870",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"398","2019-10-02 15:00:54-03","UFMG","BHCB","71963","PreservedSpecimen","Plantae","Dicotyledon",NA,"Nyctaginaceae","Guapira","opposita","Guapira opposita","(Vell.) Reitz",NA,NA,NA,"Magalhães, GM",NA,NA,"Brasil","Minas Gerais","Governador Valadares",NA,"-41.9494018554688","-18.8511009216309","50833",NA,NA,"auto","797",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"399","2019-10-02 14:53:06-03","UFMG","BHCB","63307","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Croton","exuberans","Croton exuberans","Müll.Arg.",NA,NA,NA,"Magalhães, GM",NA,NA,"Brasil","Minas Gerais","Governador Valadares",NA,"-41.9494018554688","-18.8511009216309","50833",NA,NA,"auto","904",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"400","2019-10-02 14:52:11-03","UFMG","BHCB","83166","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cleomaceae","Tarenaya","aculeata","Tarenaya aculeata","(L.) Soares Neto & Roalson",NA,"2019","03","Magalhães, M","1941","11","Brasil","Minas Gerais","Governador Valadares",NA,"-41.9494018554688","-18.8511009216309","50833",NA,"Harbácea 0,5 metros, flor alva, pouco frequente; Campo sujo","auto","788","23","Southern America",NA,NA,NA,"BHCB027315",NA,NA,NA,NA,NA,NA,NA,NA
"401","2019-10-02 15:02:40-03","UFMG","BHCB","73240","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Psychotria","longipes","Psychotria longipes","Müll.Arg.",NA,"1942",NA,"Magalhães, GM","1942","10","Brasil","Minas Gerais","Governador Valadares",NA,"-41.9494018554688","-18.8511009216309","50833",NA,"Arbusto, 2 metros, flor alva; Mata. Campo de sementes","auto","2704","29","Southern America",NA,NA,NA,"BHCB044335","BHCB044335",NA,NA,NA,NA,NA,NA,NA
"402","2019-10-02 15:05:57-03","UFMG","BHCB","23599","PreservedSpecimen","Plantae","Monocotyledon",NA,"Arecaceae","Bactris","ferruginea","Bactris ferruginea","Burret",NA,NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Governador Valadares",NA,"-41.9494018554688","-18.8511009216309","50833",NA,NA,"auto","s.n.",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"403","2019-10-02 14:52:31-03","UFMG","BHCB","80694","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cucurbitaceae","Fevillea","trilobata","Fevillea trilobata","L.",NA,"2013","11","Magalhães, GM","1943","09","Brasil","Minas Gerais","Governador Valadares",NA,"-41.9494018554688","-18.8511009216309","50833",NA,"Trepadeira, flor amarela; Mata. Campo de sementes","auto","4781","06","Southern America",NA,NA,NA,"BHCB011320",NA,NA,NA,"14",NA,NA,NA,NA
"404","2019-10-02 15:02:10-03","UFMG","BHCB","73121","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Borreria","cupularis","Borreria cupularis","DC.",NA,"2012","04","Magalhães, GM","1941","11","Brasil","Minas Gerais","Governador Valadares",NA,"-41.9494018554688","-18.8511009216309","50833",NA,"Subarbusto, flor alva, muito frequente; Entre pedras na margem do Rio Doce","auto","780","23","Southern America",NA,NA,NA,"BHCB003541","BHCB003541",NA,NA,NA,NA,NA,NA,NA
"405","2019-10-02 15:05:59-03","UFMG","BHCB","23594","PreservedSpecimen","Plantae","Monocotyledon",NA,"Arecaceae","Syagrus","macrocarpa","Syagrus macrocarpa",NA,NA,NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Governador Valadares",NA,"-41.9494018554688","-18.8511009216309","50833",NA,NA,"auto","s.n.",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"406","2019-10-02 15:05:59-03","UFMG","BHCB","23598","PreservedSpecimen","Plantae","Monocotyledon",NA,"Arecaceae","Syagrus","macrocarpa","Syagrus macrocarpa",NA,NA,NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Governador Valadares",NA,"-41.9494018554688","-18.8511009216309","50833",NA,NA,"auto","s.n.",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"407","2019-10-02 15:07:04-03","UFMG","BHCB","41474","PreservedSpecimen","Plantae","Monocotyledon",NA,"Iridaceae","Eleutherine","bulbosa","Eleutherine bulbosa","(Mill.) Urb.",NA,NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Governador Valadares",NA,"-41.9494018554688","-18.8511009216309","50833",NA,NA,"auto","s.n.",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"408","2019-10-02 15:05:04-03","UFMG","BHCB","65670","PreservedSpecimen","Plantae","Dicotyledon",NA,"Violaceae","Anchietea","salutaris","Anchietea salutaris","A.St.-Hil.",NA,NA,NA,"Magalhães, GM",NA,NA,"Brasil","Minas Gerais","Governador Valadares",NA,"-41.9494018554688","-18.8511009216309","50833",NA,NA,"auto","808",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
