"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","specificEpithet","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","dayIdentified","class","previousCatalogNumber","typeStatus","infraspecificEpithet","individualCount","relatedCatalogItem"
"2139","2019-11-21 14:37:24-03","UFJF","CESJ","71187","PreservedSpecimen","Plantae","Angiosperma",NA,"Gesneriaceae","Vanhouttea","Vanhouttea pendula","L.C. Pereira; R.M. Mello; L. Menini Neto; S.G. Furtado; D.E.F. Barbosa","59","2017","07","15","América do Sul","Brasil","Minas Gerais","Araponga","Parque Estadual da Serra do Brigadeiro., Coletada na trilha para o Pico do Boné.","-42.746278","-21.143056","-42.746278","-21.143056",NA,NA,NA,"Arbusto terrícola, ca. 50 cm alt. Folhas verde-claras. Flores tubulares, rosa escandente. Anteras e filetes, creme.","CESJ071187",NA,"pendula","Chautems","L.C. Pereira","2017","07",NA,NA,"15",NA,NA,NA,NA,NA,NA
"2140","2020-02-10 19:56:36-03","UFJF","CESJ","66028","PreservedSpecimen","Plantae","Angiosperma",NA,"Violaceae","Viola","Viola","A.M. Moraes; M.A. Milward-de-Azevedo; N.B.G. Fernandes; H. Nunes; D.R. Gonzaga","323","2015","01","14","América do Sul","Brasil","Minas Gerais","Araponga","Parque Estadual Serra do Brigadeiro, Fazenda Brigadeiro. Trilha lage do ouro","-42.409861","-20.626417","-42.409861","-20.626417","1343","1343",NA,"Herbacea. Flores brancas. Muito frequente.","CESJ066028",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2141","2019-11-21 14:54:38-03","UFJF","CESJ","71778","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Pteridaceae","Vittaria","Vittaria","D.E.F. Barbosa; S.G. Furtado; L.V.V. Cruz; L.C. Pereira; R.M. Mello; L. Menini Neto","444","2017","07","15","América do Sul","Brasil","Minas Gerais","Araponga","Serra do Brigadeiro, Floresta semidecidual montana","-42.805278","-21.204444","-42.805278","-21.204444","1380","1380",NA,"Epífita a 40m. Interior de mata.Trilha do Muriqui.","CESJ071778",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2142","2019-08-20 10:04:20-03","UNICAMP","UEC","117797","S","Plantae","Magnoliopsida",NA,"Asteraceae",NA,NA,"Leoni, BS","2562","1994","05","25",NA,"Brazil","Minas Gerais","Serra Da Araponga","Faz. Neblina - P.E.S.B.","-42.483333","-20.716667","-42.483333","-20.716667",NA,NA,NA,"Arbusto ereto, com 2,5-3 m de altura, tronco fissurado, ramos latentes, folhas alternadas, corola branca.; Cresca na borda da floresta.","UEC199898",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2143","2019-08-20 10:28:41-03","UNICAMP","UEC","62552","S","Plantae","Pteridophyta",NA,"Dryopteridaceae","Elaphoglossum","Elaphoglossum minutum","Leoni, BS","2021","1992","12","01",NA,"Brazil","Minas Gerais","Araponga","Parque do Brigadeira.","-42.483333","-20.730556","-42.483333","-20.730556","1300","1300",NA,"Cresce sobre a rocha em meio a briófitas ma ilha em frente ao laboratório; caeule longo rastejante.","UEC076277","UEC076277","minutum","(Pohl ex Fée) T.Moore","Salino, A","1993","07",NA,NA,"01",NA,NA,NA,NA,NA,NA
"2144","2019-08-20 10:09:01-03","UNICAMP","UEC","195585","S","Plantae","Magnoliopsida",NA,"Calophyllaceae","Kielmeyera","Kielmeyera excelsa","Leoni, BS","3823","1997","12",NA,NA,"Brazil","Minas Gerais","Serra Da Araponga","Fazenda Neblina",NA,NA,NA,NA,"1300","1300",NA,"Árvore com 18-20 metros de altura, corola alvacenta, flores aromáticas.","UEC138663","UEC138663","excelsa","Cambess.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2145","2019-08-20 10:09:01-03","UNICAMP","UEC","95665","S","Plantae","Magnoliopsida",NA,"Calophyllaceae","Kielmeyera","Kielmeyera excelsa","Lioni, LS","3823","1997","12",NA,NA,"Brazil","Minas Gerais","Serra Da Araponga","Faz. Neblina.",NA,NA,NA,NA,"1300","1300",NA,"Flores, Árvore, ereta com 18-20m alt., corola alvacenta, flores aromáticas.","UEC177290","UEC177290","excelsa","Cambess.","Trad, RJ","2019","05",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2146","2020-02-10 17:54:01-03","UNICAMP","UEC","133952","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Lavoisiera","Lavoisiera imbricata","Valente, GE; et al.","624","2001","02","14",NA,"Brazil","Minas Gerais","Araponga","Parque Estadual da Serra do Brigadeiro; Serra das Cabeças, Platô da Serra.","-42.475278","-20.702778","-42.475278","-20.702778","1723","1723",NA,"arbusto com ca. de 1,0 m de altura, copa com grande número de ramificações em forma de umbella.; crescendo em pleno sol, em solo.","UEC079106","UEC079106","imbricata","(Thunb.) A.DC.","Martins, AB","2004","06",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2147","2020-02-10 17:54:01-03","UNICAMP","UEC","146122","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Lavoisiera","Lavoisiera imbricata","Lucas, EJ; Leoni, BS; Brummitt, NA; Campos, OR; et al.","711","2006","11","25",NA,"Brazil","Minas Gerais","Araponga","Parque Estadual da Serra do Brigadeiro, Floresta ombrófila densa.","-42.486944","-20.724167","-42.486944","-20.724167","1240","1240",NA,"Arbusto esteita de c. 1 m de altura.","UEC038253","UEC038253","imbricata","(Thunb.) A.DC.","Martins, AB","2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2148","2019-08-20 10:03:26-03","UNICAMP","UEC","201803","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Mandevilla","Mandevilla","Leoni, LS","1721","1991","12","27",NA,"Brazil","Minas Gerais","Serra Da Araponga","Fazenda Neblina.","-42.483333","-20.716667","-42.483333","-20.716667",NA,NA,NA,"Trepadeira, volúvel, com ramos flexiveis; cálice com sépalas de cor avermelhado; corola rosa forte, com fundo amarelo; tem como hábito procurar as copas mais iluminadas; toda a planta a/látex.; Surge em área perturbada, em meio a árv","UEC189891","UEC189891",NA,"Lindl.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2149","2019-11-08 09:23:27-03","UNICAMP","UEC","178026","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Miconia","Miconia theaezans","Leoni, BS","2726","1994","12",NA,NA,"Brazil","Minas Gerais","Serra Da Araponga","Fazenda Neblina, ao lado do laboratório de campo.",NA,NA,NA,NA,"1300","1300",NA,"Arbusto, com 2,5-3,0m de altura; ramos numerosos; folhas opostas; inflorescência terminal; corola amarelada.; Área perturbada.","UEC062448","UEC062448","theaezans","(Bonpl.) Cogn.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2150","2019-08-20 10:19:30-03","UNICAMP","UEC","174674","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Miconia","Miconia valtherii","Leoni, BS","2121","1993","03","06",NA,"Brazil","Minas Gerais","Serra Da Araponga","Fazenda Neblina.","-42.483333","-20.716667","-42.483333","-20.716667","1300","1300",NA,"Árvore ereta com mais ou menos 8m de altura; DAP: 9cm; Tronco levemente fissurado; Corola com pétalas alvacentas.","UEC030509","UEC030509","valtherii","Naudin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2151","2019-08-20 10:06:46-03","UNICAMP","UEC","205545","S","Plantae","Magnoliopsida",NA,"Asteraceae","Tagetes","Tagetes minuta","Leoni, LS; Varela, RS","797","1989","06","17",NA,"Brazil","Minas Gerais","Serra Da Araponga",NA,NA,NA,NA,NA,NA,NA,NA,"Subarbustiva, ereta, corola amarela; folhas com cheiro característico quando tocadas.","UEC164148","UEC164148","minuta","L.","Monge, M","2009","10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2152","2019-08-20 10:20:03-03","UNICAMP","UEC","174679","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Tibouchina","Tibouchina arborea","Leoni, BS","2745","1995","01","10",NA,"Brazil","Minas Gerais","Serra Da Araponga","Fazenda Neblina.",NA,NA,NA,NA,NA,NA,NA,"Árvore com 3 - 8m de altura, corola roxa.; Floresta estacional semidecidual, próximo ao laboratório de campo.","UEC030475","UEC030475","arborea","(Gardner) Cogn.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2153","2020-02-10 17:55:18-03","UNICAMP","UEC","178028","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Tibouchina","Tibouchina fissinervia","Leoni, BS","3623","1997","03","10",NA,"Brazil","Minas Gerais","Serra Da Araponga","Parque Estadual.",NA,NA,NA,NA,"1300","1300",NA,"Árvore, 5-6m de alt. Corola roxa.","UEC062454","UEC062454","fissinervia","(A.DC.) Cogn.","Meyer, FS","2013","11",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2154","2019-11-14 11:29:50-03","UNICAMP","UEC","197014","S","Plantae","Liliopsida",NA,"Poaceae","Merostachys","Merostachys","Pianissola, EM; Fontes, AL; Moura, MN","07","2013","10","21",NA,"Brazil","Minas Gerais","Araponga","Brasil, MG, Araponga, PESB, Trilha do Panelão dos Muriquis.20 m pra dentro da mata depois de EPM06, ao lado do rio.","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,"Distância entrernós 43 cm;espessura de parede 1,5 mm; altura 15 m.; Local sombreado perto da água dentro da mata.","UEC107344","UEC107344",NA,NA,"Vinicius-Silva, R","2019","07","16385","auto","27",NA,NA,NA,NA,NA,NA
"2155","2019-11-22 17:37:19-03","UNICAMP","UEC","197014","S","Plantae","Liliopsida",NA,"Poaceae","Merostachys","Merostachys","Pianissola, EM; Fontes, AL; Moura, MN","07","2013","10","21",NA,"Brazil","Minas Gerais","Araponga","Brasil, MG, Araponga, PESB.Trilha do Panelão dos Muriquis.20 m pra dentro da mata depois de EPM06, ao lado do rio.","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,"Distância dos entrenós 43 cm;espessura de parede 1,5 mm;altura 15 m.; Ocorrência em local sombreado e perto da água.Dentro da mata ao lado do rio.","UEC107344","UEC107344",NA,NA,"Vinicius-Silva, R","2019","07","16385","auto","27",NA,NA,NA,NA,NA,NA
"2156","2019-11-08 09:20:38-03","UNICAMP","UEC","120946","S","Plantae","Liliopsida",NA,"Poaceae","Merostachys","Merostachys","Pianissola, EM; Fontes, AL; Moura, MN","04","2013","10","21",NA,"Brazil","Minas Gerais","Araponga","Brasil, MG, Araponga, PESB.Trilha do Panelão dos Muríquis.Lado esquerdo, 100 m depois de EPM 03.","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,"Distância dos entrenós 37 cm;diâmetro 3,5 cm;espessura de parede 4,0 mm;altura 10 m.; Ocorrência no interior de mata.","UEC116997","UEC116997",NA,NA,"Vinicius-Silva, R","2019","07","16385","auto","27",NA,NA,NA,NA,NA,NA
"2157","2019-08-20 10:15:56-03","UNICAMP","UEC","196426","S","Plantae","Magnoliopsida",NA,"Hypericaceae","Vismia","Vismia brasiliensis","Siqueira, LC; Fernandes, JM; Marotta, CPB","L564","2007","03","22",NA,"Brazil","Minas Gerais","Araponga","Comunidade Córrego dos Lanas Fragmento do Senhor José Pedro de Castro, Entorno do Pq. Est. da serra do Brigadeiro.","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,"Fruto de cor verde.; Floresta Estacional Semidecidual.","UEC160695","UEC160695","brasiliensis","Choisy","Siqueira, LC","2007","05","16385","auto","18",NA,NA,NA,NA,NA,NA
"2158","2019-08-20 10:15:56-03","UNICAMP","UEC","196427","S","Plantae","Magnoliopsida",NA,"Hypericaceae","Vismia","Vismia brasiliensis","Siqueira, LC; Fernandes, JM; Marotta, CPB","L461","2006","11","26",NA,"Brazil","Minas Gerais","Araponga","Comunidade Córrego dos Lanas Fragmento do Senhor José Pedro de Castro, Entorno do Pq. Est. da serra do Brigadeiro.","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,"Árvore de apróx. 4,5m de altura, com látex, coletada na entrada do fragmento, face abaixal e botão ferrugíneos, flores brancas, com frutos.; Floresta Estacional Semidecidual.","UEC160697","UEC160697","brasiliensis","Choisy","Siqueira, LC","2007","05","16385","auto","18",NA,NA,NA,NA,NA,NA
"2159","2019-08-20 10:15:56-03","UNICAMP","UEC","196429","S","Plantae","Magnoliopsida",NA,"Hypericaceae","Vismia","Vismia brasiliensis","Siqueira, LC; Fernandes, JM; Marotta, CPB","L526","2006","12","17",NA,"Brazil","Minas Gerais","Araponga","Comunidade Córrego dos Lanas, Fragmento do Senhor José Pedro de Castro, Entorno do Pq. Est. da Serra do Brigadeiro.","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,"Apróx. 4,5m de altura, na entrada do fragmento, face abaixal da folha de cor ferrugem, flores brancas.; Floresta Estacional Semidecidual.","UEC160696","UEC160696","brasiliensis","Choisy","Siqueira, LC","2007","05","16385","auto","18",NA,NA,NA,NA,NA,NA
"2160","2019-08-20 10:15:56-03","UNICAMP","UEC","196428","S","Plantae","Magnoliopsida",NA,"Hypericaceae","Vismia","Vismia brasiliensis","Siqueira, LC; Fernandes, JM; Marotta, CPB","L421","2006","10","29",NA,"Brazil","Minas Gerais","Araponga","Comunidade Córrego dos Lanas, Fragmento do Senhor José Pedro de Castro, Entorno do Pq. Est. da Serra do Brigadeiro.","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,"Face abaxial da folha ferrugínea, botões cor de ferrugem.; Floresta Estacional Semidecidual.","UEC160698","UEC160698","brasiliensis","Choisy","Siqueira, LC","2007","05","16385","auto","18",NA,NA,NA,NA,NA,NA
"2161","2019-08-20 10:15:56-03","UNICAMP","UEC","193953","S","Plantae","Magnoliopsida",NA,"Hypericaceae","Vismia","Vismia brasiliensis","Siqueira, LC; Fernandes, JM; Marotta, CPB","L572","2007","01","29",NA,"Brazil","Minas Gerais","Araponga","Comunidade Córrego dos Lanas, Fragmento do Senhor José Pedro de Castro, Entorno do Pq. Est. da Serra do Brigadeiro.","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,"Face abaxial da folha ferrugínea, botões cor de ferrugem.; Floresta Estacional Semidecidual.","UEC160699","UEC160699","brasiliensis","Choisy","Siqueira, LC","2007","05","16385","auto","18",NA,NA,NA,NA,NA,NA
"2162","2019-08-20 10:25:01-03","UNICAMP","UEC","42672","S","Plantae","Magnoliopsida",NA,"Rubiaceae","Psychotria","Psychotria melaneoides","Vieira, MF; Vidal, WN; Vidal, MRR; Soares, MF","374","1986","04","05",NA,"Brazil","Minas Gerais","Araponga","Estouro, caminho édra do Boné, passando pela faz. do Sr. Eugenio, orla da mata subindo pela trilha.","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,"Arbusto de +/- 1,5m de altura, frutos verdes.","UEC073830","UEC073830","melaneoides","Wernham","Kirkbride Jr, JH","1987","01","16385","auto",NA,NA,NA,NA,NA,NA,NA
"2163","2019-08-20 10:24:26-03","UNICAMP","UEC","42671","S","Plantae","Magnoliopsida",NA,"Rubiaceae","Emmeorhiza","Emmeorhiza umbellata","Vieira, MF; Vidal, WN; Vidal, MRR; Soares, MF","382","1986","04","05",NA,"Brazil","Minas Gerais","Araponga","estouro, caminho para a pedra do boné, passando pela fazenda do sr. eugenio, orla de mata subindo pela trilha","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,"erva ramosa prostrada, flores brancas","UEC111237","UEC111237","umbellata","(Spreng.) K.Schum.","Kirkbride Jr, JH","1987","01","16385","auto",NA,NA,NA,NA,NA,NA,NA
"2164","2019-08-20 10:24:52-03","UNICAMP","UEC","42670","S","Plantae","Magnoliopsida",NA,"Rubiaceae","Psychotria","Psychotria","Vieira, MF; Vidal, WN; Vidal, MRR; Soares, MF","387","1986","04","05",NA,"Brazil","Minas Gerais","Araponga","Estouro, caminho pedra do Bomné, Passando pela Faz. do Sr. Eugenio, orla da mata subindo pela trilha depois d Riacho com cachoeira.","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,"Arbusto, brácteas rosadas, corola branca. Em local sombreado.","UEC101371","UEC101371",NA,"L.","Kirkbride Jr, JH","1987","01","16385","auto",NA,NA,NA,NA,NA,NA,NA
"2165","2019-08-20 10:25:05-03","UNICAMP","UEC","42673","S","Plantae","Magnoliopsida",NA,"Rubiaceae","Psychotria","Psychotria purpurascens","Vieira, MF; Vidal, WN; Vidal, MRR; Soares, MF","373","1986","04","05",NA,"Brazil","Minas Gerais","Araponga","Estouro, caminho pedra do Boné, passando pela Faz. do Sr. Eugênio, orla de mata subindo pela trilha.","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,"Erva prostrada, flores brancas, quando velhas amarelas, brácteas róseas.","UEC102389","UEC102389","purpurascens","Müll.Arg.","Kirkbride Jr, JH","1987","01","16385","auto",NA,NA,NA,NA,NA,NA,NA
"2166","2019-08-20 10:24:35-03","UNICAMP","UEC","42679","S","Plantae","Magnoliopsida",NA,"Rubiaceae","Hexasepalum","Hexasepalum teres","Vieira, MF; Soares, MF","345","1986","03","25",NA,"Brazil","Minas Gerais","Araponga","estouro, proximo á fazenda do brigadeiro, perto da porteira","-42.5208015441895","-20.6667003631592",NA,NA,"1200","1200",NA,"erva, flores lilás","UEC110009","UEC110009","teres","(Walter) J.H.Kirkbr.","Nepomuceno, FAA","2017","03","16385","auto","30",NA,NA,NA,NA,NA,NA
"2167","2019-08-20 10:13:02-03","UNICAMP","UEC","156395","S","Plantae","Magnoliopsida",NA,"Fabaceae","Crotalaria","Crotalaria micans","Vieira, MF; Vidal, WN; Vidal, MRR; Soares, MF","350","1986","04","04",NA,"Brazil","Minas Gerais","Araponga","Estouro, Rei do Boné, caminho do Pico, Próximo à primeira ponte de madeira, antes da casa do Sr. Eugênio.","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,"Arbusto +- 1,5m de altura, flores amarelas, que quando estão mais velha possuem uma tonalidade mais escura (alaranjadas).","UEC054784","UEC054784","micans","Link",NA,NA,NA,"16385","auto",NA,NA,NA,NA,NA,NA,NA
"2168","2019-08-20 10:23:46-03","UNICAMP","UEC","42678","S","Plantae","Magnoliopsida",NA,"Rhamnaceae","Gouania","Gouania latifolia","Vieira, MF; Vidal, WN; Vidal, MRR; Soares, MF","352","1986","04","04",NA,"Brazil","Minas Gerais","Araponga","Estouro, Rei do Boné, caminho do Pico, próximo a segunda ponta de madeira (+- 15m da primeira ponta) antes da casa do Sr. Eugênio.","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,"Trepadeira, flores esverdeadas, vários besouros visitando as flores.","UEC171788","UEC171788","latifolia","Reissek","Lima, R","2003","04","16385","auto",NA,NA,NA,NA,NA,NA,NA
"2169","2019-08-20 10:06:42-03","UNICAMP","UEC","42659","S","Plantae","Magnoliopsida",NA,"Asteraceae","Stevia","Stevia urticifolia","Vieira, MF; Vidal, WN; Vidal, MRR; Soares, MF","348","1986","04","04",NA,"Brazil","Minas Gerais","Araponga","Estouro, Rei do Boné, Fazenda do Sr. Armador Dias.","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,"Erva de +/- 0,6m de altura, flores róseas nos lobos da corola com o tubo cor de vinho.","UEC127287","UEC127287","urticifolia","Thunb.","Nakajima, JN","1998","09","16385","auto",NA,NA,NA,NA,NA,NA,NA
"2170","2019-08-20 10:07:10-03","UNICAMP","UEC","42677","S","Plantae","Magnoliopsida",NA,"Asteraceae","Vernonia","Vernonia discolor","Vieira, MF; Carvalho-Okano, RM; Soares, MF","480","1986","10","09",NA,"Brazil","Minas Gerais","Araponga","Estrada para Bom Jesus da Madeira, beira da estrada á 400m da casa sede da fazenda da Neblina","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,"Arvore +/- 4m de alt, capitulos brancos.; Serra da grama","UEC137906","UEC137906","discolor","Less.","Leitão Filho, HF","1989","01","16385","auto","17",NA,NA,NA,NA,NA,NA
"2171","2019-08-20 09:58:52-03","UNICAMP","UEC","131299","S","Plantae","Liliopsida",NA,"Alstroemeriaceae","Alstroemeria","Alstroemeria fuscovinosa","Caiafa, AN","75","2001","01","20",NA,"Brazil","Minas Gerais","Araponga","Estrada que dá acesso a Fazenda de Neblina, Entre os municípios de Araponga e Fervedouro.","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,"Erva aproximadamente 1,0 m alt. à sombra na beira da estrada. Flores alaranjadas com o ápice verde, com manchas vinosas.","UEC090315","UEC090315","fuscovinosa","Ravenna","Dutilh, JHA","2003","01","16385","auto",NA,NA,NA,NA,NA,NA,NA
"2172","2019-08-20 10:00:25-03","UNICAMP","UEC","169075","S","Plantae","Liliopsida",NA,"Iridaceae","Neomarica","Neomarica glauca","Leoni, BS; et al.","4269","1999","10","16",NA,"Brazil","Minas Gerais","Araponga","Fazenda Mekine.&nf;P.E.S.B.","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,"Herbácea; corola amareladacom nuances roxas..","UEC007745","UEC007745","glauca","(Steub. ex Klatt) Sprague","Gil, ASB","2007","05","16385","auto","22",NA,NA,NA,NA,NA,NA
"2173","2019-08-20 10:00:28-03","UNICAMP","UEC","169904","S","Plantae","Liliopsida",NA,"Iridaceae","Trimezia","Trimezia violacea","Leoni, BS; Gil, ASB","6110","2005","02","17",NA,"Brazil","Minas Gerais","Araponga","Parque Estadual.","-42.5208015441895","-20.6667003631592",NA,NA,"1300","1300",NA,"Herbácea, um tanto entoucerada; corola lilás.; Campo de altitude.","UEC007777","UEC007777","violacea","(Klatt) Ravenna","Gil, ASB","2007","05","16385","auto","22",NA,NA,NA,NA,NA,NA
"2174","2019-08-20 10:15:38-03","UNICAMP","UEC","132273","S","Plantae","Magnoliopsida",NA,"Gentianaceae","Schultesia","Schultesia gracilis","Caiafa, AN; Ribeiro, CA","165","2001","04","25",NA,"Brazil","Minas Gerais","Araponga","Parque Estadual da Serra do Brigadeiro, Na trilha antes do 1° afloramento. Serra das Cabeças, 3a. Cabeça.","-42.5208015441895","-20.6667003631592",NA,NA,"1500","1500",NA,"Erva de aproximadamente 0,1m de altura, portando flores terminais amarelas.; Crescendo em solo húmico e periodicamente encharcado.","UEC134618","UEC134618","gracilis","Mart.","Guimarães, EF","2003","12","16385","auto",NA,NA,NA,NA,NA,NA,NA
"2175","2019-08-20 10:28:22-03","UNICAMP","UEC","152107","S","Plantae","Magnoliopsida",NA,"Vochysiaceae","Vochysia","Vochysia glazioviana","Valente, GE; Costa, CA","1635","2005","02","11",NA,"Brazil","Minas Gerais","Araponga","Parque Estadual da Serra do Brigadeiro., Serra das 3 cabeças. Totem Deitado.","-42.5208015441895","-20.6667003631592",NA,NA,"1722","1722",NA,"Árvore com cerca de 3m de altura, coletada em borda de trilha próximo ao pâto do Totem Deitado",NA,NA,"glazioviana","Warm.",NA,NA,NA,"16385","auto",NA,NA,NA,NA,NA,NA,NA
"2176","2019-08-20 10:15:44-03","UNICAMP","UEC","133197","S","Plantae","Magnoliopsida",NA,"Gesneriaceae","Vanhouttea","Vanhouttea leonii","Caiafa, AN; Batista, ML","148","2001","03","21",NA,"Brazil","Minas Gerais","Araponga","Parque Estadual da Serra do Brigadeiro, Serra das Cabeças, 3a. Cabeça.","-42.5208015441895","-20.6667003631592",NA,NA,"1722","1722",NA,"Subarbusto com cerca de 0,3m, portando flores de corolas tubulares vermelhas e cálice verde com lacínios vermelhos.; Crescendo em mancha de solo raso sobre afloramento de rocha granitóide.","UEC141496","UEC141496","leonii","Chautems","San Martin-Gajardo, I","2003","11","16385","auto",NA,NA,NA,NA,NA,NA,NA
"2177","2019-08-20 10:13:02-03","UNICAMP","UEC","156340","S","Plantae","Magnoliopsida",NA,"Fabaceae","Crotalaria","Crotalaria miottoae","Valente, GE; Caiafa, AN","573","2000","09","16",NA,"Brazil","Minas Gerais","Araponga","Parque Estadual da Serra do Brigadeiro, Serra das Cabeças. Mata nebular, no final da trilha, a ca. de 100 metros do platô da Serra.","-42.5208015441895","-20.6667003631592",NA,NA,"1700","1700",NA,"Arbusto com ca. de 2,0 m de altura. Corola amarela, fruto imaturo de cor verde claro.","UEC062050","UEC062050","miottoae","A.S.Flores & A.M.G.Azevedo",NA,NA,NA,"16385","auto",NA,NA,NA,NA,NA,NA,NA
"2178","2019-08-20 10:03:26-03","UNICAMP","UEC","136700","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Mandevilla","Mandevilla atroviolacea","Valente, GE; Caiafa, AN; Strozi, RM; Meira, A; Martins, FM","860","2002","01","30",NA,"Brazil","Minas Gerais","Araponga","Parque Estadual da Serra do Brigadeiro, Serra das Cabeças. Primeiro afloramento rochoso após a mata, em direção à serra.","-42.5208015441895","-20.6667003631592",NA,NA,"1560","1560",NA,"Planta arbustiva, latescente, com ca. de 40cm de altura. Crescendo sobre laje de pedra, em solo raso úmido, aplno sol. Corola vinho escuro.",NA,NA,"atroviolacea","(Stadelm.) Woodson","Simões, AO","2005","01","16385","auto",NA,NA,NA,NA,NA,NA,NA
"2179","2019-08-20 10:03:35-03","UNICAMP","UEC","136702","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Mandevilla","Mandevilla sellowii","Valente, GE; Caiafa, AN; Strozi, RM; Meira, A; Martins, FM","862","2002","01","30",NA,"Brazil","Minas Gerais","Araponga","Parque Estadual da Serra do Brigadeiro, Serra das Cabeças. Primeiro afloramento rochoso após a mata, em direção à serra.","-42.5208015441895","-20.6667003631592",NA,NA,"1560","1560",NA,"Liana latescente, crescendo sobre laje de pedra, em solo raso úmido, a pleno sol. Corola rosa.",NA,NA,"sellowii","(Müll.Arg.) Woodson","Simões, AO","2005","01","16385","auto",NA,NA,NA,NA,NA,NA,NA
"2180","2019-08-20 10:03:26-03","UNICAMP","UEC","136699","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Mandevilla","Mandevilla atroviolacea","Valente, GE; Caiafa, AN; Strozi, RM; Meira, A; Martins, FM","863","2002","01","30",NA,"Brazil","Minas Gerais","Araponga","Parque Estadual da Serra do Brigadeiro, Serra das Cabeças. Primeiro afloramento rochoso após a mata, em direção à serra.","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,"Liana latescente, crescendo sobre laje de pedra, em solo raso úmido, a pleno sol. Corola vermelha.",NA,NA,"atroviolacea","(Stadelm.) Woodson","Simões, AO","2005","01","16385","auto",NA,NA,NA,NA,NA,NA,NA
"2181","2019-08-20 10:03:26-03","UNICAMP","UEC","136701","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Mandevilla","Mandevilla atroviolacea","Valente, GE; Caiafa, AN; Strozi, RM; Meira, A; Martins, FM","861","2002","01","30",NA,"Brazil","Minas Gerais","Araponga","Parque Estadual da Serra do Brigadeiro, Serra das Cabeças. Primeiro afloramento rochoso após a mata, em direção à serra.","-42.5208015441895","-20.6667003631592",NA,NA,"1560","1560",NA,"Liana latescente, crescendo sobre laje de pedra, em solo raso úmido, a pleno sol. Corola púrpura.",NA,NA,"atroviolacea","(Stadelm.) Woodson","Simões, AO","2005","01","16385","auto",NA,NA,NA,NA,NA,NA,NA
