"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","specificEpithet","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","dayIdentified","class","previousCatalogNumber","typeStatus","infraspecificEpithet","individualCount","relatedCatalogItem"
"447","2020-03-10 08:28:08-03","UFV","VIC","39143","PreservedSpecimen","Plantae",NA,NA,"Chenopodiaceae","Chenopodium","Chenopodium ambrosioides","Fernandes, J.M.","508","2007","08","25",NA,"Brasil","Minas Gerais","Araponga","Comunidade do Boné, Estouro, propriedade de D' Antônia.","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,NA,"VIC039143","VIC039143","ambrosioides","L.","Fernades, JM/Siqueir",NA,NA,"16385","auto",NA,NA,NA,NA,NA,NA,NA
"448","2020-03-10 08:28:32-03","UFV","VIC","39167","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Phyllanthus","Phyllanthus tenellus","Fernandes, J.M.; et al.","515","2007","08","25",NA,"Brasil","Minas Gerais","Araponga","Comunidade do Boné- Estouro, Propriedade de dona Antônia.","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,"Planta de quintal, Herbácea, de 25 cm de altura, com flores e frutos, Projetos plantas medicinais do entorno do Parque Estadual da Serra do Brigadeiro.","VIC039167","VIC039167","tenellus","Robx.",NA,NA,NA,"16385","auto",NA,NA,NA,NA,NA,NA,NA
"449","2020-03-10 08:29:27-03","UFV","VIC","43686","PreservedSpecimen","Plantae",NA,NA,"Mimosoideae","Piptadenia","Piptadenia adiantoides","Fernandes, J.M.; Siqueira, L.C.","273","2008","04","28",NA,"Brasil","Minas Gerais","Araponga","Comunidade dos Lanas","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,"Flores esverdeadas, inflorescência espiciformes.","VIC043686","VIC043686","adiantoides","(Spreng.) J.F. Macbr.","Fernandes, J.M.","2008","04","16385","auto","28",NA,NA,NA,NA,NA,NA
"450","2020-03-10 08:29:10-03","UFV","VIC","34990","PreservedSpecimen","Plantae",NA,NA,"Mimosoideae","Abarema","Abarema brachystachya","Fernandes, J.M.","176","2006","02","25",NA,"Brasil","Minas Gerais","Araponga","Comunidade dos Lanas, fragmento da Eva, Floresta Estacional Semidecidual.","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,"Arvoreta, c.a. de 2,5 metros de altura; presença de inflorescências jovens.","VIC034990","VIC034990","brachystachya","(DC.) Barneby & J.W. Grimes","Fernandes, J.M.","2006","02","16385","auto","25",NA,NA,NA,NA,NA,NA
"451","2020-03-10 08:29:10-03","UFV","VIC","34992","PreservedSpecimen","Plantae",NA,NA,"Mimosoideae","Abarema","Abarema brachystachya","Fernandes, J.M.","399","2006","12","16",NA,"Brasil","Minas Gerais","Araponga","Comunidade dos Lanas, fragmento da Eva, Floresta Estacional Semidecidual.","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,"Arvoreta, c.a. de 1,5 metros de altura; frutos desenvolvidos; endocarpo avermelhado.","VIC034992","VIC034992","brachystachya","(DC.) Barneby & J.W. Grimes","Fernandes, J.M.","2006","12","16385","auto","16",NA,NA,NA,NA,NA,NA
"452","2020-03-10 08:29:10-03","UFV","VIC","34989","PreservedSpecimen","Plantae",NA,NA,"Mimosoideae","Abarema","Abarema brachystachya","Fernandes, J.M.","401","2006","12","16",NA,"Brasil","Minas Gerais","Araponga","Comunidade dos Lanas, fragmento da Eva, Floresta Estacional Semidecidual.","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,"Arvoreta, c.a. de 2,5 metros de altura; frutos secos com endocarpo avermelhado.","VIC034989","VIC034989","brachystachya","(DC.) Barneby & J.W. Grimes","Fernandes, J.M.","2006","12","16385","auto","16",NA,NA,NA,NA,NA,NA
"453","2020-03-10 08:29:10-03","UFV","VIC","34991","PreservedSpecimen","Plantae",NA,NA,"Mimosoideae","Abarema","Abarema brachystachya","Fernandes, J.M.","367","2006","08","19",NA,"Brasil","Minas Gerais","Araponga","Comunidade dos Lanas, fragmento da Eva, Floresta Estacional Semidecidual.","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,"Arvoreta, c.a. de 3,0 metros de altura; frutos imaturos.","VIC034991","VIC034991","brachystachya","(DC.) Barneby & J.W. Grimes","Fernandes, J.M.","2006","08","16385","auto","19",NA,NA,NA,NA,NA,NA
"454","2020-03-10 08:29:10-03","UFV","VIC","34994","PreservedSpecimen","Plantae",NA,NA,"Mimosoideae","Abarema","Abarema brachystachya","Fernandes, J.M.","355","2006","08","10",NA,"Brasil","Minas Gerais","Araponga","Comunidade dos Lanas, fragmento da Eva, Floresta Estacional Semidecidual.","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,"Arvoreta, c.a. de 2,0 metros de altura; frutos imaturos.","VIC034994","VIC034994","brachystachya","(DC.) Barneby & J.W. Grimes","Fernandes, J.M.","2006","08","16385","auto","10",NA,NA,NA,NA,NA,NA
"455","2020-03-10 08:29:27-03","UFV","VIC","43683","PreservedSpecimen","Plantae",NA,NA,"Mimosoideae","Piptadenia","Piptadenia gonoacantha","Fernandes, J.M.; Siqueira, L.C.","75","2005","10","05",NA,"Brasil","Minas Gerais","Araponga","Comunidade dos Lanas, Fragmento de Evas.","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,"Árvore 9 m, frutos secos, espécie de leguminosa mais usada no município devido importância de madeira.","VIC043683","VIC043683","gonoacantha","(Mart.) J.F. Macbr.","Fernandes, J.M.","2005","10","16385","auto","05",NA,NA,NA,NA,NA,NA
"456","2020-03-10 08:29:17-03","UFV","VIC","35012","PreservedSpecimen","Plantae",NA,NA,"Mimosoideae","Inga","Inga edulis","Fernandes, J.M.; Siqueira, L.C. de","140","2006","01","27",NA,"Brasil","Minas Gerais","Araponga","Comunidade dos Lanas, propriedade do Sr. Ângelo, Sistema agroflorestal cafeeiro.","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,"Árvore, c.a. de 8,0 metros de altura; flores com filetes brancos; frutos imaturos.","VIC035012","VIC035012","edulis","(Vell.) Mart.","Fernandes, J.M.","2006","01","16385","auto","27",NA,NA,NA,NA,NA,NA
"457","2020-03-10 08:29:57-03","UFV","VIC","21710","PreservedSpecimen","Plantae",NA,NA,"Papilionoideae","Desmodium","Desmodium affine","Fernandes, J.M.","96","2005","10","05",NA,"Brasil","Minas Gerais","Araponga","Comunidade dos Lanas, propriedade do Sr. Romualdo, Sistema Agroflorestal.","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,"Subarbusto, c.a. de 30 cm de altura; cálice verde e corola lilás.","VIC021710","VIC021710","affine","Schltdl.","Fernandes, J.M.",NA,NA,"16385","auto",NA,NA,NA,NA,NA,NA,NA
"458","2020-03-10 08:29:55-03","UFV","VIC","43687","PreservedSpecimen","Plantae",NA,NA,"Papilionoideae","Crotalaria","Crotalaria breviflora","Fernandes, J.M.; Siqueira, L.C.","416","2006","12","16",NA,"Brasil","Minas Gerais","Araponga","Comunidade dos Lanas, Próximo a propriedade do Sr° Ângelo.","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,"Árvore de 9 m, flores com estames brancos, espécie de leguminosa mais usada no Município devido a importância da madeira.","VIC043687","VIC043687","breviflora","DC.","Fernandes, J.M.","2006","12","16385","auto","16",NA,NA,NA,NA,NA,NA
"459","2020-03-10 08:27:29-03","UFV","VIC","36904","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Jacaranda","Jacaranda macrantha","Siqueira, L.C. de; et al.","79","2006","03","13",NA,"Brasil","Minas Gerais","Araponga","Comunidade Praia Danta, Sistema Agroflorestal do Sr. Ilson. Entorno do Parque Estadual Serra do Brigadeiro (PESB).","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,NA,"VIC036904","VIC036904","macrantha","Cham.","Siqueira, L.C. de","2007","05","16385","auto","18",NA,NA,NA,NA,NA,NA
"460","2020-03-10 08:29:17-03","UFV","VIC","35011","PreservedSpecimen","Plantae",NA,NA,"Mimosoideae","Inga","Inga edulis","Fernandes, J.M.; Siqueira, L.C. de","198","2006","03","13",NA,"Brasil","Minas Gerais","Araponga","Comunidade São Domingos - propried. do Sr. Geraldo, Sistema agroflorestal cafeeiro.","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,"Árvore, c.a. de 8,0 metros de altura; flores secas.","VIC035011","VIC035011","edulis","(Vell.) Mart.","Fernandes, J.M.","2006","03","16385","auto","13",NA,NA,NA,NA,NA,NA
"461","2020-03-10 08:29:58-03","UFV","VIC","21715","PreservedSpecimen","Plantae",NA,NA,"Papilionoideae","Erythrina","Erythrina verna","Fernandes, J.M.; Pellucci, C.B.M.","363","2006","08","19",NA,"Brasil","Minas Gerais","Araponga","Comunidade São Joaquim, Beira da estrada.","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,"Árvore, c.a. de 13 metros de altura; pedúnculo avermelhado e flores vermelhas. Esta espécie também é encontrada em sistemas agroflorestais na região de Araponga.","VIC021715","VIC021715","verna","Vell.","Fernandes, J.M.","2006","09","16385","auto","23",NA,NA,NA,NA,NA,NA
"462","2020-03-10 08:29:27-03","UFV","VIC","35885","PreservedSpecimen","Plantae",NA,NA,"Mimosoideae","Mimosa","Mimosa velloziana","Fernandes, J.M.","394","2006","11","15",NA,"Brasil","Minas Gerais","Araponga","Comunidade São Joaquim, Entorno do Parque Estadual Serra do Brigadeiro. Floresta Estacional Semidecidual.","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,"Arbusto, c.a. de 2,0 metros de altura; flor rósea avermelhada.","VIC035885","VIC035885","velloziana","Mart.","Fernandes, J.M.","2006","11","16385","auto","15",NA,NA,NA,NA,NA,NA
"463","2020-03-10 08:30:02-03","UFV","VIC","21722","PreservedSpecimen","Plantae",NA,NA,"Papilionoideae","Mucuna","Mucuna pruriens","Fernandes, J.M.","260","2006","04","12",NA,"Brasil","Minas Gerais","Araponga","Comunidade São Joaquim, Propriedade do Sr. Geraldo. Sistema Agroflorestal.","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,"Trepadeira; flores com cálice e corola de cor branca; frutos imaturos.","VIC021722","VIC021722","pruriens","(L.) DC.","Fernandes, J.M.","2006","06","16385","auto","20",NA,NA,NA,NA,NA,NA
"464","2020-03-10 08:29:55-03","UFV","VIC","21704","PreservedSpecimen","Plantae",NA,NA,"Papilionoideae","Crotalaria","Crotalaria incana","Fernandes, J.M.","259","2006","04","12",NA,"Brasil","Minas Gerais","Araponga","Comunidade São Joaquim, Propriedade do Sr. Geraldo. Sistema Agroflorestal.","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,"Subarbusto, c.a. de 50 cm de altura; flores papilionáceas, cálice verde e corola amarela; fruto com tricomas hirsutos.","VIC021704","VIC021704","incana","L.","Fernandes, J.M.","2006","04","16385","auto","20",NA,NA,NA,NA,NA,NA
"465","2020-03-10 08:27:58-03","UFV","VIC","21681","PreservedSpecimen","Plantae",NA,NA,"Caesalpinioideae","Senna","Senna macranthera","Fernandes, J.M.","197","2006","03","13",NA,"Brasil","Minas Gerais","Araponga","Comunidade São Joaquim, Propriedade do Sr. Geraldo. Sistema Agroflorestal.","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,"Árvore, c.a. de 4,0 metros de altura; flores com cálice verde amarelado e corola amarela. É usada em SAFs para produção de lenha e adubo.","VIC021681","VIC021681","macranthera","(DC. ex Collad.) H.S. Irwin & Barneby","Fernandes, J.M.","2006","03","16385","auto","13",NA,NA,NA,NA,NA,NA
"466","2020-03-10 08:29:27-03","UFV","VIC","21693","PreservedSpecimen","Plantae",NA,NA,"Mimosoideae","Piptadenia","Piptadenia gonoacantha","Fernandes, J.M.","06","2005","09","05",NA,"Brasil","Minas Gerais","Araponga","Comunidade São Joaquim, Propriedade do Sr. Ilson.","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,"Coletada em sistema agroflorestal. Árvore 10m alt., frutos desenvolvidos. É a espécie de Leguminosae mais usada em Araponga, principalmente como lenha.","VIC021693","VIC021693","gonoacantha","(Mart.) J.F. Macbr.","Fernandes, J.M.","2005","09","16385","auto","05",NA,NA,NA,NA,NA,NA
"467","2020-03-10 08:27:58-03","UFV","VIC","21679","PreservedSpecimen","Plantae",NA,NA,"Caesalpinioideae","Schizolobium","Schizolobium parahyba","Fernandes, J.M.","370","2006","09","12",NA,"Brasil","Minas Gerais","Araponga","Comunidade São Joaquim, Propriedade do Sr. Ilson. Sistema agroflorestal.","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,"Árvore, c.a. de 10 metros de altura; flores com cálice verde enegrecido e corola amarela; frutos secos. É cultivada em SAFs como adubo e para a produção de madeira.","VIC021679","VIC021679","parahyba","(Vell.) S.F. Blake","Fernandes, J.M.","2006","09","16385","auto","12",NA,NA,NA,NA,NA,NA
"468","2020-03-10 08:28:00-03","UFV","VIC","21682","PreservedSpecimen","Plantae",NA,NA,"Caesalpinioideae","Senna","Senna multijuga","Fernandes, J.M.","202","2006","03","13",NA,"Brasil","Minas Gerais","Araponga","Comunidade São Joaquim, Propriedade do Sr. Ilson. Sistema Agroflorestal.","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,"Árvore, c.a. de 10 metros de altura; flores com cálice verde amarelado e corola amarela. É usada em SAFs para produção de madeira.","VIC021682","VIC021682","multijuga","(Rich.) H.S. Irwin & Barneby","Fernandes, J.M.","2006","03","16385","auto","13",NA,NA,NA,NA,NA,NA
"469","2020-03-10 08:29:53-03","UFV","VIC","21703","PreservedSpecimen","Plantae",NA,NA,"Papilionoideae","Clitoria","Clitoria falcata","Fernandes, J.M.","280","2006","05","17",NA,"Brasil","Minas Gerais","Araponga","Comunidade São Joaquim, Propriedade do Sr. Ilson. Sistema Agroflorestal.","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,"Trepadeira; frutos desenvolvidos.","VIC021703","VIC021703","falcata","Lam.","Fernandes, J.M.","2006","07","16385","auto","10",NA,NA,NA,NA,NA,NA
"470","2020-03-10 08:29:52-03","UFV","VIC","21696","PreservedSpecimen","Plantae",NA,NA,"Papilionoideae","Andira","Andira surinamensis","Fernandes, J.M.","373","2006","09","12",NA,"Brasil","Minas Gerais","Araponga","Comunidade São Joaquim, Propriedade do Sr. Ilson. Sistema Agroflorestal.","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,"Árvore, c.a. de 7,0 metros de altura; flores com cálice enegrecido e corola azulada. É usada em SAFs para produção de madeira. Os frutos servem de alimento para morcegos.","VIC021696","VIC021696","surinamensis","(Bondt) Splitg. ex Pulle","Fernandes, J.M.","2006","09","16385","auto","12",NA,NA,NA,NA,NA,NA
"471","2020-03-10 08:29:56-03","UFV","VIC","21708","PreservedSpecimen","Plantae",NA,NA,"Papilionoideae","Dalbergia","Dalbergia nigra","Fernandes, J.M.","03","2005","09","05",NA,"Brasil","Minas Gerais","Araponga","Comunidade São Joaquim, Propriedade do Sr. Ilson. Sistema Agroflorestal.","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,"Árvore, c.a. de 10 metros de altura; fruto seco.","VIC021708","VIC021708","nigra","(Vell.) Allemao ex Benth.","Fernandes, J.M.","2005","09","16385","auto","05",NA,NA,NA,NA,NA,NA
"472","2020-03-10 08:29:53-03","UFV","VIC","21698","PreservedSpecimen","Plantae",NA,NA,"Papilionoideae","Cajanus","Cajanus cajan","Fernandes, J.M.","201","2006","03","13",NA,"Brasil","Minas Gerais","Araponga","Comunidade São Joaquim, Propriedade do Sr. Ilson. Sistema Agroflorestal.","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,"Arbusto, c.a. de 2,0 metros de altura; flores com cálice verde e corola amarela; frutos imaturos.","VIC021698","VIC021698","cajan","(L.) Huth","Fernandes, J.M.","2006","03","16385","auto","13",NA,NA,NA,NA,NA,NA
"473","2020-03-10 08:29:14-03","UFV","VIC","21685","PreservedSpecimen","Plantae",NA,NA,"Mimosoideae","Anadenanthera","Anadenanthera peregrina","Fernandes, J.M.","157","2006","02","14",NA,"Brasil","Minas Gerais","Araponga","Comunidade São Joaquim, Propriedade do Sr. Ilson. Sistema Agroflorestal.","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,"Árvore, c.a. de 8,0 metros de altura; fruto desenvolvido. Esta espécie é cultivada para produção de madeira.","VIC021685","VIC021685","peregrina","(L.) Speg.","Fernandes, J.M.","2006","02","16385","auto","14",NA,NA,NA,NA,NA,NA
"474","2020-03-10 08:29:22-03","UFV","VIC","21690","PreservedSpecimen","Plantae",NA,NA,"Mimosoideae","Leucaena","Leucaena leucocephala","Fernandes, J.M.","41","2005","09","14",NA,"Brasil","Minas Gerais","Araponga","Comunidade São Joaquim, Propriedade do Sr. João dos Santos.","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,"Coletada em sistema agroglorestal. Árvore ca. 7m alt.; fruto maduro. Planta usada em SAFs como adubo.","VIC021690","VIC021690","leucocephala","(Lam.) de Wit","Fernandes, J.M.","2005","09","16385","auto","14",NA,NA,NA,NA,NA,NA
"475","2020-03-10 08:29:58-03","UFV","VIC","29239","PreservedSpecimen","Plantae",NA,NA,"Papilionoideae","Erythrina","Erythrina verna","Morais, G.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Araponga","Comunidade São Joaquim, Propriedade do Sr. João dos Santos. Sistema agroflorestal.","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,"A casca é usada como medicinal. Planta coletada durante consultoria para a Flora Medicinal.","VIC029239","VIC029239","verna","Vell.","Garcia, F.C.P.",NA,NA,"16385","auto",NA,NA,NA,NA,NA,NA,NA
"476","2020-03-10 08:29:58-03","UFV","VIC","29238","PreservedSpecimen","Plantae",NA,NA,"Papilionoideae","Erythrina","Erythrina verna","Morais, G.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Araponga","Comunidade São Joaquim, Propriedade do Sr. João dos Santos. Sistema agroflorestal.","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,"A casca é usada como medicinal. Planta coletada durante consultoria para a Flora Medicinal.","VIC029238","VIC029238","verna","Vell.","Garcia, F.C.P.",NA,NA,"16385","auto",NA,NA,NA,NA,NA,NA,NA
"477","2020-03-10 08:27:58-03","UFV","VIC","21678","PreservedSpecimen","Plantae",NA,NA,"Caesalpinioideae","Pterogyne","Pterogyne nitens","Fernandes, J.M.","283","2006","09","18",NA,"Brasil","Minas Gerais","Araponga","Comunidade São Joaquim, Propriedade do Sr. João dos Santos. Sistema agroflorestal.","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,"Árvore, c.a. de 10 metros de altura; frutos desenvolvidos. Planta cultivada em SAFs para a produção de madeira.","VIC021678","VIC021678","nitens","Tul.","Fernandes, J.M.","2006","09","16385","auto","18",NA,NA,NA,NA,NA,NA
"478","2020-03-10 08:29:58-03","UFV","VIC","21716","PreservedSpecimen","Plantae",NA,NA,"Papilionoideae","Flemingia","Flemingia macrophylla","Fernandes, J.M.","38","2005","09","14",NA,"Brasil","Minas Gerais","Araponga","Comunidade São Joaquim, Propriedade do Sr. João dos Santos. Sistema Agroflorestal.","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,"Arbusto, c.a. de 2,0 metros de altura; flores com cálice esverdeado e corola avermelhada a esbranquiçada; fruto maduro, semente enegrecida.","VIC021716","VIC021716","macrophylla","(Willd.) Kuntze ex Merr.","Fernandes, J.M.","2005","10","16385","auto","20",NA,NA,NA,NA,NA,NA
"479","2020-03-10 08:29:52-03","UFV","VIC","21697","PreservedSpecimen","Plantae",NA,NA,"Papilionoideae","Arachis","Arachis pintoi","Fernandes, J.M.","203","2006","03","13",NA,"Brasil","Minas Gerais","Araponga","Comunidade São Joaquim, Propriedade do Sr. João dos Santos. Sistema Agroflorestal.","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,"Subarbusto, c.a. de 30 cm de altura; flores com cálice esbranquiçado e corola amarelada. Usada como adubo nas roças.","VIC021697","VIC021697","pintoi","Krapov. & W.C. Greg.","Fernandes, J.M.","2006","03","16385","auto","13",NA,NA,NA,NA,NA,NA
"480","2020-03-10 08:29:55-03","UFV","VIC","21706","PreservedSpecimen","Plantae",NA,NA,"Papilionoideae","Crotalaria","Crotalaria stipularia","Fernandes, J.M.","298","2006","06","17",NA,"Brasil","Minas Gerais","Araponga","Comunidade São Joaquim, Propriedade do Sr. João dos Santos. Sistema Agroflorestal.","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,"Subarbusto, c.a. de 30 cm de altura; cálice verde e corola amarela; legume inflado jovem.","VIC021706","VIC021706","stipularia","Desv.","Fernandes, J.M.","2006","08","16385","auto","23",NA,NA,NA,NA,NA,NA
"481","2020-03-10 08:29:53-03","UFV","VIC","21700","PreservedSpecimen","Plantae",NA,NA,"Papilionoideae","Canavalia","Canavalia brasiliensis","Fernandes, J.M.","293","2006","03","17",NA,"Brasil","Minas Gerais","Araponga","Comunidade São Joaquim, Propriedade do Sr. João dos Santos. Sistema Agroflorestal.","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,"Trepadeira; frutos imaturos.","VIC021700",NA,"brasiliensis","Mart. ex Benth.","Fernandes, J.M.","2006","04","16385","auto","14",NA,NA,NA,NA,NA,NA
