"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","class","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","recordedBy","country","stateProvince","county","decimalLongitude","decimalLatitude","coordinatePrecision","individualCount","occurrenceRemarks","geoFlag","recordNumber","year","month","day","continentOcean","locality","verbatimLongitude","verbatimLatitude","preparationType","barcode","imagecode","infraspecificEpithet","minimumElevationInMeters","maximumElevationInMeters","monthIdentified","dayIdentified","typeStatus","relatedCatalogItem"
"1086","2019-10-02 14:51:14-03","UFMG","BHCB","94825","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Begoniaceae","Begonia","fischeri","Begonia fischeri","Schrank",NA,"2008","Mota, RC da","Brasil","Minas Gerais","Itabira","-43.2268981933594","-19.6191997528076","33779",NA,"erva; estames amarelos, perianto rosa claro.; Planta coletada em margem de riacho em mata de galeria;","auto","2959","2005","10","20","Southern America","Antigo condomínio da CVRD",NA,NA,NA,"BHCB047765",NA,NA,NA,NA,NA,NA,NA,NA
"1087","2019-10-02 15:07:09-03","UFMG","BHCB","94824","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Marantaceae","Stromanthe",NA,"Stromanthe","Gasper",NA,"2013","Mota, RC da","Brasil","Minas Gerais","Itabira","-43.2268981933594","-19.6191997528076","33779",NA,"Erva de aprox. 1 m; inflorescências rosa-escuras; Planta coletada em mata de galeria","auto","2958","2005","10","20","Southern America","Antigo condomínio da CVRD",NA,NA,NA,"BHCB011053",NA,NA,NA,NA,"11",NA,NA,NA
"1088","2019-10-02 15:06:17-03","UFMG","BHCB","80942","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Commelinaceae","Tripogandra","diuretica","Tripogandra diuretica","(Mart.) Handlos",NA,"2013","Magalhães, GM","Brasil","Minas Gerais","Itabira","-43.2268981933594","-19.6191997528076","33779",NA,"Canga margem de córrego. reptante herbácea","auto","5448","1943","01","31","Southern America","Base do Cauê",NA,NA,NA,"BHCB5595",NA,NA,NA,NA,"03","01",NA,NA
"1089","2019-10-02 14:54:15-03","UFMG","BHCB","161785","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Fabaceae","Macroptilium","atropurpureum","Macroptilium atropurpureum","(Sessé & Moc. ex DC.) Urb.",NA,"2011","Carvalho, RCF de","Brasil","Minas Gerais","Itabira","-43.2268981933594","-19.6191997528076","33779",NA,NA,"auto","s.n.",NA,NA,NA,"Southern America","Bela Vista",NA,NA,NA,"BHCB004282",NA,NA,NA,NA,"06","14",NA,NA
"1090","2019-10-02 15:04:02-03","UFMG","BHCB","9806","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Solanaceae","Solanum","americanum","Solanum americanum","Mill.",NA,"2014","Carvalho, RCF de","Brasil","Minas Gerais","Itabira","-43.2268981933594","-19.6191997528076","33779",NA,"Herbáceo.; Rejeito de minério.","auto","s.n.","1982","09","22","Southern America","Bela Vista",NA,NA,NA,"BHCB023659",NA,NA,NA,NA,NA,NA,NA,NA
"1091","2019-10-02 15:04:02-03","UFMG","BHCB","9351","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Solanaceae","Solanum","americanum","Solanum americanum","Mill.",NA,"2014","Carvalho, RCF de","Brasil","Minas Gerais","Itabira","-43.2268981933594","-19.6191997528076","33779",NA,"Espécime inserido no banco de dados da Rede Mineira de Herbários-(Via Internet)&nf;; Herbáceo.; Rejeito de minério.","auto","s.n.","1982","09","22","Southern America","Bela Vista",NA,NA,NA,"BHCB005133",NA,NA,NA,NA,NA,NA,NA,NA
"1092","2019-10-02 14:53:53-03","UFMG","BHCB","9802","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Fabaceae","Crotalaria","pallida","Crotalaria pallida","Aiton",NA,NA,"Carvalho, RCF de","Brasil","Minas Gerais","Itabira","-43.2268981933594","-19.6191997528076","33779",NA,"Rejeito de minério. Herbáceo","auto","s.n.","1982","09","22","Southern America","Bela Vista.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1093","2019-10-02 14:49:57-03","UFMG","BHCB","9808","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Asteraceae","Emilia","fosbergii","Emilia fosbergii","Nicolson",NA,NA,"Carvalho, RCF de","Brasil","Minas Gerais","Itabira","-43.2268981933594","-19.6191997528076","33779",NA,"Rejeito de minério. Herbáceo.","auto","s.n.","1982","09","22","Southern America","Bela Vista.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1094","2020-02-07 18:35:00-03","UFMG","BHCB","5172","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Amaranthaceae","Alternanthera","tenella","Alternanthera tenella","Colla",NA,"1983","Carvalho, RCF de","Brasil","Minas Gerais","Itabira","-43.2268981933594","-19.6191997528076","33779",NA,"Herbáceo.; Rejeito de minério.","auto","s.n.","1982","09","22","Southern America","Bela Vista.",NA,NA,NA,"BHCB054247","BHCB054247",NA,NA,NA,"03",NA,NA,NA
"1095","2019-10-02 15:01:10-03","UFMG","BHCB","9354","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Oxalidaceae","Oxalis",NA,"Oxalis",NA,NA,NA,"Carvalho, RCF de","Brasil","Minas Gerais","Itabira","-43.2268981933594","-19.6191997528076","33779",NA,"Espécime inserido no banco de dados da Rede Mineira de Herbários-(Via Internet)","auto","s.n.","1982","09","22","Southern America","Bela Vista.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1096","2019-10-02 14:51:43-03","UFMG","BHCB","9350","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Brassicaceae","Lepidium","ruderale","Lepidium ruderale","L.",NA,NA,"Carvalho, RCF de","Brasil","Minas Gerais","Itabira","-43.2268981933594","-19.6191997528076","33779",NA,"Espécime inserido no banco de dados da Rede Mineira de Herbários-(Via Internet)","auto","s.n.","1982","09","22","Southern America","Bela Vista.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1097","2019-10-02 15:01:05-03","UFMG","BHCB","9804","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Onagraceae","Ludwigia","octovalvis","Ludwigia octovalvis","(Jacq.) P.H.Raven",NA,NA,"Carvalho, RCF de","Brasil","Minas Gerais","Itabira","-43.2268981933594","-19.6191997528076","33779",NA,NA,"auto","s.n.","1982","09","22","Southern America","Bela Vista.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1098","2019-10-02 14:50:56-03","UFMG","BHCB","9356","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Asteraceae","Synedrella","nodiflora","Synedrella nodiflora","(L.) Gaertn.",NA,NA,"Carvalho, RCF de","Brasil","Minas Gerais","Itabira","-43.2268981933594","-19.6191997528076","33779",NA,"Rejeito de minério. Herbáceo.","auto","s.n.","1992","09","22","Southern America","Bela Vista.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1099","2019-10-02 14:55:40-03","UFMG","BHCB","9357","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Lythraceae","Cuphea",NA,"Cuphea",NA,NA,NA,"Carvalho, RCF de","Brasil","Minas Gerais","Itabira","-43.2268981933594","-19.6191997528076","33779",NA,"Espécime inserido no banco de dados da Rede Mineira de Herbários-(Via Internet)","auto","s.n.","1982","09","22","Southern America","Bela Vista.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1100","2019-10-02 15:08:19-03","UFMG","BHCB","9807","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Poaceae","Echinochloa","crus-pavonis","Echinochloa crus-pavonis","(Kunth) Schult.",NA,NA,"Carvalho, RCF de","Brasil","Minas Gerais","Itabira","-43.2268981933594","-19.6191997528076","33779",NA,NA,"auto","s.n.","1982","09","22","Southern America","Bela Vista.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1101","2019-10-02 15:02:49-03","UFMG","BHCB","9798","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Rubiaceae","Spermacoce","verticillata","Spermacoce verticillata","L.",NA,NA,"Carvalho, RCF de","Brasil","Minas Gerais","Itabira","-43.2268981933594","-19.6191997528076","33779",NA,"herbáceo.","auto","s.n.","1982","09","22","Southern America","Bela Vista.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1102","2019-10-02 14:49:37-03","UFMG","BHCB","9352","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Asteraceae","Bidens","pilosa","Bidens pilosa","L.",NA,NA,"Carvalho, RCF de","Brasil","Minas Gerais","Itabira","-43.2268981933594","-19.6191997528076","33779",NA,"Rejeito de minério. Herbáceo.","auto","s.n.","1982","09","22","Southern America","Bela Vista.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1103","2019-10-02 15:08:14-03","UFMG","BHCB","9797","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Poaceae","Cenchrus","echinatus","Cenchrus echinatus","L.",NA,NA,"Carvalho, RCF de","Brasil","Minas Gerais","Itabira","-43.2268981933594","-19.6191997528076","33779",NA,NA,"auto","s.n.","1982","09","22","Southern America","Bela Vista.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1104","2019-10-02 14:49:12-03","UFMG","BHCB","9358","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Asteraceae","Ageratum","conyzoides","Ageratum conyzoides","L.",NA,NA,"Carvalho, RCF de","Brasil","Minas Gerais","Itabira","-43.2268981933594","-19.6191997528076","33779",NA,"Rejeito de minério. Herbáceo.","auto","s.n.","1982","09","22","Southern America","Bela Vista.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1105","2019-10-02 14:48:35-03","UFMG","BHCB","9805","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Apocynaceae","Asclepias","curassavica","Asclepias curassavica","L.",NA,NA,"Carvalho, RCF de","Brasil","Minas Gerais","Itabira","-43.2268981933594","-19.6191997528076","33779",NA,NA,"auto","s.n.","1982","09","22","Southern America","Bela Vista.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1106","2019-10-31 18:27:38-03","UFMG","BHCB","9355","PreservedSpecimen","Plantae","Angiosperma",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Carvalho, RCF de","Brasil","Minas Gerais","Itabira","-43.2268981933594","-19.6191997528076","33779",NA,"Espécime inserido no banco de dados da Rede Mineira de Herbários-(Via Internet); Rejeito de minério.","auto","s.n.","1982","09","22","Southern America","Bela Vista.",NA,NA,NA,"BHCB050193","BHCB050193",NA,NA,NA,NA,NA,NA,NA
"1107","2019-10-02 14:53:06-03","UFMG","BHCB","63261","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Euphorbiaceae","Croton","erythroxyloides","Croton erythroxyloides","Baill.",NA,"2007","Sampaio, A","Brasil","Minas Gerais","Itabira","-43.2268981933594","-19.6191997528076","33779",NA,"Arbusto; muito frequente; Nas pedras","auto","7076","1934","02","12","Southern America","Cauê",NA,NA,NA,"BHCB044893",NA,NA,NA,NA,NA,NA,NA,NA
"1108","2019-11-14 18:37:08-03","UFMG","BHCB","45271","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Solanaceae","Athenaea","pogogena","Athenaea pogogena","(Moric.) Sendtn.",NA,"2019","Magalhães, GM","Brasil","Minas Gerais","Itabira","-43.2268981933594","-19.6191997528076","33779",NA,"Canga. Arbusto 2m, flor alva com listras escuras","auto","5807","1943","01","30","Southern America","Cauê",NA,NA,NA,"BHCB026592",NA,NA,NA,NA,"08","02",NA,NA
"1109","2019-10-02 15:08:24-03","UFMG","BHCB","68532","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Poaceae","Lasiacis",NA,"Lasiacis",NA,NA,NA,"Pedersoli, JL","Brasil","Minas Gerais","Itabira","-43.2268981933594","-19.6191997528076","33779",NA,NA,"auto","90","1993","04","01","Southern America","Parque Itabiruçu.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1110","2019-10-02 14:53:24-03","UFMG","BHCB","65723","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Fabaceae","Abarema","langsdorffii","Abarema langsdorffii","(Benth.) Barneby & Grimes",NA,"2007","Sampaio, A","Brasil","Minas Gerais","Itabira","-43.2268981933594","-19.6191997528076","33779",NA,"Árvore, 8,00 metros; muito frequente; Sujo","auto","7025","1934","02","12","Southern America","Cauê",NA,NA,NA,"BHCB045103","BHCB045103",NA,NA,NA,NA,NA,NA,NA
"1111","2019-10-02 14:53:40-03","UFMG","BHCB","66411","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Fabaceae","Centrosema","coriaceum","Centrosema coriaceum","Benth.",NA,"1934","Sampaio, A","Brasil","Minas Gerais","Itabira","-43.2268981933594","-19.6191997528076","33779",NA,"Trepadeira; flor violácea; muito frequente; Campo","auto","7055","1934","02","12","Southern America","Cauê",NA,NA,NA,"BHCB045195","BHCB045195",NA,NA,NA,NA,NA,NA,NA
"1112","2019-10-02 15:00:25-03","UFMG","BHCB","41716","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Myrtaceae","Myrcia","eriocalyx","Myrcia eriocalyx","DC.",NA,"2012","Magalhães, GM","Brasil","Minas Gerais","Itabira","-43.2268981933594","-19.6191997528076","33779",NA,"Canga. Arbusto 2 m, flor alva","auto","s.n.","1943","01","30","Southern America","Cauê.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1113","2019-10-02 14:52:51-03","UFMG","BHCB","68453","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Erythroxylaceae","Erythroxylum",NA,"Erythroxylum",NA,NA,NA,"Magalhães, GM","Brasil","Minas Gerais","Itabira","-43.2268981933594","-19.6191997528076","33779",NA,"Canga. Arbusto, 2 m, muito freqüente","auto","5647","1943","01","30","Southern America","Cauê.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1114","2019-10-02 14:53:01-03","UFMG","BHCB","63297","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Euphorbiaceae","Astraea",NA,"Astraea",NA,NA,"2006","Sampaio, A","Brasil","Minas Gerais","Itabira","-43.2268981933594","-19.6191997528076","33779",NA,"Arbusto, 2,00 metros; muito frequente; Capoeira","auto","7075","1934","02","12","Southern America","Cauê.",NA,NA,NA,"BHCB044911",NA,NA,NA,NA,NA,NA,NA,NA
"1115","2019-10-02 15:03:33-03","UFMG","BHCB","69166","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Solanaceae","Brunfelsia","brasiliensis","Brunfelsia brasiliensis","(Spreng.) L.B.Sm. & Downs",NA,"2001","Sampaio, A","Brasil","Minas Gerais","Itabira","-43.2268981933594","-19.6191997528076","33779",NA,"Arbusto 0,60. Muito frequente.; Mata","auto","7032","1934","02","12","Southern America","Cauê.",NA,NA,NA,"BHCB023971",NA,NA,NA,NA,"09","21",NA,NA
"1116","2019-10-02 14:50:48-03","UFMG","BHCB","103976","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Asteraceae","Senecio","grandis","Senecio grandis","Gardner",NA,NA,"Teles, AM; Mota, RC da","Brasil","Minas Gerais","Itabira","-43.2268981933594","-19.6191997528076","33779",NA,"Plantas do Brasil. Área úmida no interior de floresta. População com muitos indivíduos, sempre presentes próximo ao córrego d'água. Herbáceo robusto, ca. 4m. Folhas lilases na face abaxial. Capitulescências 2m de comprimento. Capítulos com flores ama","auto","279","2006","08","24","Southern America","Condomínio dos Engenheiros da CVRD.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1117","2019-10-02 14:50:48-03","UFMG","BHCB","106824","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Asteraceae","Senecio","grandis","Senecio grandis","Gardner",NA,NA,"Teles, AM; Nordenstam, B; Mota, RC da","Brasil","Minas Gerais","Itabira","-43.2268981933594","-19.6191997528076","33779",NA,"Plantas do Brasil. Interior de floresta atlântica; próximo a córrego de água. Herbáceo robusto, ca. 1,6m.","auto","368","2007","04","03","Southern America","Condomínio dos Engenheiros da CVRD.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1118","2019-10-02 14:50:48-03","UFMG","BHCB","103978","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Asteraceae","Senecio","grandis","Senecio grandis","Gardner",NA,NA,"Teles, AM; Mota, RC da","Brasil","Minas Gerais","Itabira","-43.2268981933594","-19.6191997528076","33779",NA,"Plantas do Brasil. Área úmida no interior de floresta. População com muitos indivíduos, sempre presentes próximo ao córrego d'água. Herbáceo robusto, ca. 4m. Folhas lilases na face abaxial. Capitulescências 2m de comprimento. Capítulos com flores ama","auto","281","2006","08","24","Southern America","Condomínio dos Engenheiros da CVRD.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1119","2019-10-02 14:50:48-03","UFMG","BHCB","103977","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Asteraceae","Senecio","grandis","Senecio grandis","Gardner",NA,"2006","Teles, AM; Mota, RC da","Brasil","Minas Gerais","Itabira","-43.2268981933594","-19.6191997528076","33779",NA,"Plantas do Brasil. Área úmida no interior de floresta. População com muitos indivíduos, sempre presentes próximo ao córrego d'água. Herbáceo robusto, ca. 1,6m. Folhas lilases na face abaxial. Capitulescências 2m de comprimento. Capítu","auto","280","2006","08","24","Southern America","Condomínio dos Engenheiros da CVRD.",NA,NA,NA,"BHCB006652",NA,NA,NA,NA,"08",NA,NA,NA
"1120","2019-10-02 14:59:37-03","UFMG","BHCB","33475","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Monimiaceae","Mollinedia","argyrogyna","Mollinedia argyrogyna","Perkins",NA,NA,"Tameirão Neto, E","Brasil","Minas Gerais","Itabira","-43.2268981933594","-19.6191997528076","33779",NA,"Floresta Semidecidual. Arbóreo","auto","1999","1996","03","18","Southern America","Depósito Ipoema - CVRD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1121","2019-11-14 18:37:03-03","UFMG","BHCB","41752","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Rubiaceae","Faramea",NA,"Faramea","Aubl.",NA,NA,"Magalhães, GM","Brasil","Minas Gerais","Itabira","-43.2268981933594","-19.6191997528076","33779",NA,"Mata. Arbusto 2 m","auto","s.n.","1943","01","27","Southern America","Fazenda do Quilombo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1122","2019-10-02 14:59:40-03","UFMG","BHCB","41727","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Moraceae","Dorstenia",NA,"Dorstenia",NA,NA,NA,"Magalhães, GM","Brasil","Minas Gerais","Itabira","-43.2268981933594","-19.6191997528076","33779",NA,"Mata. Herbácea 0,25 m","auto","s.n.","1943","01","27","Southern America","Fazenda do Quilombo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1123","2019-10-24 17:20:38-03","UFMG","BHCB","80938","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Cyperaceae","Cyperus","hortensis","Cyperus hortensis","(Salzm. ex Steud.) Dorr",NA,"2019","Magalhães, GM","Brasil","Minas Gerais","Itabira","-43.2268981933594","-19.6191997528076","33779",NA,"Plantas do Brasil.; Herbáceo.; Brejo.","auto","4005","1945","09","08","Southern America","Fazenda do Quilombo.",NA,NA,NA,"BHCB052219",NA,NA,NA,NA,"09",NA,NA,NA
"1124","2019-10-02 15:04:49-03","UFMG","BHCB","41732","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Urticaceae",NA,NA,NA,NA,NA,NA,"Magalhães, GM","Brasil","Minas Gerais","Itabira","-43.2268981933594","-19.6191997528076","33779",NA,"Arbusto 3 m, flor amarelada","auto","s.n.","1943","01","28","Southern America","Fazenda dos Coelhos.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1125","2019-10-02 15:03:04-03","UFMG","BHCB","41651","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Sapindaceae","Allophylus","melanophloeus","Allophylus melanophloeus","Radlk.",NA,"2014","Magalhães, GM","Brasil","Minas Gerais","Itabira","-43.2268981933594","-19.6191997528076","33779",NA,"Arbusto, 2 m; Mata em galeria","auto","5585","1943","01","28","Southern America","Fazenda dos Coelhos.",NA,NA,NA,"BHCB021000",NA,NA,NA,NA,"06","05",NA,NA
"1126","2019-10-02 15:04:47-03","UFMG","BHCB","80876","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Turneraceae","Turnera","capitata","Turnera capitata","Cambess.",NA,"2013","Magalhães, GM","Brasil","Minas Gerais","Itabira","-43.2268981933594","-19.6191997528076","33779",NA,"Arbusto 1,3 m, flor alva.; Pasto.","auto","4550","1943","01","28","Southern America","Fazenda dos Coelhos.",NA,NA,NA,"BHCB004045",NA,NA,NA,NA,"04","18",NA,NA
"1127","2020-02-07 18:35:00-03","UFMG","BHCB","81770","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Amaranthaceae","Alternanthera","rufa","Alternanthera rufa",NA,NA,"2004","Magalhães, M","Brasil","Minas Gerais","Itabira","-43.2268981933594","-19.6191997528076","33779",NA,"Muito frequente.; Herbácea, 0,8m. Flor amarelo escura.; Mata.","auto","2889","1943","01","28","Southern America","Fazenda dos Coelhos., Presidente Vargas.",NA,NA,NA,"BHCB054233","BHCB054233",NA,NA,NA,"10",NA,NA,NA
"1128","2019-10-02 14:55:30-03","UFMG","BHCB","31065","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Lecythidaceae","Lecythis","lanceolata","Lecythis lanceolata","Poir.",NA,"2014","Hirsch, A; Toledo, PP; Brito, BFA","Brasil","Minas Gerais","Itabira","-43.2268981933594","-19.6191997528076","33779",NA,"Árboreo, ca. 15m.; Mata secundária, alto do morro","auto","s.n.","1995","11","11","Southern America","Fazenda Pau de Angu, Próximo ao Morro do Chapéu",NA,NA,NA,"BHCB014443",NA,NA,NA,NA,"05","14",NA,NA
"1129","2019-10-02 14:56:32-03","UFMG","BHCB","9795","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Malvaceae","Sida","glaziovii","Sida glaziovii","K.Schum.",NA,"2011","Carvalho, RCF de; Gontijo, T","Brasil","Minas Gerais","Itabira","-43.2268981933594","-19.6191997528076","33779",NA,NA,"auto","s.n.","1982","08","25","Southern America","Lagoa do Pontal",NA,NA,NA,"BHCB045460",NA,NA,NA,NA,"07",NA,NA,NA
"1130","2019-10-02 14:54:47-03","UFMG","BHCB","9876","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Fabaceae","Zornia","curvata","Zornia curvata","Mohlenbr.",NA,NA,"Carvalho, RCF de; Gontijo, T","Brasil","Minas Gerais","Itabira","-43.2268981933594","-19.6191997528076","33779",NA,"Rejeito de minério. Herbáceo","auto","s.n.","1987","08","25","Southern America","Lagoa do Pontal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1131","2019-10-02 15:00:44-03","UFMG","BHCB","171421","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Myrtaceae","Myrciaria",NA,"Myrciaria","O.Berg",NA,"2010","Faria, JEQ; Proença, CEB; Villarroel, D","Brasil","Minas Gerais","Itabira","-43.2268981933594","-19.6191997528076","33779",NA,"Árvore ca. 6m de altura, tronco liso, frutos imaturos verdes e maduro vermelho alaranjado, sésseis e axilares.","auto","951","2010","11","11","Southern America","Margem da estrada entre Itabira e joão Monlevade. Floresta ombrófila antropizada.",NA,NA,NA,"BHCB016034",NA,NA,"771","771","06",NA,NA,NA
"1132","2020-01-27 18:59:56-03","UFMG","BHCB","65823","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Malvaceae","Callianthe","rufinerva","Callianthe rufinerva","(A.St.-Hil.) Donnell",NA,"2012","Nestor, J","Brasil","Minas Gerais","Itabira","-43.2268981933594","-19.6191997528076","33779",NA,"Arbusto 3 m; flor rósea; muito frequente; Mata.","auto","s.n.","1942","08","31","Southern America","Mata dos Correias",NA,NA,NA,"BHCB011697",NA,NA,NA,NA,"08",NA,NA,NA
"1133","2019-10-02 14:54:27-03","UFMG","BHCB","69577","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Fabaceae","Piptadenia","adiantoides","Piptadenia adiantoides","(Spreng.) J.F.Macbr.",NA,NA,"Stehmann, JR","Brasil","Minas Gerais","Itabira","-43.2268981933594","-19.6191997528076","33779",NA,"Arbusto apoiante, crescendo sobre pilha de estéril da mineração","auto","3076","2002","04","01","Southern America","Mina Cauê - CVRD.",NA,NA,NA,"BHCB007334",NA,NA,NA,NA,NA,NA,NA,NA
"1134","2020-01-27 18:59:56-03","UFMG","BHCB","69578","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Malvaceae","Callianthe","rufinerva","Callianthe rufinerva","(A.St.-Hil.) Donnell",NA,"2012","Stehmann, JR","Brasil","Minas Gerais","Itabira","-43.2268981933594","-19.6191997528076","33779",NA,"Arbusto, ca. 3m de altura;; Crescendo sobre pilha de estéril da mineração","auto","3077","2002","04","01","Southern America","Mina Cauê - CVRD.",NA,NA,NA,"BHCB011736",NA,NA,NA,NA,"08",NA,NA,NA
"1135","2019-10-02 14:53:06-03","UFMG","BHCB","69576","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Euphorbiaceae","Croton","echinocarpus","Croton echinocarpus","Müll.Arg.",NA,NA,"Stehmann, JR","Brasil","Minas Gerais","Itabira","-43.2268981933594","-19.6191997528076","33779",NA,"Árvore ca. 5m de altura.; Crescendo sobre pilha de estéril da mineração.","auto","3075","2002","04","01","Southern America","Mina Cauê - CVRD.",NA,NA,NA,"BHCB022590",NA,NA,NA,NA,NA,NA,NA,NA
"1136","2019-10-02 15:08:18-03","UFMG","BHCB","57255","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Poaceae","Echinochloa",NA,"Echinochloa",NA,NA,NA,"Lemos Filho, JP","Brasil","Minas Gerais","Itabira","-43.2268981933594","-19.6191997528076","33779",NA,"sobre depósito de resíduo de mineração","auto","s.n.","2001","03","02","Southern America","Mina do Cauê.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1137","2019-10-02 15:08:19-03","UFMG","BHCB","5022","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Poaceae","Echinochloa","crus-galli","Echinochloa crus-galli","(L.) P.Beauv.",NA,NA,"Carvalho, RCF de","Brasil","Minas Gerais","Itabira","-43.2268981933594","-19.6191997528076","33779",NA,"Rejeito de minério;herbáceo;","auto","39","1983","02","24","Southern America","Mineração CVRD.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1138","2019-10-02 14:53:48-03","UFMG","BHCB","5011","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Fabaceae","Chamaecrista","rotundifolia","Chamaecrista rotundifolia","(Pers.) Greene",NA,NA,"Carvalho, RCF de; et al.","Brasil","Minas Gerais","Itabira","-43.2268981933594","-19.6191997528076","33779",NA,"Rejeito de minério;herbáceo;","auto","9","1982","08","25","Southern America","Mineração CVRD. Pontal.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
