"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","coordinatePrecision","individualCount","occurrenceRemarks","geoFlag","class","recordNumber","continentOcean","preparationType","barcode","imagecode","dayIdentified","minimumElevationInMeters","maximumElevationInMeters","typeStatus","infraspecificEpithet","relatedCatalogItem"
"297","2016-09-19 16:03:41-03","UnB","UB","129115","S","Plantae","Dicotyledoneae",NA,"Fabaceae","Platycyamus","regnellii","Platycyamus regnellii","Benth.","Barroso, GM","1982",NA,"Almeida, EF","1982","05","20","Brasil","Minas Gerais","Timóteo",NA,"-42.5","-19.616667","-42.5","-19.616667",NA,NA,"Flores com perfume adocicado.; Árvore 8m.; Floresta estacional semidecidual",NA,NA,"207","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"298","2016-09-19 15:42:59-03","UnB","UB","121686","S","Plantae","Dicotyledoneae",NA,"Chrysobalanaceae","Parinari","excelsa","Parinari excelsa","Sabine","Mendes, MC",NA,NA,"Drumond, MA","1977","07","23","Brasil","Minas Gerais","Timóteo","Horto Ipanema-FGAA","-42.644401550293","-19.5825004577637",NA,NA,"16391",NA,"Flor marrom claro.; Árvore 12m.","auto",NA,"830","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"299","2019-09-30 11:24:55-03","IF","SPSF","50429","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Urbanodendron","verrucosum","Urbanodendron verrucosum","((Nees) Mez)","F.G.Lorea-Hernandéz","1995","02","E.P.Heringer","1982","10","22","Brasil","MG","Timóteo","Parque Estadual do rio Doce","-42.644401550293","-19.5825004577637",NA,NA,"16391",NA,"COLETA: Pequena árvore do subbosque da mata primitiva, agora na mata secundária após incêndio total;","auto","Magnoliopsida","18577","América do Sul",NA,NA,NA,"17",NA,NA,NA,NA,NA
"300","2019-09-30 11:24:44-03","IF","SPSF","16890","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Ocotea","nitida","Ocotea nitida","(Meisn.) Rohwer","A.Quinet","2008","02","J.R.Stehmann","1992","10","30","Brasil","MG","Timoteo","Parque do Rio Doce","-42.644401550293","-19.5825004577637",NA,NA,"16391",NA,"COLETA: XLS: SPSFAntigo&nf;Árvore; GEOGRAFIA: trilha do vinhatico;","auto","Magnoliopsida",NA,"América do Sul",NA,NA,NA,"13",NA,NA,NA,NA,NA
"301","2019-10-02 14:54:10-03","UFMG","BHCB-BRYOPHYTA","14417","PreservedSpecimen","Plantae",NA,NA,"Racopilaceae","Racopilum","tomentosum","Racopilum tomentosum","(Hedw.) Brid.","Maciel-Silva, AS","2015","09","Grandi, TSM","1988","05",NA,"Brasil","Minas Gerais","Timóteo","Parque Rio Doce, Material coletado em tronco em decomposição.","-42.643889","-19.582778","-42.643889","-19.582778",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,"23","315","315",NA,NA,NA
"302","2020-01-31 17:44:05-03","UFMG","BHCB-BRYOPHYTA","14424","PreservedSpecimen","Plantae",NA,NA,"Racopilaceae","Racopilum","tomentosum","Racopilum tomentosum","(Hedw.) Brid.","Maciel-Silva, AS","2015","09","Grandi, TSM","1988","05",NA,"Brasil","Minas Gerais","Timóteo","Parque Rio Doce, Material coletada na mata.","-42.643889","-19.582778","-42.643889","-19.582778",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,"23","315","315",NA,NA,NA
"303","2020-01-31 17:44:01-03","UFMG","BHCB-BRYOPHYTA","14416","PreservedSpecimen","Plantae",NA,NA,"Bryaceae","Rhodobryum",NA,"Rhodobryum",NA,NA,NA,NA,"Grandi, TSM","1988","05",NA,"Brasil","Minas Gerais","Timóteo","Parque Rio Doce, Material coletada em árvore em decomposição.","-42.643889","-19.582778","-42.643889","-19.582778",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,"315","315",NA,NA,NA
"304","2019-11-21 10:03:05-03","IBt","SP","397283","S","Plantae",NA,NA,"Capparaceae","Capparis",NA,"Capparis",NA,NA,NA,NA,"França, GS","2003","10","09","Brasil","Minas Gerais","Timóteo","Macuco","-42.575556","-19.583611","-42.575556","-19.583611",NA,NA,NA,NA,NA,"432",NA,NA,NA,NA,NA,"257","257",NA,NA,NA
"305","2019-11-21 10:07:38-03","IBt","SP","205982","S","Plantae",NA,NA,"Lauraceae","Urbanodendron","verrucosum","Urbanodendron verrucosum","(Nees) Mez","Baitello, JB","1999","08","Heringer, EP","1982","10","22","Brasil","Minas Gerais","Timóteo","Parque Estadual do Rio Doce","-42.644401550293","-19.5825004577637",NA,NA,"16391",NA,NA,"auto",NA,"18577",NA,NA,"SP055618","SP055618","24",NA,NA,NA,NA,NA
"306","2019-11-21 10:19:14-03","IBt","SP","205942","S","Plantae",NA,NA,"Sapotaceae","Pouteria","torta","Pouteria torta","(Mart.) Radlk.","Pennington, TD",NA,NA,"Heringer, EP","1982","10","22","Brasil","Minas Gerais","Timóteo","Parque Estadual do Rio Doce","-42.644401550293","-19.5825004577637",NA,NA,"16391",NA,NA,"auto",NA,"18576",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"307","2019-11-21 10:16:16-03","IBt","SP","205969","S","Plantae",NA,NA,"Poaceae","Parodiolyra","micrantha","Parodiolyra micrantha","(Kunth) Davidse & Zuloaga","Filgueiras, TS","1985","06","Heringer, EP","1982","10","22","Brasil","Minas Gerais","Timóteo","Parque Estadual do Rio Doce","-42.644401550293","-19.5825004577637",NA,NA,"16391",NA,NA,"auto",NA,"18561",NA,NA,"SP036110","SP036110",NA,NA,NA,NA,NA,NA
"308","2019-11-21 10:19:14-03","IBt","SP","205941","S","Plantae",NA,NA,"Sapotaceae","Pouteria",NA,"Pouteria",NA,NA,NA,NA,"Heringer, EP","1982","10","22","Brasil","Minas Gerais","Timóteo","Parque Estadual do Rio Doce","-42.644401550293","-19.5825004577637",NA,NA,"16391",NA,NA,"auto",NA,"18551",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"309","2019-11-21 10:07:18-03","IBt","SP","205921","S","Plantae",NA,NA,"Lauraceae","Aniba",NA,"Aniba",NA,NA,NA,NA,"Heringer, EP","1982","10","20","Brasil","Minas Gerais","Timóteo","Parque Estadual do Rio Doce","-42.644401550293","-19.5825004577637",NA,NA,"16391",NA,NA,"auto",NA,"18538",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"310","2019-11-21 10:01:33-03","IBt","SP","205964","S","Plantae",NA,NA,"Asteraceae","Vernonanthura","divaricata","Vernonanthura divaricata","(Spreng.) H.Rob.",NA,NA,NA,"Heringer, EP","1982","10","20","Brasil","Minas Gerais","Timóteo","Parque Estadual do Rio Doce","-42.644401550293","-19.5825004577637",NA,NA,"16391",NA,NA,"auto",NA,"18537",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"311","2019-11-21 10:07:07-03","IBt","SP","205970","S","Plantae",NA,NA,"Hypericaceae","Vismia","magnoliifolia","Vismia magnoliifolia","Schltdl. & Cham.","Martins, MV; Shimizu, GH","2017","10","Heringer, EP","1982","10","22","Brasil","Minas Gerais","Timóteo","Parque Estadual do Rio Doce","-42.644401550293","-19.5825004577637",NA,NA,"16391",NA,NA,"auto",NA,"18571",NA,NA,"SP050545","SP050545",NA,NA,NA,NA,NA,NA
"312","2019-11-21 10:10:47-03","IBt","SP","205918","S","Plantae",NA,NA,"Meliaceae","Cedrela",NA,"Cedrela",NA,NA,NA,NA,"Heringer, EP","1982","10","22","Brasil","Minas Gerais","Timóteo","Parque Estadual do Rio Doce","-42.644401550293","-19.5825004577637",NA,NA,"16391",NA,NA,"auto",NA,"18572",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"313","2019-11-21 10:07:04-03","IBt","SP","205919","S","Plantae",NA,NA,"Humiriaceae","Humiriastrum",NA,"Humiriastrum",NA,NA,NA,NA,"Heringer, EP","1982","10","20","Brasil","Minas Gerais","Timóteo","Parque Estadual do Rio Doce","-42.644401550293","-19.5825004577637",NA,NA,"16391",NA,NA,"auto",NA,"18540",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"314","2019-11-21 10:06:25-03","IBt","SP","205936","S","Plantae",NA,NA,"Fabaceae","Pseudopiptadenia","contorta","Pseudopiptadenia contorta","(DC.) G.P.Lewis & M.P.Lima","Tamashiro, JY","1997","10","Heringer, EP","1982","10","22","Brasil","Minas Gerais","Timóteo","Parque Estadual do Rio Doce","-42.644401550293","-19.5825004577637",NA,NA,"16391",NA,NA,"auto",NA,"18583",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"315","2019-11-21 10:07:21-03","IBt","SP","205985","S","Plantae",NA,NA,"Lauraceae","Endlicheria","glomerata","Endlicheria glomerata","Mez","Lorea Hernández, FG","1993","09","Heringer, EP","1982","10","20","Brasil","Minas Gerais","Timóteo","Parque Estadual do Rio Doce","-42.644401550293","-19.5825004577637",NA,NA,"16391",NA,NA,"auto",NA,"18530",NA,NA,"SP054472","SP054472","22",NA,NA,NA,NA,NA
"316","2019-11-21 10:06:57-03","IBt","SP","205980","S","Plantae",NA,NA,"Flacourtiaceae",NA,NA,NA,NA,NA,NA,NA,"Heringer, EP","1982","10","22","Brasil","Minas Gerais","Timóteo","Parque Estadual do Rio Doce","-42.644401550293","-19.5825004577637",NA,NA,"16391",NA,NA,"auto",NA,"18558",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"317","2019-11-21 10:12:44-03","IBt","SP","205925","S","Plantae",NA,NA,"Ochnaceae","Ouratea",NA,"Ouratea",NA,NA,NA,NA,"Heringer, EP","1982","10","22","Brasil","Minas Gerais","Timóteo","Parque Estadual do Rio Doce","-42.644401550293","-19.5825004577637",NA,NA,"16391",NA,NA,"auto",NA,"18550",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"318","2019-11-21 10:07:18-03","IBt","SP","205987","S","Plantae",NA,NA,"Lauraceae",NA,NA,NA,NA,NA,NA,NA,"Heringer, EP","1982","10","22","Brasil","Minas Gerais","Timóteo","Parque Estadual do Rio Doce","-42.644401550293","-19.5825004577637",NA,NA,"16391",NA,NA,"auto",NA,"18578",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"319","2019-11-21 10:03:44-03","IBt","SP","205967","S","Plantae",NA,NA,"Euphorbiaceae",NA,NA,NA,NA,NA,NA,NA,"Heringer, EP","1982","10","22","Brasil","Minas Gerais","Timóteo","Parque Estadual do Rio Doce","-42.644401550293","-19.5825004577637",NA,NA,"16391",NA,NA,"auto",NA,"18555",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"320","2019-11-21 10:05:05-03","IBt","SP","205939","S","Plantae",NA,NA,"Fabaceae","Cenostigma",NA,"Cenostigma",NA,"Escobar, NAG","2017","04","Heringer, EP","1982","10","22","Brasil","Minas Gerais","Timóteo","Parque Estadual do Rio Doce, Mata secundária em restauração após incêndio total","-42.644401550293","-19.5825004577637",NA,NA,"16391",NA,NA,"auto",NA,"18573",NA,NA,NA,NA,"11",NA,NA,NA,NA,NA
"321","2019-11-21 10:07:28-03","IBt","SP","205988","S","Plantae",NA,NA,"Lauraceae","Ocotea","cujumary","Ocotea cujumary","Mart.","Assis, LCS","2005","11","Heringer, EP","1982","10","22","Brasil","Minas Gerais","Timóteo","Parque Estadual do Rio Doce","-42.644401550293","-19.5825004577637",NA,NA,"16391",NA,NA,"auto",NA,"18579",NA,NA,"SP055044","SP055044","15",NA,NA,NA,NA,NA
"322","2019-11-21 10:18:50-03","IBt","SP","205968","S","Plantae",NA,NA,"Salicaceae","Casearia","arborea","Casearia arborea","(Rich.) Urb.","Torres, RB","1997","08","Heringer, EP","1982","10","22","Brasil","Minas Gerais","Timóteo","Parque Estadual do Rio Doce","-42.644401550293","-19.5825004577637",NA,NA,"16391",NA,NA,"auto",NA,"18554",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"323","2019-11-21 10:07:28-03","IBt","SP","205920","S","Plantae",NA,NA,"Lauraceae","Ocotea","cujumary","Ocotea cujumary","Mart.","Assis, LCS","2005","11","Heringer, EP","1982","10","22","Brasil","Minas Gerais","Timóteo","Parque Estadual do Rio Doce","-42.644401550293","-19.5825004577637",NA,NA,"16391",NA,NA,"auto",NA,"18574",NA,NA,"SP055043","SP055043","15",NA,NA,NA,NA,NA
"324","2019-11-21 10:07:18-03","IBt","SP","205986","S","Plantae",NA,NA,"Lauraceae","Aniba",NA,"Aniba",NA,NA,NA,NA,"Heringer, EP","1982","10","20","Brasil","Minas Gerais","Timóteo","Parque Estadual do Rio Doce, Rio doce","-42.644401550293","-19.5825004577637",NA,NA,"16391",NA,NA,"auto",NA,"18534",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
