"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","infraspecificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","day","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","class","individualCount","typeStatus"
"159","2019-11-21 09:58:40-03","IBt","SP","318924","S","Plantae",NA,NA,"Apocynaceae","Forsteronia","pubescens",NA,"Forsteronia pubescens","A.DC.","Cordeiro, I","Catharino, ELM","2157","1997","10",NA,"Brasil","Minas Gerais","Rio Doce","Capoeirão em frente a São Sebastião do Soberbo","-42.8958015441895","-20.2446994781494",NA,NA,NA,NA,NA,NA,NA,NA,NA,"13","14517","auto",NA,NA,NA,NA,NA
"160","2019-11-21 10:19:24-03","IBt","SP","318927","S","Plantae",NA,NA,"Solanaceae","Brunfelsia",NA,NA,"Brunfelsia",NA,NA,"Catharino, ELM","2161","1997","10",NA,"Brasil","Minas Gerais","Rio Doce","capoeirão em frente à SãoSebastião do Soberbo","-42.8958015441895","-20.2446994781494",NA,NA,NA,NA,NA,NA,NA,NA,NA,"13","14517","auto",NA,NA,NA,NA,NA
"161","2019-11-21 09:58:29-03","IBt","SP","318908","S","Plantae",NA,NA,"Annonaceae","Xylopia","sericea",NA,"Xylopia sericea","A.St.-Hil.","Cordeiro, I","Catharino, ELM","2159","1997","10",NA,"Brasil","Minas Gerais","Rio Doce","Capoeirão em frente à São Sebastião do Soberbo","-42.8958015441895","-20.2446994781494",NA,NA,NA,NA,NA,NA,"SP009856","SP009856",NA,"13","14517","auto",NA,NA,NA,NA,NA
"162","2019-11-21 09:59:02-03","IBt","SP","318907","S","Plantae",NA,NA,"Apocynaceae","Tabernaemontana",NA,NA,"Tabernaemontana",NA,NA,"Catharino, ELM","2160","1997","10",NA,"Brasil","Minas Gerais","Rio Doce","Capoeirão em frente à São Sebastião do Soberbo","-42.8958015441895","-20.2446994781494",NA,NA,NA,NA,NA,NA,NA,NA,NA,"13","14517","auto",NA,NA,NA,NA,NA
"163","2019-11-21 10:18:53-03","IBt","SP","318916","S","Plantae",NA,NA,"Sapindaceae","Allophylus","edulis",NA,"Allophylus edulis","(A.St.-Hil., A.Juss. & Cambess.) Hieron. ex Niederl.","Cordeiro, I","Catharino, ELM","2156","1997","10",NA,"Brasil","Minas Gerais","Rio Doce","Capoeirão em frente à São Sebastião do Soberbo.","-42.8958015441895","-20.2446994781494",NA,NA,NA,NA,NA,NA,"SP045765","SP045765",NA,"13","14517","auto",NA,NA,NA,NA,NA
"164","2019-11-21 10:12:31-03","IBt","SP","318947","S","Plantae",NA,NA,"Myrtaceae","Neomitranthes","glomerata",NA,"Neomitranthes glomerata","(D.Legrand) D.Legrand","Kawasaki, ML","Cordeiro, I","1660","1997","10",NA,"Brasil","Minas Gerais","Rio Doce","Córrego do Souza, distrito de Santana do Deserto. Fazenda Paraíso","-42.8958015441895","-20.2446994781494",NA,NA,NA,NA,NA,NA,NA,NA,"2000","16","14517","auto",NA,NA,NA,NA,NA
"165","2019-11-21 10:01:44-03","IBt","SP","318953","S","Plantae",NA,NA,"Begoniaceae","Begonia","convolvulacea",NA,"Begonia convolvulacea","(Klotzsch) A.DC.",NA,"Cordeiro, I","1657","1997","10",NA,"Brasil","Minas Gerais","Rio Doce","Corrego do Souza, Distrito de Santana do Deserto, mata mesofila semi-decidual, Fazenda Paraiso","-42.8958015441895","-20.2446994781494",NA,NA,NA,NA,NA,"Erva escandente, do interior da mata, cerca de 2,0 m de altura, frutos imaturos verdes",NA,NA,"1998","16","14517","auto","08",NA,NA,NA,NA
"166","2019-11-21 09:58:44-03","IBt","SP","45039","S","Plantae",NA,NA,"Apocynaceae","Macroscepis","magnifica",NA,"Macroscepis magnifica","Malme","Hoehne, FC","Amaral, C","s.n.","1939","10",NA,"Brasil","Minas Gerais","Rio Doce","Cult. Jardim Botânico, São Paulo. Proc. Vale do Rio Doce, fl. 7/2/1941","-42.8958015441895","-20.2446994781494",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30","14517","auto",NA,NA,NA,NA,NA
"167","2019-11-21 10:02:11-03","IBt","SP","318950","S","Plantae",NA,NA,"Bignoniaceae","Handroanthus","ochraceus",NA,"Handroanthus ochraceus","(Cham.) Mattos","Espírito Santo, FS","Cordeiro, I","1663","1997","10",NA,"Brasil","Minas Gerais","Rio Doce","Estrada entre Rio Doce e o Distrito de Santana do Deserto, próximo ao corrego Marimbondo.","-42.8958015441895","-20.2446994781494",NA,NA,NA,NA,NA,NA,"SP058962","SP058962","2011","16","14517","auto","05","02",NA,NA,NA
"168","2019-11-21 09:58:17-03","IBt","SP","318925","S","Plantae",NA,NA,"Annonaceae","Cymbopetalum","brasiliense",NA,"Cymbopetalum brasiliense","(Vell.) Benth. ex Baill.","Lobão, A","Catharino, ELM","2179","1997","10",NA,"Brasil","Minas Gerais","Rio Doce","Fazenda Paraíso","-42.8958015441895","-20.2446994781494",NA,NA,NA,NA,NA,NA,"SP022901","SP022901","2007","10","14517","auto","06",NA,NA,NA,NA
"169","2019-11-21 10:06:00-03","IBt","SP","318967","S","Plantae",NA,NA,"Fabaceae","Machaerium","oblongifolium",NA,"Machaerium oblongifolium","Vogel","Mendonça Filho, CV","Catharino, ELM","2171","1997","10",NA,"Brasil","Minas Gerais","Rio Doce","Fazenda Paraíso","-42.8958015441895","-20.2446994781494",NA,NA,NA,NA,NA,NA,NA,NA,"2000","13","14517","auto","03","29",NA,NA,NA
"170","2019-11-21 10:14:18-03","IBt","SP","318926","S","Plantae",NA,NA,"Piperaceae","Piper",NA,NA,"Piper",NA,NA,"Catharino, ELM","2166","1997","10",NA,"Brasil","Minas Gerais","Rio Doce","Fazenda Paraíso","-42.8958015441895","-20.2446994781494",NA,NA,NA,NA,NA,NA,NA,NA,NA,"13","14517","auto",NA,NA,NA,NA,NA
"171","2019-11-21 10:19:28-03","IBt","SP","318913","S","Plantae",NA,NA,"Solanaceae","Cestrum","schlechtendalii",NA,"Cestrum schlechtendalii","G.Don","Stehmann, JR; Kamino, L","Catharino, ELM","2173","1997","10",NA,"Brasil","Minas Gerais","Rio Doce","Fazenda Paraíso","-42.8958015441895","-20.2446994781494",NA,NA,NA,NA,NA,NA,"SP115499","SP115499","2000","13","14517","auto","02","03",NA,NA,NA
"172","2019-11-21 09:59:17-03","IBt","SP","318923","S","Plantae",NA,NA,"Araceae","Rhodospatha","latifolia",NA,"Rhodospatha latifolia","Poepp.","Gonçalves, EG","Cordeiro, I","1684","1997","10",NA,"Brasil","Minas Gerais","Rio Doce","Fazenda Paraíso.","-42.8958015441895","-20.2446994781494",NA,NA,NA,NA,NA,NA,"SP049852","SP049852","1999","16","14517","auto","05","24",NA,NA,NA
"173","2019-11-21 10:02:03-03","IBt","SP","318922","S","Plantae",NA,NA,"Bignoniaceae","Clytostoma","binatum",NA,"Clytostoma binatum","(Thunb.) Sandwith","Benitez, B","Catharino, ELM","2164","1997","10",NA,"Brasil","Minas Gerais","Rio Doce","Fazenda Paraiso, mata mesófila semidecídua.","-42.8958015441895","-20.2446994781494",NA,NA,NA,NA,NA,NA,"SP058356","SP058356","2000","13","14517","auto","07","31",NA,NA,NA
"174","2019-11-21 10:04:04-03","IBt","SP","318971","S","Plantae",NA,NA,"Euphorbiaceae","Croton","piptocalyx",NA,"Croton piptocalyx","Müll.Arg.","Cordeiro, I","Catharino, ELM","2167","1997","10",NA,"Brasil","Minas Gerais","Rio Doce","Fazenda Paraíso, mata mesófila semi-decídua.","-42.8958015441895","-20.2446994781494",NA,NA,NA,NA,NA,"Árvore grande, ca. 20m alt. GlÔndula vermelha. Estilete alvo.",NA,NA,NA,"13","14517","auto",NA,NA,NA,NA,NA
"175","2019-11-21 09:59:28-03","IBt","SP","318920","S","Plantae",NA,NA,"Arecaceae","Geonoma",NA,NA,"Geonoma",NA,NA,"Cordeiro, I","1691","1997","10",NA,"Brasil","Minas Gerais","Rio Doce","Fazenda Paraíso. Mata mesófila semi descídua","-42.8958015441895","-20.2446994781494",NA,NA,NA,NA,NA,"Planta ca. 1,5m alt., restos de inflorescência secos",NA,NA,NA,"09","14517","auto",NA,NA,NA,NA,NA
"176","2019-11-21 10:05:47-03","IBt","SP","169971","S","Plantae",NA,NA,"Fabaceae","Inga","cabelo",NA,"Inga cabelo","T.D.Penn.","Pennington, TD","Kuhlmann, JG","6492","1943","02",NA,"Brasil","Minas Gerais","Rio Doce","Goitacazes","-42.8958015441895","-20.2446994781494",NA,NA,NA,NA,NA,NA,"SP025329","SP025329","1996","19","14517","auto",NA,NA,NA,NA,NA
"177","2019-11-21 10:17:54-03","IBt","SP","318912","S","Plantae",NA,NA,"Rubiaceae","Faramea",NA,NA,"Faramea",NA,"Oliveira, JA","Cordeiro, I","1671","1997","10",NA,"Brasil","Minas Gerais","Rio Doce","Ilha do Marimbondo","-42.8958015441895","-20.2446994781494",NA,NA,NA,NA,NA,NA,NA,NA,"2012","15","14517","auto","09",NA,NA,NA,NA
"178","2019-11-21 10:13:54-03","IBt","SP","318946","S","Plantae",NA,NA,"Orchidaceae","Vanilla",NA,NA,"Vanilla",NA,NA,"Cordeiro, I","1666","1997","10",NA,"Brasil","Minas Gerais","Rio Doce","Ilha do Marimbondo","-42.8958015441895","-20.2446994781494",NA,NA,NA,NA,NA,NA,NA,NA,NA,"15","14517","auto",NA,NA,NA,NA,NA
"179","2019-11-21 10:11:27-03","IBt","SP","318958","S","Plantae",NA,NA,"Myrtaceae","Eugenia","florida",NA,"Eugenia florida","DC.","Kawasaki, ML","Cordeiro, I","1672","1997","10",NA,"Brasil","Minas Gerais","Rio Doce","Ilha do Marimbondo.","-42.8958015441895","-20.2446994781494",NA,NA,NA,NA,NA,"Árvore ca. 8m alt., frutos imaturos verdes.","SP027001","SP027001","1998","15","14517","auto",NA,NA,NA,NA,NA
"180","2019-11-21 10:04:49-03","IBt","SP","318966","S","Plantae",NA,NA,"Fabaceae","Andira","anthelmia",NA,"Andira anthelmia","(Vell.) J.F.Macbr.","Cordeiro, I","Cordeiro, I","1674","1997","10",NA,"Brasil","Minas Gerais","Rio Doce","Margem esquerda do rio Doce, próximo à Ilha do Marimbondo","-42.8958015441895","-20.2446994781494",NA,NA,NA,NA,NA,NA,NA,NA,NA,"14","14517","auto",NA,NA,NA,NA,NA
"181","2019-11-21 10:02:26-03","IBt","SP","318918","S","Plantae",NA,NA,"Bromeliaceae","Aechmea","nudicaulis","aureorosea","Aechmea nudicaulis aureorosea","(Antoine) L.B.Sm.","Proença, SL","Cordeiro, I","1694","1997","10",NA,"Brasil","Minas Gerais","Rio Doce","Margem esquerda do Rio Doce, próximo à Ilha do Marimbondo.","-42.8958015441895","-20.2446994781494",NA,NA,NA,NA,NA,NA,"SP050445","SP050445","1998","14","14517","auto","05","07",NA,NA,NA
"182","2019-11-21 10:04:48-03","IBt","SP","318931","S","Plantae",NA,NA,"Fabaceae","Anadenanthera","colubrina","cebil","Anadenanthera colubrina cebil","(Griseb.) Altschul","Mamede, MCH","Catharino, ELM","2184","1997","10",NA,"Brasil","Minas Gerais","Rio Doce","Mata de encosta de morro junto ao Rio Doce, na margem oposta a São Sebastião do Soberbo","-42.8958015441895","-20.2446994781494",NA,NA,NA,NA,NA,NA,NA,NA,"2008","10","14517","auto","12",NA,NA,NA,NA
"183","2019-11-21 10:19:20-03","IBt","SP","318941","S","Plantae",NA,NA,"Siparunaceae","Siparuna","guianensis",NA,"Siparuna guianensis","Aubl.","Cordeiro, I","Catharino, ELM","2183","1997","10",NA,"Brasil","Minas Gerais","Rio Doce","Mata de encosta de morro junto ao Rio Doce, Próximo a Ilha do Marimbondo.","-42.8958015441895","-20.2446994781494",NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","14517","auto",NA,NA,NA,NA,NA
"184","2019-11-21 10:09:58-03","IBt","SP","318964","S","Plantae",NA,NA,"Melastomataceae","Miconia","albicans",NA,"Miconia albicans","(Sw.) Triana","Chiea, SAC","Catharino, ELM","2174","1997","10",NA,"Brasil","Minas Gerais","Rio Doce","Mata de encosta de morro junto ao rio Doce, próximo da Ilha do Marimbondo","-42.8958015441895","-20.2446994781494",NA,NA,NA,NA,NA,NA,NA,NA,NA,"08","14517","auto",NA,NA,NA,NA,NA
"185","2019-11-21 10:03:49-03","IBt","SP","318919","S","Plantae",NA,NA,"Euphorbiaceae","Actinostemon","klotzschii",NA,"Actinostemon klotzschii","(Didr.) Pax","Cordeiro, I","Cordeiro, I","1692","1997","10",NA,"Brasil","Minas Gerais","Rio Doce","Mata mesófila semi-decídua, Fazenda Paraíso. Interior da mata.","-42.8958015441895","-20.2446994781494",NA,NA,NA,NA,NA,"Arbusto, ca. 1,5m de altura, flores esverdeadas.",NA,NA,NA,"09","14517","auto",NA,NA,NA,NA,NA
"186","2019-11-21 10:11:27-03","IBt","SP","318965","S","Plantae",NA,NA,"Myrtaceae","Eugenia","florida",NA,"Eugenia florida","DC.","Kawasaki, ML","Cordeiro, I","1681","1997","10",NA,"Brasil","Minas Gerais","Rio Doce","Mata sobre aluvião na margem esquerda do rio Doce. Próximo a Ilha do Marimbondo.","-42.8958015441895","-20.2446994781494",NA,NA,NA,NA,NA,"Arvoreta ca. 8m alt., frutos imaturos verdes.","SP027000","SP027000","1998","14","14517","auto",NA,NA,NA,NA,NA
"187","2019-11-21 10:05:46-03","IBt","SP","318948","S","Plantae",NA,NA,"Fabaceae","Inga","affinis",NA,"Inga affinis","DC.","Mamede, MCH","Cordeiro, I","1679","1997","10",NA,"Brasil","Minas Gerais","Rio Doce","Mata sobre aluvião na margem esquerda do Rio Doce, próximo a ilha do Marimbondo","-42.8958015441895","-20.2446994781494",NA,NA,NA,NA,NA,NA,NA,NA,"2008","14","14517","auto","12",NA,NA,NA,NA
"188","2019-11-21 10:07:32-03","IBt","SP","318956","S","Plantae",NA,NA,"Lauraceae","Ocotea","odorifera",NA,"Ocotea odorifera","(Vell.) Rohwer","Cordeiro, I","Cordeiro, I","1680","1997","10",NA,"Brasil","Minas Gerais","Rio Doce","Mata sobre aluvião na margem esquerda do Rio Doce, próximo a Ilha do Marimbondo","-42.8958015441895","-20.2446994781494",NA,NA,NA,NA,NA,NA,"SP055311","SP055311",NA,"14","14517","auto",NA,NA,NA,NA,NA
"189","2019-11-21 10:04:48-03","IBt","SP","318915","S","Plantae",NA,NA,"Fabaceae","Anadenanthera","colubrina","cebil","Anadenanthera colubrina cebil","(Griseb.) Altschul","Mamede, MCH","Cordeiro, I","1682","1997","10",NA,"Brasil","Minas Gerais","Rio Doce","Mata sobre aluvião na margem esquerda do Rio Doce, próximo á Ilha do Marimbondo","-42.8958015441895","-20.2446994781494",NA,NA,NA,NA,NA,NA,NA,NA,"2008","14","14517","auto","12",NA,NA,NA,NA
"190","2019-11-21 10:08:42-03","IBt","SP","318939","S","Plantae",NA,NA,"Malpighiaceae","Diplopterys","pubipetala",NA,"Diplopterys pubipetala","(A.Juss.) W.R.Anderson & C.C.Davis",NA,"Cordeiro, I","1673","1997","10",NA,"Brasil","Minas Gerais","Rio Doce","Mata sobre aluvião na margem esquerda do rio Doce, próximo à ilha do Marimbondo","-42.8958015441895","-20.2446994781494",NA,NA,NA,NA,NA,NA,"SP017527",NA,NA,"14","14517","auto",NA,NA,NA,NA,NA
"191","2019-11-21 10:08:43-03","IBt","SP","318939a","S","Plantae",NA,NA,"Malpighiaceae","Diplopterys","pubipetala",NA,"Diplopterys pubipetala","(A.Juss.) W.R.Anderson & C.C.Davis",NA,"Cordeiro, I","1673","1997","10",NA,"Brasil","Minas Gerais","Rio Doce","Mata sobre aluvião na margem esquerda do rio Doce, próximo à ilha do Marimbondo","-42.8958015441895","-20.2446994781494",NA,NA,NA,NA,NA,NA,"SP017528",NA,NA,"14","14517","auto",NA,NA,NA,NA,NA
"192","2019-11-21 09:58:13-03","IBt","SP","318957","S","Plantae",NA,NA,"Anacardiaceae","Tapirira","guianensis",NA,"Tapirira guianensis","Aubl.",NA,"Cordeiro, I","1676","1997","10",NA,"Brasil","Minas Gerais","Rio Doce","Mata sobre aluvião na margem esquerda do Rio Doce, próximo à Ilha do Marimbondo","-42.8958015441895","-20.2446994781494",NA,NA,NA,NA,NA,NA,NA,NA,NA,"14","14517","auto",NA,NA,NA,NA,NA
"193","2019-11-21 10:05:47-03","IBt","SP","170012","S","Plantae",NA,NA,"Fabaceae","Inga","capitata",NA,"Inga capitata","Desv.","Poncy, O","Sucre, D; et al.","10194","1973","09",NA,"Brasil","Minas Gerais","Rio Doce","Parque Florestal Rio Doce, Revez do Belém, a mais ou menos 140m.s.m","-42.8958015441895","-20.2446994781494",NA,NA,NA,NA,NA,NA,NA,NA,"2006","01","14517","auto",NA,NA,NA,NA,NA
"194","2019-11-21 09:58:13-03","IBt","SP","318952","S","Plantae",NA,NA,"Anacardiaceae","Tapirira","guianensis",NA,"Tapirira guianensis","Aubl.",NA,"Catharino, ELM","2175","1997","10",NA,"Brasil","Minas Gerais","Rio Doce","Próximo da Ilha do Marimbondo","-42.8958015441895","-20.2446994781494",NA,NA,NA,NA,NA,NA,NA,NA,NA,"08","14517","auto",NA,NA,NA,NA,NA
"195","2019-11-21 10:05:47-03","IBt","SP","169962","S","Plantae",NA,NA,"Fabaceae","Inga","capitata",NA,"Inga capitata","Desv.",NA,"Sucre, D; et al.","10123","1973","08",NA,"Brasil","Minas Gerais","Rio Doce","Reserva Florestal do Rio Doce, Mata da Lagoa do Anibal","-42.8958015441895","-20.2446994781494",NA,NA,"230","250",NA,NA,NA,NA,NA,"29","14517","auto",NA,NA,NA,NA,NA
"196","2019-11-21 10:09:18-03","IBt","SP","151742","S","Plantae",NA,NA,"Malpighiaceae","Tetrapterys","mucronata",NA,"Tetrapterys mucronata","Cav.","Mamede, MCH","Sucre, D; Martinelli, G; Silva, JF","10115","1973","08",NA,"Brasil","Minas Gerais","Rio Doce","Reserva Florestal do Rio Doce, Mata da Lagoa do Anibal","-42.8958015441895","-20.2446994781494",NA,NA,"230","250",NA,NA,"SP021876",NA,"2003","29","14517","auto","10","17",NA,NA,NA
"197","2019-11-21 10:04:20-03","IBt","SP","447618","S","Plantae",NA,NA,"Euphorbiaceae","Mabea","fistulifera",NA,"Mabea fistulifera","Mart.","Cordeiro, I","Martinelli, G; Sucre, D; Silva, TF","19","1973","08",NA,"Brasil","Minas Gerais","Rio Doce","Reserva Natural Vale do Rio Doce (Particular). Reserva Florestal do Rio Doce, Matas em frente ao hotel Pousada.","-42.8958015441895","-20.2446994781494",NA,NA,"250","250",NA,NA,NA,NA,"2013","29","14517","auto","08",NA,NA,NA,NA
"198","2019-11-21 09:58:13-03","IBt","SP","318909","S","Plantae",NA,NA,"Anacardiaceae","Tapirira","guianensis",NA,"Tapirira guianensis","Aubl.","Cordeiro, I","Cordeiro, I","1668","1997","10",NA,"Brasil","Minas Gerais","Rio Doce","Rio Doce, Ilha do Marimbondo","-42.8958015441895","-20.2446994781494",NA,NA,NA,NA,NA,NA,NA,NA,NA,"15","14517","auto",NA,NA,NA,NA,NA
"199","2019-11-21 10:02:58-03","IBt","SP","318949","S","Plantae",NA,NA,"Burseraceae","Protium","heptaphyllum",NA,"Protium heptaphyllum","(Aubl.) Marchand","Cordeiro, I","Cordeiro, I","1677","1997","10",NA,"Brasil","Minas Gerais","Rio Doce","Sobre aluvião na margem esquerda do Rio Doce, próximo à ilha do Marimbondo,","-42.8958015441895","-20.2446994781494",NA,NA,NA,NA,NA,NA,NA,NA,NA,"14","14517","auto",NA,NA,NA,NA,NA
