"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","specificEpithet","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","typeStatus","dayIdentified","previousCatalogNumber","individualCount","class","infraspecificEpithet","relatedCatalogItem"
"1309","2018-01-30 15:46:16-02","MBML","MBML-HERBARIO","22662",NA,"Plantae",NA,NA,"Euphorbiaceae","Pogonophora","Pogonophora schomburgkiana","A. P. Fontana; et al","669","2003","12","24",NA,"Brasil","Espírito Santo","São Roque do Canaã","Misterioso","-40.739444","-19.760833","40W44'22","19S45'39",NA,NA,NA,"Árvore 10m, calíce verde, corola branca.","MBML022662","MBML022662","schomburgkiana",NA,"M. Sobral/2004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1310","2018-03-14 14:29:45-03","MBML","MBML-HERBARIO","23876",NA,"Plantae",NA,NA,"Euphorbiaceae","Pogonophora","Pogonophora schomburgkiana","L. Kollmann; et al","7112","2004","10","24",NA,"Brasil","Espírito Santo","São Roque do Canaã","Misterioso, Pedra dos Três Carneiros","-40.739444","-19.760833","40W44'22","19S45'39",NA,NA,NA,"Árvore 6m. Flores amareladas.","MBML023876","MBML023876","schomburgkiana",NA,"M. Sobral/Março-2007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1311","2017-09-14 11:49:58-03","MBML","MBML-HERBARIO","165",NA,"Plantae",NA,NA,"Palmae","Polyandrococos","Polyandrococos caudescens","H. Q. Boudet Fernandes; W. Boone","1971","1986","05","14",NA,"Brasil","Espírito Santo","São Roque do Canaã","(Santa Teresa) Barra de Santa Júlia","-40.665833","-19.658889","40W39'57","19S39'32",NA,NA,NA,"Arbusto jovem esteril, 82 pares dos folíolos, brancacentos inferiormente, inseridos em um só plano, folha 2m, pecíolo 60cm, local descampado em cafezal, encosta (próxima de exemplares adultos, na capoeira, de espécie.","MBML000165",NA,"caudescens",NA,"H. Q. B. Fernandes/Maio.1986",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1312","2018-03-14 14:30:33-03","MBML","MBML-HERBARIO","166",NA,"Plantae",NA,NA,"Palmae","Polyandrococos","Polyandrococos caudescens","H. Q. Boudet Fernandes; W. Boone","1978","1986","05","14",NA,"Brasil","Espírito Santo","São Roque do Canaã","(Santa Teresa) Barra de Santa Júlia","-40.665833","-19.658889","40W39'57","19S39'32",NA,NA,NA,"Palha branca, arvoreta 4m, estipe encoberto por bainhas, folhas brancacentas 3,6m, pcíolo 80cm, 98 pares de folíolos, espata bruno rosada externamente, e verde clara a castanha internamente, flores masculinas com perianto amarelo, ante","MBML000166",NA,"caudescens",NA,"H. Q. B. Fernandes/16-04-1990",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1313","2018-06-19 15:24:55-03","MBML","MBML-HERBARIO","53042",NA,"Plantae",NA,NA,"Polygalaceae",NA,NA,"A. P. Fontana; L. Kollmann & K. A. Brahim","3340","2007","05","17",NA,"Brasil","Espírito Santo","São Roque do Canaã","Misterioso, Pedra dos Três Carneiros, afloramento rochoso.","-40.754833","-19.7675","40W45'17,4","19S46'3","803","803",NA,"Herbácea, ca. 30cm. Flores brancas.","MBML053042",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"1314","2019-07-30 16:22:58-03","MBML","MBML-HERBARIO","24050",NA,"Plantae",NA,NA,"Polygalaceae","Polygala","Polygala paniculata","A. P. Fontana; et al","1053","2004","11","14",NA,"Brasil","Espírito Santo","São Roque do Canaã","Alto Misterioso","-40.775278","-19.796944","40W46'31","19S47'49",NA,NA,NA,"Herbácea, 30cm, flores lilás.","MBML024050",NA,"paniculata",NA,"J.F.B. Pastore/Set.2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1315","2019-08-20 17:54:56-03","MBML","MBML-HERBARIO","34146",NA,"Plantae",NA,NA,"Polygalaceae","Polygala","Polygala paniculata","C. Esgario; et al","139","2007","03","20",NA,"Brasil","Espírito Santo","São Roque do Canaã","Alto Misterioso","-40.775278","-19.796944","40W46'31","19S47'49",NA,NA,NA,"Herbácea, heliófila, flores lilás.","MBML034146",NA,"paniculata",NA,"C. Esgario/Jan.2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1316","2019-08-20 17:54:56-03","MBML","MBML-HERBARIO","34147",NA,"Plantae",NA,NA,"Polygalaceae","Polygala","Polygala paniculata","C. Esgario; et al","75","2006","08","26",NA,"Brasil","Espírito Santo","São Roque do Canaã","Alto Misterioso","-40.775278","-19.796944","40W46'31","19S47'49",NA,NA,NA,"Herbácea 10cm, rupestre, heliófila, flores lilás.","MBML034147",NA,"paniculata",NA,"C. Esgario/Jan.2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1317","2017-09-14 11:50:29-03","MBML","MBML-HERBARIO","30684",NA,"Plantae",NA,NA,"Polypodiaceae","Polypodium","Polypodium","L. Kollmann; A. P. Fontana & Kaio A. Brahim","9834","2007","05","17",NA,"Brasil","Espírito Santo","São Roque do Canaã","Pedra dos Três Carneiros","-40.739444","-19.760833","40W44'22","19S45'39",NA,NA,NA,"Erva, rupestre no sol.","MBML030684","MBML030684",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1318","2018-01-30 15:47:11-02","MBML","MBML-HERBARIO","21729",NA,"Plantae",NA,NA,"Orchidaceae","Polystachya","Polystachya concreta","R.R. Vervloet; et al","2588","2003","12","24",NA,"Brasil","Espírito Santo","São Roque do Canaã","Misterioso","-40.739444","-19.760833","40W44'22","19S45'39",NA,NA,NA,"Epífita, a 1m do solo, flores de cor amarela, topo de pedra, dossel 9m. Altitude 760m.","MBML021729",NA,"concreta",NA,"A. P. Fontana/16-05-2005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1319","2019-08-20 17:54:56-03","MBML","MBML-HERBARIO","45360",NA,"Plantae",NA,NA,"Orchidaceae","Polystachya","Polystachya concreta","A. P. Fontana; L. Kollmann & R.C. de Britto","1705","2005","09","16",NA,"Brasil","Espírito Santo","São Roque do Canaã","Alto Misterioso, trilha grutas, mata de fundo de vale.","-40.775278","-19.8025","40W46'31","19S48'9","1050","1050",NA,"Rupestre, umbrófila, frutos verdes","MBML045360",NA,"concreta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1320","2019-07-31 07:43:49-03","MBML","MBML-HERBARIO","25057",NA,"Plantae",NA,NA,"Bromeliaceae","Portea","Portea fosteriana","L. Kollmann; et al","8311","2005","09","16",NA,"Brasil","Espírito Santo","São Roque do Canaã","Alto Misterioso","-40.775278","-19.796944","40W46'31","19S47'49",NA,NA,NA,"Inflorescências secas, rupestre na sombra.","MBML025057","MBML025057_1 MBML025057_2","fosteriana",NA,"L. Kollmann/16-11-2005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1321","2019-08-20 17:54:56-03","MBML","MBML-HERBARIO","34149",NA,"Plantae",NA,NA,"Portulacaceae","Portulaca","Portulaca hirsutissima","C. Esgario; et al","57","2006","07","30",NA,"Brasil","Espírito Santo","São Roque do Canaã","Alto Misterioso","-40.775278","-19.796944","40W46'31","19S47'49",NA,NA,NA,"Herbácea rastejante, heliófila, rupestre, flores amarelas.","MBML034149",NA,"hirsutissima",NA,"C. Esgario/Fev.2007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1322","2019-08-20 17:54:56-03","MBML","MBML-HERBARIO","34150",NA,"Plantae",NA,NA,"Portulacaceae","Portulaca","Portulaca hirsutissima","C. Esgario; et al","39","2006","07","16",NA,"Brasil","Espírito Santo","São Roque do Canaã","Alto Misterioso","-40.775278","-19.796944","40W46'31","19S47'49",NA,NA,NA,"Herbácea rastejante, rupícola, heliófila, flores amarelas.","MBML034150",NA,"hirsutissima",NA,"C. Esgario/Fev.2007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1323","2018-03-14 14:30:43-03","MBML","MBML-HERBARIO","23398",NA,"Plantae",NA,NA,"Rubiaceae","Posoqueria","Posoqueria latifolia","L. Kollmann; et al","7103","2004","10","24",NA,"Brasil","Espírito Santo","São Roque do Canaã","Misterioso, Pedra dos Três Carneiros","-40.739444","-19.760833","40W44'22","19S45'39",NA,NA,NA,"Trepadeira na sombra. Flores brancas.","MBML023398",NA,"latifolia",NA,"Daniela Zappi/Set.-2009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1324","2018-03-14 14:30:43-03","MBML","MBML-HERBARIO","24337",NA,"Plantae",NA,NA,"Rubiaceae","Posoqueria","Posoqueria latifolia","A. P. Fontana; et al","1215","2005","03","23",NA,"Brasil","Espírito Santo","São Roque do Canaã","Misterioso, Pedra dos 3 Carneiros","-40.739444","-19.760833","40W44'22","19S45'39",NA,NA,NA,"Arbusto 2m, umbrófilo, frutos verdes.","MBML024337",NA,"latifolia",NA,"Daniela Zappi/Set.-2009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1325","2017-09-14 11:51:38-03","MBML","MBML-HERBARIO","32662",NA,"Plantae",NA,NA,"Sapotaceae","Pradosia","Pradosia lactescens","L. Kollmann; A. P. Fontana & Kaio A. Brahim","10141","2007","11","07",NA,"Brasil","Espírito Santo","São Roque do Canaã","Alto Misterioso","-40.775","-19.797222","40W46'30","19S47'50",NA,NA,NA,"Arvoreto 6m no sol. Frutos verdes.","MBML032662",NA,"lactescens",NA,"M.H. Terra Araujo/13-VII-2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1326","2019-07-31 07:43:49-03","MBML","MBML-HERBARIO","25450",NA,"Plantae",NA,NA,"Orchidaceae","Prescottia","Prescottia montana","A. P. Fontana; et al","1579","2005","07","17",NA,"Brasil","Espírito Santo","São Roque do Canaã","Alto Misterioso","-40.775278","-19.796944","40W46'31","19S47'49",NA,NA,NA,"Áfila, terrestre, heliófila, terrestre, flores verdes.","MBML025450",NA,"montana",NA,"C. Azevedo/Agosto-2006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1327","2019-07-31 07:43:49-03","MBML","MBML-HERBARIO","25201",NA,"Plantae",NA,NA,"Orchidaceae","Prescottia","Prescottia plantaginifolia","A. P. Fontana; et al","1562","2005","07","16",NA,"Brasil","Espírito Santo","São Roque do Canaã","Alto Misterioso","-40.775278","-19.796944","40W46'31","19S47'49",NA,NA,NA,"Rupestre, heliófila, flores verdes.","MBML025201",NA,"plantaginifolia",NA,"C. Azevedo/Jan.2009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1328","2020-02-12 12:10:23-03","MBML","MBML-HERBARIO","24044",NA,"Plantae",NA,NA,"Orchidaceae","Prosthechea","Prosthechea allemanii","A. P. Fontana; et al","1060","2004","11","14",NA,"Brasil","Espírito Santo","São Roque do Canaã","Alto Misterioso","-40.775278","-19.796944","40W46'31","19S47'49",NA,NA,NA,"Rupestre, heliófila, flores com pétalas e sépalas com ventre lilás e dorso branco, labelo branco com centro lilás.","MBML024044",NA,"allemanii",NA,"G.B. Bortolan/Jan.-2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1329","2020-02-12 12:10:23-03","MBML","MBML-HERBARIO","24045",NA,"Plantae",NA,NA,"Orchidaceae","Prosthechea","Prosthechea allemanii","A. P. Fontana; et al","1059","2004","11","14",NA,"Brasil","Espírito Santo","São Roque do Canaã","Alto Misterioso","-40.775278","-19.796944","40W46'31","19S47'49",NA,NA,NA,"Rupestre, heliófila, flores brancas.","MBML024045",NA,"allemanii",NA,"G.B. Bortolan/Jan.-2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1330","2020-02-12 12:10:23-03","MBML","MBML-HERBARIO","34212",NA,"Plantae",NA,NA,"Orchidaceae","Prosthechea","Prosthechea allemanii","C. Esgario; et al","98","2006","10","11",NA,"Brasil","Espírito Santo","São Roque do Canaã","Alto Misterioso","-40.775278","-19.796944","40W46'31","19S47'49",NA,NA,NA,NA,"MBML034212",NA,"allemanii",NA,"G.B. Bortolan/Jan.-2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1331","2019-08-20 17:54:56-03","MBML","MBML-HERBARIO","34219",NA,"Plantae",NA,NA,"Orchidaceae","Prosthechea","Prosthechea allemanii","C. Esgario; et al","125","2007","01","30",NA,"Brasil","Espírito Santo","São Roque do Canaã","Alto Misterioso","-40.775278","-19.796944","40W46'31","19S47'49",NA,NA,NA,NA,"MBML034219",NA,"allemanii",NA,"A.P. Fontana/2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1332","2019-08-12 16:59:19-03","MBML","MBML-HERBARIO","32637",NA,"Plantae",NA,NA,"Orchidaceae","Prosthechea","Prosthechea allemanoides","L. Kollmann; A. P. Fontana","10113","2007","11","05",NA,"Brasil","Espírito Santo","São Roque do Canaã","Alto Misterioso","-40.775278","-19.796944","40W46'31","19S47'49","950","950",NA,"Rupestre no sol. Sépalas e pétalas rosadas, labelo rosado com listras mais escuro, coluna rosado com listras vináceas.","MBML032637",NA,"allemanoides",NA,"L. Kollmann/05-11-2007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1333","2020-02-19 16:32:34-03","MBML","MBML-HERBARIO","45414",NA,"Plantae",NA,NA,"Orchidaceae","Prosthechea","Prosthechea cf. allemanii","A. P. Fontana; R.P.Fontana, C. Esgario & D. Pereira","1757","2005","10","02",NA,"Brasil","Espírito Santo","São Roque do Canaã","Alto Misterioso, pedra 5a","-40.770472","-19.803278","40W46'13,7","19S48'11,8","1050","1050",NA,"Rupestre. Floresceu em cultivo dia 17/10/2005. Flores rosadas com antera amarela","MBML045414",NA,"cf. allemanii",NA,"G.B. Bortolan/Jan.-2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1334","2019-07-30 16:22:58-03","MBML","MBML-HERBARIO","23679",NA,"Plantae",NA,NA,"Orchidaceae","Prosthechea","Prosthechea vespa","A. P. Fontana; et al","900","2004","08","01",NA,"Brasil","Espírito Santo","São Roque do Canaã","Alto Misterioso","-40.775278","-19.796944","40W46'31","19S47'49",NA,NA,NA,"Epífita a 50cm do solo; flores com pétalas e sépalas verdes com pintas (no ventre) vináceo, coluna com base verde ápice amarelo, labelo amarelo com três linhas lilás.","MBML023679",NA,"vespa",NA,"A. P. Fontana/01-08-2004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1335","2019-07-31 07:43:49-03","MBML","MBML-HERBARIO","25453",NA,"Plantae",NA,NA,"Orchidaceae","Prosthechea","Prosthechea vespa","A. P. Fontana; et al","1567","2005","07","16",NA,"Brasil","Espírito Santo","São Roque do Canaã","Alto Misterioso","-40.775278","-19.796944","40W46'31","19S47'49",NA,NA,NA,"Terrestre/rupestre, umbrófila, flores com sépalas e pétalas discolor com dorso verde e ventre marrom, labelo verde claro com listras vináceas.","MBML025453",NA,"vespa",NA,"A. P. Fontana/16-07-2005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1336","2018-03-14 14:30:43-03","MBML","MBML-HERBARIO","24777",NA,"Plantae",NA,NA,"Rosaceae","Prunus","Prunus","L. Kollmann; et al","8142","2005","07","19",NA,"Brasil","Espírito Santo","São Roque do Canaã","Alto Misterioso","-40.775","-19.797222","40W46'30","19S47'50",NA,NA,NA,"Arbusto 2m, na sombra. Flores amarelas.","MBML024777",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1337","2017-09-14 11:50:40-03","MBML","MBML-HERBARIO","33417",NA,"Plantae",NA,NA,"Rosaceae","Prunus","Prunus","P. Labiak; et al","4130","2007","07","13",NA,"Brasil","Espírito Santo","São Roque do Canaã","Alto Misterioso","-40.775","-19.797222","40W46'30","19S47'50",NA,NA,NA,"Árvore de 5m de altura em borda de mata. Frutos vináceos com odor de cereja.","MBML033417",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1338","2019-08-28 15:48:11-03","MBML","MBML-HERBARIO","54134",NA,"Plantae",NA,NA,"Rosaceae","Prunus","Prunus","A. P. Fontana; C. Esgario,P. Labiak, M. Kaehler & F.Matos","3628","2007","07","14",NA,"Brasil","Espírito Santo","São Roque do Canaã","Alto Misterioso. Mata de vale, entre a Pedra 3 e 4, próximo da nascente","-40.773056","-19.800278","40W46'23","19S48'1","1143","1143",NA,"Árvore, ca. 5m. Frutos imaturos veredes, quando maduros vináceos","MBML054134","MBML054134",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1339","2019-08-08 16:44:28-03","MBML","MBML-HERBARIO","28175",NA,"Plantae",NA,NA,"Rosaceae","Prunus","Prunus brasiliensis","R. C. Britto","110","2006","08","26",NA,"Brasil","Espírito Santo","São Roque do Canaã","Alto Misterioso","-40.775278","-19.796944","40W46'31","19S47'49",NA,NA,NA,"Arvore 10m, fundo de vale, margem do curso d'água ao lado da nascente, frutos verdes.","MBML028175",NA,"brasiliensis",NA,"V. Demuner/17-XI-2006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1340","2018-03-14 14:29:27-03","MBML","MBML-HERBARIO","23846",NA,"Plantae",NA,NA,"Bromeliaceae","Pseudananas","Pseudananas sagenarius","A. P. Fontana; et al","934","2004","10","16",NA,"Brasil","Espírito Santo","São Roque do Canaã","Distrito São Jacinto, Militon","-40.608333","-19.725","40W36'30","19S43'30",NA,NA,NA,"Dendrícola, brácteas das flores rosas, flores brancas rosadas, folhas verdes com margens amareladas.","MBML023846","MBML023846_1 MBML023846_2","sagenarius",NA,"T.S. Coser & T. Wendt/30-08-2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1341","2018-03-14 14:29:25-03","MBML","MBML-HERBARIO","23542",NA,"Plantae",NA,NA,"Bombacaceae","Pseudobombax","Pseudobombax","A. P. Fontana; et al","690","2003","12","24",NA,"Brasil","Espírito Santo","São Roque do Canaã","Misterioso, Pedra dos Três Carneiros","-40.739444","-19.760833","40W44'22","19S45'39",NA,NA,NA,"Arbusto, flores com estames brancos, gineceu vermelho, cálice verde avermelhado, corola c/ ventre branco e dorso (lixa) ócre.","MBML023542","MBML023542",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1342","2020-02-19 14:10:20-03","MBML","MBML-HERBARIO","22394",NA,"Plantae",NA,NA,"Orchidaceae","Pseudolaelia","Pseudolaelia canaanensis","C. N. de Fraga; et al","1155","2004","03","19",NA,"Brasil","Espírito Santo","São Roque do Canaã","Alto Misterioso","-40.775278","-19.796944","40W46'31","19S47'49",NA,NA,NA,"Inselberg da Floresta Atlântica de Encosta. Rupícola heliófila. Herbácea com ca. 50cm. Flores com cálice e corola amarelado, labelo com calo amarelo escuro.","MBML022394",NA,"canaanensis",NA,"C. N. Fraga/19-03-2004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1343","2020-02-19 14:10:20-03","MBML","MBML-HERBARIO","25620",NA,"Plantae",NA,NA,"Orchidaceae","Pseudolaelia","Pseudolaelia canaanensis","L. Kollmann; et al","8707","2006","03","04",NA,"Brasil","Espírito Santo","São Roque do Canaã","Alto Misterioso","-40.775278","-19.796944","40W46'31","19S47'49",NA,NA,NA,"Rupestre no sol, flores amarelas.","MBML025620",NA,"canaanensis",NA,"L. Kollmann/04-03-2006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1344","2020-02-19 14:10:20-03","MBML","MBML-HERBARIO","34194",NA,"Plantae",NA,NA,"Orchidaceae","Pseudolaelia","Pseudolaelia canaanensis","C. Esgario; et al","55","2006","07","30",NA,"Brasil","Espírito Santo","São Roque do Canaã","Alto Misterioso","-40.775278","-19.796944","40W46'31","19S47'49",NA,NA,NA,NA,"MBML034194",NA,"canaanensis",NA,"A.P. Fontana/30-07-2006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1345","2020-02-19 14:10:20-03","MBML","MBML-HERBARIO","34208",NA,"Plantae",NA,NA,"Orchidaceae","Pseudolaelia","Pseudolaelia canaanensis","C. Esgario; et al","111","2007","01","30",NA,"Brasil","Espírito Santo","São Roque do Canaã","Alto Misterioso","-40.775278","-19.796944","40W46'31","19S47'49",NA,NA,NA,NA,"MBML034208",NA,"canaanensis",NA,"A.P. Fontana/30-07-2007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1346","2020-02-19 14:10:20-03","MBML","MBML-HERBARIO","34216",NA,"Plantae",NA,NA,"Orchidaceae","Pseudolaelia","Pseudolaelia canaanensis","C. Esgario; et al","20","2006","07","16",NA,"Brasil","Espírito Santo","São Roque do Canaã","Alto Misterioso","-40.775278","-19.796944","40W46'31","19S47'49",NA,NA,NA,NA,"MBML034216",NA,"canaanensis",NA,"A.P. Fontana/17-07-2006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1347","2020-02-19 14:10:20-03","MBML","MBML-HERBARIO","41195",NA,"Plantae",NA,NA,"Orchidaceae","Pseudolaelia","Pseudolaelia canaanensis","L. Kollmann; R. Goldenberg, M.K.Caddah, M.Reginato & F. Michelangeli","12162","2011","02","06",NA,"Brasil","Espírito Santo","São Roque do Canaã","Alto Misterioso","-40.775278","-19.803056","40W46'31","19S48'11","1000","1000",NA,"Rupicola ao sol, flores amarelas;","MBML041195",NA,"canaanensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1348","2020-02-19 14:10:20-03","MBML","MBML-HERBARIO","51244",NA,"Plantae",NA,NA,"Orchidaceae","Pseudolaelia","Pseudolaelia canaanensis","A. P. Fontana; C.P. Esgario, L. Kollmann & R.L. Kollmann","1992","2006","03","04",NA,"Brasil","Espírito Santo","São Roque do Canaã","Alto Misterioso,Pedra 6","-40.775278","-19.803333","40W46'31","19S48'12","1029","1029",NA,"Herbácea, rupícola heliófila. Flores amarelas.","MBML051244",NA,"canaanensis",NA,"A.P. Fontana/04-03-2006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1349","2020-02-19 14:10:20-03","MBML","MBML-HERBARIO","25454",NA,"Plantae",NA,NA,"Orchidaceae","Pseudolaelia","Pseudolaelia citrina","A. P. Fontana; et al","1557","2005","07","16",NA,"Brasil","Espírito Santo","São Roque do Canaã","Alto Misterioso","-40.775278","-19.796944","40W46'31","19S47'49",NA,NA,NA,"Herbácea, heliófila, rupestre, flores amarelas esverdeadas com dorso avermelhado.","MBML025454",NA,"citrina",NA,"L. Menini Neto/10-VIII-2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1350","2020-02-19 14:10:20-03","MBML","MBML-HERBARIO","33191",NA,"Plantae",NA,NA,"Orchidaceae","Pseudolaelia","Pseudolaelia citrina","A. P. Fontana; et al","1543","2005","07","09",NA,"Brasil","Espírito Santo","São Roque do Canaã","Misterioso, Pedra dos Três Carneiros","-40.739444","-19.760833","40W44'22","19S45'39",NA,NA,NA,"Rupestre, heliófila, flores com sépalas e pétalas verde-amareladas com dorso com listras marrons, labelo amarelo esverdeado, coluna verde.","MBML033191",NA,"citrina",NA,"L.Menini Neto/10-08-2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1351","2020-02-19 14:10:20-03","MBML","MBML-HERBARIO","34215",NA,"Plantae",NA,NA,"Orchidaceae","Pseudolaelia","Pseudolaelia citrina","C. Esgario; et al","65","2006","07","30",NA,"Brasil","Espírito Santo","São Roque do Canaã","Alto Misterioso","-40.775278","-19.796944","40W46'31","19S47'49",NA,NA,NA,NA,"MBML034215",NA,"citrina",NA,"L.Menini Neto/10-08-2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1352","2020-02-19 14:10:20-03","MBML","MBML-HERBARIO","23167",NA,"Plantae",NA,NA,"Orchidaceae","Pseudolaelia","Pseudolaelia dutrae","A. P. Fontana; et al","681","2003","12","24",NA,"Brasil","Espírito Santo","São Roque do Canaã","Misterioso, Pedra dos Três Carneiros","-40.739444","-19.760833","40W44'22","19S45'39",NA,NA,NA,"Epífita sobre velloziaceae e rupestre. Frutos secos.","MBML023167",NA,"dutrae",NA,"A. P. Fontana/24-12-2004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1353","2020-02-19 14:10:20-03","MBML","MBML-HERBARIO","25391",NA,"Plantae",NA,NA,"Orchidaceae","Pseudolaelia","Pseudolaelia dutrae","A. P. Fontana; et al","1541","2005","07","09",NA,"Brasil","Espírito Santo","São Roque do Canaã","Misterioso","-40.739444","-19.760833","40W44'22","19S45'39",NA,NA,NA,"Rupestre e epífita sobre Velloziaceae, heliófila, flores com sépalas e pétalas lilás com labelo com o centro até a base branca com apíce e margens estriadas de lilás.","MBML025391",NA,"dutrae",NA,"A. P. Fontana/09-07-2005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1354","2020-02-19 14:10:20-03","MBML","MBML-HERBARIO","25392",NA,"Plantae",NA,NA,"Orchidaceae","Pseudolaelia","Pseudolaelia dutrae","A. P. Fontana; et al","1542","2005","07","09",NA,"Brasil","Espírito Santo","São Roque do Canaã","Misterioso","-40.739444","-19.760833","40W44'22","19S45'39",NA,NA,NA,"Rupestre, heliófila, flores com sépalas e pétalas brancas com ápice amarelado, labelo com o centro amarelado com ápice esbranquiçado e com estrias vermelhas. Coluna verde.","MBML025392",NA,"dutrae",NA,"A. P. Fontana/09-07-2005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1355","2020-02-19 14:10:20-03","MBML","MBML-HERBARIO","30825",NA,"Plantae",NA,NA,"Orchidaceae","Pseudolaelia","Pseudolaelia dutrae","L. Kollmann; A.P. Fontana, W. Saslawski & A Saslawski","9844","2007","07","05",NA,"Brasil","Espírito Santo","São Roque do Canaã","Pedra dos Três Carneiros","-40.739444","-19.760833","40W44'22","19S45'39","600","600",NA,"Rupícola no sol. Flores brancas.","MBML030825",NA,"dutrae",NA,"L. Kollmann/05-07-2007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1356","2020-02-19 14:10:20-03","MBML","MBML-HERBARIO","30832",NA,"Plantae",NA,NA,"Orchidaceae","Pseudolaelia","Pseudolaelia dutrae","L. Kollmann; A.P. Fontana, W. Saslawski & A Saslawski","9842","2007","07","05",NA,"Brasil","Espírito Santo","São Roque do Canaã","Pedra dos Três Carneiros","-40.739444","-19.760833","40W44'22","19S45'39","600","600",NA,"Rupícola no sol.","MBML030832",NA,"dutrae",NA,"L. Kollmann/05-07-2007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1357","2019-05-09 14:20:13-03","MBML","MBML-HERBARIO","23885",NA,"Plantae",NA,NA,"Leguminosae Mimosoideae","Pseudopiptadenia","Pseudopiptadenia contorta","L. Kollmann; et al","7106","2004","10","24",NA,"Brasil","Espírito Santo","São Roque do Canaã","Misterioso, Pedra dos Três Carneiros","-40.739444","-19.760833","40W44'22","19S45'39",NA,NA,NA,"Árvore 4m. Flores amarelas.","MBML023885","MBML023885","contorta",NA,"M. P. Morim/Junho-2007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
