"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","infraspecificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","recordedBy","recordNumber","country","stateProvince","county","individualCount","occurrenceRemarks","year","month","locality","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","day","continentOcean","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","barcode","imagecode","dayIdentified","class","typeStatus","relatedCatalogItem","sex"
"247","2018-04-02 10:39:51-03","MBML","MBML-HERBARIO","52544",NA,"Plantae",NA,NA,"Bromeliaceae","Orthophytum","boudetianum",NA,"Orthophytum boudetianum",NA,"A.P. Fontana-18/05/2007",NA,NA,"A. P. Fontana; K.A. Brahim, L.N. Lima & W. Pertel","3379","Brasil","Espírito Santo","Afonso Cláudio",NA,"Rupícola, meia sombra. Folhas na parte adaxial verdes arroxeadas e abaxial com listras longitudinais brancas. Escapo verde com tricomas brancos. Brácteas florais vermelhas. Flores verdes. Projeto CORES-JBRJ.","2007","05","Serra Pelada. Pedra dos Três Pontões. Inselbergue.","-41.037111","-20.076167",NA,NA,"18",NA,"41W2'13,6","20S4'34,2","1078","1078",NA,"MBML052544","MBML052544",NA,NA,NA,NA,NA
"248","2017-09-14 11:43:31-03","MBML","MBML-HERBARIO","6040",NA,"Plantae",NA,NA,"Bromeliaceae","Orthophytum","boudetianum",NA,"Orthophytum boudetianum",NA,"Elton M.C. Leme & L. Kollmann/VII-2007",NA,NA,"H. Q. Boudet Fernandes; et al","3002","Brasil","Espírito Santo","Afonso Cláudio","4","Erva, caule até ca 20m, folha vinosa dorsalmente com indumento branco. Flor com sépala e pétala verde clara, campo mudas para cultivo no jardim rupestre.","1990","08","Alto Três Pontões","-41.046389","-20.076667",NA,NA,"16",NA,"41W2'47","20S4'36",NA,NA,NA,"MBML006040","MBML006040",NA,NA,NA,NA,NA
"249","2017-09-14 11:42:20-03","MBML","MBML-HERBARIO","30549",NA,"Plantae",NA,NA,"Asclepiadaceae","Orthosia","scoparia",NA,"Orthosia scoparia",NA,"A. Rapini/10-06-2010",NA,NA,"L. Kollmann; A. P. Fontana & Kaio A. Brahim","9811","Brasil","Espírito Santo","Afonso Cláudio",NA,"Liana no sol, pétalas vináceas.","2007","05","Estrada Garrafão, 3 Pontões, Serra Pelada, Mata Fria.","-41.123889","-20.074444",NA,NA,"23",NA,"41W7'26","20S4'28",NA,NA,NA,"MBML030549","MBML030549",NA,NA,NA,NA,NA
"250","2017-09-14 11:49:50-03","MBML","MBML-HERBARIO","37329",NA,"Plantae",NA,NA,"Oxalidaceae","Oxalis","blackii",NA,"Oxalis blackii",NA,"P. Fiaschi/jan.2011",NA,NA,"L. Kollmann; & A.P.Fontana","11493","Brasil","Espírito Santo","Afonso Claudio",NA,"Erva 1 m no sol, flores amarelas.","2009","01","Estrada Garrafão-Vila Pontões","-41.123889","-20.074444",NA,NA,"27",NA,"41W7'26","20S4'28",NA,NA,NA,"MBML037329",NA,NA,NA,NA,NA,NA
"251","2018-06-19 15:24:55-03","MBML","MBML-HERBARIO","53039",NA,"Plantae",NA,NA,"Passifloraceae","Passiflora",NA,NA,"Passiflora",NA,NA,NA,NA,"A. P. Fontana; L. Kollmann & K. A. Brahim","3245","Brasil","Espírito Santo","Afonso Cláudio","2","Trepadeira. Flores lilás.","2007","04","Estrada para Santa Maria de Jetibá, próximo a Rio da Penha.","-41.013861","-20.104278",NA,NA,"27",NA,"41W0'49,9","20S6'15,4","1087","1087",NA,"MBML053039",NA,NA,NA,NA,NA,NA
"252","2017-09-14 11:50:28-03","MBML","MBML-HERBARIO","35130",NA,"Plantae",NA,NA,"Polypodiaceae","Pecluma",NA,NA,"Pecluma",NA,NA,NA,NA,"C. Esgario; et al","7","Brasil","Espírito Santo","Afonso Cláudio",NA,NA,"2005","10","Três Pontões","-41.079722","-20.076667",NA,NA,"12",NA,"41W4'47","20S4'36",NA,NA,NA,"MBML035130","MBML035130",NA,NA,NA,NA,NA
"253","2017-09-14 11:50:28-03","MBML","MBML-HERBARIO","31373",NA,"Plantae",NA,NA,"Polypodiaceae","Pecluma","pectinatiformis",NA,"Pecluma pectinatiformis",NA,"F.B. Matos & P.Labiak/VII-2007",NA,NA,"P. Labiak; et al","4146","Brasil","Espírito Santo","Afonso Cláudio",NA,NA,"2007","07","Serra Pelada, Pedra dos Três Pontões.","-41.079722","-20.076667",NA,NA,"16",NA,"41W4'47","20S4'36",NA,NA,NA,"MBML031373","MBML031373",NA,NA,NA,NA,NA
"254","2017-09-14 11:50:05-03","MBML","MBML-HERBARIO","30531",NA,"Plantae",NA,NA,"Piperaceae","Peperomia","blanda",NA,"Peperomia blanda",NA,"D. Monteiro/Março-2008",NA,NA,"L. Kollmann; A. P. Fontana & Kaio A. Brahim","9822","Brasil","Espírito Santo","Afonso Cláudio",NA,"Epífita decumbente, caule vermelho. Folha e inflorescência amareladas.","2007","05","Estrada Garrafão, 3 Pontões, Serra Pelada, Mata Fria.","-41.123889","-20.074444",NA,NA,"23",NA,"41W7'26","20S4'28",NA,NA,NA,"MBML030531",NA,NA,NA,NA,NA,NA
"255","2017-09-14 11:50:08-03","MBML","MBML-HERBARIO","30530",NA,"Plantae",NA,NA,"Piperaceae","Peperomia","obtusifolia",NA,"Peperomia obtusifolia",NA,"D. Monteiro/Março-2008",NA,NA,"L. Kollmann; A. P. Fontana & Kaio A. Brahim","9823","Brasil","Espírito Santo","Afonso Cláudio",NA,"Saxícola na sombra, espiga vináceas, folhas verdes.","2007","05","Estrada Garrafão, 3 Pontões, Serra Pelada, Mata Fria.","-41.123889","-20.074444",NA,NA,"23",NA,"41W7'26","20S4'28",NA,NA,NA,"MBML030530",NA,NA,NA,NA,NA,NA
"256","2017-09-21 14:53:48-03","MBML","MBML-HERBARIO","14950",NA,"Plantae",NA,NA,"Piperaceae","Piper","caldense",NA,"Piper caldense",NA,"E. F. Guimarães/2003",NA,NA,"L. Kollmann","4319","Brasil","Espírito Santo","Afonso Cláudio",NA,"Arbusto 1m no sol. Espigas verdes.","2001","08","Lajinha","-41.123889","-20.074444",NA,NA,"05",NA,"41W7'26","20S4'28",NA,NA,NA,"MBML014950",NA,NA,NA,NA,NA,NA
"257","2017-09-14 11:50:15-03","MBML","MBML-HERBARIO","30559",NA,"Plantae",NA,NA,"Piperaceae","Piper","crassinervium",NA,"Piper crassinervium",NA,"E. F. Guimarães/Jan.2008",NA,NA,"L. Kollmann; A. P. Fontana & Kaio A. Brahim","9802","Brasil","Espírito Santo","Afonso Cláudio",NA,"Arbusto 2m no sol. Espigas verdes.","2007","05","Estrada Garrafão, 3 Pontões, Serra Pelada, Mata Fria.","-41.123889","-20.074444",NA,NA,"23",NA,"41W7'26","20S4'28",NA,NA,NA,"MBML030559",NA,NA,NA,NA,NA,NA
"258","2017-09-21 14:53:48-03","MBML","MBML-HERBARIO","14949",NA,"Plantae",NA,NA,"Piperaceae","Piper","hispidum",NA,"Piper hispidum",NA,"A.P.Fontana & L.Kollmann-2005",NA,NA,"L. Kollmann","4318","Brasil","Espírito Santo","Afonso Cláudio",NA,"Arbusto 2m no sol. Espigas verdes.","2001","08","Lajinha","-41.123889","-20.074444",NA,NA,"05",NA,"41W7'26","20S4'28",NA,NA,NA,"MBML014949",NA,NA,NA,NA,NA,NA
"259","2017-09-14 11:50:15-03","MBML","MBML-HERBARIO","14948",NA,"Plantae",NA,NA,"Piperaceae","Piper","lhotzkyanum",NA,"Piper lhotzkyanum",NA,"E. F. Guimarães/2008",NA,NA,"L. Kollmann","4317","Brasil","Espírito Santo","Afonso Cláudio",NA,"Arbusto 2m no sol. Espigas verdes.","2001","08","Lajinha","-41.123889","-20.074444",NA,NA,"05",NA,"41W7'26","20S4'28",NA,NA,NA,"MBML014948",NA,NA,NA,NA,NA,NA
"260","2017-09-14 11:50:15-03","MBML","MBML-HERBARIO","30554",NA,"Plantae",NA,NA,"Piperaceae","Piper","mollicomum",NA,"Piper mollicomum",NA,"E. F. Guimarães/Jan.2008",NA,NA,"L. Kollmann; A. P. Fontana & Kaio A. Brahim","9801","Brasil","Espírito Santo","Afonso Cláudio",NA,"Arbusto 2m no sol. Espiga branca.","2007","05","Estrada Garrafão, 3 Pontões, Serra Pelada, Mata Fria.","-41.123889","-20.074444",NA,NA,"23",NA,"41W7'26","20S4'28",NA,NA,NA,"MBML030554",NA,NA,NA,NA,NA,NA
"261","2017-09-14 11:43:31-03","MBML","MBML-HERBARIO","51251",NA,"Plantae",NA,NA,"Bromeliaceae","Pitcairnia",NA,NA,"Pitcairnia",NA,NA,NA,NA,"A. P. Fontana; L. Kolmann, E. Leme & C. Esgario","5918","Brasil","Espírito Santo","Afonso Cláudio",NA,"Erva rupícola no sol. Planta não ou pouco estolonífera com espinhos. Brácteas escapais e florais vermelhas escuras. Frutos imaturos verdes com cálice avermalhado.","2009","04","São João do Garrafão para Vila Pontões. Afloramento rochoso granítico.","-41.009167","-20.205833",NA,NA,"25",NA,"41W0'33","20S12'21","1099","1099",NA,"MBML051251","MBML051251",NA,NA,NA,NA,NA
"262","2017-09-14 11:43:32-03","MBML","MBML-HERBARIO","51249",NA,"Plantae",NA,NA,"Bromeliaceae","Pitcairnia","aff. decidua",NA,"Pitcairnia aff. decidua",NA,"A.P. Fontana/25-04-2009",NA,NA,"A. P. Fontana; L. Kolmann, E. Leme & C. Esgario","5917","Brasil","Espírito Santo","Afonso Cláudio",NA,"Erva rupícola no sol. Planta estolonífera com acúleos. Folhas verdes decíduas com base avermelhada com tricomas brancos. Brácteas florais vermelhas escuro. Flores com cálice e corola vermelha.","2009","04","São João do Garrafão para Vila Pontões. Afloramento rochoso granítico.","-41.009167","-20.205833",NA,NA,"25",NA,"41W0'33","20S12'21","1099","1099",NA,"MBML051249","MBML051249_1 MBML051249_2",NA,NA,NA,NA,NA
"263","2017-09-14 11:43:32-03","MBML","MBML-HERBARIO","40713",NA,"Plantae",NA,NA,"Bromeliaceae","Pitcairnia","diversifolia",NA,"Pitcairnia diversifolia",NA,"L. Lima & W. Pertel",NA,NA,"A. P. Fontana; K. A. Brahim","3389","Brasil","Espírito Santo","Afonso Cláudio",NA,"Cultivo E. Leme 7086",NA,NA,"Pedra dos 3 Pontões, Serra Pelada","-41.037222","-20.076389",NA,NA,NA,NA,"41W2'14","20S4'35","1.1","1.1",NA,"MBML040713","MBML040713",NA,NA,"PARATIPO",NA,NA
"264","2018-06-20 16:07:00-03","MBML","MBML-HERBARIO","53046",NA,"Plantae",NA,NA,"Bromeliaceae","Pitcairnia","diversifolia",NA,"Pitcairnia diversifolia",NA,NA,NA,NA,"A. P. Fontana; F. Morales & M. Demuner","5704","Brasil","Espírito Santo","Afonso Cláudio",NA,"Rupícola em parede de rocha granítica vertical. Folhas dimórfimas, as maiores glabras e caducas e as menores com espinhos. Flores avermelhadas. Frutos reflexos. Em cultivo no jardim rupestre.","2008","11","Serra Pelada, Pedra dos Três Pontões","-41.037081","-20.076275",NA,NA,"22",NA,"41W2'13,49","20S4'34,59","1070","1070",NA,"MBML053046","MBML053046_1 MBML053046_2",NA,NA,"HOLOTIPO",NA,NA
"265","2020-02-19 14:10:05-03","MBML","MBML-HERBARIO","35125",NA,"Plantae",NA,NA,"Melastomataceae","Pleroma","subsessilis",NA,"Pleroma subsessilis",NA,NA,NA,NA,"C. Esgario; et al","5","Brasil","Espírito Santo","Afonso Cláudio",NA,NA,"2005","10","Três Pontões","-41.046389","-20.076667",NA,NA,"12",NA,"41W2'47","20S4'36",NA,NA,NA,"MBML035125","MBML035125",NA,NA,"PARATIPO",NA,NA
"266","2020-02-19 14:10:05-03","MBML","MBML-HERBARIO","6043",NA,"Plantae",NA,NA,"Melastomataceae","Pleroma","subsessilis",NA,"Pleroma subsessilis",NA,NA,NA,NA,"H. Q. Boudet Fernandes; et al","2999","Brasil","Espírito Santo","Afonso Cláudio",NA,"Arbusto ca 1,8m. Ramos com alas ferrugíneas, flores roxas com base alvo-esverdeada, campo. Mudas para cultivo no jardim rupestre, MBML.","1990","08","Alto Três Pontões","-41.046389","-20.076667",NA,NA,"16",NA,"41W2'47","20S4'36",NA,NA,NA,"MBML006043","MBML006043",NA,NA,"HOLOTIPO",NA,NA
"267","2017-09-14 11:25:52-03","MBML","MBML-HERBARIO","41931",NA,"Plantae",NA,NA,"Podostemaceae",NA,NA,NA,NA,NA,NA,NA,NA,"A. M. Assis","2701","Brasil","Espírito Santo","Afonso Cláudio",NA,"Planta fixada sobre pedras em trecho encaichoeirado. Flores róseas. Frutos verdes.","2011","06","Rio da Cobra, próximo à Fazenda Guandu","-41.135028","-20.200917",NA,NA,"05",NA,"41W8'6,1","20S12'3,3","540","540",NA,"MBML041931",NA,NA,NA,NA,NA,NA
"268","2017-09-14 11:50:29-03","MBML","MBML-HERBARIO","31587",NA,"Plantae",NA,NA,"Polypodiaceae","Polypodium","alborufulum",NA,"Polypodium alborufulum",NA,"P.Labiak/VII-2007",NA,NA,"P. Labiak; et al","4144","Brasil","Espírito Santo","Afonso Cláudio",NA,NA,"2007","07","Serra Pelada, Pedra dos Três Pontões.","-41.079722","-20.076667",NA,NA,"16",NA,"41W4'47","20S4'36",NA,NA,NA,"MBML031587","MBML031587",NA,NA,NA,NA,NA
"269","2018-01-23 16:46:27-02","MBML","MBML-HERBARIO","52415",NA,"Plantae",NA,NA,"Orchidaceae","Polystachya",NA,NA,"Polystachya",NA,NA,NA,NA,"A. P. Fontana; F.B.Matos, P.Labiak & L.Kollmann","3643","Brasil","Espírito Santo","Afonso Cláudio",NA,"Epífita. Frutos imeturos verdes.","2007","07","Serra Pelada. Pedra dos Três Pontões","-41.039444","-20.076111",NA,NA,"16",NA,"41W2'22","20S4'34","1019","1019",NA,"MBML052415",NA,NA,NA,NA,NA,NA
"270","2019-08-28 15:48:11-03","MBML","MBML-HERBARIO","54129",NA,"Plantae",NA,NA,"Orchidaceae","Polystachya",NA,NA,"Polystachya",NA,NA,NA,NA,"A. P. Fontana; L.Kollmann, P. Labiak & F.Matos","3643","Brasil","Espírito Santo","Afonso Cláudio",NA,"Epífita. Frutos imeturos verdes","2007","07","Serra Pelada. Pedra dos Três Pontões","-41.039444","-20.076111",NA,NA,"16",NA,"41W2'22","20S4'34","1019","1019",NA,"MBML054129","MBML054129",NA,NA,NA,NA,NA
"271","2017-09-14 11:50:29-03","MBML","MBML-HERBARIO","6048",NA,"Plantae",NA,NA,"Polytrichaceae","Polytrichum","juniperinum",NA,"Polytrichum juniperinum",NA,"J. Rossini/Set.-2002",NA,NA,"H. Q. Boudet Fernandes; et al","3005","Brasil","Espírito Santo","Afonso Cláudio",NA,"Sobre solo raso. Associada a aff. Pleurostima (H.Q.Boudet Fernandes 3021). Campo mudas para cultivo no jardim rupestre, MBML.","1990","08","Alto Três Pontões","-41.046389","-20.076667",NA,NA,"16",NA,"41W2'47","20S4'36",NA,NA,NA,"MBML006048",NA,NA,NA,NA,NA,NA
"272","2018-03-14 14:30:35-03","MBML","MBML-HERBARIO","25034",NA,"Plantae",NA,NA,"Portulacaceae","Portulaca","hirsutissima",NA,"Portulaca hirsutissima",NA,"A.P. Fontana/II-2007",NA,NA,"R. L. Teixeira",NA,"Brasil","Espírito Santo","Afonso Cláudio",NA,"Rupícola no sol.","2005","08","Três Pontões","-41.046389","-20.076667",NA,NA,NA,NA,"41W2'47","20S4'36",NA,NA,NA,"MBML025034",NA,NA,NA,NA,NA,NA
"273","2017-09-14 11:50:29-03","MBML","MBML-HERBARIO","31191",NA,"Plantae",NA,NA,"Portulacaceae","Portulaca","hirsutissima",NA,"Portulaca hirsutissima",NA,"V.B. Sarnaglia Jr./2013",NA,NA,"L. Kollmann; A.P. Fontana, P. Labiak & F. B. Matos","9912","Brasil","Espírito Santo","Afonso Cláudio",NA,"Erva rupestre no sol. Flores amarelas.","2007","07","Três Pontões","-41.046389","-20.076667",NA,NA,"16",NA,"41W2'47","20S4'36",NA,NA,NA,"MBML031191",NA,NA,NA,NA,NA,NA
"274","2017-09-14 11:50:29-03","MBML","MBML-HERBARIO","6044",NA,"Plantae",NA,NA,"Portulacaceae","Portulaca","hirsutissima",NA,"Portulaca hirsutissima",NA,"A. Oliveira-Paen Coelho/19X-2004",NA,NA,"H. Q. Boudet Fernandes; et al","2998","Brasil","Espírito Santo","Afonso Cláudio",NA,"Erva suculenta, pilosidade alva. Flores amarelas, campo muda para cultivo no jardim rupestre, MBML.","1990","08","Alto Três Pontões","-41.046389","-20.076667",NA,NA,"16",NA,"41W2'47","20S4'36",NA,NA,NA,"MBML006044",NA,NA,NA,NA,NA,NA
"275","2017-09-14 11:43:04-03","MBML","MBML-HERBARIO","30546",NA,"Plantae",NA,NA,"Bombacaceae","Pseudobombax",NA,NA,"Pseudobombax",NA,NA,NA,NA,"L. Kollmann; A. P. Fontana & Kaio A. Brahim","9805","Brasil","Espírito Santo","Afonso Cláudio",NA,"Arvoreto 2m, rupestre no sol. Flores brancas.","2007","05","Estrada Garrafão, 3 Pontões, Serra Pelada, Mata Fria.","-41.123889","-20.074444",NA,NA,"23",NA,"41W7'26","20S4'28",NA,NA,NA,"MBML030546","MBML030546",NA,NA,NA,NA,NA
"276","2017-09-14 11:43:04-03","MBML","MBML-HERBARIO","35133",NA,"Plantae",NA,NA,"Bombacaceae","Pseudobombax","aff. petropolitanum",NA,"Pseudobombax aff. petropolitanum",NA,"J.G. Carvalho Sobrinho/IX-2016",NA,NA,"C. Esgario; et al","14","Brasil","Espírito Santo","Afonso Cláudio",NA,NA,"2005","10","Três Pontões","-41.079722","-20.076667",NA,NA,"12",NA,"41W4'47","20S4'36",NA,NA,NA,"MBML035133","MBML035133",NA,NA,NA,NA,NA
"277","2017-09-14 11:43:04-03","MBML","MBML-HERBARIO","6049",NA,"Plantae",NA,NA,"Bombacaceae","Pseudobombax","grandiflorum",NA,"Pseudobombax grandiflorum",NA,"Carlos D.M. Ferreira/16-05-2017",NA,NA,"H. Q. Boudet Fernandes; et al","3007","Brasil","Espírito Santo","Afonso Cláudio",NA,"Arvoreta 5m de altura, DAB ca 40cm, capoeira baixa, estaca para cultivo no jardim rupestre, MBML.","1990","08","Alto Três Pontões","-41.046389","-20.076667",NA,NA,"16",NA,"41W2'47","20S4'36",NA,NA,NA,"MBML006049","MBML006049_1 MBML006049_2",NA,NA,NA,NA,NA
"278","2018-01-23 16:46:27-02","MBML","MBML-HERBARIO","52418",NA,"Plantae",NA,NA,"Orchidaceae","Pseudolaelia",NA,NA,"Pseudolaelia",NA,NA,NA,NA,"A. P. Fontana; F.B.Matos, P.Labiak & L.Kollmann","3637","Brasil","Espírito Santo","Afonso Cláudio",NA,"Rupícola. Flores brancas","2007","07","Serra Pelada. Pedra dos Três Pontões","-41.039444","-20.076111",NA,NA,"16",NA,"41W2'22","20S4'34","1019","1019",NA,"MBML052418",NA,NA,NA,NA,NA,NA
"279","2020-02-19 14:10:20-03","MBML","MBML-HERBARIO","52408",NA,"Plantae",NA,NA,"Orchidaceae","Pseudolaelia","dutrae",NA,"Pseudolaelia dutrae",NA,"A.P. Fontana/18-05-2007",NA,NA,"A. P. Fontana; K.A. Brahim, L.N. Lima & W. Pertel","3388","Brasil","Espírito Santo","Afonso Cláudio",NA,"Rupícola no sol. Associada com Vellozia. Flores brancas com labelo amarelo com ápice com estrias lilás. Ex-Pseudolaelia freyi forma alba.Projeto CORES-JBRJ.","2007","05","Serra Pelada. Pedra dos Três Pontões. Inselbergue.","-41.037111","-20.076167",NA,NA,"18",NA,"41W2'13,6","20S4'34,2","1078","1078",NA,"MBML052408",NA,NA,NA,NA,NA,NA
"280","2020-02-19 14:10:20-03","MBML","MBML-HERBARIO","52409",NA,"Plantae",NA,NA,"Orchidaceae","Pseudolaelia","dutrae",NA,"Pseudolaelia dutrae",NA,"A.P. Fontana/18-05-2007",NA,NA,"A. P. Fontana; K.A. Brahim, L.N. Lima & W. Pertel","3387","Brasil","Espírito Santo","Afonso Cláudio",NA,"Rupícola no sol. Associada com Vellozia. Flores com sépalas e pétalas lilás e labelo branco com centro amarelo e margem e ápice com estrias lilás. Ex-Pseudolaelia freyi. Projeto CORES-JBRJ.","2007","05","Serra Pelada. Pedra dos Três Pontões. Inselbergue.","-41.037111","-20.076167",NA,NA,"18",NA,"41W2'13,6","20S4'34,2","1078","1078",NA,"MBML052409",NA,NA,NA,NA,NA,NA
"281","2017-09-14 11:51:10-03","MBML","MBML-HERBARIO","30537",NA,"Plantae",NA,NA,"Rubiaceae","Psychotria","warmingii",NA,"Psychotria warmingii",NA,"D. Zappi/Out.2009",NA,NA,"L. Kollmann; A. P. Fontana & Kaio A. Brahim","9815","Brasil","Espírito Santo","Afonso Cláudio",NA,"Arbusto 1,30m na meia sombra. Frutos brancos.","2007","05","Estrada Garrafão, 3 Pontões, Serra Pelada, Mata Fria.","-41.123889","-20.074444",NA,NA,"23",NA,"41W7'26","20S4'28",NA,NA,NA,"MBML030537",NA,NA,NA,NA,NA,NA
"282","2017-09-14 11:43:51-03","MBML","MBML-HERBARIO","30532",NA,"Plantae",NA,NA,"Cactaceae","Rhipsalis","neves-armondii",NA,"Rhipsalis neves-armondii",NA,"W.C. Cardoso/24-08-2016",NA,NA,"L. Kollmann; A. P. Fontana & Kaio A. Brahim","9817","Brasil","Espírito Santo","Afonso Cláudio",NA,"Epífita na meia sombra.Pétalas brancas.","2007","05","Estrada Garrafão, 3 Pontões, Serra Pelada, Mata Fria.","-41.123889","-20.074444",NA,NA,"23",NA,"41W7'26","20S4'28",NA,NA,NA,"MBML030532","MBML030532",NA,NA,NA,NA,NA
"283","2017-09-14 11:43:51-03","MBML","MBML-HERBARIO","30547",NA,"Plantae",NA,NA,"Cactaceae","Rhipsalis","pachyptera",NA,"Rhipsalis pachyptera",NA,"W.C. Cardoso/2016",NA,NA,"L. Kollmann; A. P. Fontana & Kaio A. Brahim","9816","Brasil","Espírito Santo","Afonso Cláudio",NA,"Epífita na sombra. Estames brancos. Pétalas amarronzadas.","2007","05","Estrada Garrafão, 3 Pontões, Serra Pelada, Mata Fria.","-41.123889","-20.074444",NA,NA,"23",NA,"41W7'26","20S4'28",NA,NA,NA,"MBML030547","MBML030547",NA,NA,NA,NA,NA
"284","2017-09-14 11:50:41-03","MBML","MBML-HERBARIO","35123",NA,"Plantae",NA,NA,"Rubiaceae",NA,NA,NA,NA,NA,NA,NA,NA,"C. Esgario; et al","3","Brasil","Espírito Santo","Afonso Cláudio",NA,NA,"2005","10","Três Pontões","-41.079722","-20.076667",NA,NA,"12",NA,"41W4'47","20S4'36",NA,NA,NA,"MBML035123",NA,NA,NA,NA,NA,NA
"285","2018-01-30 15:47:22-02","MBML","MBML-HERBARIO","52466",NA,"Plantae",NA,NA,"Rubiaceae",NA,NA,NA,NA,NA,NA,NA,NA,"A. P. Fontana; K.A. Brahim, L.N. Lima & W. Pertel","3382","Brasil","Espírito Santo","Afonso Cláudio",NA,"Arbusto, ca. 1m. Frutos imaturos verdes. Projeto CORES-JBRJ.","2007","05","Serra Pelada. Pedra dos Três Pontões. Inselbergue.","-41.037111","-20.076167",NA,NA,"18",NA,"41W2'13,6","20S4'34,2","1078","1078",NA,"MBML052466",NA,NA,NA,NA,NA,NA
"286","2017-09-14 11:51:45-03","MBML","MBML-HERBARIO","30550",NA,"Plantae",NA,NA,"Scrophulariaceae","Scoparia","dulcis",NA,"Scoparia dulcis",NA,"V.C. Souza/07-08-2012",NA,NA,"L. Kollmann; A. P. Fontana & Kaio A. Brahim","9808","Brasil","Espírito Santo","Afonso Cláudio",NA,"Erva 30cm no sol. Sépalas verde. Pétalas brancas. Frutos verdes.","2007","05","Estrada Garrafão, 3 Pontões, Serra Pelada, Mata Fria.","-41.123889","-20.074444",NA,NA,"23",NA,"41W7'26","20S4'28",NA,NA,NA,"MBML030550",NA,NA,NA,NA,NA,NA
"287","2017-09-14 11:44:24-03","MBML","MBML-HERBARIO","6038",NA,"Plantae",NA,NA,"Compositae","Senecio","brasiliensis",NA,"Senecio brasiliensis",NA,"G. M. Barroso/1990",NA,NA,"H. Q. Boudet Fernandes; et al","3008","Brasil","Espírito Santo","Afonso Cláudio",NA,"Arbusto 1m de altura, capítulos amarelos. Capoeira baixa.","1990","08","Alto Três Pontões","-41.046389","-20.076667",NA,NA,"16",NA,"41W2'47","20S4'36",NA,NA,NA,"MBML006038","MBML006038",NA,NA,NA,NA,NA
"288","2018-04-02 10:40:41-03","MBML","MBML-HERBARIO","52533",NA,"Plantae",NA,NA,"Simaroubaceae",NA,NA,NA,NA,NA,NA,NA,NA,"A. P. Fontana; K.A. Brahim, L.N. Lima & W. Pertel","3377","Brasil","Espírito Santo","Afonso Cláudio",NA,"Arbusto, ca. 4m. Frutos vermelhos. Projeto CORES-JBRJ.","2007","05","Serra Pelada. Pedra dos Três Pontões. Inselbergue.","-41.037111","-20.076167",NA,NA,"18",NA,"41W2'13,6","20S4'34,2","1078","1078",NA,"MBML052533",NA,NA,NA,NA,NA,NA
"289","2017-09-14 11:45:41-03","MBML","MBML-HERBARIO","35135",NA,"Plantae",NA,NA,"Gesneriaceae","Sinningia","magnifica",NA,"Sinningia magnifica",NA,"A.P. Fontana/12-10-2005",NA,NA,"C. Esgario; et al","10","Brasil","Espírito Santo","Afonso Cláudio",NA,NA,"2005","10","Três Pontões","-41.046389","-20.076667",NA,NA,"12",NA,"41W2'47","20S4'36",NA,NA,NA,"MBML035135","MBML035135",NA,NA,NA,NA,NA
"290","2018-04-02 10:39:52-03","MBML","MBML-HERBARIO","52537",NA,"Plantae",NA,NA,"Gesneriaceae","Sinningia","magnifica",NA,"Sinningia magnifica",NA,"A.P. Fontana-18/05/2007",NA,NA,"A. P. Fontana; K.A. Brahim, L.N. Lima & W. Pertel","3366","Brasil","Espírito Santo","Afonso Cláudio",NA,"Rupícola, meia sombra. Flores vermellhas. Frutos imaturos verdes. Projeto CORES-JBRJ.","2007","05","Serra Pelada. Pedra dos Três Pontões. Inselbergue.","-41.037111","-20.076167",NA,NA,"18",NA,"41W2'13,6","20S4'34,2","1078","1078",NA,"MBML052537","MBML052537",NA,NA,NA,NA,NA
"291","2018-03-14 14:30:14-03","MBML","MBML-HERBARIO","15005",NA,"Plantae",NA,NA,"Monimiaceae","Siparuna","brasiliensis",NA,"Siparuna brasiliensis",NA,"Ariane L. Peixoto/24-08-2009",NA,NA,"L. Kollmann","4313","Brasil","Espírito Santo","Afonso Cláudio",NA,"Arbusto 3m na sombra. Frutos vermelhos.","2001","08","Lajinha","-41.123889","-20.074444",NA,NA,"05",NA,"41W7'26","20S4'28",NA,NA,NA,"MBML015005","MBML015005",NA,NA,NA,NA,NA
"292","2017-09-14 11:51:46-03","MBML","MBML-HERBARIO","6039",NA,"Plantae",NA,NA,"Smilacaceae","Smilax",NA,NA,"Smilax",NA,NA,NA,NA,"H. Q. Boudet Fernandes; et al","3003","Brasil","Espírito Santo","Afonso Cláudio",NA,"Trepadeira com gavinhas, flores ressecadas, Scrub.","1990","08","Alto Três Pontões","-41.046389","-20.076667",NA,NA,"16",NA,"41W2'47","20S4'36",NA,NA,NA,"MBML006039",NA,NA,NA,NA,NA,NA
