"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","infraspecificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","recordedBy","recordNumber","country","stateProvince","county","individualCount","occurrenceRemarks","year","month","locality","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","day","continentOcean","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","barcode","imagecode","dayIdentified","class","typeStatus","relatedCatalogItem","sex"
"305","2018-01-30 15:45:56-02","MBML","MBML-HERBARIO","52470",NA,"Plantae",NA,NA,"Bromeliaceae","Tillandsia","gardneri",NA,"Tillandsia gardneri",NA,"A.P. Fontana/18-05-2007",NA,NA,"A. P. Fontana; K.A. Brahim, L.N. Lima & W. Pertel","3371","Brasil","Espírito Santo","Afonso Cláudio",NA,"Epífita no sol. Folhas com tricomas esbranquiçados. Frutos imaturos verdes. Projeto CORES-JBRJ.","2007","05","Serra Pelada. Pedra dos Três Pontões. Inselbergue.","-41.037111","-20.076167",NA,NA,"18",NA,"41W2'13,6","20S4'34,2","1078","1078",NA,"MBML052470","MBML052470",NA,NA,NA,NA,NA
"306","2018-04-02 10:39:51-03","MBML","MBML-HERBARIO","52535",NA,"Plantae",NA,NA,"Bromeliaceae","Tillandsia","geminiflora",NA,"Tillandsia geminiflora",NA,"A.P. Fontana-18/05/2007",NA,NA,"A. P. Fontana; K.A. Brahim, L.N. Lima & W. Pertel","3368","Brasil","Espírito Santo","Afonso Cláudio",NA,"Epífita na sombra. Brácteas florais verdes. Frutos imaturos verdes. Projeto CORES-JBRJ.","2007","05","Serra Pelada. Pedra dos Três Pontões. Inselbergue.","-41.037111","-20.076167",NA,NA,"18",NA,"41W2'13,6","20S4'34,2","1078","1078",NA,"MBML052535","MBML052535",NA,NA,NA,NA,NA
"307","2017-09-14 11:43:34-03","MBML","MBML-HERBARIO","30525",NA,"Plantae",NA,NA,"Bromeliaceae","Tillandsia","recurvata",NA,"Tillandsia recurvata",NA,"L. Kollmann/23-05-2007","2007","05","L. Kollmann; A. P. Fontana & Kaio A. Brahim","9825","Brasil","Espírito Santo","Afonso Cláudio",NA,"Epífita no sol em Pseudobombax. Frutos marrons.","2007","05","Estrada Garrafão, 3 Pontões, Serra Pelada, Mata Fria.","-41.123889","-20.074444",NA,NA,"23",NA,"41W7'26","20S4'28",NA,NA,NA,"MBML030525","MBML030525","23",NA,NA,NA,NA
"308","2018-04-02 10:39:51-03","MBML","MBML-HERBARIO","52540",NA,"Plantae",NA,NA,"Bromeliaceae","Tillandsia","recurvata",NA,"Tillandsia recurvata",NA,"A.P. Fontana-18/05/2007",NA,NA,"A. P. Fontana; K.A. Brahim, L.N. Lima & W. Pertel","3363","Brasil","Espírito Santo","Afonso Cláudio",NA,"Epífita. Inflorescência seca. Projeto CORES-JBRJ.","2007","05","Serra Pelada. Pedra dos Três Pontões. Inselbergue.","-41.037111","-20.076167",NA,NA,"18",NA,"41W2'13,6","20S4'34,2","1078","1078",NA,"MBML052540","MBML052540",NA,NA,NA,NA,NA
"309","2018-03-14 14:29:27-03","MBML","MBML-HERBARIO","24927",NA,"Plantae",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta",NA,"T.S. Coser & T. Wendt/30-08-2008",NA,NA,"R. L. Teixeira",NA,"Brasil","Espírito Santo","Afonso Cláudio",NA,"Rupícola no sol.","2005","08","Três Pontões","-41.046389","-20.076667",NA,NA,NA,NA,"41W2'47","20S4'36",NA,NA,NA,"MBML024927","MBML024927",NA,NA,NA,NA,NA
"310","2017-09-14 11:43:39-03","MBML","MBML-HERBARIO","30696",NA,"Plantae",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta",NA,"L. Kollmann/23-05-2007","2007","05","L. Kollmann; A. P. Fontana & Kaio A. Brahim","9836","Brasil","Espírito Santo","Afonso Cláudio",NA,"Epífita no sol. Brácteas verdes.","2007","05","Três Pontões","-41.046389","-20.076667",NA,NA,"23",NA,"41W2'47","20S4'36",NA,NA,NA,"MBML030696","MBML030696","23",NA,NA,NA,NA
"311","2018-01-30 15:45:57-02","MBML","MBML-HERBARIO","52490",NA,"Plantae",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta",NA,"A.P. Fontana/18-08-2007",NA,NA,"A. P. Fontana; L.Kollmann, P. Labiak & F.Matos","3645","Brasil","Espírito Santo","Afonso Cláudio",NA,"Epífita. Inflorescência com brácteas lilás e flores roxas.","2007","07","Serra Pelada. Pedra dos Três Pontões.","-41.039444","-20.076111",NA,NA,"16",NA,"41W2'22","20S4'34","1019","1019",NA,"MBML052490","MBML052490",NA,NA,NA,NA,NA
"312","2017-09-14 11:43:39-03","MBML","MBML-HERBARIO","30551",NA,"Plantae",NA,NA,"Bromeliaceae","Tillandsia","usneoides",NA,"Tillandsia usneoides",NA,"L. Kollmann/23-05-2007","2007","05","L. Kollmann; A. P. Fontana & Kaio A. Brahim","9827","Brasil","Espírito Santo","Afonso Cláudio",NA,"Epífita no sol. Estéril.","2007","05","Estrada Garrafão, 3 Pontões, Serra Pelada, Mata Fria.","-41.123889","-20.074444",NA,NA,"23",NA,"41W7'26","20S4'28",NA,NA,NA,"MBML030551","MBML030551","23",NA,NA,NA,NA
"313","2017-09-14 11:44:45-03","MBML","MBML-HERBARIO","30535",NA,"Plantae",NA,NA,"Cyperaceae","Trilepis","lhotzkiana",NA,"Trilepis lhotzkiana",NA,"W. Thomas/2016",NA,NA,"L. Kollmann; A. P. Fontana & Kaio A. Brahim","9829","Brasil","Espírito Santo","Afonso Cláudio",NA,"Rupestre no sol.","2007","05","Estrada Garrafão, 3 Pontões, Serra Pelada, Mata Fria.","-41.123889","-20.074444",NA,NA,"23",NA,"41W7'26","20S4'28",NA,NA,NA,"MBML030535","MBML030535",NA,NA,NA,NA,NA
"314","2018-03-14 14:30:48-03","MBML","MBML-HERBARIO","15408",NA,"Plantae",NA,NA,"Velloziaceae","Vellozia","candida",NA,"Vellozia candida",NA,"L. Kollmann/01-10-2001",NA,NA,"H. Q. Boudet Fernandes; et al","3019","Brasil","Espírito Santo","Afonso Cláudio",NA,"Bainhas persistentes inteiras castanhas com o bordo esbranquiçada. Flor branca. Planta herborizada em 01/10/2001. Cultivada no JR. P1 107. 2C.","1990","08","Pico da antena de rádio amador","-41.123889","-20.074444",NA,NA,"16",NA,"41W7'26","20S4'28",NA,NA,NA,"MBML015408",NA,NA,NA,NA,NA,NA
"315","2018-03-14 14:30:48-03","MBML","MBML-HERBARIO","19411",NA,"Plantae",NA,NA,"Velloziaceae","Vellozia","candida",NA,"Vellozia candida",NA,"R. Mello Silva/IX-2002",NA,NA,"N. L. Menezes","723","Brasil","Espírito Santo","Afonso Cláudio",NA,"Flores brancas.","1977","12",NA,"-41.123889","-20.074444",NA,NA,"12",NA,"41W7'26","20S4'28",NA,NA,NA,"MBML019411",NA,NA,NA,NA,NA,NA
"316","2017-09-14 11:44:29-03","MBML","MBML-HERBARIO","35122",NA,"Plantae",NA,NA,"Compositae","Verbesina","glabrata",NA,"Verbesina glabrata",NA,"A.M. Teles/VIII-2015",NA,NA,"C. Esgario; et al","2","Brasil","Espírito Santo","Afonso Cláudio",NA,NA,"2005","10","Três Pontões","-41.046389","-20.076667",NA,NA,"12",NA,"41W2'47","20S4'36",NA,NA,NA,"MBML035122","MBML035122",NA,NA,NA,NA,NA
"317","2017-09-14 11:44:30-03","MBML","MBML-HERBARIO","35129",NA,"Plantae",NA,NA,"Compositae","Vernonia",NA,NA,"Vernonia",NA,NA,NA,NA,"C. Esgario; et al","12","Brasil","Espírito Santo","Afonso Cláudio",NA,NA,"2005","10","Três Pontões","-41.046389","-20.076667",NA,NA,"12",NA,"41W2'47","20S4'36",NA,NA,NA,"MBML035129","MBML035129",NA,NA,NA,NA,NA
"318","2018-01-30 15:45:57-02","MBML","MBML-HERBARIO","52464",NA,"Plantae",NA,NA,"Bromeliaceae","Vriesea",NA,NA,"Vriesea",NA,NA,NA,NA,"A. P. Fontana; K.A. Brahim, L.N. Lima & W. Pertel","3386","Brasil","Espírito Santo","Afonso Cláudio",NA,"Rupícola no sol em paredão vertical. Folhas veerdes acinzentadas com base marrom. Frutos marrons com cálice persistente verde. Projeto CORES-JBRJ.","2007","05","Serra Pelada. Pedra dos Três Pontões. Inselbergue.","-41.037111","-20.076167",NA,NA,"18",NA,"41W2'13,6","20S4'34,2","1078","1078",NA,"MBML052464","MBML052464",NA,NA,NA,NA,NA
"319","2018-03-14 14:29:34-03","MBML","MBML-HERBARIO","30540",NA,"Plantae",NA,NA,"Bromeliaceae","Vriesea","procera",NA,"Vriesea procera",NA,"L. Kollmann/23-05-2007","2007","05","L. Kollmann; A. P. Fontana & Kaio A. Brahim","9813","Brasil","Espírito Santo","Afonso Cláudio",NA,"Epífita no sol. Brácteas vermelhas, folhas amareladas. Bainha vinácea.","2007","05","Estrada Garrafão, 3 Pontões, Serra Pelada, Mata Fria.","-41.123889","-20.074444",NA,NA,"23",NA,"41W7'26","20S4'28",NA,NA,NA,"MBML030540","MBML030540","23",NA,NA,NA,NA
"320","2018-01-23 16:46:27-02","MBML","MBML-HERBARIO","52417",NA,"Plantae",NA,NA,"Compositae","Wunderlichia",NA,NA,"Wunderlichia",NA,NA,NA,NA,"A. P. Fontana; F.B.Matos, P.Labiak & L.Kollmann","3641","Brasil","Espírito Santo","Afonso Cláudio",NA,"Rupícola no sol. Arbustooo ca. 2m. Inflorescência seca.","2007","07","Serra Pelada. Pedra dos Três Pontões","-41.039444","-20.076111",NA,NA,"16",NA,"41W2'22","20S4'34","1019","1019",NA,"MBML052417","MBML052417_1 MBML052417_2",NA,NA,NA,NA,NA
"321","2017-09-14 11:44:30-03","MBML","MBML-HERBARIO","35128",NA,"Plantae",NA,NA,"Compositae","Wunderlichia","azulensis",NA,"Wunderlichia azulensis",NA,"F.O. Souza Buturi/03-05-2012",NA,NA,"C. Esgario; et al","11","Brasil","Espírito Santo","Afonso Cláudio",NA,NA,"2005","10","Três Pontões","-41.079722","-20.076667",NA,NA,"12",NA,"41W4'47","20S4'36",NA,NA,NA,"MBML035128","MBML035128",NA,NA,NA,NA,NA
"322","2017-09-14 11:44:30-03","MBML","MBML-HERBARIO","6050",NA,"Plantae",NA,NA,"Compositae","Wunderlichia","azulensis",NA,"Wunderlichia azulensis",NA,"A.M. Teles/VIII-2015",NA,NA,"H. Q. Boudet Fernandes; et al","3006","Brasil","Espírito Santo","Afonso Cláudio",NA,"Arvoreta 1,2m de altura. Fuste 15cm de DAB. Estéril, folhas coletadas sobre o solo. Aparentemente morta, capoeira baixa, estacas para cultivo no jardim rupestre MBML.","1990","08","Alto Três Pontões","-41.046389","-20.076667",NA,NA,"16",NA,"41W2'47","20S4'36",NA,NA,NA,"MBML006050","MBML006050",NA,NA,NA,NA,NA
"323","2017-09-14 11:42:19-03","MBML","MBML-HERBARIO","37330",NA,"Plantae",NA,NA,"Asclepiadaceae","Ditassa","banksii",NA,"Ditassa banksii",NA,"M.B. Goes/28-08-2009",NA,NA,"L. Kollmann; & A.P.Fontana","11492","Brasil","Espírito Santo","Afonso Claudio",NA,"Liana no sol, flores brancas.","2009","01","Estrada Garrafão-Vila Pontões","-41.1239013671875","-20.0741996765137","25110","auto","27",NA,NA,NA,NA,NA,NA,"MBML037330","MBML037330",NA,NA,NA,NA,NA
"324","2017-09-14 11:18:31-03","MBML","MBML-HERBARIO","48731",NA,"Plantae",NA,NA,"Bromeliaceae","Orthophytum","boudetianum",NA,"Orthophytum boudetianum",NA,"H.Q.Boudet Fernandes & L.Kollmann/14-05-2010",NA,NA,"E. Leme","6528","Brasil","Espírito Santo","Afonso Cláudio",NA,"Planta originada de cultivo no Jardim Rupestre, doada ao Elton Leme. Sem data de coleta #?#em cultivo#?#. Os dados de origem da coleta vieram de H.Q. Boudet Fernandes 3002 (MBML 6040) que não é TIPO","1990","08","Alto Três Pontões (pico da antena de rádio amador)","-41.1239013671875","-20.0741996765137","25110","auto","16",NA,NA,NA,"1050","1050",NA,"MBML048731","MBML048731",NA,NA,"HOLOTIPO",NA,NA
"325","2017-09-14 11:42:20-03","MBML","MBML-HERBARIO","51814",NA,"Plantae",NA,NA,"Asclepiadaceae","Oxypetalum",NA,NA,"Oxypetalum",NA,NA,NA,NA,"A. P. Fontana; L. Kolmann","5839","Brasil","Espírito Santo","Afonso Cláudio",NA,"Trepadeira. Flores verdes-amareladas. Frutos verdes. Látex branco.","2009","01","Vila Pontões, estrada para Garrafão","-41.1239013671875","-20.0741996765137","25110","auto","27",NA,NA,NA,NA,NA,NA,"MBML051814","MBML051814",NA,NA,NA,NA,NA
"326","2017-09-14 11:41:28-03","MBML","MBML-HERBARIO","51703",NA,"Plantae",NA,NA,"Alstroemeriaceae","Bomarea",NA,NA,"Bomarea",NA,NA,NA,NA,"A. P. Fontana; L. Kollmann","5841","Brasil","Espírito Santo","Afonso Cláudio",NA,"Trepadeira. Frutos verdes","2009","01","Vila Pontões, estrada para Garrafão","-41.1239013671875","-20.0741996765137","25110","auto","27",NA,NA,NA,NA,NA,NA,"MBML051703","MBML051703",NA,NA,NA,NA,NA
"327","2018-01-30 15:46:06-02","MBML","MBML-HERBARIO","51815",NA,"Plantae",NA,NA,"Commelinaceae","Tinantia","erecta",NA,"Tinantia erecta",NA,"Q.S. Moraes/26-01-2018",NA,NA,"A. P. Fontana; L. Kolmann","5840","Brasil","Espírito Santo","Afonso Cláudio",NA,"Erva, ca. 1,2m. Flores brancas.","2009","01","Vila Pontões, estrada para Garrafão","-41.1239013671875","-20.0741996765137","25110","auto","27",NA,NA,NA,NA,NA,NA,"MBML051815","MBML051815",NA,NA,NA,NA,NA
"328","2018-10-26 10:42:15-03","UNESP-IBILCE","SJRP-ALGAE","31922","S","Plantae","Rhodophyta","Batrachospermales","Batrachospermaceae","Sirodotia","delicatula",NA,"Sirodotia delicatula",NA,NA,NA,NA,"Necchi, O.Jr.",NA,"Brasil","Espírito Santo","Afonso Cláudio",NA,NA,"2009","07","Comunidade de Lajinha, próx. Rod. ES-165","-41.061944","-20.250278",NA,NA,"04","América do Sul","-41.061944","-20.250278",NA,NA,NA,NA,NA,NA,"Florideophyceae",NA,NA,NA
"329","2019-12-15 13:40:51-03","UNESP-RC","HRCB","13491","S","Plantae",NA,NA,"Cactaceae","Selenicereus","setaceus",NA,"Selenicereus setaceus","(Salm-Dyck) A. Berger ex Werderm.",NA,NA,NA,"Taylor, N. P.","790","Brasil","Espírito Santo","Afonso Cláudio",NA,"Plantas decumbentes e escandentes, com 2-4 costelas, estéril","1990","12",NA,"-41.1239013671875","-20.0741996765137","25110","auto","17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"330","2020-01-31 11:24:12-03","CVRD","CVRD","4124","PreservedSpecimen","Plantae","Magnoliophyta","Euphorbiales","Euphorbiaceae","Croton","triqueter",NA,"Croton triqueter","Lam.","Letícia R. Lima","2008","05","Folli, D.A.","1758","BRASIL","ES","Afonso Cláudio",NA,"<ll>dwc_commonname:</ll> Kidura","1992","12","Em beira da estrada no pasto. Estrada de Laranja da Terra para Afonso Cláudio - Afonso Cláudio - ES.","-41.1239013671875","-20.0741996765137","25110","auto","16","América do Sul",NA,NA,NA,NA,NA,"CVRD004124",NA,"14","Magnoliopsida",NA,NA,NA
"331","2020-03-09 10:32:40-03","CVRD","CVRD","4284","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Boraginaceae","Cordia","rufescens",NA,"Cordia rufescens","A.DC.","Geovane S. Siqueira","2008","07","Souza, V.D.","436","BRASIL","ES","Afonso Cláudio",NA,"<ll>dwc_commonname:</ll> Cascudeira branca","1993","02","Lado direito da estrada indo de Serra Pelada para Itarana - Afonso Cláudio - ES.","-41.1239013671875","-20.0741996765137","25110","auto","15","América do Sul",NA,NA,NA,NA,NA,"CVRD004284",NA,"14","Magnoliopsida",NA,NA,NA
"332","2020-01-31 13:35:07-03","CVRD","CVRD","3944","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Senegalia","giganticarpa",NA,"Senegalia giganticarpa","(G.P. Lewis) Seigler & Ebinger","Robson D. Ribeiro","2010","04","Souza, V.D.","377","BRASIL","ES","Afonso Cláudio",NA,"<ll>dwc_commonname:</ll> Angicão","1992","09","Lado esquerdo da estrada indo de Laranja da Terra para Afonço Claudio.","-41.1239013671875","-20.0741996765137","25110","auto","12","América do Sul",NA,NA,NA,NA,NA,"CVRD003944",NA,"08","Magnoliopsida",NA,NA,NA
"333","2020-01-31 11:25:13-03","CVRD","CVRD","3636","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","holosericea",NA,"Miconia holosericea","(L.) DC.","Renato Goldenberg","2017","03","Folli, D.A.","1523","BRASIL","ES","Afonso Cláudio",NA,"<ll>dwc_commonname:</ll> Morel","1991","12","Localizada na cabeceira do Córrego Manteiga . Afonso Claudio.","-41.1239013671875","-20.0741996765137","25110","auto","13","América do Sul",NA,NA,NA,NA,NA,"CVRD003636",NA,"21","Magnoliopsida",NA,NA,NA
"334","2020-01-31 13:35:19-03","CVRD","CVRD","3635","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Salicaceae","Casearia","grandiflora",NA,"Casearia grandiflora","Cambess.","Ronaldo Marquete","2002","10","Folli, D.A.","1522","BRASIL","ES","Afonso Cláudio",NA,"<ll>dwc_commonname:</ll> Puleiro de juriti","1991","12","Localizado na cabeceira do Córrego Manteiga - Afonso Claudio.","-41.1239013671875","-20.0741996765137","25110","auto","13","América do Sul",NA,NA,NA,NA,NA,"CVRD003635",NA,"24","Magnoliopsida",NA,NA,NA
"335","2020-01-31 11:25:39-03","CVRD","CVRD","4126","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Cestrum","sp.",NA,"Cestrum sp.",NA,NA,NA,NA,"Folli, D.A.","1760","BRASIL","ES","Afonso Cláudio",NA,"<ll>dwc_commonname:</ll> Belonha de capoeira","1992","12","Na estrada de Laranja da Terra à Afonso Claudio - Afonso Claudio - ES.","-41.1239013671875","-20.0741996765137","25110","auto","16","América do Sul",NA,NA,NA,NA,NA,"CVRD004126",NA,NA,"Magnoliopsida",NA,NA,NA
"336","2020-01-31 11:24:12-03","CVRD","CVRD","3641","PreservedSpecimen","Plantae","Magnoliophyta","Euphorbiales","Euphorbiaceae","Croton","floribundus",NA,"Croton floribundus","Spreng.","J. B. J. Blewett","1993","01","Folli, D.A.","1528","BRASIL","ES","Afonso Cláudio",NA,"<ll>dwc_commonname:</ll> Capichingui","1991","12","No barranco da estrada de Afonso Claudio à Brejetuba - Afonso Claudio - ES.","-41.1239013671875","-20.0741996765137","25110","auto","14","América do Sul",NA,NA,NA,NA,NA,"CVRD003641",NA,"25","Magnoliopsida",NA,NA,NA
"337","2020-03-09 10:32:42-03","CVRD","CVRD","3642","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Lamiaceae","Vitex","polygama",NA,"Vitex polygama","Cham.","Sandy Atkins","2001","01","Folli, D.A.","1529","BRASIL","ES","Afonso Cláudio",NA,"<ll>dwc_commonname:</ll> Maria branca","1991","12","No barranco da estrada de Afonso Claudio à Piracema - Afonso Claudio - ES.","-41.1239013671875","-20.0741996765137","25110","auto","14","América do Sul",NA,NA,NA,NA,NA,"CVRD003642",NA,"16","Magnoliopsida",NA,NA,NA
"338","2020-03-09 10:32:51-03","CVRD","CVRD","3638","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Achariaceae","Carpotroche","brasiliensis",NA,"Carpotroche brasiliensis","(Raddi) Endl.","Ariane Luna Peixoto","1992","10","Folli, D.A.","1525","BRASIL","ES","Afonso Cláudio",NA,"<ll>dwc_commonname:</ll> Sapucainha","1991","12","No barranco do rio, próx. a estrada de Laranja da Terra à Afonso Claudio - Afonso Claudio - ES.","-41.1239013671875","-20.0741996765137","25110","auto","13","América do Sul",NA,NA,NA,NA,NA,"CVRD003638",NA,"13","Magnoliopsida",NA,NA,NA
"339","2020-03-09 10:32:39-03","CVRD","CVRD","3640","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Bignoniaceae","Zeyheria","tuberculosa",NA,"Zeyheria tuberculosa","(Vell.) Bureau ex Verl.","A. H. Gentry","1992","06","Folli, D.A.","1527","BRASIL","ES","Afonso Cláudio",NA,"<ll>dwc_commonname:</ll> Ipê felpudo","1991","12","No meio do pasto, próx. a est. de Afonso Claudio à Brejetuba . Afonso Claudio - ES.","-41.1239013671875","-20.0741996765137","25110","auto","14","América do Sul",NA,NA,NA,NA,NA,"CVRD003640",NA,"30","Magnoliopsida",NA,NA,NA
"340","2020-01-31 11:24:23-03","CVRD","CVRD","3639","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Machaerium","fulvovenosum",NA,"Machaerium fulvovenosum","H.C.Lima","Carlos Victor Mendonça Filho","2000","09","Folli, D.A.","1526","BRASIL","ES","Afonso Cláudio",NA,"<ll>dwc_commonname:</ll> Jacarandá cipó","1991","12","Próx. ao rio, lado esq. da estrada de Laranja da Terra à Afonso Claudio - Afonso Claudio - ES.","-41.1239013671875","-20.0741996765137","25110","auto","13","América do Sul",NA,NA,NA,NA,NA,"CVRD003639",NA,"20","Magnoliopsida",NA,NA,NA
"341","2020-01-31 13:35:07-03","CVRD","CVRD","3637","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Senna","multijuga","subsp. lindleyana","Senna multijuga subsp. lindleyana","(Gardner) H.S.Irwin & Barneby","Haroldo C. de Lima","2003","03","Folli, D.A.","1524","BRASIL","ES","Afonso Cláudio",NA,"<ll>dwc_commonname:</ll> Amarelão","1991","12","Próx. ao rio, lado esquerdo da ponte, estrada do Córrego Manteiga à Afonso Claudio.","-41.1239013671875","-20.0741996765137","25110","auto","13","América do Sul",NA,NA,NA,NA,NA,"CVRD003637",NA,"08","Magnoliopsida",NA,NA,NA
"342","2020-01-31 13:35:04-03","CVRD","CVRD","4125","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Mimosa","pigra",NA,"Mimosa pigra","L.","Gwilym P. Lewis","1995","06","Folli, D.A.","1759","BRASIL","ES","Afonso Cláudio",NA,"<ll>dwc_commonname:</ll> Malícia","1992","12","Próximo a estrada de Laranja da Terra para Afonso Cláudio - Afonso Cláudio - ES.","-41.1239013671875","-20.0741996765137","25110","auto","16","América do Sul",NA,NA,NA,NA,NA,"CVRD004125",NA,"06","Magnoliopsida",NA,NA,NA
"343","2019-07-24 16:24:54-03","SMITHSONIAN","US","3190199","PreservedSpecimen","Plantae",NA,"Violales","Begoniaceae","Begonia","gardneri",NA,"Begonia gardneri","A. DC.",NA,NA,NA,"B. Weinberg","482","Brazil","Espírito Santo","Afonso Cláudio",NA,"<a href=http://n2t.net/ark:/65665/399553ff9-3310-45a5-9fcb-5620f247d6bb target=other class=eLink> <mi>dwc_moreinfo</mi></a>","1982","06","Beira de estrada","-41.1239013671875","-20.0741996765137","25110","auto","15","South America - Neotropics",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA
"344","2019-07-24 16:04:23-03","SMITHSONIAN","US","3557901","PreservedSpecimen","Plantae",NA,"Malvales","Bombacaceae","Ceiba","sp.",NA,"Ceiba sp.",NA,NA,NA,NA,"G. Hatschbach, J. M. Silva & F. Deodato","65281","Brazil","Espírito Santo","Afonso Cláudio",NA,"<a href=http://n2t.net/ark:/65665/34066cb2b-a886-431f-963e-e64117dbbbd6 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","1966","08","Empossado","-41.1239013671875","-20.0741996765137","25110","auto","08","South America - Neotropics",NA,NA,NA,NA,NA,"US01220351","US01220351",NA,"Dicotyledonae",NA,NA,NA
"345","2019-07-24 16:04:54-03","SMITHSONIAN","US","3397950","PreservedSpecimen","Plantae",NA,"Malvales","Sterculiaceae","Helicteres","ovata",NA,"Helicteres ovata","Lam.",NA,NA,NA,"G. Hatschbach, G. Hatschbach & J. M. Silva","55578","Brazil","Espírito Santo","Afonso Cláudio",NA,"<a href=http://n2t.net/ark:/65665/398f0fd3b-6328-4742-a3bc-9208ce139ebc target=other class=eLink> <mi>dwc_moreinfo</mi></a>","1991","06","Empossado","-41.1239013671875","-20.0741996765137","25110","auto","17","South America - Neotropics",NA,NA,"500","500",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA
"346","2019-11-13 11:16:19-03","USP","SPF","216765","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Dasyphyllum","tomentosum",NA,"Dasyphyllum tomentosum","(Spreng.) Cabrera","Saavedra, MM","2009","11","Saavedra, MM","520","Brasil","Espírito Santo","Afonso Cláudio",NA,NA,"2007","09","Três Pontões. Floresta estacional semidecidual.","-41.029722","-20.073333",NA,NA,"09",NA,"-41.029722","-20.073333","1018","1018",NA,"SPF00216765",NA,NA,NA,NA,NA,NA
"347","2019-11-13 11:27:50-03","USP","SPF","200952","PreservedSpecimen","Plantae",NA,NA,"Oxalidaceae","Oxalis","blackii",NA,"Oxalis blackii","Lourteig","Fiaschi, P","2011",NA,"Kollmann, L","11493","Brasil","Espírito Santo","Afonso Cláudio",NA,NA,"2009","01",NA,"-41.1239013671875","-20.0741996765137","25110","auto","27",NA,NA,NA,NA,NA,NA,"SPF00200952",NA,NA,NA,NA,NA,NA
"348","2019-11-13 11:17:24-03","USP","SPF","199015","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Rhipsalis","pachyptera",NA,"Rhipsalis pachyptera","Pfeiff.","Calvente, AM","2009","12","Kollmann, L","9816","Brasil","Espírito Santo","Afonso Cláudio",NA,NA,"2007","05",NA,"-41.1239013671875","-20.0741996765137","25110","auto","23",NA,NA,NA,NA,NA,NA,"SPF00199015",NA,NA,NA,NA,NA,NA
"349","2019-11-13 11:17:24-03","USP","SPF","198996","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Rhipsalis","neves-armondii",NA,"Rhipsalis neves-armondii","K.Schum.","Cardoso, WC","2018","08","Kollmann, L","9817","Brasil","Espírito Santo","Afonso Cláudio",NA,NA,"2007","05",NA,"-41.1239013671875","-20.0741996765137","25110","auto","23",NA,NA,NA,NA,NA,NA,"SPF00198996",NA,NA,NA,NA,NA,NA
"350","2019-11-13 11:27:04-03","USP","SPF","148205","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","laruotteana",NA,"Myrcia laruotteana","Cambess.","Kawasaki, ML","2001",NA,"Hatschbach, G","71517","Brasil","Espírito Santo","Afonso Cláudio",NA,NA,"2000","10",NA,"-41.1239013671875","-20.0741996765137","25110","auto","22",NA,NA,NA,NA,NA,NA,"SPF00148205",NA,NA,NA,NA,NA,NA
"351","2019-11-13 11:24:45-03","USP","SPF","171772","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Ceiba","erianthos",NA,"Ceiba erianthos","(Cav.) K.Schum.","Gibbs, PE","2002",NA,"Hatschbach, G","65281","Brasil","Espírito Santo","Afonso Cláudio",NA,NA,"1986","08",NA,"-41.1239013671875","-20.0741996765137","25110","auto","08",NA,NA,NA,NA,NA,NA,"SPF00171772",NA,NA,NA,NA,NA,NA
