"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","identifiedBy","yearIdentified","monthIdentified","dayIdentified","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","class","typeStatus"
"177","2019-10-02 14:51:45-03","UFMG","BHCB","39982","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cactaceae","Hylocereus","setaceus","Hylocereus setaceus","Salm-Dyck",NA,"s.n.","1997","10","21","Southern America","Brasil","Minas Gerais","Aimorés","Fazenda do Sr. Hulbert Schumacher.","-41.0638999938965","-19.4958000183105",NA,NA,NA,"Epífita; Borda de mata","BHCB024552",NA,"54161","auto",NA,"2015","05","13",NA,NA,NA,NA,NA
"178","2019-10-02 14:53:11-03","UFMG","BHCB","40071","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Dalechampia","olfersiana","Dalechampia olfersiana","Müll.Arg.","Vasconcelos, MF de","s.n.","1997","10","21","Southern America","Brasil","Minas Gerais","Aimorés","Fazenda do Sr. Hulbert Schumacher.","-41.0638999938965","-19.4958000183105",NA,NA,NA,"trepadeira","BHCB007796",NA,"54161","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"179","2019-10-02 14:54:35-03","UFMG","BHCB","39983","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Senna","alata","Senna alata","(L.) Roxb.",NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Aimorés","Fazenda do Sr. Hulbert Schumacher.","-41.0638999938965","-19.4958000183105",NA,NA,NA,NA,NA,NA,"54161","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"180","2019-10-02 15:02:51-03","UFMG","BHCB","37921","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rutaceae","Almeidea","rubra","Almeidea rubra","A.St.-Hil.",NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Aimorés","Fazenda do Sr. Hulbert Schumacher.","-41.0638999938965","-19.4958000183105",NA,NA,NA,NA,NA,NA,"54161","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"181","2019-12-23 17:48:51-03","UFMG","BHCB","39981","PreservedSpecimen","Plantae","Dicotyledon",NA,"Acanthaceae","Ruellia","erythropus","Ruellia erythropus","(Nees) Lindau","Vasconcelos, MF de","s.n.","1997","10","21","Southern America","Brasil","Minas Gerais","Aimorés","Fazenda do Sr. Hulbert Schumacher.","-41.0638999938965","-19.4958000183105",NA,NA,NA,"Herbáceo.; Mata.","BHCB053395","BHCB053395","54161","auto",NA,"1998","10",NA,NA,NA,NA,NA,NA
"182","2019-10-02 14:51:55-03","UFMG","BHCB","40060","PreservedSpecimen","Plantae","Dicotyledon",NA,"Capparaceae","Mesocapparis","lineata","Mesocapparis lineata","(Dombey ex Pers.) Cornejo & H.H.Iltis","Vasconcelos, MF de","s.n.","1997","10","21","Southern America","Brasil","Minas Gerais","Aimorés","Fazenda do Sr. Hulbert Schumacher.","-41.0638999938965","-19.4958000183105",NA,NA,NA,"Trepadeira; Borda de mata","BHCB027310",NA,"54161","auto",NA,"2015","11",NA,NA,NA,NA,NA,NA
"183","2019-10-02 14:56:27-03","UFMG","BHCB","37907","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malvaceae","Pavonia","malacophylla","Pavonia malacophylla","(Link & Otto) Garcke",NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Aimorés","Fazenda do Sr. Hulbert Schumacher.","-41.0638999938965","-19.4958000183105",NA,NA,NA,NA,NA,NA,"54161","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"184","2019-10-02 15:04:11-03","UFMG","BHCB","39980","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Solanum","cordifolium","Solanum cordifolium","Dunal","Vasconcelos, MF de","s.n.","1997","09","21","Southern America","Brasil","Minas Gerais","Aimorés","Fazenda do Sr. Hulbert Shumacher","-41.0638999938965","-19.4958000183105",NA,NA,NA,"Arbustivo. Borda de mata.",NA,NA,"54161","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"185","2019-12-16 17:40:46-03","UFMG","BHCB","37903","PreservedSpecimen","Plantae","Dicotyledon",NA,"Acanthaceae","Geissomeria","longiflora","Geissomeria longiflora",NA,"Vasconcelos, MF de","s.n.","1997","07","07","Southern America","Brasil","Minas Gerais","Aimorés","Fazenda Nicoli","-41.0638999938965","-19.4958000183105",NA,NA,NA,"Arbustivo.; Mata secundária.","BHCB052863","BHCB052863","54161","auto",NA,"1998","10",NA,NA,NA,NA,NA,NA
"186","2019-10-02 14:52:23-03","UFMG","BHCB","37913","PreservedSpecimen","Plantae","Dicotyledon",NA,"Convolvulaceae","Ipomoea",NA,"Ipomoea",NA,NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Aimorés","Fazenda Nicoli","-41.0638999938965","-19.4958000183105",NA,NA,NA,NA,NA,NA,"54161","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"187","2019-12-23 17:48:51-03","UFMG","BHCB","37904","PreservedSpecimen","Plantae","Dicotyledon",NA,"Acanthaceae","Ruellia","solitaria","Ruellia solitaria","Vell.","Vasconcelos, MF de","s.n.","1997","07","07","Southern America","Brasil","Minas Gerais","Aimorés","Fazenda Nicoli","-41.0638999938965","-19.4958000183105",NA,NA,NA,"Herbáceo.; Borda de mata.","BHCB053561","BHCB053561","54161","auto",NA,"1998","10",NA,NA,NA,NA,NA,NA
"188","2019-10-02 14:56:22-03","UFMG","BHCB","39971","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malvaceae","Helicteres","macropetala","Helicteres macropetala","A.St.-Hil.",NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Aimorés","Mata do Varejão.","-41.0638999938965","-19.4958000183105",NA,NA,NA,NA,NA,NA,"54161","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"189","2019-10-02 15:05:49-03","UFMG","BHCB","39972","PreservedSpecimen","Plantae","Monocotyledon",NA,"Amaryllidaceae","Hippeastrum",NA,"Hippeastrum","Herb.",NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Aimorés","Mata do Varejão.","-41.0638999938965","-19.4958000183105",NA,NA,NA,NA,NA,NA,"54161","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"190","2019-10-02 14:56:12-03","UFMG","BHCB","3952","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malpighiaceae","Niedenzuella","multiglandulosa","Niedenzuella multiglandulosa","A.Juss. & W.R.Anderson","Borges, AR","s.n.","1982","05","13","Southern America","Brasil","Minas Gerais","Aimorés","Mutum.","-41.0638999938965","-19.4958000183105",NA,NA,NA,"Terrestre-campo;sub-arbusto;flores em cacho;sâmara tetraalado;folhas c/ glândulas nas margens dorsais;; Flore em cacho, sâmara tetra alada, folhas com glândulas nas margens dorsais","BHCB006852",NA,"54161","auto",NA,"2013","06",NA,NA,NA,NA,NA,NA
"191","2019-10-02 14:53:40-03","UFMG","BHCB","3957","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Centrosema","pubescens","Centrosema pubescens","Benth.","Borges, AR","s.n.","1982","05","13","Southern America","Brasil","Minas Gerais","Aimorés","Mutum.","-41.0638999938965","-19.4958000183105",NA,NA,NA,"pasto;escandente-volúvel;planta forrageira;vercilo 2,5cm;flores c/ 2 brácteas;",NA,NA,"54161","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"192","2019-10-02 14:51:48-03","UFMG","BHCB","37910","PreservedSpecimen","Plantae","Dicotyledon",NA,"Calophyllaceae","Kielmeyera",NA,"Kielmeyera",NA,"Vasconcelos, MF de","s.n.","1997","07","08","Southern America","Brasil","Minas Gerais","Aimorés","Pedra da Fazenda do Sr. Olício.","-41.0638999938965","-19.4958000183105",NA,NA,NA,"Arbusto; Afloramento rochoso","BHCB022909",NA,"54161","auto",NA,"2015","03","19",NA,NA,NA,NA,NA
"193","2019-10-02 14:53:38-03","UFMG","BHCB","37909","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Centrosema","arenarium","Centrosema arenarium","Benth.",NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Aimorés","Pedra da Fazenda do Sr. Olício.","-41.0638999938965","-19.4958000183105",NA,NA,NA,NA,NA,NA,"54161","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"194","2020-01-27 19:00:46-03","UFMG","BHCB","37908","PreservedSpecimen","Plantae","Monocotyledon",NA,"Cyperaceae",NA,NA,NA,"A.Juss.",NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Aimorés","Pedra da Fazenda do Sr. Olício.","-41.0638999938965","-19.4958000183105",NA,NA,NA,NA,NA,NA,"54161","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"195","2019-10-02 14:51:24-03","UFMG","BHCB","39984","PreservedSpecimen","Plantae","Dicotyledon",NA,"Bignoniaceae","Cuspidaria","convoluta","Cuspidaria convoluta","(Vell.) A.H.Gentry",NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Aimorés","Pedra do Resplendor.","-41.0638999938965","-19.4958000183105",NA,NA,NA,NA,NA,NA,"54161","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"196","2019-10-02 14:54:35-03","UFMG","BHCB","39988","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Senegalia","tenuifolia","Senegalia tenuifolia","(L.) Britton & Rose","Vasconcelos, MF de","s.n.","1997","10","21","Southern America","Brasil","Minas Gerais","Aimorés","Pedra do Resplendor.","-41.0638999938965","-19.4958000183105",NA,NA,NA,"Arbusto.; Afloramento rochoso.","BHCB034617",NA,"54161","auto",NA,"2014","03",NA,NA,NA,NA,NA,NA
"197","2019-10-02 14:51:46-03","UFMG","BHCB","39974","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cactaceae","Pereskia","grandifolia","Pereskia grandifolia","Haw.",NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Aimorés","Pedra do Resplendor.","-41.0638999938965","-19.4958000183105",NA,NA,NA,NA,NA,NA,"54161","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"198","2019-10-02 14:53:11-03","UFMG","BHCB","39966","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Euphorbia","attastoma","Euphorbia attastoma","Rizzini",NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Aimorés","Pedra Lorena.","-41.0638999938965","-19.4958000183105",NA,NA,NA,NA,NA,NA,"54161","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"199","2019-10-02 14:53:31-03","UFMG","BHCB","39970","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Bauhinia",NA,"Bauhinia",NA,NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Aimorés","Pedra Lorena.","-41.0638999938965","-19.4958000183105",NA,NA,NA,NA,NA,NA,"54161","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"200","2019-10-02 14:51:31-03","UFMG","BHCB","39969","PreservedSpecimen","Plantae","Dicotyledon",NA,"Bignoniaceae","Tabebuia",NA,"Tabebuia","Gomes ex DC.",NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Aimorés","Pedra Lorena.","-41.0638999938965","-19.4958000183105",NA,NA,NA,NA,NA,NA,"54161","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"201","2019-10-02 14:51:45-03","UFMG","BHCB","37901","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cactaceae","Coleocephalocereus","fluminensis","Coleocephalocereus fluminensis","(Miq.) Backeb.",NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Aimorés","Pedra Lorena.","-41.0638999938965","-19.4958000183105",NA,NA,NA,NA,NA,NA,"54161","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"202","2019-10-02 15:08:55-03","UFMG","BHCB","37900","PreservedSpecimen","Plantae","Monocotyledon",NA,"Velloziaceae","Vellozia","plicata","Vellozia plicata","(Mart.) L.B.Sm. & Ayensu",NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Aimorés","Pedra Lorena.","-41.0638999938965","-19.4958000183105",NA,NA,NA,NA,NA,NA,"54161","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"203","2019-10-02 15:08:55-03","UFMG","BHCB","39973","PreservedSpecimen","Plantae","Monocotyledon",NA,"Velloziaceae","Vellozia","plicata","Vellozia plicata","(Mart.) L.B.Sm. & Ayensu",NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Aimorés","Pedra Lorena.","-41.0638999938965","-19.4958000183105",NA,NA,NA,NA,NA,NA,"54161","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"204","2019-10-02 15:01:38-03","UFMG","BHCB","74091","PreservedSpecimen","Plantae","Dicotyledon",NA,"Podostemaceae","Mourera",NA,"Mourera",NA,"Vieira, F","s.n.","2002","07","16","Southern America","Brasil","Minas Gerais","Aimorés","Rio Manhuaçu.","-41.0638999938965","-19.4958000183105",NA,NA,NA,NA,NA,NA,"54161","auto",NA,NA,NA,NA,"84","84",NA,NA,NA
"205","2019-10-02 15:07:07-03","UFMG","BHCB","109096","PreservedSpecimen","Plantae","Monocotyledon",NA,"Marantaceae","Goeppertia","grazielae","Goeppertia grazielae","(H. Kenn. & Marcelo) Borchs. & S.Suárez","Viana, LCS; Maciel, GM","s.n.","2005","02",NA,"Southern America","Brasil","Minas Gerais","Aimorés","RPPN Fazenda Bulcão","-41.0638999938965","-19.4958000183105",NA,NA,NA,"Pétala amarela","BHCB011518",NA,"54161","auto",NA,"2013","11",NA,"300","300",NA,NA,NA
"206","2019-10-02 14:53:16-03","UFMG","BHCB","109091","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Manihot","pohlii","Manihot pohlii","Wawra","Viana, LCS; Maciel, GM","s.n.","2014","11",NA,"Southern America","Brasil","Minas Gerais","Aimorés","RPPN Fazenda Bulcão","-41.0638999938965","-19.4958000183105",NA,NA,NA,NA,"BHCB013454",NA,"54161","auto",NA,"2015","09","21","300","300",NA,NA,NA
"207","2019-12-16 17:40:46-03","UFMG","BHCB","109087","PreservedSpecimen","Plantae","Dicotyledon",NA,"Acanthaceae","Justicia",NA,"Justicia","L.","Viana, LCS; Maciel, GM","s.n.","2005","05",NA,"Southern America","Brasil","Minas Gerais","Aimorés","RPPN Fazenda Bulcão","-41.0638999938965","-19.4958000183105",NA,NA,NA,NA,"BHCB052930","BHCB052930","54161","auto",NA,NA,NA,NA,"300","300",NA,NA,NA
"208","2019-10-02 14:51:31-03","UFMG","BHCB","37906","PreservedSpecimen","Plantae","Dicotyledon",NA,"Bignoniaceae","Piriadacus","pleiocarpus","Piriadacus pleiocarpus",NA,NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Aimorés","Terreno do Varejão.","-41.0638999938965","-19.4958000183105",NA,NA,NA,NA,NA,NA,"54161","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"209","2019-10-02 14:51:46-03","UFMG","BHCB","37905","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cactaceae","Pereskia","aculeata","Pereskia aculeata","Mill.",NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Aimorés","Terreno do Varejão.","-41.0638999938965","-19.4958000183105",NA,NA,NA,NA,NA,NA,"54161","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"210","2019-10-02 14:51:48-03","UFMG","BHCB","37902","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cactaceae","Pilosocereus","brasiliensis","Pilosocereus brasiliensis","(Britton & Rose) Backeb.",NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Aimorés","Terreno do Varejão.","-41.0638999938965","-19.4958000183105",NA,NA,NA,NA,NA,NA,"54161","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"211","2019-10-02 15:00:51-03","UFMG","BHCB","37911","PreservedSpecimen","Plantae","Dicotyledon",NA,"Nyctaginaceae","Bougainvillea","spectabilis","Bougainvillea spectabilis","Willd.","Vasconcelos, MF de","s.n.","1997","07","07","Southern America","Brasil","Minas Gerais","Aimorés","Terreno do Varejão.","-41.0638999938965","-19.4958000183105",NA,NA,NA,"Arbustivo; Afloramento rochoso","BHCB047137",NA,"54161","auto",NA,"1999","03",NA,NA,NA,NA,NA,NA
"212","2019-10-02 14:51:55-03","UFMG","BHCB","45573","PreservedSpecimen","Plantae","Dicotyledon",NA,"Capparaceae","Crateva","tapia","Crateva tapia","L.","Tameirão Neto, E","2387","1997","03","26","Southern America","Brasil","Minas Gerais","Aimorés","UHE Aimorés","-41.0638999938965","-19.4958000183105",NA,NA,NA,"Arbóreo 5 metros; Floresta Ciliar/Semidecidual","BHCB027278",NA,"54161","auto",NA,"2015",NA,NA,NA,NA,NA,NA,NA
"213","2020-01-27 18:59:44-03","UFMG","BHCB","45589","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Deguelia","costata","Deguelia costata","(Benth.) A.M.G.Azevedo","Tameirão Neto, E","2403","1997","03","26","Southern America","Brasil","Minas Gerais","Aimorés","UHE Aimorés","-41.0638999938965","-19.4958000183105",NA,NA,NA,"Arbóreo; Floresta Estacional Semidecidual","BHCB010254",NA,"54161","auto",NA,"2013","05","13",NA,NA,NA,NA,NA
"214","2019-10-02 14:54:13-03","UFMG","BHCB","45597","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Machaerium","hirtum","Machaerium hirtum","(Vell.) Stellfeld","Tameirão Neto, E","s.n.","1997","03","26","Southern America","Brasil","Minas Gerais","Aimorés","UHE Aimorés","-41.0638999938965","-19.4958000183105",NA,NA,NA,"Nome vulgar: Jacarandá de espinho. Floresta semide",NA,NA,"54161","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"215","2019-10-02 15:00:51-03","UFMG","BHCB","45611","PreservedSpecimen","Plantae","Dicotyledon",NA,"Nyctaginaceae","Bougainvillea","praecox","Bougainvillea praecox","Griseb.","Tameirão Neto, E","2425","1997","07","10","Southern America","Brasil","Minas Gerais","Aimorés","UHE Aimorés","-41.0638999938965","-19.4958000183105",NA,NA,NA,"Arbóreo; Floresta Semidecidual","BHCB047144",NA,"54161","auto",NA,"2000","11",NA,NA,NA,NA,NA,NA
"216","2019-10-02 14:51:48-03","UFMG","BHCB","45625","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cactaceae","Rhipsalis","lindbergiana","Rhipsalis lindbergiana","K.Schum.","Tameirão Neto, E","2439","1997","10","28","Southern America","Brasil","Minas Gerais","Aimorés","UHE Aimorés, Fazenda Sr. Varejão","-41.0638999938965","-19.4958000183105",NA,NA,NA,"Epífita; Floresta semidecidual","BHCB024518",NA,"54161","auto",NA,"2015","05","12",NA,NA,NA,NA,NA
"217","2019-10-02 15:00:52-03","UFMG","BHCB","45618","PreservedSpecimen","Plantae","Dicotyledon",NA,"Nyctaginaceae","Guapira","hirsuta","Guapira hirsuta","(Choisy) Lundell","Tameirão Neto, E","s.n.2432","1997","10","28","Southern America","Brasil","Minas Gerais","Aimorés","UHE Aimorés, Fazenda Sr. Varejão.","-41.0638999938965","-19.4958000183105",NA,NA,NA,"Arbóreo; Floresta Semicedual","BHCB047043",NA,"54161","auto",NA,"2018","12","14",NA,NA,NA,NA,NA
"218","2019-10-02 14:54:25-03","UFMG","BHCB","45627","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Parapiptadenia","zehntneri","Parapiptadenia zehntneri","(Harms) M.P.Lima & H.C.Lima","Tameirão Neto, E","2441","1997","10","28","Southern America","Brasil","Minas Gerais","Aimorés","UHE Aimorés. Fazenda Sr. Varejão.","-41.0638999938965","-19.4958000183105",NA,NA,NA,"Arbórea. Inflorescência amarelada.; Floresta Semidecidual.","BHCB008519",NA,"54161","auto",NA,"1997","10","28",NA,NA,NA,NA,NA
"219","2019-11-14 18:36:02-03","UFMG","BHCB","45632","PreservedSpecimen","Plantae","Dicotyledon",NA,"Annonaceae","Ephedranthus","dimerus","Ephedranthus dimerus","J.C.Lopes, Chatrou & Mello-Silva","Tameirão Neto, E","2446","1997","10","28","Southern America","Brasil","Minas Gerais","Aimorés","UHE Aimorés, Itueta. Fazenda Adolfo Schumaker. Indivíduo 482","-41.0638999938965","-19.4958000183105",NA,NA,NA,"Determinado de acordo com artigo.; Arbóreo.; Floresta Estacional Semidecidual.","BHCB053125","BHCB053125","54161","auto",NA,"2019","11","14",NA,NA,NA,NA,"Paratypus"
"220","2019-10-11 11:20:28-03","UFPR","UPCB","89342","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Anemiaceae","Anemia",NA,"Anemia",NA,"Fraga, C.N. et al.","3494","2013","04","12",NA,"Brasil","Minas Gerais","Aimorés","RPPN Fazenda Bulcão, Instituto Terra, prop. Sr. Sebastião Salgado. Área de vegetação nativa sobre rochas ao lado direito da sede, acima do horto. Floresta Estacional Semidecidual em recuperação","-41.074444","-19.504722","-41.074444","-19.504722",NA,"Rupícola, heliófila. Folhas verde discolores, soros verde-acastanhados..","UPCB0029583","UPCB0029583",NA,NA,NA,NA,NA,NA,"130","130",NA,NA,NA
"221","2019-05-09 14:19:50-03","MBML","MBML-HERBARIO","45495",NA,"Plantae",NA,NA,"Leguminosae Faboideae","Amburana","cearensis","Amburana cearensis",NA,"A. P. Fontana; L.Kollmann, C.N. Fraga, H.C. Lima, M. Lemes e R. Gribel","7512","2013","04","12",NA,"Brasil","Minas Gerais","Aimorés","Conceição do Capim, Sítio Rio Capim, estrada da Babilônia","-41.229444","-19.57","41W13'46","19S34'12",NA,"Árvore, ca. 15m. Flores brancas com listras lilás","MBML045495","MBML045495",NA,NA,"A.P. Fontana/12-04-2013",NA,NA,NA,"173","173",NA,NA,NA
"222","2017-09-14 11:47:18-03","MBML","MBML-HERBARIO","45742",NA,"Plantae",NA,NA,"Malpighiaceae","Amorimia","maritima","Amorimia maritima",NA,"L. Kollmann; A.P.Fontana, C.N.Fraga, A.C.Lima, R.Gribel & M. Lemes","12628","2013","04","12",NA,"Brasil","Minas Gerais","Aimorés","Instituto Terra","-41.074444","-19.504722","41W4'28","19S30'17",NA,"Liana ao sol, flores amarelas","MBML045742",NA,NA,NA,"L.Kollmann/07-07-2016",NA,NA,NA,"152","152",NA,NA,NA
"223","2019-05-09 14:19:57-03","MBML","MBML-HERBARIO","45598",NA,"Plantae",NA,NA,"Leguminosae Mimosoideae","Anadenanthera","colubrina","Anadenanthera colubrina",NA,"A. P. Fontana; L.Kollmann, C.N. Fraga, H.C. Lima, M. Lemes e R. Gribel","7514","2013","04","12",NA,"Brasil","Minas Gerais","Aimorés","Conceição do Capim, Sítio Rio Capim, estrada da Babilônia","-41.229444","-19.57","41W13'46","19S34'12",NA,"Árvore ca. 10m. Frutos marrons","MBML045598","MBML045598",NA,NA,"H.C. Lima/12-04-2013",NA,NA,NA,"173","173",NA,NA,NA
"224","2017-09-14 11:51:39-03","MBML","MBML-HERBARIO","50944",NA,"Plantae",NA,NA,"Schizaeaceae","Anemia",NA,"Anemia",NA,"C. N. de Fraga; A. P. Fontana, L. Kollmann, H. C. Lima, R. Gribel & M. Lemes","3496","2013","04","12",NA,"Brasil","Minas Gerais","Aimorés","RPPN Fazenda Bulcão, Instituto Terra, propr. Sr. Sebastião Salgado. Área de vegetação nativa sobre rochas ao lado direito da sede, acima do horto. Floresta Estacional Semidecidual em recuperação","-41.074444","-19.504722","41W4'28","19S30'17",NA,"Rupícola, ciófila. Folhas verdes discolores, soros verde-acastanhados","MBML050944","MBML050944",NA,NA,NA,NA,NA,NA,"130","130",NA,NA,NA
"225","2018-03-14 14:30:44-03","MBML","MBML-HERBARIO","23659",NA,"Plantae",NA,NA,"Schizaeaceae","Anemia","retroflexa","Anemia retroflexa",NA,"A. P. Fontana; et al","912","2004","08","06",NA,"Brasil","Minas Gerais","Aimorés","Propriedade de Fabiano Ramos","-41.063611","-19.495833","41W3'49","19S29'45",NA,"Terrestre/humícola. Fértil.","MBML023659","MBML023659",NA,NA,"C. Mynssen/VIII-2006",NA,NA,NA,NA,NA,NA,NA,NA
"226","2018-01-30 15:47:32-02","MBML","MBML-HERBARIO","50854",NA,"Plantae",NA,NA,"Schizaeaceae","Anemia","tomentosa","Anemia tomentosa",NA,"C. N. de Fraga; L.Kollmann, A.P. Fontana, H.C. Lima, M. Lemes, R. Gribel","3494","2013","04","12",NA,"Brasil","Minas Gerais","Aimorés","RPPN Fazenda Bulcão, Instituto Terra, propr. Sr. Sebastião Salgado. Área de vegetação nativa sobre rochas ao lado direito da sede, acima do horto. Floresta Estacional Semidecidual em recuperação","-41.074444","-19.504722","41W4'28","19S30'17",NA,"Rupícola, heliófila. Folhas verde discolores, soros verde-acastanhados","MBML050854","MBML050854",NA,NA,"N.T.L. Pena/25-01-2018",NA,NA,NA,"130","130",NA,NA,NA
