"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","identifiedBy","yearIdentified","monthIdentified","dayIdentified","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","class","typeStatus"
"353","2020-01-31 13:35:06-03","CVRD","CVRD","8983","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Parapiptadenia","pterosperma","Parapiptadenia pterosperma","Benth.) Brenan","Luz, A.A. da","257","2004","11","16","América do Sul","BRASIL","MG","Aimorés","Instit. Terra","-41.0638999938965","-19.4958000183105",NA,NA,NA,"<ll>dwc_commonname:</ll> Angico vermelho","CVRD008983",NA,"54161","auto","Pétala G. Ribeiro","2013","05","03",NA,NA,NA,"Magnoliopsida",NA
"354","2020-01-31 11:24:07-03","CVRD","CVRD","8978","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Lecythidaceae","Lecythis","lurida","Lecythis lurida","(Miers) S.A.Mori","Luz, A.A. da","260","2004","11","16","América do Sul","BRASIL","MG","Aimorés","Instit. Terra","-41.0638999938965","-19.4958000183105",NA,NA,NA,"<ll>dwc_commonname:</ll> Inuíba vermelha","CVRD008978",NA,"54161","auto","Domingos A. Folli","2004","11","16",NA,NA,NA,"Magnoliopsida",NA
"355","2020-03-09 10:32:49-03","CVRD","CVRD","8574","PreservedSpecimen","Plantae","Magnoliophyta","Magnoliales","Annonaceae","Annona","dolabripetala","Annona dolabripetala","Raddi","Luz, A.A. da","145","2004","01","26","América do Sul","BRASIL","MG","Aimorés","instituto terra","-41.0638999938965","-19.4958000183105",NA,NA,NA,"<ll>dwc_commonname:</ll> Pinha da mata","CVRD008574",NA,"54161","auto","Adriana Lobão","2010","02","03",NA,NA,NA,"Magnoliopsida",NA
"356","2020-01-31 11:24:21-03","CVRD","CVRD","8575","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Dalbergia","elegans","Dalbergia elegans","A.M. Carvalho","Luz, A.A. da","146","2004","01","26","América do Sul","BRASIL","MG","Aimorés","instituto terra","-41.0638999938965","-19.4958000183105",NA,NA,NA,"<ll>dwc_commonname:</ll> Mussutaíba","CVRD008575",NA,"54161","auto","Domingos A. Folli","2004","01","26",NA,NA,NA,"Magnoliopsida",NA
"357","2020-01-31 11:25:36-03","CVRD","CVRD","8808","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Cupania","zanthoxyloides","Cupania zanthoxyloides","Cambess.","Luz, A.A. da","209","2004","07","20","América do Sul","BRASIL","MG","Aimorés","instituto terra","-41.0638999938965","-19.4958000183105",NA,NA,NA,"<ll>dwc_commonname:</ll> Camboril","CVRD008808",NA,"54161","auto","Domingos A. Folli","2004","07","20",NA,NA,NA,"Magnoliopsida",NA
"358","2020-01-31 13:35:20-03","CVRD","CVRD","8577","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Salicaceae","Casearia","sp.","Casearia sp.",NA,"Luz, A.A. da","148","2004","01","26","América do Sul","BRASIL","MG","Aimorés","instituto terra","-41.0638999938965","-19.4958000183105",NA,NA,NA,"<ll>dwc_commonname:</ll> Café do mato","CVRD008577",NA,"54161","auto",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA
"359","2020-01-31 11:24:07-03","CVRD","CVRD","8582","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Lecythidaceae","Lecythis","lurida","Lecythis lurida","(Miers) S.A.Mori","Luz, A.A. da","154","2004","01","26","América do Sul","BRASIL","MG","Aimorés","instituto terra","-41.0638999938965","-19.4958000183105",NA,NA,NA,"<ll>dwc_commonname:</ll> Inuíba vermelha","CVRD008582",NA,"54161","auto","Domingos A. Folli","2004","01","26",NA,NA,NA,"Magnoliopsida",NA
"360","2020-01-31 13:35:23-03","CVRD","CVRD","8146","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Helicteres","cf. brevispira","Helicteres cf. brevispira","A.St.-Hil.","Luz, A.A. da","115","2003","04","17","América do Sul","BRASIL","MG","Aimorés","Instituto terra","-41.0638999938965","-19.4958000183105",NA,NA,NA,"<ll>dwc_commonname:</ll> Pau rosca","CVRD008146",NA,"54161","auto","Domingos A. Folli","2003","04","17",NA,NA,NA,"Magnoliopsida",NA
"361","2020-01-31 13:35:23-03","CVRD","CVRD","7363","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Helicteres","cf. brevispira","Helicteres cf. brevispira","A.St.-Hil.","Luz, A.A. da","60","2002","05","24","América do Sul","BRASIL","MG","Aimorés","Instituto Terra","-41.0638999938965","-19.4958000183105",NA,NA,NA,"<ll>dwc_commonname:</ll> Pau rosca","CVRD007363",NA,"54161","auto","Geovane S. Siqueira","2009","03","11",NA,NA,NA,"Magnoliopsida",NA
"362","2020-01-31 11:25:19-03","CVRD","CVRD","8638","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","sp.","Eugenia sp.",NA,"Luz, A.A. da","169","2004","03","15","América do Sul","BRASIL","MG","Aimorés","Instituto Terra","-41.0638999938965","-19.4958000183105",NA,NA,NA,"<ll>dwc_commonname:</ll> Araçá bulção","CVRD008638",NA,"54161","auto","Jair E. Q. Faria","2011","05","19",NA,NA,NA,"Magnoliopsida",NA
"363","2020-01-31 11:23:59-03","CVRD","CVRD","8637","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Polygonaceae","Coccoloba","declinata","Coccoloba declinata","(Vell.) Mart.","Luz, A.A. da","170","2004","03","16","América do Sul","BRASIL","MG","Aimorés","Instituto Terra","-41.0638999938965","-19.4958000183105",NA,NA,NA,"<ll>dwc_commonname:</ll> Cacho branco","CVRD008637",NA,"54161","auto","Efigênia Melo","2010","03","03",NA,NA,NA,"Magnoliopsida",NA
"364","2020-01-31 11:24:13-03","CVRD","CVRD","9725","PreservedSpecimen","Plantae","Magnoliophyta","Euphorbiales","Euphorbiaceae","Mabea","fistulifera","Mabea fistulifera","Mart.","Luz, A.A. da","347","2006","08","15","América do Sul","BRASIL","MG","Aimorés","Instituto Terra","-41.0638999938965","-19.4958000183105",NA,NA,NA,"<ll>dwc_commonname:</ll> Canudo de pito","CVRD009725",NA,"54161","auto","Domingos A. Folli","2006","08","15",NA,NA,NA,"Magnoliopsida",NA
"365","2020-01-31 11:25:16-03","CVRD","CVRD","7362","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","aff. punicifolia","Eugenia aff. punicifolia","(Kunth) DC.","Luz, A.A. da","59","2002","05","17","América do Sul","BRASIL","MG","Aimorés","Instituto Terra","-41.0638999938965","-19.4958000183105",NA,NA,NA,"<ll>dwc_commonname:</ll> Araçá lebre","CVRD007362",NA,"54161","auto","Marcelo C. Souza","2005","11","22",NA,NA,NA,"Magnoliopsida",NA
"366","2020-01-31 13:35:07-03","CVRD","CVRD","7261","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Pseudopiptadenia","contorta","Pseudopiptadenia contorta","(DC.) G.P.Lewis & M.P.M.de Lima","Luz, A.A. da","45","2002","02","19","América do Sul","BRASIL","MG","Aimorés","Instituto Terra","-41.0638999938965","-19.4958000183105",NA,NA,NA,"<ll>dwc_commonname:</ll> Angico rosa","CVRD007261",NA,"54161","auto","Haroldo C. de Lima","2003","03","08",NA,NA,NA,"Magnoliopsida",NA
"367","2020-01-31 11:25:19-03","CVRD","CVRD","9728","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","sp.","Eugenia sp.",NA,"Luz, A.A. da","348","2006","08","15","América do Sul","BRASIL","MG","Aimorés","Instituto Terra","-41.0638999938965","-19.4958000183105",NA,NA,NA,"<ll>dwc_commonname:</ll> Batinga bulção","CVRD009728",NA,"54161","auto",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA
"368","2020-01-31 11:24:37-03","CVRD","CVRD","7366","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Randia","calycina","Randia calycina","Cham.","Luz, A.A. da","63","2002","06","05","América do Sul","BRASIL","MG","Aimorés","Instituto Terra","-41.0638999938965","-19.4958000183105",NA,NA,NA,"<ll>dwc_commonname:</ll> Fumo de rolo","CVRD007366",NA,"54161","auto","Daniela Zappi","2008","08","24",NA,NA,NA,"Magnoliopsida",NA
"369","2020-01-31 11:25:41-03","CVRD","CVRD","9660","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","lycocarpum","Solanum lycocarpum","A. St.-Hil.","Luz, A.A. da","340","2006","07","19","América do Sul","BRASIL","MG","Aimorés","Instituto Terra","-41.0638999938965","-19.4958000183105",NA,NA,NA,"<ll>dwc_commonname:</ll> Fruta de lobo","CVRD009660",NA,"54161","auto","Domingos A. Folli","2006","07","19",NA,NA,NA,"Magnoliopsida",NA
"370","2020-01-31 13:35:06-03","CVRD","CVRD","11672","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Peltogyne","discolor","Peltogyne discolor","Vogel","Luz, A.A. da","497","2008","01","21","América do Sul","BRASIL","MG","Aimorés","Instituto Terra","-41.0638999938965","-19.4958000183105",NA,NA,NA,"Revisado por: R.B. Pinto 15-X-2014 <ll>dwc_commonname:</ll> Roxinho mirim","CVRD011672",NA,"54161","auto","Robson D. Ribeiro","2010","04","08",NA,NA,NA,"Magnoliopsida",NA
"371","2020-01-31 13:35:06-03","CVRD","CVRD","9371","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Peltogyne","discolor","Peltogyne discolor","Vogel","Luz, A.A. da","266","2005","01","03","América do Sul","BRASIL","MG","Aimorés","Instituto Terra","-41.0638999938965","-19.4958000183105",NA,NA,NA,"Revisado por: R.B. Pinto 15-X-2014 <ll>dwc_commonname:</ll> Roxinho mirim","CVRD009371",NA,"54161","auto","Robson D. Ribeiro","2010","04","08",NA,NA,NA,"Magnoliopsida",NA
"372","2020-01-31 11:24:07-03","CVRD","CVRD","8807","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Manilkara","salzmannii","Manilkara salzmannii","(A.DC.) Lam.","Luz, A.A. da","208","2004","07","20","América do Sul","BRASIL","MG","Aimorés","Instituto Terra","-41.0638999938965","-19.4958000183105",NA,NA,NA,"<ll>dwc_commonname:</ll> Massaranduba","CVRD008807",NA,"54161","auto","Domingos A. Folli","2004","07","20",NA,NA,NA,"Magnoliopsida",NA
"373","2020-01-31 11:25:33-03","CVRD","CVRD","9853","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Meliaceae","Trichilia","pseudostipularis","Trichilia pseudostipularis","(A.Juss.) C. DC.","Luz, A.A. da","364","2006","11","30","América do Sul","BRASIL","MG","Aimorés","Instituto Terra","-41.0638999938965","-19.4958000183105",NA,NA,NA,"<ll>dwc_commonname:</ll> Amora da mata","CVRD009853",NA,"54161","auto","João Aurélio Pastore","2008","03","28",NA,NA,NA,"Magnoliopsida",NA
"374","2020-01-31 11:24:23-03","CVRD","CVRD","7167","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Lonchocarpus","cultratus","Lonchocarpus cultratus","(Vell.) A.M.G. Azevedo & H.C. Lima","Luz, A.A. da","37","2001","12","03","América do Sul","BRASIL","MG","Aimorés","Instituto Terra","-41.0638999938965","-19.4958000183105",NA,NA,NA,"<ll>dwc_commonname:</ll> Óleo amarelo","CVRD007167",NA,"54161","auto","Haroldo C. de Lima","2003","03","08",NA,NA,NA,"Magnoliopsida",NA
"375","2020-01-31 13:35:23-03","CVRD","CVRD","7264","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Helicteres","cf. brevispira","Helicteres cf. brevispira","A.St.-Hil.","Luz, A.A. da","48","2002","02","21","América do Sul","BRASIL","MG","Aimorés","Instituto Terra","-41.0638999938965","-19.4958000183105",NA,NA,NA,"<ll>dwc_commonname:</ll> Pau rosca","CVRD007264",NA,"54161","auto","Paul A. Fryxell","2003","05","05",NA,NA,NA,"Magnoliopsida",NA
"376","2020-01-31 11:25:18-03","CVRD","CVRD","9852","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","platyphylla","Eugenia platyphylla","O.Berg","Luz, A.A. da","365","2006","11","30","América do Sul","BRASIL","MG","Aimorés","Instituto Terra","-41.0638999938965","-19.4958000183105",NA,NA,NA,"<ll>dwc_commonname:</ll> Batinga casca grossa","CVRD009852",NA,"54161","auto","Marcos Sobral","2007","02","10",NA,NA,NA,"Magnoliopsida",NA
"377","2020-03-09 10:32:51-03","CVRD","CVRD","6872","PreservedSpecimen","Plantae","Magnoliophyta","Magnoliales","Annonaceae","Oxandra","reticulata","Oxandra reticulata","Maas","Luz, A.A. da","5","2001","05","14","América do Sul","BRASIL","MG","Aimorés","Instituto Terra","-41.0638999938965","-19.4958000183105",NA,NA,NA,"<ll>dwc_commonname:</ll> Pindaíba mineira","CVRD006872",NA,"54161","auto","Jenifer C. Lopes","2014","10","08",NA,NA,NA,"Magnoliopsida",NA
"378","2020-01-31 13:35:23-03","CVRD","CVRD","6731","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Guazuma","ulmifolia","Guazuma ulmifolia","Lam.","Folli, D.A.","3796","2001","01","03","América do Sul","BRASIL","MG","Aimorés","INSTITUTO TERRA","-41.0638999938965","-19.4958000183105",NA,NA,NA,"<ll>dwc_commonname:</ll> Algodão branco","CVRD006731",NA,"54161","auto","Paul A. Fryxell","2003","05","05",NA,NA,NA,"Magnoliopsida",NA
"379","2020-03-09 10:32:40-03","CVRD","CVRD","6729","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Boraginaceae","Cordia","superba","Cordia superba","Cham.","Folli, D.A.","3794","2001","01","02","América do Sul","BRASIL","MG","Aimorés","INSTITUTO TERRA","-41.0638999938965","-19.4958000183105",NA,NA,NA,"<ll>dwc_commonname:</ll> Cascudeira","CVRD006729",NA,"54161","auto","Maria N. Sánchez Stapf","2004","06","15",NA,NA,NA,"Magnoliopsida",NA
"380","2020-03-09 10:32:40-03","CVRD","CVRD","8576","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Boraginaceae","Cordia","superba","Cordia superba","Cham.","Luz, A.A. da","147","2004","01","26","América do Sul","BRASIL","MG","Aimorés","INSTITUTO TERRA","-41.0638999938965","-19.4958000183105",NA,NA,NA,"<ll>dwc_commonname:</ll> Cascudeira","CVRD008576",NA,"54161","auto","Maria N. Sánchez Stapf","2004","06","15",NA,NA,NA,"Magnoliopsida",NA
"381","2020-01-31 11:24:12-03","CVRD","CVRD","6752","PreservedSpecimen","Plantae","Magnoliophyta","Euphorbiales","Euphorbiaceae","Cnidoscolus","oligandrus","Cnidoscolus oligandrus","(Müll. Arg.) Pax","Folli, D.A.","3815","2001","02","02","América do Sul","BRASIL","MG","Aimorés","INSTITUTO TERRA","-41.0638999938965","-19.4958000183105",NA,NA,NA,"<ll>dwc_commonname:</ll> Ardiabo","CVRD006752",NA,"54161","auto","Domingos A. Folli","2002","03","27",NA,NA,NA,"Magnoliopsida",NA
"382","2020-01-31 11:25:28-03","CVRD","CVRD","6732","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Ficus","holosericea","Ficus holosericea","Schott","Folli, D.A.","3797","2001","01","03","América do Sul","BRASIL","MG","Aimorés","INSTITUTO TERRA","-41.0638999938965","-19.4958000183105",NA,NA,NA,"<ll>dwc_commonname:</ll> Ficus coração","CVRD006732",NA,"54161","auto","C. C. Berg","2001","03","16",NA,NA,NA,"Magnoliopsida",NA
"383","2020-03-09 10:32:49-03","CVRD","CVRD","6730","PreservedSpecimen","Plantae","Magnoliophyta","Magnoliales","Annonaceae","Annona","dolabripetala","Annona dolabripetala","Raddi","Folli, D.A.","3795","2001","01","02","América do Sul","BRASIL","MG","Aimorés","INSTITUTO TERRA","-41.0638999938965","-19.4958000183105",NA,NA,NA,"<ll>dwc_commonname:</ll> Pinha da mata","CVRD006730",NA,"54161","auto","Adriana Lobão","2010","02","03",NA,NA,NA,"Magnoliopsida",NA
"384","2020-01-31 11:24:05-03","CVRD","CVRD","6856","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Ebenaceae","Diospyros","inconstans","Diospyros inconstans","Jacq.","Luz, A.A. da","3","2001","04","24","América do Sul","BRASIL","MG","Aimorés","INSTITUTO TERRA","-41.0638999938965","-19.4958000183105",NA,NA,NA,"<ll>dwc_commonname:</ll> Caquí roxo","CVRD006856",NA,"54161","auto","Bruno Wallnöfer","2010","03","05",NA,NA,NA,"Magnoliopsida",NA
"385","2020-01-31 11:23:56-03","CVRD","CVRD","6569","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Vernonanthura","brasiliana","Vernonanthura brasiliana","(Less.) H.Rob.","Folli, D.A.","3657","2000","07","04","América do Sul","BRASIL","MG","Aimorés","Instituto Terra .Est. das aroeira","-41.0638999938965","-19.4958000183105",NA,NA,NA,"<ll>dwc_commonname:</ll> Assapeixe roxo","CVRD006569",NA,"54161","auto","Harold Robinson","2001","03","03",NA,NA,NA,"Magnoliopsida",NA
"386","2020-01-31 11:25:30-03","CVRD","CVRD","6570","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Anacardiaceae","Myracrodruon","urundeuva","Myracrodruon urundeuva","Allemão","Folli, D.A.","3658","2000","08","04","América do Sul","BRASIL","MG","Aimorés","INSTITUTO TERRA- Est.das aroeiras.","-41.0638999938965","-19.4958000183105",NA,NA,NA,"<ll>dwc_commonname:</ll> Aroeira do sertão","CVRD006570","CVRD006570","54161","auto","Domingos A. Folli","2000","08","04",NA,NA,NA,"Magnoliopsida",NA
"387","2020-03-09 10:32:40-03","CVRD","CVRD","8825","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Boraginaceae","Cordia","trichotoma","Cordia trichotoma","(Vell.) Arráb. ex Stend.","Luz, A.A. da","213","2004","08","03","América do Sul","BRASIL","MG","Aimorés","inst. Terra","-41.0638999938965","-19.4958000183105",NA,NA,NA,"<ll>dwc_commonname:</ll> Louro","CVRD008825",NA,"54161","auto","Domingos A. Folli","2004","08","03",NA,NA,NA,"Magnoliopsida",NA
"388","2020-01-31 11:24:19-03","CVRD","CVRD","8907","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Bowdichia","virgilioides","Bowdichia virgilioides","Kunth","Luz, A.A. da","237","2004","09","30","América do Sul","BRASIL","MG","Aimorés","Inst. Terra","-41.0638999938965","-19.4958000183105",NA,NA,NA,"<ll>dwc_commonname:</ll> Macanaíba pele de sapo","CVRD008907",NA,"54161","auto","Domingos A. Folli","2004","09","30",NA,NA,NA,"Magnoliopsida",NA
"389","2020-01-31 13:35:23-03","CVRD","CVRD","8844","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Pseudobombax","petropolitanum","Pseudobombax petropolitanum","A.Robyns","Luz, A.A. da","216","2004","08","17","América do Sul","BRASIL","MG","Aimorés","Inst. Terra.","-41.0638999938965","-19.4958000183105",NA,NA,NA,"<ll>dwc_commonname:</ll> Paineira da pedra","CVRD008844",NA,"54161","auto","Geovane S. Siqueira","2020","01","30",NA,NA,NA,"Magnoliopsida",NA
"390","2020-03-09 10:32:37-03","CVRD","CVRD","8856","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Bignoniaceae","Handroanthus","serratifolius","Handroanthus serratifolius","(Vahl) S. O. Grose","Luz, A.A. da","222","2004","08","31","América do Sul","BRASIL","MG","Aimorés","INST. TERRA","-41.0638999938965","-19.4958000183105",NA,NA,NA,"<ll>dwc_commonname:</ll> Ipê ovo de macuco","CVRD008856",NA,"54161","auto","Domingos A. Folli","2004","08","31",NA,NA,NA,"Magnoliopsida",NA
"391","2020-01-31 11:24:20-03","CVRD","CVRD","6734","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Clitoria","fairchildiana","Clitoria fairchildiana","R.A. Howard","Folli, D.A.","3799","2001","01","05","América do Sul","BRASIL","MG","Aimorés","Itapina Colatina - ES. INSTITUTO TERRA","-41.0638999938965","-19.4958000183105",NA,NA,NA,"<ll>dwc_commonname:</ll> Sombreiro","CVRD006734",NA,"54161","auto","Haroldo C. de Lima","2003","03","08",NA,NA,NA,"Magnoliopsida",NA
"392","2020-01-31 11:23:45-03","CVRD","CVRD","9650","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Eragrostis","ciliaris","Eragrostis ciliaris","(L.) R.Br.","Reis, R.","140","2005","11","10","América do Sul","BRASIL","MG","Aimorés","Pátio de Aimorés Linha 3","-41.0638999938965","-19.4958000183105",NA,NA,NA,"<ll>dwc_commonname:</ll> Capim rabeto","CVRD009650",NA,"54161","auto","Geovane S. Siqueira","2009","04","15",NA,NA,NA,"Liliopsida",NA
"393","2020-02-14 15:53:37-03","CVRD","CVRD","7114","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Mimosa","schomburgkii","Mimosa schomburgkii","Benth.","Luz, A.A. da","31","2001","10","19","América do Sul","BRASIL","MG","Aimorés","Prop. Dos Venturas","-41.0638999938965","-19.4958000183105",NA,NA,NA,"<ll>dwc_commonname:</ll> Angico cangalha","CVRD007114",NA,"54161","auto","Gwilym P. Lewis","2005","10","21",NA,NA,NA,"Magnoliopsida",NA
"394","2020-01-31 11:24:24-03","CVRD","CVRD","6733","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Platymiscium","floribundum","Platymiscium floribundum","Vogel","Folli, D.A.","3798","2001","01","03","América do Sul","BRASIL","MG","Aimorés","Próximo a Conceição do Capim - Aimorés - MG. INSTITUTO TERRA","-41.0638999938965","-19.4958000183105",NA,NA,NA,"<ll>dwc_commonname:</ll> Ipê candeia","CVRD006733",NA,"54161","auto","Haroldo C. de Lima","2003","03","08",NA,NA,NA,"Magnoliopsida",NA
"395","2020-01-31 11:25:30-03","CVRD","CVRD","7166","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Anacardiaceae","Spondias","venulosa","Spondias venulosa","(Engl.) Engl.","Luz, A.A. da","36","2001","12","06","América do Sul","BRASIL","MG","Aimorés","Próximo a sede","-41.0638999938965","-19.4958000183105",NA,NA,NA,"<ll>dwc_commonname:</ll> Cajá","CVRD007166",NA,"54161","auto","Daly, D.C. & M.V. Stefano","2011","03","02",NA,NA,NA,"Magnoliopsida",NA
"396","2019-11-13 11:20:05-03","USP","SPF","160502","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Dalechampia","olfersiana","Dalechampia olfersiana","Müll.Arg.","Vasconcelos, MF","s.n.","1997","10","21",NA,"Brasil","Minas Gerais","Aimorés",NA,"-41.0638999938965","-19.4958000183105",NA,NA,NA,"Fazenda do Sr. Hulbert Schumacher. Borda de mata.; Trepadeira.","SPF00160502","SPF00160502","54161","auto","Punt, W","2000","11",NA,NA,NA,NA,NA,NA
"397","2019-11-13 11:32:37-03","USP","SPF","228837","PreservedSpecimen","Plantae",NA,NA,"Velloziaceae","Vellozia","pulchra","Vellozia pulchra","L.B.Sm.","Folli, DA","7317","2014","12","09",NA,"Brasil","Minas Gerais","Aimorés",NA,"-41.0638999938965","-19.4958000183105",NA,NA,NA,NA,"SPF00228837",NA,"54161","auto","Mello-Silva, R","2015","02","05",NA,NA,NA,NA,NA
"398","2019-11-13 11:22:13-03","USP","SPF","226086","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Dahlstedtia","floribunda","Dahlstedtia floribunda","(Vogel) M.J.Silva & A.M.G.Azevedo","Luz, AA","6","2001","05","15",NA,"Brasil","Minas Gerais","Aimorés",NA,"-41.0638999938965","-19.4958000183105",NA,NA,NA,NA,"SPF00226086",NA,"54161","auto","Ribeiro, RD","2010","05","19",NA,NA,NA,NA,NA
"399","2019-11-13 11:14:27-03","USP","SPF","204179","PreservedSpecimen","Plantae",NA,NA,"Anacardiaceae","Spondias","venulosa","Spondias venulosa","(Engl.) Engl.","Luz, AA","248","2004","10","18",NA,"Brasil","Minas Gerais","Aimorés",NA,"-41.0638999938965","-19.4958000183105",NA,NA,NA,"Árvore 9 m. Botão verde; flor branca/amarela.; Pasto.","SPF00204179",NA,"54161","auto","Folli, DA","2004","10","18",NA,NA,NA,NA,NA
"400","2019-11-13 11:14:33-03","USP","SPF","221650","PreservedSpecimen","Plantae",NA,NA,"Annonaceae","Annona","dolabripetala","Annona dolabripetala","Raddi","Folli, DA","3795","2001","01","02",NA,"Brasil","Minas Gerais","Aimorés","Estrada das Aroeiras.","-41.0638999938965","-19.4958000183105",NA,NA,NA,NA,"SPF00221650",NA,"54161","auto","Lobão, AQ","2010","02","03",NA,NA,NA,NA,NA
"401","2019-11-13 11:30:39-03","USP","SPF","152764","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Balfourodendron","molle","Balfourodendron molle","(Miq.) Pirani","Costa, LV","s.n.","2000","12","01",NA,"Brasil","Minas Gerais","Aimorés","Fazenda Bulcão.","-41.0638999938965","-19.4958000183105",NA,NA,NA,NA,"SPF00152764",NA,"54161","auto","Pirani, JR","2002",NA,NA,NA,NA,NA,NA,NA
"402","2019-11-13 11:30:52-03","USP","SPF","130319","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Galipea","jasminiflora","Galipea jasminiflora","(A.St.-Hil.) Engl.","Vasconcelos, MF","s.n.","1997","07","08",NA,"Brasil","Minas Gerais","Aimorés","Fazenda do Sr. Hulbert Schumacher. Mata semidecídua.","-41.0638999938965","-19.4958000183105",NA,NA,NA,"Arbustivo.","SPF00130319",NA,"54161","auto","Pirani, JR","1999",NA,NA,NA,NA,NA,NA,NA
"403","2019-11-13 11:22:13-03","USP","SPF","226084","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Dahlstedtia","floribunda","Dahlstedtia floribunda","(Vogel) M.J.Silva & A.M.G.Azevedo","Folli, DA","6319","2009","03","20",NA,"Brasil","Minas Gerais","Aimorés","Instituto Terra.","-41.0638999938965","-19.4958000183105",NA,NA,NA,NA,"SPF00226084",NA,"54161","auto","Siqueira, GS","2015","03","04",NA,NA,NA,NA,NA
"404","2020-01-22 10:54:22-03","USP","SPF","199251","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Paratecoma","peroba","Paratecoma peroba","(Record) Kuhlm.","Luz, AA","238","2004","09","30",NA,"Brasil","Minas Gerais","Aimorés","InstTerra Estrada da aroeiraCapoeira.","-41.0638999938965","-19.4958000183105",NA,NA,NA,"Arborea, 13m de alt. Botão verde. Flor branca. Seiva incolor.","SPF00199251",NA,"54161","auto","Folli, DA","2004",NA,NA,NA,NA,NA,NA,NA
"405","2019-11-13 11:30:45-03","USP","SPF","130316","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Conchocarpus","rubrus","Conchocarpus rubrus","(A.St.-Hil.) Bruniera & Groppo","Vasconcelos, MF","s.n.","1997","07","08",NA,"Brasil","Minas Gerais","Aimorés","Mata Semidecídua.","-41.0638999938965","-19.4958000183105",NA,NA,NA,"Hábito arbustivo.","SPF00130316",NA,"54161","auto","Pirani, JR","2015",NA,NA,NA,NA,NA,NA,NA
