"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","identifiedBy","yearIdentified","recordedBy","recordNumber","year","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","preparationType","occurrenceRemarks","barcode","imagecode","scientificNameAuthorship","month","day","coordinatePrecision","minimumElevationInMeters","maximumElevationInMeters","geoFlag","monthIdentified","dayIdentified","individualCount","infraspecificEpithet","class","relatedCatalogItem"
"340","2019-12-19 09:39:14-03","UFVJM","HDJF","6971","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Psidium",NA,"Psidium",NA,NA,"Faria, JEQ; Otoni, TJO","8038","2017","Southern America","Brasil","Minas Gerais","Capelinha","Região da Cachoeira, na margem da estrada entre Capelinha e Aricanduva, próximo a última","-42.555556","-17.810556","-42.555556","-17.810556",NA,"Material em sílica","HDJF006971",NA,"L.","07","15",NA,"850","850",NA,NA,NA,NA,NA,NA,NA
"341","2019-12-19 09:39:14-03","UFVJM","HDJF",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Psidium",NA,"Psidium",NA,NA,"Faria, JEQ; Otoni, TJO","8038","2017","Southern America","Brasil","Minas Gerais","Capelinha","Região da Cachoeira, na margem da estrada entre Capelinha e Aricanduva, próximo a última","-42.555556","-17.810556","-42.555556","-17.810556",NA,"Material em sílica",NA,NA,"L.","07","15",NA,"850","850",NA,NA,NA,NA,NA,NA,NA
"342","2019-12-19 09:39:14-03","UFVJM","HDJF","6626","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Psidium","cupreum","Psidium cupreum","Faria, JEQ","2017","Faria, JEQ; Gomes, RR; Santos, DMZ; Sousa, DN","7687","2017","Southern America","Brasil","Minas Gerais","Capelinha","RPPN Fartura da Cemig","-42.531389","-17.880278","-42.531389","-17.880278",NA,NA,"HDJF006626",NA,"O. Berg","05","04",NA,"832","832",NA,"05",NA,NA,NA,NA,NA
"343","2019-12-19 09:39:17-03","UFVJM","HDJF","6619","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Psidium","oblongatum","Psidium oblongatum","Faria, JEQ","2017","Faria, JEQ; Gomes, RR; Santos, DMZ; Sousa, DN","7680","2017","Southern America","Brasil","Minas Gerais","Capelinha","RPPN Fartura da Cemig","-42.532778","-17.879167","-42.532778","-17.879167",NA,NA,"HDJF006619",NA,"O.Berg","05","04",NA,"841","841",NA,"05",NA,NA,NA,NA,NA
"344","2019-12-19 09:39:14-03","UFVJM","HDJF",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Psidium","oblongatum","Psidium oblongatum","Faria, JEQ","2017","Faria, JEQ; Gomes, RR; Santos, DMZ; Sousa, DN","7680","2017","Southern America","Brasil","Minas Gerais","Capelinha","RPPN Fartura da Cemig","-42.532778","-17.879167","-42.532778","-17.879167",NA,NA,NA,NA,"O.Berg","05","04",NA,"841","841",NA,"05",NA,NA,NA,NA,NA
"345","2019-12-19 09:39:17-03","UFVJM","HDJF",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Psidium","oblongatum","Psidium oblongatum","Faria, JEQ","2017","Faria, JEQ; Gomes, RR; Santos, DMZ; Sousa, DN","7680","2017","Southern America","Brasil","Minas Gerais","Capelinha","RPPN Fartura da Cemig","-42.532778","-17.879167","-42.532778","-17.879167",NA,NA,NA,NA,"O.Berg","05","04",NA,"841","841",NA,"05",NA,NA,NA,NA,NA
"346","2019-12-19 09:39:17-03","UFVJM","HDJF",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Psidium","oblongatum","Psidium oblongatum","Faria, JEQ","2017","Faria, JEQ; Gomes, RR; Santos, DMZ; Sousa, DN","7680","2017","Southern America","Brasil","Minas Gerais","Capelinha","RPPN Fartura da Cemig","-42.532778","-17.879167","-42.532778","-17.879167",NA,NA,NA,NA,"O.Berg","05","04",NA,"841","841",NA,"05",NA,NA,NA,NA,NA
"347","2019-12-19 09:39:14-03","UFVJM","HDJF",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Psidium","oblongatum","Psidium oblongatum","Faria, JEQ","2017","Faria, JEQ; Gomes, RR; Santos, DMZ; Sousa, DN","7680","2017","Southern America","Brasil","Minas Gerais","Capelinha","RPPN Fartura da Cemig","-42.532778","-17.879167","-42.532778","-17.879167",NA,NA,NA,NA,"O.Berg","05","04",NA,"841","841",NA,"05",NA,NA,NA,NA,NA
"348","2019-12-19 09:39:17-03","UFVJM","HDJF","6650","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Psidium","rufum","Psidium rufum","Faria, JEQ","2017","Faria, JEQ; Gomes, RR; Santos, DMZ; Sousa, DN","7711","2017","Southern America","Brasil","Minas Gerais","Capelinha","RPPN Fartura da Cemig","-42.533611","-17.881111","-42.533611","-17.881111",NA,NA,"HDJF006650",NA,"Mart. ex DC.","05","04",NA,"815","815",NA,"05",NA,NA,NA,NA,NA
"349","2019-12-19 09:39:17-03","UFVJM","HDJF",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Psidium","rufum","Psidium rufum","Faria, JEQ","2017","Faria, JEQ; Gomes, RR; Santos, DMZ; Sousa, DN","7711","2017","Southern America","Brasil","Minas Gerais","Capelinha","RPPN Fartura da Cemig","-42.533611","-17.881111","-42.533611","-17.881111",NA,NA,NA,NA,"Mart. ex DC.","05","04",NA,"815","815",NA,"05",NA,NA,NA,NA,NA
"350","2019-12-19 09:39:19-03","UFVJM","HDJF","6609","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Rubiaceae","Psychotria",NA,"Psychotria",NA,NA,"Faria, JEQ; Gomes, RR; Santos, DMZ; Sousa, DN","7670","2017","Southern America","Brasil","Minas Gerais","Capelinha","Reserva da Cemig em capelinha / RPPN Fartura","-42.532778","-17.878333","-42.532778","-17.878333",NA,NA,"HDJF006609",NA,"L.","05","03",NA,"852","852",NA,NA,NA,NA,NA,NA,NA
"351","2019-12-19 09:39:19-03","UFVJM","HDJF","6627","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Rubiaceae","Psychotria",NA,"Psychotria",NA,NA,"Faria, JEQ; Gomes, RR; Santos, DMZ; Sousa, DN","7688","2017","Southern America","Brasil","Minas Gerais","Capelinha","RPPN Fartura da Cemig","-42.531389","-17.880278","-42.531389","-17.880278",NA,NA,"HDJF006627",NA,"L.","05","04",NA,"832","832",NA,NA,NA,NA,NA,NA,NA
"352","2019-12-19 09:39:19-03","UFVJM","HDJF",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Rubiaceae","Psychotria",NA,"Psychotria",NA,NA,"Faria, JEQ; Gomes, RR; Santos, DMZ; Sousa, DN","7688","2017","Southern America","Brasil","Minas Gerais","Capelinha","RPPN Fartura da Cemig","-42.531389","-17.880278","-42.531389","-17.880278",NA,NA,NA,NA,"L.","05","04",NA,"832","832",NA,NA,NA,NA,NA,NA,NA
"353","2019-12-19 09:39:18-03","UFVJM","HDJF",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Rubiaceae","Psychotria",NA,"Psychotria",NA,NA,"Faria, JEQ; Gomes, RR; Santos, DMZ; Sousa, DN","7670","2017","Southern America","Brasil","Minas Gerais","Capelinha","Reserva da Cemig em capelinha / RPPN Fartura","-42.532778","-17.878333","-42.532778","-17.878333",NA,NA,NA,NA,"L.","05","03",NA,"852","852",NA,NA,NA,NA,NA,NA,NA
"354","2019-12-19 09:39:18-03","UFVJM","HDJF",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Rubiaceae","Psychotria",NA,"Psychotria",NA,NA,"Faria, JEQ; Gomes, RR; Santos, DMZ; Sousa, DN","7670","2017","Southern America","Brasil","Minas Gerais","Capelinha","Reserva da Cemig em capelinha / RPPN Fartura","-42.532778","-17.878333","-42.532778","-17.878333",NA,NA,NA,NA,"L.","05","03",NA,"852","852",NA,NA,NA,NA,NA,NA,NA
"355","2019-12-19 09:39:18-03","UFVJM","HDJF",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Rubiaceae","Psychotria",NA,"Psychotria",NA,NA,"Faria, JEQ; Gomes, RR; Santos, DMZ; Sousa, DN","7688","2017","Southern America","Brasil","Minas Gerais","Capelinha","RPPN Fartura da Cemig","-42.531389","-17.880278","-42.531389","-17.880278",NA,NA,NA,NA,"L.","05","04",NA,"832","832",NA,NA,NA,NA,NA,NA,NA
"356","2019-12-19 09:39:18-03","UFVJM","HDJF",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Rubiaceae","Psychotria",NA,"Psychotria",NA,NA,"Faria, JEQ; Gomes, RR; Santos, DMZ; Sousa, DN","7688","2017","Southern America","Brasil","Minas Gerais","Capelinha","RPPN Fartura da Cemig","-42.531389","-17.880278","-42.531389","-17.880278",NA,NA,NA,NA,"L.","05","04",NA,"832","832",NA,NA,NA,NA,NA,NA,NA
"357","2019-12-19 09:39:18-03","UFVJM","HDJF","6610","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Rubiaceae",NA,NA,NA,NA,NA,"Faria, JEQ; Gomes, RR; Santos, DMZ; Sousa, DN","7671","2017","Southern America","Brasil","Minas Gerais","Capelinha","Reserva da Cemig em capelinha / RPPN Fartura","-42.532778","-17.878333","-42.532778","-17.878333",NA,NA,"HDJF006610",NA,NA,"05","03",NA,"852","852",NA,NA,NA,NA,NA,NA,NA
"358","2019-12-19 09:39:18-03","UFVJM","HDJF",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Rubiaceae",NA,NA,NA,NA,NA,"Faria, JEQ; Gomes, RR; Santos, DMZ; Sousa, DN","7671","2017","Southern America","Brasil","Minas Gerais","Capelinha","Reserva da Cemig em capelinha / RPPN Fartura","-42.532778","-17.878333","-42.532778","-17.878333",NA,NA,NA,NA,NA,"05","03",NA,"852","852",NA,NA,NA,NA,NA,NA,NA
"359","2019-12-19 09:39:18-03","UFVJM","HDJF",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Rubiaceae",NA,NA,NA,NA,NA,"Faria, JEQ; Gomes, RR; Santos, DMZ; Sousa, DN","7671","2017","Southern America","Brasil","Minas Gerais","Capelinha","Reserva da Cemig em capelinha / RPPN Fartura","-42.532778","-17.878333","-42.532778","-17.878333",NA,NA,NA,NA,NA,"05","03",NA,"852","852",NA,NA,NA,NA,NA,NA,NA
"360","2019-12-19 09:38:48-03","UFVJM","HDJF","6645","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Acanthaceae","Ruellia",NA,"Ruellia",NA,NA,"Faria, JEQ; Gomes, RR; Santos, DMZ; Sousa, DN","7706","2017","Southern America","Brasil","Minas Gerais","Capelinha","RPPN Fartura da Cemig","-42.526389","-17.882222","-42.526389","-17.882222",NA,NA,"HDJF006645",NA,NA,"05","04",NA,"807","807",NA,NA,NA,NA,NA,NA,NA
"361","2019-12-19 09:38:48-03","UFVJM","HDJF","6647","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Acanthaceae","Ruellia",NA,"Ruellia",NA,NA,"Faria, JEQ; Gomes, RR; Santos, DMZ; Sousa, DN","7708","2017","Southern America","Brasil","Minas Gerais","Capelinha","RPPN Fartura da Cemig","-42.526389","-17.882222","-42.526389","-17.882222",NA,NA,"HDJF006647",NA,NA,"05","04",NA,"807","807",NA,NA,NA,NA,NA,NA,NA
"362","2019-12-19 09:38:48-03","UFVJM","HDJF",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Acanthaceae","Ruellia",NA,"Ruellia",NA,NA,"Faria, JEQ; Gomes, RR; Santos, DMZ; Sousa, DN","7708","2017","Southern America","Brasil","Minas Gerais","Capelinha","RPPN Fartura da Cemig","-42.526389","-17.882222","-42.526389","-17.882222",NA,NA,NA,NA,NA,"05","04",NA,"807","807",NA,NA,NA,NA,NA,NA,NA
"363","2019-12-19 09:38:48-03","UFVJM","HDJF",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Acanthaceae","Ruellia",NA,"Ruellia",NA,NA,"Faria, JEQ; Gomes, RR; Santos, DMZ; Sousa, DN","7708","2017","Southern America","Brasil","Minas Gerais","Capelinha","RPPN Fartura da Cemig","-42.526389","-17.882222","-42.526389","-17.882222",NA,NA,NA,NA,NA,"05","04",NA,"807","807",NA,NA,NA,NA,NA,NA,NA
"364","2019-12-19 09:38:48-03","UFVJM","HDJF",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Acanthaceae","Ruellia",NA,"Ruellia",NA,NA,"Faria, JEQ; Gomes, RR; Santos, DMZ; Sousa, DN","7708","2017","Southern America","Brasil","Minas Gerais","Capelinha","RPPN Fartura da Cemig","-42.526389","-17.882222","-42.526389","-17.882222",NA,NA,NA,NA,NA,"05","04",NA,"807","807",NA,NA,NA,NA,NA,NA,NA
"365","2019-12-19 09:38:48-03","UFVJM","HDJF",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Acanthaceae","Ruellia",NA,"Ruellia",NA,NA,"Faria, JEQ; Gomes, RR; Santos, DMZ; Sousa, DN","7706","2017","Southern America","Brasil","Minas Gerais","Capelinha","RPPN Fartura da Cemig","-42.526389","-17.882222","-42.526389","-17.882222",NA,NA,NA,NA,NA,"05","04",NA,"807","807",NA,NA,NA,NA,NA,NA,NA
"366","2019-12-19 09:38:48-03","UFVJM","HDJF",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Acanthaceae","Ruellia",NA,"Ruellia",NA,NA,"Faria, JEQ; Gomes, RR; Santos, DMZ; Sousa, DN","7706","2017","Southern America","Brasil","Minas Gerais","Capelinha","RPPN Fartura da Cemig","-42.526389","-17.882222","-42.526389","-17.882222",NA,NA,NA,NA,NA,"05","04",NA,"807","807",NA,NA,NA,NA,NA,NA,NA
"367","2019-12-19 09:38:48-03","UFVJM","HDJF",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Acanthaceae","Ruellia",NA,"Ruellia",NA,NA,"Faria, JEQ; Gomes, RR; Santos, DMZ; Sousa, DN","7706","2017","Southern America","Brasil","Minas Gerais","Capelinha","RPPN Fartura da Cemig","-42.526389","-17.882222","-42.526389","-17.882222",NA,NA,NA,NA,NA,"05","04",NA,"807","807",NA,NA,NA,NA,NA,NA,NA
"368","2019-12-19 09:39:22-03","UFVJM","HDJF","6616","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Sapindaceae","Serjania",NA,"Serjania",NA,NA,"Faria, JEQ; Gomes, RR; Santos, DMZ; Sousa, DN","7677","2017","Southern America","Brasil","Minas Gerais","Capelinha","RPPN Fartura da Cemig","-42.532778","-17.879167","-42.532778","-17.879167",NA,NA,"HDJF006616",NA,"Mill.","05","04",NA,"841","841",NA,NA,NA,NA,NA,NA,NA
"369","2019-12-19 09:38:48-03","UFVJM","HDJF","6643","PreservedSpecimen","Plantae",NA,NA,"Sapindace","Serjania",NA,"Serjania",NA,NA,"Faria, JEQ; Gomes, RR; Santos, DMZ; Sousa, DN","7704","2017","Southern America","Brasil","Minas Gerais","Capelinha","RPPN Fartura da Cemig","-42.526111","-17.882222","-42.526111","-17.882222",NA,NA,"HDJF006643",NA,NA,"05","04",NA,"800","800",NA,NA,NA,NA,NA,NA,NA
"370","2019-12-19 09:39:22-03","UFVJM","HDJF",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Sapindaceae","Serjania",NA,"Serjania",NA,NA,"Faria, JEQ; Gomes, RR; Santos, DMZ; Sousa, DN","7677","2017","Southern America","Brasil","Minas Gerais","Capelinha","RPPN Fartura da Cemig","-42.532778","-17.879167","-42.532778","-17.879167",NA,NA,NA,NA,"Mill.","05","04",NA,"841","841",NA,NA,NA,NA,NA,NA,NA
"371","2019-12-19 09:38:48-03","UFVJM","HDJF",NA,"PreservedSpecimen","Plantae",NA,NA,"Sapindace","Serjania",NA,"Serjania",NA,NA,"Faria, JEQ; Gomes, RR; Santos, DMZ; Sousa, DN","7704","2017","Southern America","Brasil","Minas Gerais","Capelinha","RPPN Fartura da Cemig","-42.526111","-17.882222","-42.526111","-17.882222",NA,NA,NA,NA,NA,"05","04",NA,"800","800",NA,NA,NA,NA,NA,NA,NA
"372","2019-12-19 09:38:48-03","UFVJM","HDJF",NA,"PreservedSpecimen","Plantae",NA,NA,"Sapindace","Serjania",NA,"Serjania",NA,NA,"Faria, JEQ; Gomes, RR; Santos, DMZ; Sousa, DN","7704","2017","Southern America","Brasil","Minas Gerais","Capelinha","RPPN Fartura da Cemig","-42.526111","-17.882222","-42.526111","-17.882222",NA,NA,NA,NA,NA,"05","04",NA,"800","800",NA,NA,NA,NA,NA,NA,NA
"373","2019-12-19 09:39:22-03","UFVJM","HDJF",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Sapindaceae","Serjania",NA,"Serjania",NA,NA,"Faria, JEQ; Gomes, RR; Santos, DMZ; Sousa, DN","7677","2017","Southern America","Brasil","Minas Gerais","Capelinha","RPPN Fartura da Cemig","-42.532778","-17.879167","-42.532778","-17.879167",NA,NA,NA,NA,"Mill.","05","04",NA,"841","841",NA,NA,NA,NA,NA,NA,NA
"374","2019-12-19 09:39:06-03","UFVJM","HDJF","6634","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Loranthaceae","Struthanthus",NA,"Struthanthus",NA,NA,"Faria, JEQ; Gomes, RR; Santos, DMZ; Sousa, DN","7695","2017","Southern America","Brasil","Minas Gerais","Capelinha","RPPN Fartura da Cemig","-42.529167","-17.881389","-42.529167","-17.881389",NA,NA,"HDJF006634",NA,"Mart.","05","04",NA,"829","829",NA,NA,NA,NA,NA,NA,NA
"375","2019-12-19 09:39:06-03","UFVJM","HDJF","6637","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Loranthaceae","Struthanthus",NA,"Struthanthus",NA,NA,"Faria, JEQ; Gomes, RR; Santos, DMZ; Sousa, DN","7698","2017","Southern America","Brasil","Minas Gerais","Capelinha","RPPN Fartura da Cemig","-42.528611","-17.880833","-42.528611","-17.880833",NA,NA,"HDJF006637",NA,"Mart.","05","04",NA,"826","826",NA,NA,NA,NA,NA,NA,NA
"376","2019-12-19 09:39:06-03","UFVJM","HDJF",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Loranthaceae","Struthanthus",NA,"Struthanthus",NA,NA,"Faria, JEQ; Gomes, RR; Santos, DMZ; Sousa, DN","7695","2017","Southern America","Brasil","Minas Gerais","Capelinha","RPPN Fartura da Cemig","-42.529167","-17.881389","-42.529167","-17.881389",NA,NA,NA,NA,"Mart.","05","04",NA,"829","829",NA,NA,NA,NA,NA,NA,NA
"377","2019-12-19 09:39:06-03","UFVJM","HDJF",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Loranthaceae","Struthanthus",NA,"Struthanthus",NA,NA,"Faria, JEQ; Gomes, RR; Santos, DMZ; Sousa, DN","7698","2017","Southern America","Brasil","Minas Gerais","Capelinha","RPPN Fartura da Cemig","-42.528611","-17.880833","-42.528611","-17.880833",NA,NA,NA,NA,"Mart.","05","04",NA,"826","826",NA,NA,NA,NA,NA,NA,NA
"378","2019-12-19 09:39:06-03","UFVJM","HDJF",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Loranthaceae","Struthanthus",NA,"Struthanthus",NA,NA,"Faria, JEQ; Gomes, RR; Santos, DMZ; Sousa, DN","7698","2017","Southern America","Brasil","Minas Gerais","Capelinha","RPPN Fartura da Cemig","-42.528611","-17.880833","-42.528611","-17.880833",NA,NA,NA,NA,"Mart.","05","04",NA,"826","826",NA,NA,NA,NA,NA,NA,NA
"379","2019-12-19 09:39:06-03","UFVJM","HDJF",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Loranthaceae","Struthanthus",NA,"Struthanthus",NA,NA,"Faria, JEQ; Gomes, RR; Santos, DMZ; Sousa, DN","7698","2017","Southern America","Brasil","Minas Gerais","Capelinha","RPPN Fartura da Cemig","-42.528611","-17.880833","-42.528611","-17.880833",NA,NA,NA,NA,"Mart.","05","04",NA,"826","826",NA,NA,NA,NA,NA,NA,NA
"380","2019-12-19 09:39:06-03","UFVJM","HDJF",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Loranthaceae","Struthanthus",NA,"Struthanthus",NA,NA,"Faria, JEQ; Gomes, RR; Santos, DMZ; Sousa, DN","7698","2017","Southern America","Brasil","Minas Gerais","Capelinha","RPPN Fartura da Cemig","-42.528611","-17.880833","-42.528611","-17.880833",NA,NA,NA,NA,"Mart.","05","04",NA,"826","826",NA,NA,NA,NA,NA,NA,NA
"381","2019-12-19 09:39:06-03","UFVJM","HDJF",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Loranthaceae","Struthanthus",NA,"Struthanthus",NA,NA,"Faria, JEQ; Gomes, RR; Santos, DMZ; Sousa, DN","7695","2017","Southern America","Brasil","Minas Gerais","Capelinha","RPPN Fartura da Cemig","-42.529167","-17.881389","-42.529167","-17.881389",NA,NA,NA,NA,"Mart.","05","04",NA,"829","829",NA,NA,NA,NA,NA,NA,NA
"382","2019-12-19 09:39:22-03","UFVJM","HDJF","6620","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Styracaceae","Styrax",NA,"Styrax",NA,NA,"Faria, JEQ; Gomes, RR; Santos, DMZ; Sousa, DN","7681","2017","Southern America","Brasil","Minas Gerais","Capelinha","RPPN Fartura da Cemig","-42.532222","-17.879167","-42.532222","-17.879167",NA,NA,"HDJF006620",NA,NA,"05","04",NA,"834","834",NA,NA,NA,NA,NA,NA,NA
"383","2019-12-19 09:39:22-03","UFVJM","HDJF",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Styracaceae","Styrax",NA,"Styrax",NA,NA,"Faria, JEQ; Gomes, RR; Santos, DMZ; Sousa, DN","7681","2017","Southern America","Brasil","Minas Gerais","Capelinha","RPPN Fartura da Cemig","-42.532222","-17.879167","-42.532222","-17.879167",NA,NA,NA,NA,NA,"05","04",NA,"834","834",NA,NA,NA,NA,NA,NA,NA
"384","2019-12-19 09:39:22-03","UFVJM","HDJF",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Styracaceae","Styrax",NA,"Styrax",NA,NA,"Faria, JEQ; Gomes, RR; Santos, DMZ; Sousa, DN","7681","2017","Southern America","Brasil","Minas Gerais","Capelinha","RPPN Fartura da Cemig","-42.532222","-17.879167","-42.532222","-17.879167",NA,NA,NA,NA,NA,"05","04",NA,"834","834",NA,NA,NA,NA,NA,NA,NA
"385","2019-12-19 09:39:22-03","UFVJM","HDJF",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Styracaceae","Styrax",NA,"Styrax",NA,NA,"Faria, JEQ; Gomes, RR; Santos, DMZ; Sousa, DN","7681","2017","Southern America","Brasil","Minas Gerais","Capelinha","RPPN Fartura da Cemig","-42.532222","-17.879167","-42.532222","-17.879167",NA,NA,NA,NA,NA,"05","04",NA,"834","834",NA,NA,NA,NA,NA,NA,NA
"386","2019-12-19 09:39:05-03","UFVJM","HDJF","6959","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Fabaceae","Swartzia",NA,"Swartzia",NA,NA,"Faria, JEQ; Otoni, TJO","8026","2017","Southern America","Brasil","Minas Gerais","Capelinha","Região da Cachoeira, na margem da estrada entre Capelinha e Aricanduva, próximo a última","-42.555556","-17.810556","-42.555556","-17.810556",NA,NA,"HDJF006959",NA,NA,"07","15",NA,"850","850",NA,NA,NA,NA,NA,NA,NA
"387","2019-12-19 09:39:05-03","UFVJM","HDJF","6970","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Fabaceae","Swartzia",NA,"Swartzia",NA,NA,"Faria, JEQ; Otoni, TJO","8037","2017","Southern America","Brasil","Minas Gerais","Capelinha","Região da Cachoeira, na margem da estrada entre Capelinha e Aricanduva, próximo a última","-42.555556","-17.810556","-42.555556","-17.810556",NA,NA,"HDJF006970",NA,NA,"07","15",NA,"850","850",NA,NA,NA,NA,NA,NA,NA
"388","2019-12-19 09:39:05-03","UFVJM","HDJF","6973","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Fabaceae","Swartzia",NA,"Swartzia",NA,NA,"Faria, JEQ; Otoni, TJO","8040","2017","Southern America","Brasil","Minas Gerais","Capelinha","Região da Cachoeira, na margem da estrada entre Capelinha e Aricanduva, próximo a última","-42.555556","-17.810556","-42.555556","-17.810556",NA,NA,"HDJF006973",NA,NA,"07","15",NA,"850","850",NA,NA,NA,NA,NA,NA,NA
"389","2019-12-19 09:39:05-03","UFVJM","HDJF",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Fabaceae","Swartzia",NA,"Swartzia",NA,NA,"Faria, JEQ; Otoni, TJO","8037","2017","Southern America","Brasil","Minas Gerais","Capelinha","Região da Cachoeira, na margem da estrada entre Capelinha e Aricanduva, próximo a última","-42.555556","-17.810556","-42.555556","-17.810556",NA,NA,NA,NA,NA,"07","15",NA,"850","850",NA,NA,NA,NA,NA,NA,NA
"390","2019-12-19 09:39:05-03","UFVJM","HDJF",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Fabaceae","Swartzia",NA,"Swartzia",NA,NA,"Faria, JEQ; Otoni, TJO","8037","2017","Southern America","Brasil","Minas Gerais","Capelinha","Região da Cachoeira, na margem da estrada entre Capelinha e Aricanduva, próximo a última","-42.555556","-17.810556","-42.555556","-17.810556",NA,NA,NA,NA,NA,"07","15",NA,"850","850",NA,NA,NA,NA,NA,NA,NA
"391","2019-12-19 09:39:05-03","UFVJM","HDJF",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Fabaceae","Swartzia",NA,"Swartzia",NA,NA,"Faria, JEQ; Otoni, TJO","8040","2017","Southern America","Brasil","Minas Gerais","Capelinha","Região da Cachoeira, na margem da estrada entre Capelinha e Aricanduva, próximo a última","-42.555556","-17.810556","-42.555556","-17.810556",NA,NA,NA,NA,NA,"07","15",NA,"850","850",NA,NA,NA,NA,NA,NA,NA
"392","2019-12-19 09:39:05-03","UFVJM","HDJF",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Fabaceae","Swartzia",NA,"Swartzia",NA,NA,"Faria, JEQ; Otoni, TJO","8040","2017","Southern America","Brasil","Minas Gerais","Capelinha","Região da Cachoeira, na margem da estrada entre Capelinha e Aricanduva, próximo a última","-42.555556","-17.810556","-42.555556","-17.810556",NA,NA,NA,NA,NA,"07","15",NA,"850","850",NA,NA,NA,NA,NA,NA,NA
"393","2019-12-19 09:39:05-03","UFVJM","HDJF",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Fabaceae","Swartzia",NA,"Swartzia",NA,NA,"Faria, JEQ; Otoni, TJO","8040","2017","Southern America","Brasil","Minas Gerais","Capelinha","Região da Cachoeira, na margem da estrada entre Capelinha e Aricanduva, próximo a última","-42.555556","-17.810556","-42.555556","-17.810556",NA,NA,NA,NA,NA,"07","15",NA,"850","850",NA,NA,NA,NA,NA,NA,NA
"394","2019-12-19 09:39:05-03","UFVJM","HDJF","6651","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Fabaceae","Tachigali","rugosa","Tachigali rugosa","Faria, JEQ","2017","Faria, JEQ; Gomes, RR; Santos, DMZ; Sousa, DN","7712","2017","Southern America","Brasil","Minas Gerais","Capelinha","RPPN Fartura da Cemig","-42.533611","-17.881111","-42.533611","-17.881111",NA,NA,"HDJF006651",NA,"(Mart. ex Benth.) Zarucchi & Pipoly","05","04",NA,"815","815",NA,"05",NA,NA,NA,NA,NA
