"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","identifiedBy","locality","occurrenceRemarks","phylum","order","recordNumber","continentOcean","preparationType","yearIdentified","infraspecificEpithet","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","minimumElevationInMeters","maximumElevationInMeters","class","relatedCatalogItem","individualCount","typeStatus"
"46","2019-12-16 18:25:51-03","NYBG","NYBG","00926094","PreservedSpecimen","Plantae","Melastomataceae","Microlicia","isophylla","Microlicia isophylla","DC.","A. P. Duarte","1948","01","10","Brazil","Minas Gerais","Carandaí","-43.8064","-20.9536","-43.8064","-20.9536","NY00926094","NY00926094","A. C. Brade","Cachoeira - Hermilo Alves.","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=999861 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","1106","South America","sheet","1953",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2019-12-16 16:51:31-03","NYBG","NYBG","01068103","PreservedSpecimen","Plantae","Asteraceae","Mikania","officinalis","Mikania officinalis","Mart.","A. P. Duarte","1946","02","20","Brazil","Minas Gerais","Carandaí","-43.8064","-20.9536","-43.8064","-20.9536","NY01068103","NY01068103","G. M. Barroso","Carandaí, margem da Estrada de ferro, km 417","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1221094 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Asterales","595","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2019-12-16 16:53:52-03","NYBG","NYBG","00955446","PreservedSpecimen","Plantae","Menyanthaceae","Nymphoides","indica","Nymphoides indica",NA,"A. F. M. Glaziou",NA,NA,NA,"Brazil","Minas Gerais","Carandaí","-43.8064","-20.9536","-43.8064","-20.9536","NY00955446","NY00955446",NA,"Brésil, Province de Minas. Carandahy.","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1029431 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Asterales","14104","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2019-12-16 17:52:58-03","NYBG","NYBG","00918327","PreservedSpecimen","Plantae","Lauraceae","Ocotea","corymbosa","Ocotea corymbosa","(Meisn.) Mez","A. P. Duarte","1965","01","06","Brazil","Minas Gerais","Carandaí","-43.8064","-20.9536","-43.8064","-20.9536","NY00918327","NY00918327","I. de Vattimo","Estrada da Capela Nova.","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=986846 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Laurales","8702","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2019-12-16 17:53:30-03","NYBG","NYBG","00918519","PreservedSpecimen","Plantae","Lauraceae","Ocotea","pulchella","Ocotea pulchella","(Nees & Mart.) Mez","A. P. Duarte","1952","11","19","Brazil","Minas Gerais","Carandaí","-43.8064","-20.9536","-43.8064","-20.9536","NY00918519","NY00918519","I. de Vattimo","Hermilo Alves.","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=988208 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Laurales","3465","South America","sheet","1953",NA,NA,NA,"09","14",NA,NA,NA,NA,NA,NA
"51","2019-12-16 18:09:24-03","NYBG","NYBG","1550509","PreservedSpecimen","Plantae","Passifloraceae","Passiflora","edulis","Passiflora edulis","Sims","A. P. Duarte","1946","12","03","Brazil","Minas Gerais","Carandaí","-43.8064","-20.9536","-43.8064","-20.9536","NY01550509","NY01550509","A. K. Hansen","Carandaí, Fazenda do Salgado.","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1821415 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Malpighiales","786","South America","sheet","2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2019-12-16 18:09:24-03","NYBG","NYBG","1550510","PreservedSpecimen","Plantae","Passifloraceae","Passiflora","edulis","Passiflora edulis","Sims","A. P. Duarte","1946","12","03","Brazil","Minas Gerais","Carandaí","-43.8064","-20.9536","-43.8064","-20.9536","NY01550510","NY01550510","A. P. Duarte","Carandaí, Fazenda do Salgado.","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1821422 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Malpighiales","786","South America","sheet","1947",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2019-12-16 18:09:25-03","NYBG","NYBG","1550511","PreservedSpecimen","Plantae","Passifloraceae","Passiflora","haematostigma","Passiflora haematostigma","Mart. ex Mast.","A. P. Duarte","1946","02","15","Brazil","Minas Gerais","Carandaí","-43.8064","-20.9536","-43.8064","-20.9536","NY01550511","NY01550511","L. K. Escobar","Carandaí","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1821424 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Malpighiales","481","South America","sheet","1989",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2019-12-16 18:09:26-03","NYBG","NYBG","00955139","PreservedSpecimen","Plantae","Passifloraceae","Passiflora","miersii","Passiflora miersii","Mast.","A. P. Duarte","1946","11","25","Brazil","Minas Gerais","Carandaí","-43.8064","-20.9536","-43.8064","-20.9536","NY00955139","NY00955139","A. P. Duarte",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1022893 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Malpighiales","636","South America","sheet","1947",NA,NA,NA,"02","22",NA,NA,NA,NA,NA,NA
"55","2019-12-16 17:09:37-03","NYBG","NYBG","00997022","PreservedSpecimen","Plantae","Pentaphylacaceae","Ternstroemia","brasiliensis","Ternstroemia brasiliensis","Cambess.","A. P. Duarte","1946","11","28","Brazil","Minas Gerais","Carandaí","-43.8064","-20.9536","-43.8064","-20.9536","NY00997022","NY00997022_01 NY00997022_02","A. P. Duarte","Brojão.","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1143502 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Ericales","704","South America","sheet","1949",NA,NA,NA,"01","07",NA,NA,NA,NA,NA,NA
"56","2019-12-16 19:16:50-03","NYBG","NYBG","920345","PreservedSpecimen","Plantae","Thelypteridaceae","Thelypteris","rivularioides","Thelypteris rivularioides","(Fée) Abbiatti","A. P. Duarte","1962","02","15","Brazil","Minas Gerais","Carandaí","-43.8064","-20.9536","-43.8064","-20.9536","NY00920345","NY00920345","A. Salino","Km 418 da E. F. C. do Brasil","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=988393 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Pteridophyta","Polypodiales","6362","South America","sheet","1997",NA,NA,NA,"01",NA,NA,NA,NA,NA,NA,NA
"57","2019-12-16 18:51:59-03","NYBG","NYBG","01021514","PreservedSpecimen","Plantae","Santalaceae","Thesium","aphyllum","Thesium aphyllum","A.DC. ex Mart.","A. P. Duarte","1952","10","25","Brazil","Minas Gerais","Carandaí","-43.8064","-20.9536","-43.8064","-20.9536","NY01021514","NY01021514",NA,"Santa Cecília.","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1101960 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Santalales","s.n.","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2019-12-16 18:27:12-03","NYBG","NYBG","00941639","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","canescens","Tibouchina canescens","(D.Don) Cogn.","A. P. Duarte","1946","11","14","Brazil","Minas Gerais","Carandaí","-43.8064","-20.9536","-43.8064","-20.9536","NY00941639","NY00941639","A. C. Brade","Crespo.","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1017846 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","441","South America","sheet","1948",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2019-12-16 18:28:20-03","NYBG","NYBG","00942050","PreservedSpecimen","Plantae","Melastomataceae","Trembleya","phlogiformis","Trembleya phlogiformis","DC.","A. P. Duarte","1948","01","10","Brazil","Minas Gerais","Carandaí","-43.8064","-20.9536","-43.8064","-20.9536","NY00942050","NY00942050","A. C. Brade","Cachoeira - Hermilo Alves.","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1023240 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","1104","South America","sheet","1953",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2019-12-16 17:51:39-03","NYBG","NYBG","00589813","PreservedSpecimen","Plantae","Verbenaceae","Verbena","phlogiflora","Verbena phlogiflora","Cham.","A. P. Duarte","1946","11","15","Brazil","Minas Gerais","Carandaí","-43.8064","-20.9536","-43.8064","-20.9536","NY00589813","NY00589813","H. N. Moldenke","Crespo, Carandaí","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=250199 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Lamiales","484","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2019-12-16 17:51:39-03","NYBG","NYBG","00956721","PreservedSpecimen","Plantae","Verbenaceae","Verbena","phlogiflora","Verbena phlogiflora","Cham.","A. P. Duarte","1946","11","16","Brazil","Minas Gerais","Carandaí","-43.8064","-20.9536","-43.8064","-20.9536","NY00956721","NY00956721","H. N. Moldenke","Quilometro 416 da E.F.C.B.","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1078778 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Lamiales","s.n.","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2019-12-16 18:05:44-03","NYBG","NYBG","1801429","PreservedSpecimen","Plantae","Hypericaceae","Vismia","magnoliifolia","Vismia magnoliifolia","Cham. & Schltdl.","A. P. Duarte","1946","11","15","Brazil","Minas Gerais","Carandaí","-43.8064","-20.9536","-43.8064","-20.9536","NY01801429","NY01801429","N. K. B. Robson","Crespo, Carandaí","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2027565 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Malpighiales","480","South America","sheet","2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2020-02-03 10:43:05-03","UNESP-IBB","BOTU","32989","PreservedSpecimen","Plantae","Fabaceae","Poiretia","punctata","Poiretia punctata","(Willd.) Desv.","Duarte, A.P.","1946","11","27","Brasil","Minas Gerais","Carandaí","-43.8064002990723","-20.9535999298096",NA,NA,"BOTU032989",NA,"Duarte, A.P.",NA,NA,NA,NA,"654",NA,NA,"2009",NA,"23079","auto","08",NA,NA,NA,NA,NA,NA,NA
"64","2020-02-03 10:29:12-03","UNESP-IBB","BOTU","10212","PreservedSpecimen","Plantae","Annonaceae","Rollinia",NA,"Rollinia",NA,"Duarte, A.P.","1965","01","06","Brasil","Minas Gerais","Carandaí","-43.8064002990723","-20.9535999298096",NA,NA,"BOTU010212","BOTU010212",NA,NA,"Pequena árvore de formação ciliar.",NA,NA,"8700",NA,NA,NA,NA,"23079","auto",NA,NA,NA,NA,NA,NA,NA,NA
"65","2020-02-03 10:31:53-03","UNESP-IBB","BOTU","32971","PreservedSpecimen","Plantae","Fabaceae","Eriosema","campestre","Eriosema campestre","(Grear) Fortunato","Duarte, A.P.","1946","11","16","Brasil","Minas Gerais","Carandaí","-43.8064002990723","-20.9535999298096",NA,NA,"BOTU032971",NA,"Perez, A.P.F.","Crespo",NA,NA,NA,"500",NA,NA,"2011",NA,"23079","auto","04","28",NA,NA,NA,NA,NA,NA
"66","2020-03-04 11:49:15-03","UFRJ","RFA","17750","Preservedecimen","Plantae","Fabaceae","Crotalaria","foliosa","Crotalaria foliosa","Benth.","A.P. Duarte","1965","01","08","Brasil","Minas Gerais","Carandaí","-43.8064002990723","-20.9535999298096",NA,NA,"RFA14955",NA,"V.Perazzo",NA,"Planta de solo úmido as vezes formando colonias",NA,NA,"8716",NA,NA,"1975",NA,"23079","auto",NA,NA,NA,NA,NA,NA,NA,NA
"67","2019-11-04 10:47:01-03","UFRJ","RFA","12203","Preservedecimen","Plantae","Lycopodiaceae","Lycopodium",NA,"Lycopodium",NA,"Duarte, A.P","1968","03","03","Brasil","Minas Gerais","Carandaí","-43.8064002990723","-20.9535999298096",NA,NA,"RFA41669",NA,NA,NA,NA,NA,NA,"10609",NA,NA,NA,NA,"23079","auto",NA,NA,NA,NA,NA,NA,NA,NA
"68","2020-03-04 11:49:54-03","UFRJ","RFA","7305","Preservedecimen","Plantae","Myrtaceae","Myrciaria","minensis","Myrciaria minensis","O.Berg","A.P. Duarte","1958","12",NA,"Brasil","Minas Gerais","Carandaí","-43.8064002990723","-20.9535999298096",NA,NA,"RFA26878",NA,NA,NA,"Árvore pequena copada, ótima madeira para mourão de cerca",NA,NA,"4624",NA,NA,NA,NA,"23079","auto",NA,NA,NA,NA,NA,NA,NA,NA
"69","2019-11-04 10:44:21-03","UFRJ","RFA","10752","Preservedecimen","Plantae","Asteraceae","Polymnia",NA,"Polymnia","L.","A. P. Duarte","1968","03","03","Brasil","Minas Gerais","Carandaí","-43.8064002990723","-20.9535999298096",NA,NA,"RFA10759",NA,NA,NA,NA,NA,NA,"10785",NA,NA,NA,NA,"23079","auto",NA,NA,NA,NA,NA,NA,NA,NA
"70","2020-03-04 11:49:14-03","UFRJ","RFA","10550","Preservedecimen","Plantae","Fabaceae","Crotalaria",NA,"Crotalaria",NA,"A. P. Duarte","1965","01","08","Brasil","Minas Gerais","Carandaí","-43.8064002990723","-20.9535999298096",NA,NA,"RFA10498",NA,NA,"Corte da Pedra","Planta de solo aluvião",NA,NA,"8717",NA,NA,NA,NA,"23079","auto",NA,NA,NA,NA,NA,NA,NA,NA
"71","2020-03-04 11:49:15-03","UFRJ","RFA","17748","Preservedecimen","Plantae","Fabaceae","Crotalaria","brachystachya","Crotalaria brachystachya","Benth.","A.P. Duarte","1965","01","08","Brasil","Minas Gerais","Carandaí","-43.8064002990723","-20.9535999298096",NA,NA,"RFA14952",NA,"V. Perazzo","Corte de Pedra","Planta de solo de aluvião, margem de rio",NA,NA,"8717",NA,NA,"1975",NA,"23079","auto","10","22",NA,NA,NA,NA,NA,NA
"72","2020-03-04 11:49:15-03","UFRJ","RFA","10541","Preservedecimen","Plantae","Fabaceae","Crotalaria","martiana","Crotalaria martiana","Benth.","A.P. Duarte","1965","01","08","Brasil","Minas Gerais","Carandaí","-43.8064002990723","-20.9535999298096",NA,NA,"RFA10474",NA,"A.S. Flores","Corte de Pedra","Planta de solo úmido as vezes formando colonias",NA,NA,"8716",NA,NA,"2002",NA,"23079","auto",NA,NA,NA,NA,NA,NA,NA,NA
"73","2019-11-04 10:46:33-03","UFRJ","RFA","13562","Preservedecimen","Plantae","Hypericaceae","Vismia",NA,"Vismia",NA,"A.P. Duarte","1946","11","15","Brasil","Minas Gerais","Carandaí","-43.8064002990723","-20.9535999298096",NA,NA,"RFA36097",NA,NA,"Crespo",NA,NA,NA,"480",NA,NA,NA,NA,"23079","auto",NA,NA,NA,NA,NA,NA,NA,NA
"74","2019-11-04 10:45:38-03","UFRJ","RFA","13835","Preservedecimen","Plantae","Escalloniaceae","Escallonia","hispida","Escallonia hispida","(Vell.) Sleumer","A.P. Duarte","1946","11","15","Brasil","Minas Gerais","Carandaí","-43.8064002990723","-20.9535999298096",NA,NA,"RFA48672",NA,"Felipe Zapata","Crespo e Fumaça",NA,NA,NA,"490",NA,NA,"2010",NA,"23079","auto",NA,NA,NA,NA,NA,NA,NA,NA
"75","2019-11-04 10:49:37-03","UFRJ","RFA","13997","Preservedecimen","Plantae","Winteraceae","Drimys","brasiliensis","Drimys brasiliensis","Miers","A.P. Duarte","1946","11","18","Brasil","Minas Gerais","Carandaí","-43.8064002990723","-20.9535999298096",NA,NA,"RFA51167",NA,"A.P. Duarte","Crespo, km 416 e Estrada do Quebracambão",NA,NA,NA,"541",NA,NA,"1947",NA,"23079","auto","01","03",NA,NA,NA,NA,NA,NA
"76","2019-11-04 10:46:52-03","UFRJ","RFA","35317","Preservedecimen","Plantae","Lauraceae",NA,NA,NA,NA,"Cláudia M. Vieira; O. Samor; R. Darigo","2006","09","21","Brasil","Minas Gerais","Carandaí","-43.8064002990723","-20.9535999298096",NA,NA,"RFA28333",NA,NA,"RPPN Jurema (CSN)","Árvore. Folhas verdes discolores. Flores brancas",NA,NA,"1735",NA,NA,NA,NA,"23079","auto",NA,NA,"929","929",NA,NA,NA,NA
"77","2019-11-04 10:48:13-03","UFRJ","RFA","35318","Preservedecimen","Plantae","Piperaceae","Piper",NA,"Piper",NA,"Cláudia M. Vieira; O. Samor; R. Darigo","2006","09","21","Brasil","Minas Gerais","Carandaí","-43.8064002990723","-20.9535999298096",NA,NA,"RFA22735",NA,NA,"RPPN Jurema (CSN)","Subarbusto. Folhas verdes discolores. Inflorescência esverdeada",NA,NA,"1736",NA,NA,NA,NA,"23079","auto",NA,NA,"929","929",NA,NA,NA,NA
"78","2019-09-24 11:00:02-03","EAO","IAN","108111","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina",NA,"Tibouchina",NA,"Magalhães, MG","1953","06","23","Brasil","Minas Gerais","Carandaí","-43.8064002990723","-20.9535999298096",NA,NA,"IAN108111",NA,NA,"30km O da cidade de Carandaí.Margem de capoeira ciliar de Côrrego.",NA,"Dicotiledônea",NA,"s.n.","Southern America",NA,NA,NA,"23079","auto",NA,NA,NA,NA,NA,NA,NA,NA
"79","2019-09-24 10:34:28-03","EAO","IAN","107585","PreservedSpecimen","Plantae","Lamiaceae","Salvia",NA,"Salvia",NA,"Magalhães, MG","1953","04","23","Brasil","Minas Gerais","Carandaí","-43.8064002990723","-20.9535999298096",NA,NA,"IAN107585",NA,"Harley, RM","Campo limpo, graminoso, 2km O da cidade.",NA,NA,NA,"5873","Southern America",NA,"2014",NA,"23079","auto","11","25",NA,NA,NA,NA,NA,NA
"80","2019-09-24 10:50:22-03","EAO","IAN","107584","PreservedSpecimen","Plantae","Euphorbiaceae","Croton",NA,"Croton",NA,"Magalhães, M","1953","04","23","Brasil","Minas Gerais","Carandaí","-43.8064002990723","-20.9535999298096",NA,NA,"IAN107584",NA,NA,"Campo limpo, graminso margem da estrada 2km O. da cidade.","Subarbusto 0,50 -1,00m; flor amarela.","Dicotiledônea",NA,"5872","Southern America",NA,NA,NA,"23079","auto",NA,NA,NA,NA,NA,NA,NA,NA
"81","2019-09-24 11:05:35-03","EAO","IAN","94626","PreservedSpecimen","Plantae","Santalaceae","Thesium","aphyllum","Thesium aphyllum","Mart.","Duarte, AP","1952","10","25","Brasil","Minas Gerais","Carandaí","-43.8064002990723","-20.9535999298096",NA,NA,"IAN094626",NA,NA,"Santa Cecília. Solo turfoso profundo, associação muito variada.","Planta de brejo, ácido.","Dicotiledônea",NA,"3586","Southern America",NA,NA,NA,"23079","auto",NA,NA,NA,NA,NA,NA,NA,NA
"82","2019-09-24 10:55:45-03","EAO","IAN","107586","PreservedSpecimen","Plantae","Leguminosae-Cercidoideae","Bauhinia",NA,"Bauhinia","L.","Magalhães, MG","1953","04","24","Brasil","Minas Gerais","Carandaí","-43.8064002990723","-20.9535999298096",NA,NA,"IAN107586",NA,NA,"Capoeiras e lugares devastados 10Km S da cidade.",NA,"Dicotiledônea",NA,"5886","Southern America",NA,NA,NA,"23079","auto",NA,NA,NA,NA,NA,NA,NA,NA
"83","2013-07-03 11:21:39-03","EBDA","BAH","5","S","Plantae","Polygalaceae","Polygala","tenuis","Polygala tenuis","DC.","Aparicio P. Duarte","1948","11","18","Brasil","Minas Gerais","Carandai Crespo",NA,NA,NA,NA,NA,NA,"Brade",NA,NA,NA,NA,"789",NA,NA,"1948",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2013-07-03 11:05:00-03","EBDA","BAH","146","S","Plantae","Lamiaceae","Salvia","salicifolia","Salvia salicifolia","Pohl","Aparicio P. Duarte","1946","12","21","Brasil","Minas Gerais","Carandaí","-43.8064","-20.9536",NA,NA,NA,NA,"Brade","Serra do Dende","Planta com corola cor de abobora sub arbusto até 2m",NA,NA,"757",NA,NA,"1949",NA,"23079","auto",NA,NA,NA,NA,NA,NA,NA,NA
"85","2013-07-03 11:07:59-03","EBDA","BAH","147","S","Plantae","Malpighiaceae","Heteropterys","umbellata","Heteropterys umbellata","A.Juss.","Aparicio P. Duarte","1946","11","14","Brasil","Minas Gerais","Carandai","-43.8064","-20.9536",NA,NA,NA,NA,"Edmundo Pereira","Crespo.","Flores roseas.",NA,NA,"457",NA,NA,"1947",NA,"23079","auto","07",NA,NA,NA,NA,NA,NA,NA
"86","2013-07-03 11:13:28-03","EBDA","BAH","153","S","Plantae","Melastomataceae","Leandra","purpurascens","Leandra purpurascens","(DC.) Cogn.","Apparicio Pereira Duarte","1946","11",NA,"Brasil","Minas Gerais","Carandai","-43.8064","-20.9536",NA,NA,NA,NA,"Brade",NA,NA,NA,NA,NA,NA,NA,"1946",NA,"23079","auto","11",NA,NA,NA,NA,NA,NA,NA
"87","2019-07-11 10:14:32-03","ESALQ","ESA","102660","S","Plantae","Thymelaeaceae","Daphnopsis","utilis","Daphnopsis utilis",NA,"N. F. O. Mota","2006","02","08","Brasil","Minas Gerais","Carandaí","-43.8064002990723","-20.9535999298096",NA,NA,"ESA102660",NA,"Mota, N.F.O.",NA,NA,"Magnoliophyta",NA,"551",NA,NA,"2006",NA,"23079","auto",NA,NA,NA,NA,NA,NA,NA,NA
"88","2019-07-11 10:14:32-03","ESALQ","ESA","103503","S","Plantae","Thymelaeaceae","Daphnopsis","utlis","Daphnopsis utlis",NA,"Mota, N.F.O.","2006","02","08","Brasil","Minas Gerais","Carandaí","-43.8064002990723","-20.9535999298096",NA,NA,"ESA103503",NA,"Mota, N.F.O.",NA,NA,"Magnoliophyta",NA,"551",NA,NA,"2006",NA,"23079","auto",NA,NA,NA,NA,NA,NA,NA,NA
