"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","typeStatus","class","monthIdentified","dayIdentified","previousCatalogNumber","infraspecificEpithet","individualCount"
"309","2019-11-13 11:30:57-03","USP","SPF","204124","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Metrodorea","nigra","Metrodorea nigra","A.St.-Hil.","Pirani, JR","2010","Folli, DA","6480","2009","11","25",NA,"Brasil","Espírito Santo","Rio Bananal","Estrada Córrego Primavera. Capoeirão.","-40.3333015441895","-19.2649993896484",NA,NA,NA,"Árvore. 5 m alt. Flor vermelha.","SPF00204124",NA,NA,NA,"22148","auto",NA,NA,"03",NA,NA,NA,NA
"310","2019-11-13 11:30:57-03","USP","SPF","196908","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Metrodorea","nigra","Metrodorea nigra","A.St.-Hil.","Pirani, JR","2010","Folli, DA","6480","2009","11","25",NA,"Brasil","Espírito Santo","Rio Bananal","Estrada Córrego Primavera. Capoeirão.","-40.3333015441895","-19.2649993896484",NA,NA,NA,"Árvore. 5 m alt. Flor vermelha.","SPF00196908",NA,NA,NA,"22148","auto",NA,NA,"03",NA,NA,NA,NA
"311","2020-03-19 10:53:53-03","UEFS","HUEFS","198322","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Cercidoideae","Bauhinia","forficata","Bauhinia forficata","Link",NA,NA,"Vervloet, R.R.","3102","2007","08","01",NA,"Brasil","Espírito Santo","Rio Bananal","Alto Mun. De Rio Bananal.","-40.416389","-19.248889","40W24'59''","19S14'56''",NA,NA,"HUEFS0198322","HUEFS0198322","300","450",NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA
"312","2019-10-07 09:24:10-03","UEFS","HUEFS","199748","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae",NA,NA,NA,NA,NA,NA,"Verveloet, R.","3085","2007","08","01",NA,"Brasil","Espírito Santo","Rio Bananal","Alto município de Rio Bananal.","-40.416389","-19.248889","40W24'59''","19S14'56''",NA,NA,"HUEFS0199748",NA,"300","450",NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA
"313","2019-10-07 09:24:11-03","UEFS","HUEFS","204599","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae",NA,NA,NA,NA,NA,NA,"Vervloet, R.R.","3111","2007","08","01",NA,"Brasil","Espírito Santo","Rio Bananal","Alto Mun. de Rio Bananal.","-40.416389","-19.248889","40W24'59''","19S14'56''",NA,NA,"HUEFS0204599",NA,"300","450",NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA
"314","2020-03-19 10:52:00-03","UEFS","HUEFS","204565","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Caesalpinioideae","Moldenhawera","papillanthera","Moldenhawera papillanthera","L.P.Queiroz et al.","C.V.Vivas","2015","Demuner, V.","4473","2007","11","06",NA,"Brasil","Espírito Santo","Rio Bananal","Alto Bananal, prop.: Jonas Grassi. Interior de mata secundária.","-40.419167","-19.247778","40W25'9''","19S14'52''",NA,NA,"HUEFS0204565","HUEFS0204565","280","400",NA,NA,NA,"Rosanae","01",NA,NA,NA,NA
"315","2019-11-22 16:07:26-03","UEFS","HUEFS","223444","PreservedSpecimen","Plantae","Angiospermae","Ericales","Sapotaceae","Sarcaulus","brasiliansis","Sarcaulus brasiliansis","(A.DC.) Eyma",NA,NA,NA,"6869","2012","06","14",NA,"Brasil","Espírito Santo","Rio Bananal","Rio Bananal. Estrada Primavera.","-40.354167","-19.223056","40W21'15''","19S13'23''",NA,"Mata cilliar.","HUEFS0223444","HUEFS0223444","190","190",NA,NA,NA,"Asteranae",NA,NA,NA,NA,NA
"316","2020-03-19 10:53:27-03","UEFS","HUEFS","198370","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Piptadenia","paniculata","Piptadenia paniculata","Benth.",NA,NA,NA,"6553","2010","03","03",NA,"Brasil","Espírito Santo","Rio Bananal",NA,"-40.3333015441895","-19.2649993896484",NA,NA,NA,NA,"HUEFS0198370",NA,NA,NA,"22148","auto",NA,"Rosanae",NA,NA,NA,NA,NA
"317","2020-03-19 10:53:32-03","UEFS","HUEFS","196524","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Pseudopiptadenia",NA,"Pseudopiptadenia",NA,NA,NA,NA,"6634","2010","06","02",NA,"Brasil","Espírito Santo","Rio Bananal","Estrada R. Bananal à S.J.I.","-40.3333015441895","-19.2649993896484",NA,NA,NA,"Capoeirão","HUEFS0196524",NA,NA,NA,"22148","auto",NA,"Rosanae",NA,NA,NA,NA,NA
"318","2020-03-19 10:53:34-03","UEFS","HUEFS","208922","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Pseudopiptadenia","warmingii","Pseudopiptadenia warmingii","(Benth.) G.P.Lewis & M.P.Lima",NA,NA,NA,"6634","2010","06","02",NA,"Brasil","Espírito Santo","Rio Bananal","Estrada Rio Bananal à S.J.I.","-40.3333015441895","-19.2649993896484",NA,NA,NA,"Capoeirão.","HUEFS0208922",NA,"118","118","22148","auto",NA,"Rosanae",NA,NA,NA,NA,NA
"319","2020-03-19 10:53:34-03","UEFS","HUEFS","199285","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Pseudopiptadenia","contorta","Pseudopiptadenia contorta","(DC.) G.P.Lewis & M.P.Lima",NA,NA,NA,"6556","2010","03","03",NA,"Brasil","Espírito Santo","Rio Bananal","Rio Bananal.","-40.3333015441895","-19.2649993896484",NA,NA,NA,"Mata Ciliar.","HUEFS0199285",NA,NA,NA,"22148","auto",NA,"Rosanae",NA,NA,NA,NA,NA
"320","2020-03-19 10:53:31-03","UEFS","HUEFS","199275","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Plathymenia","foliolosa","Plathymenia foliolosa","Benth.",NA,NA,NA,"5827","2008","01","06",NA,"Brasil","Espírito Santo","Rio Bananal","Rio Bananal a São Rafael.","-40.3333015441895","-19.2649993896484",NA,NA,NA,NA,"HUEFS0199275",NA,NA,NA,"22148","auto",NA,"Rosanae",NA,NA,NA,NA,NA
"321","2020-03-19 10:53:32-03","UEFS","HUEFS","208908","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Plathymenia","reticulata","Plathymenia reticulata","Benth.",NA,NA,NA,"5827","2008","01","06",NA,"Brasil","Espírito Santo","Rio Bananal","Rio Bananal. Estrada rio Bananal à São Rafael.","-40.3333015441895","-19.2649993896484",NA,NA,NA,NA,"HUEFS0208908",NA,"6000","6000","22148","auto",NA,"Rosanae",NA,NA,NA,NA,NA
"322","2016-10-10 10:39:55-03","MOBOT","MOBOT_BR","100360261","S","Plantae",NA,NA,"Thymelaeaceae","Funifera","grandifolia","Funifera grandifolia","Domke","L. Rossi (SP)","1997","Jacquelyn A. Kallunki|et al.","Kallunki 710","1995","04","21","South America","Brazil","Espírito Santo","Rio Bananal","Faz. Sao Jorge, 18 km from church in Bananal on paved road from Bananal to Novo Brasil, behind house","-40.4166667","-19.2","-40.4166667","-19.2000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"323","2019-12-04 16:39:49-03","FFCLRP","SPFR","11822","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Adiantum",NA,"Adiantum","L.",NA,NA,"Bruniera, C.P.; Groppo, M.; Bueno, G.M.","144","2009","01","26",NA,"Brasil","Espírito Santo","Rio Bananal","Fazenda Giubertti; estrada pavimentada para Novo Brasil, ca. 18km a partir da Igreja Matriz de Rio Bananal; Entrada de terra do lado esquerdo sentido Novo Brasil","-40.347667","-19.151639","40o20'51,6W","19o09'05,9S",NA,"Remanescente de mata em topo de morro acima de cafezal.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"324","2019-12-04 16:39:49-03","FFCLRP","SPFR","14161","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Conchocarpus","bellus","Conchocarpus bellus","Kallunki","Groppo, M.","2009","Groppo, M.; Bruniera, C.P.; Bueno, G.M.","1825","2009","01","26",NA,"Brasil","Espírito Santo","Rio Bananal","Estrada Rio Bananal - Novo Brasil.","-40.357972","-19.143833","40o21'28.7W","19o08'37.8S",NA,"(Ponto da casa da propriedade). Estrada de terra da propriedade Giubertii, próximo à rodovia, propriedade de Paulo Roberto, ca. 14km da Igreja de Rio Bananal. Morro com solo argiloso e plantação de café no sopé e mata semidecídua no topo, parcialmente de",NA,NA,"81","81",NA,NA,NA,NA,"01",NA,NA,NA,NA
"325","2019-12-04 16:39:51-03","FFCLRP","SPFR","14163","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Conchocarpus","bellus","Conchocarpus bellus","Kallunki","Groppo, M.","2009","Groppo, M.; Bruniera, C.P.; Bueno, G.M.","1824","2009","01","26",NA,"Brasil","Espírito Santo","Rio Bananal","Estrada Rio Bananal - Novo Brasil.","-40.357972","-19.143833","40o21'28.7W","19o08'37.8S",NA,"(Ponto da casa da propriedade). Estrada de terra da propriedade Giubertii, próximo à rodovia, propriedade de Paulo Roberto, ca. 14km da Igreja de Rio Bananal. Morro com solo argiloso e plantação de café no sopé e mata semidecídua no topo, parcialmente de",NA,NA,"81","81",NA,NA,NA,NA,"01",NA,NA,NA,NA
"326","2019-12-04 16:39:51-03","FFCLRP","SPFR","14185","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Conchocarpus","bellus","Conchocarpus bellus","Kallunki","Groppo, M.","2009","Groppo, M.; Bruniera, C.P.; Bueno, G.M.","1826","2009","01","26",NA,"Brasil","Espírito Santo","Rio Bananal","Estrada Rio Bananal - Novo Brasil.","-40.357972","-19.143833","40o21'28.7W","19o08'37.8S",NA,"(Ponto da casa da propriedade). Estrada de terra da propriedade Giubertii, próximo à rodovia, propriedade de Paulo Roberto, ca. 14km da Igreja de Rio Bananal. Morro com solo argiloso e plantação de café no sopé e mata semidecídua no topo, parcialmente de",NA,NA,"81","81",NA,NA,NA,NA,"01",NA,NA,NA,NA
"327","2019-12-04 16:39:51-03","FFCLRP","SPFR","13764","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Conchocarpus","cauliflorus","Conchocarpus cauliflorus","Pirani","Groppo, M.","2009","Groppo, M.; Bruniera, C.P.; Bueno, G.M.","1845","2009","01","27",NA,"Brasil","Espírito Santo","Rio Bananal","Região da Lagoa Nova (estrada Linhares- Rio Bananal)","-40.197528","-19.317833","40o11'51.1W","19o19'04.2S",NA,"(Ponto da parada do carro, não do remanescente), aos 24km estrada à esquerda para o São Bento, depois esquerda para Lagoa Nova, ca 3km depois da ramificação bifurcação Bagueiras-São Valentim, sentido Bagueiras. Remanescente de mata semi-decídua em elevaç",NA,NA,"54","54",NA,NA,NA,NA,"01",NA,NA,NA,NA
"328","2019-12-04 16:39:51-03","FFCLRP","SPFR","13766","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Conchocarpus","cauliflorus","Conchocarpus cauliflorus","Pirani","Groppo, M.","2009","Groppo, M.; Bruniera, C.P.; Bueno, G.M.","1844","2009","01","26",NA,"Brasil","Espírito Santo","Rio Bananal","Região da Lagoa Nova (estrada Linhares- Rio Bananal)","-40.197528","-19.317833","40o11'51.1W","19o19'04.2S",NA,"(Ponto da parada do carro, não do remanescente), aos 24km estrada à esquerda para o São Bento, depois esquerda para Lagoa Nova, ca 3km depois da ramificação bifurcação Bagueiras-São Valentim, sentido Bagueiras. Remanescente de mata semi-decídua em elevaç",NA,NA,"54","54",NA,NA,NA,NA,"01",NA,NA,NA,NA
"329","2019-12-04 16:39:51-03","FFCLRP","SPFR","14183","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Conchocarpus","cauliflorus","Conchocarpus cauliflorus","Pirani","Groppo, M.","2009","Groppo, M.; Bruniera, C.P.; Bueno, G.M.","1843","2009","01","27",NA,"Brasil","Espírito Santo","Rio Bananal","Região da Lagoa Nova (estrada Linhares- Rio Bananal)","-40.197528","-19.317833","40o11'51.1W","19o19'04.2S",NA,"(Ponto da parada do carro, não do remanescente), aos 24km estrada à esquerda para o São Bento, depois esquerda para Lagoa Nova, ca 3km depois da ramificação bifurcação Bagueiras-São Valentim, sentido Bagueiras. Remanescente de mata semi-decídua em elevaç",NA,NA,"54","54",NA,NA,NA,NA,"01",NA,NA,NA,NA
"330","2019-12-04 16:39:51-03","FFCLRP","SPFR","14144","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Conchocarpus","fissicalyx","Conchocarpus fissicalyx","Pirani","Bruniera, C.P & Groppo, M.","2009","Groppo, M.; Bruniera, C.P.; Bueno, G.M.","1838","2009","01","26",NA,"Brasil","Espírito Santo","Rio Bananal","Estrada Rio Bananal - Novo Brasil.","-40.347667","-19.151639","40o20'51.6W","19o09'05.9S",NA,"Ca. 18km da Igreja Matriz de Rio Bananal, aí estrada de terra ao lado esquerdo sentido Novo Brasil, Fazenda Giubertii, próximo à rodovia, propriedade de Paulo Roberto. Morro com solo argiloso e plantação de café no sopé e mata semidecídua no topo, emerge",NA,NA,"96","96",NA,NA,NA,NA,"01",NA,NA,NA,NA
"331","2019-12-04 16:39:51-03","FFCLRP","SPFR","14145","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Conchocarpus","fissicalyx","Conchocarpus fissicalyx","Pirani","Bruniera, C.P & Groppo, M.","2009","Groppo, M.; Bruniera, C.P.; Bueno, G.M.","1837","2009","01","26",NA,"Brasil","Espírito Santo","Rio Bananal","Estrada Rio Bananal - Novo Brasil.","-40.347667","-19.151639","40o20'51.6W","19o09'05.9S",NA,"Ca. 18km da Igreja Matriz de Rio Bananal, aí estrada de terra ao lado esquerdo sentido Novo Brasil, Fazenda Giubertii, próximo à rodovia, propriedade de Paulo Roberto. Morro com solo argiloso e plantação de café no sopé e mata semidecídua no topo, emerge",NA,NA,"96","96",NA,NA,NA,NA,"01",NA,NA,NA,NA
"332","2019-12-04 16:39:51-03","FFCLRP","SPFR","14903","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Conchocarpus","fissicalyx","Conchocarpus fissicalyx","Pirani","Bruniera, C.P & Groppo, M.","2009","Groppo, M.; Bruniera, C.P.; Bueno, G.M.","1839","2009","01","26",NA,"Brasil","Espírito Santo","Rio Bananal","Estrada Rio Bananal - Novo Brasil.","-40.347667","-19.151639","40o20'51.6W","19o09'05.9S",NA,"Ca. 18km da Igreja Matriz de Rio Bananal, aí estrada de terra ao lado esquerdo sentido Novo Brasil, Fazenda Giubertii, próximo à rodovia, propriedade de Paulo Roberto. Morro com solo argiloso e plantação de café no sopé e mata semidecídua no topo, emerge",NA,NA,"96","96",NA,NA,NA,NA,"01",NA,NA,NA,NA
"333","2019-12-04 16:39:51-03","FFCLRP","SPFR","14179","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Conchocarpus","longifolius","Conchocarpus longifolius","(A. St.-Hil.) Kallunki & Pirani","Groppo, M.","2009","Groppo, M.; Bruniera, C.P.; Bueno, G.M.","1846","2009","01","27",NA,"Brasil","Espírito Santo","Rio Bananal","Região da Lagoa Nova (estrada Linhares- Rio Bananal)","-40.197528","-19.317833","40o11'51.1W","19o19'04.2S",NA,"(Ponto da parada do carro, não do remanescente), aos 24km estrada à esquerda para o São Bento, depois esquerda para Lagoa Nova, ca 3km depois da ramificação bifurcação Bagueiras-São Valentim, sentido Bagueiras. Remanescente de mata semi-decídua em elevaç",NA,NA,"54","54",NA,NA,NA,NA,"01",NA,NA,NA,NA
"334","2019-12-04 16:39:51-03","FFCLRP","SPFR","13787","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Conchocarpus","macrocarpus","Conchocarpus macrocarpus","(Engl.) Kallunki & Pirani","Groppo, M.","2009","Groppo, M.; Bruniera, C.P.; Bueno, G.M.","1829","2009","01","26",NA,"Brasil","Espírito Santo","Rio Bananal","Estrada Rio Bananal - Novo Brasil. Estrada de terra da propriedade Fazenda Giubertii, próximo à rodovia, propriedade Paulo Roberto, ca. 14km da Igreja de Rio Bananal.","-40.357972","-19.143833","40o21'28.7W","19o08'37.8S",NA,"Morro com solo argiloso e plantação de café no sopé e mata semidecídua no topo, parcialmente degradada, emergentes ca. 20m de alt., com dossel descontínuo.",NA,NA,"81","81",NA,NA,NA,NA,"01",NA,NA,NA,NA
"335","2019-12-04 16:39:51-03","FFCLRP","SPFR","13789","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Conchocarpus","macrocarpus","Conchocarpus macrocarpus","(Engl.) Kallunki & Pirani","Groppo, M.","2009","Groppo, M.; Bruniera, C.P.; Bueno, G.M.","1830","2009","01","26",NA,"Brasil","Espírito Santo","Rio Bananal","Estrada Rio Bananal - Novo Brasil. Estrada de terra da propriedade Fazenda Giubertii, próximo à rodovia, propriedade Paulo Roberto, ca. 14km da Igreja de Rio Bananal.","-40.357972","-19.143833","40o21'28.7W","19o08'37.8S",NA,"Morro com solo argiloso e plantação de café no sopé e mata semidecídua no topo, parcialmente degradada, emergentes ca. 20m de alt., com dossel descontínuo.",NA,NA,"81","81",NA,NA,NA,NA,"01",NA,NA,NA,NA
"336","2019-12-04 16:39:51-03","FFCLRP","SPFR","14900","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Conchocarpus","macrophyllus","Conchocarpus macrophyllus","J.C.Mikan","Groppo, M.","2009","Groppo, M.; Bruniera, C.P.; Bueno, G.M.","1831","2009","01","26",NA,"Brasil","Espírito Santo","Rio Bananal","Estrada Rio Bananal - Novo Brasil. Estrada de terra da propriedade Fazenda Giubertii, próximo à rodovia, propriedade Paulo Roberto, ca. 14km da Igreja de Rio Bananal.","-40.357972","-19.143833","40o21'28.7W","19o08'37.8S",NA,"Morro com solo argiloso e plantação de café no sopé e mata semidecídua no topo, parcialmente degradada, emergentes ca. 20m de alt., com dossel descontínuo.",NA,NA,"81","81",NA,NA,NA,NA,"01",NA,NA,NA,NA
"337","2019-12-04 16:39:51-03","FFCLRP","SPFR","11113","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Conchocarpus","rubrus","Conchocarpus rubrus","(A. St.-Hil.) Bruniera & Groppo","Bruniera, C.P.","2015","Demuner, V.; Cruz, T.; Vervloet, R.R.; Bausen, E.","3777","2007","04","25",NA,"Brasil","Espírito Santo","Rio Bananal","Alto Bananal - proprietário Jonas Graci.","-40.416389","-19.248889","40o24'59W","19o14'56S",NA,"Borda de Mata",NA,NA,"300","600",NA,NA,NA,NA,NA,NA,NA,NA,NA
"338","2019-12-04 16:39:51-03","FFCLRP","SPFR","14902","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Esenbeckia","grandiflora","Esenbeckia grandiflora","Mart.","Groppo, M.","2009","Groppo, M.; Bruniera, C.P.; Bueno, G.M.","1827","2009","01","26",NA,"Brasil","Espírito Santo","Rio Bananal","Estrada Rio Bananal - Novo Brasil (ponto da casa da propriedade). Estrada de terra da propriedade Fazenda Giubertii, próximo à rodovia, propriedade de Paulo Roberto, ca. 14km da Igreja de Rio Bananal.","-40.357972","-19.143833","40o21'28.7W","19o08'37.8S",NA,"Morro com solo argiloso e plantação de café no sopé e mata semidecídua no topo, parcialmente degradada, emergentes ca. 20m de alt., com dossel descontínuo.",NA,NA,"81","81",NA,NA,NA,NA,"01",NA,NA,NA,NA
"339","2019-12-04 16:39:51-03","FFCLRP","SPFR","14158","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Galipea",NA,"Galipea","Aubl.",NA,NA,"Groppo, M.; Bruniera, C.P.; Bueno, G.M.","1828","2009","01","26",NA,"Brasil","Espírito Santo","Rio Bananal","Estrada Rio Bananal - Novo Brasil (ponto da casa da propriedade). Estrada de terra da propriedade Fazenda Giubertii, próximo à rodovia, propriedade de Paulo Roberto, ca. 14km da Igreja de Rio Bananal.","-40.357972","-19.143833","40o21'28.7W","19o08'37.8S",NA,"Morro com solo argiloso e plantação de café no sopé e mata semidecídua no topo, parcialmente degradada, emergentes ca. 20m de alt., com dossel descontínuo.",NA,NA,"81","81",NA,NA,NA,NA,NA,NA,NA,NA,NA
"340","2019-12-04 16:39:51-03","FFCLRP","SPFR","14159","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Galipea",NA,"Galipea","Aubl.",NA,NA,"Groppo, M.; Bruniera, C.P.; Bueno, G.M.","1833","2009","01","26",NA,"Brasil","Espírito Santo","Rio Bananal","Estrada Rio Bananal - Novo Brasil, ca. 18km da Igreja Matriz de Rio Bananal, aí estrada de terra do lado esquerdo sentido Novo Brasil, Fazenda Giubertii, próximo à rodovia, propriedade de Paulo Roberto.","-40.347667","-19.151639","40o20'51.6W","19o09'05.9S",NA,"Morro com solo argiloso e plantação de café no sopé e mata semidecídua no topo, parcialmente degradada, emergentes ca. 20m de alt., com dossel descontínuo.",NA,NA,"96","96",NA,NA,NA,NA,NA,NA,NA,NA,NA
"341","2019-12-04 16:39:51-03","FFCLRP","SPFR","14160","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Galipea",NA,"Galipea","Aubl.",NA,NA,"Groppo, M.; Bruniera, C.P.; Bueno, G.M.","1832","2009","01","26",NA,"Brasil","Espírito Santo","Rio Bananal","Estrada Rio Bananal - Novo Brasil, ca. 18km da Igreja Matriz de Rio Bananal, aí estrada de terra do lado esquerdo sentido Novo Brasil, Fazenda Giubertii, próximo à rodovia, propriedade de Paulo Roberto.","-40.347667","-19.151639","40o20'51.6W","19o09'05.9S",NA,"Morro com solo argiloso e plantação de café no sopé e mata semidecídua no topo, parcialmente degradada, emergentes ca. 20m de alt., com dossel descontínuo.",NA,NA,"96","96",NA,NA,NA,NA,NA,NA,NA,NA,NA
"342","2019-12-04 16:39:51-03","FFCLRP","SPFR","13763","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Neoraputia","magnifica","Neoraputia magnifica","(Engl.) Emmerich ex Kallunki",NA,NA,"Groppo, M.; Bruniera, C.P.; Bueno, G.M.","1840","2009","01","27",NA,"Brasil","Espírito Santo","Rio Bananal","Região da Lagoa Nova (estrada Linhares- Rio Bananal). Ponto da parada do carro, não do remanescente. Aos 24km estrada à esquerda para o São Bento, depois esquerda para Lagoa Nova, ca. 3km depois da ramificação bifurcação Bagueiras- São Valentim, sentido B","-40.197528","-19.317833","40o11'51.1W","19o19'04.2S",NA,"Remanescente de mata semi-decídua em elevação, com pastos e cafezais.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"343","2019-12-04 16:39:51-03","FFCLRP","SPFR","14167","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Neoraputia","magnifica","Neoraputia magnifica","(Engl.) Emmerich ex Kallunki",NA,NA,"Groppo, M.; Bruniera, C.P.; Bueno, G.M.","1841","2009","01","27",NA,"Brasil","Espírito Santo","Rio Bananal","Região da Lagoa Nova (estrada Linhares- Rio Bananal). Ponto da parada do carro, não do remanescente. Aos 24km estrada à esquerda para o São Bento, depois esquerda para Lagoa Nova, ca. 3km depois da ramificação bifurcação Bagueiras- São Valentim, sentido B","-40.197528","-19.317833","40o11'51.1W","19o19'04.2S",NA,"Remanescente de mata semi-decídua em elevação, com pastos e cafezais.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"344","2019-12-04 16:39:51-03","FFCLRP","SPFR","13788","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Pilocarpus","pauciflorus","Pilocarpus pauciflorus","A.St.-Hil.","Groppo, M.","2009","Groppo, M.; Bruniera, C.P.; Bueno, G.M.","1835","2009","01","26",NA,"Brasil","Espírito Santo","Rio Bananal","Estrada Rio Bananal - Novo Brasil, ca. 18km da Igreja Matriz de Rio Bananal, aí estrada de terra do lado esquerdo sentido Novo Brasil, Fazenda Giubertii, próximo à rodovia, propriedade de Paulo Roberto.","-40.347667","-19.151639","40o20'51.6W","19o09'05.9S",NA,"Morro com solo argiloso e plantação de café no sopé e mata semidecídua no topo, parcialmente degradada, emergentes ca. 20m de alt., com dossel descontínuo.",NA,NA,"96","96",NA,NA,NA,NA,"01",NA,NA,NA,NA
"345","2019-12-04 16:39:51-03","FFCLRP","SPFR","13791","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Pilocarpus","pauciflorus","Pilocarpus pauciflorus","A.St.-Hil.","Groppo, M.","2009","Groppo, M.; Bruniera, C.P.; Bueno, G.M.","1836","2009","01","26",NA,"Brasil","Espírito Santo","Rio Bananal","Estrada Rio Bananal - Novo Brasil, ca. 18km da Igreja Matriz de Rio Bananal, aí estrada de terra do lado esquerdo sentido Novo Brasil, Fazenda Giubertii, próximo à rodovia, propriedade de Paulo Roberto.","-40.347667","-19.151639","40o20'51.6W","19o09'05.9S",NA,"Morro com solo argiloso e plantação de café no sopé e mata semidecídua no topo, parcialmente degradada, emergentes ca. 20m de alt., com dossel descontínuo.",NA,NA,"96","96",NA,NA,NA,NA,"01",NA,NA,NA,NA
"346","2019-05-29 16:28:33-03","CEPLAC","CEPEC","151522","S","Plantae",NA,NA,"Euphorbiaceae",NA,NA,NA,NA,NA,NA,"R.R. Vervloet","3075",NA,NA,NA,NA,"Brasil","Espírito Santo","RIO BANANAL",NA,"-40.3333015441895","-19.2649993896484",NA,NA,NA,"<ll>dwc_commonname:</ll>",NA,NA,NA,NA,"22148","auto",NA,NA,NA,NA,NA,NA,NA
"347","2019-05-28 16:28:53-03","CEPLAC","CEPEC","151613","S","Plantae",NA,NA,"Euphorbiaceae",NA,NA,NA,NA,NA,NA,"V. Demuner","4466",NA,NA,NA,NA,"Brasil","Espírito Santo","RIO BANANAL",NA,"-40.3333015441895","-19.2649993896484",NA,NA,NA,"<ll>dwc_commonname:</ll>",NA,NA,NA,NA,"22148","auto",NA,NA,NA,NA,NA,NA,NA
"348","2018-12-03 11:34:13-02","CEPLAC","CEPEC","133856","S","Plantae",NA,NA,"Sapindaceae","Cupania",NA,"Cupania",NA,NA,NA,"R. R. Vervloet","3101",NA,NA,NA,NA,"Brasil","Espírito Santo","RIO BANANAL",NA,"-40.3333015441895","-19.2649993896484",NA,NA,NA,"<ll>dwc_commonname:</ll>",NA,NA,NA,NA,"22148","auto",NA,NA,NA,NA,NA,NA,NA
"349","2019-05-28 16:28:53-03","CEPLAC","CEPEC","151580","S","Plantae",NA,NA,"Euphorbiaceae",NA,NA,NA,NA,NA,NA,"R.R. Vervloet","3101",NA,NA,NA,NA,"Brasil","Espírito Santo","RIO BANANAL",NA,"-40.3333015441895","-19.2649993896484",NA,NA,NA,"<ll>dwc_commonname:</ll>",NA,NA,NA,NA,"22148","auto",NA,NA,NA,NA,NA,NA,NA
