"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","typeStatus","class","monthIdentified","dayIdentified","previousCatalogNumber","infraspecificEpithet","individualCount"
"167","2019-08-08 16:44:27-03","MBML","MBML-HERBARIO","30903",NA,"Plantae",NA,NA,"Gesneriaceae","Paliavana","prasinata","Paliavana prasinata",NA,"R. R. Vervloet 13/08/2007","2007","R.R. Vervloet; V. Demuner, E. Bausen","3094","2007","08","01",NA,"Brasil","Espírito Santo","Rio Bananal","Alto Rio Bananal","-40.416111","-19.248611","40W24'58","19S14'55",NA,"Arbusto 2m, flores de cor verde com pontos vináceos. Frutos jovens de cor verde.","MBML030903","MBML030903","300","300",NA,NA,NA,NA,"08","13",NA,NA,NA
"168","2017-09-14 11:49:58-03","MBML","MBML-HERBARIO","30904",NA,"Plantae",NA,NA,"Passifloraceae","Passiflora",NA,"Passiflora",NA,NA,NA,"R.R. Vervloet; V. Demuner, E. Bausen","3089","2007","08","01",NA,"Brasil","Espírito Santo","Rio Bananal","Alto Rio Bananal","-40.416389","-19.248889","40W24'59","19S14'56",NA,"Liana, frutos imaturos de cor verde e branco.","MBML030904",NA,"300","300",NA,NA,NA,NA,NA,NA,NA,NA,NA
"169","2017-09-14 11:50:05-03","MBML","MBML-HERBARIO","30095",NA,"Plantae",NA,NA,"Piperaceae","Peperomia","arifolia","Peperomia arifolia",NA,"D. Monteiro/26-03-2008",NA,"V. Demuner; T. Cruz, R. R. Vervloet, M. Belisario e Elias Bausen.","3822","2007","04","25",NA,"Brasil","Espírito Santo","Rio Bananal","Alto Bananal, propr.: Jonas Graci","-40.416389","-19.248889","40W24'59","19S14'56",NA,"Herbácea inflorescência branca. Interior de mata.","MBML030095",NA,"300","300",NA,NA,NA,NA,NA,NA,NA,NA,NA
"170","2017-09-14 11:45:50-03","MBML","MBML-HERBARIO","30063",NA,"Plantae",NA,NA,"Gramineae","Pharus",NA,"Pharus",NA,NA,NA,"V. Demuner; T. Cruz, R. R. Vervloet, M. Belisario e Elias Bausen.","3830","2007","04","25",NA,"Brasil","Espírito Santo","Rio Bananal","Alto Bananal, propr.: Jonas Graci","-40.416389","-19.248889","40W24'59","19S14'56",NA,"Herbácea flores brancas. Borda de mata.","MBML030063","MBML030063","300","300",NA,NA,NA,NA,NA,NA,NA,NA,NA
"171","2019-08-12 16:59:19-03","MBML","MBML-HERBARIO","31934",NA,"Plantae",NA,NA,"Piperaceae","Piper","vicosanum","Piper vicosanum",NA,"E. F. Guimarães/2008",NA,"V. Demuner; T. A. Cruz e R. R. Vervloet.","4480","2007","11","06",NA,"Brasil","Espírito Santo","Rio Bananal","Alto Bananal, propr.: Jonas Grassi","-40.416389","-19.248889","40W24'59","19S14'56",NA,"Arbusto 1m infrutescências verdes. Borda de mata secundária.","MBML031934",NA,"280","280",NA,NA,NA,NA,NA,NA,NA,NA,NA
"172","2017-09-14 11:48:53-03","MBML","MBML-HERBARIO","30102",NA,"Plantae",NA,NA,"Myrtaceae","Plinia",NA,"Plinia",NA,NA,NA,"V. Demuner; T. Cruz, R. R. Vervloet, M. Belisario e Elias Bausen.","3800","2007","04","25",NA,"Brasil","Espírito Santo","Rio Bananal","Alto Bananal, propr.: Jonas Graci","-40.416389","-19.248889","40W24'59","19S14'56",NA,"Árvore 13m, fuste 5m, Dap 30cm, botões florais e frutos jovens verdes. Interior de mata.","MBML030102",NA,"300","300",NA,NA,NA,NA,NA,NA,NA,NA,NA
"173","2017-09-14 11:41:50-03","MBML","MBML-HERBARIO","29968",NA,"Plantae",NA,NA,"Apocynaceae","Prestonia","coalita","Prestonia coalita",NA,"J.F. Morales/11-X-2007",NA,"V. Demuner; T. Cruz, R. R. Vervloet, M. Belisario e Elias Bausen.","3773","2007","04","25",NA,"Brasil","Espírito Santo","Rio Bananal","Alto Bananal, propr.: Jonas Graci","-40.416389","-19.248889","40W24'59","19S14'56",NA,"Liana 6m frutos verdes, látex transparente. Borda de mata.","MBML029968","MBML029968","300","300",NA,NA,NA,NA,NA,NA,NA,NA,NA
"174","2019-08-08 16:44:27-03","MBML","MBML-HERBARIO","30923",NA,"Plantae",NA,NA,"Apocynaceae","Prestonia","coalita","Prestonia coalita",NA,"J.F. Morales/11-X-2007",NA,"R.R. Vervloet; V. Demuner, E. Bausen","3087","2007","08","01",NA,"Brasil","Espírito Santo","Rio Bananal","Alto Rio Bananal","-40.416111","-19.248611","40W24'58","19S14'55",NA,"Liana, frutos imaturos de cor verde. Látex de cor transparente.","MBML030923","MBML030923","300","300",NA,NA,NA,NA,NA,NA,NA,NA,NA
"175","2017-09-14 11:49:43-03","MBML","MBML-HERBARIO","30058",NA,"Plantae",NA,NA,"Orchidaceae","Prosthechea","vespa","Prosthechea vespa",NA,"R. R. Vervloet, 06/06/2007",NA,"V. Demuner; T. Cruz, R. R. Vervloet, M. Belisario e Elias Bausen.","3779","2007","04","25",NA,"Brasil","Espírito Santo","Rio Bananal","Alto Bananal, propr.: Jonas Graci","-40.416389","-19.248889","40W24'59","19S14'56",NA,"Epífita 7m frutos verdes. Borda de mata.","MBML030058",NA,"300","300",NA,NA,NA,NA,NA,NA,NA,NA,NA
"176","2017-09-14 11:43:32-03","MBML","MBML-HERBARIO","29966",NA,"Plantae",NA,NA,"Bromeliaceae","Pseudananas","sagenarius","Pseudananas sagenarius",NA,"T.S. Coser & T. Wendt/30-08-2008",NA,"V. Demuner; T. Cruz, R. R. Vervloet, M. Belisario e Elias Bausen.","3782","2007","04","25",NA,"Brasil","Espírito Santo","Rio Bananal","Alto Bananal, propr.: Jonas Graci","-40.416389","-19.248889","40W24'59","19S14'56",NA,"Terrestre frutos verdes, bráctea rosada. Borda de mata.","MBML029966","MBML029966","300","300",NA,NA,NA,NA,NA,NA,NA,NA,NA
"177","2017-09-14 11:50:35-03","MBML","MBML-HERBARIO","31043",NA,"Plantae",NA,NA,"Pteridaceae","Pteris",NA,"Pteris",NA,NA,NA,"R.R. Vervloet; V. Demuner, E. Bausen","3077","2007","08","01",NA,"Brasil","Espírito Santo","Rio Bananal","Alto Rio Bananal","-40.416389","-19.248889","40W24'59","19S14'56",NA,"Terrestre, soros de cor marrom.","MBML031043","MBML031043","300","300",NA,NA,NA,NA,NA,NA,NA,NA,NA
"178","2017-09-14 11:50:35-03","MBML","MBML-HERBARIO","31047",NA,"Plantae",NA,NA,"Pteridaceae","Pteris",NA,"Pteris",NA,NA,NA,"R.R. Vervloet; V. Demuner, E. Bausen","3061","2007","08","01",NA,"Brasil","Espírito Santo","Rio Bananal","Alto Rio Bananal","-40.416389","-19.248889","40W24'59","19S14'56",NA,"Terrestre, soros de cor marrom.","MBML031047","MBML031047","300","300",NA,NA,NA,NA,NA,NA,NA,NA,NA
"179","2017-09-14 11:50:35-03","MBML","MBML-HERBARIO","31067",NA,"Plantae",NA,NA,"Pteridaceae","Pteris",NA,"Pteris",NA,NA,NA,"R.R. Vervloet; V. Demuner, E. Bausen","3097","2007","08","01",NA,"Brasil","Espírito Santo","Rio Bananal","Alto Rio Bananal","-40.416389","-19.248889","40W24'59","19S14'56",NA,"Terrestre, soros de cor marrom.","MBML031067","MBML031067","300","300",NA,NA,NA,NA,NA,NA,NA,NA,NA
"180","2017-09-14 11:50:35-03","MBML","MBML-HERBARIO","31029",NA,"Plantae",NA,NA,"Pteridaceae","Pteris","denticulata","Pteris denticulata",NA,"F.S.Souza/Fev.2011",NA,"R.R. Vervloet; V. Demuner, E. Bausen","3105","2007","08","01",NA,"Brasil","Espírito Santo","Rio Bananal","Alto Rio Bananal","-40.416389","-19.248889","40W24'59","19S14'56",NA,"Terrestre, soros de cor marrom.","MBML031029","MBML031029","300","300",NA,NA,NA,NA,NA,NA,NA,NA,NA
"181","2017-09-14 11:51:10-03","MBML","MBML-HERBARIO","30103",NA,"Plantae",NA,NA,"Rubiaceae","Randia",NA,"Randia",NA,NA,NA,"V. Demuner; T. Cruz, R. R. Vervloet, M. Belisario e Elias Bausen.","3809","2007","04","25",NA,"Brasil","Espírito Santo","Rio Bananal","Alto Bananal, propr.: Jonas Graci","-40.416389","-19.248889","40W24'59","19S14'56",NA,"Arbusto 4m frutos verdes. Afloramento rochoso, borda de mata.","MBML030103",NA,"300","300",NA,NA,NA,NA,NA,NA,NA,NA,NA
"182","2017-09-14 11:42:09-03","MBML","MBML-HERBARIO","30934",NA,"Plantae",NA,NA,"Araceae","Rhodospatha","arborescens","Rhodospatha arborescens",NA,"Daniela G. da Silva/13-10-2015",NA,"R.R. Vervloet; V. Demuner, E. Bausen","3055","2007","08","01",NA,"Brasil","Espírito Santo","Rio Bananal","Alto Rio Bananal","-40.416389","-19.248889","40W24'59","19S14'56",NA,"Epífita, espata de cor rosa claro, infrutescência de cor rosa.","MBML030934","MBML030934","300","300",NA,NA,NA,NA,NA,NA,NA,NA,NA
"183","2017-09-14 11:50:41-03","MBML","MBML-HERBARIO","30066",NA,"Plantae",NA,NA,"Rubiaceae",NA,NA,NA,NA,NA,NA,"V. Demuner; T. Cruz, R. R. Vervloet, M. Belisario e Elias Bausen.","3827","2007","04","25",NA,"Brasil","Espírito Santo","Rio Bananal","Alto Bananal, propr.: Jonas Graci","-40.416389","-19.248889","40W24'59","19S14'56",NA,"Arvoreta 8m frutos jovens verdes. Interior de mata.","MBML030066",NA,"300","300",NA,NA,NA,NA,NA,NA,NA,NA,NA
"184","2019-08-08 16:44:28-03","MBML","MBML-HERBARIO","30956",NA,"Plantae",NA,NA,"Rubiaceae","Rustia","formosa","Rustia formosa",NA,"Daniela Zappi/Set.-2009",NA,"R.R. Vervloet; V. Demuner, E. Bausen","3082","2007","08","01",NA,"Brasil","Espírito Santo","Rio Bananal","Alto Rio Bananal","-40.416111","-19.248611","40W24'58","19S14'55",NA,"Árvore 14m, frutos imaturos de cor branca.","MBML030956",NA,"300","300",NA,NA,NA,NA,NA,NA,NA,NA,NA
"185","2019-08-08 16:44:27-03","MBML","MBML-HERBARIO","31850",NA,"Plantae",NA,NA,"Euphorbiaceae","Senefeldera","verticillata","Senefeldera verticillata",NA,"V. Demuner/18-02-2008",NA,"V. Demuner; T. A. Cruz e R. R. Vervloet.","4471","2007","11","06",NA,"Brasil","Espírito Santo","Rio Bananal","Alto Bananal, propr.: Jonas Grassi","-40.416389","-19.248889","40W24'59","19S14'56",NA,"Arvoreta 6m, frutos verdes látex branco. Interior de mata alterada.","MBML031850","MBML031850","280","280",NA,NA,NA,NA,NA,NA,NA,NA,NA
"186","2019-08-12 16:59:19-03","MBML","MBML-HERBARIO","31992",NA,"Plantae",NA,NA,"Euphorbiaceae","Senefeldera","verticillata","Senefeldera verticillata",NA,"V. Demuner/18-02-2008",NA,"V. Demuner; T. A. Cruz e R. R. Vervloet.","4468","2007","11","06",NA,"Brasil","Espírito Santo","Rio Bananal","Alto Bananal, propr.: Jonas Grassi","-40.416389","-19.248889","40W24'59","19S14'56",NA,"Árvore 18m, fuste 10m, Dap 25cm, inflorescência verde. Interior de mata secundária.","MBML031992","MBML031992","280","280",NA,NA,NA,NA,NA,NA,NA,NA,NA
"187","2017-09-14 11:51:29-03","MBML","MBML-HERBARIO","30924",NA,"Plantae",NA,NA,"Sapindaceae","Serjania","caracasana","Serjania caracasana",NA,"Ferrucci/2008",NA,"R.R. Vervloet; V. Demuner, E. Bausen","3112","2007","08","01",NA,"Brasil","Espírito Santo","Rio Bananal","Alto Rio Bananal","-40.416389","-19.248889","40W24'59","19S14'56",NA,"Liana, flores de cor branca. Látex de cor branca.","MBML030924",NA,"300","300",NA,NA,NA,NA,NA,NA,NA,NA,NA
"188","2017-09-14 11:51:57-03","MBML","MBML-HERBARIO","31052",NA,"Plantae",NA,NA,"Solanaceae","Solanum","lacteum","Solanum lacteum",NA,"J. R. Stehmann/30-10-2007",NA,"R.R. Vervloet; V. Demuner, E. Bausen","3079","2007","08","01",NA,"Brasil","Espírito Santo","Rio Bananal","Alto Rio Bananal","-40.416389","-19.248889","40W24'59","19S14'56",NA,"Arbusto 2,5m, flores de cor branca. Estames de cor amarela.","MBML031052",NA,"300","300",NA,NA,NA,NA,NA,NA,NA,NA,NA
"189","2019-08-12 16:59:19-03","MBML","MBML-HERBARIO","31994",NA,"Plantae",NA,NA,"Solanaceae","Solanum","paralum","Solanum paralum",NA,"L.L. Giacomin & L.Bohs/VI-2012",NA,"V. Demuner; T. A. Cruz e R. R. Vervloet.","4474","2007","11","06",NA,"Brasil","Espírito Santo","Rio Bananal","Alto Bananal, propr.: Jonas Grassi","-40.416389","-19.248889","40W24'59","19S14'56",NA,"Arbusto 4m, botões florais, flores com pétalas internamente vinho, externas e cálice verde. Interior de mata secundária.","MBML031994",NA,"280","280",NA,NA,NA,NA,NA,NA,NA,NA,NA
