"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","preparationType","occurrenceRemarks","barcode","imagecode","locality","monthIdentified","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","infraspecificEpithet","dayIdentified","class","typeStatus","relatedCatalogItem","individualCount"
"2228","2020-03-10 08:29:48-03","UFV","VIC","20752","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Pelecia","orthosepala","Pelecia orthosepala","(Rchbt. & Warm) Garay",NA,NA,"Valente, G. .E.","et al.","2004","03","26",NA,"Brasil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,"Planta crescendo a pleno sol em solo pedregoso. Sem folhas. Flor branca","VIC020752","VIC020752","Serra de Ouro Branco, próximo às antenas da EMBRAT",NA,NA,NA,"13809","auto",NA,NA,NA,NA,NA,NA
"2229","2020-03-10 08:29:50-03","UFV","VIC","020753","PreservedSpecimen","Plantae",NA,NA,"Orquidaceae","Epidendrum","saxatile","Epidendrum saxatile","Lindl.",NA,NA,"Valente, G.E.; et al.","1488","2004","03","26",NA,"Brasil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,"Planta epífita sobre Velloziaceae, flor lilás.","VIC020753","VIC020753","Serra de Ouro Branco, Próximo as antenas da Embratel.",NA,NA,NA,"13809","auto",NA,NA,NA,NA,NA,NA
"2230","2020-03-10 08:30:45-03","UFV","VIC","020760","PreservedSpecimen","Plantae",NA,NA,"Scrophulariaceae",NA,NA,NA,NA,NA,NA,"Valente, G.E.; et al.","1491","2004","03","26",NA,"Brasil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,"Planta de cerca de 40 cm, corola rosa externamente e amarelada internamente com pontos vermelhos.","VIC020760","VIC020760","Serra de Ouro Branco, Próximo as antenas da EMBRATEL.",NA,NA,NA,"13809","auto",NA,NA,NA,NA,NA,NA
"2231","2020-03-10 08:28:36-03","UFV","VIC","20769","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Paliavana","sericiflora","Paliavana sericiflora","Benth","Rossini, J.","2008","Valente, G.E.; et al.","1483","2004","03","26",NA,"Brasil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,"Planta rupicola corola intensamente pilosa externamente, interior verde amareloe rajado, devido aos guias de nectár.","VIC020769",NA,"Serra de Ouro Branco, Próximo as antenas da EMBRATEL campo rupestre.","02",NA,NA,"13809","auto",NA,"28",NA,NA,NA,NA
"2232","2020-03-10 08:27:14-03","UFV","VIC","20776","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Inulopsis","scaposa","Inulopsis scaposa","(Remy) O. Hoffm.",NA,NA,"Valente, G.E.; et al.","1481","2004","03","26",NA,"Brasil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,"Planta com folhas rente ao solo e pedúnculo floral com cerca de 30 cm de altura. Capítulo com flor de pétalas branca-amareladas e centro amarelo.","VIC020776","VIC020776","Serra de Ouro Branco, Próximo às antenas da EMBRATEL; Campo rupestre.",NA,NA,NA,"13809","auto",NA,NA,NA,NA,NA,NA
"2233","2020-03-10 08:27:06-03","UFV","VIC","20777","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Calea",NA,"Calea",NA,NA,NA,"Valente, G.E.; et al.","1480","2004","03","26",NA,"Brasil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,"Planta com cerca de 80 cm de altura. Flor amarelada.","VIC020777","VIC020777","Serra de Ouro Branco, Próximo às antenas da EMBRATEL; Campo rupestre.",NA,NA,NA,"13809","auto",NA,NA,NA,NA,NA,NA
"2234","2020-03-10 08:31:02-03","UFV","VIC","20751","PreservedSpecimen","Plantae",NA,NA,"Xyridaceae","Xyris","graminosa","Xyris graminosa","Pohl ex Mart.","Silva, G.O.; Guedes, J.S.","2011","Valente, G.E.; et al.","1492","2004","03","26",NA,"Brasil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,"Planta crescendo em local ensolarado e solo arenoso. Cálice marrom e corola amarela.","VIC020751","VIC020751","Serra de Ouro Branco, Próximo às antenas da EMBRATEL. Campo rupestre.","11",NA,NA,"13809","auto",NA,"24",NA,NA,NA,NA
"2235","2020-03-10 08:29:39-03","UFV","VIC","20763","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","bimarginata","Eugenia bimarginata","DC.","Santos, M.F.","2010","Valente, G.E.; et al.","1486","2004","03","26",NA,"Brasil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,"Planta com perfilhos entre 20 a 60 cm de altura. Flores com cálice rosa e estames brancos.","VIC020763","VIC020763","Serra de Ouro Branco, Próximo às antenas da EMBRATEL. Campo rupestre.","11",NA,NA,"13809","auto",NA,NA,NA,NA,NA,NA
"2236","2020-03-10 08:29:39-03","UFV","VIC","20762","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","bimarginata","Eugenia bimarginata","DC.","Santos, M.F.","2010","Valente, G.E.; et al.","1487","2004","03","26",NA,"Brasil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,"Planta com c.a. de 50 cm de altura. Inflorescência axilar. Flores com cálice rosa e estames brancos.","VIC020762","VIC020762","Serra de Ouro Branco, Próximo às antenas da EMBRATEL. Campo rupestre.","11",NA,NA,"13809","auto",NA,NA,NA,NA,NA,NA
"2237","2020-03-10 08:28:08-03","UFV","VIC","20778","PreservedSpecimen","Plantae",NA,NA,"Clethraceae","Clethra","scabra","Clethra scabra","Pers.","Valente, G.E.","2004","Valente, G.E.; et al.","1479","2004","03","26",NA,"Brasil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,"Árvore, c.a. de 4,0 metros de altura. Inflorescência terminal amarronzada.","VIC020778","VIC020778","Serra de Ouro Branco, Próximo às antenas da EMBRATEL. Campo Rupestre.","03",NA,NA,"13809","auto",NA,"26",NA,NA,NA,NA
"2238","2020-03-10 08:27:44-03","UFV","VIC","034804","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","stricta","Tillandsia stricta","Sol. ex Sims",NA,NA,"Guarçoni, E.; et al.","1479","2010","10","08",NA,"Brasil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,"Campo rupestre quartizitico, epífita sobre Vellozia sp. 5 individuos sendo 2 floridos a ca de 1,5 m do chão. Folhas cinéreas, pétalas roxas.","VIC034804","VIC034804","Serra de Ouro Branco, Próximo as torres de Telefonia.",NA,NA,NA,"13809","auto",NA,NA,NA,NA,NA,NA
"2239","2020-03-10 08:29:58-03","UFV","VIC","31210","PreservedSpecimen","Plantae",NA,NA,"Papilionoideae","Eriosema","heterophyllum","Eriosema heterophyllum","Benth.","Dutra, V.F.","2006","Lemes, F.A.","13","2006","07",NA,NA,"Brasil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,"Erva.","VIC031210","VIC031210","Serra de Ouro Branco, Próximo à torre. Campo rupestre.","10",NA,NA,"13809","auto",NA,"18",NA,NA,NA,NA
"2240","2020-03-10 08:28:53-03","UFV","VIC","35790","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Banisteriopsis","campestris","Banisteriopsis campestris","(A. Juss.) Little",NA,NA,"Araújo, J.S.; Silva M.A.T. da","s.n.","2011","12","13",NA,"Brasil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,"Herbácea, flor rosea e folhas pilosas.; herbácea, flor rosea e folhas pilosas","VIC035790",NA,"Serra de Ouro Branco, S 20º 29' 32,5'' W 043º 42' 02,9'' Altitude: 1.456m",NA,NA,NA,"13809","auto",NA,NA,NA,NA,NA,NA
"2241","2020-03-10 08:28:53-03","UFV","VIC","35792","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Banisteriopsis","campestris","Banisteriopsis campestris","(A. Juss.) Little","Mamede, M.H.C.",NA,"Araújo, J.S.; Silva M.A.T. da","s.n.","2011","12","13",NA,"Brasil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,"Herbácea, flor rosea e folhas pilosas.; herbácea, flor rosea e folhas pilosas","VIC035792",NA,"Serra de Ouro Branco, S 20º 29' 32,5'' W 043º 42' 02,9''; Altitude: 1.456m",NA,NA,NA,"13809","auto",NA,NA,NA,NA,NA,NA
"2242","2020-03-10 08:28:53-03","UFV","VIC","35793","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Banisteriopsis","campestris","Banisteriopsis campestris","(A. Juss.) Little","Mamede, M.H.C.",NA,"Araújo, J.S.; Silva M.A.T. da","s.n.","2011","12","13",NA,"Brasil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,"Herbácea, flor rosea e folhas pilosas.; herbacea, flor rosea e folhas pilosas","VIC035793",NA,"Serra de Ouro Branco, S 20º 29' 32,5'' W 043º 42' 02,9''; Altitude: 1.456m",NA,NA,NA,"13809","auto",NA,NA,NA,NA,NA,NA
"2243","2020-03-10 08:28:53-03","UFV","VIC","35791","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Banisteriopsis","campestris","Banisteriopsis campestris","(A. Juss.) Little",NA,NA,"Araújo, J.S.; Silva M.A.T. da","s.n.","2011","12","13",NA,"Brasil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,"Herbácea, flor rosea e folhas pilosas.; herbácea, flor rosea e folhas pilosas","VIC035791",NA,"Serra de Ouro Branco, S 20º 29' 32,5'' W 043º 42' 02,9''. Altitude: 1.456m",NA,NA,NA,"13809","auto",NA,NA,NA,NA,NA,NA
"2244","2020-03-10 08:28:53-03","UFV","VIC","35789","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Banisteriopsis","campestris","Banisteriopsis campestris","(A. Juss.) Little",NA,NA,"Araújo, J.S.; Silva M.A.T. da","s.n.","2011","12","13",NA,"Brasil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,"Herbácea, flor rosea e folhas pilosas.; herbácea, flor rosea e folhas pilosas","VIC035789",NA,"Serra de Ouro Branco, S 20º29'32,5'' W 043º42'02,9'' Altitude: 1.456m",NA,NA,NA,"13809","auto",NA,NA,NA,NA,NA,NA
"2245","2020-03-10 08:28:53-03","UFV","VIC","35784","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Banisteriopsis","campestris","Banisteriopsis campestris","(A. Juss.) Little","Mamede, M.H.C.",NA,"Araújo, J.S.; Silva M.A.T. da","s.n.","2011","12","13",NA,"Brasil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,"Herbácea, flor rosea e folhas pilosas.; herbacea, flor rosea e folhas pilosas","VIC035784",NA,"Serra de Ouro Branco, S 20º30' 12,6'' W 043º39' 03,3''; Altitude: 1.345m",NA,NA,NA,"13809","auto",NA,NA,NA,NA,NA,NA
"2246","2020-03-10 08:28:53-03","UFV","VIC","35783","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Banisteriopsis","campestris","Banisteriopsis campestris","(A. Juss.) Little","Mamede, M.H.C.",NA,"Araújo, J.S.; Silva M.A.T. da","s.n.","2011","12","13",NA,"Brasil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,"Herbácea, flor rosea e folhas pilosas.; herbacea, flor rosea e folhas pilosas","VIC035783",NA,"Serra de Ouro Branco, S 20º30' 12,6'' W 043º39' 03,3''; Altitude: 1.345m",NA,NA,NA,"13809","auto",NA,NA,NA,NA,NA,NA
"2247","2020-03-10 08:28:53-03","UFV","VIC","35795","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Banisteriopsis","campestris","Banisteriopsis campestris","(A. Juss.) Little","Mamede, M.H.C.",NA,"Araújo, J.S.; Silva M.A.T. da","s.n.","2011","12","13",NA,"Brasil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,"Herbácea, flor rosea e folhas pilosas.; herbáce, flor rosea e folhas pilosas.","VIC035795",NA,"Serra de Ouro Branco, S 20º30' 12,6'' W 043º39' 03,3''; Altitude: 1.427m",NA,NA,NA,"13809","auto",NA,NA,NA,NA,NA,NA
"2248","2020-03-10 08:28:53-03","UFV","VIC","35782","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Banisteriopsis","campestris","Banisteriopsis campestris","(A. Juss.) Little","Mamede, M.H.C.",NA,"Araújo, J.S.; Silva M.A.T. da","s.n.","2011","12","13",NA,"Brasil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,"Herbácea, flor rosea e folhas pilosas.; herbacea, flor rosea e folhas pilosas","VIC035782",NA,"Serra de Ouro Branco, S 20º30'12,6'' W043º 39' 03,3''; Altiude: 1.345m",NA,NA,NA,"13809","auto",NA,NA,NA,NA,NA,NA
"2249","2020-03-10 08:28:41-03","UFV","VIC","041320","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Hyptis","rhypidiodiophylla","Hyptis rhypidiodiophylla","Briq.",NA,NA,"de Paula, C.C.; et al.","133","2002","06","23",NA,"Brasil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,NA,"VIC041320","VIC041320","Serra de Ouro Branco, Subárea cruzeiro.",NA,NA,NA,"13809","auto",NA,NA,NA,NA,NA,NA
"2250","2020-03-10 08:30:22-03","UFV","VIC","38458","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Trachypogon","vestitus","Trachypogon vestitus","Andersson","Siqueira, L.C.","2012","Longhi-Wagner, H.; Paula, C.C. de","9587","2005","03","15",NA,"Brasil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,"Folha plana prateada.","VIC038458","VIC038458","Serra de Ouro Branco, Topo da Serra.","09",NA,NA,"13809","auto",NA,"13",NA,NA,NA,NA
"2251","2020-03-10 08:27:38-03","UFV","VIC","033155","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Aechmea","nudicaulis","Aechmea nudicaulis","(L.) Griseb.",NA,NA,"Guarconi, E.; et al.","1382","2010","01","19",NA,"Brasil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,"Interior de floresta estacional rupícola , 59 cm de floração, folha verde com metade inferior da face adaxial vinácea, séplas rosáceas, pétalas brancas na base,vináceas na região mediana e amarela no ápice, também observada como epífit","VIC033155",NA,"Serra de Ouro Preto, Estrada Real caminho Velho. Altitude de 1459m.",NA,NA,NA,"13809","auto",NA,NA,NA,NA,NA,NA
"2252","2020-03-10 08:27:38-03","UFV","VIC","033154","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Aechmea","nudicaulis","Aechmea nudicaulis","(L.) Griseb.",NA,NA,"Guarconi, E.; et al.","1383","2010","01","19",NA,"Brasil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,"Interior de floresta Estacional, rupícola, folha rosáceas com metade inferior da face inferior adaxial vinpáceo, séplas rosáceas, pe#?#talas 1/3 inferior branca, 1/3 mediano vináceo,1/3 superior amarelo, também obserdava como epífita, al","VIC033154",NA,"Serra de Ouro Preto, Estrada Real caminho Velho. Altitude de 1459m.",NA,NA,NA,"13809","auto",NA,NA,NA,NA,NA,NA
"2253","2020-03-10 08:27:38-03","UFV","VIC","033153","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Aechmea","nudicaulis","Aechmea nudicaulis","(L.) Griseb.",NA,NA,"Guarconi, E.; et al.","1384","2010","01","19",NA,"Brasil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,"Campo Rupestre quartzitico, rupícola de folha verde com metade inferior da face adaxial vinácea, sépalas rosáceas, pétalas brancas na base , vináceas na região mediana e amarela no ápice.","VIC033153",NA,"Serra de Ouro Preto, Estrada Real caminho Velho. Altitude de 1554m.",NA,NA,NA,"13809","auto",NA,NA,NA,NA,NA,NA
"2254","2020-03-10 08:27:38-03","UFV","VIC","033156","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Aechmea","nudicaulis","Aechmea nudicaulis","(L.) Griseb.",NA,NA,"Guarconi, E.; et al.","1381","2010","01","19",NA,"Brasil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,"Campo rupestre quartizitico, 57 cm em floração, folha verde com metade in ferior da face adaxial vinácea, sépalas rosáceas, pétalas brancas na base, vináceas na região mediana e amarela no ápice.","VIC033156",NA,"Serra de Ouro Preto, Estrada Real caminho Velho. Altitude de 1554m.",NA,NA,NA,"13809","auto",NA,NA,NA,NA,NA,NA
"2255","2020-03-10 08:27:45-03","UFV","VIC","26357","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","oligantha","Vriesea oligantha","(Baker) Mez","Paula, C.C. de","2002","Goldschmidt, A.; Silva, R.R. da","s.n.","2002","01","17",NA,"Brasil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,"Rupícola ou epífita (canela de ema); escapo e ráquis verde; folhas e brácteas escapais verdes acinzentadas; brácteas florais e sépalas verdes; pétalas verde amareladas","VIC026357","VIC026357","Serra do Itatiaia","01",NA,NA,"13809","auto",NA,"17",NA,NA,NA,NA
"2256","2020-03-10 08:29:48-03","UFV","VIC","26224","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Epidendrum","campestre","Epidendrum campestre","Lindl",NA,NA,"Caiafa, A. .N.","181","2001","06","27",NA,"Brasil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,"Erva ca de 0,1 metros de altura, portando escapo ca de 0,2 metros, com flores lilacíneas com centro do labelo creme. Saxícola em posição vertical em relação ao solo.","VIC026224","VIC026224","Serra do Ouro Branco",NA,NA,NA,"13809","auto",NA,NA,NA,NA,NA,NA
"2257","2020-03-10 08:26:55-03","UFV","VIC","19683","PreservedSpecimen","Plantae",NA,NA,"Araceae","Xanthosoma",NA,"Xanthosoma",NA,NA,NA,"Paula, C.C.; Aniceto, D.; Silva, R.R.","635","2003","02","01",NA,"Brasil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,"Terrestre, brejo; herbácea de 0,36m; frequência abundante; folhas verdes pálidas eretas, latescentes com manchas brancas no limbo. Bulbo sólido amarelo, populações com várias rosetas. Espata verde amarelada; frutos brancos com ápice ma","VIC019683","VIC019683","Serra do Ouro Branco",NA,"1256","1256","13809","auto",NA,NA,NA,NA,NA,NA
"2258","2020-03-10 08:29:41-03","UFV","VIC","19535","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","follax","Myrcia follax",NA,NA,NA,"Santos, M.F.; et al.","67","2006","01","09",NA,"Brasil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,"Arvoreta de 2m, folhas discolores, futos imaturos verdes.","VIC019535","VIC019535","Serra do Ouro Branco",NA,NA,NA,"13809","auto",NA,NA,NA,NA,NA,NA
"2259","2020-03-10 08:29:41-03","UFV","VIC","19536","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","follax","Myrcia follax",NA,NA,NA,"Santos, M.F.; et al.","81","2006","01","09",NA,"Brasil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,"Arvoreta de 2 m, folhas discolores, face abaxial de pilosidade ocrácea, frutos imaturos verdes de pilosidade ocrácea","VIC019536","VIC019536","Serra do Ouro Branco",NA,NA,NA,"13809","auto",NA,NA,NA,NA,NA,NA
"2260","2020-03-10 08:29:41-03","UFV","VIC","19534","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","follax","Myrcia follax",NA,NA,NA,"Santos, M.F.; et al.","56","2006","01","08",NA,"Brasil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,"Arvoreta de 2 m, folhas discolores, frutos imaturos verdes, frutos maduros rubros a vináceos","VIC019534","VIC019534","Serra do Ouro Branco",NA,NA,NA,"13809","auto",NA,NA,NA,NA,NA,NA
"2261","2020-03-10 08:28:15-03","UFV","VIC","32420","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Cyperus","haspan","Cyperus haspan","L.",NA,NA,"Coelho, C.","10038","2006","01","09",NA,"Brasil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,"campo brejoso, solo arenoso-humoso","VIC032420","VIC032420","Serra do Ouro Branco",NA,NA,NA,"13809","auto",NA,NA,NA,NA,NA,NA
"2262","2020-03-10 08:29:03-03","UFV","VIC","31409","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","ligustroides","Miconia ligustroides","(DC.) Naudin","Goldenberg, R.","2008","Valente, G.E.","1852","2006","12","15",NA,"Brasil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,"Planta com cerca de 2,0m de altura, a pleno sol em solo pedregoso. Inflorescência pardacenta.","VIC031409",NA,"Serra do Ouro Branco","10",NA,NA,"13809","auto",NA,NA,NA,NA,NA,NA
"2263","2020-03-10 08:29:03-03","UFV","VIC","30610","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","ligustroides","Miconia ligustroides","(DC.) Naudin","Romero, R.","2005","Paula, C.C. de; et al.","630","2003","02","01",NA,"Brasil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,"Terrestre; afloramento rochoso; arbusto de 2,00m; frequência abundande;folhas com face abaxial verde claro e adaxial verde escuro; sépalas verdes, pétalas brancas, frutos com ápice ligeiramente vinho; caules novos vinho; tronco retocid","VIC030610",NA,"Serra do Ouro Branco","01",NA,NA,"13809","auto",NA,NA,NA,NA,NA,NA
"2264","2020-03-10 08:29:41-03","UFV","VIC","19533","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","follax","Myrcia follax",NA,NA,NA,"Santos, M.F.; et al.","55","2006","01","08",NA,"Brasil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,"Arvoreta de 2 m, folhas discolores, frutos imaturos verdes, frutos maduros rubros a vináceos","VIC019533","VIC019533","Serra do Ouro Branco",NA,NA,NA,"13809","auto",NA,NA,NA,NA,NA,NA
"2265","2020-03-10 08:27:39-03","UFV","VIC","51185","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Billbergia","porteana","Billbergia porteana","Brong. ex Beer","Paula, C.C.","2006","Paula, C.C.","844","2004","03","15",NA,"Brasil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,"Epífita, restrita à vertente sul da serra do Ouro Branco, roseta tubular; Brácteas escapais róseas; inflorescência pêndula, densamente branco-lanada; sépalas branco-lanadas, pétalas verdes claras.","VIC051185","VIC051185","Serra do Ouro Branco","04",NA,NA,"13809","auto",NA,"15",NA,NA,NA,NA
"2266","2020-03-10 08:29:41-03","UFV","VIC","19540","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","eriocalyx","Myrcia eriocalyx",NA,NA,NA,"Santos, M.F.; et al.","84","2006","01","09",NA,"Brasil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,"Arbusto1.5 m, folhas discolores de pilosidade ocrácea.","VIC019540","VIC019540","Serra do Ouro Branco",NA,NA,NA,"13809","auto",NA,NA,NA,NA,NA,NA
"2267","2020-03-10 08:29:07-03","UFV","VIC","27351","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Tibouchina","gracilis","Tibouchina gracilis","(Bonpl) Cogn","Romero, CAFCR","2005","Caiafa, A.N.; Meireles, L.D.","124","2001","03","01",NA,"Brasil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,"Arbusto deaprox. 060m ; flores roxas com anteras amarelas crescendo no campo.","VIC027351","VIC027351","Serra do Ouro Branco","01",NA,NA,"13809","auto",NA,NA,NA,NA,NA,NA
"2268","2020-03-10 08:29:48-03","UFV","VIC","27353","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cleistes","paranaensis","Cleistes paranaensis","(Barb. Rodr.) Schltr.",NA,NA,"Caiafa, A. .N.; Meireles, L.D.","101","2001","03","01",NA,"Brasil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,"Erva de aproximadamente 0,4 metros; tépalas roxas e labelo com estrias de um roxo mais intenso; crescendo no barranco na beira da estrada que corta a serra.","VIC027353","VIC027353","Serra do Ouro Branco",NA,NA,NA,"13809","auto",NA,NA,NA,NA,NA,NA
"2269","2020-03-10 08:29:39-03","UFV","VIC","19531","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","bimarginata","Eugenia bimarginata","DC.",NA,NA,"Santos, M.F.","66","2006","01","09",NA,"Brasil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,"Subarbusto , 50cm alt.Folhas discolores. Cálice externamente vrde, corola alva-esverdeada, estames alvos.","VIC019531",NA,"Serra do Ouro Branco",NA,NA,NA,"13809","auto",NA,NA,NA,NA,NA,NA
"2270","2020-03-10 08:29:48-03","UFV","VIC","27358","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","obtusa","Habenaria obtusa","Lindl.",NA,NA,"Caiafa, A. .N.; Meireles, L.D.","121","2001","03","01",NA,"Brasil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,"Erva de aproximadamente 0,4 metros; flores verdes calcaradas, crescendo no campo.","VIC027358","VIC027358","Serra do Ouro Branco",NA,NA,NA,"13809","auto",NA,NA,NA,NA,NA,NA
"2271","2020-03-10 08:29:07-03","UFV","VIC","27371","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Tibouchina","multiflora","Tibouchina multiflora","Cogn.",NA,NA,"Caiafa, A.N.; Meireles, L.D.","90",NA,NA,NA,NA,"Brasil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,"Arbusto de aprox. 1m ; flores roxas com centro vermelho ou branco; crescendo no afloramento de quartzito.","VIC027371","VIC027371","Serra do Ouro Branco",NA,NA,NA,"13809","auto",NA,NA,NA,NA,NA,NA
"2272","2020-03-10 08:28:56-03","UFV","VIC","27349","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Hibiscus","bifurcatus","Hibiscus bifurcatus",NA,NA,NA,"Caiafa, A. .N.; Meireles, L.D.","116","2001","03","01",NA,"Brasil","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,"Erva prostrada; flores roxass; crescendo no campo.","VIC027349","VIC027349","Serra do Ouro Branco",NA,NA,NA,"13809","auto",NA,NA,NA,NA,NA,NA
