"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","class","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","coordinatePrecision","individualCount","occurrenceRemarks","geoFlag","typeStatus","continentOcean","locality","minimumElevationInMeters","maximumElevationInMeters","preparationType","barcode","verbatimLongitude","verbatimLatitude","imagecode","yearIdentified","monthIdentified","dayIdentified","infraspecificEpithet","relatedCatalogItem"
"257","2017-03-27 17:52:22-03","UnB","UB","12255","S","Plantae","Monocotyledonae",NA,NA,"Araceae","Anthurium","pentaphyllum","Anthurium pentaphyllum pentaphyllum","(Aubl.) G. Don","Andrade, IMO","Gonçalves, EG; Lorenzi, H; Salviani, ER; Lorenzoni, L","572","2000","10","11","Brasil","Espírito Santo","São Gabriel da Palha","-40.5355987548828","-19.0174999237061","24907",NA,"Caule com profilos deliquecendo-se em fibras. Pecíolo levemente canaliculado. Espádice verde-nigrescente.; Hemiepífita; Floresta de cipó.","auto",NA,"Southern America","Córrego Castelã",NA,NA,NA,"UB0000618",NA,NA,"UB0000618","2006","03",NA,"pentaphyllum",NA
"258","2016-09-19 16:23:36-03","UnB","UB",NA,"S","Plantae","Monocotyledonae",NA,NA,"Araceae","Anthurium","solitarium","Anthurium solitarium","Schott","Gonçalves, EG","Gonçalves, EG; et al.","571","2000","10","11","Brasil","Espírito Santo","São Gabriel da Palha","-40.5355987548828","-19.0174999237061","24907",NA,"Terrestre. Caule 8cm de diâmetro. Pecíolo canaliculado. Espata verde, espádice arroxeado na base, esverdeado no ápice, nervura central levemente quadrangular em corte transversal; Floresta de cipó","auto",NA,"Southern America","Córrego Castelã",NA,NA,NA,"UB0000757",NA,NA,"UB0000757","2000","10",NA,NA,NA
"259","2018-07-13 14:12:56-03","UnB","UB",NA,"S","Plantae","Monocotyledonae",NA,NA,"Araceae","Anthurium","viridispatum","Anthurium viridispatum","E.G. Gonç.","Gonçalves, EG","Gonçalves, EG; Lorenzi, H; Salviani, ER; Lorenzoni, L","587","2000","10","11","Brasil","Espírito Santo","São Gabriel da Palha","-40.5355987548828","-19.0174999237061","24907",NA,"Folhas verde amareladas. Pecíolo achatado a canaliculado adaxialmente, com margens agudas. Espata verde amarelada, espádice também amarelado.; . Solo: afloramento de granito.","auto","isotype","Southern America",NA,NA,NA,NA,"UB0036639",NA,NA,"UB0036639",NA,NA,NA,NA,NA
"260","2018-07-13 14:12:56-03","UnB","UB","11690","S","Plantae","Monocotyledonae",NA,NA,"Araceae","Anthurium","viridispatum","Anthurium viridispatum","E.G. Gonç.","Gonçalves, EG","Gonçalves, EG; Lorenzi, H; Salviani, ER; Lorenzoni, L","587","2000","10","11","Brasil","Espírito Santo","São Gabriel da Palha","-40.5355987548828","-19.0174999237061","24907",NA,"Folhas verde amareladas. Pecíolo achatado a canaliculado adaxialmente, com margens agudas. Espata verde amarelada, espádice também amarelado.; . Solo: afloramento de granito.","auto","holotype","Southern America",NA,NA,NA,NA,"UB0036645",NA,NA,"UB0036645",NA,NA,NA,NA,NA
"261","2018-07-13 14:12:56-03","UnB","UB",NA,"S","Plantae","Monocotyledonae",NA,NA,"Araceae","Anthurium","viridispatum","Anthurium viridispatum","E.G. Gonç.","Gonçalves, EG","Gonçalves, EG; Lorenzi, H; Salviani, ER; Lorenzoni, L","587","2000","10","11","Brasil","Espírito Santo","São Gabriel da Palha","-40.5355987548828","-19.0174999237061","24907",NA,"Folhas verde amareladas. Pecíolo achatado a canaliculado adaxialmente, com margens agudas. Espata verde amarelada, espádice também amarelado.; . Solo: afloramento de granito.","auto","isotype","Southern America",NA,NA,NA,NA,"UB0036641",NA,NA,"UB0036641",NA,NA,NA,NA,NA
"262","2018-07-13 14:12:56-03","UnB","UB",NA,"S","Plantae","Monocotyledonae",NA,NA,"Araceae","Anthurium","viridispatum","Anthurium viridispatum","E.G. Gonç.","Gonçalves, EG","Gonçalves, EG; Lorenzi, H; Salviani, ER; Lorenzoni, L","587","2000","10","11","Brasil","Espírito Santo","São Gabriel da Palha","-40.5355987548828","-19.0174999237061","24907",NA,"Folhas verde amareladas. Pecíolo achatado a canaliculado adaxialmente, com margens agudas. Espata verde amarelada, espádice também amarelado.; . Solo: afloramento de granito.","auto","isotype","Southern America",NA,NA,NA,NA,"UB0036640",NA,NA,"UB0036640",NA,NA,NA,NA,NA
"263","2019-09-30 11:27:24-03","IF","SPSF","38344","PreservedSpecimen","Plantae","Magnoliophyta","Magnoliopsida","Sapindales","Rutaceae","Conchocarpus",NA,"Conchocarpus",NA,NA,"G.F.Arbocz","2354","1996","01","28","Brasil","ES","Sao Gabriel da Palha","-40.5355987548828","-19.0174999237061","24907",NA,"COLETA: Arbusto com interesse ecxonômico florestal, 1m altura, flores brancas.; GEOGRAFIA: Proximidades do córrego Bley.;","auto",NA,"América do Sul","Fazenda Lorenzoni",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"264","2019-09-30 11:23:08-03","IF","SPSF","38341","PreservedSpecimen","Plantae","Magnoliophyta","Magnoliopsida","Ericales","Sapotaceae","Chrysophyllum",NA,"Chrysophyllum",NA,NA,"G.F.Arbocz","2335","1996","01","27","Brasil","ES","Sao Gabriel da Palha","-40.5355987548828","-19.0174999237061","24907",NA,"COLETA: Árvore com látex, de interesse economico florestal, 12m altura, flores creme.; GEOGRAFIA: proximidades do córrego Bley.;","auto",NA,"América do Sul","Fazenda Lorenzoni",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"265","2019-09-30 11:27:18-03","IF","SPSF","39802","PreservedSpecimen","Plantae","Magnoliophyta","Magnoliopsida","Sapindales","Meliaceae","Guarea","macrophylla","Guarea macrophylla","Vahl","J.A.Pastore","R.Tsuji & H.Lorenzi","1568","2007","01","26","Brasil","ES","Sao Gabriel da Palha","-40.5355987548828","-19.0174999237061","24907",NA,"COLETA: Árvore 7m, flores róseas avermelhadas. Frutos esverdeados.; GEOGRAFIA: Planta nativa;","auto",NA,"América do Sul","Fazenda Lorenzoni",NA,NA,NA,NA,NA,NA,NA,"2008","06","10",NA,NA
"266","2019-09-30 11:24:22-03","IF","SPSF","18725","PreservedSpecimen","Plantae","Magnoliophyta","Magnoliopsida","Laurales","Lauraceae","Mezilaurus","crassiramea","Mezilaurus crassiramea",NA,NA,"G.F.Arbocz","386","1994","05","18","Brasil","ES","Sao Gabriel da Palha","-40.5355987548828","-19.0174999237061","24907",NA,"COLETA: XLS: SPSFAntigo;","auto",NA,"América do Sul","margem de rodovia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"267","2019-09-30 11:24:13-03","IF","SPSF","38310","PreservedSpecimen","Plantae","Magnoliophyta","Magnoliopsida","Laurales","Lauraceae",NA,NA,NA,NA,NA,"E.R.Salviani & H.Lorenzi","1648","2000","10","12","Brasil","ES","Sao Gabriel da Palha","-40.5355987548828","-19.0174999237061","24907",NA,"COLETA: Árvore com interesse econômico florestal, 6-8m altura, frutos verdes com receptáculo lilás.;","auto",NA,"América do Sul","Fazenda Lorenzoni",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"268","2019-09-30 11:27:17-03","IF","SPSF","19094","PreservedSpecimen","Plantae","Magnoliophyta","Magnoliopsida","Sapindales","Meliaceae","Guarea","macrophylla","Guarea macrophylla",NA,NA,"G.F.Arbocz","1372","1995","04","27","Brasil","ES","Sao Gabriel da Palha","-40.5355987548828","-19.0174999237061","24907",NA,"COLETA: XLS: SPSFAntigo;","auto",NA,"América do Sul","mata atlantica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"269","2019-11-21 10:09:15-03","IBt","SP","445431A","S","Plantae",NA,NA,NA,"Malpighiaceae","Stigmaphyllon","tomentosum","Stigmaphyllon tomentosum","A.Juss.","Almeida, RF","Assis, AM; Demuner, VG","1538","2008","04","26","Brasil","Espírito Santo","São Gabriel da Palha","-40.555278","-31.323333",NA,NA,NA,NA,NA,NA,"Faz. Rondeli. Próx. Clube Campestre (Torre 72/1 - LT 230 Kv Mascarenhas x Verona)",NA,NA,NA,NA,"-40.555278","-31.323333",NA,"2012","10",NA,NA,NA
"270","2019-11-21 10:12:45-03","IBt","SP","279840","S","Plantae",NA,NA,NA,"Olacaceae","Heisteria",NA,"Heisteria",NA,NA,"Árbocz, GF","1369","1995","04","27","Brasil","Espírito Santo","São Gabriel da Palha","-40.5355987548828","-19.0174999237061","24907",NA,NA,"auto",NA,NA,NA,NA,NA,NA,"SP042703",NA,NA,"SP042703",NA,NA,NA,NA,NA
"271","2019-11-21 10:14:04-03","IBt","SP","473503","S","Plantae",NA,NA,NA,"Peraceae","Pera","heteranthera","Pera heteranthera","(Schrank) I.M.Johnst.","Cordeiro, I","Tsuji, R","2039","2007","08","22","Brasil","Espírito Santo","São Gabriel da Palha","-40.5355987548828","-19.0174999237061","24907",NA,NA,"auto",NA,NA,"Proximidades do córrego Castelã",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"272","2019-11-21 10:03:54-03","IBt","SP","363265","S","Plantae",NA,NA,NA,"Euphorbiaceae","Brasiliocroton","muricatus","Brasiliocroton muricatus","Riina & Cordeiro","Cordeiro, I","Árbocz, GF","1386","1995","04","27","Brasil","Espírito Santo","São Gabriel da Palha","-40.5355987548828","-19.0174999237061","24907",NA,NA,"auto","Paratype",NA,"Sítio dos Lorenzoni",NA,NA,NA,"SP002886",NA,NA,"SP002886","2014","05",NA,NA,NA
