"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","coordinatePrecision","barcode","geoFlag","phylum","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","locality","imagecode","infraspecificEpithet","continentOcean","order","class"
"47","2020-03-09 10:32:44-03","CVRD","CVRD","12183","PreservedSpecimen","Plantae","Lauraceae","Mezilaurus","crassiramea","Mezilaurus crassiramea","(Meisn.) Mez","G.S. Siqueira & D.A Folli","2009","06","08","Luz, A.A. da","504","2009","05","05","BRASIL","MG","Santa Rita do Itueto","-41.28833","-19.398834",NA,"CVRD012183",NA,"Magnoliophyta","-41.28833","-19.398834",NA,NA,"Revisado por F.M. Alves X-2011 <ll>dwc_commonname:</ll> Canela roxa",NA,NA,NA,"América do Sul","Laurales","Magnoliopsida"
"48","2020-01-31 11:25:13-03","CVRD","CVRD","8046","PreservedSpecimen","Plantae","Melastomataceae","Clidemia","urceolata","Clidemia urceolata","DC.","Baumgratz, J.F.A.","2006","03","09","Luz, A.A. da","96","2002","12","17","BRASIL","MG","Santa Rita do Itueto","-41.3800010681152","-19.3596992492676","22522","CVRD008046","auto","Magnoliophyta",NA,NA,NA,NA,"<ll>dwc_commonname:</ll> Quaresma de mina",NA,NA,NA,"América do Sul","Myrtales","Magnoliopsida"
"49","2020-01-31 11:24:07-03","CVRD","CVRD","8047","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","lucentifolium","Chrysophyllum lucentifolium subsp. lucentifolium","Cronquist","Domingos A. Folli","2002","12","17","Luz, A.A. da","97","2002","12","17","BRASIL","MG","Santa Rita do Itueto","-41.3800010681152","-19.3596992492676","22522","CVRD008047","auto","Magnoliophyta",NA,NA,NA,NA,"<ll>dwc_commonname:</ll> Uacá",NA,NA,"subsp. lucentifolium","América do Sul","Ericales","Magnoliopsida"
"50","2020-01-31 11:25:03-03","CVRD","CVRD","10243","PreservedSpecimen","Plantae","Malpighiaceae","Banisteriopsis","membranifolia","Banisteriopsis membranifolia","(A. Juss.) B. Gates","Geovane S. Siqueira","2007","07","03","Luz, A.A. da","421","2007","05","15","BRASIL","MG","Santa Rita do Itueto","-41.3800010681152","-19.3596992492676","22522","CVRD010243","auto","Magnoliophyta",NA,NA,NA,NA,"<ll>dwc_commonname:</ll> Mucunã baiano",NA,NA,NA,"América do Sul","Malpighiales","Magnoliopsida"
"51","2020-01-31 11:24:19-03","CVRD","CVRD","10033","PreservedSpecimen","Plantae","Fabaceae","Centrolobium","microchaete","Centrolobium microchaete","(Mart.ex Benth.) H.C.de Lima","Domingos A. Folli","2007","03","20","Luz, A.A. da","379","2007","03","20","BRASIL","MG","Santa Rita do Itueto","-41.3800010681152","-19.3596992492676","22522","CVRD010033","auto","Magnoliophyta",NA,NA,NA,NA,"800 metros do viveiro de café <ll>dwc_commonname:</ll> Araribá mirim",NA,NA,NA,"América do Sul","Fabales","Magnoliopsida"
"52","2020-01-31 11:25:25-03","CVRD","CVRD","9088","PreservedSpecimen","Plantae","Elaeocarpaceae","Sloanea","garckeana","Sloanea garckeana","K. Schum.","Domingos A. Folli","2005","03","18","Luz, A.A. da","274","2005","03","03","BRASIL","MG","Santa Rita do Itueto","-41.3800010681152","-19.3596992492676","22522","CVRD009088","auto","Magnoliophyta",NA,NA,NA,NA,"<ll>dwc_commonname:</ll> Tapinuam vermelho",NA,NA,NA,"América do Sul","Oxalidales","Magnoliopsida"
"53","2020-03-09 10:32:44-03","CVRD","CVRD","7919","PreservedSpecimen","Plantae","Lauraceae","Cryptocarya","citriformis","Cryptocarya citriformis","(Vellozo) P.L.R. Moraes","Pedro Luís Rodrigues de Moraes","2005","05","17","Luz, A.A. da","77","2002","10","16","BRASIL","MG","Santa Rita do Itueto","-41.3800010681152","-19.3596992492676","22522","CVRD007919","auto","Magnoliophyta",NA,NA,NA,NA,"<ll>dwc_commonname:</ll> Lombo de jacaré",NA,NA,NA,"América do Sul","Laurales","Magnoliopsida"
"54","2020-01-31 13:35:07-03","CVRD","CVRD","8909","PreservedSpecimen","Plantae","Fabaceae","Pterogyne","nitens","Pterogyne nitens","Tul.","Domingos A. Folli","2004","09","30","Luz, A.A. da","239","2004","09","30","BRASIL","MG","Santa Rita do Itueto","-41.3800010681152","-19.3596992492676","22522","CVRD008909","auto","Magnoliophyta",NA,NA,NA,NA,"<ll>dwc_commonname:</ll> Madeira nova",NA,NA,NA,"América do Sul","Fabales","Magnoliopsida"
"55","2020-01-31 13:35:07-03","CVRD","CVRD","10036","PreservedSpecimen","Plantae","Fabaceae","Senna","australis","Senna australis","(Vell.) H.S. Irwin & Barneby","Domingos A. Folli","2007","03","20","Luz, A.A. da","377","2007","03","20","BRASIL","MG","Santa Rita do Itueto","-41.3800010681152","-19.3596992492676","22522","CVRD010036","auto","Magnoliophyta",NA,NA,NA,NA,"da cachoeira até a arvore + ou - 1,5 km <ll>dwc_commonname:</ll> Fedegoso",NA,NA,NA,"América do Sul","Fabales","Magnoliopsida"
"56","2020-01-31 11:24:25-03","CVRD","CVRD","10037","PreservedSpecimen","Plantae","Fabaceae","Swartzia","oblata","Swartzia oblata","R. S. Cowan","Geovane S. Siqueira","2007","09","10","Luz, A.A. da","378","2007","03","20","BRASIL","MG","Santa Rita do Itueto","-41.3800010681152","-19.3596992492676","22522","CVRD010037","auto","Magnoliophyta",NA,NA,NA,NA,"<ll>dwc_commonname:</ll> Banana de quati",NA,NA,NA,"América do Sul","Fabales","Magnoliopsida"
"57","2020-01-31 11:24:25-03","CVRD","CVRD","7112","PreservedSpecimen","Plantae","Fabaceae","Swartzia","linharensis","Swartzia linharensis","Mansano","Domingos A. Folli","2001","10","17","Luz, A.A. da","29","2001","10","17","BRASIL","MG","Santa Rita do Itueto","-41.3800010681152","-19.3596992492676","22522","CVRD007112","auto","Magnoliophyta",NA,NA,NA,NA,"<ll>dwc_commonname:</ll> Laranjinha",NA,NA,NA,"América do Sul","Fabales","Magnoliopsida"
"58","2020-01-31 11:25:37-03","CVRD","CVRD","7101","PreservedSpecimen","Plantae","Sapindaceae","Toulicia","laevigata","Toulicia laevigata","Radlk.","Pedro Acevedo Rodriguez","2009","03","11","Luz, A.A. da","28","2001","10","10","BRASIL","MG","Santa Rita do Itueto","-41.3800010681152","-19.3596992492676","22522","CVRD007101","auto","Magnoliophyta",NA,NA,NA,NA,"<ll>dwc_commonname:</ll> Camboatá branco",NA,NA,NA,"América do Sul","Sapindales","Magnoliopsida"
"59","2020-01-31 11:25:30-03","CVRD","CVRD","8826","PreservedSpecimen","Plantae","Anacardiaceae","Astronium","graveolens","Astronium graveolens","Jacq.","Domingos A. Folli","2004","08","06","Luz, A.A. da","215","2004","08","06","BRASIL","MG","Santa Rita do Itueto","-41.3800010681152","-19.3596992492676","22522","CVRD008826","auto","Magnoliophyta",NA,NA,NA,NA,"<ll>dwc_commonname:</ll> Aderne",NA,NA,NA,"América do Sul","Sapindales","Magnoliopsida"
"60","2020-01-31 11:24:37-03","CVRD","CVRD","9143","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","carthagenensis","Psychotria carthagenensis","Jacq.",NA,NA,NA,NA,"Luz, A.A. da","291","2005","05","19","BRASIL","MG","Santa Rita do Itueto","-41.3800010681152","-19.3596992492676","22522","CVRD009143","auto","Magnoliophyta",NA,NA,NA,NA,"Perto da Faz. Do Elias campos <ll>dwc_commonname:</ll> Gumana",NA,NA,NA,"América do Sul","Gentianales","Magnoliopsida"
"61","2020-03-09 10:32:44-03","CVRD","CVRD","7344","PreservedSpecimen","Plantae","Lauraceae","Mezilaurus","crassiramea","Mezilaurus crassiramea","(Meisn.) Mez","Henk van der Werff","2005","06","02","Luz, A.A. da","56","2002","04","17","BRASIL","MG","Santa Rita do Itueto","-41.3800010681152","-19.3596992492676","22522","CVRD007344","auto","Magnoliophyta",NA,NA,NA,NA,"Revisado por F.M. Alves X-2011 <ll>dwc_commonname:</ll> Canela roxa",NA,NA,NA,"América do Sul","Laurales","Magnoliopsida"
"62","2020-01-31 11:25:26-03","CVRD","CVRD","10587","PreservedSpecimen","Plantae","Proteaceae","Panopsis","sp.","Panopsis sp.",NA,NA,NA,NA,NA,"Luz, A.A. da","470","2007","12","05","BRASIL","MG","Santa Rita do Itueto","-41.3800010681152","-19.3596992492676","22522","CVRD010587","auto","Magnoliophyta",NA,NA,NA,NA,"<ll>dwc_commonname:</ll> Canela bola",NA,NA,NA,"América do Sul","Proteales","Magnoliopsida"
"63","2020-01-31 11:24:04-03","CVRD","CVRD","8011","PreservedSpecimen","Plantae","Cucurbitaceae","Cayaponia","sp.","Cayaponia sp.",NA,NA,NA,NA,NA,"Luz, A.A. da","84","2002","11","19","BRASIL","MG","Santa Rita do Itueto","-41.3800010681152","-19.3596992492676","22522","CVRD008011","auto","Magnoliophyta",NA,NA,NA,NA,"<ll>dwc_commonname:</ll> Abóbora de morro",NA,NA,NA,"América do Sul","Cucurbitales","Magnoliopsida"
"64","2020-03-09 10:32:49-03","CVRD","CVRD","8013","PreservedSpecimen","Plantae","Annonaceae","Anaxagorea","dolichocarpa","Anaxagorea dolichocarpa","Sprague & Sandwith","Domingos A. Folli","2002","11","19","Luz, A.A. da","86","2002","11","19","BRASIL","MG","Santa Rita do Itueto","-41.3800010681152","-19.3596992492676","22522","CVRD008013","auto","Magnoliophyta",NA,NA,NA,NA,"<ll>dwc_commonname:</ll> Ariticum bravo",NA,NA,NA,"América do Sul","Magnoliales","Magnoliopsida"
"65","2020-01-31 13:35:23-03","CVRD","CVRD","8910","PreservedSpecimen","Plantae","Malvaceae","Pachira","glabra","Pachira glabra","Pasq.","Marília Cristina Duarte","2007","08","30","Luz, A.A. da","240","2004","09","30","BRASIL","MG","Santa Rita do Itueto","-41.3800010681152","-19.3596992492676","22522","CVRD008910","auto","Magnoliophyta",NA,NA,NA,NA,"<ll>dwc_commonname:</ll> Paineira mineira",NA,NA,NA,"América do Sul","Malvales","Magnoliopsida"
"66","2020-01-31 11:25:22-03","CVRD","CVRD","9368","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","springiana","Myrcia springiana","(O.Berg) Kiaersk.","M.C. Souza & A. C. Tuler","2015","07","02","Luz, A.A. da","269","2005","01","20","BRASIL","MG","Santa Rita do Itueto","-41.3800010681152","-19.3596992492676","22522","CVRD009368","auto","Magnoliophyta",NA,NA,NA,NA,"<ll>dwc_commonname:</ll> Batinga ferrugem",NA,NA,NA,"América do Sul","Myrtales","Magnoliopsida"
"67","2020-01-31 11:25:17-03","CVRD","CVRD","8981","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","magnifica","Eugenia magnifica","Spring ex Mart.","Marcelo C. Souza","2005","11","22","Luz, A.A. da","261","2004","11","17","BRASIL","MG","Santa Rita do Itueto","-41.3800010681152","-19.3596992492676","22522","CVRD008981","auto","Magnoliophyta",NA,NA,NA,NA,"<ll>dwc_commonname:</ll> Jambo selvagem",NA,NA,NA,"América do Sul","Myrtales","Magnoliopsida"
"68","2020-01-31 13:35:04-03","CVRD","CVRD","10104","PreservedSpecimen","Plantae","Fabaceae","Inga","flagelliformis","Inga flagelliformis","(Vell.) Mart.","Geovane S. Siqueira","2008","03","27","Luz, A.A. da","389","2007","04","11","BRASIL","MG","Santa Rita do Itueto","-41.3800010681152","-19.3596992492676","22522","CVRD010104","auto","Magnoliophyta",NA,NA,NA,NA,"<ll>dwc_commonname:</ll> Ingá pau",NA,NA,NA,"América do Sul","Fabales","Magnoliopsida"
"69","2020-01-31 11:24:09-03","CVRD","CVRD","8859","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","butyrocarpa","Pouteria butyrocarpa","(Kuhlm.) T.D. Penn.","Terry D. Pennington","2010","12","01","Luz, A.A. da","225","2004","09","01","BRASIL","MG","Santa Rita do Itueto","-41.3800010681152","-19.3596992492676","22522","CVRD008859","auto","Magnoliophyta",NA,NA,NA,NA,"<ll>dwc_commonname:</ll> Mantegueira",NA,NA,NA,"América do Sul","Ericales","Magnoliopsida"
"70","2020-01-31 11:24:05-03","CVRD","CVRD","8605","PreservedSpecimen","Plantae","Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) Kuntze","Domingos A. Folli","2005","05","02","Luz, A.A. da","158","2004","02","26","BRASIL","MG","Santa Rita do Itueto","-41.3800010681152","-19.3596992492676","22522","CVRD008605","auto","Magnoliophyta",NA,NA,NA,NA,"<ll>dwc_commonname:</ll> Jequitibá rosa",NA,NA,NA,"América do Sul","Ericales","Magnoliopsida"
"71","2020-03-09 10:32:51-03","CVRD","CVRD","10632","PreservedSpecimen","Plantae","Achariaceae","Carpotroche","brasiliensis","Carpotroche brasiliensis","(Raddi) Endl.","Geovane S. Siqueira","2008","03","10","Luz, A.A. da","480","2008","01","11","BRASIL","MG","Santa Rita do Itueto","-41.3800010681152","-19.3596992492676","22522","CVRD010632","auto","Magnoliophyta",NA,NA,NA,NA,"Está coleta foi coletada em 11/dez/2007 <ll>dwc_commonname:</ll> Sapucainha",NA,NA,NA,"América do Sul","Malpighiales","Magnoliopsida"
"72","2020-01-31 11:25:32-03","CVRD","CVRD","15205","PreservedSpecimen","Plantae","Meliaceae","Guarea","kunthiana","Guarea kunthiana","A. Juss.","Domingos A. Folli","2014","12","15","Folli, D.A.","7319","2014","12","09","BRASIL","MG","Santa Rita do Itueto","-41.3800010681152","-19.3596992492676","22522","CVRD015205","auto","Magnoliophyta",NA,NA,"138","138","<ll>dwc_commonname:</ll> Cangerana vermelha",NA,"CVRD015205",NA,"América do Sul","Sapindales","Magnoliopsida"
"73","2020-03-09 10:32:39-03","CVRD","CVRD","7128","PreservedSpecimen","Plantae","Bignoniaceae","Tabebuia","obtusifolia","Tabebuia obtusifolia","(Cham.) Bureau","Domingos A. Folli","2001","10","31","Luz, A.A. da","32","2001","10","31","BRASIL","MG","Santa Rita do Itueto","-41.3800010681152","-19.3596992492676","22522","CVRD007128","auto","Magnoliophyta",NA,NA,NA,NA,"<ll>dwc_commonname:</ll> Pau tamanco",NA,NA,NA,"América do Sul","Lamiales","Magnoliopsida"
"74","2020-01-31 13:35:23-03","CVRD","CVRD","9145","PreservedSpecimen","Plantae","Malvaceae","Luehea","sp.","Luehea sp.",NA,NA,NA,NA,NA,"Luz, A.A. da","267","2005","01","04","BRASIL","MG","Santa Rita do Itueto","-41.3800010681152","-19.3596992492676","22522","CVRD009145","auto","Magnoliophyta",NA,NA,NA,NA,"<ll>dwc_commonname:</ll> Açoita gigante",NA,NA,NA,"América do Sul","Malvales","Magnoliopsida"
