"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","preparationType","occurrenceRemarks","barcode","imagecode","infraspecificEpithet","identifiedBy","yearIdentified","minimumElevationInMeters","maximumElevationInMeters","typeStatus","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class"
"46","2019-10-09 11:18:59-03","UFBA","ALCB","66306","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malpighiaceae","Byrsonima","stipulacea","Byrsonima stipulacea","Adr. Juss.","Amorim, AMA; Sousa, GM; Fraga, CN de; Folli, DA","3355","2000","02","23","Southern America","Brasil","Espírito Santo","Sooretama","Reserva Florestal da Companhia Vale do Rio Doce, CVRD","-40.0978012084961","-19.1968994140625",NA,NA,NA,"Ca. de 8m. Folhas discolores, face superior verde-escura e a inferior verde-pálido com nervuras ferrugíneas. Raque e pedicelo ferrugíneo. Pétalas amarelo vívido com unha avermelhada. Foto.; Mata de Tabuleiro e campo nativo.","ALCB040196",NA,NA,"Amorim, AMA","2000",NA,NA,NA,NA,NA,"33715","auto",NA
"47","2019-07-11 10:07:55-03","ESALQ","ESA","120343","S","Plantae","Magnoliophyta",NA,"Euphorbiaceae","Dalechampia",NA,"Dalechampia",NA,"Flores, T.B.","1160","2012","08","26",NA,"Brasil","Espírito Santo","Sooretama","Reserva Biológica de Sooretama - Ramificação da estrada do meio Km 10.","-40.0978012084961","-19.1968994140625",NA,NA,NA,"Arvoreta, ca. 70cm de alt. Frutos imaturos verdes. Urticante.","ESA120343",NA,NA,NA,NA,NA,NA,NA,NA,NA,"33715","auto",NA
"48","2019-07-11 10:07:12-03","ESALQ","ESA","110420","S","Plantae","Magnoliophyta",NA,"Dilleniaceae","Davilla",NA,"Davilla",NA,"Colletta, G.D.","261","2009","05","13",NA,"Brasil","Espírito Santo","Sooretama",NA,"-40.0978012084961","-19.1968994140625",NA,NA,NA,NA,"ESA110420","ESA110420",NA,NA,NA,NA,NA,NA,NA,NA,"33715","auto",NA
"49","2019-07-11 10:07:12-03","ESALQ","ESA","110442","S","Plantae","Magnoliophyta",NA,"Dilleniaceae","Davilla",NA,"Davilla",NA,"Colletta, G.D.","283","2009","05","13",NA,"Brasil","Espírito Santo","Sooretama",NA,"-40.0978012084961","-19.1968994140625",NA,NA,NA,NA,"ESA110442","ESA110442",NA,NA,NA,NA,NA,NA,NA,NA,"33715","auto",NA
"50","2019-07-11 10:07:12-03","ESALQ","ESA","110454","S","Plantae","Magnoliophyta",NA,"Dilleniaceae","Davilla",NA,"Davilla",NA,"Colletta, G.D.","295","2009","05","13",NA,"Brasil","Espírito Santo","Sooretama",NA,"-40.0978012084961","-19.1968994140625",NA,NA,NA,NA,"ESA110454","ESA110454",NA,NA,NA,NA,NA,NA,NA,NA,"33715","auto",NA
"51","2019-02-22 15:18:05-03","ESALQ","ESA","110434","S","Plantae","Magnoliophyta",NA,"Fabaceae","Desmodium",NA,"Desmodium",NA,"Colletta, G.D.","275",NA,NA,NA,NA,"Brasil","Espírito Santo","Sooretama",NA,"-40.0978012084961","-19.1968994140625",NA,NA,NA,NA,"ESA110434","ESA110434",NA,NA,NA,NA,NA,NA,NA,NA,"33715","auto",NA
"52","2019-02-22 15:13:32-03","ESALQ","ESA","110443","S","Plantae","Magnoliophyta",NA,"Bonnetiaceae","Bonnetia","stricta","Bonnetia stricta",NA,"Colletta, G.D.","284",NA,NA,NA,NA,"Brasil","Espírito Santo","Sooretama",NA,"-40.0978012084961","-19.1968994140625",NA,NA,NA,NA,"ESA110443","ESA110443",NA,"Souza, V.C.",NA,NA,NA,NA,NA,NA,"33715","auto",NA
"53","2019-07-11 10:07:55-03","ESALQ","ESA","120323","S","Plantae","Magnoliophyta",NA,"Euphorbiaceae","Joannesia","princeps","Joannesia princeps","Vell.","Flores, T.B.","1140","2012","08","25",NA,"Brasil","Espírito Santo","Sooretama","Reserva Biológica de Sooretama - Estrada do meio - Entrada da picada em frente ao antigo posto de vigia, antes da ponte.","-40.0978012084961","-19.1968994140625",NA,NA,NA,"Árvore, ca. 6m de alt. Botões verdes.","ESA120323",NA,NA,NA,NA,NA,NA,NA,NA,NA,"33715","auto",NA
"54","2019-02-22 15:22:42-03","ESALQ","ESA","110457","S","Plantae","Magnoliophyta",NA,"Marantaceae","Stromanthe","schottiana","Stromanthe schottiana",NA,"Colletta, G.D.","298",NA,NA,NA,NA,"Brasil","Espírito Santo","Sooretama",NA,"-40.0978012084961","-19.1968994140625",NA,NA,NA,NA,"ESA110457","ESA110457",NA,"Gissi, D.S.","2011",NA,NA,NA,"10",NA,"33715","auto",NA
"55","2019-02-22 15:13:27-03","ESALQ","ESA","110414","S","Plantae","Magnoliophyta",NA,"Bignoniaceae","Lundia",NA,"Lundia",NA,"Colletta, G.D.","255",NA,NA,NA,NA,"Brasil","Espírito Santo","Sooretama",NA,"-40.0978012084961","-19.1968994140625",NA,NA,NA,NA,"ESA110414",NA,NA,NA,NA,NA,NA,NA,NA,NA,"33715","auto",NA
"56","2019-07-11 10:04:29-03","ESALQ","ESA","120334","S","Plantae","Magnoliophyta",NA,"Achariaceae","Carpotroche","brasiliensis","Carpotroche brasiliensis",NA,"Flores, T.B.","1151","2012","08","25",NA,"Brasil","Espírito Santo","Sooretama","Reserva Biológica de Sooretama - Estrada do meio - Entrada da picada em frente ao antigo posto de vigia, antes da ponte.","-40.0978012084961","-19.1968994140625",NA,NA,NA,"Árvore, ca. 6m de alt. Frutos verdes.","ESA120334","ESA120334",NA,NA,NA,NA,NA,NA,NA,NA,"33715","auto",NA
"57","2019-07-11 10:14:25-03","ESALQ","ESA","110465","S","Plantae","Magnoliophyta",NA,"Solanaceae","Solanum","asperum","Solanum asperum",NA,"Colletta, G.D.","306","2009","05","13",NA,"Brasil","Espírito Santo","Sooretama",NA,"-40.0978012084961","-19.1968994140625",NA,NA,NA,NA,"ESA110465","ESA110465",NA,"Giacomin, L.L.","2011",NA,NA,NA,"09",NA,"33715","auto",NA
"58","2019-07-11 10:11:05-03","ESALQ","ESA","110462","S","Plantae","Magnoliophyta",NA,"Meliaceae","Trichilia",NA,"Trichilia",NA,"Colletta, G.D. et al.","303","2009","05","13",NA,"Brasil","Espírito Santo","Sooretama",NA,"-40.0978012084961","-19.1968994140625",NA,NA,NA,NA,"ESA110462",NA,NA,NA,NA,NA,NA,NA,NA,NA,"33715","auto",NA
"59","2019-07-11 10:14:30-03","ESALQ","ESA","120345","S","Plantae","Magnoliophyta",NA,"Solanaceae","Solanum","sooretamum","Solanum sooretamum","Carvalho","Flores, T.B.","1162","2012","08","26",NA,"Brasil","Espírito Santo","Sooretama","Reserva Biológica de Sooretama - Ramificação da estrada do meio Km 10.","-40.0978012084961","-19.1968994140625",NA,NA,NA,"Arvoreta, ca. 2,5m de alt. Cálice marrom, corola alva, estames amarelos.","ESA120345","ESA120345",NA,"Giacomin, L.L.","2014",NA,NA,NA,"01",NA,"33715","auto",NA
"60","2019-07-11 10:14:02-03","ESALQ","ESA","110480","S","Plantae","Magnoliophyta",NA,"Sapindaceae","Paullinia","revoluta","Paullinia revoluta","Radlk.","Ferrucci, M.S.","2928","2009","05","13",NA,"Brasil","Espírito Santo","Sooretama",NA,"-40.0978012084961","-19.1968994140625",NA,NA,NA,NA,"ESA110480","ESA110480",NA,"Acevedo, P.","2018",NA,NA,NA,"04",NA,"33715","auto",NA
"61","2019-07-11 10:07:41-03","ESALQ","ESA","120350","S","Plantae","Magnoliophyta",NA,"Erythroxylaceae","Erythroxylum",NA,"Erythroxylum",NA,"Flores, T.B.","1167","2012","08","26",NA,"Brasil","Espírito Santo","Sooretama","Reserva Biológica de Sooretama - Ramificação da estrada do meio Km 10.","-40.0978012084961","-19.1968994140625",NA,NA,NA,"Árvore, ca. 3m de alt. Flores alvas.","ESA120350",NA,NA,NA,NA,NA,NA,NA,NA,NA,"33715","auto",NA
"62","2019-07-11 10:07:41-03","ESALQ","ESA","120358","S","Plantae","Magnoliophyta",NA,"Erythroxylaceae","Erythroxylum",NA,"Erythroxylum",NA,"Flores, T.B.","1175","2012","08","26",NA,"Brasil","Espírito Santo","Sooretama","Reserva Biológica de Sooretama - Ramificação da estrada do meio Km 10.","-40.0978012084961","-19.1968994140625",NA,NA,NA,"Árvore, ca. 3m de alt. Flores alvas.","ESA120358",NA,NA,NA,NA,NA,NA,NA,NA,NA,"33715","auto",NA
"63","2019-07-11 08:56:23-03","ESALQ","ESA","110456","S","Plantae","Magnoliophyta",NA,"Orobanchaceae","Esterhazya","splendida","Esterhazya splendida","J.C. Mikan","Colletta, G.D.","297","2009","05","13",NA,"Brasil","Espírito Santo","Sooretama",NA,"-40.0978012084961","-19.1968994140625",NA,NA,NA,NA,"ESA110456",NA,NA,"Souza, V.C.",NA,NA,NA,NA,NA,NA,"33715","auto",NA
"64","2019-07-11 08:55:11-03","ESALQ","ESA","110410","S","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","cf. ilhensis","Eugenia cf. ilhensis","O. Berg","Colletta, G.D.","251","2009","05","13",NA,"Brasil","Espírito Santo","Sooretama",NA,"-40.0978012084961","-19.1968994140625",NA,NA,NA,NA,"ESA110410",NA,NA,"Giaretta, A.","2015",NA,NA,NA,"05",NA,"33715","auto",NA
"65","2019-07-11 10:03:41-03","ESALQ","ESA","142662","S","Plantae",NA,NA,"Myrtaceae","Eugenia","platyphylla","Eugenia platyphylla","O.Berg","Valdemarin, K.S.","740","2017","01","22",NA,"Brasil","Espírito Santo","Sooretama",NA,"-40.0978012084961","-19.1968994140625",NA,NA,NA,NA,"ESA142662",NA,NA,"Valdemarin, K.S.","2017",NA,NA,NA,"02",NA,"33715","auto",NA
"66","2019-07-11 10:03:41-03","ESALQ","ESA","142661","S","Plantae",NA,NA,"Myrtaceae","Eugenia","platyphylla","Eugenia platyphylla","O.Berg","Valdemarin, K.S.","748","2017","01","22",NA,"Brasil","Espírito Santo","Sooretama",NA,"-40.0978012084961","-19.1968994140625",NA,NA,NA,NA,"ESA142661",NA,NA,"Valdemarin, K.S.","2017",NA,NA,NA,"07",NA,"33715","auto",NA
"67","2019-07-11 10:10:21-03","ESALQ","ESA","120342","S","Plantae","Magnoliophyta",NA,"Marantaceae","Goeppertia","vaginata","Goeppertia vaginata",NA,"Flores, T.B.","1159","2012","08","25",NA,"Brasil","Espírito Santo","Sooretama","Reserva Biológica de Sooretama - Estrada do meio - Entrada da picada em frente ao antigo posto de vigia, antes da ponte.","-40.0978012084961","-19.1968994140625",NA,NA,NA,"Erva inteira, flores alvas.","ESA120342","ESA120342_1 ESA120342_2",NA,"Saka, M.N.","2016",NA,NA,NA,"06",NA,"33715","auto",NA
"68","2019-07-11 10:11:40-03","ESALQ","ESA","120336","S","Plantae","Magnoliophyta",NA,"Nyctaginaceae","Guapira",NA,"Guapira",NA,"Flores, T.B.","1153","2012","08","25",NA,"Brasil","Espírito Santo","Sooretama","Reserva Biológica de Sooretama - Estrada do meio - Entrada da picada em frente ao antigo posto de vigia, antes da ponte.","-40.0978012084961","-19.1968994140625",NA,NA,NA,"Arvoreta, ca. 2m de alt. Frutos maduros rosa.","ESA120336","ESA120336",NA,NA,NA,NA,NA,NA,NA,NA,"33715","auto",NA
"69","2019-07-11 10:11:25-03","ESALQ","ESA","120306","S","Plantae","Magnoliophyta",NA,"Myrtaceae","Myrcia","insularis","Myrcia insularis","Gardner","Flores, T.B.","1123","2012","08","24",NA,"Brasil","Espírito Santo","Sooretama","Reserva Biológica de Sooretama - Estrada do meio - Entrada da picada em frente ao antigo posto de vigia, antes da ponte.","-40.0978012084961","-19.1968994140625",NA,NA,NA,"Árvore, ca. 3m de alt. Flores alvas.","ESA120306",NA,NA,"Lima, D.F.","2016",NA,NA,NA,NA,NA,"33715","auto",NA
"70","2019-07-11 10:11:54-03","ESALQ","ESA","120360","S","Plantae","Magnoliophyta",NA,"Orchidaceae","Oncidium",NA,"Oncidium",NA,"Flores, T.B.","1177","2012","08","26",NA,"Brasil","Espírito Santo","Sooretama","Reserva Biológica de Sooretama - Ramificação da estrada do meio Km 10.","-40.0978012084961","-19.1968994140625",NA,NA,NA,"Epífita, coluna amarela, labelo amarelo, com interior marrom e demais verticilos marrons com listras amarelas.","ESA120360","ESA120360",NA,NA,NA,NA,NA,NA,NA,NA,"33715","auto",NA
"71","2019-07-11 10:11:40-03","ESALQ","ESA","110453","S","Plantae","Magnoliophyta",NA,"Ochnaceae","Ouratea",NA,"Ouratea",NA,"Colletta, G.D.","294","2009","05","13",NA,"Brasil","Espírito Santo","Sooretama",NA,"-40.0978012084961","-19.1968994140625",NA,NA,NA,NA,"ESA110453","ESA110453",NA,NA,NA,NA,NA,NA,NA,NA,"33715","auto",NA
"72","2019-07-11 10:12:08-03","ESALQ","ESA","110431","S","Plantae","Magnoliophyta",NA,"Oxalidaceae","Oxalis",NA,"Oxalis",NA,"Colletta, G.D.","272","2009","05","13",NA,"Brasil","Espírito Santo","Sooretama",NA,"-40.0978012084961","-19.1968994140625",NA,NA,NA,NA,"ESA110431","ESA110431",NA,NA,NA,NA,NA,NA,NA,NA,"33715","auto",NA
"73","2019-07-11 10:12:08-03","ESALQ","ESA","120302","S","Plantae","Magnoliophyta",NA,"Oxalidaceae","Oxalis",NA,"Oxalis",NA,"Flores, T.B.","1119","2012","08","24",NA,"Brasil","Espírito Santo","Sooretama","Reserva Biológica de Sooretama - Estrada do meio - Entrada da picada em frente ao antigo posto de vigia, antes da ponte.","-40.0978012084961","-19.1968994140625",NA,NA,NA,"Erva inteira, flores amarelas, frutos roxos, face abaxial da folha roxa.","ESA120302","ESA120302",NA,NA,NA,NA,NA,NA,NA,NA,"33715","auto",NA
"74","2019-07-11 10:12:08-03","ESALQ","ESA","120337","S","Plantae","Magnoliophyta",NA,"Oxalidaceae","Oxalis",NA,"Oxalis",NA,"Flores, T.B.","1154","2012","08","25",NA,"Brasil","Espírito Santo","Sooretama","Reserva Biológica de Sooretama - Estrada do meio - Entrada da picada em frente ao antigo posto de vigia, antes da ponte.","-40.0978012084961","-19.1968994140625",NA,NA,NA,"Erva inteira, flores amarelas.","ESA120337","ESA120337",NA,NA,NA,NA,NA,NA,NA,NA,"33715","auto",NA
"75","2019-07-11 08:57:46-03","ESALQ","ESA","110444","S","Plantae","Magnoliophyta",NA,"Rubiaceae","Palicourea",NA,"Palicourea",NA,"Colletta, G.D.","285","2009","05","13",NA,"Brasil","Espírito Santo","Sooretama",NA,"-40.0978012084961","-19.1968994140625",NA,NA,NA,NA,"ESA110444","ESA110444",NA,NA,NA,NA,NA,NA,NA,NA,"33715","auto",NA
"76","2019-07-11 10:13:24-03","ESALQ","ESA","120355","S","Plantae","Magnoliophyta",NA,"Rubiaceae","Palicourea",NA,"Palicourea",NA,"Flores, T.B.","1172","2012","08","26",NA,"Brasil","Espírito Santo","Sooretama","Reserva Biológica de Sooretama - Ramificação da estrada do meio Km 10.","-40.0978012084961","-19.1968994140625",NA,NA,NA,"Subarbusto, ca. 2m de alt. flores amarelas.","ESA120355",NA,NA,NA,NA,NA,NA,NA,NA,NA,"33715","auto",NA
"77","2019-07-11 08:57:46-03","ESALQ","ESA","110446","S","Plantae","Magnoliophyta",NA,"Rubiaceae","Palicourea",NA,"Palicourea",NA,"Colletta, G.D.","287","2009","05","13",NA,"Brasil","Espírito Santo","Sooretama",NA,"-40.0978012084961","-19.1968994140625",NA,NA,NA,NA,"ESA110446","ESA110446",NA,NA,NA,NA,NA,NA,NA,NA,"33715","auto",NA
"78","2019-07-11 10:12:08-03","ESALQ","ESA","120346","S","Plantae","Magnoliophyta",NA,"Passifloraceae","Passiflora",NA,"Passiflora",NA,"Flores, T.B.","1163","2012","08","26",NA,"Brasil","Espírito Santo","Sooretama","Reserva Biológica de Sooretama - Ramificação da estrada do meio Km 10.","-40.0978012084961","-19.1968994140625",NA,NA,NA,"Trepadeira, frutos imaturos verdes, cálice roxo, corola alva, anteras amarelas, gineceu verde.","ESA120346","ESA120346",NA,NA,NA,NA,NA,NA,NA,NA,"33715","auto",NA
"79","2019-07-11 10:14:02-03","ESALQ","ESA","110478","S","Plantae","Magnoliophyta",NA,"Sapindaceae","Paullinia","revoluta","Paullinia revoluta",NA,"Ferrucci, M.S.","2926","2009","05","13",NA,"Brasil","Espírito Santo","Sooretama",NA,"-40.0978012084961","-19.1968994140625",NA,NA,NA,NA,"ESA110478","ESA110478",NA,"Somner, G.V.","2014",NA,NA,NA,"08","12","33715","auto",NA
"80","2019-07-11 10:14:02-03","ESALQ","ESA","110473","S","Plantae","Magnoliophyta",NA,"Sapindaceae","Paullinia","revoluta","Paullinia revoluta",NA,"Ferrucci, M.S.","2921","2009","05","13",NA,"Brasil","Espírito Santo","Sooretama",NA,"-40.0978012084961","-19.1968994140625",NA,NA,NA,NA,"ESA110473","ESA110473",NA,"Somner, G.V.","2014",NA,NA,NA,"08","12","33715","auto",NA
"81","2019-07-11 10:14:02-03","ESALQ","ESA","110481","S","Plantae","Magnoliophyta",NA,"Sapindaceae","Paullinia","revoluta","Paullinia revoluta","Radlk.","Ferrucci, M.S.","2929","2009","05","13",NA,"Brasil","Espírito Santo","Sooretama",NA,"-40.0978012084961","-19.1968994140625",NA,NA,NA,NA,"ESA110481","ESA110481",NA,"Acevedo, P.","2018",NA,NA,NA,"04",NA,"33715","auto",NA
"82","2019-07-11 10:14:02-03","ESALQ","ESA","110479","S","Plantae","Magnoliophyta",NA,"Sapindaceae","Paullinia","weinmaniifolia","Paullinia weinmaniifolia",NA,"Ferrucci, M.S.","2927","2009","05","13",NA,"Brasil","Espírito Santo","Sooretama",NA,"-40.0978012084961","-19.1968994140625",NA,NA,NA,NA,"ESA110479","ESA110479_1 ESA110479_2 ESA110479_v1 ESA110479_v2 ESA110479_v3 ESA110479_v4",NA,"Somner, G.V.","2014",NA,NA,NA,"08","12","33715","auto",NA
"83","2019-07-11 10:10:10-03","ESALQ","ESA","120317","S","Plantae","Magnoliophyta",NA,"Malvaceae","Pavonia","multiflora","Pavonia multiflora","A. St.-Hil.","Flores, T.B.","1134","2012","08","25",NA,"Brasil","Espírito Santo","Sooretama","Reserva Biológica de Sooretama - Estrada do meio - Entrada da picada em frente ao antigo posto de vigia, antes da ponte.","-40.0978012084961","-19.1968994140625",NA,NA,NA,"Subarbusto, ca. 1m de alt. Calículo e gineceu róseos, pétalas, sépalas e androceu roxos.","ESA120317","ESA120317",NA,"Gonçalez, V.M.","2015",NA,NA,NA,"10","21","33715","auto",NA
"84","2019-07-11 08:56:29-03","ESALQ","ESA","110435","S","Plantae","Magnoliophyta",NA,"Peraceae","Pera",NA,"Pera",NA,"Colletta, G.D.","276","2009","05","13",NA,"Brasil","Espírito Santo","Sooretama",NA,"-40.0978012084961","-19.1968994140625",NA,NA,NA,NA,"ESA110435","ESA110435",NA,NA,NA,NA,NA,NA,NA,NA,"33715","auto",NA
"85","2019-07-11 08:56:30-03","ESALQ","ESA","110423","S","Plantae","Magnoliophyta",NA,"Peraceae","Pera","glabrata","Pera glabrata","(Schott) Baill.","Colletta, G.D.","264","2009","05","13",NA,"Brasil","Espírito Santo","Sooretama",NA,"-40.0978012084961","-19.1968994140625",NA,NA,NA,NA,"ESA110423","ESA110423",NA,"Bigio, N.C.","2017",NA,NA,NA,"11",NA,"33715","auto",NA
"86","2019-07-11 10:12:22-03","ESALQ","ESA","120303","S","Plantae","Magnoliophyta",NA,"Piperaceae","Piper",NA,"Piper",NA,"Flores, T.B.","1120","2012","08","24",NA,"Brasil","Espírito Santo","Sooretama","Reserva Biológica de Sooretama - Estrada do meio - Entrada da picada em frente ao antigo posto de vigia, antes da ponte.","-40.0978012084961","-19.1968994140625",NA,NA,NA,"Erva, ca. 1m de alt. Espigas alvas.","ESA120303","ESA120303",NA,NA,NA,NA,NA,NA,NA,NA,"33715","auto",NA
"87","2019-07-11 08:56:41-03","ESALQ","ESA","110432","S","Plantae","Magnoliophyta",NA,"Piperaceae","Piper","amplum","Piper amplum",NA,"Colletta, G.D.","273","2009","05","13",NA,"Brasil","Espírito Santo","Sooretama",NA,"-40.0978012084961","-19.1968994140625",NA,NA,NA,NA,"ESA110432","ESA110432",NA,"Colletta, G.D.","2013",NA,NA,NA,NA,NA,"33715","auto",NA
"88","2019-07-11 10:12:51-03","ESALQ","ESA","110419","S","Plantae","Magnoliophyta",NA,"Polygalaceae","Polygala",NA,"Polygala",NA,"Colletta, G.D.","260","2009","05","13",NA,"Brasil","Espírito Santo","Sooretama",NA,"-40.0978012084961","-19.1968994140625",NA,NA,NA,NA,"ESA110419","ESA110419",NA,NA,NA,NA,NA,NA,NA,NA,"33715","auto",NA
"89","2019-07-11 08:55:47-03","ESALQ","ESA","110412","S","Plantae","Magnoliophyta",NA,"Myrtaceae","Psidium","myrtoides","Psidium myrtoides",NA,"Colletta, G.D.","253","2009","05","13",NA,"Brasil","Espírito Santo","Sooretama",NA,"-40.0978012084961","-19.1968994140625",NA,NA,NA,NA,"ESA110412","ESA110412",NA,"Caliari, C.P.","2012",NA,NA,NA,"03","22","33715","auto",NA
"90","2019-07-11 10:13:24-03","ESALQ","ESA","110429","S","Plantae","Magnoliophyta",NA,"Rubiaceae","Psychotria",NA,"Psychotria",NA,"Colletta, G.D.","270","2009","05","13",NA,"Brasil","Espírito Santo","Sooretama",NA,"-40.0978012084961","-19.1968994140625",NA,NA,NA,NA,"ESA110429","ESA110429",NA,NA,NA,NA,NA,NA,NA,NA,"33715","auto",NA
"91","2019-02-22 15:15:23-03","ESALQ","ESA","110425","S","Plantae","Magnoliophyta",NA,"Cyperaceae","Rhynchospora",NA,"Rhynchospora",NA,"Colletta, G.D.","266",NA,NA,NA,NA,"Brasil","Espírito Santo","Sooretama",NA,"-40.0978012084961","-19.1968994140625",NA,NA,NA,NA,"ESA110425","ESA110425",NA,NA,NA,NA,NA,NA,NA,NA,"33715","auto",NA
"92","2019-07-11 10:07:55-03","ESALQ","ESA","120339","S","Plantae","Magnoliophyta",NA,"Euphorbiaceae","Gymnanthes",NA,"Gymnanthes",NA,"Flores, T.B.","1156","2012","08","25",NA,"Brasil","Espírito Santo","Sooretama","Reserva Biológica de Sooretama - Estrada do meio - Entrada da picada em frente ao antigo posto de vigia, antes da ponte.","-40.0978012084961","-19.1968994140625",NA,NA,NA,"Arvoreta, ca. 1m de alt. Flores creme.","ESA120339",NA,NA,NA,NA,NA,NA,NA,NA,NA,"33715","auto",NA
"93","2019-07-11 10:04:28-03","ESALQ","ESA","120361","S","Plantae","Magnoliophyta",NA,"Acanthaceae","Ruellia",NA,"Ruellia",NA,"Flores, T.B.","1178","2012","08","26",NA,"Brasil","Espírito Santo","Sooretama","Reserva Biológica de Sooretama - Ramificação da estrada do meio Km 10.","-40.0978012084961","-19.1968994140625",NA,NA,NA,"Erva inteira, flores alvas.","ESA120361",NA,NA,NA,NA,NA,NA,NA,NA,NA,"33715","auto",NA
