"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","infraspecificEpithet","typeStatus","individualCount","class","relatedCatalogItem"
"356","2019-10-07 09:21:21-03","UEFS","HUEFS","81691","PreservedSpecimen","Plantae","Angiospermae","Poales","Eriocaulaceae","Paepalanthus","implicatus","Paepalanthus implicatus","Silveira","C.O.Andrino","2018","04",NA,"Pirani, J.R.","4072","1998","03","01",NA,"Brasil","Minas Gerais","Presidente Kubitschek","Rodovia Datas-Serro, km 432, grande afloramento a N da estrada. Planalto de Diamantina.","-43.666667","-18.65","43W40'","18S39'","1000","1000",NA,NA,"HUEFS0081691","HUEFS0081691",NA,NA,NA,NA,NA,"Lilianae",NA
"357","2019-10-07 09:32:08-03","UEFS","HUEFS","77601","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Malpighiaceae","Peixotoa","glabra","Peixotoa glabra","A.Juss.",NA,NA,NA,NA,"Jardim, J.G.","4182","2004","01","21",NA,"Brasil","Minas Gerais","Presidente Kubitschek","Estrada Tombadouro/Costa Sena, ca. 2,0Km do Distrito de Costa Sena.","-43.676389","-18.65","43W40'35''","18S39'0''","1065","1065",NA,"Campo rupestre associado a Cerrado.","HUEFS0077601","HUEFS0077601",NA,NA,NA,NA,NA,"Rosanae",NA
"358","2019-10-07 09:33:26-03","UEFS","HUEFS","77611","PreservedSpecimen","Plantae","Angiospermae","Malvales","Malvaceae","Peltaea","polymorpha","Peltaea polymorpha","(A.St.-Hil.) Krapov. & Cristóbal","A.J.Fernandes Jr.","2016","03",NA,"Jardim, J.G.","4192","2004","01","21",NA,"Brasil","Minas Gerais","Presidente Kubitschek","Estrada Tombadouro/Costa Sena, ca. 2,0Km do Distrito de Costa Sena.","-43.676389","-18.65","43W40'35''","18S39'0''","1065","1065",NA,"Floresta de galeria do Rio Paraúna.","HUEFS0077611","HUEFS0077611",NA,NA,NA,NA,NA,"Rosanae",NA
"359","2019-10-07 09:23:23-03","UEFS","HUEFS","77624","PreservedSpecimen","Plantae","Angiospermae","Piperales","Piperaceae","Peperomia",NA,"Peperomia",NA,NA,NA,NA,NA,"Jardim, J.G.","4205","2004","01","21",NA,"Brasil","Minas Gerais","Presidente Kubitschek","2,5Km de Costa Sena.","-43.670278","-18.661389","43W40'13''","18S39'41''","1069","1069",NA,"Campo rupestre - Cerrado.","HUEFS0077624","HUEFS0077624",NA,NA,NA,NA,NA,"Magnolianae",NA
"360","2019-10-07 09:20:08-03","UEFS","HUEFS","77619","PreservedSpecimen","Plantae","Angiospermae","Asparagales","Orchidaceae","Pleurothallis","teres","Pleurothallis teres","Lindl.","L.Menini Neto","2009","10",NA,"Jardim, J.G.","4200","2004","01","21",NA,"Brasil","Minas Gerais","Presidente Kubitschek","2,5Km de Costa Sena.","-43.670278","-18.661389","43W40'13''","18S39'41''","1069","1069",NA,"Campo rupestre - Cerrado.","HUEFS0077619","HUEFS0077619",NA,NA,NA,NA,NA,"Lilianae",NA
"361","2019-10-07 09:29:49-03","UEFS","HUEFS","70494","PreservedSpecimen","Plantae","Angiospermae","Fabales","Polygalaceae","Polygala","pseudoerica","Polygala pseudoerica","A.St.-Hil. & Moq.","E.B.Miranda","2004","08",NA,"França, F.","4560","2003","02","18",NA,"Brasil","Minas Gerais","Presidente Kubitschek","Estrada BR 259 a Serro. c. 9,7km de Datas.","-43.591667","-18.572222","43W35'30''","18S34'20''",NA,NA,NA,"Campo rupestre.","HUEFS0070494","HUEFS0070494",NA,NA,NA,NA,NA,"Rosanae",NA
"362","2019-10-07 09:19:19-03","UEFS","HUEFS","77609","PreservedSpecimen","Plantae","Angiospermae","Caryophyllales","Portulacaceae","Portulaca","hirsutissima","Portulaca hirsutissima","Cambess.","A.O.Paes-Coelho","2004","10",NA,"Jardim, J.G.","4190","2004","01","21",NA,"Brasil","Minas Gerais","Presidente Kubitschek","Estrada Tombadouro/Costa Sena, ca. 2,0Km do Distrito de Costa Sena.","-43.676389","-18.65","43W40'35''","18S39'0''","1065","1065",NA,"Floresta de galeria do Rio Paraúna.","HUEFS0077609","HUEFS0077609",NA,NA,NA,NA,NA,"Caryophyllanae",NA
"363","2019-10-07 09:14:44-03","UEFS","HUEFS","77625","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Rubiaceae","Psychotria","capitata","Psychotria capitata","Ruiz & Pav.","E.B.Souza & S.F.Conceição","2005","06",NA,"Jardim, J.G.","4206","2004","01","21",NA,"Brasil","Minas Gerais","Presidente Kubitschek","2,5Km de Costa Sena.","-43.670278","-18.661389","43W40'13''","18S39'41''","1069","1069",NA,"Campo rupestre - Cerrado.","HUEFS0077625","HUEFS0077625",NA,NA,NA,NA,NA,"Asteranae",NA
"364","2019-10-07 09:14:52-03","UEFS","HUEFS","77616","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Rubiaceae","Remijia","ferruginea","Remijia ferruginea","(A.St.-Hil.) DC.",NA,NA,NA,NA,"Jardim, J.G.","4197","2004","01","21",NA,"Brasil","Minas Gerais","Presidente Kubitschek","2,5Km de Costa Sena.","-43.670278","-18.661389","43W40'13''","18S39'41''","1069","1069",NA,"Campo rupestre - Cerrado.","HUEFS0077616","HUEFS0077616",NA,NA,NA,NA,NA,"Asteranae",NA
"365","2019-10-07 09:20:09-03","UEFS","HUEFS","70492","PreservedSpecimen","Plantae","Angiospermae","Asparagales","Orchidaceae","Sacoila","lanceolata","Sacoila lanceolata","(Aubl.) Garay","E.C.Smidt","2004","09",NA,"França, F.","4558","2003","02","18",NA,"Brasil","Minas Gerais","Presidente Kubitschek","Estrada BR 259 a Serro. c. 9,7km de Datas.","-43.591667","-18.572222","43W35'30''","18S34'20''",NA,NA,NA,"Campo rupestre.","HUEFS0070492","HUEFS0070492",NA,NA,NA,NA,NA,"Lilianae",NA
"366","2019-10-07 09:16:35-03","UEFS","HUEFS","77615","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Lamiaceae","Salvia","brevipes","Salvia brevipes","Benth.","E.P.Santos","2010","07",NA,"Jardim, J.G.","4196","2004","01","21",NA,"Brasil","Minas Gerais","Presidente Kubitschek","2,5Km de Costa Sena.","-43.670278","-18.661389","43W40'13''","18S39'41''","1069","1069",NA,"Campo rupestre - Cerrado.","HUEFS0077615","HUEFS0077615",NA,NA,NA,NA,NA,"Asteranae",NA
"367","2019-10-07 09:14:55-03","UEFS","HUEFS","77602","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Rubiaceae","Sipanea",NA,"Sipanea",NA,NA,NA,NA,NA,"Jardim, J.G.","4183","2004","01","21",NA,"Brasil","Minas Gerais","Presidente Kubitschek","Estrada Tombadouro/Costa Sena, ca. 2,0Km do Distrito de Costa Sena.","-43.676389","-18.65","43W40'35''","18S39'0''","1065","1065",NA,"Campo rupestre associado a Cerrado.","HUEFS0077602","HUEFS0077602",NA,NA,NA,NA,NA,"Asteranae",NA
"368","2019-10-07 09:13:57-03","UEFS","HUEFS","77620","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Loganiaceae","Spigelia","schlechtendaliana","Spigelia schlechtendaliana","Mart.","F.J.Fernández Casas","2013","10",NA,"Jardim, J.G.","4201","2004","01","21",NA,"Brasil","Minas Gerais","Presidente Kubitschek","2,5Km de Costa Sena.","-43.670278","-18.661389","43W40'13''","18S39'41''","1069","1069",NA,"Campo rupestre - Cerrado.","HUEFS0077620","HUEFS0077620",NA,NA,NA,NA,NA,"Asteranae",NA
"369","2019-10-07 09:17:22-03","UEFS","HUEFS","139933","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Verbenaceae","Stachytarpheta",NA,"Stachytarpheta",NA,NA,NA,NA,NA,"Rapini, A.","1705","2008","02","05",NA,"Brasil","Minas Gerais","Presidente Kubitschek","Trinta Réis.","-43.593333","-18.573333","43W35'36''","18S34'24''","1200","1200",NA,"Campo rupestre.","HUEFS0139933","HUEFS0139933",NA,NA,NA,NA,NA,"Asteranae",NA
"370","2019-10-07 09:17:23-03","UEFS","HUEFS","70491","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Verbenaceae","Stachytarpheta","discolor","Stachytarpheta discolor","Cham.",NA,NA,NA,NA,"França, F.","4557","2003","02","18",NA,"Brasil","Minas Gerais","Presidente Kubitschek","Estrada BR 259 a Serro. c. 9,7km de Datas.","-43.591667","-18.572222","43W35'30''","18S34'20''",NA,NA,NA,"Campo rupestre.","HUEFS0070491","HUEFS0070491",NA,NA,NA,NA,NA,"Asteranae",NA
"371","2019-10-07 09:17:23-03","UEFS","HUEFS","70499","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Verbenaceae","Stachytarpheta","discolor","Stachytarpheta discolor","Cham.",NA,NA,NA,NA,"França, F.","4565","2003","02","18",NA,"Brasil","Minas Gerais","Presidente Kubitschek","Estrada BR 259 a Serro. c. 9,7km de Datas.","-43.591667","-18.572222","43W35'30''","18S34'20''",NA,NA,NA,"Campo rupestre.","HUEFS0070499","HUEFS0070499",NA,NA,NA,NA,NA,"Asteranae",NA
"372","2020-03-19 10:55:56-03","UEFS","HUEFS","38368","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Stylosanthes","tomentosa","Stylosanthes tomentosa","M.B.Ferreira & Sousa Costa",NA,NA,NA,NA,"Souza, V.C.","8458","1995","03","13",NA,"Brasil","Minas Gerais","Presidente Kubitschek","Ca. 20Km de Dantas em direção a Serro, Km 444.","-43.593333","-18.571944","43W35'36''","18S34'19''","1200","1200",NA,"Campo rupestre.","HUEFS0038368","HUEFS0038368",NA,NA,NA,NA,NA,"Rosanae",NA
"373","2019-10-07 09:20:19-03","UEFS","HUEFS","77608","PreservedSpecimen","Plantae","Angiospermae","Commelinales","Commelinaceae","Tradescantia","diuretica","Tradescantia diuretica","Mart.","L.Y.S.Aona","2005","02",NA,"Jardim, J.G.","4189","2004","01","21",NA,"Brasil","Minas Gerais","Presidente Kubitschek","Estrada Tombadouro/Costa Sena, ca. 2,0Km do Distrito de Costa Sena.","-43.676389","-18.65","43W40'35''","18S39'0''","1065","1065",NA,"Floresta de galeria do Rio Paraúna.","HUEFS0077608","HUEFS0077608",NA,NA,NA,NA,NA,"Lilianae",NA
"374","2019-10-07 09:11:51-03","UEFS","HUEFS","39777","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Minasia","scapigera","Minasia scapigera","H.Rob.","H.P.Bautista","1999","10",NA,"Hatschbach, G.","68222","1998","07","25",NA,"Brasil","Minas Gerais","Presidente Kubitschek","Rod. BR-259, próximo ao trevo para Presidente Kubitscheck.","-43.562198638916","-18.6144008636475",NA,NA,NA,NA,NA,"Campo rupestre, solo arenoso.","HUEFS0039777",NA,"13347","auto",NA,NA,NA,"Asteranae",NA
"375","2019-10-07 09:35:41-03","UEFS","HUEFS","83121","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Myrtaceae","Myrcia","multipunctata","Myrcia multipunctata","Mazine","Lucresia, Melo, Neves & Stadnik","2019","07",NA,"Hatschbach, G.","67358","1997","11","21",NA,"Brasil","Minas Gerais","Presidente Kubitschek","Rod. MG-259, 3-5km L da divisa com Datas","-43.562198638916","-18.6144008636475",NA,NA,NA,NA,NA,NA,"HUEFS0083121","HUEFS0083121","13347","auto",NA,NA,NA,"Rosanae",NA
"376","2019-10-07 09:11:06-03","UEFS","HUEFS","67674","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Aspilia","subpetiolata","Aspilia subpetiolata","Baker",NA,NA,NA,NA,"Hatschbach, G.","67372","1997","11","21",NA,"Brasil","Minas Gerais","Presidente Kubitschek","Rod. MG-259, 3-5km L da divisa com Datas.","-43.562198638916","-18.6144008636475",NA,NA,NA,NA,NA,"Solo arenoso,junto a córrego.","HUEFS0067674","HUEFS0067674","13347","auto",NA,NA,NA,"Asteranae",NA
"377","2019-10-07 09:34:17-03","UEFS","HUEFS","103064","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Melastomataceae","Marcetia","acerosa","Marcetia acerosa","Schrank & Mart. ex DC.",NA,NA,NA,NA,"Hatschbach, G.","67368","1997","11","21",NA,"Brasil","Minas Gerais","Presidente Kubitschek","Rod. MG-259, 3-5 Km L da divisa com Datas.","-43.562198638916","-18.6144008636475",NA,NA,NA,NA,NA,NA,"HUEFS0103064","HUEFS0103064","13347","auto",NA,NA,NA,"Rosanae",NA
"378","2019-09-13 11:59:28-03","UFVJM","HDJF","5292","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Cactaceae","Pilosocereus","aurisetus","Pilosocereus aurisetus aurisetus","(Werderm.) Byles & G.D. Rowley","Lavor, P","2017","02","17","Fantinati, MR; Soffiatti, P","174","2017","01","19","Southern America","Brasil","Minas Gerais","Presidente Kubitschek","BR 259, Datas em direção à Serro","-43.59175","-18.571417","-43.59175","-18.571417","1202","1202",NA,NA,"HDJF005292","HDJF005292_01",NA,NA,"aurisetus",NA,NA,NA,NA
"379","2019-09-13 11:59:28-03","UFVJM","HDJF",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Cactaceae","Pilosocereus","aurisetus","Pilosocereus aurisetus aurisetus","(Werderm.) Byles & G.D. Rowley","Lavor, P","2017","02","17","Fantinati, MR; Soffiatti, P","174","2017","01","19","Southern America","Brasil","Minas Gerais","Presidente Kubitschek","BR 259, Datas em direção à Serro","-43.59175","-18.571417","-43.59175","-18.571417","1202","1202",NA,NA,NA,NA,NA,NA,"aurisetus",NA,NA,NA,NA
"380","2018-12-03 11:09:37-02","CEPLAC","CEPEC","48621","S","Plantae",NA,NA,"Caesalpiniaceae","Chamaecrista","potentilla","Chamaecrista potentilla potentilla",NA,"G. Hatschbach",NA,NA,NA,"G. Hatschbach","53105","1989","05","23",NA,"Brasil","Minas Gerais","PRESIDENTE KUBITSCHEK","BR-259-MG.","-43.562198638916","-18.6144008636475","0*0'0","0*0'0",NA,NA,NA,NA,NA,NA,"13347","auto","potentilla",NA,NA,NA,"30/12/1989"
"381","2018-12-03 11:09:38-02","CEPLAC","CEPEC","80311","S","Plantae",NA,NA,"Caesalpiniaceae","Chamaecrista","rossicorum","Chamaecrista rossicorum",NA,"IAC Coutinho",NA,NA,NA,"G. Hatschbach","68225","1986","01","30",NA,"Brasil","Minas Gerais","PRESIDENTE KUBITSCHEK","Rod. BR-259, prox. ao trevo para cidade.","-43.562198638916","-18.6144008636475",NA,NA,NA,NA,NA,NA,NA,NA,"13347","auto",NA,NA,NA,NA,"13/08/2013"
"382","2020-02-17 11:29:00-03","UEG","HUEG",NA,"PreservedSpecimen","Plantae",NA,NA,"Asteraceae",NA,NA,NA,NA,"Magenta, M.",NA,NA,NA,"Irwin, H.S.; Faria, J.E.Q.","2060","2011","10","19","Southern America","Brasil","Minas Gerais","Presidente Kubitschek","Margem da rodovia entre Datas e Serro","-43.592222","-18.5725","-43.592222","-18.5725",NA,NA,NA,"Erva em roseta lembrando uma eriocaulácea, botões florais e flores liláses; Campo rupestre úmido",NA,NA,NA,NA,NA,NA,NA,NA,NA
"383","2020-02-17 11:30:44-03","UEG","HUEG","11744","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Velloziaceae","Barbacenia","longiflora","Barbacenia longiflora","Mart.","Proença, C.","2011","11",NA,"Faria, J.E.Q.","2057","2011","10","19","Southern America","Brasil","Minas Gerais","Presidente Kubitschek","Margem da rodovia entre Datas e Serro. Campo rupestre úmido.","-43.592222","-18.5725","-43.592222","-18.5725","1189","1189",NA,"Erva rupícola ca. 0,1 m de altura, flor tubular longa e amarela.","HUEG011744",NA,NA,NA,NA,NA,NA,NA,NA
"384","2020-02-17 11:30:44-03","UEG","HUEG",NA,"PreservedSpecimen","Plantae","Monocotyledonae",NA,"Velloziaceae","Barbacenia","longiflora","Barbacenia longiflora","Mart.","Proença, C.E.B.; Ramos, P.C.M.","2011","11",NA,"Maguire, B.; Faria, J.E.Q.","2057","2011","10","19","Southern America","Brasil","Minas Gerais","Presidente Kubitschek","Margem da rodovia entre Datas e Serro","-43.592222","-18.5725","-43.592222","-18.5725",NA,NA,NA,"Erva rupícola ca. 0,1 m de altura, flor tubular longa e amarela; Campo rupestre úmido",NA,NA,NA,NA,NA,NA,NA,NA,NA
"385","2020-02-17 11:29:21-03","UEG","HUEG","11752","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Apocynaceae","Mandevilla",NA,"Mandevilla",NA,NA,NA,NA,NA,"Faria, J.E.Q.","2058","2011","10","19","Southern America","Brasil","Minas Gerais","Presidente Kubitschek","Margem da rodovia entre Datas e Serro. Campo rupestre úmido.","-43.592222","-18.5725","-43.592222","-18.5725","1189","1189",NA,"Erva ca. 0,1 m de altura, botão floral vermelho, flor com tubo vermelo e pétalas liláses escuras.","HUEG011752",NA,NA,NA,NA,NA,NA,NA,NA
"386","2020-02-17 11:29:21-03","UEG","HUEG",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Apocynaceae","Mandevilla",NA,"Mandevilla",NA,"Ramos, P.C.M.",NA,NA,NA,"Maguire, B.; Faria, J.E.Q.","2058","2011","10","19","Southern America","Brasil","Minas Gerais","Presidente Kubitschek","Margem da rodovia entre Datas e Serro","-43.592222","-18.5725","-43.592222","-18.5725",NA,NA,NA,"Erva ca. 0,1 m de altura, , botão floral vermelho, flor com tubo vermelho e pétalas liláses escuras; Campo rupestre úmido",NA,NA,NA,NA,NA,NA,NA,NA,NA
"387","2020-02-17 11:29:05-03","UEG","HUEG","11751","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Minasia",NA,"Minasia",NA,NA,NA,NA,NA,"Faria, J.E.Q.","2060","2011","10","19","Southern America","Brasil","Minas Gerais","Presidente Kubitschek","Margem da rodovia entre Datas e Serro. Campo rupestre úmido.","-43.592222","-18.5725","-43.592222","-18.5725","1189","1189",NA,"Erva em roseta lembrando uma eriocaulácea, botões florais e flores liláses.","HUEG011751",NA,NA,NA,NA,NA,NA,NA,NA
"388","2020-02-17 11:30:28-03","UEG","HUEG","11749","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Verbenaceae","Stachytarpheta",NA,"Stachytarpheta",NA,NA,NA,NA,NA,"Faria, J.E.Q.","2062","2011","10","19","Southern America","Brasil","Minas Gerais","Presidente Kubitschek","Margem da rodovia entre Datas e Serro. Campo rupestre.","-43.592222","-18.5725","-43.592222","-18.5725","1189","1189",NA,"Arbusto ca. 1,2 m de altura, flor azul metálico.","HUEG011749",NA,NA,NA,NA,NA,NA,NA,NA
"389","2020-02-17 11:30:28-03","UEG","HUEG",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Verbenaceae","Stachytarpheta",NA,"Stachytarpheta",NA,"Scalon, V.R.",NA,NA,NA,"Anderson, W.R.; Faria, J.E.Q.","2062","2011","10","19","Southern America","Brasil","Minas Gerais","Presidente Kubitschek","Margem da rodovia entre Datas e Serro","-43.592222","-18.5725","-43.592222","-18.5725",NA,NA,NA,"Arbusto ca. 1,2 m de altura, flor azul metálico; Campo rupestre",NA,NA,NA,NA,NA,NA,NA,NA,NA
"390","2020-02-17 11:30:44-03","UEG","HUEG",NA,"PreservedSpecimen","Plantae","Monocotyledonae",NA,"Velloziaceae","Vellozia",NA,"Vellozia",NA,"Delprete, P.G.",NA,NA,NA,"Zappi, D.C.; Faria, J.E.Q.","2059","2011","10","19","Southern America","Brasil","Minas Gerais","Presidente Kubitschek","Margem da rodovia entre Datas e Serro","-43.592222","-18.5725","-43.592222","-18.5725",NA,NA,NA,"Erva ca. 0,1 m de altura, flor lilás; Campo rupestre úmido",NA,NA,NA,NA,NA,NA,NA,NA,NA
"391","2020-02-17 11:30:44-03","UEG","HUEG","11750","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Velloziaceae",NA,NA,NA,NA,NA,NA,NA,NA,"Faria, J.E.Q.","2063","2011","10","19","Southern America","Brasil","Minas Gerais","Presidente Kubitschek","Margem da rodovia entre Datas e Serro. Campo rupestre.","-43.592222","-18.5725","-43.592222","-18.5725","1189","1189",NA,"Erva ca. m de altura, flor passada amarela pálida.","HUEG011750",NA,NA,NA,NA,NA,NA,NA,NA
"392","2020-02-17 11:30:44-03","UEG","HUEG",NA,"PreservedSpecimen","Plantae","Monocotyledonae",NA,"Velloziaceae",NA,NA,NA,NA,"Ramos, P.C.M.",NA,NA,NA,"?; Faria, J.E.Q.","2063","2011","10","19","Southern America","Brasil","Minas Gerais","Presidente Kubitschek","Margem da rodovia entre Datas e Serro","-43.592222","-18.5725","-43.592222","-18.5725",NA,NA,NA,"Erva ca. 0,5 m de altura, flor passada amrela pálida; Campo rupestre",NA,NA,NA,NA,NA,NA,NA,NA,NA
"393","2020-02-28 17:21:27-03","UESB","HUESB","3130","S","Plantae","Dicotyledoneae",NA,"Bignoniaceae","Pithecoctenium",NA,"Pithecoctenium",NA,NA,NA,NA,NA,"Jardim, J.G.; T.S.Nunes, jgJardim,; B.M.Silva; T.S.Nunes, jgJardim,; B.M.Silva","4188","2004","01","21",NA,"Brasil","Minas Gerais","Presidente Kubitschek","Estrada tombadouro/Costa Sena, ca. 2,0 km do Distrito de Costa Sena.","-43.676389","-18.666667","-43.676389","-18.666667","1065","1065",NA,"Doação para identificação.; Trepadeira Folhas verdes com a face inferior opaca Flores com corola branca, cálice verde com pontuações escuras.; Floresta de galeria do Rio Paraúna",NA,NA,NA,NA,NA,NA,NA,NA,NA
"394","2016-09-19 16:15:25-03","UnB","UB","171120","S","Plantae","Dicotyledoneae",NA,"Piperaceae","Peperomia","subrubrispica","Peperomia subrubrispica","C.DC.","Carvalho-Silva, M","2011","11",NA,"Faria, JEQ; Moreira, HJC","2064","2011","10","19","Southern America","Brasil","Minas Gerais","Presidente Kubitschek","Margem da rodovia entre Datas e Serro","-43.592222","-18.5725","-43.592222","-18.5725","1189","1189",NA,"Erva rupícola ca. 0,1 m de altura, ereta, folhas verdes arroxeadas, espigas jovens arroxeadas; Campo rupestre",NA,NA,NA,NA,NA,NA,NA,NA,NA
"395","2016-09-19 16:21:40-03","UnB","UB","171118","S","Plantae","Dicotyledoneae",NA,"Verbenaceae","Stachytarpheta","discolor","Stachytarpheta discolor","Cham.","Salimena, FRG","2015","03",NA,"Faria, JEQ; Moreira, HJC","2062","2011","10","19","Southern America","Brasil","Minas Gerais","Presidente Kubitschek","Margem da rodovia entre Datas e Serro","-43.592222","-18.5725","-43.592222","-18.5725","1189","1189",NA,"Arbusto ca. 1,2 m de altura, flor azul metálico; Campo rupestre",NA,NA,NA,NA,NA,NA,NA,NA,NA
"396","2017-03-27 17:54:37-03","UnB","UB","171115","S","Plantae","Monocotyledonae",NA,"Velloziaceae","Vellozia",NA,"Vellozia",NA,NA,NA,NA,NA,"Faria, JEQ; Moreira, HJC","2059","2011","10","19","Southern America","Brasil","Minas Gerais","Presidente Kubitschek","Margem da rodovia entre Datas e Serro","-43.592222","-18.5725","-43.592222","-18.5725","1189","1189",NA,"Erva ca. 0,1 m de altura, flor lilás; Campo rupestre úmido","UB0028465","UB0028465",NA,NA,NA,NA,NA,NA,NA
"397","2017-03-27 17:54:37-03","UnB","UB","171117","S","Plantae","Monocotyledonae",NA,"Velloziaceae","Vellozia",NA,"Vellozia",NA,NA,NA,NA,NA,"Faria, JEQ; Moreira, HJC","2061","2011","10","19","Southern America","Brasil","Minas Gerais","Presidente Kubitschek","Margem da rodovia entre Datas e Serro","-43.592222","-18.5725","-43.592222","-18.5725","1189","1189",NA,"Erva rupícola ca. 0,5 m de altura, flor lilás; Campo rupestre","UB0028463","UB0028463",NA,NA,NA,NA,NA,NA,NA
"398","2017-01-18 16:30:50-02","UnB","UB",NA,"S","Plantae","Monocotyledonae",NA,"Velloziaceae","Vellozia","declinans","Vellozia declinans","Goethart & Henrard","Mello-Silva, R","1991","08",NA,"Menezes, NL; et al.","SPF40972","1985","12","15","Southern America","Brasil","Minas Gerais","Presidente Kubitschek","Estrada Conceição do Mato Dentro - Diamantina. Km 433","-43.583333","-18.583333","-43.583333","-18.583333",NA,NA,NA,"Arbusto 1m. Hábito e flor muito semelhante a V. declinans","UB0028211","UB0028211",NA,NA,NA,NA,NA,NA,NA
"399","2017-01-18 16:30:50-02","UnB","UB",NA,"S","Plantae","Monocotyledonae",NA,"Velloziaceae","Vellozia","declinans","Vellozia declinans","Goethart & Henrard","Mello-Silva, R","1998","06",NA,"Pirani, JR; et al.","4074","1998","03","01","Southern America","Brasil","Minas Gerais","Presidente Kubitschek","Rodovia Datas - Serro, ramal para Costa Senna","-43.672222","-18.652778","-43.672222","-18.652778","1000","1000",NA,"Poucas flores com hipanto verde, tépalas roxas e anteras amarelas. Frutos; Formando densa população sobre lajedo, perto de curso d'água","UB0028209","UB0028209",NA,NA,NA,NA,NA,NA,NA
"400","2017-01-18 16:30:53-02","UnB","UB",NA,"S","Plantae","Monocotyledonae",NA,"Velloziaceae","Vellozia","fruticosa","Vellozia fruticosa","L.B. Sm.","Mello-Silva, R","1986","04","10","Menezes, NL; et al.","SPF40970","1985","12","15","Southern America","Brasil","Minas Gerais","Presidente Kubitschek","Estrada Conceição do Mato Dentro - Diamantina. Km 433","-43.583333","-18.583333","-43.583333","-18.583333",NA,NA,NA,"Arbusto 0,8m. Folhas viscosas. Flores roxas","UB0028228","UB0028228",NA,NA,NA,NA,NA,NA,NA
"401","2017-03-27 17:54:36-03","UnB","UB","171119","S","Plantae","Monocotyledonae",NA,"Velloziaceae",NA,NA,NA,NA,NA,NA,NA,NA,"Faria, JEQ; Moreira, HJC","2063","2011","10","19","Southern America","Brasil","Minas Gerais","Presidente Kubitschek","Margem da rodovia entre Datas e Serro","-43.592222","-18.5725","-43.592222","-18.5725","1189","1189",NA,"Erva ca. 0,5 m de altura, flor passada amrela pálida; Campo rupestre","UB0028461","UB0028461",NA,NA,NA,NA,NA,NA,NA
"402","2017-01-18 16:18:53-02","UnB","UB","123397","S","Plantae","Dicotyledoneae",NA,"Asteraceae","Aspilia","subpetiolata","Aspilia subpetiolata","Baker","Robinson, H","2002",NA,NA,"Hatschbach, G","67372","1997","11","21","Southern America","Brasil","Minas Gerais","Presidente Kubitschek","Rod. MG-259, 3-5km L da divisa com Datas","-43.562198638916","-18.6144008636475",NA,NA,NA,NA,NA,"Capítulo amarelo.; Arbusto 1m.; Campo rupestre, solo arenoso",NA,NA,"13347","auto",NA,NA,NA,NA,NA
"403","2017-01-18 16:30:47-02","UnB","UB","171113","S","Plantae","Monocotyledonae",NA,"Velloziaceae","Barbacenia","longiflora","Barbacenia longiflora","Mart.","Proença, CEB","2011","11",NA,"Faria, JEQ; Moreira, HJC","2057","2011","10","19","Southern America","Brasil","Minas Gerais","Presidente Kubitschek","Margem da rodovia entre Datas e Serro","-43.592222","-18.5725","-43.592222","-18.5725","1189","1189",NA,"Erva rupícola ca. 0,1 m de altura, flor tubular longa e amarela; Campo rupestre úmido","UB0028016","UB0028016",NA,NA,NA,NA,NA,NA,NA
