"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","infraspecificEpithet","typeStatus","individualCount","class","relatedCatalogItem"
"291","2019-11-13 11:20:21-03","USP","SPF","140687","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Sinningia","elatior","Sinningia elatior","(Kunth) Chautems","Chautems, A","2000","07",NA,"Mello-Silva, R","1779","2000","02","01",NA,"Brasil","Minas Gerais","Presidente Kubitschek",NA,"-43.562198638916","-18.6144008636475",NA,NA,NA,NA,NA,NA,"SPF00140687","SPF00140687","13347","auto",NA,NA,NA,NA,NA
"292","2019-11-13 11:29:31-03","USP","SPF","41651","PreservedSpecimen","Plantae",NA,NA,"Primulaceae","Myrsine","guianensis","Myrsine guianensis","(Aubl.) Kuntze","Pirani, JR","1992",NA,NA,"Menezes, NL","CFCR9260","1986","01","27",NA,"Brasil","Minas Gerais","Presidente Kubitschek",NA,"-43.562198638916","-18.6144008636475",NA,NA,NA,NA,NA,NA,"SPF00041651",NA,"13347","auto",NA,NA,NA,NA,NA
"293","2019-11-13 11:30:02-03","USP","SPF","93332","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Declieuxia","saturejoides","Declieuxia saturejoides","Mart. & Zucc. ex Schult. & Schult.f.","Calió, MF","2012","07",NA,"Cavalcanti, TB","182","1989","02","15",NA,"Brasil","Minas Gerais","Presidente Kubitschek",NA,"-43.562198638916","-18.6144008636475",NA,NA,"1200","1200",NA,NA,"SPF00093332",NA,"13347","auto",NA,NA,NA,NA,NA
"294","2019-11-13 11:27:45-03","USP","SPF","48084","PreservedSpecimen","Plantae",NA,NA,"Orobanchaceae","Agalinis","angustifolia","Agalinis angustifolia","(Mart.) D'Arcy","Souza, VC","1988","06",NA,"Hatschbach, G","51014","1987","03","14",NA,"Brasil","Minas Gerais","Presidente Kubitschek",NA,"-43.562198638916","-18.6144008636475",NA,NA,NA,NA,NA,NA,"SPF00048084","SPF00048084","13347","auto",NA,NA,NA,NA,NA
"295","2019-11-13 11:28:17-03","USP","SPF","40886","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","crinicaulis","Peperomia crinicaulis","C.DC.","Carvalho-Silva, M","2011","08",NA,"Souza, VC","CFCR8729","1985","12","15",NA,"Brasil","Minas Gerais","Presidente Kubitschek",NA,"-43.562198638916","-18.6144008636475",NA,NA,NA,NA,NA,NA,"SPF00040886","SPF00040886","13347","auto",NA,NA,NA,NA,NA
"296","2019-11-13 11:16:09-03","USP","SPF","211541","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","salzmannii","Baccharis salzmannii","DC.","Teles, AM","2005","03",NA,"Souza, VC","11818","1996","07","05",NA,"Brasil","Minas Gerais","Presidente Kubitschek",NA,"-43.562198638916","-18.6144008636475",NA,NA,NA,NA,NA,NA,"SPF00211541",NA,"13347","auto",NA,NA,NA,NA,NA
"297","2019-11-13 11:23:38-03","USP","SPF","139278","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","tricolor","Utricularia tricolor","A.St.-Hil.","Rivadavia, F",NA,NA,NA,"Rivadavia, F","570","1997","02","27",NA,"Brasil","Minas Gerais","Presidente Kubitschek",NA,"-43.562198638916","-18.6144008636475",NA,NA,"1100","1100",NA,NA,"SPF00139278",NA,"13347","auto",NA,NA,NA,NA,NA
"298","2019-11-13 11:15:21-03","USP","SPF","145227","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Oxypetalum","strictum","Oxypetalum strictum","Mart.","Rapini, A","2001","04",NA,"Hatschbach, G","44698","1982","03","13",NA,"Brasil","Minas Gerais","Presidente Kubitschek","Antiga Tijucal. Trinta Réis. 8 km S.","-43.562198638916","-18.6144008636475",NA,NA,NA,NA,NA,"Ereta, flor esverdeada, corona creme.; Campo rupestre, solo arenoso.","SPF00145227",NA,"13347","auto",NA,NA,NA,NA,NA
"299","2019-11-13 11:27:45-03","USP","SPF","227436","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","hippocrepica","Habenaria hippocrepica","J.A.N.Bat. & Bianch.","Batista, JAN","2015","05","26","Batista, JAN","1920","2007","02","14",NA,"Brasil","Minas Gerais","Presidente Kubitschek","Campos à direita da pista, no sentida para Datas, ca. de 2.8 km do entrocamento para cidade, na altura do km 442 da BR 259.","-43.562198638916","-18.6144008636475",NA,NA,NA,NA,NA,NA,"SPF00227436",NA,"13347","auto",NA,NA,NA,NA,NA
"300","2019-11-13 11:24:51-03","USP","SPF","40881","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Hibiscus","multiformis","Hibiscus multiformis","A.St.-Hil.","Esteves, GL","2008",NA,NA,"Simão, R","CFCR8724","1985","12","15",NA,"Brasil","Minas Gerais","Presidente Kubitschek","Estrada Conceição do Mato Dentro-Diamantina. Km 433.","-43.562198638916","-18.6144008636475",NA,NA,NA,NA,NA,NA,"SPF00040881",NA,"13347","auto",NA,NA,NA,NA,NA
"301","2019-11-13 11:16:27-03","USP","SPF","214106","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","hirsutissima","Mikania hirsutissima","DC.","Oliveira, CT","2015","01",NA,"Hattori, EKO","1381","2011","10","11",NA,"Brasil","Minas Gerais","Presidente Kubitschek","Estrada Presidente Kubitschek para Gouveia, borda de floresta de galeria, beira de estrada.","-43.562198638916","-18.6144008636475",NA,NA,NA,NA,NA,NA,"SPF00214106",NA,"13347","auto",NA,NA,NA,NA,NA
