"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","identifiedBy","yearIdentified","monthIdentified","recordedBy","country","stateProvince","county","decimalLongitude","decimalLatitude","coordinatePrecision","individualCount","occurrenceRemarks","geoFlag","scientificNameAuthorship","recordNumber","year","month","day","locality","continentOcean","verbatimLongitude","verbatimLatitude","preparationType","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","dayIdentified","class","previousCatalogNumber","typeStatus","infraspecificEpithet","relatedCatalogItem"
"784","2018-12-03 11:28:54-02","CEPLAC","CEPEC","68326","S","Plantae",NA,NA,"Oxalidaceae","Oxalis","alata","Oxalis alata rhombifolia","A. Lourteig",NA,NA,"G. Hatschbach","Brasil","Espírito Santo","CONCEIÇÃO DO CASTELO","-41.2439002990723","-20.3682994842529","17824",NA,NA,"auto",NA,"49954","1985","10","18","Alto Bananal.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"rhombifolia","30/12/1986"
"785","2018-12-03 11:06:47-02","CEPLAC","CEPEC","80289","S","Plantae",NA,NA,"Begoniaceae","Begonia","dichotoma","Begonia dichotoma","S. F. Smith",NA,NA,"G. Hatschbach","Brasil","Espírito Santo","CONCEIÇÃO DO CASTELO","-41.2439002990723","-20.3682994842529","17824",NA,NA,"auto",NA,"51317","1994","09","28","Alto Bananal.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1997"
"786","2018-12-03 11:04:41-02","CEPLAC","CEPEC","46873","S","Plantae",NA,NA,"Araceae","Anthurium","scandens","Anthurium scandens","S. Mayo",NA,NA,"G. Hatschbach","Brasil","Espírito Santo","CONCEIÇÃO DO CASTELO","-41.2439002990723","-20.3682994842529","17824",NA,NA,"auto",NA,"49930","1985","10","18","Alto Bananal.",NA,"0*0'0","0*0'0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1989"
"787","2018-12-03 11:35:59-02","CEPLAC","CEPEC","48494","S","Plantae",NA,NA,"Solanaceae","Solanum","swartzianum","Solanum swartzianum","L. F. de Carvalho",NA,NA,"G. Hatschbach","Brasil","Espírito Santo","CONCEIÇÃO DO CASTELO","-41.2439002990723","-20.3682994842529","17824",NA,NA,"auto",NA,"49905","1981","05","22","Alto Bananal.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1990"
"788","2019-10-09 16:25:20-03","CEPLAC","CEPEC","40730","S","Plantae",NA,NA,"Rubiaceae","Psychotria","vellosiana","Psychotria vellosiana","J. H. Kirkbride Jr.",NA,NA,"G. Hatschbach","Brasil","Espírito Santo","CONCEIÇÃO DO CASTELO","-41.2439002990723","-20.3682994842529","17824",NA,NA,"auto",NA,"49917","1985","10","18","Alto Bananal.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1986"
"789","2018-12-03 11:30:56-02","CEPLAC","CEPEC","66530","S","Plantae",NA,NA,"Polygalaceae","Securidaca","lanceolata","Securidaca lanceolata","Pastore",NA,NA,"G. Hatschbach","Brasil","Espírito Santo","CONCEIÇÃO DO CASTELO","-41.2439002990723","-20.3682994842529","17824",NA,NA,"auto",NA,"50697","1987","12","08","Alto Bananal.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/06/2007"
"790","2018-12-03 11:10:51-02","CEPLAC","CEPEC","59258","S","Plantae",NA,NA,"Celastraceae","Maytenus","schumanniana","Maytenus schumanniana","R. M. C. Okano",NA,NA,"G. Hatschbach","Brasil","Espírito Santo","CONCEIÇÃO DO CASTELO","-41.2439002990723","-20.3682994842529","17824",NA,NA,"auto",NA,"49934","1985","10","18","Alto Bananal.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1992"
"791","2018-12-03 11:04:50-02","CEPLAC","CEPEC","46872","S","Plantae",NA,NA,"Araceae","Philodendron","platypodum","Philodendron platypodum","S. Mayo",NA,NA,"G. Hatschbach","Brasil","Espírito Santo","CONCEIÇÃO DO CASTELO","-41.2439002990723","-20.3682994842529","17824",NA,NA,"auto",NA,"49948","1985","10","18","Alto Bananal.",NA,"0W0'0","0S0'0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1989"
"792","2018-12-03 11:14:12-02","CEPLAC","CEPEC","44505","S","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","cuspidifolium","Erythroxylum cuspidifolium","T. Plowman",NA,NA,"G. Hatschbach","Brasil","Espírito Santo","CONCEIÇÃO DO CASTELO","-41.2439002990723","-20.3682994842529","17824",NA,NA,"auto",NA,"50700","1987","12","08","Alto Bananal.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1988"
"793","2018-12-03 11:23:13-02","CEPLAC","CEPEC","43623","S","Plantae",NA,NA,"Melastomataceae","Leandra","multiplinervis","Leandra multiplinervis","J. J. Wurdack",NA,NA,"G. Hatschbach","Brasil","Espírito Santo","CONCEIÇÃO DO CASTELO","-41.2439002990723","-20.3682994842529","17824",NA,NA,"auto",NA,"49910","1985","10","18","Alto Bananal.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1987"
"794","2018-12-03 11:18:28-02","CEPLAC","CEPEC","43527","S","Plantae",NA,NA,"Hippocrateaceae","Pristimera","nervosa","Pristimera nervosa","A. M. W. Mennega",NA,NA,"G. Hatschbach","Brasil","Espírito Santo","CONCEIÇÃO DO CASTELO","-41.2439002990723","-20.3682994842529","17824",NA,NA,"auto",NA,"50895","1987","12","08","Alto Bananal.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1987"
"795","2018-12-03 11:06:46-02","CEPLAC","CEPEC","43631","S","Plantae",NA,NA,"Begoniaceae","Begonia","convolvulacea","Begonia convolvulacea","E. L. Jacques",NA,NA,"G. Hatschbach","Brasil","Espírito Santo","CONCEIÇÃO DO CASTELO","-41.2439002990723","-20.3682994842529","17824",NA,NA,"auto",NA,"51313","1987","08","20","Alto Bananal.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/11/1998"
"796","2018-12-03 11:15:21-02","CEPLAC","CEPEC","60446","S","Plantae",NA,NA,"Euphorbiaceae","Dalechampia","ficifolia","Dalechampia ficifolia","G. L. Webster",NA,NA,"G. Hatschbach","Brasil","Espírito Santo","CONCEIÇÃO DO CASTELO","-41.2439002990723","-20.3682994842529","17824",NA,NA,"auto",NA,"49940","1985","10","18","Alto Bananal.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1992"
"797","2019-11-04 17:05:04-03","CEPLAC","CEPEC","56251","S","Plantae",NA,NA,"Bignoniaceae","Tynanthus","cognatus","Tynanthus cognatus","SpeciesLink/lacunas",NA,NA,"G. Hatschbach","Brasil","Espírito Santo","CONCEIÇÃO DO CASTELO","-41.2439002990723","-20.3682994842529","17824",NA,NA,"auto",NA,"50691","1986","11","06","Alto Bananal.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1989"
"798","2018-12-03 11:07:07-02","CEPLAC","CEPEC","56245","S","Plantae",NA,NA,"Bignoniaceae","Dolichandra","unguiculata","Dolichandra unguiculata","M. M. M. Lopes",NA,NA,"G. Hatschbach","Brasil","Espírito Santo","CONCEIÇÃO DO CASTELO","-41.2439002990723","-20.3682994842529","17824",NA,NA,"auto",NA,"50688","1986","11","06","Alto Bananal.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/11/2007"
"799","2018-12-03 11:14:12-02","CEPLAC","CEPEC","42297","S","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","cuspidifolium","Erythroxylum cuspidifolium","T. Plowman",NA,NA,"G. Hatschbach","Brasil","Espírito Santo","CONCEIÇÃO DO CASTELO","-41.2439002990723","-20.3682994842529","17824",NA,NA,"auto",NA,"49953","1985","10","18","Alto Bananal.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1986"
"800","2019-11-20 16:10:36-03","CEPLAC","CEPEC","43630","S","Plantae",NA,NA,"Melastomataceae","Miconia","budlejoides","Miconia budlejoides","J. J. Wurdack",NA,NA,"G. Hatschbach","Brasil","Espírito Santo","CONCEIÇÃO DO CASTELO","-41.2439002990723","-20.3682994842529","17824",NA,NA,"auto",NA,"49931","1985","10","18","Alto Bananal.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1987"
"801","2018-12-03 11:24:22-02","CEPLAC","CEPEC","43531","S","Plantae",NA,NA,"Meliaceae","Trichilia","tetrapetala","Trichilia tetrapetala","J. R. Pirani",NA,NA,"G. Hatschbach","Brasil","Espírito Santo","CONCEIÇÃO DO CASTELO","-41.2439002990723","-20.3682994842529","17824",NA,NA,"auto",NA,"50693","1987","12","08","Alto Bananal.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1987"
"802","2018-12-03 11:14:40-02","CEPLAC","CEPEC","78546","S","Plantae",NA,NA,"Euphorbiaceae","Caryodendron","grandifolium","Caryodendron grandifolium","G. L. Webster",NA,NA,"G. Hatschbach","Brasil","Espírito Santo","CONCEIÇÃO DO CASTELO","-41.2439002990723","-20.3682994842529","17824",NA,NA,"auto",NA,"50694","1988","12","08","Alto Bananal.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1989"
"803","2018-12-03 11:18:11-02","CEPLAC","CEPEC","51101","S","Plantae",NA,NA,"Gesneriaceae","Nematanthus","crassifolius","Nematanthus crassifolius chloronema","A. Chautems",NA,NA,"G. Hatschbach","Brasil","Espírito Santo","CONCEIÇÃO DO CASTELO","-41.2439002990723","-20.3682994842529","17824",NA,NA,"auto",NA,"50994","1986","11","06","Alto Bananal. Encosta de morro.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"chloronema","30/12/1989"
"804","2018-12-03 11:05:47-02","CEPLAC","CEPEC","43620","S","Plantae",NA,NA,"Asteraceae","Bartlettina","hemisphaerica","Bartlettina hemisphaerica","H. Robinson",NA,NA,"G. Hatschbach","Brasil","Espírito Santo","CONCEIÇÃO DO CASTELO","-41.2439002990723","-20.3682994842529","17824",NA,NA,"auto",NA,"51330","1987","08","20","Alto Bananal. Margem do caminho.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1988"
"805","2018-12-03 11:34:02-02","CEPLAC","CEPEC","44553","S","Plantae",NA,NA,"Rutaceae","Zanthoxylum","hiemale","Zanthoxylum hiemale","J. R. Pirani",NA,NA,"G. Hatschbach","Brasil","Espírito Santo","CONCEIÇÃO DO CASTELO","-41.2439002990723","-20.3682994842529","17824",NA,NA,"auto",NA,"49942","1985","10","18","Alto Bananal. Obs.: Zanthoxylum St. Hil. = Zanthoxylum fagara (L.) Sarg.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1987"
"806","2018-12-03 11:16:46-02","CEPLAC","CEPEC","42326","S","Plantae",NA,NA,"Fabaceae","Dalbergia","frutescens","Dalbergia frutescens","V. E. Rudd",NA,NA,"G. Hatschbach","Brasil","Espírito Santo","CONCEIÇÃO DO CASTELO","-41.2439002990723","-20.3682994842529","17824",NA,NA,"auto",NA,"49927","1985","10","18","Alto Bananal. Sobre blocos de pedra.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1986"
"807","2018-12-03 11:11:14-02","CEPLAC","CEPEC","70099","S","Plantae",NA,NA,"Chrysobalanaceae","Licania","spicata","Licania spicata","G. T. Prance",NA,NA,"G. Hatschbach","Brasil","Espírito Santo","CONCEIÇÃO DO CASTELO","-41.2439002990723","-20.3682994842529","17824",NA,NA,"auto",NA,"61510","1995","01","15","Alto Bananal. Venda Nova do Imigrante.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1996"
"808","2018-12-03 11:31:31-02","CEPLAC","CEPEC","66174","S","Plantae",NA,NA,"Rhamnaceae","Reissekia","smilacina","Reissekia smilacina","G. Hatschbach",NA,NA,"G. Hatschbach","Brasil","Espírito Santo","CONCEIÇÃO DO CASTELO","-41.2439002990723","-20.3682994842529","17824",NA,NA,"auto",NA,"61513","1995","01","15","Alto Bananal. Venda Nova do Imigrante.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1995"
"809","2018-12-03 11:22:10-02","CEPLAC","CEPEC","44509","S","Plantae",NA,NA,"Malpighiaceae","Tetrapterys","mucronata","Tetrapterys mucronata","W. R. Anderson",NA,NA,"G. Hatschbach","Brasil","Espírito Santo","CONCEIÇÃO DO CASTELO","-41.2439002990723","-20.3682994842529","17824",NA,NA,"auto",NA,"49922","1985","10","18","Alto do Bananal.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1987"
"810","2018-12-03 11:04:28-02","CEPLAC","CEPEC","42360","S","Plantae",NA,NA,"Aquifoliaceae","Ilex","amara","Ilex amara","S. Andrews",NA,NA,"G. Hatschbach","Brasil","Espírito Santo","CONCEIÇÃO DO CASTELO","-41.2439002990723","-20.3682994842529","17824",NA,NA,"auto",NA,"49867","1985","10","16","Arredores de Venda Nova.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1987"
"811","2018-12-03 11:35:36-02","CEPLAC","CEPEC","42369","S","Plantae",NA,NA,"Solanaceae","Brunfelsia","hydrangeiformis","Brunfelsia hydrangeiformis hydrangeiformis","T. Plowman",NA,NA,"G. Hatschbach","Brasil","Espírito Santo","CONCEIÇÃO DO CASTELO","-41.2439002990723","-20.3682994842529","17824",NA,NA,"auto",NA,"49870","1988","03","21","Arredores de Venda Nova.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hydrangeiformis","30/12/1986"
"812","2018-12-03 11:24:17-02","CEPLAC","CEPEC","43575","S","Plantae",NA,NA,"Meliaceae","Trichilia","emarginata","Trichilia emarginata","T. D. Pennington",NA,NA,"G. Hatschbach","Brasil","Espírito Santo","CONCEIÇÃO DO CASTELO","-41.2439002990723","-20.3682994842529","17824",NA,NA,"auto",NA,"49897","1985","10","17","Arredores de Venda Nova.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1987"
"813","2018-12-13 13:26:38-02","CEPLAC","CEPEC","84102","S","Plantae",NA,NA,"Myrtaceae","Plinia","rivularis","Plinia rivularis","M. Sobral",NA,NA,"G. Hatschbach","Brasil","Espírito Santo","CONCEIÇÃO DO CASTELO","-41.2439002990723","-20.3682994842529","17824",NA,NA,"auto",NA,"49879","1985","10","17","Arredores de Venda Nova.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1992"
"814","2018-12-03 11:18:28-02","CEPLAC","CEPEC","44550","S","Plantae",NA,NA,"Hippocrateaceae","Pristimera","celastroides","Pristimera celastroides","J. A. Lombardi",NA,NA,"G. Hatschbach","Brasil","Espírito Santo","CONCEIÇÃO DO CASTELO","-41.2439002990723","-20.3682994842529","17824",NA,NA,"auto",NA,"49898","1985","10","17","Arredores de Venda Nova.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/2011"
"815","2019-11-04 17:05:04-03","CEPLAC","CEPEC","42337","S","Plantae",NA,NA,"Cyperaceae","Pleurostachys","macrantha","Pleurostachys macrantha","W. W. Thomas",NA,NA,"G. Hatschbach","Brasil","Espírito Santo","CONCEIÇÃO DO CASTELO","-41.2439002990723","-20.3682994842529","17824",NA,NA,"auto",NA,"49875","1985","10","17","Arredores Venda Nova.",NA,"0W0'0","0S0'0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/2013"
"816","2018-12-03 11:19:12-02","CEPLAC","CEPEC","40741","S","Plantae",NA,NA,"Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","H. van der Werff",NA,NA,"G. Hatschbach","Brasil","Espírito Santo","CONCEIÇÃO DO CASTELO","-41.2439002990723","-20.3682994842529","17824",NA,NA,"auto",NA,"48651","1992","12","07","BR-262.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1986"
"817","2018-12-03 11:15:25-02","CEPLAC","CEPEC","48539","S","Plantae",NA,NA,"Euphorbiaceae","Dalechampia","pentaphylla","Dalechampia pentaphylla","G. L. Webster",NA,NA,"G. Hatschbach","Brasil","Espírito Santo","CONCEIÇÃO DO CASTELO","-41.2439002990723","-20.3682994842529","17824",NA,NA,"auto",NA,"48655","1992","12","07","BR-262.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1987"
"818","2018-12-13 13:26:16-02","CEPLAC","CEPEC","44523","S","Plantae",NA,NA,"Myrtaceae","Myrcia","anceps","Myrcia anceps","M. Sobral",NA,NA,"G. Hatschbach","Brasil","Espírito Santo","CONCEIÇÃO DO CASTELO","-41.2439002990723","-20.3682994842529","17824",NA,NA,"auto",NA,"48653","1992","12","07","BR-292.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1988"
"819","2018-12-03 11:07:47-02","CEPLAC","CEPEC","43516","S","Plantae",NA,NA,"Boraginaceae","Tournefortia","floribunda","Tournefortia floribunda","S. F. Conceição",NA,NA,"G. Hatschbach","Brasil","Espírito Santo","CONCEIÇÃO DO CASTELO","-41.2439002990723","-20.3682994842529","17824",NA,NA,"auto",NA,"51423","1992","12","28","Bugia.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/04/2008"
"820","2018-12-03 11:17:41-02","CEPLAC","CEPEC","113250","S","Plantae",NA,NA,"Fabaceae","Trifolium","campestre","Trifolium campestre","W. Mantovani",NA,NA,"J. R. Pirani","Brasil","Espírito Santo","CONCEIÇÃO DO CASTELO","-41.2439002990723","-20.3682994842529","17824",NA,NA,"auto",NA,"237","1982","11","24","Km 138 da BR-262.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"07/04/1983"
"821","2018-12-03 11:23:13-02","CEPLAC","CEPEC","43510","S","Plantae",NA,NA,"Melastomataceae","Leandra","multiplinervis","Leandra multiplinervis","J. J. Wurdack",NA,NA,"G. Hatschbach","Brasil","Espírito Santo","CONCEIÇÃO DO CASTELO","-41.2439002990723","-20.3682994842529","17824",NA,NA,"auto",NA,"50781","1986","11","11","Marg. do Ribeirao do Meio.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1987"
"822","2018-12-03 11:23:13-02","CEPLAC","CEPEC","63627","S","Plantae",NA,NA,"Melastomataceae","Leandra","nianga","Leandra nianga","J. J. Wurdack",NA,NA,"G. Hatschbach","Brasil","Espírito Santo","CONCEIÇÃO DO CASTELO","-41.2439002990723","-20.3682994842529","17824",NA,NA,"auto",NA,"59741","1993","11","08","Melgaço.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1994"
"823","2019-04-26 14:21:11-03","CEPLAC","CEPEC","43601","S","Plantae",NA,NA,"Lauraceae","Ocotea","divaricata","Ocotea divaricata","H. van der Werff",NA,NA,"G. Hatschbach","Brasil","Espírito Santo","CONCEIÇÃO DO CASTELO","-41.2439002990723","-20.3682994842529","17824",NA,NA,"auto",NA,"51338","1987","08","20","Providencia.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1988"
"824","2019-12-16 15:25:49-03","CEPLAC","CEPEC","43621","S","Plantae",NA,NA,"Asteraceae","Lepidaploa","muricata","Lepidaploa muricata","SpeciesLink/lacunas",NA,NA,"G. Hatschbach","Brasil","Espírito Santo","CONCEIÇÃO DO CASTELO","-41.2439002990723","-20.3682994842529","17824",NA,NA,"auto",NA,"51337","1987","08","20","Providencia.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1988"
"825","2018-12-03 11:08:23-02","CEPLAC","CEPEC","66360","S","Plantae",NA,NA,"Bromeliaceae","Vriesea","fosteriana","Vriesea fosteriana","E. M. C. Leme",NA,NA,"G. Hatschbach","Brasil","Espírito Santo","CONCEIÇÃO DO CASTELO","-41.2439002990723","-20.3682994842529","17824",NA,NA,"auto",NA,"58543","1993","01","30","Reserva Biológica de Sapitanduva. Venda Nova do Imigrante, arredores.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1994"
"826","2018-12-03 11:04:46-02","CEPLAC","CEPEC","56206","S","Plantae",NA,NA,"Araceae","Philodendron","glaziovii","Philodendron glaziovii","S. Mayo",NA,NA,"G. Hatschbach","Brasil","Espírito Santo","CONCEIÇÃO DO CASTELO","-41.2439002990723","-20.3682994842529","17824",NA,NA,"auto",NA,"50738","1986","11","11","Ribeirao do meio.",NA,"0*0'0","0*0'0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25/07/1994"
"827","2018-12-03 11:31:00-02","CEPLAC","CEPEC","80340","S","Plantae",NA,NA,"Polygonaceae","Coccoloba","mosenii","Coccoloba mosenii","E. de Melo",NA,NA,"G. Hatschbach","Brasil","Espírito Santo","CONCEIÇÃO DO CASTELO","-41.2439002990723","-20.3682994842529","17824",NA,NA,"auto",NA,"49402","1998","10","17","Ribeirao do Meio.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1998"
"828","2019-11-08 11:49:25-03","CEPLAC","CEPEC","37365","S","Plantae",NA,NA,"Melastomataceae","Meriania","tetramera","Meriania tetramera","G. Hatschbach",NA,NA,"G. Hatschbach","Brasil","Espírito Santo","CONCEIÇÃO DO CASTELO","-41.2439002990723","-20.3682994842529","17824",NA,NA,"auto",NA,"49403","1985","06","14","Ribeirão do meio.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/07/1985"
"829","2018-12-03 11:32:51-02","CEPLAC","CEPEC","42304","S","Plantae",NA,NA,"Rubiaceae","Manettia","congestoides","Manettia congestoides","Sem Informação",NA,NA,"G. Hatschbach","Brasil","Espírito Santo","CONCEIÇÃO DO CASTELO","-41.2439002990723","-20.3682994842529","17824",NA,NA,"auto",NA,"49404","1985","06","14","Ribeirão do Meio.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"830","2018-12-03 11:08:14-02","CEPLAC","CEPEC","99128","S","Plantae",NA,NA,"Bromeliaceae","Pitcairnia","burle-maxii","Pitcairnia burle-maxii","E. M. C. Leme",NA,NA,"G. Hatschbach","Brasil","Espírito Santo","CONCEIÇÃO DO CASTELO","-41.2439002990723","-20.3682994842529","17824",NA,NA,"auto",NA,"68335","1998","10","08","Ribeirão do Meio.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/2001"
"831","2018-12-03 11:14:34-02","CEPLAC","CEPEC","37379","S","Plantae",NA,NA,"Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia","G. Hatschbach",NA,NA,"G. Hatschbach","Brasil","Espírito Santo","CONCEIÇÃO DO CASTELO","-41.2439002990723","-20.3682994842529","17824",NA,NA,"auto",NA,"48652","1984","12","05","Rod. BR-262.",NA,"0*0'0","0*0'0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"01/04/1985"
"832","2018-12-03 11:04:16-02","CEPLAC","CEPEC","38850","S","Plantae",NA,NA,"Apocynaceae","Peschiera","australis","Peschiera australis","F. Markgraf",NA,NA,"G. Hatschbach","Brasil","Espírito Santo","CONCEIÇÃO DO CASTELO","-41.2439002990723","-20.3682994842529","17824",NA,NA,"auto",NA,"48641","1984","12","05","Rod. BR-262.",NA,"0*0'0","0*0'0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1985"
"833","2019-10-09 16:25:20-03","CEPLAC","CEPEC","43583","S","Plantae",NA,NA,"Rubiaceae","Psychotria","vellosiana","Psychotria vellosiana","J. H. Kirkbride Jr.",NA,NA,"G. Hatschbach","Brasil","Espírito Santo","CONCEIÇÃO DO CASTELO","-41.2439002990723","-20.3682994842529","17824",NA,NA,"auto",NA,"48650","1992","12","07","Rod. BR-262.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1986"
"834","2018-12-03 11:36:57-02","CEPLAC","CEPEC","42351","S","Plantae",NA,NA,"Verbenaceae","Lantana","hypoleuca","Lantana hypoleuca","H. N. Moldenke",NA,NA,"G. Hatschbach","Brasil","Espírito Santo","CONCEIÇÃO DO CASTELO","-41.2439002990723","-20.3682994842529","17824",NA,NA,"auto",NA,"48657","1984","12","05","Rod. BR-262.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1985"
"835","2018-12-03 11:35:35-02","CEPLAC","CEPEC","40713","S","Plantae",NA,NA,"Solanaceae","Brunfelsia","brasiliensis","Brunfelsia brasiliensis","T. Plowman",NA,NA,"G. Hatschbach","Brasil","Espírito Santo","CONCEIÇÃO DO CASTELO","-41.2439002990723","-20.3682994842529","17824",NA,NA,"auto",NA,"48645","1984","12","05","Rod. BR-262. Encosta de morro.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1986"
"836","2018-12-03 11:05:22-02","CEPLAC","CEPEC","88275","S","Plantae",NA,NA,"Asclepiadaceae","Oxypetalum","banksii","Oxypetalum banksii banksii","M. A. Farinaccio",NA,NA,"G. Hatschbach","Brasil","Espírito Santo","CONCEIÇÃO DO CASTELO","-41.2439002990723","-20.3682994842529","17824",NA,NA,"auto",NA,"69167","1999","05","20","Rod. BR-262, viaduto, Km 161.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"banksii","30/12/2000"
"837","2018-12-03 11:05:55-02","CEPLAC","CEPEC","84911","S","Plantae",NA,NA,"Asteraceae","Cololobus","rupestris","Cololobus rupestris","H. Robinson",NA,NA,"G. Hatschbach","Brasil","Espírito Santo","CONCEIÇÃO DO CASTELO","-41.2439002990723","-20.3682994842529","17824",NA,NA,"auto",NA,"69174","1999","05","20","Rod. BR-262, viaduto, Km 161.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1999"
"838","2018-12-03 11:24:23-02","CEPLAC","CEPEC","58179","S","Plantae",NA,NA,"Menispermaceae","Cissampelos","glaberrima","Cissampelos glaberrima","M. Del Rei",NA,NA,"G. Hatschbach","Brasil","Espírito Santo","CONCEIÇÃO DO CASTELO","-41.2439002990723","-20.3682994842529","17824",NA,NA,"auto",NA,"48662","1999","01","09","Rod. BR-262, viaduto Venda Nova.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"01/06/2010"
"839","2018-12-03 11:15:53-02","CEPLAC","CEPEC","73124","S","Plantae",NA,NA,"Euphorbiaceae","Pera","leandrii","Pera leandrii","S. F. Smith",NA,NA,"G. Hatschbach","Brasil","Espírito Santo","CONCEIÇÃO DO CASTELO","-41.2439002990723","-20.3682994842529","17824",NA,NA,"auto",NA,"61535","1995","01","15","Torre Celest Venda Nova do Imigrante.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1995"
