"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","minimumElevationInMeters","maximumElevationInMeters","monthIdentified","dayIdentified","infraspecificEpithet","coordinatePrecision","geoFlag","previousCatalogNumber","class","individualCount","relatedCatalogItem","sex"
"41","2019-12-16 18:56:18-03","NYBG","NYBG","235368","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Rutaceae","Conchocarpus","macrophyllus","Conchocarpus macrophyllus","J.C.Mikan","J. A. Kallunki","1997","J. R. Pirani","3413","1994","12","06","South America","Brazil","Espírito Santo","Marilândia","Rodovia Marilândia-Rio Bananal; ca. 1 km N de Marilândia.","-40.5417","-19.4131","-40.5417","-19.4131","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=658136 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00235368","NY00235368",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2019-12-16 18:56:18-03","NYBG","NYBG","235369","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Rutaceae","Conchocarpus","macrophyllus","Conchocarpus macrophyllus","J.C.Mikan","J. A. Kallunki","1997","J. R. Pirani","3414","1994","12","06","South America","Brazil","Espírito Santo","Marilândia","Rodovia Marilândia-Rio Bananal; ca. 1 km N de Marilândia.","-40.5417","-19.4131","-40.5417","-19.4131","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=658137 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00235369","NY00235369",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2019-12-16 18:56:34-03","NYBG","NYBG","500799","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Rutaceae","Conchocarpus","rubrus","Conchocarpus rubrus","(A.St.-Hil.) Bruniera & Groppo","C. P. Bruniera","2015","J. R. Pirani","3395","1994","12","05","South America","Brazil","Espírito Santo","Marilândia","Remanescente de floresta pluvial tropical na zona urbana de Marilândia, na propriedade do Sr. Euclides Canal e família. Na submata.","-40.5417","-19.4131","-40.5417","-19.4131","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=121053 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00500799","NY00500799",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2019-12-16 18:56:34-03","NYBG","NYBG","500800","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Rutaceae","Conchocarpus","rubrus","Conchocarpus rubrus","(A.St.-Hil.) Bruniera & Groppo","C. P. Bruniera","2015","J. R. Pirani","3395","1994","12","05","South America","Brazil","Espírito Santo","Marilândia","Remanescente de floresta pluvial tropical na zona urbana de Marilândia, na propriedade do Sr. Euclides Canal e família. Na submata.","-40.5417","-19.4131","-40.5417","-19.4131","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=121054 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00500800","NY00500800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2019-12-16 18:56:34-03","NYBG","NYBG","568451","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Rutaceae","Conchocarpus","rubrus","Conchocarpus rubrus","(A.St.-Hil.) Bruniera & Groppo","C. P. Bruniera","2015","J. R. Pirani","3415","1994","12","06","South America","Brazil","Espírito Santo","Marilândia","Rodovia Marilândia-Rio Bananal; ca. 1 Km N de Marilândia. Remanescente de floresta tropical pluvial junto á Cerâmica Floresta.","-40.5417","-19.4131","-40.5417","-19.4131","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=121055 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00568451","NY00568451",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2019-12-16 16:54:24-03","NYBG","NYBG","448542","PreservedSpecimen","Plantae","Magnoliophyta","Boraginales","Boraginaceae","Cordia","taguahyensis","Cordia taguahyensis","Vell.","J. A. Kallunki","1997","J. R. Pirani","3404","1994","12","05","South America","Brazil","Espírito Santo","Marilândia","Remanescente de floresta pluvial tropical na zona urbana de Marilândia, na propriedade do Sr. Euclides Canal e família","-40.5417","-19.4131","-40.5417","-19.4131","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=617456 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00448542","NY00448542",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2019-12-16 16:54:25-03","NYBG","NYBG","448570","PreservedSpecimen","Plantae","Magnoliophyta","Boraginales","Boraginaceae","Cordia","taguahyensis","Cordia taguahyensis","Vell.","J. A. Kallunki","1997","J. R. Pirani","3389","1994","12","05","South America","Brazil","Espírito Santo","Marilândia","Remanescente de floresta pluvial tropical na zona urbana de Marilândia, na propriedade do Sr. Euclides Canal e família","-40.5417","-19.4131","-40.5417","-19.4131","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=617460 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00448570","NY00448570",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2019-12-16 17:06:39-03","NYBG","NYBG","03220104","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Lecythidaceae","Couratari","macrosperma","Couratari macrosperma","A.C.Sm.","M. Ribeiro","2017","V. Demuner","2660","2006","07","14","South America","Brazil","Espírito Santo","Marilândia","Liberdade, Prop.: Deoclécio.","-40.516","-19.35428","-40.51600","-19.35428","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3496130 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY03220104","NY03220104",NA,"250","450","10","16",NA,NA,NA,NA,NA,NA,NA,NA
"49","2019-12-16 17:06:39-03","NYBG","NYBG","03220107","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Lecythidaceae","Couratari","macrosperma","Couratari macrosperma","A.C.Sm.","M. Ribeiro","2017","V. Demuner","2660","2006","07","14","South America","Brazil","Espírito Santo","Marilândia","Liberdade, Prop.: Deoclécio.","-40.516","-19.35428","-40.51600","-19.35428","separate fruit","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3496136 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY03220107","NY03220107",NA,"250","450","10","16",NA,NA,NA,NA,NA,NA,NA,NA
"50","2019-12-16 17:06:39-03","NYBG","NYBG","03220111","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Lecythidaceae","Couratari","macrosperma","Couratari macrosperma","A.C.Sm.","M. Ribeiro","2014","L. F. S. Magnago","953",NA,NA,NA,"South America","Brazil","Espírito Santo","Marilândia","Alto Liberdade, propr.: Deuclecio Lorenzini.","-40.516944","-19.353611","-40.516944","-19.353611","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2418591 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY03220111","NY03220111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2019-12-16 17:38:54-03","NYBG","NYBG","03075463","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Declieuxia","fruticosa","Declieuxia fruticosa","(Willd. ex Roem. & Schult.) Kuntze",NA,NA,"J. A. Oliveira","335","2013","04","20","South America","Brazil","Espírito Santo","Marilândia","Localidade de Alto Liberdade. Pedra do Cruzeiro, topo do inselbergue.","-40.5511111","-19.3483333","-40.5511111","-19.3483333","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3301645 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY03075463","NY03075463",NA,"824","824",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2019-12-16 18:07:26-03","NYBG","NYBG","02695281","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Malpighiaceae","Dicella","macroptera","Dicella macroptera","A.Juss.","M. C. H. Mamede","2015","P. Fiaschi","3476","2011","01","19","South America","Brazil","Espírito Santo","Marilândia","Perímetro urbano, na estrada para São Pedro, junto a uma serraria de madeira, trecho atrás de serraria, no topo do morro.","-40.53128","-19.40822","-40.53128","-19.40822","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2972790 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY02695281","NY02695281",NA,"329","329","02",NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2019-12-16 16:58:35-03","NYBG","NYBG","2422906","PreservedSpecimen","Plantae","Magnoliophyta","Commelinales","Commelinaceae","Dichorisandra","penduliflora","Dichorisandra penduliflora","Kunth",NA,NA,"M. O. de O. Pellegrini","342","2013","04","20","South America","Brazil","Espírito Santo","Marilândia","Alto Liberdade, Pedra do Cruzeiro","-40.5481","-19.3514","-40.5481","-19.3514","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2675001 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY02422906","NY02422906",NA,"373","373",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2019-12-16 18:56:34-03","NYBG","NYBG","331118","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Rutaceae","Erythrochiton","brasiliensis","Erythrochiton brasiliensis","Nees & Mart.","J. R. Pirani",NA,"J. R. Pirani","3434","1994","12","05","South America","Brazil","Espírito Santo","Marilândia","Rodovia para Rio Bananal, atrás do lugarejo Sao Pedro.","-40.5417","-19.4131","-40.5417","-19.4131","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=152524 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00331118","NY00331118",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2019-12-16 18:56:34-03","NYBG","NYBG","331119","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Rutaceae","Erythrochiton","brasiliensis","Erythrochiton brasiliensis","Nees & Mart.",NA,NA,"J. A. Kallunki","712","1995","04","21","South America","Brazil","Espírito Santo","Marilândia","Localidade Sao Pedro, rodovia para Rio Bananal, atrás do lugarejo Sao Pedro.","-40.5417","-19.4131","-40.5417","-19.4131","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=152545 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00331119","NY00331119",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2020-01-06 11:57:37-03","NYBG","NYBG","04199187","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Nyctaginaceae","Guapira",NA,"Guapira",NA,NA,NA,"J. R. Pirani","3419","1994","12","06","South America","Brazil","Espírito Santo","Marilândia","Rodovia Marilândia - Rio Bananal; ca. 1 km N de Marilândia.","-40.5417","-19.4131","-40.5417","-19.4131","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4508973 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY04199187",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2020-01-06 11:57:37-03","NYBG","NYBG","04199198","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Nyctaginaceae","Guapira","pernambucensis","Guapira pernambucensis","(Casar.) Lundell","D. S. Costa","2017","J. R. Pirani","3435","1994","12","05","South America","Brazil","Espírito Santo","Marilândia","Rodovia para Rio Bananal, atrás do lugarejo Sao Pedro.","-40.5417","-19.4131","-40.5417","-19.4131","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4508970 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY04199198",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2019-12-16 17:44:40-03","NYBG","NYBG","492113","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Acanthaceae","Justicia",NA,"Justicia","L.",NA,NA,"J. R. Pirani","3402","1994","12","05","South America","Brazil","Espírito Santo","Marilândia","Remanescente de floresta pluvial tropical na zona urbana de Marilândia, na propriedade do Sr. Euclides Canal e família.","-40.5417","-19.4131","-40.5417","-19.4131","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=675179 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00492113","NY00492113",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2019-12-16 17:44:55-03","NYBG","NYBG","492159","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Acanthaceae","Justicia","moricandiana","Justicia moricandiana","(Nees) Lemée","D. C. Wasshausen","1996","J. R. Pirani","3408","1994","12","06","South America","Brazil","Espírito Santo","Marilândia","Rodovia Marilândia-Rio Bananal; ca. 1 Km N de Marilândia.","-40.5417","-19.4131","-40.5417","-19.4131","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=217792 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00492159","NY00492159",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2019-12-16 18:11:40-03","NYBG","NYBG","374676","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Salicaceae","Macrothumia","kuhlmannii","Macrothumia kuhlmannii","(Sleumer) M.H.Alford","M. H. Alford","2003","J. R. Pirani","3384","1994","12","05","South America","Brazil","Espírito Santo","Marilândia","Na propriedade do Sr. Euclides Canal e familia","-40.5417","-19.4131","-40.5417","-19.4131","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=650455 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00374676","NY00374676",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2019-12-16 19:09:03-03","NYBG","NYBG","02695282","PreservedSpecimen","Plantae","Magnoliophyta","Zingiberales","Marantaceae","Maranta",NA,"Maranta",NA,"P. J. M. Maas","2017","P. Fiaschi","3483","2011","01","20","South America","Brazil","Espírito Santo","Marilândia","Alto Liberdade. Pedra do Cruzeiro, trilha subindo a encosta em meio à floresta.","-40.54819","-19.35133","-40.54819","-19.35133","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2972791 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY02695282","NY02695282",NA,"329","329",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2019-12-16 18:45:09-03","NYBG","NYBG","01049030","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Merostachys","calderoniana","Merostachys calderoniana","Send.","R. Vinícius-Silva","2018","J. R. Pirani","3409","1994","12","06","South America","Brazil","Espírito Santo","Marilândia","Rodovia Marilandia - Rio Bananal; ca. 1 km N de Marilandia, junto a Ceramica Floresta","-40.5417","-19.4131","-40.5417","-19.4131","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1195353 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY01049030","NY01049030",NA,NA,NA,"01","03",NA,NA,NA,NA,NA,NA,NA,NA
"63","2019-12-16 18:24:04-03","NYBG","NYBG","2480171","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","mirabilis","Miconia mirabilis","(Aubl.) L.O.Williams","F. A. Michelangeli","2015","R. C. Forzza","7567","2013","04","20","South America","Brazil","Espírito Santo","Marilandia","Dist. de Alto Liberdade, Pedro do Cruzeiro. Floresta Ombrófila na base de inselbergue.","-40.5481","-19.3514","-40.5481","-19.3514","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2700273 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY02480171","NY02480171",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2019-12-16 16:56:53-03","NYBG","NYBG","972958","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Nyctaginaceae","Neea","floribunda","Neea floribunda","Poepp. & Endl.","D. da Silva Costa","2017","J. R. Pirani","3393","1994","12","05","South America","Brazil","Espírito Santo","Marilândia","Remanescente de floresta pluvial tropical na zona urbana de Marilândia, na propriedade do Sr. Euclides Canal e família.","-40.5417","-19.4131","-40.5417","-19.4131","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1138394 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00972958","NY00972958",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2019-12-16 18:56:52-03","NYBG","NYBG","538951","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Rutaceae","Neoraputia","alba","Neoraputia alba","(Nees & Mart.) Emmerich ex Kallunki","J. R. Pirani",NA,"J. R. Pirani","3394","1994","12","05","South America","Brazil","Espírito Santo","Marilândia","Remanescente de floresta pluvial tropical na zona urbana de Marilândia, na propriedade do Sr. Euclides Canal e família.","-40.5417","-19.4131","-40.5417","-19.4131","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=653279 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00538951","NY00538951",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2019-12-16 18:33:44-03","NYBG","NYBG","470359","PreservedSpecimen","Plantae","Magnoliophyta","Oxalidales","Oxalidaceae","Oxalis","blackii","Oxalis blackii","Lourteig","A. A. Conceição","1995","J. R. Pirani","3432","1994","12","05","South America","Brazil","Espírito Santo","Marilândia","Rodovia para Rio Bananal, atras do lugarejo Sao Pedro","-40.5417","-19.4131","-40.5417","-19.4131","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=416369 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00470359","NY00470359",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2019-12-16 18:45:56-03","NYBG","NYBG","651747","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Parodiolyra","micrantha","Parodiolyra micrantha","(Kunth) Davidse & Zuloaga","R. P. de Oliveira","2019","J. R. Pirani","3423","1994","12","06","South America","Brazil","Espírito Santo","Marilândia","Rio Bananal; ca. 1km N de Marilândia","-40.5417","-19.4131","-40.5417","-19.4131","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=335268 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00651747","NY00651747",NA,NA,NA,"02",NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2019-12-16 18:56:16-03","NYBG","NYBG","401964","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Meliaceae","Trichilia","pseudostipularis","Trichilia pseudostipularis","(A.Juss.) C.DC.",NA,NA,"J. R. Pirani","3422","1994","12","06","South America","Brazil","Espírito Santo","Marilândia","Rodovia Marilândia-Rio Bananal; ca. 1 km N de Marilândia","-40.5417","-19.4131","-40.5417","-19.4131","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=478065 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00401964","NY00401964",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2019-12-16 18:38:00-03","NYBG","NYBG","1287708","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Bromeliaceae","Vriesea","santaleopoldinensis","Vriesea santaleopoldinensis","Leme & L.Kollmann",NA,NA,"V. Demuner","1669","2006","01","18","South America","Brazil","Espírito Santo","Marilândia","Liberdade (Agua.Viva, Pedra do Cruzeiro), Prop.: Aguilar A. Lovucini","-40.551","-19.34825","-40.55100","-19.34825","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1558667 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY01287708","NY01287708","paratype","150","850",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2019-12-16 18:38:00-03","NYBG","NYBG","1287709","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Bromeliaceae","Vriesea","santaleopoldinensis","Vriesea santaleopoldinensis","Leme & L.Kollmann",NA,NA,"V. Demuner","1669","2006","01","18","South America","Brazil","Espírito Santo","Marilândia","Liberdade (Agua.Viva, Pedra do Cruzeiro), Prop.: Aguilar A. Lovucini","-40.551","-19.34825","-40.55100","-19.34825","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1558672 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY01287709","NY01287709 NY01287709_02","paratype","150","850",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
