"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","preparationType","occurrenceRemarks","barcode","imagecode","specificEpithet","scientificNameAuthorship","identifiedBy","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","minimumElevationInMeters","maximumElevationInMeters","individualCount","infraspecificEpithet","relatedCatalogItem"
"60","2019-10-02 15:01:23-03","UFMG","BHCB","47334","PreservedSpecimen","Plantae","Dicotyledon",NA,"Phytolaccaceae","Seguieria","Seguieria langsdorffii","Salino, A","s.n.","1999","04","24","Southern America","Brasil","Minas Gerais","Jequeri",NA,"-42.6657981872559","-20.4557991027832",NA,NA,NA,NA,NA,NA,"langsdorffii","Moq.",NA,"22280","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2019-10-02 15:06:34-03","UFMG","BHCB","38776","PreservedSpecimen","Plantae","Monocotyledon",NA,"Cyperaceae","Rhynchospora","Rhynchospora corymbosa","Salino, A","3454","1997","09","27","Southern America","Brasil","Minas Gerais","Jequeri",NA,"-42.6657981872559","-20.4557991027832",NA,NA,NA,NA,NA,NA,"corymbosa","(L.) Britton",NA,"22280","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2019-10-02 15:03:05-03","UFMG","BHCB","40511","PreservedSpecimen","Plantae","Dicotyledon",NA,"Sapindaceae","Cupania","Cupania",NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Jequeri",NA,"-42.6657981872559","-20.4557991027832",NA,NA,NA,NA,NA,NA,NA,"L.",NA,"22280","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2019-10-02 15:06:04-03","UFMG","BHCB","38795","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Bronwenia","Bronwenia","Salino, A","3474","1997","09","27","Southern America","Brasil","Minas Gerais","Jequeri",NA,"-42.6657981872559","-20.4557991027832",NA,NA,NA,"arbusto escandente com flores amarelas","BHCB008764",NA,NA,NA,NA,"22280","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2019-10-02 15:03:22-03","UFMG","BHCB","40507","PreservedSpecimen","Plantae","Dicotyledon",NA,"Siparunaceae","Siparuna","Siparuna guianensis",NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Jequeri",NA,"-42.6657981872559","-20.4557991027832",NA,NA,NA,NA,NA,NA,"guianensis","Aubl.",NA,"22280","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2019-10-02 14:48:55-03","UFMG","BHCB","38796","PreservedSpecimen","Plantae","Dicotyledon",NA,"Apocynaceae","Tabernaemontana","Tabernaemontana laeta",NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Jequeri",NA,"-42.6657981872559","-20.4557991027832",NA,NA,NA,NA,NA,NA,"laeta","Mart.",NA,"22280","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2019-10-02 14:54:08-03","UFMG","BHCB","38807","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Inga","Inga vera",NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Jequeri",NA,"-42.6657981872559","-20.4557991027832",NA,NA,NA,NA,NA,NA,"vera","Willd.",NA,"22280","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2019-10-02 14:52:29-03","UFMG","BHCB","47246","PreservedSpecimen","Plantae","Dicotyledon",NA,"Convolvulaceae","Merremia","Merremia macrocalyx","Salino, A; Morais, PO","s.n.","1999","04","24","Southern America","Brasil","Minas Gerais","Jequeri",NA,"-42.6657981872559","-20.4557991027832",NA,NA,NA,NA,NA,NA,"macrocalyx","(Ruiz & Pav.) O'Donell",NA,"22280","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2019-10-02 14:51:36-03","UFMG","BHCB","38774","PreservedSpecimen","Plantae","Dicotyledon",NA,"Bignoniaceae","Xylophragma","Xylophragma myrianthum",NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Jequeri",NA,"-42.6657981872559","-20.4557991027832",NA,NA,NA,NA,NA,NA,"myrianthum","(Cham. ex Steud.) Sprague",NA,"22280","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2019-10-02 14:51:36-03","UFMG","BHCB","39016","PreservedSpecimen","Plantae","Dicotyledon",NA,"Bignoniaceae","Zeyheria","Zeyheria tuberculosa","Salino, A","3528","1997","09","29","Southern America","Brasil","Minas Gerais","Jequeri","Área da Usina de Providência","-42.6657981872559","-20.4557991027832",NA,NA,NA,"Árvore com ca. 10m de altura, flores com sépalas e pétalas castanhas externamente, e pétalas internamente amarelas com listras avermelhadas.","BHCB002475","BHCB002475","tuberculosa","(Vell.) Bureau ex Verl.",NA,"22280","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2019-10-02 15:07:17-03","UFMG","BHCB","38997","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Campylocentrum","Campylocentrum robustum","Salino, A","3511","1997","09","29","Southern America","Brasil","Minas Gerais","Jequeri","Área da Usina de Providência","-42.6657981872559","-20.4557991027832",NA,NA,NA,"Epífita pendente com flores salmon a levemente alaranjada. Crescendo a ca. de 4m de altura.; Epífita pendente com flores salmon a levemente alaranjada. Crescendo a ca. de 4m de altura.","BHCB009186",NA,"robustum","Cogn.",NA,"22280","auto","2013","07","16",NA,NA,NA,NA,NA,NA
"71","2019-10-02 14:57:15-03","UFMG","BHCB","43130","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Miconia","Miconia prasina","Salino, A","3724","1997","11","06","Southern America","Brasil","Minas Gerais","Jequeri","Área de inundação da Usina de Providência","-42.6657981872559","-20.4557991027832",NA,NA,NA,"Arvoreta com 5m de altura, no interior da floresta. Folhas cartáceas.","BHCB003090",NA,"prasina","(Sw.) DC.",NA,"22280","auto","2011","02","22",NA,NA,NA,NA,NA,NA
"72","2019-10-02 14:59:44-03","UFMG","BHCB","39570","PreservedSpecimen","Plantae","Dicotyledon",NA,"Moraceae","Sorocea","Sorocea klotzchiana","Salino, A","3733","1997","11","06","Southern America","Brasil","Minas Gerais","Jequeri","Área de inundação da Usina de Providência","-42.6657981872559","-20.4557991027832",NA,NA,NA,"Árvore de 8m de altura, no interior da floresta. Folhas cartáceas e frutos maduros vermelhos.; Floresta semidecídua de encosta.","BHCB039448",NA,"klotzchiana","Baill.",NA,"22280","auto","2011","09","08",NA,NA,NA,NA,NA,NA
"73","2019-10-02 14:56:10-03","UFMG","BHCB","43132","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malpighiaceae","Niedenzuella","Niedenzuella","Salino, A","3726","1997","11","06","Southern America","Brasil","Minas Gerais","Jequeri","Área de inundação da Usina de Providência","-42.6657981872559","-20.4557991027832",NA,NA,NA,"Trepadeira. Folhas cartáceas e flores esverdeadas; No interior de floresta. Floresta Semidecidua de Encosta","BHCB050832",NA,NA,NA,NA,"22280","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2019-10-02 14:57:12-03","UFMG","BHCB","38791","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Miconia","Miconia ibaguensis","Salino, A","3469","1997","09","27","Southern America","Brasil","Minas Gerais","Jequeri","Área de inundação da Usina de Providência.","-42.6657981872559","-20.4557991027832",NA,NA,NA,"Arbusto ca. de 2,5m de altura, com folhas cartáceas. Flores brancas e frutos maduros negros.",NA,NA,"ibaguensis","(Bonpl.) Triana",NA,"22280","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2019-10-24 17:20:28-03","UFMG","BHCB","39578","PreservedSpecimen","Plantae","Dicotyledon",NA,"Piperaceae","Piper","Piper ottonoides","Salino, A","3741","1997","11","06","Southern America","Brasil","Minas Gerais","Jequeri","Área de inundação da Usina de Providência.","-42.6657981872559","-20.4557991027832",NA,NA,NA,"Subarbusto de 1,5m de altura, folhas cartáceas e inflorescências verde.; Interior de floresta. Floresta semidecídua de encosta.","BHCB052473",NA,"ottonoides","Yunck.",NA,"22280","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2019-10-02 15:00:23-03","UFMG","BHCB","39597","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Myrcia","Myrcia aethusa","Salino, A","1766","1997","11","20","Southern America","Brasil","Minas Gerais","Jequeri","Área de inundação da Usina de Providência, Floresta diliar e de encosta.","-42.6657981872559","-20.4557991027832",NA,NA,NA,"Arbusto de 2,5m de altura. Folhas cartáceas e flores brancas.","BHCB013357","BHCB013357","aethusa","(O.Berg) N.Silveira",NA,"22280","auto","2019","04",NA,NA,NA,NA,NA,NA,NA
"77","2019-10-02 15:07:17-03","UFMG","BHCB","41875","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Cattleya","Cattleya guttata","Salino, A; Morais, PO","4200","1998","05","01","Southern America","Brasil","Minas Gerais","Jequeri","Área de inundação da Usina Hidrelétrica de Cachoei","-42.6657981872559","-20.4557991027832",NA,NA,NA,"Floresta ciliar. Folhas carnosas, flores com sépalas amarelas com manchas cor de vinho na parte interna, pétalas brancas, levemente manchadas de lilás e amarelo, labelo lilás com manchas brancas.","BHCB043488",NA,"guttata","Lindl.",NA,"22280","auto","2000","04","12",NA,NA,NA,NA,NA,NA
"78","2019-10-02 15:03:10-03","UFMG","BHCB","43127","PreservedSpecimen","Plantae","Dicotyledon",NA,"Sapindaceae","Paullinia","Paullinia rubiginosa","Salino, A","s.n.","1997","11","06","Southern America","Brasil","Minas Gerais","Jequeri","Área de inundação da Usina Providência","-42.6657981872559","-20.4557991027832",NA,NA,NA,"Floresta semidecídua de encosta. Trepadeira, no interior da floresta, com folhas cartáceas e flroes brancas",NA,NA,"rubiginosa","Cambess.",NA,"22280","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2019-11-14 18:36:02-03","UFMG","BHCB","38990","PreservedSpecimen","Plantae","Dicotyledon",NA,"Acanthaceae",NA,NA,"Salino, A","3504","1997","09","28","Southern America","Brasil","Minas Gerais","Jequeri","Jequeri-Canaã, área da Usina de Cachoeira Grande.","-42.6657981872559","-20.4557991027832",NA,NA,NA,"Erva, flores lilás, brácteas vermelhas, folhas cartáceas.; Interior da floresta ciliar.","BHCB052702","BHCB052702",NA,NA,NA,"22280","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2019-10-02 15:07:53-03","UFMG","BHCB","38778","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Maxillaria","Maxillaria","Salino, A","3456","1997","09","27","Southern America","Brasil","Minas Gerais","Jequeri","Moinho Velho, área de inundação da Usina de Cachoe","-42.6657981872559","-20.4557991027832",NA,NA,NA,"Epífita pendente, com flores amarelas com manchas cor de vinho tinto, labelo vinho.",NA,NA,NA,NA,NA,"22280","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2019-10-02 15:03:22-03","UFMG","BHCB","38775","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Acnistus","Acnistus arborescens","Salino, A","3453","1997","09","27","Southern America","Brasil","Minas Gerais","Jequeri","Moinho Velho, área de inundação da Usina de Cachoe","-42.6657981872559","-20.4557991027832",NA,NA,NA,"Arbusto. Folhas vartáceas, flores brancas, cálice esverdeado.; Borda da Floresta Ciliar.","BHCB022276",NA,"arborescens","(L.) Schltdl.",NA,"22280","auto","1997","11",NA,NA,NA,NA,NA,NA,NA
"82","2019-10-02 14:49:37-03","UFMG","BHCB","47333","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Bidens","Bidens segetum","Salino, A","s.n.","1999","04","24","Southern America","Brasil","Minas Gerais","Jequeri","UHE de Cachoeira da Providência., Área de influência da usina.","-42.6657981872559","-20.4557991027832",NA,NA,NA,"Borda de floresta semidescídua. Arbusto apoiante, 2m. Folhas cartáceas e flores amarelas.",NA,NA,"segetum","Mart. ex Colla",NA,"22280","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2019-10-02 14:51:17-03","UFMG","BHCB","38802","PreservedSpecimen","Plantae","Dicotyledon",NA,"Bignoniaceae","Adenocalymma","Adenocalymma paulistarum","Salino, A","3481","1997","09","27","Southern America","Brasil","Minas Gerais","Jequeri","Usina de Cachoeira Escura., Área de Inundação","-42.6657981872559","-20.4557991027832",NA,NA,NA,"&nf;; Trepadeira. Folhas cartáceas, com 3 folíolos, flores alaranjadas, com cálice verde&nf;&nf;&nf;; Crescendo na borda de floresta ciliar","BHCB030309",NA,"paulistarum","Bureau & Schum.",NA,"22280","auto","1998","12",NA,NA,NA,NA,NA,NA,NA
"84","2019-10-02 14:49:23-03","UFMG","BHCB","38797","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Baccharis","Baccharis cinerea","Salino, A","3476","1997","09","27","Southern America","Brasil","Minas Gerais","Jequeri","Usina de Cachoeira Escura., Área de inundação da usina.","-42.6657981872559","-20.4557991027832",NA,NA,NA,"Arbusto 1,5m. Flores creme e brácteas esverdeadas. Indivíduo masculino","BHCB023527",NA,"cinerea","DC.",NA,"22280","auto","2011","06","28",NA,NA,NA,NA,NA,NA
"85","2019-10-02 14:52:34-03","UFMG","BHCB","39000","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cucurbitaceae","Psiguria","Psiguria ternata","Salino, A","3514","1997","09","29","Southern America","Brasil","Minas Gerais","Jequeri","Usina de Cachoeira Grande/ Providência.","-42.6657981872559","-20.4557991027832",NA,NA,NA,"Trepadeira com flores salmon.","BHCB011332",NA,"ternata","(M.Roem.) C.Jeffrey",NA,"22280","auto","2013","11","14",NA,NA,NA,NA,NA,NA
"86","2019-10-02 14:53:30-03","UFMG","BHCB","38992","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Apuleia","Apuleia leiocarpa",NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Jequeri","Usina de Cachoeira Grande/ Providência.","-42.6657981872559","-20.4557991027832",NA,NA,NA,NA,NA,NA,"leiocarpa","(Vogel) J.F.Macbr.",NA,"22280","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2020-01-27 19:00:27-03","UFMG","BHCB","39015","PreservedSpecimen","Plantae","Dicotyledon",NA,"Sapindaceae",NA,NA,NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Jequeri","Usina de Cachoeira Grande/ Providência.","-42.6657981872559","-20.4557991027832",NA,NA,NA,NA,NA,NA,NA,"A.Juss.",NA,"22280","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2019-10-02 14:55:39-03","UFMG","BHCB","39007","PreservedSpecimen","Plantae","Dicotyledon",NA,"Loranthaceae","Struthanthus","Struthanthus marginatus",NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Jequeri","Usina de Cachoeira Grande/ Providência.","-42.6657981872559","-20.4557991027832",NA,NA,NA,NA,NA,NA,"marginatus","(Desr.) Blume",NA,"22280","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2019-10-02 15:00:23-03","UFMG","BHCB","38988","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Myrcia","Myrcia anceps",NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Jequeri","Usina de Cachoeira Grande/ Providência.","-42.6657981872559","-20.4557991027832",NA,NA,NA,NA,NA,NA,"anceps","(Spreng.) O.Berg",NA,"22280","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2019-10-02 14:51:48-03","UFMG","BHCB","39002","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cactaceae","Rhipsalis","Rhipsalis lindbergiana","Salino, A","3516","1997","09","29","Southern America","Brasil","Minas Gerais","Jequeri","Usina de Cachoeira Grande/ Providência.","-42.6657981872559","-20.4557991027832",NA,NA,NA,"Epífita pendente crescendo a ca. 2m de altura. Ramos cilíndricos e flores brancas","BHCB024517",NA,"lindbergiana","K.Schum.",NA,"22280","auto","2015","05","12",NA,NA,NA,NA,NA,NA
"91","2019-10-02 15:00:36-03","UFMG","BHCB","38988","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Myrcia","Myrcia splendens","Salino, A","3502","1997","09","28","Southern America","Brasil","Minas Gerais","Jequeri","Usina de Cachoeira Grande/ Providência.","-42.6657981872559","-20.4557991027832",NA,NA,NA,"Floresta ciliar. Árvore, ca. 6m. Folhas coriáceas. Flores brancas. Frutos imaturos verdes.",NA,NA,"splendens","(Sw.) DC.",NA,"22280","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2019-10-02 14:59:53-03","UFMG","BHCB","39012","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Calyptranthes","Calyptranthes",NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Jequeri","Usina de Cachoeira Grande/ Providência.","-42.6657981872559","-20.4557991027832",NA,NA,NA,NA,NA,NA,NA,"Sw.",NA,"22280","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2019-10-02 14:56:15-03","UFMG","BHCB","38994","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malpighiaceae","Stigmaphyllon","Stigmaphyllon tomentosum",NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Jequeri","Usina de Cachoeira Grande/ Providência.","-42.6657981872559","-20.4557991027832",NA,NA,NA,NA,NA,NA,"tomentosum","A.Juss.",NA,"22280","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2020-01-27 19:00:46-03","UFMG","BHCB","38993","PreservedSpecimen","Plantae","Dicotyledon",NA,"Verbenaceae","Aloysia","Aloysia virgata",NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Jequeri","Usina de Cachoeira Grande/ Providência.","-42.6657981872559","-20.4557991027832",NA,NA,NA,NA,NA,NA,"virgata","(Ruiz & Pav.) A.Juss.",NA,"22280","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2019-10-02 14:48:50-03","UFMG","BHCB","38974","PreservedSpecimen","Plantae","Dicotyledon",NA,"Apocynaceae","Matelea","Matelea capillacea","Salino, A","3489","1997","09","28","Southern America","Brasil","Minas Gerais","Jequeri","Usina de Cachoeira Grande/ Providência.","-42.6657981872559","-20.4557991027832",NA,NA,NA,"Planta larescente, trepadeira crescendo sobre ervas, na borda de mata de galeria, ao lado da Cachoeira Grande, flores com pétalas verdes e sépalas vinho","BHCB003574",NA,"capillacea","(E.Fourn.) & Fontella, JP & Schwacke",NA,"22280","auto","2012","11","23",NA,NA,NA,NA,NA,NA
"96","2019-10-02 15:00:00-03","UFMG","BHCB","39012","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","Eugenia",NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Jequeri","Usina de Cachoeira Grande/ Providência.","-42.6657981872559","-20.4557991027832",NA,NA,NA,NA,NA,NA,NA,"L.",NA,"22280","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","2019-10-02 14:55:42-03","UFMG","BHCB","38978","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lythraceae","Cuphea","Cuphea fruticosa",NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Jequeri","Usina de Cachoeira Grande/ Providência.","-42.6657981872559","-20.4557991027832",NA,NA,NA,NA,NA,NA,"fruticosa","Spreng.",NA,"22280","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","2019-10-02 14:54:22-03","UFMG","BHCB","38991","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Mimosa","Mimosa pellita","Salino, A","s.n.3505","1997","09","29","Southern America","Brasil","Minas Gerais","Jequeri","Usina de Cachoeira Grande/ Providência.","-42.6657981872559","-20.4557991027832",NA,NA,NA,"Subarbusto de 1m de altura, flores rosadas,; Abundante próximo ao rio.","BHCB047479",NA,"pellita","Humb. & Bonpl. ex Willd.",NA,"22280","auto","1997","11",NA,NA,NA,NA,NA,NA,NA
"99","2019-10-02 14:59:42-03","UFMG","BHCB","39013","PreservedSpecimen","Plantae","Dicotyledon",NA,"Moraceae","Ficus","Ficus trigona",NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Jequeri","Usina de Cachoeira Grande/ Providência.","-42.6657981872559","-20.4557991027832",NA,NA,NA,NA,NA,NA,"trigona","L.",NA,"22280","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","2019-10-02 14:56:22-03","UFMG","BHCB","38995","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malvaceae","Helicteres","Helicteres ovata",NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Jequeri","Usina de Cachoeira Grande/ Providência.","-42.6657981872559","-20.4557991027832",NA,NA,NA,NA,NA,NA,"ovata","Lam.",NA,"22280","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","2019-10-02 14:56:22-03","UFMG","BHCB","38989","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malvaceae","Helicteres","Helicteres ovata",NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Jequeri","Usina de Cachoeira Grande/ Providência.","-42.6657981872559","-20.4557991027832",NA,NA,NA,NA,NA,NA,"ovata","Lam.",NA,"22280","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","2019-10-02 14:56:07-03","UFMG","BHCB","38996","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malpighiaceae","Heteropterys","Heteropterys","Salino, A","3510","1997","09","29","Southern America","Brasil","Minas Gerais","Jequeri","Usina de Cachoeira Grande/ Providência.","-42.6657981872559","-20.4557991027832",NA,NA,NA,"Arbusto apoiante, com flores amarelas, sem glândulas","BHCB025992",NA,NA,NA,NA,"22280","auto","2001","02",NA,NA,NA,NA,NA,NA,NA
"103","2020-03-16 20:34:11-03","UFMG","BHCB","39001","PreservedSpecimen","Plantae","Monocotyledon",NA,"Amaryllidaceae","Hippeastrum","Hippeastrum puniceum","Salino, A","3515","1997","09","29","Southern America","Brasil","Minas Gerais","Jequeri","Usina de Cachoeira Grande/ Providência., Área da Usina de Providência.","-42.6657981872559","-20.4557991027832",NA,NA,NA,"Erva. Folhas suculentas, flores avermelhadas com a base interna do tubo da corola branco-esverdeado, filetes avermelhados e tecas amarelas.; Campo.","BHCB055154","BHCB055154","puniceum","(Lam.) Voss",NA,"22280","auto","2000","10",NA,NA,NA,NA,NA,NA,NA
"104","2019-10-02 14:53:11-03","UFMG","BHCB","43133","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Dalechampia","Dalechampia","Salino, A","3727","1997","11","06","Southern America","Brasil","Minas Gerais","Jequeri","Usina de Providência","-42.6657981872559","-20.4557991027832",NA,NA,NA,"trepadeira crescendo no interior da floresta, brácteas verdes e flores creme","BHCB008265",NA,NA,NA,NA,"22280","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","2019-10-02 15:04:18-03","UFMG","BHCB","38999","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Solanum","Solanum hexandrum","Salino, A","3513","1997","09","29","Southern America","Brasil","Minas Gerais","Jequeri","Usina de Providência","-42.6657981872559","-20.4557991027832",NA,NA,NA,"Arbusto ca. de 2.3m de altura, flores lilás com estames amarelos, cálice espinescente e ferrugíneo e levemente inflado.","BHCB043408",NA,"hexandrum","Vell.",NA,"22280","auto","2018","03",NA,NA,NA,NA,NA,NA,NA
"106","2019-10-02 15:02:52-03","UFMG","BHCB","39599","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rutaceae","Esenbeckia","Esenbeckia febrifuga",NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Jequeri","Usina de Providência.","-42.6657981872559","-20.4557991027832",NA,NA,NA,NA,NA,NA,"febrifuga","(A.St.-Hil.) A.Juss. ex Mart.",NA,"22280","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","2019-10-02 14:59:39-03","UFMG","BHCB","39600","PreservedSpecimen","Plantae","Dicotyledon",NA,"Moraceae","Brosimum","Brosimum glaziovii",NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Jequeri","Usina de Providência.","-42.6657981872559","-20.4557991027832",NA,NA,NA,NA,NA,NA,"glaziovii","Taub.",NA,"22280","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","2019-10-02 15:00:53-03","UFMG","BHCB","39580","PreservedSpecimen","Plantae","Dicotyledon",NA,"Nyctaginaceae","Guapira","Guapira opposita",NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Jequeri","Usina de Providência.","-42.6657981872559","-20.4557991027832",NA,NA,NA,NA,NA,NA,"opposita","(Vell.) Reitz",NA,"22280","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","2019-10-02 15:05:54-03","UFMG","BHCB","39613","PreservedSpecimen","Plantae","Monocotyledon",NA,"Araceae","Anthurium","Anthurium pentaphyllum",NA,"3782",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Jequeri","Usina de Providência.","-42.6657981872559","-20.4557991027832",NA,NA,NA,"Inflorescencia esverdeada; Hemiepifita com folhas a 1m de altura, interior da floresta.","BHCB037042","BHCB037042","pentaphyllum","Schott",NA,"22280","auto","1997","06",NA,NA,NA,NA,NA,NA,NA
"110","2019-10-02 15:01:33-03","UFMG","BHCB","39604","PreservedSpecimen","Plantae","Dicotyledon",NA,"Piperaceae","Piper","Piper concinnataris",NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Jequeri","Usina de Providência.","-42.6657981872559","-20.4557991027832",NA,NA,NA,NA,NA,NA,"concinnataris","Yunck.",NA,"22280","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","2019-10-02 14:53:22-03","UFMG","BHCB","39929","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Tragia","Tragia",NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Jequeri","Usina de Providência.","-42.6657981872559","-20.4557991027832",NA,NA,NA,NA,NA,NA,NA,"L.",NA,"22280","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","2019-10-02 15:02:05-03","UFMG","BHCB","39928","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Amaioua","Amaioua guianensis",NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Jequeri","Usina de Providência.","-42.6657981872559","-20.4557991027832",NA,NA,NA,NA,NA,NA,"guianensis","Aubl.",NA,"22280","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","2019-10-02 14:53:11-03","UFMG","BHCB","39566","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Dalechampia","Dalechampia allemii","Salino, A","3752","1997","11","19","Southern America","Brasil","Minas Gerais","Jequeri","Usina de Providência.","-42.6657981872559","-20.4557991027832",NA,NA,NA,"trepadeira na borda da floresta, folhas membranaceas, bracteas trilobadas, flores esverdeadas e creme","BHCB008225",NA,"allemii","G.L.Webster",NA,"22280","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
