"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","scientificName","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","specificEpithet","scientificNameAuthorship","yearIdentified","coordinatePrecision","geoFlag","typeStatus","monthIdentified","dayIdentified","class","previousCatalogNumber","infraspecificEpithet","individualCount","relatedCatalogItem","sex"
"758","2017-09-14 11:47:18-03","MBML","MBML-HERBARIO","32511",NA,"Plantae",NA,NA,"Malpighiaceae","Byrsonima","Byrsonima crispa","W.R. Anderson/2009","V. Demuner; T. A. Cruz, M.Belizário.","4843","2007","12","20",NA,"Brasil","Espírito Santo","Águia Branca","Santa Luzia, prop.: Ciro Ferreira","-40.6625","-18.985","40W39'45","18S59'6","150","150",NA,"Árvore 14m, fuste 4m, dap 40cm, botões florais verdes, flores amarelas. Interior de mata alterada.","MBML032511","MBML032511","crispa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"759","2017-09-14 11:47:19-03","MBML","MBML-HERBARIO","26700",NA,"Plantae",NA,NA,"Malpighiaceae","Byrsonima","Byrsonima nitidifolia","R.F. Almeida/IX-2012","V. Demuner; L.F.S Magnago, T. Cruz, Elias Bausen, Giovani e Bruno","2242","2006","04","26",NA,"Brasil","Espírito Santo","Águia Branca","São Pedro, pedra do CEIER","-40.648","-19.022833","40W38'52,8","19S1'22,2","200","200",NA,"Arvoreta 5m, frutos verdes. Topo da rocha, leve camada de solo.","MBML026700","MBML026700","nitidifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"760","2017-09-14 11:47:19-03","MBML","MBML-HERBARIO","28798",NA,"Plantae",NA,NA,"Malpighiaceae","Byrsonima","Byrsonima nitidifolia","R.F. Almeida/IX-2012","L. F. S. Magnago; V. Demuner, T. Cruz e Elias Bausen","1103","2006","07","26",NA,"Brasil","Espírito Santo","Águia Branca","Pedra da Bandeira, Santa Luzia, prop.: Ciro Ferreira.","-40.665556","-18.977778","40W39'56","18S58'40","170","170",NA,"Arbusto 2,5m de alt. Frutos verdes. Vegetação rupestre.","MBML028798","MBML028798","nitidifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"761","2017-09-14 11:48:11-03","MBML","MBML-HERBARIO","31073",NA,"Plantae",NA,NA,"Meliaceae","Cabralea","Cabralea canjerana","T.B. Flores/2016","R.R. Vervloet; V. Demuner, E. Bausen, T. A. Cruz","3199","2007","08","15",NA,"Brasil","Espírito Santo","Águia Branca","Aguas Claras. Zequinha","-40.814444","-18.875556","40W48'52","18S52'32","350","350",NA,"Árvore 9m, botões de cor verde, frutos maduros de cor amarela. Látex branco no fruto. Borda de mata.","MBML031073","MBML031073_1 MBML031073_2","canjerana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"762","2020-03-19 10:20:01-03","MBML","MBML-HERBARIO","32079",NA,"Plantae",NA,NA,"Marantaceae","Calathea","Calathea",NA,"V. Demuner; T. A. Cruz, R. R. Vervloet e J.L. Thomazini.","4600","2007","11","22",NA,"Brasil","Espírito Santo","Águia Branca","Sr. Voito","-40.747028","-18.978472","40W44'49,3","18S58'42,5","130","130",NA,"Herbácea flores com cálice vinho, corola amarela, bráctea verde. Interior de mata.","MBML032079",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"763","2020-03-19 10:20:01-03","MBML","MBML-HERBARIO","32160",NA,"Plantae",NA,NA,"Marantaceae","Calathea","Calathea",NA,"H. Q. Boudet Fernandes; V. Demuner, T. A. Cruz, R. R. Vervloet","3412","2007","10","02",NA,"Brasil","Espírito Santo","Águia Branca","Pedra redonda. Prop.Jorge Wrublewski","-40.769444","-18.975556","40W46'10","18S58'32","300","300",NA,"Mata de encosta. Erva 60cm. Folha com lobos sobrepartes. Brácteas da inflorescência vinosos. Flores brancas. A beira do córrego.","MBML032160","MBML032160",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"764","2020-03-19 10:20:01-03","MBML","MBML-HERBARIO","32267",NA,"Plantae",NA,NA,"Marantaceae","Calathea","Calathea",NA,"V. Demuner; T. A. Cruz, R. R. Vervloet e J.L. Thomazini.","4601","2007","11","22",NA,"Brasil","Espírito Santo","Águia Branca","Sr. Voito","-40.747028","-18.978472","40W44'49,3","18S58'42,5","130","130",NA,"Herbácea flores com cálice e bráctea verde, corola branca, . Interior de mata.","MBML032267","MBML032267",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"765","2019-05-09 14:19:50-03","MBML","MBML-HERBARIO","23644",NA,"Plantae",NA,NA,"Leguminosae Faboideae","Calopogonium","Calopogonium mucunoides","H.Q.B.Fernandes/A.M. de Assis","H. Q. Boudet Fernandes; et al","3341","2004","05","16",NA,"Brasil","Espírito Santo","Águia Branca","Parque Natural Municipal Recanto do Jacaré","-40.74","-18.983056","40W44'24","18S58'59",NA,NA,NA,"Erva. Frutos com pilosidade marrom. Beira da estrada. JAC 48","MBML023644","MBML023644","mucunoides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"766","2019-04-17 12:40:31-03","MBML","MBML-HERBARIO","53811",NA,"Plantae",NA,NA,"Myrtaceae","Calyptranthes","Calyptranthes",NA,"M. C. Souza; M. M. Saavedra, R. F. Monteiro, C. N. Fraga","600","2008","01","16",NA,"Brasil","Espírito Santo","Águia Branca","Propriedade do Sr. Ailton Corteletti. Mata entre os afloramentos","-40.801944","-18.954444","40W48'7","18S57'16","285","285",NA,"Árvore de 6 metros de altura com flores em botão. Habitat: Mata Atlântica. Hábito /Forma de vida: arbóreo","MBML053811",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"767","2020-02-19 14:09:50-03","MBML","MBML-HERBARIO","26352",NA,"Plantae",NA,NA,"Melastomataceae","Cambessedesia","Cambessedesia eichleri","V. Demuner/08-03-2007","V. Demuner; L.F.S Magnago, T. Cruz, Elias Bausen, Giovani e Bruno","2240","2006","04","26",NA,"Brasil","Espírito Santo","Águia Branca","São Pedro, pedra do CEIER","-40.648","-19.022833","40W38'52,8","19S1'22,2","200","200",NA,"Arbusto 50cm, botões florais, flores fundo da corola e estames amarelos e ápice das pétalas. Topo da rocha, leve camada de solo.","MBML026352","MBML026352","eichleri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"768","2020-02-19 14:09:50-03","MBML","MBML-HERBARIO","27388",NA,"Plantae",NA,NA,"Melastomataceae","Cambessedesia","Cambessedesia eichleri","V. Demuner/08-03-2007","V. Demuner; L.F.S. Magnago, T. Cruz, Elias Bausen","2956","2006","10","18",NA,"Brasil","Espírito Santo","Águia Branca","Santa Luzia, prop.: Ciro Ferreira","-40.665556","-18.977778","40W39'56","18S58'40","170","170",NA,"Arbusto 1m, botões florais, flores laranjas com fundo da corola e anteras amarelas. Vegetação rupestre.","MBML027388","MBML027388","eichleri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"769","2020-02-19 14:09:50-03","MBML","MBML-HERBARIO","29582",NA,"Plantae",NA,NA,"Melastomataceae","Cambessedesia","Cambessedesia eichleri","V. Demuner, 03/04/2007","V. Demuner; T. Cruz, M. Belizário e Elias Bausen.","3524","2007","04","03",NA,"Brasil","Espírito Santo","Águia Branca","Santa Luzia, propr.: Ciro Ferreira","-40.664444","-18.973889","40W39'52","18S58'26","400","400",NA,"Arbusto 1m flores corola fundo amarelo e ápice laranja. Afloramento rochoso.","MBML029582","MBML029582","eichleri",NA,"2007",NA,NA,NA,"04","03",NA,NA,NA,NA,NA,NA
"770","2020-02-19 14:09:50-03","MBML","MBML-HERBARIO","32156",NA,"Plantae",NA,NA,"Melastomataceae","Cambessedesia","Cambessedesia eichleri","R. Goldenberg/2008","H. Q. Boudet Fernandes; V. Demuner, T. A. Cruz, R. R. Vervloet","3448","2007","10","03",NA,"Brasil","Espírito Santo","Águia Branca","Santa Lúzia. Pedra do Ciro.","-40.662222","-18.985806","40W39'44","18S59'8,9","175","175",NA,"Vegetação rupestre. Subarbusto 60cm. Flores de pétalas laranja com base amarela, estames amarelos.","MBML032156","MBML032156","eichleri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"771","2017-09-14 11:43:56-03","MBML","MBML-HERBARIO","26416",NA,"Plantae",NA,NA,"Campanulaceae",NA,NA,NA,"V. Demuner; L.F.S. Magnago, T. Cruz, Elias Bausen, Clara.","1931","2006","03","15",NA,"Brasil","Espírito Santo","Águia Branca","Assentamento 16 de Abril","-40.734722","-18.907028","40W44'5","18S54'25,3","150","150",NA,"Arbusto 1m, botões florais, flores vermelhas. Interior de mata.","MBML026416","MBML026416",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"772","2017-09-14 11:48:31-03","MBML","MBML-HERBARIO","32107",NA,"Plantae",NA,NA,"Myrtaceae","Campomanesia","Campomanesia",NA,"H. Q. Boudet Fernandes; V. Demuner, T. A. Cruz, R. R. Vervloet","3421","2007","10","03",NA,"Brasil","Espírito Santo","Águia Branca","Santa Lúzia. Pedra do Ciro.","-40.662222","-18.985806","40W39'44","18S59'8,9","175","175",NA,"Vegetação rupestre. Arbusto 2,5m x 10cm. Flores branco amarelada.","MBML032107",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"773","2017-09-14 11:48:31-03","MBML","MBML-HERBARIO","28886",NA,"Plantae",NA,NA,"Myrtaceae","Campomanesia","Campomanesia cf. laurifolia","M. Sobral/Março-2007","L. F. S. Magnago; V. Demuner, T. Cruz e Elias Bausen","1064","2006","07","25",NA,"Brasil","Espírito Santo","Águia Branca","Mata do Assentamento 16 de abril.","-40.735556","-18.903333","40W44'8","18S54'12","150","150",NA,"Arbusto 3m de alt. Frutos verdes. Mata.","MBML028886",NA,"cf. laurifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"774","2017-09-14 11:48:31-03","MBML","MBML-HERBARIO","32562",NA,"Plantae",NA,NA,"Myrtaceae","Campomanesia","Campomanesia espiritosantensis","J.E.Q.Faria/V-2011","V. Demuner; T. A. Cruz, M.Belizário.","4833","2007","12","20",NA,"Brasil","Espírito Santo","Águia Branca","Santa Luzia, prop.: Ciro Ferreira","-40.6625","-18.985","40W39'45","18S59'6","150","150",NA,"Arbusto 2m botões florais e flores brancas. Borda de mata.","MBML032562",NA,"espiritosantensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"775","2017-09-14 11:48:31-03","MBML","MBML-HERBARIO","26392",NA,"Plantae",NA,NA,"Myrtaceae","Campomanesia","Campomanesia eugenioides","M. Sobral/Março-2016","V. Demuner; L.F.S Magnago, T. Cruz, Elias Bausen, Giovani e Bruno","2225","2006","04","26",NA,"Brasil","Espírito Santo","Águia Branca","São Pedro, pedra do CEIER","-40.648","-19.022833","40W38'52,8","19S1'22,2","200","200",NA,"Arbusto 3m, frutos imaturos verdes, maduros vermelhos. Sobre rocha, leve camada de solo.","MBML026392",NA,"eugenioides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"776","2017-09-14 11:48:31-03","MBML","MBML-HERBARIO","27503",NA,"Plantae",NA,NA,"Myrtaceae","Campomanesia","Campomanesia eugenioides","M. Sobral/Março-2007","V. Demuner; L.F.S. Magnago, T. Cruz, Elias Bausen, Domingos Breda","3008","2006","10","19",NA,"Brasil","Espírito Santo","Águia Branca","Córrego do Trinta, prop.: Domingos Breda","-40.647778","-19.023056","40W38'52","19S1'23","180","180",NA,"Arbusto 3m, botões florais, flores brancas, odor agradável. Ambiente rochoso.","MBML027503",NA,"eugenioides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"777","2017-09-14 11:48:31-03","MBML","MBML-HERBARIO","32178",NA,"Plantae",NA,NA,"Myrtaceae","Campomanesia","Campomanesia eugenioides","M. C. Souza/15-01-2008","H. Q. Boudet Fernandes; V. Demuner, T. A. Cruz, R. R. Vervloet","3424","2007","10","03",NA,"Brasil","Espírito Santo","Águia Branca","Santa Lúzia. Pedra do Ciro.","-40.662222","-18.985806","40W39'44","18S59'8,9","175","175",NA,"Vegetação rupestre. Arbusto 5m x 20 + 13cm. Botões florais verdes.","MBML032178",NA,"eugenioides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"778","2017-09-14 11:48:31-03","MBML","MBML-HERBARIO","32563",NA,"Plantae",NA,NA,"Myrtaceae","Campomanesia","Campomanesia guaviroba","M. Sobral/2008","V. Demuner; T. A. Cruz, M.Belizário.","4866","2007","12","21",NA,"Brasil","Espírito Santo","Águia Branca","Santa Luzia, propr.: José Rochinha","-40.692778","-18.984389","40W41'34","18S59'3,8","200","200",NA,"Arbusto 5m, botões florais e flores brancas. Afloramento rochoso.","MBML032563",NA,"guaviroba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"779","2017-09-14 11:48:31-03","MBML","MBML-HERBARIO","31163",NA,"Plantae",NA,NA,"Myrtaceae","Campomanesia","Campomanesia guazumifolia","M. C. Souza/13-01-2008","R.R. Vervloet; V. Demuner, E. Bausen, T. A. Cruz","3219","2007","08","16",NA,"Brasil","Espírito Santo","Águia Branca","Pedra redonda. Prop.Jorge Wrublewski","-40.769444","-18.975556","40W46'10","18S58'32","300","300",NA,"Arbusto 4m, frutos imaturos de cor verde.","MBML031163",NA,"guazumifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"780","2017-09-14 11:48:32-03","MBML","MBML-HERBARIO","26386",NA,"Plantae",NA,NA,"Myrtaceae","Campomanesia","Campomanesia laurifolia","M. Sobral/Março-2016","V. Demuner; L.F.S. Magnago, T. Cruz, Elias Bausen, Clara.","1950","2006","03","15",NA,"Brasil","Espírito Santo","Águia Branca","Assentamento 16 de Abril","-40.734722","-18.907028","40W44'5","18S54'25,3","150","150",NA,"Arbusto 3m, frutos verdes. Interior de mata","MBML026386",NA,"laurifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"781","2017-09-14 11:48:32-03","MBML","MBML-HERBARIO","27743",NA,"Plantae",NA,NA,"Myrtaceae","Campomanesia","Campomanesia laurifolia","M. Sobral/Março-2016","L. F. S. Magnago; V. Demuner, T. Cruz, Elias Bausen","1679","2006","11","30",NA,"Brasil","Espírito Santo","Águia Branca","Córrego Jabuticaba, propr.: Rosangela Fausti.","-40.647778","-19.022778","40W38'52","19S1'22","190","190",NA,"Arbusto 3m de alt. Botões florais verdes. Mata alterada.","MBML027743",NA,"laurifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"782","2017-09-14 11:48:35-03","MBML","MBML-HERBARIO","32264",NA,"Plantae",NA,NA,"Myrtaceae","Campomanesia","Campomanesia laurifolia","M. Sobral/Março-2016","V. Demuner; T. A. Cruz, R. R. Vervloet e J.L. Thomazini.","4590","2007","11","22",NA,"Brasil","Espírito Santo","Águia Branca","Sr. Voito","-40.747028","-18.978472","40W44'49,3","18S58'42,5","130","130",NA,"Árvore 10m, fuste 2m, dap 20cm, botões florais, flores sépalas verdes, pétalas brancas. Interior de mata alterada.","MBML032264",NA,"laurifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"783","2017-09-14 11:48:35-03","MBML","MBML-HERBARIO","28058",NA,"Plantae",NA,NA,"Myrtaceae","Campomanesia","Campomanesia macrobracteolata","M. Sobral","A. M. Assis; K. F. O. Faria","1047","2004","04","24",NA,"Brasil","Espírito Santo","Águia Branca","Mata do Sr. Voiter, próximo ao centro da cidade","-40.740278","-18.983056","40W44'25","18S58'59","140","140",NA,"Arbusto de 2m, frutos verdes. Sub-bosque de mata ciliar preservada.","MBML028058",NA,"macrobracteolata",NA,"2004",NA,NA,NA,"12","01",NA,NA,NA,NA,NA,NA
"784","2017-09-14 11:48:35-03","MBML","MBML-HERBARIO","32540",NA,"Plantae",NA,NA,"Myrtaceae","Campomanesia","Campomanesia macrobracteolata","J.E.Q.Faria/V-2011","V. Demuner; T. A. Cruz, M.Belizário.","4845","2007","12","20",NA,"Brasil","Espírito Santo","Águia Branca","Santa Luzia, prop.: Ciro Ferreira","-40.6625","-18.985","40W39'45","18S59'6","150","150",NA,"Arvoreta 7m botões florais, flores pétalas brancas, sépalas verdes. Interior de mata alterada.","MBML032540",NA,"macrobracteolata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"785","2017-09-14 11:50:23-03","MBML","MBML-HERBARIO","27962",NA,"Plantae",NA,NA,"Polypodiaceae","Campyloneurum","Campyloneurum acrocarpon","P. Labiak/10-07-2007","L. F. S. Magnago; V. Demuner, M. Belizário, E. Bausen","554","2006","02","01",NA,"Brasil","Espírito Santo","Águia Branca","Aguas Claras, Escola Agroecológica.","-40.73","-18.892222","40W43'48","18S53'32","300","300",NA,"Rupícola. Soros marrons. Mata.","MBML027962","MBML027962","acrocarpon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"786","2017-09-14 11:50:23-03","MBML","MBML-HERBARIO","28762",NA,"Plantae",NA,NA,"Polypodiaceae","Campyloneurum","Campyloneurum acrocarpon","P. Labiak/10-07-2007","L. F. S. Magnago; V. Demuner, T. Cruz, Elias Bausen","1314","2006","09","06",NA,"Brasil","Espírito Santo","Águia Branca","Rochedo, Trilha do Córrego, propr.: Ailton Corteleti.","-40.798611","-18.944167","40W47'55","18S56'39","380","380",NA,"Rupícola. Soros verdes. Mata a beira do córrego.","MBML028762","MBML028762","acrocarpon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"787","2017-09-14 11:50:23-03","MBML","MBML-HERBARIO","35179",NA,"Plantae",NA,NA,"Polypodiaceae","Campyloneurum","Campyloneurum crispum","P. Labiak/Set.2016","M.M. Saavedra; et al","658","2008","01","16",NA,"Brasil","Espírito Santo","Águia Branca","Propriedade do Sr. Ailton Cortelete","-40.801944","-18.954444","40W48'7","18S57'16",NA,NA,NA,NA,"MBML035179","MBML035179","crispum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"788","2017-09-14 11:50:23-03","MBML","MBML-HERBARIO","27730",NA,"Plantae",NA,NA,"Polypodiaceae","Campyloneurum","Campyloneurum decurrens","P. Labiak/10-07-2007","L. F. S. Magnago; V. Demuner, T. Cruz, Elias Bausen","1650","2006","11","29",NA,"Brasil","Espírito Santo","Águia Branca","Rochedo, Trilha do Córrego, propr.: Ailton Corteleti.","-40.798611","-18.944167","40W47'55","18S56'39","380","380",NA,"Terrestre. Soros marrons. Mata beira do córrego.","MBML027730","MBML027730","decurrens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"789","2017-09-14 11:50:23-03","MBML","MBML-HERBARIO","31151",NA,"Plantae",NA,NA,"Polypodiaceae","Campyloneurum","Campyloneurum decurrens","M. Guerra Santos/21-XI-2007","R.R. Vervloet; V. Demuner, E. Bausen, T. A. Cruz","3248","2007","08","16",NA,"Brasil","Espírito Santo","Águia Branca","Pedra redonda. Prop.Jorge Wrublewski","-40.769444","-18.975556","40W46'10","18S58'32","300","300",NA,"Rupícula, soros de cor branca.","MBML031151","MBML031151","decurrens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"790","2019-05-09 14:19:50-03","MBML","MBML-HERBARIO","28770",NA,"Plantae",NA,NA,"Leguminosae Faboideae","Canavalia","Canavalia",NA,"L. F. S. Magnago; V. Demuner, T. Cruz e Elias Bausen","1079","2006","07","25",NA,"Brasil","Espírito Santo","Águia Branca","Mata do Assentamento 16 de abril.","-40.735556","-18.903333","40W44'8","18S54'12","150","150",NA,"Liana. 2,5m de alt. Frutos verdes. Mata.","MBML028770","MBML028770",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"791","2019-05-09 14:19:50-03","MBML","MBML-HERBARIO","30136",NA,"Plantae",NA,NA,"Leguminosae Faboideae","Canavalia","Canavalia",NA,"V. Demuner; T. Cruz, R. R. Vervloet e Elias Bausen.","3962","2007","05","17",NA,"Brasil","Espírito Santo","Águia Branca","Rochedo, propr.: Ailton Corteletti","-40.801389","-18.955833","40W48'5","18S57'21","300","300",NA,"Liana 4m botões florais, flores brancas. Beira de riacho, fundo de vale.","MBML030136","MBML030136",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"792","2019-05-09 14:19:50-03","MBML","MBML-HERBARIO","26437",NA,"Plantae",NA,NA,"Leguminosae Faboideae","Canavalia","Canavalia reflexiflora","C. Snak/2015","V. Demuner; L.F.S. Magnago, T. Cruz, Elias Bausen, Clara.","2022","2006","03","16",NA,"Brasil","Espírito Santo","Águia Branca","Assentamento 16 de Abril, fragmento a esquerda do campo","-40.734722","-18.907028","40W44'5","18S54'25,3","200","200",NA,"Liana 4m, botões florais, flores vermelhas. Interior de mata.","MBML026437","MBML026437","reflexiflora",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"793","2019-05-09 14:19:50-03","MBML","MBML-HERBARIO","27079",NA,"Plantae",NA,NA,"Leguminosae Faboideae","Canavalia","Canavalia reflexiflora","Cristiane Snak/07-04-2015","V. Demuner; L.F.S Magnago, T. Cruz e Elias Bausen","2424","2006","06","07",NA,"Brasil","Espírito Santo","Águia Branca","Rochedo, propr.: Ailton Corteletti","-40.801667","-18.952778","40W48'6","18S57'10","350","350",NA,"Liana 7m, botões florais, flores vermelhas, frutos verdes. Beira de estrada.","MBML027079","MBML027079","reflexiflora",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"794","2017-09-14 11:43:57-03","MBML","MBML-HERBARIO","26529",NA,"Plantae",NA,NA,"Cannaceae","Canna","Canna indica","P.J.M. Maas/2009","V. Demuner; L.F.S Magnago, T. Cruz, Elias Bausen, Giovani e Bruno","2248","2006","04","26",NA,"Brasil","Espírito Santo","Águia Branca","São Pedro, pedra do CEIER","-40.648","-19.022833","40W38'52,8","19S1'22,2","200","200",NA,"Herbácea 2m, botões florais flores vermelhas. Base da rocha.","MBML026529","MBML026529","indica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"795","2017-09-14 11:43:57-03","MBML","MBML-HERBARIO","29643",NA,"Plantae",NA,NA,"Cannaceae","Canna","Canna indica","P.J.M. Maas/2009","V. Demuner; T. Cruz, M. Belizário e Elias Bausen.","3546","2007","04","04",NA,"Brasil","Espírito Santo","Águia Branca","Santa Luzia, propr.: Ciro Ferreira (propriedade vendida)","-40.671111","-18.985833","40W40'16","18S59'9","180","180",NA,"Herbácea 2m, flores vermelhas, frutos verdes. Afloramento rochoso.","MBML029643","MBML029643","indica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"796","2019-08-20 17:54:56-03","MBML","MBML-HERBARIO","32708",NA,"Plantae",NA,NA,"Cannaceae","Canna","Canna indica","P.J.M. Maas/2009","L. F. S. Magnago; V. Demuner, T. Cruz e Elias Bausen","1290","2006","09","05",NA,"Brasil","Espírito Santo","Águia Branca","Aguas Claras, Escola Agroecológica.","-40.725833","-18.890278","40W43'33","18S53'25","300","300",NA,"Rupícola em solo úmido. Frutos verdes. Mata.","MBML032708","MBML032708","indica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"797","2019-08-08 16:44:27-03","MBML","MBML-HERBARIO","28483",NA,"Plantae",NA,NA,"Capparaceae","Capparidastrum","Capparidastrum frondosum","R.L. Soares Neto/Set.2016","L. F. S. Magnago; V. Demuner, T. Cruz e Elias Bausen","1273","2006","09","05",NA,"Brasil","Espírito Santo","Águia Branca","Aguas Claras, Escola Agroecológica.","-40.825833","-18.890278","40W49'33","18S53'25","300","300",NA,"Arbusto 1m de alt. Flores brancas. Borda da mata.","MBML028483",NA,"frondosum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"798","2017-09-14 11:47:19-03","MBML","MBML-HERBARIO","27023",NA,"Plantae",NA,NA,"Malpighiaceae","Carolus","Carolus chlorocarpus","W.R. Anderson/2009","V. Demuner; L.F.S Magnago, T. Cruz e Elias Bausen","2489","2006","06","08",NA,"Brasil","Espírito Santo","Águia Branca","Águas Claras, prop.: Zequinha","-40.812778","-18.871389","40W48'46","18S52'17","400","400",NA,"Liana 9m, frutos verdes. Interior de mata.","MBML027023","MBML027023","chlorocarpus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"799","2018-03-14 14:29:45-03","MBML","MBML-HERBARIO","26254",NA,"Plantae",NA,NA,"Flacourtiaceae","Carpotroche","Carpotroche brasiliensis","V. Demuner & L.F.S. Magnago","V. Demuner; L.F.S. Magnago, T. Cruz, Elias Bausen, Clara.","2037","2006","03","16",NA,"Brasil","Espírito Santo","Águia Branca","Assentamento 16 de Abril, fragmento a esquerda do campo","-40.734722","-18.907028","40W44'5","18S54'25,3","200","200",NA,"Árvore 10m, fuste 5m, DAP 20cm, frutos verdes. Interior de mata.","MBML026254","MBML026254","brasiliensis",NA,"2006",NA,NA,NA,"03","16",NA,NA,NA,NA,NA,NA
