"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","coordinatePrecision","minimumElevationInMeters","maximumElevationInMeters","individualCount","occurrenceRemarks","geoFlag","continentOcean","preparationType","barcode","imagecode","infraspecificEpithet","class","previousCatalogNumber","typeStatus","relatedCatalogItem"
"1147","2019-06-27 10:25:38-03","UFES","VIES","42088","S","Plantae",NA,NA,"Melastomataceae","Leandra",NA,"Leandra",NA,NA,NA,NA,NA,"Dias, H.M.; Castro, K.C.; Caldeira, M.V.W.; Miranda, F.D. & Kunz, S.H.","594","2012","02","05","Brasil","Espírito Santo","Ibitirama","Santa Marta.","-41.6671981811523","-20.5414009094238",NA,NA,"22282",NA,NA,NA,NA,"auto",NA,NA,"VIES042088",NA,NA,NA,NA,NA,NA
"1148","2019-06-27 10:25:44-03","UFES","VIES","42052","S","Plantae",NA,NA,"Monimiaceae",NA,NA,NA,NA,NA,NA,NA,NA,"Dias, H.M.; Castro, K.C.; Caldeira, M.V.W.; Miranda, F.D. & Kunz, S.H.","600","2012","02","05","Brasil","Espírito Santo","Ibitirama","Santa Marta.","-41.6671981811523","-20.5414009094238",NA,NA,"22282",NA,NA,NA,NA,"auto",NA,NA,"VIES042052",NA,NA,NA,NA,NA,NA
"1149","2020-03-19 11:41:31-03","UFES","VIES","21784","S","Plantae",NA,NA,"Melastomataceae","Leandra","acutiflora","Leandra acutiflora","(Naudin) Cogn.","Goldenberg, R.",NA,NA,NA,"Dias, H.M.; Kunz, S.H.; Matheus, M.T.; Castro, K.C. & Silva, A.E.","670","2012","04","10","Brasil","Espírito Santo","Ibitirama","Santa Marta.","-41.6671981811523","-20.5414009094238",NA,NA,"22282",NA,NA,NA,NA,"auto",NA,NA,"VIES021784",NA,NA,NA,NA,NA,NA
"1150","2019-06-27 10:25:44-03","UFES","VIES","42044","S","Plantae",NA,NA,"Monimiaceae",NA,NA,NA,NA,NA,NA,NA,NA,"Dias, H.M.; Castro, K.C.; Caldeira, M.V.W.; Miranda, F.D. & Kunz, S.H.","603","2012","02","05","Brasil","Espírito Santo","Ibitirama","Santa Marta.","-41.6671981811523","-20.5414009094238",NA,NA,"22282",NA,NA,NA,NA,"auto",NA,NA,"VIES042044",NA,NA,NA,NA,NA,NA
"1151","2019-06-27 10:25:44-03","UFES","VIES","30123","S","Plantae",NA,NA,"Monimiaceae",NA,NA,NA,NA,NA,NA,NA,NA,"Dias, H.M.; Silva, A.E.","760","2012","08","22","Brasil","Espírito Santo","Ibitirama","Santa Marta.","-41.6671981811523","-20.5414009094238",NA,NA,"22282","1500","1500",NA,NA,"auto",NA,NA,"VIES030123",NA,NA,NA,NA,NA,NA
"1152","2019-06-27 10:25:38-03","UFES","VIES","21919","S","Plantae",NA,NA,"Melastomataceae","Leandra","melastomatoides","Leandra melastomatoides","Raddi",NA,NA,NA,NA,"Dias, H.M.; Silva, A.E.; Castro, K.C.; Kunz, S.H. & Bruno, N.","699","2012","06","11","Brasil","Espírito Santo","Ibitirama","Santa Marta.","-41.6671981811523","-20.5414009094238",NA,NA,"22282",NA,NA,NA,NA,"auto",NA,NA,"VIES021919",NA,NA,NA,NA,NA,NA
"1153","2019-06-27 10:25:38-03","UFES","VIES","42086","S","Plantae",NA,NA,"Melastomataceae","Leandra","melastomatoides","Leandra melastomatoides","Raddi",NA,NA,NA,NA,"Dias, H.M.; Castro, K.C.; Caldeira, M.V.W.; Miranda, F.D. & Kunz, S.H.","592","2012","02","05","Brasil","Espírito Santo","Ibitirama","Santa Marta.","-41.6671981811523","-20.5414009094238",NA,NA,"22282",NA,NA,NA,NA,"auto",NA,NA,"VIES042086",NA,NA,NA,NA,NA,NA
"1154","2020-03-19 11:41:31-03","UFES","VIES","42034","S","Plantae",NA,NA,"Melastomataceae","Leandra","variabilis","Leandra variabilis","Raddi","Goldenberg, R.",NA,NA,NA,"Dias, H.M.; Castro, K.C.; Caldeira, M.V.W.; Miranda, F.D. & Kunz, S.H.","613","2012","03","06","Brasil","Espírito Santo","Ibitirama","Santa Marta.","-41.6671981811523","-20.5414009094238",NA,NA,"22282",NA,NA,NA,NA,"auto",NA,NA,"VIES042034",NA,NA,NA,NA,NA,NA
"1155","2019-06-27 10:24:35-03","UFES","VIES","35197","S","Plantae",NA,NA,"Commelinaceae","Dichorisandra","hexandra","Dichorisandra hexandra","(Aubl.) C.B.Clarke","Pellegrini, M.O.O.",NA,NA,NA,"Kuntz, J.; Rigon, J.; Flores, T.B. & Campos, O.R.","644","2012","03","23","Brasil","Espírito Santo","Ibitirama","Santa Marta.","-41.6671981811523","-20.5414009094238",NA,NA,"22282",NA,NA,NA,NA,"auto",NA,NA,"VIES035197","VIES035197",NA,NA,NA,NA,NA
"1156","2020-03-19 11:42:21-03","UFES","VIES","38359","S","Plantae",NA,NA,"Rubiaceae","Chomelia",NA,"Chomelia",NA,"F. Torres-Leite",NA,NA,NA,"Flores, T.B.; Galvão, J.K. & Campos, O.R.","1497","2012","10","24","Brasil","Espírito Santo","Ibitirama","Santa Marta.","-41.6671981811523","-20.5414009094238",NA,NA,"22282",NA,NA,NA,NA,"auto",NA,NA,"VIES038359","VIES038359",NA,NA,NA,NA,NA
"1157","2019-06-27 10:25:37-03","UFES","VIES","38365","S","Plantae",NA,NA,"Melastomataceae",NA,NA,NA,NA,NA,NA,NA,NA,"Flores, T.B.; Galvão, J.K. & Campos, O.R.","1476","2012","10","23","Brasil","Espírito Santo","Ibitirama","Santa Marta.","-41.6671981811523","-20.5414009094238",NA,NA,"22282",NA,NA,NA,NA,"auto",NA,NA,"VIES038365","VIES038365",NA,NA,NA,NA,NA
"1158","2019-06-27 10:25:44-03","UFES","VIES","21779","S","Plantae",NA,NA,"Monimiaceae","Mollinedia",NA,"Mollinedia","Perkins",NA,NA,NA,NA,"Dias, H.M.; Kunz, S.H.; Matheus, M.T.; Castro, K.C. & Silva, A.E.","676","2012","04","10","Brasil","Espírito Santo","Ibitirama","Santa Marta.","-41.6671981811523","-20.5414009094238",NA,NA,"22282",NA,NA,NA,NA,"auto",NA,NA,"VIES021779",NA,NA,NA,NA,NA,NA
"1159","2020-03-19 11:40:19-03","UFES","VIES","35570","S","Plantae",NA,NA,"Caprifoliaceae","Valeriana","scandens","Valeriana scandens","L.","H.L. Silva","2019","05","06","Manhães, V.C.; Carrijo, T.T.; Demolinari, F.M. & Leite, C.T.","314","2013","03","08","Brasil","Espírito Santo","Ibitirama","Santa Marta.","-41.6671981811523","-20.5414009094238",NA,NA,"22282",NA,NA,NA,NA,"auto",NA,NA,"VIES035570","VIES035570",NA,NA,NA,NA,NA
"1160","2020-03-19 11:41:43-03","UFES","VIES","35240","S","Plantae",NA,NA,"Myrtaceae","Eugenia","brevistyla","Eugenia brevistyla","D.Legrand","A. Giaretta",NA,NA,NA,"Flores, T.B.; Campos, O.R.","1643","2012","10","28","Brasil","Espírito Santo","Ibitirama","Santa Marta.","-41.6671981811523","-20.5414009094238",NA,NA,"22282",NA,NA,NA,NA,"auto",NA,NA,"VIES035240","VIES035240",NA,NA,NA,NA,NA
"1161","2019-06-27 10:25:40-03","UFES","VIES","42087","S","Plantae",NA,NA,"Melastomataceae","Pleiochiton","blepharodes","Pleiochiton blepharodes","(DC.) Reginato et al.",NA,NA,NA,NA,"Dias, H.M.; Castro, K.C.; Caldeira, M.V.W.; Miranda, F.D. & Kunz, S.H.","593","2012","02","05","Brasil","Espírito Santo","Ibitirama","Santa Marta.","-41.6671981811523","-20.5414009094238",NA,NA,"22282",NA,NA,NA,NA,"auto",NA,NA,"VIES042087",NA,NA,NA,NA,NA,NA
"1162","2019-06-27 10:26:55-03","UFES","VIES","30142","S","Plantae",NA,NA,"Solanaceae",NA,NA,NA,NA,NA,NA,NA,NA,"Dias, H.M.; Silva, A.E.; Castro, K.C.; Kunz; S.H. & Bruno, N.","749","2012","06","12","Brasil","Espírito Santo","Ibitirama","Santa Marta.","-41.6671981811523","-20.5414009094238",NA,NA,"22282","1350","1350",NA,NA,"auto",NA,NA,"VIES030142",NA,NA,NA,NA,NA,NA
"1163","2020-03-19 11:41:28-03","UFES","VIES","33032","S","Plantae",NA,NA,"Malvaceae","Triumfetta","semitriloba","Triumfetta semitriloba","Jacq.","Zorzanelli, J.P.F.","2013","06","16","Zorzanelli, J.P.F.; Bacci, L.","743","2013","06","15","Brasil","Espírito Santo","Ibitirama","Santa Marta.","-41.6671981811523","-20.5414009094238",NA,NA,"22282","1100","1100",NA,NA,"auto",NA,NA,"VIES033032","VIES033032",NA,NA,NA,NA,NA
"1164","2020-03-19 11:42:16-03","UFES","VIES","31884","S","Plantae",NA,NA,"Polypodiaceae","Pleopeltis","hirsutissima","Pleopeltis hirsutissima","(Raddi) de la Sota","Zorzanelli, J.P.F.","2013","09","14","Zorzanelli, J.P.F.","822","2013","09","14","Brasil","Espírito Santo","Ibitirama","Santa Marta.","-41.6671981811523","-20.5414009094238",NA,NA,"22282","1325","1325",NA,NA,"auto",NA,NA,"VIES031884","VIES031884",NA,NA,NA,NA,NA
"1165","2020-03-19 11:40:05-03","UFES","VIES","21577","S","Plantae",NA,NA,"Bromeliaceae","Aechmea","coelestis","Aechmea coelestis","(K.Koch) E.Morren","Couto, D.R.","2012","05","08","Dias, H.M.; Castro, K.C.; Caldeira, M.V.W.; Miranda, F.D. & Kunz, S.H.","619","2012","03","06","Brasil","Espírito Santo","Ibitirama","Santa Marta.","-41.6671981811523","-20.5414009094238",NA,NA,"22282",NA,NA,NA,NA,"auto",NA,NA,"VIES021577",NA,NA,NA,NA,NA,NA
"1166","2019-09-27 18:03:46-03","UFES","VIES","21610","S","Plantae",NA,NA,"Asteraceae","Bidens","segetum","Bidens segetum","Mart. ex Colla","Zorzanelli, J.P.F.","2013","12","18","Dias, H.M.; Castro, K.C.; Caldeira, M.V.W.; Miranda, F.D. & Kunz, S.H.","616","2012","03","06","Brasil","Espírito Santo","Ibitirama","Santa Marta.","-41.6671981811523","-20.5414009094238",NA,NA,"22282",NA,NA,NA,NA,"auto",NA,NA,"VIES021610",NA,NA,NA,NA,NA,NA
"1167","2020-03-19 11:39:30-03","UFES","VIES","30146","S","Plantae",NA,NA,"Acanthaceae","Staurogyne","anigozanthus","Staurogyne anigozanthus","(Nees) Kuntze","Colletta, G.D.","2013","01","14","Dias, H.M.; Silva, A.E.; Castro, K.C.; Kunz; S.H. & Bruno, N.","747","2012","06","12","Brasil","Espírito Santo","Ibitirama","Santa Marta.","-41.6671981811523","-20.5414009094238",NA,NA,"22282","1350","1350",NA,NA,"auto",NA,NA,"VIES030146",NA,NA,NA,NA,NA,NA
"1168","2019-06-27 10:24:18-03","UFES","VIES","33024","S","Plantae",NA,NA,"Bromeliaceae","Aechmea",NA,"Aechmea","sp.",NA,NA,NA,NA,"Zorzanelli, J.P.F.; Bacci, L.","740","2013","06","15","Brasil","Espírito Santo","Ibitirama","Santa Marta.","-41.6671981811523","-20.5414009094238",NA,NA,"22282","1000","1000",NA,NA,"auto",NA,NA,"VIES033024","VIES033024",NA,NA,NA,NA,NA
"1169","2019-06-27 10:24:28-03","UFES","VIES","33003","S","Plantae",NA,NA,"Cannaceae","Canna",NA,"Canna",NA,NA,NA,NA,NA,"Zorzanelli, J.P.F.; Bacci, L.","722","2013","06","15","Brasil","Espírito Santo","Ibitirama","Santa Marta.","-41.6671981811523","-20.5414009094238",NA,NA,"22282","1406","1406",NA,NA,"auto",NA,NA,"VIES033003","VIES033003",NA,NA,NA,NA,NA
"1170","2020-03-19 11:41:34-03","UFES","VIES","21780","S","Plantae",NA,NA,"Melastomataceae","Miconia","pusilliflora","Miconia pusilliflora","(DC.) Naudin","Goldenberg, R.",NA,NA,NA,"Dias, H.M.; Kunz, S.H.; Matheus, M.T.; Castro, K.C. & Silva, A.E.","675","2012","04","10","Brasil","Espírito Santo","Ibitirama","Santa Marta.","-41.6671981811523","-20.5414009094238",NA,NA,"22282",NA,NA,NA,NA,"auto",NA,NA,"VIES021780",NA,NA,NA,NA,NA,NA
"1171","2019-11-22 18:44:27-03","UFES","VIES","30129","S","Plantae",NA,NA,"Orchidaceae","Cattleya","coccinea","Cattleya coccinea","Lindl.","H.L. Silva","2019","11","14","Dias, H.M.; Silva, A.E.","766","2012","08","22","Brasil","Espírito Santo","Ibitirama","Santa Marta.","-41.6671981811523","-20.5414009094238",NA,NA,"22282","1500","1500",NA,NA,"auto",NA,NA,"VIES030129",NA,NA,NA,NA,NA,NA
"1172","2019-06-27 10:25:49-03","UFES","VIES","30003","S","Plantae",NA,NA,"Myrtaceae","Eugenia",NA,"Eugenia",NA,NA,NA,NA,NA,"Dias, H.M.; Silva, A.E.; Castro, K.C.; Kunz, S.H. & Bruno, N.","717","2012","06","12","Brasil","Espírito Santo","Ibitirama","Santa Marta.","-41.6671981811523","-20.5414009094238",NA,NA,"22282","1350","1350",NA,NA,"auto",NA,NA,"VIES030003",NA,NA,NA,NA,NA,NA
"1173","2020-03-19 11:40:07-03","UFES","VIES","31889","S","Plantae",NA,NA,"Bromeliaceae","Billbergia","euphemiae","Billbergia euphemiae","E.Morren","Zorzanelli, J.P.F.","2013","09","15","Zorzanelli, J.P.F.","830","2013","09","15","Brasil","Espírito Santo","Ibitirama","Santa Marta.","-41.6671981811523","-20.5414009094238",NA,NA,"22282","1151","1151",NA,NA,"auto",NA,NA,"VIES031889","VIES031889",NA,NA,NA,NA,NA
"1174","2020-03-19 11:41:35-03","UFES","VIES","35208","S","Plantae",NA,NA,"Melastomataceae","Pleroma","arboreum","Pleroma arboreum","Gardner","F.S.Meyer",NA,NA,NA,"Flores, T.B.; Kuntz-Galvão, J. & Campos, O.R.","1459","2012","10","23","Brasil","Espírito Santo","Ibitirama","Santa Marta.","-41.6671981811523","-20.5414009094238",NA,NA,"22282",NA,NA,NA,NA,"auto",NA,NA,"VIES035208","VIES035208",NA,NA,NA,NA,NA
"1175","2019-06-27 10:26:26-03","UFES","VIES","32000","S","Plantae",NA,NA,"Polypodiaceae","Pecluma",NA,"Pecluma",NA,NA,NA,NA,NA,"Zorzanelli, J.P.F.; Bacci, L.","710","2013","06","15","Brasil","Espírito Santo","Ibitirama","Santa Marta.","-41.6671981811523","-20.5414009094238",NA,NA,"22282","1406","1406",NA,NA,"auto",NA,NA,"VIES032000","VIES032000",NA,NA,NA,NA,NA
"1176","2019-06-27 10:26:26-03","UFES","VIES","31885","S","Plantae",NA,NA,"Polypodiaceae","Pecluma",NA,"Pecluma",NA,NA,NA,NA,NA,"Zorzanelli, J.P.F.","833","2013","09","15","Brasil","Espírito Santo","Ibitirama","Santa Marta.","-41.6671981811523","-20.5414009094238",NA,NA,"22282","1276","1276",NA,NA,"auto",NA,NA,"VIES031885","VIES031885",NA,NA,NA,NA,NA
"1177","2019-06-27 10:26:31-03","UFES","VIES","33009","S","Plantae",NA,NA,"Pteridaceae","Doryopteris",NA,"Doryopteris",NA,NA,NA,NA,NA,"Zorzanelli, J.P.F.; Bacci, L.","732","2013","06","15","Brasil","Espírito Santo","Ibitirama","Santa Marta.","-41.6671981811523","-20.5414009094238",NA,NA,"22282","1406","1406",NA,NA,"auto",NA,NA,"VIES033009","VIES033009",NA,NA,NA,NA,NA
"1178","2020-03-19 11:42:21-03","UFES","VIES","21612","S","Plantae",NA,NA,"Rubiaceae","Bathysa","australis","Bathysa australis","(A.St.-Hil.) K.Schum.","Zorzanelli, J.P.F.","2012","06","20","Dias, H.M.; Castro, K.C.; Caldeira, M.V.W.; Miranda, F.D. & Kunz, S.H.","605","2012","02","05","Brasil","Espírito Santo","Ibitirama","Santa Marta.","-41.6671981811523","-20.5414009094238",NA,NA,"22282",NA,NA,NA,NA,"auto",NA,NA,"VIES021612",NA,NA,NA,NA,NA,NA
"1179","2019-11-29 19:27:36-03","UFES","VIES","30005","S","Plantae",NA,NA,"Solanaceae","Capsicum",NA,"Capsicum",NA,NA,NA,NA,NA,"Dias, H.M.; Silva, A.E.; Castro, K.C.; Kunz, S.H. & Bruno, N.","713","2012","06","12","Brasil","Espírito Santo","Ibitirama","Santa Marta.","-41.6671981811523","-20.5414009094238",NA,NA,"22282","1350","1350",NA,NA,"auto",NA,NA,"VIES030005",NA,NA,NA,NA,NA,NA
"1180","2020-03-19 11:41:03-03","UFES","VIES","35564","S","Plantae",NA,NA,"Fabaceae","Senna",NA,"Senna",NA,"Manhães, V.C.","2013","03","08","Manhães, V.C.; Carrijo, T.T.; Demolinari, F.M. & Leite, C.T.","320","2013","03","08","Brasil","Espírito Santo","Ibitirama","Santa Marta.","-41.6671981811523","-20.5414009094238",NA,NA,"22282",NA,NA,NA,NA,"auto",NA,NA,"VIES035564","VIES035564",NA,NA,NA,NA,NA
"1181","2020-03-19 11:42:00-03","UFES","VIES","30130","S","Plantae",NA,NA,"Orchidaceae","Zygopetalum","maculatum","Zygopetalum maculatum","(Kunth) Garay","Couto, D.R.",NA,NA,NA,"Dias, H.M.; Silva, A.E.","767","2012","08","22","Brasil","Espírito Santo","Ibitirama","Santa Marta.","-41.6671981811523","-20.5414009094238",NA,NA,"22282","1500","1500",NA,NA,"auto",NA,NA,"VIES030130",NA,NA,NA,NA,NA,NA
"1182","2019-06-27 10:25:25-03","UFES","VIES","31383","S","Plantae",NA,NA,"Lecythidaceae","Cariniana",NA,"Cariniana",NA,NA,NA,NA,NA,"Dias, H.M.; Silva, A.E.","855","2012","11","26","Brasil","Espírito Santo","Ibitirama","Santa Marta.","-41.6671981811523","-20.5414009094238",NA,NA,"22282","838","838",NA,NA,"auto",NA,NA,"VIES031383",NA,NA,NA,NA,NA,NA
"1183","2019-06-27 10:25:25-03","UFES","VIES","31400","S","Plantae",NA,NA,"Lecythidaceae","Cariniana",NA,"Cariniana",NA,NA,NA,NA,NA,"Dias, H.M.; Silva, A.E.","852","2012","07","13","Brasil","Espírito Santo","Ibitirama","Santa Marta.","-41.6671981811523","-20.5414009094238",NA,NA,"22282","900","900",NA,NA,"auto",NA,NA,"VIES031400",NA,NA,NA,NA,NA,NA
"1184","2020-03-19 11:42:26-03","UFES","VIES","42038","S","Plantae",NA,NA,"Rubiaceae","Psychotria","alto-macahensis","Psychotria alto-macahensis","M. Gomes","Zorzanelli, J.P.F.","2012","06","20","Dias, H.M.; Castro, K.C.; Caldeira, M.V.W.; Miranda, F.D. & Kunz, S.H.","609","2012","03","06","Brasil","Espírito Santo","Ibitirama","Santa Marta.","-41.6671981811523","-20.5414009094238",NA,NA,"22282",NA,NA,NA,NA,"auto",NA,NA,"VIES042038",NA,NA,NA,NA,NA,NA
"1185","2019-12-03 19:20:36-03","UFES","VIES","21783","S","Plantae",NA,NA,"Rubiaceae","Psychotria","alto-macahensis","Psychotria alto-macahensis","M. Gomes",NA,NA,NA,NA,"Dias, H.M.; Kunz, S.H.; Matheus, M.T.; Castro, K.C. & Silva, A.E.","671","2012","04","10","Brasil","Espírito Santo","Ibitirama","Santa Marta.","-41.6671981811523","-20.5414009094238",NA,NA,"22282",NA,NA,NA,NA,"auto",NA,NA,"VIES021783",NA,NA,NA,NA,NA,NA
"1186","2020-03-19 11:41:34-03","UFES","VIES","30124","S","Plantae",NA,NA,"Melastomataceae","Miconia","fasciculata","Miconia fasciculata","Gardner","Goldenberg, R.",NA,NA,NA,"Dias, H.M.; Silva, A.E.","761","2012","08","22","Brasil","Espírito Santo","Ibitirama","Santa Marta.","-41.6671981811523","-20.5414009094238",NA,NA,"22282","1500","1500",NA,NA,"auto",NA,NA,"VIES030124",NA,NA,NA,NA,NA,NA
"1187","2019-09-27 18:06:32-03","UFES","VIES","21767","S","Plantae",NA,NA,"Solanaceae","Solanum","campariforme","Solanum campariforme",NA,NA,NA,NA,NA,"Dias, H.M.; Kunz, S.H.; Matheus, M.T.; Castro, K.C. & Silva, A.E.","663","2012","04","10","Brasil","Espírito Santo","Ibitirama","Santa Marta.","-41.6671981811523","-20.5414009094238",NA,NA,"22282",NA,NA,NA,NA,"auto",NA,NA,"VIES021767",NA,NA,NA,NA,NA,NA
"1188","2019-06-27 10:26:56-03","UFES","VIES","21790","S","Plantae",NA,NA,"Solanaceae","Cestrum","subpulverulentum","Cestrum subpulverulentum","Mart.","Giacomin, L.",NA,NA,NA,"Dias, H.M.; Kunz, S.H.; Matheus, M.T.; Castro, K.C. & Silva, A.E.","688","2012","04","10","Brasil","Espírito Santo","Ibitirama","Santa Marta.","-41.6671981811523","-20.5414009094238",NA,NA,"22282",NA,NA,NA,NA,"auto",NA,NA,"VIES021790",NA,NA,NA,NA,NA,NA
"1189","2019-09-27 18:06:31-03","UFES","VIES","30013","S","Plantae",NA,NA,"Solanaceae","Cestrum","bracteatum","Cestrum bracteatum","Link & Otto","Zorzanelli, J.P.F.","2013","12","18","Dias, H.M.; Silva, A.E.; Castro, K.C.; Kunz, S.H. & Bruno, N.","692","2012","06","11","Brasil","Espírito Santo","Ibitirama","Santa Marta.","-41.6671981811523","-20.5414009094238",NA,NA,"22282","1280","1280",NA,NA,"auto",NA,NA,"VIES030013","VIES030013",NA,NA,NA,NA,NA
"1190","2019-09-27 18:06:31-03","UFES","VIES","21613","S","Plantae",NA,NA,"Solanaceae","Cestrum","bracteatum","Cestrum bracteatum","Link & Otto","Zorzanelli, J.P.F.","2013","12","18","Dias, H.M.; Castro, K.C.; Caldeira, M.V.W.; Miranda, F.D. & Kunz, S.H.","614","2012","02","05","Brasil","Espírito Santo","Ibitirama","Santa Marta.","-41.6671981811523","-20.5414009094238",NA,NA,"22282",NA,NA,NA,NA,"auto",NA,NA,"VIES021613",NA,NA,NA,NA,NA,NA
"1191","2020-03-19 11:41:34-03","UFES","VIES","30138","S","Plantae",NA,NA,"Melastomataceae","Miconia","chartacea","Miconia chartacea","Triana","Zorzanelli, J.P.F.","2012","06","20","Dias, H.M.; Silva, A.E.; Castro, K.C.; Kunz; S.H. & Bruno, N.","739","2012","06","12","Brasil","Espírito Santo","Ibitirama","Santa Marta.","-41.6671981811523","-20.5414009094238",NA,NA,"22282","1350","1350",NA,NA,"auto",NA,NA,"VIES030138",NA,NA,NA,NA,NA,NA
"1192","2020-03-19 11:41:34-03","UFES","VIES","30119","S","Plantae",NA,NA,"Melastomataceae","Miconia","chartacea","Miconia chartacea","Triana","Goldenberg, R.",NA,NA,NA,"Dias, H.M.; Silva, A.E.","756","2012","08","22","Brasil","Espírito Santo","Ibitirama","Santa Marta.","-41.6671981811523","-20.5414009094238",NA,NA,"22282","1500","1500",NA,NA,"auto",NA,NA,"VIES030119",NA,NA,NA,NA,NA,NA
"1193","2019-06-27 10:26:56-03","UFES","VIES","33015","S","Plantae",NA,NA,"Solanaceae","Cestrum",NA,"Cestrum",NA,NA,NA,NA,NA,"Zorzanelli, J.P.F.; Bacci, L.","730","2013","06","15","Brasil","Espírito Santo","Ibitirama","Santa Marta.","-41.6671981811523","-20.5414009094238",NA,NA,"22282","1406","1406",NA,NA,"auto",NA,NA,"VIES033015","VIES033015",NA,NA,NA,NA,NA
"1194","2019-09-27 18:06:31-03","UFES","VIES","30115","S","Plantae",NA,NA,"Solanaceae","Cestrum",NA,"Cestrum",NA,"Zorzanelli, J.P.F.","2013","12","18","Dias, H.M.; Silva, A.E.","769","2012","08","22","Brasil","Espírito Santo","Ibitirama","Santa Marta.","-41.6671981811523","-20.5414009094238",NA,NA,"22282","1500","1500",NA,NA,"auto",NA,NA,"VIES030115","VIES030115",NA,NA,NA,NA,NA
"1195","2019-06-27 10:25:39-03","UFES","VIES","35039","S","Plantae",NA,NA,"Melastomataceae","Miconia","hirtella","Miconia hirtella","Cogn.","Goldenberg, R.","2014",NA,NA,"Flores, T.B.; Kuntz-Glavão, J. & Campos, O.R.","1449","2012","10","22","Brasil","Espírito Santo","Ibitirama","Santa Marta.","-41.6671981811523","-20.5414009094238",NA,NA,"22282",NA,NA,NA,NA,"auto",NA,NA,"VIES035039","VIES035039",NA,NA,NA,NA,NA
"1196","2020-03-19 11:42:45-03","UFES","VIES","30014","S","Plantae",NA,NA,"Solanaceae","Solanum","cinnamomeum","Solanum cinnamomeum","Sendtn.","Zorzanelli, J.P.F.","2012","09","18","Dias, H.M.; Silva, A.E.; Castro, K.C.; Kunz, S.H. & Bruno, N.","690","2012","06","11","Brasil","Espírito Santo","Ibitirama","Santa Marta.","-41.6671981811523","-20.5414009094238",NA,NA,"22282","1280","1280",NA,NA,"auto",NA,NA,"VIES030014","VIES030014",NA,NA,NA,NA,NA
"1197","2019-06-27 10:26:37-03","UFES","VIES","30019","S","Plantae",NA,NA,"Rubiaceae","Psychotria",NA,"Psychotria",NA,NA,NA,NA,NA,"Dias, H.M.; Silva, A.E.; Castro, K.C.; Kunz, S.H. & Bruno, N.","734","2012","06","12","Brasil","Espírito Santo","Ibitirama","Santa Marta.","-41.6671981811523","-20.5414009094238",NA,NA,"22282","1350","1350",NA,NA,"auto",NA,NA,"VIES030019",NA,NA,NA,NA,NA,NA
"1198","2019-06-27 10:25:38-03","UFES","VIES","35210","S","Plantae",NA,NA,"Melastomataceae","Miconia",NA,"Miconia",NA,NA,NA,NA,NA,"Flores, T.B.; Campos, O.R.","1557","2012","10","25","Brasil","Espírito Santo","Ibitirama","Santa Marta.","-41.6671981811523","-20.5414009094238",NA,NA,"22282",NA,NA,NA,NA,"auto",NA,NA,"VIES035210","VIES035210",NA,NA,NA,NA,NA
