"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","identifiedBy","yearIdentified","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","geoFlag","verbatimLongitude","verbatimLatitude","scientificNameAuthorship","monthIdentified","dayIdentified","infraspecificEpithet","individualCount","class","relatedCatalogItem"
"587","2016-10-10 09:48:49-03","MOBOT","MOBOT_BR","100880934","S","Plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pedro L.R. de Moraes|H. van der Werff|et al.","Moraes 4729","2015","01","29","South America","Brazil","Espírito Santo","Pancas","Córrego São Luiz.","-40.8514","-19.225","32475",NA,NA,NA,NA,NA,NA,"auto",NA,NA,"Juss.",NA,NA,NA,NA,NA,NA
"588","2016-10-10 09:48:08-03","MOBOT","MOBOT_BR","100880797","S","Plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pedro L.R. de Moraes|H. van der Werff|et al.","Moraes 4732","2015","01","29","South America","Brazil","Espírito Santo","Pancas","Pedra da Colina.","-40.8514","-19.225","32475",NA,NA,NA,NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"589","2016-10-10 10:39:38-03","MOBOT","MOBOT_BR","100908389","S","Plantae",NA,NA,"Thelypteridaceae","Christella","dentata","Christella dentata","Alan R. Smith","2016",NA,"Pedro L.R. de Moraes|H. van der Werff|Tiago Arruda Pontes|M. Cruz","Moraes 4748","2015","01","30","South America","Brazil","Espírito Santo","Pancas","Pedra da Gaveta.","-40.7875","-19.2057222",NA,"145","145",NA,NA,NA,NA,NA,"-40.7875000","-19.2057222","(Forssk.) Brownsey & Jermy",NA,NA,NA,NA,NA,NA
"590","2016-10-10 10:14:15-03","MOBOT","MOBOT_BR","100871262","S","Plantae",NA,NA,"Lauraceae","Cryptocarya","aschersoniana","Cryptocarya aschersoniana","P.L. R. de Moraes","2015",NA,"Pedro L.R. de Moraes|H. van der Werff|Tiago Arruda Pontes|M. Cruz","Moraes 4716","2015","01","29","South America","Brazil","Espírito Santo","Pancas","Córrego São Luiz.","-40.8514","-19.225","32475",NA,NA,NA,NA,NA,NA,"auto",NA,NA,"Mez",NA,NA,NA,NA,NA,NA
"591","2016-10-10 10:14:42-03","MOBOT","MOBOT_BR","100871280","S","Plantae",NA,NA,"Lauraceae","Nectandra","megapotamica","Nectandra megapotamica","P.L. R. de Moraes","2015",NA,"Pedro L.R. de Moraes|H. van der Werff|Tiago Arruda Pontes|M. Cruz","Moraes 4726","2015","01","29","South America","Brazil","Espírito Santo","Pancas","Trilha para a Pedra da Colina.","-40.8514","-19.225","32475",NA,NA,NA,NA,NA,NA,"auto",NA,NA,"(Spreng.) Mez",NA,NA,NA,NA,NA,NA
"592","2016-10-10 10:14:46-03","MOBOT","MOBOT_BR","100871291","S","Plantae",NA,NA,"Lauraceae","Nectandra","puberula","Nectandra puberula","P.L. R. de Moraes","2015",NA,"Pedro L.R. de Moraes|H. van der Werff|Tiago Arruda Pontes|M. Cruz","Moraes 4746","2015","01","30","South America","Brazil","Espírito Santo","Pancas","Córrego Palmital, propiedade Juliberto Stur.","-40.7875","-19.2057222",NA,"145","145",NA,NA,NA,NA,NA,"-40.7875000","-19.2057222","(Schott) Nees",NA,NA,NA,NA,NA,NA
"593","2016-10-10 10:14:46-03","MOBOT","MOBOT_BR","100871271","S","Plantae",NA,NA,"Lauraceae","Nectandra","puberula","Nectandra puberula","P.L. R. de Moraes","2015",NA,"Pedro L.R. de Moraes|H. van der Werff|Tiago Arruda Pontes|M. Cruz","Moraes 4723","2015","01","29","South America","Brazil","Espírito Santo","Pancas","Trilha para a Pedra da Colina.","-40.8514","-19.225","32475",NA,NA,NA,NA,NA,NA,"auto",NA,NA,"(Schott) Nees",NA,NA,NA,NA,NA,NA
"594","2019-01-25 15:43:59-02","IAC","IAC","42995","S","Plantae",NA,NA,"Passifloraceae-3.Passifloroideae","Passiflora","galbana","Passiflora galbana","L.C. Bernacci","2005",NA,"J.G. Kuhlmann","350","1934","05","16",NA,"Brasil","Espírito Santo","Pancas",NA,"-40.8514","-19.225",NA,NA,NA,NA,NA,NA,NA,NA,"-40.8514","-19.2250","Mast.","03","18",NA,NA,NA,NA
"595","2019-01-25 15:33:45-02","IAC","IAC","37382","S","Plantae",NA,NA,"Arecaceae","Syagrus","ruschiana","Syagrus ruschiana","H.Q.B. Fernandes","1988",NA,"H.Q.B. Fernandes","2678","1988","12","09",NA,"Brasil","Espírito Santo","Pancas","estrada Pancas, Vila Verde, cerca 2 km da Sede Municipal","-40.8514","-19.225",NA,NA,NA,NA,"Estipe 8, a 40x90 cm comCicatrizes foliares agudas",NA,NA,NA,"-40.8514","-19.2250","(Bondar) Glassman","12","09",NA,NA,NA,NA
"596","2019-05-03 11:56:36-03","CEPLAC","CEPEC","154180","S","Plantae",NA,NA,"Lauraceae","Ocotea","cernua","Ocotea cernua","P.L.R. de Moraes",NA,NA,"P.L.R. de Moraes","4728",NA,NA,NA,NA,"Brasil","Espírito Santo","pancas",NA,"-40.8513984680176","-19.2250003814697","32475",NA,NA,NA,"<ll>dwc_commonname:</ll>",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"597","2019-05-03 11:56:36-03","CEPLAC","CEPEC","154200","S","Plantae",NA,NA,"Lauraceae","Ocotea","prolifera","Ocotea prolifera","P.L.R. de Moraes",NA,NA,"P.L.R. de Moraes","4744",NA,NA,NA,NA,"Brasil","Espírito Santo","pancas",NA,"-40.8513984680176","-19.2250003814697","32475",NA,NA,NA,"<ll>dwc_commonname:</ll>",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"598","2019-09-13 16:01:55-03","CEPLAC","CEPEC","154211","S","Plantae",NA,NA,"Polygalaceae","Bredemeyera",NA,"Bredemeyera",NA,NA,NA,"P.L.R. de Moraes","4727",NA,NA,NA,NA,"Brasil","Espírito Santo","pancas",NA,"-40.8513984680176","-19.2250003814697","32475",NA,NA,NA,"<ll>dwc_commonname:</ll>",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"599","2019-07-03 16:20:32-03","CEPLAC","CEPEC","154241","S","Plantae",NA,NA,"Lauraceae","Ocotea","spectabilis","Ocotea spectabilis","P.L.R. de Moraes",NA,NA,"P.L.R. de Moraes","4724",NA,NA,NA,NA,"Brasil","Espírito Santo","pancas",NA,"-40.8513984680176","-19.2250003814697","32475",NA,NA,NA,"<ll>dwc_commonname:</ll>",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"600","2019-07-03 16:20:32-03","CEPLAC","CEPEC","154203","S","Plantae",NA,NA,"Lauraceae","Nectandra","puberula","Nectandra puberula","P.L.R. de Moraes",NA,NA,"P.L.R. de Moraes","4746",NA,NA,NA,NA,"Brasil","Espírito Santo","pancas",NA,"-40.8513984680176","-19.2250003814697","32475",NA,NA,NA,"<ll>dwc_commonname:</ll>",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"601","2018-12-03 11:09:39-02","CEPLAC","CEPEC","67115","S","Plantae",NA,NA,"Caesalpiniaceae","Chamaecrista","rotundifolia","Chamaecrista rotundifolia grandiflora","A. S. Conceição",NA,NA,"H. Q. B. Fernandes","2686","1988","12","09",NA,"Brasil","Espírito Santo","pancas","Prox. da Rod. Colatina/Pancas.","-40.8513984680176","-19.2250003814697","32475",NA,NA,NA,NA,NA,NA,"auto",NA,NA,NA,NA,NA,"grandiflora",NA,NA,"06/10/1999"
"602","2018-12-03 11:24:00-02","CEPLAC","CEPEC","118478","S","Plantae",NA,NA,"Melastomataceae","Pleroma","marinana","Pleroma marinana","C. N. Fraga",NA,"Paratipo","C. N. Fraga","962","2015","03","09",NA,"Brasil","Espírito Santo","pancas","Serra do Alto Mutum Preto, proximidades da rampa de vôo Livre.","-40.8513984680176","-19.2250003814697","32475",NA,NA,NA,NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,"26/11/2013"
"603","2018-12-03 11:24:00-02","CEPLAC","CEPEC","119615","S","Plantae",NA,NA,"Melastomataceae","Pleroma","penduliflora","Pleroma penduliflora","C. N. Fraga",NA,"Paratipo","J. L. da Paixao","536","2005","07","18",NA,"Brasil","Espírito Santo","pancas","Serra do Alto Mutum Preto, proximidades da rampa de vôo Livre.","-40.8513984680176","-19.2250003814697","32475",NA,NA,NA,NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,"26/11/2013"
"604","2019-11-07 11:19:14-03","UFMG","BHCB-SL","119453","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Adiantopsis",NA,"Adiantopsis",NA,NA,NA,"Salino, A; Heringer, G; Dittrich, VAO; Viveros, RS","13444","2008","05","19","América","Brasil","Espírito Santo","Pancas","Pontões Capixabas, Subida para a pedra de Vôo Livre. Floresta Estacional Semidecidual.","-40.8775","-19.234722",NA,"665","665",NA,"Terrestre em barranco de estrada.",NA,NA,NA,"-40.8775","-19.234722",NA,NA,NA,NA,NA,NA,NA
"605","2019-11-07 11:19:21-03","UFMG","BHCB-SL","119440","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Adiantum","glaucescens","Adiantum glaucescens","Salino, A","2008",NA,"Salino, A","13431","2008","05","18","América","Brasil","Espírito Santo","Pancas","Pontões Capixabas","-40.795","-19.201944",NA,"135","135",NA,"Terrestre na borda de floresta.",NA,NA,NA,"-40.795","-19.201944","Klotzsch","05","17",NA,NA,NA,NA
"606","2019-11-07 11:19:31-03","UFMG","BHCB-SL","119451","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Adiantum","subcordatum","Adiantum subcordatum","Salino, A","2008",NA,"Salino, A","13442","2008","05","19","América","Brasil","Espírito Santo","Pancas","Pontões Capixabas, Subida para pedra do vôo livre.","-40.8775","-19.234722",NA,"665","665",NA,"Terrestre em barranco em estrada.",NA,NA,NA,"-40.8775","-19.234722","Sw.","05","19",NA,NA,NA,NA
"607","2020-03-04 20:43:42-03","UFMG","BHCB-SL","132645","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Amauropelta","opposita","Amauropelta opposita","Salino, A","2009",NA,"Salino, A; Megale, ME; Arruda, AJ","14447","2009","08","26","América","Brasil","Espírito Santo","Pancas","Lajinha, Sítio Floresta, Córrego Floresta, Floresta Estacional Semidecidual e afloramentos rochosos","-40.787639","-20.535278",NA,"150","150",NA,"Terrestre em margem de córrego",NA,NA,NA,"-40.787639","-20.535278","(Vahl) Pic.Serm.","08","26",NA,NA,NA,NA
"608","2019-11-07 11:21:24-03","UFMG","BHCB-SL","132643","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Christella","dentata","Christella dentata","Salino, A","2009",NA,"Salino, A; Megale, ME; Arruda, AJ","14445","2009","08","26","América","Brasil","Espírito Santo","Pancas","Lajinha, Sítio Floresta, Córrego Floresta, Floresta Estacional Semidecidual e afloramentos rochosos","-40.787639","-20.535278",NA,"150","150",NA,"Terrestre no barranco, perto de córregp, borda de mata",NA,NA,NA,"-40.787639","-20.535278","(Forssk.) Brownsey & Jermy","08","26",NA,NA,NA,NA
"609","2019-11-07 11:18:40-03","UFMG","BHCB-SL","132661","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Microgramma","vacciniifolia","Microgramma vacciniifolia","Almeida, TE","2013",NA,"Salino, A; Megale, ME; Arruda, AJ","14463","2009","08","26","América","Brasil","Espírito Santo","Pancas","Lajinha, Sítio Floresta, Córrego Floresta; Floresta Estacional Semidecidual e afloramentos rochosos.","-40.787639","-20.535278",NA,"150","150",NA,"Epífita em mangueira.",NA,NA,NA,"-40.787639","-20.535278","(Langsd. & Fisch.) Copel.",NA,NA,NA,NA,NA,NA
"610","2019-11-07 11:19:18-03","UFMG","BHCB-SL","132634","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Adiantum",NA,"Adiantum",NA,NA,NA,"Salino, A; Megale, ME; Arruda, AJ","14436","2009","08","26","América","Brasil","Espírito Santo","Pancas","Lajinha, Sítio Floresta, Córrego Floresta; Floresta Estacional Semidecidual e afloramentos rochosos.","-40.787639","-20.535278",NA,"150","150",NA,"Terrestre na margem de córrego.",NA,NA,NA,"-40.787639","-20.535278",NA,NA,NA,NA,NA,NA,NA
"611","2019-11-07 11:20:30-03","UFMG","BHCB-SL","132641","PreservedSpecimen","Plantae",NA,NA,"Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","Salino, A","2009",NA,"Salino, A; Megale, ME; Arruda, AJ","14443","2009",NA,NA,"América","Brasil","Espírito Santo","Pancas","Lajinha, Sítio Floresta, Córrego Floresta. Floresta Estacional Semidecidual e afloramentos rochosos.","-40.787639","-20.535278",NA,"150","150",NA,"Rupícola em afloramento.",NA,NA,NA,"-40.787639","-20.535278","(Arn.) Spring","08","26",NA,NA,NA,NA
"612","2019-11-07 11:19:36-03","UFMG","BHCB-SL","132632","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Doryopteris","collina","Doryopteris collina","Salino, A","2009",NA,"Salino, A; Megale, ME; Arruda, AJ","14434","2009","08","26","América","Brasil","Espírito Santo","Pancas","Lajinha, Sítio Floresta, Córrego Floresta. Floresta Estacional Semidecidual e afloramentos rochosos.","-40.787639","-20.535278",NA,"150","150",NA,"Rupícola em afloramento de granito.",NA,NA,NA,"-40.787639","-20.535278","(Raddi) J.Sm.","08","26",NA,NA,NA,NA
"613","2019-11-07 11:20:13-03","UFMG","BHCB-SL","132657","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Pteris","denticulata","Pteris denticulata","Salino, A","2009",NA,"Salino, A; Megale, ME; Arruda, AJ","14459","2009","08","26","América","Brasil","Espírito Santo","Pancas","Lajinha, Sítio Floresta, Córrego Floresta. Floresta Estacional Semidecidual e afloramentos rochosos.","-40.787639","-20.535278",NA,"150","150",NA,"Terrestre em mata.",NA,NA,NA,"-40.787639","-20.535278","Sw.","08","26",NA,NA,NA,NA
"614","2019-11-07 11:20:13-03","UFMG","BHCB-SL",NA,"PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Pteris","denticulata","Pteris denticulata","Salino, A","2009",NA,"Salino, A; Megale, ME; Arruda, AJ","14459","2009","08","26","América","Brasil","Espírito Santo","Pancas","Lajinha, Sítio Floresta, Córrego Floresta. Floresta Estacional Semidecidual e afloramentos rochosos.","-40.787639","-20.535278",NA,"150","150",NA,"Terrestre em mata.",NA,NA,NA,"-40.787639","-20.535278","Sw.","08","26",NA,NA,NA,NA
"615","2019-11-07 11:19:31-03","UFMG","BHCB-SL","132656","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Adiantum","pulverulentum","Adiantum pulverulentum","Salino, A","2009",NA,"Salino, A; Megale, ME; Arruda, AJ","14458","2009","08","26","América","Brasil","Espírito Santo","Pancas","Lajinha, Sítio Floresta; Córrego Floresta. Floresta Estacional Semidecidual e afloramentos rochosos.","-40.787639","-20.535278",NA,"150","150",NA,"Terrestre em mata.",NA,NA,NA,"-40.787639","-20.535278","L.","08","26",NA,NA,NA,NA
"616","2019-11-07 11:16:15-03","UFMG","BHCB-SL","132639","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Cyclodium","heterodon","Cyclodium heterodon","Salino, A","2009",NA,"Salino, A; Megale, ME; Arruda, AJ","14441","2009","08","26","América","Brasil","Espírito Santo","Pancas","Lajinha,Sítio Floresta, Córrego Floresta, Floresta Estacional Semidecidual e afloramentos rochosos.","-40.787639","-20.535278",NA,NA,NA,NA,"Terrestre na mata.",NA,NA,NA,"-40.787639","-20.535278","(Schrad.) T.Moore","08","26",NA,NA,NA,NA
"617","2020-03-04 20:43:42-03","UFMG","BHCB-SL","119460","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Amauropelta","opposita","Amauropelta opposita","Salino, A","2008",NA,"Salino, A; Heringer, G; Dittrich, VAO; Viveros, RS","13451","2008","05","19","América","Brasil","Espírito Santo","Pancas","Pontões Capixabas, Floresta Estacional Semidecidual","-40.8775","-19.234722",NA,"665","665",NA,"Terrestre em barranco de estrada",NA,NA,NA,"-40.8775","-19.234722","(Vahl) Pic.Serm.","05","19",NA,NA,NA,NA
"618","2019-11-07 11:13:41-03","UFMG","BHCB-SL","119448","PreservedSpecimen","Plantae",NA,NA,"Anemiaceae","Anemia",NA,"Anemia",NA,NA,NA,"Salino, A; Heringer, G; Dittrich, VAO; Viveros, RS","13439","2008","05","19","América","Brasil","Espírito Santo","Pancas","Pontões Capixabas, Subida para a pedra de voo livre, Floresta Estacional Semidecidual","-40.8775","-19.234722",NA,"665","665",NA,"Terrestre na borda de floresta",NA,NA,NA,"-40.8775","-19.234722","Sw.",NA,NA,NA,NA,NA,NA
"619","2019-12-19 16:18:50-03","UFMG","BHCB-SL","179767","PreservedSpecimen","Plantae",NA,NA,"Anemiaceae","Anemia",NA,"Anemia","Salino, A",NA,NA,"Moura, LC; Salino, A; Moura, IO","45","2015","11","17","América","Brasil","Espírito Santo","Pancas","Fazenda da familia Stur, Córrego Palmital.","-40.795556","-19.202222",NA,"200","200",NA,"Terrestre em beira de riacho. Dried in alcohol 70%.",NA,NA,NA,"-40.795556","-19.202222","Sw.",NA,NA,NA,NA,NA,NA
"620","2019-11-07 11:13:45-03","UFMG","BHCB-SL","119447","PreservedSpecimen","Plantae",NA,NA,"Anemiaceae","Anemia","collina","Anemia collina","Salino, A","2008",NA,"Salino, A; Heringer, G; Dittrich, VAO; Viveros, RS","13438","2008","05","19","América","Brasil","Espírito Santo","Pancas","Pontões Capixabas","-40.8775","-19.234722",NA,"665","665",NA,NA,NA,NA,NA,"-40.8775","-19.234722","Raddi","05","19",NA,NA,NA,NA
"621","2019-11-07 11:13:49-03","UFMG","BHCB-SL","119442","PreservedSpecimen","Plantae",NA,NA,"Anemiaceae","Anemia","luetzelburgii","Anemia luetzelburgii","Dittrich, VAO","2014",NA,"Salino, A; Heringer, G; Dittrich, VAO; Viveros, RS","13433","2008","05","18","América","Brasil","Espírito Santo","Pancas","Pontões Capixabas, Próximo a propriedade da família Stur, Floresta Estacional Semidecidual","-40.795","-19.201944",NA,"135","135",NA,"Terrestre na borda de floresta",NA,NA,NA,"-40.795","-19.201944","Rosenst.","08",NA,NA,NA,NA,NA
"622","2019-11-07 11:13:49-03","UFMG","BHCB-SL","132660","PreservedSpecimen","Plantae",NA,NA,"Anemiaceae","Anemia","luetzelburgii","Anemia luetzelburgii","Salino, A","2010",NA,"Salino, A; Megale, ME; Arruda, AJ","14462","2009","08","26","América","Brasil","Espírito Santo","Pancas","Lajinha, Córrego Floresta; Floresta Estacional Semidecidual e afloramentos rochosos","-40.787639","-19.154639",NA,"150","150",NA,"Rupícula no meio da pastagem",NA,NA,NA,"-40.787639","-19.154639","Rosenst.","07",NA,NA,NA,NA,NA
"623","2019-11-07 11:13:50-03","UFMG","BHCB-SL","120359","PreservedSpecimen","Plantae",NA,NA,"Anemiaceae","Anemia","organensis","Anemia organensis","Salino, A","2008",NA,"Salino, A; Heringer, G; Dittrich, VAO; Viveros, RS","13457","2008","05","19","América","Brasil","Espírito Santo","Pancas","Pontões Capixabas, Subida para a pedra de Vôo Livre, Floresta Estacional Semidecidual","-40.8775","-19.234722",NA,"665","665",NA,"terrestre em barranco de estrada",NA,NA,NA,"-40.8775","-19.234722","Rosenst.","05","19",NA,NA,NA,NA
"624","2019-12-19 16:20:33-03","UFMG","BHCB-SL","120364","PreservedSpecimen","Plantae",NA,NA,"Anemiaceae","Anemia","organensis","Anemia organensis","Salino, A","2008",NA,"Salino, A; Heringer, G; Dittrich, VAO; Viveros, RS","13462","2008","05","19","América","Brasil","Espírito Santo","Pancas","Pontões Capixabas, Subida para a pedra de Vôo Livre, Floresta Estacional Semidecidual","-40.8775","-19.234722",NA,"665","665",NA,"Terrestre em ilha de vegetação no afloramento","BHCB000521","BHCB000521",NA,"-40.8775","-19.234722","Rosenst.","05","19",NA,NA,NA,NA
"625","2019-12-19 16:20:33-03","UFMG","BHCB-SL","132631","PreservedSpecimen","Plantae",NA,NA,"Anemiaceae","Anemia","retroflexa","Anemia retroflexa","Salino, A","2009",NA,"Salino, A; Megale, ME; Arruda, AJ","14433","2009","08","26","América","Brasil","Espírito Santo","Pancas","Lajinha, Sítio Floresta; Floresta Estacional Semidecidual e afloramentos rochosos","-40.787639","-19.154639",NA,"150","150",NA,"rupícola em afloramento de granito","BHCB000527","BHCB000527",NA,"-40.787639","-19.154639","Brade","08","26",NA,NA,NA,NA
"626","2019-12-19 16:18:54-03","UFMG","BHCB-SL","120365","PreservedSpecimen","Plantae",NA,NA,"Anemiaceae","Anemia","tomentosa","Anemia tomentosa","Salino, A",NA,NA,"Salino, A; Heringer, G; Dittrich, VAO; Viveros, RS","13463","2008","05","19","América","Brasil","Espírito Santo","Pancas","Pontões Capixabas, Subida para a pedra de Vôo Livre. Floresta Estacional Semidecidual.","-40.8775","-19.234722",NA,"665","665",NA,"Terrestre em ilha de vegetação no afloramento.",NA,NA,NA,"-40.8775","-19.234722","(Sav.) Sw.",NA,NA,NA,NA,NA,NA
"627","2019-12-19 16:18:54-03","UFMG","BHCB-SL","132633","PreservedSpecimen","Plantae",NA,NA,"Anemiaceae","Anemia","tomentosa","Anemia tomentosa","Salino, A",NA,NA,"Salino, A; Megale, M; Arruda, AJ","14435","2009","08","26","América","Brasil","Espírito Santo","Pancas","Lajinha, Floresta Estacional Semidecidual e afloramentos rochosos.","-40.787639","-19.154639",NA,"150","150",NA,"Terrestre em barranco de estrada.",NA,NA,NA,"-40.787639","-19.154639","(Sav.) Sw.",NA,NA,NA,NA,NA,NA
"628","2019-12-19 16:19:01-03","UFMG","BHCB-SL","132651","PreservedSpecimen","Plantae",NA,NA,"Aspleniaceae","Asplenium","oligophyllum","Asplenium oligophyllum","Salino, A",NA,NA,"Salino, A; Megale, M; Arruda, AJ","14453","2009","08","26","América","Brasil","Espírito Santo","Pancas","Lajinha sítio floresta, córrego floresta.","-40.7875","-19.154444",NA,"150","150",NA,"Rupícula na mata.",NA,NA,NA,"-40.7875","-19.154444","Kaulf.",NA,NA,NA,NA,NA,NA
"629","2019-12-19 16:19:01-03","UFMG","BHCB-SL","179779","PreservedSpecimen","Plantae",NA,NA,"Aspleniaceae","Asplenium","pulchellum","Asplenium pulchellum",NA,NA,NA,"Moura, IO; Salino, A; Moura, LC","75","2015","11","17","América","Brasil","Espírito Santo","Pancas","Fazenda da familia Stur, Córrego Palmital.","-40.790833","-19.215",NA,"125","125",NA,"Rupícola no interior de mata. Dried in alcohol 70%.",NA,NA,NA,"-40.790833","-19.215","Raddi",NA,NA,NA,NA,NA,NA
"630","2020-03-04 20:43:03-03","UFMG","BHCB-SL","132638","PreservedSpecimen","Plantae",NA,NA,"Aspleniaceae","Asplenium","serratum","Asplenium serratum","Salino, A; Salino, A","2009",NA,"Salino, A; Megale, M; Arruda, AJ","14440","2009","08","26","América","Brasil","Espírito Santo","Pancas","Lajinha, Sítio Floresta, Córrego Floresta; Floresta Estacional Semidecidual e afloramentos rochosos.","-40.787639","-19.154639",NA,"150","150",NA,"Rupícola na mata.","BHCB055700",NA,NA,"-40.787639","-19.154639","L.","08","26",NA,NA,NA,NA
"631","2020-03-04 20:43:34-03","UFMG","BHCB-SL","132630","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Cheilanthes","geraniifolia","Cheilanthes geraniifolia","Salino, A","2009",NA,"Salino, A; Megale, ME; Arruda, AJ","14432","2009","08","25","América","Brasil","Espírito Santo","Pancas","Lajinha, Sítio Floresta, Córrego Floresta. Floresta Estacional Semidecidual e afloramentos rochosos.","-40.787639","-20.535278",NA,"150","150",NA,"Rupícola em afloramento rochoso.",NA,NA,NA,"-40.787639","-20.535278","(Weath.) R.M.Tryon & A.F.Tryon","08","25",NA,NA,NA,NA
"632","2019-11-07 11:21:28-03","UFMG","BHCB-SL","132665","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Christella","patens","Christella patens","Salino, A","2009",NA,"Salino, A; Megale, ME; Arruda, AJ","14467","2009","08","26","América","Brasil","Espírito Santo","Pancas","Lajinha, Sítio Floresta, Córrego Floresta, Floresta Estacional Semidecidual e afloramentos rochosos","-40.787639","-20.535278",NA,"150","150",NA,"Terrestre em brejo",NA,NA,NA,"-40.787639","-20.535278","(Sw.) Pic.Serm.","08","26",NA,NA,NA,NA
"633","2020-03-04 20:43:05-03","UFMG","BHCB-SL","119444","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Ctenitis","christensenii","Ctenitis christensenii","Viveros, RS","2015",NA,"Salino, A; Heringer, G; Dittrich, VAO; Viveros, RS","13435","2008","05","19","América","Brasil","Espírito Santo","Pancas","Pontões Capixabas, Subida para a pedra de voô livre, Floresta Estacional Semidecidual","-40.8775","-19.234722",NA,"665","665",NA,"Terrestre na borda de floresta",NA,NA,NA,"-40.8775","-19.234722","R.S.Viveros & Salino","11",NA,NA,NA,NA,NA
"634","2020-03-04 20:43:05-03","UFMG","BHCB-SL","132655","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Ctenitis","christensenii","Ctenitis christensenii","Viveros, RS","2015",NA,"Salino, A; Megale, ME; Arruda, AJ","14457","2009","07","26","América","Brasil","Espírito Santo","Pancas","Lajinha, Sitio Floresta. Córrego floresta. Floresta Estacional Semidecidual e afloramento rochosos","-40.787639","-20.535278",NA,"150","150",NA,"Terrestre na mata",NA,NA,NA,"-40.787639","-20.535278","R.S.Viveros & Salino","11",NA,NA,NA,NA,NA
"635","2020-03-04 20:43:05-03","UFMG","BHCB-SL","179778","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Ctenitis","christensenii","Ctenitis christensenii","Salino, A","2016",NA,"Moura, IO; Salino, A; Moura, LC","74","2015","11","17","América","Brasil","Espírito Santo","Pancas","Córrego Palmital, Fazenda da família Stur.","40.803333","-19.2",NA,"140","140",NA,"Terrestre, borda de mata. Dried in alcohol 70%",NA,NA,NA,"40.803333","-19.2","R.S.Viveros & Salino","11",NA,NA,NA,NA,NA
"636","2020-03-04 20:43:05-03","UFMG","BHCB-SL","179777","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Ctenitis","christensenii","Ctenitis christensenii","Salino, A","2016",NA,"Moura, IO; Salino, A; Moura, LC","73","2015","11","17","América","Brasil","Espírito Santo","Pancas","Córrego Palmital, Fazenda da família Stur.","40.794167","19.205278",NA,"140","140",NA,"Terrícola em borda de estrada. Dried in alcohol 70%",NA,NA,NA,"40.794167","19.205278","R.S.Viveros & Salino","11",NA,NA,NA,NA,NA
"637","2019-11-07 11:15:46-03","UFMG","BHCB-SL","132663","PreservedSpecimen","Plantae",NA,NA,"Cyatheaceae","Cyathea","axillaris","Cyathea axillaris","Salino, A","2009",NA,"Salino, A; Megale, ME; Arruda, AJ","14465","2009","08","26","América","Brasil","Espírito Santo","Pancas","Sítio Floresta","-40.787639","-20.535278",NA,"150","150",NA,NA,NA,NA,NA,"-40.787639","-20.535278","(Fée) Lellinger","08","26",NA,NA,NA,NA
"638","2019-11-07 11:15:52-03","UFMG","BHCB-SL","119464","PreservedSpecimen","Plantae",NA,NA,"Cyatheaceae","Cyathea","corcovadensis","Cyathea corcovadensis","Salino, A","2008",NA,"Salino, A; Heringer, G; Dittrich, VAO; Viveros, RS","13455","2008","05","19","América","Brasil","Espírito Santo","Pancas","Pontões Capixabas","-40.8775","-19.234722",NA,"665","665",NA,NA,NA,NA,NA,"-40.8775","-19.234722","(Raddi) Domin","05","19",NA,NA,NA,NA
