"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","monthIdentified","class","dayIdentified","coordinatePrecision","previousCatalogNumber","geoFlag","typeStatus","infraspecificEpithet","relatedCatalogItem"
"213","2019-12-06 15:18:09-03","MBM","MBM","84985","S","Plantae",NA,NA,"Rubiaceae","Coccocypselum","condalia","Coccocypselum condalia","Pers.","Kirkbride Jr., J.H.; J.H.",NA,"Hatschbach, G.; et al.; et al.","46869","1983","10","15","Southern America","Brazil","Espírito Santo","Muniz Freire","Muniz Freire, arredores","-41.4131011962891","-20.4641990661621",NA,NA,NA,NA,NA,NA,"MBM084985","MBM084985",NA,NA,NA,"30072",NA,"auto",NA,NA,NA
"214","2019-11-01 15:28:05-03","PUC-RIO","FCAB","0691","PreservedSpecimen","Plantae",NA,"Angiospermae","Bromeliaceae","Tillandsia","polytrichoides","Tillandsia polytrichoides","E.Morren","P. Capell S.J.",NA,"P. Amarante S.J.","s.n.","1953","12",NA,NA,"Brasil","Espírito Santo","Muniz Freire","Itaicí","-41.4131011962891","-20.4641990661621",NA,NA,NA,NA,NA,NA,"000691",NA,NA,NA,NA,"30072",NA,"auto",NA,NA,NA
"215","2018-08-17 11:53:11-03","JBB","HEPH","5721","S","Plantae","Dicotyledon","Fabales","Polygalaceae","Polygala","oscyphylla","Polygala oscyphylla salicina","(Chodat) Marques","Pastore, JFB","2006","Hatschbach, G","46875","1984","09","14","Southern America","Brasil","Espírito Santo","Muniz Freire",NA,"-41.4131011962891","-20.4641990661621",NA,NA,NA,NA,NA,"Ramosa; Erva; flor amarela; Mata",NA,NA,NA,NA,NA,"30072",NA,"auto",NA,"salicina",NA
"216","2019-10-02 15:08:55-03","UFMG","BHCB","39945","PreservedSpecimen","Plantae","Monocotyledon",NA,"Velloziaceae","Vellozia","plicata","Vellozia plicata","(Mart.) L.B.Sm. & Ayensu",NA,NA,NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Espírito Santo","Muniz Freire",NA,"-41.4131011962891","-20.4641990661621",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30072",NA,"auto",NA,NA,NA
"217","2019-10-02 15:06:07-03","UFMG","BHCB","39947","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Pitcairnia",NA,"Pitcairnia",NA,NA,NA,NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Espírito Santo","Muniz Freire",NA,"-41.4131011962891","-20.4641990661621",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30072",NA,"auto",NA,NA,NA
"218","2019-10-02 15:08:46-03","UFMG","BHCB","39946","PreservedSpecimen","Plantae","Monocotyledon",NA,"Velloziaceae","Barbacenia","culta","Barbacenia culta","L.B.Sm. & Ayensu",NA,NA,NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Espírito Santo","Muniz Freire",NA,"-41.4131011962891","-20.4641990661621",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30072",NA,"auto",NA,NA,NA
"219","2020-02-18 22:20:55-03","UFMG","BHCB","71055","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Solanum","luridifuscescens","Solanum luridifuscescens","Bitter",NA,"2012","Hatschbach, G; Guimarães, O","46879","1983","10","15","Southern America","Brasil","Espírito Santo","Muniz Freire","Arredores","-41.4131011962891","-20.4641990661621",NA,NA,NA,NA,NA,"Arbusto, 2m, flor violeta. Clareiras da mata.; Arbusto, 2m, flor violeta. Clareiras de mata.","BHCB004352",NA,"07",NA,"11","30072",NA,"auto",NA,NA,NA
"220","2019-05-02 10:55:02-03","IBt","SP-BRYOPHYTA","172460","S","Plantae",NA,NA,"Phyllogoniaceae","Phyllogonium","viride","Phyllogonium viride","Brid.",NA,NA,"Yano, O.; Santos, D.P.; Pirani, J.R.","4959","1982","11","24","Southern America","BRASIL","Espírito Santo","Muniz Freire",NA,"-41.366389","-21.064167","-41.366389","-21.064167","70","70",NA,"no barranco argioloso perto de Polytrichum ao lado da estrada","SP080067",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221","2019-05-02 10:55:07-03","IBt","SP-BRYOPHYTA","180988","S","Plantae",NA,NA,"Plagiochilaceae","Plagiochila","gymnocalycina","Plagiochila gymnocalycina","(Lehm. & Lindb.) Mont.",NA,NA,"Yano, O.; Santos, D.P.; Pirani, J.R.","4961","1982","11","24","Southern America","BRASIL","Espírito Santo","Muniz Freire","km 138, BR 262","-41.366389","-21.064167","-41.366389","-21.064167","70","70",NA,"No barranco argiloso entre os Polytrichum, ao lado da estrada","SP082370",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"222","2019-05-02 10:55:17-03","IBt","SP-BRYOPHYTA","172459","S","Plantae",NA,NA,"Polytrichaceae","Polytrichum","juniperinum","Polytrichum juniperinum","Willd. ex Hedw.","Peralta, D.F.","2009","Yano, O.; Santos, D.P.; Pirani, J.R.","4957","1982","11","24","Southern America","BRASIL","Espírito Santo","Muniz Freire",NA,"-41.366389","-21.064167","-41.366389","-21.064167","70","70",NA,"no barranco argioloso ao lado da estrada","SP080066",NA,"01",NA,NA,NA,NA,NA,NA,NA,NA
"223","2019-05-02 10:52:59-03","IBt","SP-BRYOPHYTA","172458","S","Plantae",NA,NA,"Dicranaceae","Pilopogon","guadalupensis","Pilopogon guadalupensis","(Brid.) J.-P. Frahm",NA,NA,"Yano, O.; Santos, D.P.; Pirani, J.R.","4954","1982","11","24","Southern America","BRASIL","Espírito Santo","Muniz Freire",NA,"-41.366389","-21.064167","-41.366389","-21.064167","70","70",NA,"no barranco argioloso ao lado da estrada","SP080065",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224","2019-05-02 10:55:15-03","IBt","SP-BRYOPHYTA","172457","S","Plantae",NA,NA,"Polytrichaceae","Polytrichadelphus","pseudopolytrichum","Polytrichadelphus pseudopolytrichum","(Raddi) G.L. Smith","Peralta, D.F.","2009","Yano, O.; Santos, D.P.; Pirani, J.R.","4953","1982","11","24","Southern America","BRASIL","Espírito Santo","Muniz Freire",NA,"-41.366389","-21.064167","-41.366389","-21.064167","70","70",NA,"no barranco argiloso, ao lado da estrada","SP080063",NA,"01",NA,NA,NA,NA,NA,NA,NA,NA
"225","2019-05-02 10:54:20-03","IBt","SP-BRYOPHYTA","180986","S","Plantae",NA,NA,"Lejeuneaceae","Omphalanthus","filiformis","Omphalanthus filiformis","(Sw.) Nees",NA,NA,"Yano, O.; Santos, D.P.; Pirani, J.R.","4956","1982","11","24","Southern America","BRASIL","Espírito Santo","Muniz Freire","km 134 da BR 262","-41.366389","-21.064167","-41.366389","-21.064167","70","70",NA,"No barranco argiloso, ao lado da estrada","SP082368",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226","2019-05-02 10:52:15-03","IBt","SP-BRYOPHYTA","180987","S","Plantae",NA,NA,"Balantiopsidaceae","Isotachis","aubertii","Isotachis aubertii","(Schwägr.) Mitt.",NA,NA,"Yano, O.; Santos, D.P.; Pirani, J.R.","4958","1982","11","24","Southern America","BRASIL","Espírito Santo","Muniz Freire","km 138, BR 262","-41.366389","-21.064167","-41.366389","-21.064167","70","70",NA,"No barranco argiloso entre os Polytrichum, ao lado da estrada","SP082369",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"227","2019-05-02 10:52:20-03","IBt","SP-BRYOPHYTA","172461","S","Plantae",NA,NA,"Brachytheciaceae","Meteoridium","remotifolium","Meteoridium remotifolium","(Müll. Hal.) Manuel",NA,NA,"Yano, O.; Santos, D.P.; Pirani, J.R.","4960","1982","11","24","Southern America","BRASIL","Espírito Santo","Muniz Freire",NA,"-41.366389","-21.064167","-41.366389","-21.064167","70","70",NA,"no barranco argiloso entre Phyllogonium ao lado da estrada","SP080068",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228","2020-03-09 08:19:57-03","UFPR","UPCB","84038","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Clidemia","debilis","Clidemia debilis","Crueg.","Goldenberg, R.","2013","Gomes, J.M.L.","3767","2011","05","15",NA,"Brasil","Espírito Santo","Muniz Freire","Parque Florestal do Rio Pardo","-41.4131","-20.4642","-41.4131","-20.4642",NA,NA,NA,NA,"UPCB0011770","UPCB0011770",NA,NA,NA,NA,NA,NA,NA,NA,NA
"229","2020-03-09 08:19:59-03","UFPR","UPCB","84056","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Clidemia","urceolata","Clidemia urceolata","DC.","Goldenberg, R.","2013","Gomes, J.M.L.","3766","2011","05","15",NA,"Brasil","Espírito Santo","Muniz Freire","Parque Florestal do Rio Pardo","-41.4131","-20.4642","-41.4131","-20.4642",NA,NA,NA,"Planta com 1,0 metro de altura.","UPCB0012037","UPCB0012037",NA,NA,NA,NA,NA,NA,NA,NA,NA
"230","2019-10-11 11:19:34-03","UFPR","UPCB","12662","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Coccocypselum","condalia","Coccocypselum condalia","Pers.","Kirkibride Jr., J.H.","1984","Hatschbach, G.","46869","1983","10","15",NA,"Brasil","Espírito Santo","Muniz Freire","BLOQUEADO",NA,NA,"9999","9999",NA,NA,NA,"Reptante, flor azul. Barrancos margens de caminho na mata..",NA,NA,"01",NA,"01",NA,NA,NA,NA,NA,NA
"231","2019-10-11 11:14:09-03","UFPR","UPCB","20355","PreservedSpecimen","Plantae",NA,NA,"Asclepiadaceae","Ditassa","burchellii","Ditassa burchellii","Hook. & Arn.","Fontella Pereira, J.","1991","Hatschbach, G.","47681","1984","04","06",NA,"Brasil","Espírito Santo","Muniz Freire","BLOQUEADO",NA,NA,"9999","9999",NA,NA,NA,"Volúvel, lacticífera, flor creme. Clareiras da mata..",NA,NA,"01",NA,"01",NA,NA,NA,NA,NA,NA
"232","2019-10-11 11:15:06-03","UFPR","UPCB","22574","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Maytenus","schumanniana","Maytenus schumanniana","Loes.","Okano, R.C.","1992","Hatschbach, G.","47852","1983","10","15",NA,"Brasil","Espírito Santo","Muniz Freire","BLOQUEADO",NA,NA,"9999","9999",NA,NA,NA,"Arbusto, 3m, flor verde pálido. Mata pluvial..",NA,NA,"01",NA,"01",NA,NA,NA,NA,NA,NA
"233","2019-10-11 11:13:45-03","UFPR","UPCB","13194","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Mendoncia","coccinea","Mendoncia coccinea","Vell.","Hatschbach, G.","1985","Hatschbach, G.","48627","1985","12","05",NA,"Brasil","Espírito Santo","Muniz Freire","BLOQUEADO",NA,NA,"9999","9999",NA,NA,NA,"Volúvel, flor vermelha. Orla da mata pluvial..",NA,NA,"10",NA,NA,NA,NA,NA,NA,NA,NA
"234","2020-03-09 08:20:16-03","UFPR","UPCB","83913","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","budlejoides","Miconia budlejoides","Triana","Goldenberg, R.","2013","Gomes, J.M.L.","3757","2011","05","15",NA,"Brasil","Espírito Santo","Muniz Freire","Parque Florestal do Rio Pardo","-41.4131","-20.4642","-41.4131","-20.4642",NA,NA,NA,NA,"UPCB0016709","UPCB0016709",NA,NA,NA,NA,NA,NA,NA,NA,NA
"235","2020-03-09 08:20:23-03","UFPR","UPCB","83908","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","lepidota","Miconia lepidota","DC.","Goldenberg, R.","2013","Gomes, J.M.L.","3760","2011","05","15",NA,"Brasil","Espírito Santo","Muniz Freire","Parque Florestal do Rio Pardo","-41.4131","-20.4642","-41.4131","-20.4642",NA,NA,NA,"Planta com 5,0 metros de altura; sobre afloramento rochoso.","UPCB0015981","UPCB0015981",NA,NA,NA,NA,NA,NA,NA,NA,NA
"236","2019-10-11 11:19:51-03","UFPR","UPCB","12678","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Paullinia","uloptera","Paullinia uloptera","Radlk.","Ferrucci, S.","1983","Hatschbach, G.","46689","1983","08","04",NA,"Brasil","Espírito Santo","Muniz Freire","BLOQUEADO",NA,NA,"9999","9999",NA,NA,NA,"Escandente, fruto vermelho. Capoeira..",NA,NA,"01",NA,"01",NA,NA,NA,NA,NA,NA
"237","2019-10-11 11:19:11-03","UFPR","UPCB","12849","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Piper","solmsianum","Piper solmsianum","C.DC.","Callejas, R.","1983","Hatschbach, G.","45175","1982","07","21",NA,"Brasil","Espírito Santo","Muniz Freire","BLOQUEADO",NA,NA,"9999","9999","1000","1000",NA,"Arbusto carnoso, 1,5m. Mata pluvial..",NA,NA,"01",NA,"01",NA,NA,NA,NA,NA,NA
"238","2019-10-11 11:19:11-03","UFPR","UPCB","13020","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Piper","solmsianum","Piper solmsianum","C.DC.","Callejas, R.","1983","Hatschbach, G.","45175","1982","07","21",NA,"Brasil","Espírito Santo","Muniz Freire","BLOQUEADO",NA,NA,"9999","9999","1000","1000",NA,"Arbusto carnoso, 1,5m. Mata pluvial..",NA,NA,"01",NA,"01",NA,NA,NA,NA,NA,NA
"239","2019-10-11 11:13:45-03","UFPR","UPCB","16356","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Staurogyne","minarum","Staurogyne minarum","(Nees) O.Kuntze","Wasshausen, D.C.","1983","Hatschbach, G.","46703","1983","08","04",NA,"Brasil","Espírito Santo","Muniz Freire","BLOQUEADO",NA,NA,"9999","9999",NA,NA,NA,"Erva 50cm. Brácteas amarelas e flores amarelas com ápice verde. Mata pluvial..",NA,NA,"01",NA,"01",NA,NA,NA,NA,NA,NA
"240","2019-11-08 15:43:53-03","UNESP-IBILCE","SJRP","26211","S","Plantae","Magnoliophyta","Poales","Poaceae","Merostachys",NA,"Merostachys",NA,NA,NA,"L. Clark","696","1990","02","22","América do Sul","Brasil","Espírito Santo","Muniz Freire","Afonso Cláudio, Br 262","-41.4131011962891","-20.4641990661621",NA,NA,NA,NA,NA,"Geografia: informações em inglês (consultar na própria exsicata);",NA,NA,NA,"Liliopsida",NA,"30072",NA,"auto",NA,NA,NA
"241","2019-11-08 15:43:53-03","UNESP-IBILCE","SJRP","02755","S","Plantae","Magnoliophyta","Poales","Poaceae","Merostachys",NA,"Merostachys",NA,NA,NA,"L. Clark","696","1990","02","22","América do Sul","Brasil","Espírito Santo","Muniz Freire","sentido Afonso Cláudio, BR 262","-41.4131011962891","-20.4641990661621",NA,NA,NA,NA,NA,"Geografia: Patch of Atlantic forest that showed signs of cutting.;",NA,NA,NA,"Liliopsida",NA,"30072",NA,"auto",NA,NA,NA
"242","2015-10-22 10:03:05-02","UNIOESTE","UNOP","5104","S","Plantae",NA,NA,"Monimiaceae","Mollinedia","stenophylla","Mollinedia stenophylla","Perkins","Peixoto, A.L.","2005","Hatschbach, G.; Guimarães, O.; Guimarães, O.","46881","1983","10","15",NA,"Brasil","Espírito Santo","Muniz Freire","Arredores","-41.4131011962891","-20.4641990661621",NA,NA,NA,NA,NA,"Arbusto 2m. Flor verde-pálida. Mata.",NA,NA,NA,NA,NA,"30072",NA,"auto",NA,NA,NA
"243","2019-02-20 14:22:13-03","INPA","INPA","141267","S","Plantae","Dicotyledon Com-Clade","Sapindales","Sapindaceae","Paullinia","uloptera","Paullinia uloptera","Radlk.","Ferrucci, MS","1983","Hatschbach, GG","46689","1983","08","04","Southern America","Brasil","Espírito Santo","Muniz Freire","Arredores. Capoeira.","-41.4131011962891","-20.4641990661621",NA,NA,NA,NA,NA,NA,"INPA0141267","INPA0141267 INPA0141267_e",NA,NA,NA,"30072",NA,"auto",NA,NA,NA
"244","2019-02-20 14:22:13-03","INPA","INPA","141268","S","Plantae","Dicotyledon Com-Clade","Sapindales","Sapindaceae","Paullinia","uloptera","Paullinia uloptera","Radlk.","Ferrucci, MS","1983","Hatschbach, GG","46694","1983","08","04","Southern America","Brasil","Espírito Santo","Muniz Freire","Arredores. orla mata pluvial.","-41.4131011962891","-20.4641990661621",NA,NA,NA,NA,NA,NA,"INPA0141268","INPA0141268 INPA0141268_e",NA,NA,NA,"30072",NA,"auto",NA,NA,NA
"245","2019-02-20 13:56:10-03","INPA","INPA","195576","S","Plantae","Dicotyledon Asterids","Gentianales","Apocynaceae","Ditassa","congesta","Ditassa congesta","E.Fourn.","Rapini, A","2009","Hatschbach, GG","47681","1984","04","06","Southern America","Brasil","Espírito Santo","Muniz Freire","Rod. BR-262","-41.4131011962891","-20.4641990661621",NA,NA,NA,NA,NA,NA,"INPA0195576","INPA0195576 INPA0195576_e INPA0195576_e1","04",NA,NA,"30072",NA,"auto",NA,NA,NA
"246","2019-02-20 14:20:59-03","INPA","INPA","142174","S","Plantae","Dicotyledon Com-Clade","Sapindales","Meliaceae","Guarea","macrophylla","Guarea macrophylla","Vahl",NA,NA,"Hatschbach, GG","47687","1984","04","06","Southern America","Brasil","Espírito Santo","Muniz Freire","Rodovia BR 262","-41.4131011962891","-20.4641990661621",NA,NA,NA,NA,NA,NA,"INPA0142174","INPA0142174 INPA0142174_e",NA,NA,NA,"30072",NA,"auto",NA,NA,NA
"247","2018-04-03 13:27:03-03","MBML","MBML-HERBARIO","45782",NA,"Plantae",NA,NA,"Araceae","Anthurium","aff. fragae","Anthurium aff. fragae",NA,"R.T. Valadares/27-03-2018",NA,"A. P. Fontana; L. Kollmann","7639","2013","05","29",NA,"Brasil","Espírito Santo","Muniz Freire","Estrada para Iúna","-41.425556","-20.462222","41W25'32","20S27'44","555","555",NA,"Terrestre na sombra. Caulescente. Pedúnculo verde ereto. Espádice verde amarronzada lateral. Espada marrom ereta. (em cultivo)","MBML045782","MBML045782_1 MBML045782_2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"248","2017-09-14 11:50:22-03","MBML","MBML-HERBARIO","10973",NA,"Plantae",NA,NA,"Polygalaceae","Caamembeca","oxyphylla","Caamembeca oxyphylla",NA,"Pastore/IX-2016",NA,"G. Hatschbach; et al","46875","1985","10","15",NA,"Brasil","Espírito Santo","Muniz Freire","Arredores","-41.412778","-20.464167","41W24'46","20S27'51",NA,NA,NA,"Arbusto, 2,50m. Ramosa. Flor amarela. Mata.","MBML010973",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"249","2017-09-14 11:43:32-03","MBML","MBML-HERBARIO","45783",NA,"Plantae",NA,NA,"Bromeliaceae","Pitcairnia","flammea","Pitcairnia flammea",NA,"A. P. Fontana/29-05-2013",NA,"A. P. Fontana; L. Kollmann","7638","2013","05","29",NA,"Brasil","Espírito Santo","Muniz Freire","Estrada para Iúna","-41.425556","-20.462222","41W25'32","20S27'44","555","555",NA,"Terrestre na sombra. Folhas e Infl. com tricomas brancos. Pecíolo vináceo. Pétalas e sépalas vermelhas. (Vide Álcool/Cultivo/FOTO)","MBML045783","MBML045783",NA,NA,NA,NA,NA,NA,NA,NA,NA
"250","2017-09-14 11:43:32-03","MBML","MBML-HERBARIO","45784",NA,"Plantae",NA,NA,"Bromeliaceae","Pitcairnia","flammea","Pitcairnia flammea",NA,"A. P. Fontana/29-05-2013",NA,"A. P. Fontana; L. Kollmann","7637","2013","05","29",NA,"Brasil","Espírito Santo","Muniz Freire","Estrada para Iúna","-41.425556","-20.462222","41W25'32","20S27'44","555","555",NA,"Terrestre na sombra. Folhas e Infl. Com tricomas brancos. Brácteas verdes. Pétalas e sépalas vermelhas. (Vide Álcool/Cultivo/FOTO)","MBML045784","MBML045784",NA,NA,NA,NA,NA,NA,NA,NA,NA
"251","2017-09-14 11:24:46-03","MBML","MBML-HERBARIO","41735",NA,"Plantae",NA,NA,"Orchidaceae","Pabstiella","lobiglossa","Pabstiella lobiglossa",NA,"Chiron/2009",NA,"Chiron","9443",NA,NA,NA,NA,"Brasil","Espírito Santo","Muniz Freire","Piaçú","-41.4131011962891","-20.4641990661621",NA,NA,NA,NA,NA,NA,"MBML041735","MBML041735",NA,NA,NA,"30072",NA,"auto","HOLOTIPO",NA,NA
"252","2017-09-14 11:42:08-03","MBML","MBML-HERBARIO","50015",NA,"Plantae",NA,NA,"Araceae","Philodendron","hatschbachii","Philodendron hatschbachii",NA,"S. Mayo",NA,"G. Hatschbach; J.M. Silva","48621","1984","12","05",NA,"Brasil","Espírito Santo","Muniz Freire","Rod. BR-262","-41.4131011962891","-20.4641990661621",NA,NA,NA,NA,NA,"Crescendo ao longo do tronco de árvores da mata pluvial","MBML050015","MBML050015",NA,NA,NA,"30072",NA,"auto","PARATIPO",NA,NA
"253","2020-01-31 11:23:29-03","CVRD","CVRD","15604","PreservedSpecimen","Plantae","Magnoliophyta","Alismatales","Araceae","Philodendron","hatschbachii","Philodendron hatschbachii","Nadruz & Mayo","S. Mayo","1986","Hatschbach, G.","48621","1984","12","05","América do Sul","BRASIL","ES","Muniz Freire",NA,"-41.4131011962891","-20.4641990661621",NA,NA,NA,NA,NA,"Crescendo ao longo do tronco de árvore da mata pluvial. <ll>dwc_commonname:</ll> Imbé freire","CVRD015604","CVRD015604","02","Liliopsida","05","30072",NA,"auto","PARATYPUS",NA,NA
"254","2020-01-31 11:25:37-03","CVRD","CVRD","4287","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Thinouia","ternata","Thinouia ternata","(Vell. ) Radlk","Pedro Acevedo Rodriguez","2009","Souza, V.D.","439","1993","02","17","América do Sul","BRASIL","ES","Muniz Freire",NA,"-41.4131011962891","-20.4641990661621",NA,NA,NA,NA,NA,"<ll>dwc_commonname:</ll> Esponja branca","CVRD004287",NA,"03","Magnoliopsida","11","30072",NA,"auto",NA,NA,NA
"255","2020-01-31 11:25:35-03","CVRD","CVRD","3434","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Cupania","aff. platycarpa","Cupania aff. platycarpa","Radlk.","Pedro Acevedo Rodriguez","2009","Souza, V.D.","193","1991","09","22","América do Sul","BRASIL","ES","Muniz Freire","Chegando na fazenda, lado direito.","-41.4131011962891","-20.4641990661621",NA,NA,NA,NA,NA,"<ll>dwc_commonname:</ll> Cambuatá preto","CVRD003434",NA,"03","Magnoliopsida","11","30072",NA,"auto",NA,NA,NA
"256","2020-01-31 11:25:03-03","CVRD","CVRD","4286","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Malpighiaceae","Banisteriopsis","muricata","Banisteriopsis muricata","(Cav.) Cuatrec.","William R. Anderson","1998","Souza, V.D.","438","1993","02","17","América do Sul","BRASIL","ES","Muniz Freire","Lado esquerdo da estrada indo de Castelo para Vieira Machado.","-41.4131011962891","-20.4641990661621",NA,NA,NA,NA,NA,"<ll>dwc_commonname:</ll> Freire","CVRD004286",NA,"12","Magnoliopsida","22","30072",NA,"auto",NA,NA,NA
"257","2020-01-31 13:35:04-03","CVRD","CVRD","3433","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Inga","striata","Inga striata","Benth.","Flávia Cristina Pinto Garcia","1998","Souza, V.D.","192","1991","09","22","América do Sul","BRASIL","ES","Muniz Freire","Próximo a estrada.","-41.4131011962891","-20.4641990661621",NA,NA,NA,NA,NA,"<ll>dwc_commonname:</ll> Ingá branco","CVRD003433",NA,"04","Magnoliopsida","14","30072",NA,"auto",NA,NA,NA
"258","2020-01-31 11:25:34-03","CVRD","CVRD","3284","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Rutaceae","Esenbeckia","febrifuga","Esenbeckia febrifuga","(A.St.-Hil.) Mart.","Jackie Kallunki","1992","Souza, V.D.","112","1991","06","27","América do Sul","BRASIL","ES","Muniz Freire","Próximo a estrada de chão indo para Iúna, 20m da estrada, lado direito, proximo ao Córrego, 2 km de Muniz Freire - ES.","-41.4131011962891","-20.4641990661621",NA,NA,NA,NA,NA,"Projeto coleta de sementes. <ll>dwc_commonname:</ll> Arapoca de espinho","CVRD003284",NA,"01","Magnoliopsida","01","30072",NA,"auto",NA,NA,NA
"259","2019-12-17 10:44:06-03","UFPE","UFP","29217","PreservedSpecimen","Plantae",NA,NA,"Cladoniaceae","Cladonia","sp.","Cladonia sp.",NA,NA,NA,"Sanders, W.B.","UFP992073","1999","02","07",NA,"Brasil","Espírito Santo","Muniz Freire","Margem estrada BR-262 ao leste de Ibatiba.","-41.4131011962891","-20.4641990661621",NA,NA,NA,NA,NA,"Em solo&nf;; Em solo","UFP029217",NA,NA,NA,NA,"30072",NA,"auto",NA,NA,NA
"260","2019-12-17 10:44:06-03","UFPE","UFP","29215","PreservedSpecimen","Plantae",NA,NA,"Cladoniaceae","Cladonia","carassensis","Cladonia carassensis","Vain.","T.Aht",NA,"Sanders, W.B.","UFP1236","1999","02","07",NA,"Brasil","Espírito Santo","Muniz Freire","Margem estrada BR-262 ao leste de Ibatiba.","-41.4131011962891","-20.4641990661621",NA,NA,NA,NA,NA,"Sobre musgos em campo rupestre.&nf;; Sobre musgos em campo rupestre.","UFP029215",NA,NA,NA,NA,"30072",NA,"auto",NA,NA,NA
"261","2019-12-17 10:44:06-03","UFPE","UFP","29216","PreservedSpecimen","Plantae",NA,NA,"Cladoniaceae","Cladonia","rugicaulis","Cladonia rugicaulis","Ahti","T.Ahti",NA,"Sanders, W.B.","UFP992072","1999","02","07",NA,"Brasil","Espírito Santo","Muniz Freire","Margem estrada BR-262 ao leste de Ibatiba.","-41.4131011962891","-20.4641990661621",NA,NA,NA,NA,NA,"Em solo.&nf;&nf;; Em solo.","UFP029216",NA,NA,NA,NA,"30072",NA,"auto",NA,NA,NA
"262","2019-07-24 16:01:44-03","SMITHSONIAN","US","3125438","PreservedSpecimen","Plantae",NA,"Geraniales","Oxalidaceae","Oxalis","sp.","Oxalis sp.",NA,NA,NA,"G. Hatschbach","47683","1984","04","06","South America - Neotropics","Brazil","Espírito Santo","Muniz Freire","Rod. BR-262","-41.4131011962891","-20.4641990661621",NA,NA,NA,NA,NA,"<a href=http://n2t.net/ark:/65665/320201209-f9a1-4718-9323-7b194adc58ea target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Dicotyledonae",NA,"30072",NA,"auto",NA,NA,NA
"263","2019-07-24 16:09:26-03","SMITHSONIAN","US","3097384","PreservedSpecimen","Plantae",NA,"Piperales","Piperaceae","Peperomia","tetraphylla","Peperomia tetraphylla tetraphylla","Hook. & Arn.",NA,NA,"G. Hatschbach","47684","1984","04","06","South America - Neotropics","Brazil","Espírito Santo","Muniz Freire","Rod. BR-262","-41.4131011962891","-20.4641990661621",NA,NA,NA,NA,NA,"<a href=http://n2t.net/ark:/65665/34b26484c-627e-4eb4-abb7-0ee502983f0f target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Dicotyledonae",NA,"30072",NA,"auto",NA,"tetraphylla",NA
"264","2019-07-24 16:10:35-03","SMITHSONIAN","US","3076814","PreservedSpecimen","Plantae",NA,"Polygalales","Polygalaceae","Polygala","oxyphylla","Polygala oxyphylla salicina","(Chodat) Marques",NA,NA,"G. Hatschbach & O. Guimarães","46875",NA,NA,NA,NA,"Brazil","Espírito Santo","Muniz Freire","Arredores","-41.4131011962891","-20.4641990661621",NA,NA,NA,NA,NA,"<a href=http://n2t.net/ark:/65665/3e7975e59-decc-4ee1-ab9a-e6dca1cd3438 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Dicotyledonae",NA,"30072",NA,"auto",NA,"salicina",NA
