"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","phylum","order","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","individualCount","geoFlag","recordNumber","minimumElevationInMeters","maximumElevationInMeters","class","infraspecificEpithet","continentOcean","preparationType","typeStatus","previousCatalogNumber","relatedCatalogItem"
"48","2019-12-16 18:08:53-03","NYBG","NYBG","00972672","PreservedSpecimen","Plantae","Ochnaceae","Sauvagesia","capillaris","Sauvagesia capillaris","(A.St.-Hil.) Sastre","M. do C. E. Amaral","H. de F. Leitão Filho","1978","12","12","Brazil","Minas Gerais","Santa Bárbara","Serra de Caraga.","-43.4153","-19.9594","-43.4153","-19.9594","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1115493 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00972672","NY00972672","Magnoliophyta","Malpighiales","1991","05",NA,NA,NA,NA,"9605",NA,NA,NA,NA,"South America","sheet",NA,NA,NA
"49","2019-12-16 16:42:01-03","NYBG","NYBG","1145223","PreservedSpecimen","Plantae","Araliaceae","Schefflera","vinosa","Schefflera vinosa","(Cham. & Schltdl.) Frodin & Fiaschi","P. Fiaschi","R. de Mello-Silva","1997","05","22","Brazil","Minas Gerais","Santa Bárbara","Serra do Caraça. Estrada para o Tanque Grande.","-43.4153","-19.9594","-43.4153","-19.9594","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1307185 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY01145223","NY01145223 NY01145223_01","Magnoliophyta","Apiales","2009",NA,NA,NA,NA,NA,"1335","1260","1260",NA,NA,"South America","sheet",NA,NA,NA
"50","2019-12-16 16:36:03-03","NYBG","NYBG","72890","PreservedSpecimen","Plantae","Orthotrichaceae","Schlotheimia",NA,"Schlotheimia",NA,NA,"W. R. Buck","1994","10","22","Brazil","Minas Gerais","Santa Bárbara","Serra do Espinhaço, Parque Natural do Caraça, along trail from Santuário do Caraça to Pico da Carapuça","-43.5","-20.03","-43.50","-20.03","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=348237 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00072890",NA,"Bryophyta",NA,NA,NA,NA,NA,NA,NA,"26671","1300","1460",NA,NA,"South America","packeted",NA,NA,NA
"51","2019-12-16 16:36:03-03","NYBG","NYBG","72893","PreservedSpecimen","Plantae","Orthotrichaceae","Schlotheimia","henscheniana","Schlotheimia henscheniana","Müll.Hal.",NA,"W. R. Buck","1994","10","23","Brazil","Minas Gerais","Santa Bárbara","Serra do Espinhaço, Parque Natural do Caraça, along trail from Santuário do Caraça to Cascatona","-43.5","-20.02","-43.50","-20.02","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=287502 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00072893",NA,"Bryophyta",NA,NA,NA,NA,NA,NA,NA,"26732","1300","1300",NA,NA,"South America","packeted",NA,NA,NA
"52","2019-12-16 16:36:03-03","NYBG","NYBG","72894","PreservedSpecimen","Plantae","Orthotrichaceae","Schlotheimia","henscheniana","Schlotheimia henscheniana","Müll.Hal.",NA,"W. R. Buck","1994","10","23","Brazil","Minas Gerais","Santa Bárbara","Serra do Espinhaço, Parque Natural do Caraça, along trail from Santuário do Caraça to Cascatona","-43.5","-20.02","-43.50","-20.02","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=287503 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00072894",NA,"Bryophyta",NA,NA,NA,NA,NA,NA,NA,"26758","1300","1300",NA,NA,"South America","packeted",NA,NA,NA
"53","2019-12-16 16:36:03-03","NYBG","NYBG","72895","PreservedSpecimen","Plantae","Orthotrichaceae","Schlotheimia","macrospora","Schlotheimia macrospora","Müll.Hal.",NA,"W. R. Buck","1994","10","22","Brazil","Minas Gerais","Santa Bárbara","Serra do Espinhaço, Parque Natural do Caraça, along trail from Santuário do Caraça to Pico da Carapuça","-43.5","-20.03","-43.50","-20.03","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=161907 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00072895",NA,"Bryophyta",NA,NA,NA,NA,NA,NA,NA,"26645","1300","1460",NA,NA,"South America","packeted",NA,NA,NA
"54","2019-12-16 16:36:03-03","NYBG","NYBG","72901","PreservedSpecimen","Plantae","Orthotrichaceae","Schlotheimia","sprengelii","Schlotheimia sprengelii","Hornsch.",NA,"W. R. Buck","1994","10","22","Brazil","Minas Gerais","Santa Bárbara","Serra do Espinhaço, Parque Natural do Caraça, along trail from Santuário do Caraça to Pico da Carapuça","-43.5","-20.03","-43.50","-20.03","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=635158 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00072901",NA,"Bryophyta",NA,NA,NA,NA,NA,NA,NA,"26647","1300","1460",NA,NA,"South America","packeted",NA,NA,NA
"55","2019-12-16 16:36:04-03","NYBG","NYBG","72917","PreservedSpecimen","Plantae","Orthotrichaceae","Schlotheimia","trichomitria","Schlotheimia trichomitria","Schwägr.",NA,"W. R. Buck","1994","10","23","Brazil","Minas Gerais","Santa Bárbara","Serra do Espinhaço, Parque Natural do Caraça, along trail from Santuário do Caraça to Cascatona","-43.5","-20.02","-43.50","-20.02","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=758901 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00072917",NA,"Bryophyta",NA,NA,NA,NA,NA,NA,NA,"26770","1300","1300",NA,NA,"South America","packeted",NA,NA,NA
"56","2019-12-16 16:36:04-03","NYBG","NYBG","72916","PreservedSpecimen","Plantae","Orthotrichaceae","Schlotheimia","trichomitria","Schlotheimia trichomitria","Schwägr.",NA,"W. R. Buck","1994","10","22","Brazil","Minas Gerais","Santa Bárbara","Serra do Espinhaço, Parque Natural do Caraça, along trail from Santuário do Caraça to Pico da Carapuça","-43.5","-20.03","-43.50","-20.03","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=758900 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00072916",NA,"Bryophyta",NA,NA,NA,NA,NA,NA,NA,"26678","1300","1460",NA,NA,"South America","packeted",NA,NA,NA
"57","2019-12-16 16:36:04-03","NYBG","NYBG","72918","PreservedSpecimen","Plantae","Orthotrichaceae","Schlotheimia","trichomitria","Schlotheimia trichomitria","Schwägr.",NA,"W. R. Buck","1994","10","23","Brazil","Minas Gerais","Santa Bárbara","Serra do Espinhaço, Parque Natural do Caraça, along trail from Santuário do Caraça to Cascatona","-43.5","-20.02","-43.50","-20.02","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=758902 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00072918",NA,"Bryophyta",NA,NA,NA,NA,NA,NA,NA,"26754","1300","1300",NA,NA,"South America","packeted",NA,NA,NA
"58","2019-12-16 16:36:04-03","NYBG","NYBG","72919","PreservedSpecimen","Plantae","Orthotrichaceae","Schlotheimia","trichomitria","Schlotheimia trichomitria","Schwägr.",NA,"W. R. Buck","1994","10","23","Brazil","Minas Gerais","Santa Bárbara","Serra do Espinhaço, Parque Natural do Caraça, along trail from Santuário do Caraça to Cascatona","-43.5","-20.02","-43.50","-20.02","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=758903 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00072919",NA,"Bryophyta",NA,NA,NA,NA,NA,NA,NA,"26730","1300","1300",NA,NA,"South America","packeted",NA,NA,NA
"59","2019-12-16 18:04:53-03","NYBG","NYBG","01068036","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania",NA,"Sebastiania","Spreng.",NA,"R. de Mello-Silva","1999","02","25","Brazil","Minas Gerais","Santa Bárbara do Monte Verde","Fazenda Cachoeira Alta. Sopé da Serra Negra (divisa com Lima Duarte). Entrada pela estrada de Conceição ( 1 km da estrada Rio Preto- Lima Duarte, MG 135), via Três Cruzes. Ca de 3 km de Três Cruzes","-43.82","-21.97","-43.82","-21.97","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1220283 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY01068036","NY01068036","Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,"1638","850","950",NA,NA,"South America","sheet",NA,NA,NA
"60","2019-12-16 16:39:58-03","NYBG","NYBG","1039026","PreservedSpecimen","Plantae","Selaginellaceae","Selaginella","contigua","Selaginella contigua","Baker",NA,"J. P. Condack","2004","04","21","Brazil","Minas Gerais","Santa Bárbara do Monte Verde","Serra Negra - Fazenda Três Cruzes - Chapadão.","-43.8308","-21.9653","-43.8308","-21.9653","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1479424 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY01039026","NY01039026 NY01039026_01","Lycopodiophyta","Selaginellales",NA,NA,NA,NA,NA,NA,"100","1200","1200",NA,NA,"South America","sheet",NA,NA,NA
"61","2019-12-16 16:38:34-03","NYBG","NYBG","01238924","PreservedSpecimen","Plantae","Sematophyllaceae","Sematophyllum","leucostomum","Sematophyllum leucostomum","(Hampe) W.R.Buck",NA,"W. R. Buck","1994","10","22","Brazil","Minas Gerais","Santa Bárbara","Serra do Espinhaço, Parque Natural do Caraça, along trail from Santuário do Caraç to Pico da Carapuça.","-43.5","-20.03","-43.50","-20.03","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1451080 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY01238924","NY01238924","Bryophyta",NA,NA,NA,NA,NA,NA,NA,"26677","1300","1460",NA,NA,"South America","packeted",NA,NA,NA
"62","2019-12-16 16:38:50-03","NYBG","NYBG","01149102","PreservedSpecimen","Plantae","Sematophyllaceae","Sematophyllum","subsimplex","Sematophyllum subsimplex","(Hedw.) Mitt.","W. R. Buck","D. M. Vital","1982","12","18","Brazil","Minas Gerais","Santa Bárbara","serra do Caraça, trail to Cascatona","-43.4153","-19.9594","-43.4153","-19.9594","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1292047 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY01149102",NA,"Bryophyta",NA,NA,NA,NA,NA,NA,NA,"10820",NA,NA,NA,NA,"South America","packeted",NA,NA,NA
"63","2019-12-16 16:52:19-03","NYBG","NYBG","908862","PreservedSpecimen","Plantae","Asteraceae","Senecio","adamantinus","Senecio adamantinus","Bong.",NA,"M. E. M. Ramos","1978","12","14","Brazil","Minas Gerais","Santa Bárbara","Serra do Caraça.","-43.4153","-19.9594","-43.4153","-19.9594","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=979184 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00908862","NY00908862","Magnoliophyta","Asterales","2018","02",NA,NA,NA,NA,"9712",NA,NA,NA,NA,"South America","sheet",NA,NA,NA
"64","2019-12-16 16:52:33-03","NYBG","NYBG","01066478","PreservedSpecimen","Plantae","Asteraceae","Senecio","pohlii","Senecio pohlii","Sch.Bip. ex Baker","A. M. Teles","V. C. Souza","1994","01","16","Brazil","Minas Gerais","Santa Bárbara","Parque Natural do Caraça. Arredores da Cascatinha","-43.45","-20.12","-43.45","-20.12","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1202890 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY01066478","NY01066478","Magnoliophyta","Asterales","2005",NA,NA,NA,NA,NA,"CFCR13807",NA,NA,NA,NA,"South America","sheet",NA,NA,NA
"65","2019-12-16 17:29:26-03","NYBG","NYBG","515566","PreservedSpecimen","Plantae","Fabaceae","Senna","neglecta","Senna neglecta oligophylla","(Benth.) H.S.Irwin & Barneby",NA,"A. Rapini","1997","05","23","Brazil","Minas Gerais","Santa Bárbara","Serra do Caraça. Thrilha do Pico do Carapuça","-43.4153","-19.9594","-43.4153","-19.9594","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=506432 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00515566","NY00515566","Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,"299",NA,NA,NA,"oligophylla","South America","sheet",NA,NA,NA
"66","2019-12-16 17:29:45-03","NYBG","NYBG","00980926","PreservedSpecimen","Plantae","Fabaceae","Senna","reniformis","Senna reniformis","(G.Don) H.S.Irwin & Barneby","R. C. Barneby","R. de Mello-Silva","1997","05","22","Brazil","Minas Gerais","Santa Bárbara","Serra do Caraça. Trilha na mata de encosta (com Vanillosmopsis) em direção ao Campo de Fora","-43.4944","-20.105","-43.4944","-20.1050","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1096000 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00980926","NY00980926","Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,"1337","1350","1500",NA,NA,"South America","sheet",NA,NA,NA
"67","2019-12-16 18:58:33-03","NYBG","NYBG","00995674","PreservedSpecimen","Plantae","Sapindaceae","Serjania","gracilis","Serjania gracilis","Radlk.",NA,"P. Acevedo-Rodríguez","1986","08","24","Brazil","Minas Gerais","Santa Bárbara","Serra de Caraça, en Parque Natural, perto da igreja.","-43.4153","-19.9594","-43.4153","-19.9594","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1096230 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00995674","NY00995674","Magnoliophyta","Sapindales",NA,NA,NA,NA,NA,NA,"1514","1295","1295",NA,NA,"South America","sheet",NA,NA,NA
"68","2019-12-16 16:53:51-03","NYBG","NYBG","1006490","PreservedSpecimen","Plantae","Campanulaceae","Siphocampylus",NA,"Siphocampylus","Pohl",NA,"N. D. d. Cruz",NA,NA,NA,"Brazil","Minas Gerais","Santa Bárbara","Serra do Caraça","-43.4153","-19.9594","-43.4153","-19.9594","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1113138 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY01006490","NY01006490","Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,"South America","sheet",NA,NA,NA
"69","2019-12-16 19:03:35-03","NYBG","NYBG","00829050","PreservedSpecimen","Plantae","Solanaceae","Solanum","decorum","Solanum decorum","Sendtn.","J. R. Stehmann","J. R. Stehmann","1997","04","19","Brazil","Minas Gerais","Santa Bárbara","Serra do Caraça, póximo à cascatinha.","-43.4153","-19.9594","-43.4153","-19.9594","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=940265 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00829050","NY00829050","Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,"2238","1300","1300",NA,NA,"South America","sheet",NA,NA,NA
"70","2019-12-16 19:07:19-03","NYBG","NYBG","00701336","PreservedSpecimen","Plantae","Solanaceae","Solanum","subumbellatum","Solanum subumbellatum","Vell.","M. H. Nee","N. Hensold","1982","01","09","Brazil","Minas Gerais","Santa Bárbara","Serra do Caraça. A 1 Km do hotel. (trilha para a piscina)","-43.4153","-19.9594","-43.4153","-19.9594","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=840105 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00701336","NY00701336","Magnoliophyta","Solanales","1998",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,"South America","sheet",NA,NA,NA
"71","2019-12-16 19:07:20-03","NYBG","NYBG","00697404","PreservedSpecimen","Plantae","Solanaceae","Solanum","swartzianum","Solanum swartzianum","Roem. & Schult.","J. R. Stehmann","J. R. Stehmann","1997","04","19","Brazil","Minas Gerais","Santa Bárbara","Santa Bárbara, Serra do Caraça","-43.4153","-19.9594","-43.4153","-19.9594","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=833363 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00697404","NY00697404","Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,"2240","1300","1300",NA,NA,"South America","sheet",NA,NA,NA
"72","2019-12-16 16:39:07-03","NYBG","NYBG","226769","PreservedSpecimen","Plantae","Sphagnaceae","Sphagnum","billbuckii","Sphagnum billbuckii","H.A.Crum",NA,"W. R. Buck","1994","10","22","Brazil","Minas Gerais","Santa Bárbara","Serra do Espinhaço, Parque Natural do Caraça, along trail from Santuário do Caraça to Pico da Carapuça","-43.5","-20.03","-43.50","-20.03","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=285600 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00226769","NY00226769","Bryophyta",NA,NA,NA,NA,NA,NA,NA,"26642","1300","1460",NA,NA,"South America","packeted","isotype",NA,NA
"73","2019-12-16 16:39:07-03","NYBG","NYBG","1028884","PreservedSpecimen","Plantae","Sphagnaceae","Sphagnum","brasiliense","Sphagnum brasiliense","Warnst.","H. A. Crum","W. R. Buck","1994","10","22","Brazil","Minas Gerais","Santa Bárbara","Serra do Espinhaço, Parque Natural do Caraça, along trail from Santuário do Caraça to Pico da Carapuça","-43.5","-20.03","-43.50","-20.03","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1179660 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY01028884",NA,"Bryophyta",NA,"1995",NA,NA,NA,NA,NA,"26625","1300","1460",NA,NA,"South America","packeted",NA,NA,NA
"74","2019-12-16 16:39:07-03","NYBG","NYBG","1028885","PreservedSpecimen","Plantae","Sphagnaceae","Sphagnum","brasiliense","Sphagnum brasiliense","Warnst.","H. A. Crum","W. R. Buck","1994","10","22","Brazil","Minas Gerais","Santa Bárbara","Serra do Espinhaço, Parque Natural do Caraça, along trail from Santuário do Caraça to Pico da Carapuça","-43.5","-20.03","-43.50","-20.03","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1179665 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY01028885",NA,"Bryophyta",NA,"1995",NA,NA,NA,NA,NA,"26633","1300","1460",NA,NA,"South America","packeted",NA,NA,NA
"75","2019-12-16 16:39:08-03","NYBG","NYBG","1833503","PreservedSpecimen","Plantae","Sphagnaceae","Sphagnum","gracilescens","Sphagnum gracilescens","Hampe ex Müll.Hal.","H. A. Crum","W. R. Buck","1994","10","23","Brazil","Minas Gerais","Santa Bárbara","Serra do Espinhaço. Parque Natural do Caraça, along trail from Santuário do Caraça to Cascatona.","-43.5","-20.02","-43.50","-20.02","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2041828 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY01833503","NY01833503","Bryophyta",NA,"1995",NA,NA,NA,NA,NA,"26734","1300","1300",NA,NA,"South America","packeted",NA,NA,NA
"76","2019-12-16 16:39:08-03","NYBG","NYBG","01834170","PreservedSpecimen","Plantae","Sphagnaceae","Sphagnum","recurvum","Sphagnum recurvum","P.Beauv.","H. A. Crum","W. R. Buck","1994","10","22","Brazil","Minas Gerais","Santa Bárbara","Serra do Espinhaço. Parque Natural do Caraça, along trail from Santuário do Caraça to Pico da Carapuça.","-43.5","-20.03","-43.50","-20.03","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2097898 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY01834170","NY01834170","Bryophyta",NA,"1995",NA,NA,NA,NA,NA,"26669","1300","1460",NA,NA,"South America","packeted",NA,NA,NA
"77","2019-12-16 17:51:23-03","NYBG","NYBG","00956588","PreservedSpecimen","Plantae","Verbenaceae","Stachytarpheta","glabra","Stachytarpheta glabra","Cham.","P. C. Standley","H. L. de M. Barreto","1933","04","13","Brazil","Minas Gerais","Santa Bárbara","Serra do Caraça.","-43.4153","-19.9594","-43.4153","-19.9594","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1075171 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00956588","NY00956588","Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,"3237",NA,NA,NA,NA,"South America","sheet",NA,NA,NA
"78","2019-12-16 17:51:23-03","NYBG","NYBG","00956591","PreservedSpecimen","Plantae","Verbenaceae","Stachytarpheta","glabra","Stachytarpheta glabra","Cham.",NA,"G. M. Magalhaes","1943","02","02","Brazil","Minas Gerais","Santa Bárbara","Entre Cata Altas e Santa Rita.","-43.4153","-19.9594","-43.4153","-19.9594","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1075170 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00956591","NY00956591","Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,"4330",NA,NA,NA,NA,"South America","sheet",NA,NA,NA
"79","2019-12-16 17:51:36-03","NYBG","NYBG","01068234","PreservedSpecimen","Plantae","Verbenaceae","Stachytarpheta","mexiae","Stachytarpheta mexiae","Moldenke","S. Atkins","G. M. Magalhaes","1943","02","06","Brazil","Minas Gerais","Santa Bárbara","Serra do Brucutú","-43.4153","-19.9594","-43.4153","-19.9594","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1221986 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY01068234","NY01068234","Magnoliophyta","Lamiales","2000",NA,NA,NA,NA,NA,"2736",NA,NA,NA,NA,"South America","sheet",NA,NA,NA
"80","2019-12-16 16:47:01-03","NYBG","NYBG","1844005","PreservedSpecimen","Plantae","Orchidaceae","Maxillaria","robusta","Maxillaria robusta","Barb.Rodr.","E. A. Christenson","F. C. Hoehne","1921","01","22","Brazil","Minas Gerais","Santa Bárbara","Areião.","-43.4152984619141","-19.959400177002",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2134409 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY01844005","NY01844005","Magnoliophyta","Asparagales","1991",NA,NA,"33136",NA,"auto","5084",NA,NA,NA,NA,"South America","sheet",NA,NA,NA
"81","2019-12-16 18:23:48-03","NYBG","NYBG","1795757","PreservedSpecimen","Plantae","Melastomataceae","Miconia","lymanii","Miconia lymanii","Wurdack",NA,"R. Goldenberg","2011","01","22","Brazil","Minas Gerais","Santa Bárbara","Caraçal Trilha para a Bocaina","-43.4152984619141","-19.959400177002",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2024121 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY01795757","NY01795757","Magnoliophyta","Myrtales",NA,NA,NA,"33136",NA,"auto","1496",NA,NA,NA,NA,"South America","sheet",NA,NA,NA
