"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","phylum","order","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","individualCount","geoFlag","recordNumber","minimumElevationInMeters","maximumElevationInMeters","class","infraspecificEpithet","continentOcean","preparationType","typeStatus","previousCatalogNumber","relatedCatalogItem"
"7454","2019-11-21 10:09:08-03","IBt","SP","275339","S","Plantae","Malpighiaceae","Peixotoa","tomentosa","Peixotoa tomentosa","A.Juss.","Mamede, MCH","Eliasaro, S; et al.","1985","11","20","Brasil","Minas Gerais","Santa Bárbara","Parque Natural do Caraça","-43.4152984619141","-19.959400177002",NA,NA,NA,"SP020810",NA,NA,NA,"1995",NA,NA,"33136",NA,"auto","23",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7455","2019-11-21 10:18:01-03","IBt","SP","266259","S","Plantae","Rubiaceae","Hindsia","longiflora","Hindsia longiflora","(Cham.) Benth. ex Lindl.","Di Maio, FR","Yano, O; et al.","1993","12","06","Brasil","Minas Gerais","Santa Bárbara","Parque Natural do Caraça. Trilha para Cruzeiro","-43.4152984619141","-19.959400177002",NA,NA,NA,NA,NA,NA,NA,"1995",NA,NA,"33136",NA,"auto","22027","1100","1100",NA,NA,NA,NA,NA,NA,NA
"7456","2019-11-21 09:59:36-03","IBt","SP","266251","S","Plantae","Aristolochiaceae","Aristolochia","smilacina","Aristolochia smilacina","(Klotzsch) Duch.","Barros, F","Yano, O; Marcelli, MP; Ahti, T","1993","12","04","Brasil","Minas Gerais","Santa Bárbara","Parque Natural e Santuário do Caraça, Trilha para Capelinha do Sagrado Coração. Na fresta da pedra da trilha","-43.4152984619141","-19.959400177002",NA,NA,NA,"SP024006","SP024006",NA,NA,"2001","08","17","33136",NA,"auto","21903","1190","1190",NA,NA,NA,NA,NA,NA,NA
"7457","2019-11-21 10:12:12-03","IBt","SP","183487","S","Plantae","Myrtaceae","Myrcia","multiflora","Myrcia multiflora","(Lam.) DC.","Kawasaki, ML","Pirani, JR; et al.","1982","12","17","Brasil","Minas Gerais","Santa Bárbara","Perto de Catas Altas.","-43.4152984619141","-19.959400177002",NA,NA,"Arbusto 2m alt.,, flores alvas, frutos verdes. Beira de mata mesófila serrana.",NA,NA,NA,NA,"1993",NA,NA,"33136",NA,"auto","325",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7458","2019-11-21 10:09:15-03","IBt","SP","232469","S","Plantae","Malpighiaceae","Tetrapterys","chamaecerasifolia","Tetrapterys chamaecerasifolia","A.Juss.","Mamede, MCH","Stehmann, JR; Pedralli, G","1987","09","30","Brasil","Minas Gerais","Santa Bárbara","Refúgio de Peti-Cemig","-43.4152984619141","-19.959400177002",NA,NA,NA,"SP021542","SP021542",NA,NA,"1989","03","15","33136",NA,"auto","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7459","2019-11-21 10:07:57-03","IBt","SP","232459","S","Plantae","Malpighiaceae","Banisteriopsis","malifolia","Banisteriopsis malifolia malifolia","(Nees & Mart.) B.Gates","Mamede, MCH","Stehmann, JR; Pedralli, G; Teixeira, MCB","1987","11","30","Brasil","Minas Gerais","Santa Bárbara","Refúgio de Peti, CEMIG. Morro do Cruzeiro","-43.4152984619141","-19.959400177002",NA,NA,"Arbusto","SP012924",NA,NA,NA,"1989","03","15","33136",NA,"auto","s.n.",NA,NA,NA,"malifolia",NA,NA,NA,NA,NA
"7460","2019-11-21 10:10:22-03","IBt","SP","38612","S","Plantae","Melastomataceae","Microlicia","cordata","Microlicia cordata","(Spreng.) Cham.","Mello Barreto","Mello Barreto","1933","04","20","Brasil","Minas Gerais","Santa Bárbara","São Bento","-43.4152984619141","-19.959400177002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33136",NA,"auto","6965",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7461","2019-11-21 10:19:06-03","IBt","SP","38292","S","Plantae","Sapindaceae","Serjania","communis","Serjania communis glabra","Radlk.","Acevedo de Vargas, R","Mello Barreto","1933","04","13","Brasil","Minas Gerais","Santa Bárbara","São Bento.","-43.4152984619141","-19.959400177002",NA,NA,NA,"SP047062","SP047062",NA,NA,"1990",NA,NA,"33136",NA,"auto","6133",NA,NA,NA,"glabra",NA,NA,NA,NA,NA
"7462","2019-11-21 10:13:30-03","IBt","SP","48293","S","Plantae","Orchidaceae","Koellensteinia","eburnea","Koellensteinia eburnea","(Barb.Rodr.) Schltr.","Meneguzzo, TEC","Mendes Magalhães, G","1943","02","06","Brasil","Minas Gerais","Santa Bárbara","Serra do Brucutú, Cocais","-43.4152984619141","-19.959400177002",NA,NA,NA,NA,NA,NA,NA,"2017","01",NA,"33136",NA,"auto","2714",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7463","2019-11-21 10:10:33-03","IBt","SP","38467","S","Plantae","Melastomataceae","Tibouchina","cardinalis","Tibouchina cardinalis","(Humb. & Bonpl.) Cogn.","Guimarães, P","Mello Barreto","1933","04","18","Brasil","Minas Gerais","Santa Bárbara","Serra do Caraça","-43.4152984619141","-19.959400177002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33136",NA,"auto","6906",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7464","2019-11-21 10:13:30-03","IBt","SP","320117","S","Plantae","Orchidaceae","Hoffmannseggella","longipes","Hoffmannseggella longipes","(Rchb.f.) V.P.Castro & Chiron",NA,"Vasconcelos, MF","1996","12","27","Brasil","Minas Gerais","Santa Bárbara","Serra do Caraça","-43.4152984619141","-19.959400177002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33136",NA,"auto","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7465","2019-11-21 10:10:32-03","IBt","SP","38260","S","Plantae","Melastomataceae","Siphanthera","paludosa","Siphanthera paludosa","(DC.) Cogn.","Robinson, O; Almeda, F","Mello Barreto","1933","04","15","Brasil","Minas Gerais","Santa Bárbara","Serra do Caraça","-43.4152984619141","-19.959400177002",NA,NA,NA,NA,NA,NA,NA,"1989",NA,NA,"33136",NA,"auto","6738",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7466","2019-11-21 10:10:46-03","IBt","SP","123618","S","Plantae","Melastomataceae","Trembleya","pentagona","Trembleya pentagona","Naudin","Martins, E","Robinson, O","1974","06",NA,"Brasil","Minas Gerais","Santa Bárbara","Serra do Caraça","-43.4152984619141","-19.959400177002",NA,NA,NA,NA,NA,NA,NA,"1997","09","12","33136",NA,"auto","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7467","2019-11-21 10:10:46-03","IBt","SP","38272","S","Plantae","Melastomataceae","Trembleya","parviflora","Trembleya parviflora","(D.Don) Cogn.",NA,"Mello Barreto","1933","04","17","Brasil","Minas Gerais","Santa Bárbara","Serra do Caraça","-43.4152984619141","-19.959400177002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33136",NA,"auto","6757",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7468","2019-11-21 10:10:25-03","IBt","SP","38651","S","Plantae","Melastomataceae","Microlicia","maximowicziana","Microlicia maximowicziana densifolia","Cogn.","Mello Barreto","Mello Barreto","1933","04","18","Brasil","Minas Gerais","Santa Bárbara","Serra do Caraça","-43.4152984619141","-19.959400177002",NA,NA,NA,NA,NA,NA,NA,"1933",NA,NA,"33136",NA,"auto","6987",NA,NA,NA,"densifolia",NA,NA,NA,NA,NA
"7469","2019-11-21 10:10:46-03","IBt","SP","38266","S","Plantae","Melastomataceae","Trembleya","laniflora","Trembleya laniflora","(D.Don) Cogn.","Martins, E","Mello Barreto","1933","04","17","Brasil","Minas Gerais","Santa Bárbara","Serra do Caraça","-43.4152984619141","-19.959400177002",NA,NA,NA,NA,NA,NA,NA,"1997","03","12","33136",NA,"auto","706",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7470","2019-11-21 10:09:36-03","IBt","SP","38579","S","Plantae","Melastomataceae","Cambessedesia","hilariana","Cambessedesia hilariana","(Kunth) DC.","Martins, AB","Mello Barreto","1933","04","14","Brasil","Minas Gerais","Santa Bárbara","Serra do Caraça","-43.4152984619141","-19.959400177002",NA,NA,NA,NA,NA,NA,NA,"1984",NA,NA,"33136",NA,"auto","6862",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7471","2019-11-21 10:14:15-03","IBt","SP","183473","S","Plantae","Piperaceae","Peperomia","gracilis","Peperomia gracilis","Dahlst.","Callejas, R","Pirani, JR; Vital, DM; Favalli, E","1982","07","17","Brasil","Minas Gerais","Santa Bárbara","Serra do Caraça","-43.4152984619141","-19.959400177002",NA,NA,NA,"SP010994","SP010994",NA,NA,"1984","01","06","33136",NA,"auto","331",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7472","2019-11-21 10:10:25-03","IBt","SP","38657","S","Plantae","Melastomataceae","Microlicia","pseudoscoparia","Microlicia pseudoscoparia","Cogn.","Hoehne, FC","Mello Barreto","1933","04","14","Brasil","Minas Gerais","Santa Bárbara","Serra do Caraça","-43.4152984619141","-19.959400177002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33136",NA,"auto","6996",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7473","2019-11-21 10:13:02-03","IBt","SP","57530","S","Plantae","Orchidaceae","Cleistes","gracilis","Cleistes gracilis","(Barb.Rodr.) Schltr.","Pansarin, ER","Mello Barreto","1933","04","18","Brasil","Minas Gerais","Santa Bárbara","Serra do Caraça","-43.4152984619141","-19.959400177002",NA,NA,NA,NA,NA,NA,NA,"2002","09",NA,"33136",NA,"auto","4898",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7474","2019-11-21 10:06:42-03","IBt","SP","153056","S","Plantae","Fabaceae","Stylosanthes",NA,"Stylosanthes",NA,NA,"Cruz, ND; et al.","1977","11","17","Brasil","Minas Gerais","Santa Bárbara","Serra do Caraça","-43.4152984619141","-19.959400177002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33136",NA,"auto","626",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7475","2019-11-21 10:10:33-03","IBt","SP","162933","S","Plantae","Melastomataceae","Tibouchina","cardinalis","Tibouchina cardinalis","(Humb. & Bonpl.) Cogn.","Guimarães, P","Leitão Filho, HF; Shepherd, GJ; Stubblebine, W","1978","12","12","Brasil","Minas Gerais","Santa Bárbara","Serra do Caraça","-43.4152984619141","-19.959400177002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33136",NA,"auto","9528",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7476","2019-11-21 10:10:22-03","IBt","SP","38613","S","Plantae","Melastomataceae","Microlicia","cordata","Microlicia cordata","(Spreng.) Cham.","Mello Barreto","Mello Barreto","1933","04","14","Brasil","Minas Gerais","Santa Bárbara","Serra do Caraça","-43.4152984619141","-19.959400177002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33136",NA,"auto","696",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7477","2019-11-21 10:06:19-03","IBt","SP","37541","S","Plantae","Fabaceae","Periandra","mediterranea","Periandra mediterranea","(Vell.) Taub.","Mattos, NF","Mello Barreto","1933","04","19","Brasil","Minas Gerais","Santa Bárbara","Serra do Caraça","-43.4152984619141","-19.959400177002",NA,NA,NA,NA,NA,NA,NA,"1972",NA,NA,"33136",NA,"auto","5514",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7478","2019-11-21 10:10:25-03","IBt","SP","38659","S","Plantae","Melastomataceae","Microlicia","warmingiana","Microlicia warmingiana","Cogn.","Romero, R","Mello Barreto","1933","04","18","Brasil","Minas Gerais","Santa Bárbara","Serra do Caraça","-43.4152984619141","-19.959400177002",NA,NA,NA,NA,NA,NA,NA,"2003","01",NA,"33136",NA,"auto","7001",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7479","2019-11-21 10:09:36-03","IBt","SP","162936","S","Plantae","Melastomataceae","Cambessedesia","hilariana","Cambessedesia hilariana","(Kunth) DC.","Martins, AB","Leitão Filho, HF; Shepherd, GJ; Stubblebine, W; et al.","1978","12","12","Brasil","Minas Gerais","Santa Bárbara","Serra do Caraça","-43.4152984619141","-19.959400177002",NA,NA,NA,NA,NA,NA,NA,"1984",NA,NA,"33136",NA,"auto","9521",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7480","2019-11-21 10:00:55-03","IBt","SP","183517","S","Plantae","Asteraceae","Lychnophora","pinaster","Lychnophora pinaster","Mart.","Semir, J","Pirani, JR; Vital, DM; Favalli, E","1982","12","17","Brasil","Minas Gerais","Santa Bárbara","Serra do Caraça","-43.4152984619141","-19.959400177002",NA,NA,NA,NA,NA,NA,NA,"1994","06","13","33136",NA,"auto","345",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7481","2019-11-21 10:10:39-03","IBt","SP","38474","S","Plantae","Melastomataceae","Tibouchina","martiusiana","Tibouchina martiusiana","(DC.) Cogn.","Hoehne, FC","Mello Barreto","1933","04","16","Brasil","Minas Gerais","Santa Bárbara","Serra do Caraça","-43.4152984619141","-19.959400177002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33136",NA,"auto","6943",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7482","2019-11-21 10:13:48-03","IBt","SP","320124","S","Plantae","Orchidaceae","Sacoila","lanceolata","Sacoila lanceolata","(Aubl.) Garay",NA,"Vasconcelos, MF","1996","09","21","Brasil","Minas Gerais","Santa Bárbara","Serra do Caraça","-43.4152984619141","-19.959400177002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33136",NA,"auto","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7483","2019-11-21 10:08:26-03","IBt","SP","301288","S","Plantae","Malpighiaceae","Byrsonima","macrophylla","Byrsonima macrophylla","(Pers.) W.R.Anderson","Mamede, MCH","Stehmann, JR; Tameirão Neto, E","1990","09","11","Brasil","Minas Gerais","Santa Bárbara","Serra do Caraça","-43.4152984619141","-19.959400177002",NA,NA,NA,"SP015575","SP015575",NA,NA,"1996",NA,NA,"33136",NA,"auto","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7484","2019-11-21 10:09:40-03","IBt","SP","38602","S","Plantae","Melastomataceae","Fritzschia","sertularia","Fritzschia sertularia","(DC.) M.J.Rocha & P.J.F.Guim.","Nunes, D","Mello Barreto","1933","04","19","Brasil","Minas Gerais","Santa Bárbara","Serra do Caraça","-43.4152984619141","-19.959400177002",NA,NA,NA,NA,NA,NA,NA,"2018","05","02","33136",NA,"auto","6873",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7485","2019-11-21 10:10:39-03","IBt","SP","38473","S","Plantae","Melastomataceae","Tibouchina","martialis","Tibouchina martialis","(Cham.) Cogn.","Mello Barreto","Mello Barreto","1933","04","14","Brasil","Minas Gerais","Santa Bárbara","Serra do Caraça","-43.4152984619141","-19.959400177002",NA,NA,NA,NA,NA,NA,NA,"1933",NA,NA,"33136",NA,"auto","6939",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7486","2019-11-21 10:13:30-03","IBt","SP","320125","S","Plantae","Orchidaceae","Hoffmannseggella","cinnabarina","Hoffmannseggella cinnabarina","(Bateman ex Lindl.) H.G.Jones",NA,"Vasconcelos, MF","1996","12","27","Brasil","Minas Gerais","Santa Bárbara","Serra do Caraça","-43.4152984619141","-19.959400177002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33136",NA,"auto","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7487","2019-11-21 10:09:47-03","IBt","SP","162932","S","Plantae","Melastomataceae","Leandra","cancellata","Leandra cancellata","Cogn.","Reginato, M","Leitão Filho, HF; Shepherd, GJ; Stubblebine, W","1978","12","13","Brasil","Minas Gerais","Santa Bárbara","Serra do Caraça","-43.4152984619141","-19.959400177002",NA,NA,NA,NA,NA,NA,NA,"2013",NA,NA,"33136",NA,"auto","9671",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7488","2019-11-21 10:10:25-03","IBt","SP","38658","S","Plantae","Melastomataceae","Microlicia","suborbicularifolia","Microlicia suborbicularifolia","Hoehne","Romero, R","Mello Barreto","1933","04","20","Brasil","Minas Gerais","Santa Bárbara","Serra do Caraça","-43.4152984619141","-19.959400177002",NA,NA,NA,NA,NA,NA,NA,"1999","01","20","33136",NA,"auto","7000",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7489","2019-11-21 10:09:18-03","IBt","SP","301298","S","Plantae","Malpighiaceae","Tetrapterys","microphylla","Tetrapterys microphylla","(A.Juss.) Nied.","Mamede, MCH","Stehmann, JR; Zappi, D; et al.","1990","09","10","Brasil","Minas Gerais","Santa Bárbara","Serra do Caraça","-43.4152984619141","-19.959400177002",NA,NA,NA,"SP021773",NA,NA,NA,"1996","12",NA,"33136",NA,"auto","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7490","2019-11-21 10:06:08-03","IBt","SP","162925","S","Plantae","Fabaceae","Mimosa","aurivillus","Mimosa aurivillus aurivillus","Mart.","Savassi-Coutinho, AP","Leitão Filho, HF; Shepherd, GJ; Stubblebine, W","1978","12","12","Brasil","Minas Gerais","Santa Bárbara","Serra do Caraça","-43.4152984619141","-19.959400177002",NA,NA,NA,NA,NA,NA,NA,"2010","09","25","33136",NA,"auto","9531",NA,NA,NA,"aurivillus",NA,NA,NA,NA,NA
"7491","2019-11-21 10:10:39-03","IBt","SP","38478","S","Plantae","Melastomataceae","Tibouchina","heteromalla","Tibouchina heteromalla","(D.Don) Cogn.","Guimarães, P","Mello Barreto","1933","04","17","Brasil","Minas Gerais","Santa Bárbara","Serra do Caraça","-43.4152984619141","-19.959400177002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33136",NA,"auto","6891",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7492","2019-11-21 10:13:30-03","IBt","SP","183805","S","Plantae","Orchidaceae","Hoffmannseggella","cinnabarina","Hoffmannseggella cinnabarina","(Bateman ex Lindl.) H.G.Jones","Mamede, MCH","Pirani, JR; Vital, DM","1982","12","18","Brasil","Minas Gerais","Santa Bárbara","Serra do Caraça","-43.4152984619141","-19.959400177002",NA,NA,NA,NA,NA,NA,NA,"2011","03","21","33136",NA,"auto","557",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7493","2019-11-21 10:00:34-03","IBt","SP","183488","S","Plantae","Asteraceae","Eremanthus","crotonoides","Eremanthus crotonoides","(DC.) Sch.Bip.","Nakajima, JN","Pirani, JR; Vital, DM; Favalli, E","1982","12","17","Brasil","Minas Gerais","Santa Bárbara","Serra do Caraça","-43.4152984619141","-19.959400177002",NA,NA,NA,NA,NA,NA,NA,"1999","01",NA,"33136",NA,"auto","338",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7494","2019-11-21 10:06:08-03","IBt","SP","153156","S","Plantae","Fabaceae","Mimosa","aurivillus","Mimosa aurivillus aurivillus","Mart.","Savassi-Coutinho, AP","Cruz, ND; Shepherd, GJ; et al.","1977","11","17","Brasil","Minas Gerais","Santa Bárbara","Serra do Caraça","-43.4152984619141","-19.959400177002",NA,NA,NA,NA,NA,NA,NA,"2010","09","25","33136",NA,"auto","6236",NA,NA,NA,"aurivillus",NA,NA,NA,NA,NA
"7495","2019-11-21 10:01:53-03","IBt","SP","335785","S","Plantae","Begoniaceae","Begonia","rufa","Begonia rufa","Thunb.","Delfini, C","Stehmann, JR; Zappi, DC; et al.","1999","09","11","Brasil","Minas Gerais","Santa Bárbara","Serra do Caraça","-43.4152984619141","-19.959400177002",NA,NA,NA,NA,NA,NA,NA,"2009","01",NA,"33136",NA,"auto","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7496","2019-11-21 10:08:35-03","IBt","SP","183483","S","Plantae","Malpighiaceae","Byrsonima","variabilis","Byrsonima variabilis","A.Juss.","Mamede, MCH","Pirani, JR; Vital, DM; Favalli, E","1982","12","17","Brasil","Minas Gerais","Santa Bárbara","Serra do Caraça","-43.4152984619141","-19.959400177002",NA,NA,NA,"SP016432",NA,NA,NA,"1987",NA,NA,"33136",NA,"auto","333",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7497","2019-11-21 10:01:26-03","IBt","SP","183515","S","Plantae","Asteraceae","Symphyopappus","brasiliensis","Symphyopappus brasiliensis","(Gardner) R.M.King & H.Rob.","Nakajima, JN","Pirani, JR; Vital, DM; Favalli, E","1982","12","17","Brasil","Minas Gerais","Santa Bárbara","Serra do Caraça","-43.4152984619141","-19.959400177002",NA,NA,NA,NA,NA,NA,NA,"1999","01",NA,"33136",NA,"auto","339",NA,NA,NA,NA,NA,NA,NA,NA,NA
