"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","individualCount","occurrenceRemarks","geoFlag","recordNumber","continentOcean","verbatimLongitude","verbatimLatitude","preparationType","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","dayIdentified","infraspecificEpithet","class","typeStatus"
"356","2019-11-18 12:10:41-03","UNIOESTE","UNOP","10450","S","Plantae",NA,NA,"Piperaceae","Peperomia",NA,"Peperomia","Ruiz & Pav.",NA,NA,NA,"Camelo, M.C.; Nadruz, M.; Temponi, L.G.; Hentz Junior; Hammes, J.; Nadruz, M.; Temponi, L.G.; Hentz Junior; Hammes, J.","2019","07","04","Brasil","Minas Gerais","Fervedouro","Fazenda Brigadeiro, Trilha para Matipó","-42.395556","-20.595833",NA,NA,"Terrícola. Caule ereto, lâmina folar verde, discolor, obovada, base obtusa, ápice obcordado, 1 nervura central bem marcada. Inflorescência com pedúnculo amarelo-esverdeado, espiga amarelada, cilíndrica.",NA,"106",NA,"-42.395556","-20.595833",NA,NA,NA,NA,NA,NA,NA,NA,NA
"357","2019-11-18 12:10:41-03","UNIOESTE","UNOP","10449","S","Plantae",NA,NA,"Caryophyllaceae","Drymaria","cordata","Drymaria cordata","(L.) Willd. ex Schult.",NA,NA,NA,"Camelo, M.C.; Nadruz, M.; Temponi, L.G.; Hentz Junior; Hammes, J.; Nadruz, M.; Temponi, L.G.; Hentz Junior; Hammes, J.","2019","07","04","Brasil","Minas Gerais","Fervedouro","Fazenda Brigadeiro, Trilha para Matipó","-42.397222","-20.5975",NA,NA,"Terrícola. Lâmina foliar verde, oposta, discolor, ovada, membranácea, base truncada, acuminada, pecíolo com estípula, tricomas na face abaxial da lâmina foliar. Flores brancas e fruto verde.",NA,"105",NA,"-42.397222","-20.5975",NA,NA,NA,NA,NA,NA,NA,NA,NA
"358","2019-11-18 12:10:41-03","UNIOESTE","UNOP","10448","S","Plantae",NA,NA,"Campanulaceae","Siphocampylus","fimbriatus","Siphocampylus fimbriatus","Regel",NA,NA,NA,"Camelo, M.C.; Nadruz, M.; Temponi, L.G.; Hentz Junior; Hammes, J.; Nadruz, M.; Temponi, L.G.; Hentz Junior; Hammes, J.","2019","07","02","Brasil","Minas Gerais","Fervedouro","Trilha para o Pico do Boné","-42.466667","-20.666667",NA,NA,"Trepadeira. Pecíolo levemente vináceo, lâmina foliar verde, discolor, ovada, base truncada a obtusa, ápice acuminado, com tricomas na face adaxial, margens serrilhadas. Flor com cálice verde e corola vermelha.",NA,"99",NA,"-42.466667","-20.666667",NA,NA,NA,NA,NA,NA,NA,NA,NA
"359","2015-10-22 10:03:01-02","UNIOESTE","UNOP","7562","S","Plantae",NA,NA,"Melastomataceae","Leandra",NA,"Leandra",NA,NA,NA,NA,"Basílio, L.A.","1995","09","26","Brasil","Minas Gerais","Fervedouro","Serra da Grama, Pedra do Pato.","-42.2789001464844","-20.7255992889404","20038",NA,"Arbusto de mais ou menos 1,8 m de altura, com flores esbranquiçadas, campo rupestre.","auto","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"360","2018-05-10 08:50:35-03","FVD","FVD","1","O","Plantae",NA,NA,"Alstroemeriaceae","Alstroemeria","isabelleana","Alstroemeria isabelleana","Herb.","M. Peixoto","2013","02",NA,"2013","02","15","Brasil","Minas Gerais","Fervedouro","Parque Estadual da Serra do Brigadeiro","-42.468333","-20.746111",NA,NA,"Herbácea. Altitude aproximada.; Domínio fitogeográfico: Floresta atlântica; Vegetação: Campo de altitude",NA,NA,NA,"42°28'06W","20°44'46S",NA,"FVD00001","FVD00001_v1 FVD00001_v2","1700","1700",NA,NA,NA,NA
"361","2017-09-14 11:41:28-03","MBML","MBML-HERBARIO","50863",NA,"Plantae",NA,NA,"Alstroemeriaceae","Alstroemeria",NA,"Alstroemeria",NA,NA,NA,NA,"C. N. de Fraga; D.R. Gonzaga, R.C.C. Reis & T.E.C. Meneguzzo","2015","02","03","Brasil","Minas Gerais","Fervedouro","Parque Estadual Serra do Brigadeiro. Trilha para Pedra do Pato. Floresta Ombrófila Densa Alto-Montana.","-42.470556","-20.733333",NA,NA,"Herbácea, ca. 50cm. Folhas verdes discolores. Flores com tépalas vermelhas com ápice verde maculado de vinoso",NA,"3590",NA,"42W28'14","20S44'0",NA,"MBML050863","MBML050863","1304","1304",NA,NA,NA,NA
"362","2017-09-14 11:45:57-03","MBML","MBML-HERBARIO","50868",NA,"Plantae",NA,NA,"Guttiferae","Clusia",NA,"Clusia",NA,NA,NA,NA,"C. N. de Fraga; D.R. Gonzaga, R.C.C. Reis & T.E.C. Meneguzzo","2015","02","03","Brasil","Minas Gerais","Fervedouro","Parque Estadual Serra do Brigadeiro. Trilha para Pedra do Pato. Vegetação sobre Inselberg","-42.474167","-20.743889",NA,NA,"Arvoreta, ca. 3m sobre pedra. Folhas verde na face adaxial e esbranquiçada na face abaxial. Flores com sépalas verdes, pétalas brancas, estames brancos.",NA,"3586",NA,"42W28'27","20S44'38",NA,"MBML050868","MBML050868","1751","1751",NA,NA,NA,NA
"363","2017-09-14 11:48:24-03","MBML","MBML-HERBARIO","50891",NA,"Plantae",NA,NA,"Moraceae","Ficus",NA,"Ficus",NA,NA,NA,NA,"C. N. de Fraga; D. R. Gonzaga, R. C. C. Reis, T. E. C. Meneguzzo","2015","02","02","Brasil","Minas Gerais","Fervedouro","Parque Estadual Serra do Brigadeiro. Bom Jesus do Madeira, estrada para a Sede do Parque pela entrada Fervedouro. Floresta Ombrófila Densa Montana","-42.451389","-20.734167",NA,NA,"Árvore, ca. 7m. Folhas verde discolores. Sincônios verde claro",NA,"3578",NA,"42W27'5","20S44'3",NA,"MBML050891",NA,"919","919",NA,NA,NA,NA
"364","2020-02-19 14:09:50-03","MBML","MBML-HERBARIO","50848",NA,"Plantae",NA,NA,"Melastomataceae","Lavoisiera",NA,"Lavoisiera",NA,NA,NA,NA,"C. N. de Fraga; D.R. Gonzaga, R.C.C. Reis & T.E.C. Meneguzzo","2015","02","03","Brasil","Minas Gerais","Fervedouro","Parque Estadual Serra do Brigadeiro. Trilha para Pedra do Pato. Vegetação sobre Inselberg","-42.473611","-20.745278",NA,NA,"Terrestre, folhas verdes, flores com pétalas lilás, estames amarelos",NA,"3585",NA,"42W28'25","20S44'43",NA,"MBML050848","MBML050848","1803","1803",NA,NA,NA,NA
"365","2020-02-19 14:09:56-03","MBML","MBML-HERBARIO","50864",NA,"Plantae",NA,NA,"Melastomataceae","Miconia",NA,"Miconia",NA,NA,NA,NA,"C. N. de Fraga; D.R. Gonzaga, R.C.C. Reis & T.E.C. Meneguzzo","2015","02","03","Brasil","Minas Gerais","Fervedouro","Parque Estadual Serra do Brigadeiro. Trilha para Pedra do Pato. Floresta Ombrófila Densa Alto-Montana.","-42.470556","-20.733333",NA,NA,"Arbusto. Ramos recobertos por tricomas vinosos. Inflorescência pendentes. Folhas verde discolores. Flores com sépalas verdes, pétalas brancas, estames amarelos",NA,"3588",NA,"42W28'14","20S44'0",NA,"MBML050864","MBML050864","1304","1304",NA,NA,NA,NA
"366","2020-03-04 16:41:35-03","MBML","MBML-HERBARIO","50856",NA,"Plantae",NA,NA,"Malpighiaceae","Niedenzuella",NA,"Niedenzuella",NA,NA,NA,NA,"C. N. de Fraga; D.R. Gonzaga, R.C.C. Reis & T.E.C. Meneguzzo","2015","02","02","Brasil","Minas Gerais","Fervedouro","Parque Estadual Serra do Brigadeiro. Bom Jesus do Madeira, estrada para a Sede do Parque pela entrada Fervedouro. Floresta Ombrófila Densa Alto-Montana","-42.451389","-20.734167",NA,NA,"Arbusto apoiante. Folhas verdes discolores. Frutos verde claros rosados",NA,"3579",NA,"42W27'5","20S44'3",NA,"MBML050856","MBML050856","919","919",NA,NA,NA,NA
"367","2020-02-19 14:10:05-03","MBML","MBML-HERBARIO","50865",NA,"Plantae",NA,NA,"Melastomataceae","Tibouchina",NA,"Tibouchina",NA,NA,NA,NA,"C. N. de Fraga; D.R. Gonzaga, R.C.C. Reis & T.E.C. Meneguzzo","2015","02","03","Brasil","Minas Gerais","Fervedouro","Parque Estadual Serra do Brigadeiro. Trilha para Pedra do Pato. Vegetação sobre Inselberg","-42.474167","-20.743889",NA,NA,"Rupícola. Folhas verdes discolores, pecíolos vinosos e amplexicaule. Flores com sépalas vinosas, pétalas roxas, estames brancos",NA,"3587",NA,"42W28'27","20S44'38",NA,"MBML050865","MBML050865","1751","1751",NA,NA,NA,NA
"368","2019-06-13 08:40:34-03","MBML","MBML-HERBARIO","50847",NA,"Plantae",NA,NA,"Bignoniaceae","Tynanthus",NA,"Tynanthus",NA,NA,NA,NA,"C. N. de Fraga; D.R. Gonzaga, R.C.C. Reis & T.E.C. Meneguzzo","2015","02","02","Brasil","Minas Gerais","Fervedouro","Parque Estadual Serra do Brigadeiro. Bom Jesus do Madeira, estrada para a Sede do Parque pela entrada Fervedouro. Floresta Ombrófila Densa Alto-Montana","-42.451389","-20.734167",NA,NA,"Liana, folhas verde discolores, flores com sépalas vinosas, pétalas lilás com centro branco",NA,"3581",NA,"42W27'5","20S44'3",NA,"MBML050847","MBML050847","919","919",NA,NA,NA,NA
"369","2020-02-18 15:44:02-03","UFRB","HURB","12194","PreservedSpecimen","Plantae",NA,NA,"Commelinaceae","Dichorisandra",NA,"Dichorisandra",NA,NA,NA,NA,"Leoni, L.S.; Fontana, A.; et. al","2006","04","26","Brasil","Minas Gerais","Fervedouro","Corrego Agua Limpa;","-42.2789001464844","-20.7255992889404","20038",NA,"estéril na coleta.","auto","6458",NA,NA,NA,NA,"HURB000012194",NA,NA,NA,NA,NA,NA,NA
"370","2020-02-18 15:44:01-03","UFRB","HURB","12205","PreservedSpecimen","Plantae",NA,NA,"Commelinaceae","Commelina","obliqua","Commelina obliqua","Vahl.","L.Y.S.Aona","2015","12","Leoni, L.S.; Fontana, A.; et al.","2006","04","26","Brasil","Minas Gerais","Fervedouro","Córrego Água Limpa;","-42.2789001464844","-20.7255992889404","20038",NA,NA,"auto","6466",NA,NA,NA,NA,"HURB000012205",NA,NA,NA,NA,NA,NA,NA
"371","2020-02-18 15:44:04-03","UFRB","HURB","12181","PreservedSpecimen","Plantae",NA,NA,"Commelinaceae","Tripogandra","diuretica","Tripogandra diuretica","(Mart.) Handlos","L.Y.S.Aona","2015","12","Pereira, R.S.; Marcolino, F.; Leoni, L.S.","2009","07","29","Brasil","Minas Gerais","Fervedouro","Parque Estadual Serra do Brigadeiro; Em frente à sede","-42.2789001464844","-20.7255992889404","20038",NA,NA,"auto","40",NA,NA,NA,NA,"HURB000012181",NA,NA,NA,NA,NA,NA,NA
"372","2019-12-15 13:41:00-03","UNESP-RC","HRCB","41396","S","Plantae",NA,NA,"Celastraceae","Maytenus","schumanniana","Maytenus schumanniana","Loes.","Lombardi, J.A.","2007","04","Lombardi","1999","07","10","Brasil","Minas Gerais","Fervedouro","Beira de córrego","-42.485833","-20.716111",NA,NA,"Arbusto de ramos decumbentes, folhas cartáceas, frutos imaturos laranjas.",NA,"3117",NA,"42º29'09W","20º42'58S",NA,NA,NA,"1400","1400",NA,NA,NA,NA
"373","2019-06-27 15:30:16-03","Cenargen","CEN","106713","S","Plantae",NA,NA,"Asteraceae","Baccharis","imbricata","Baccharis imbricata",NA,"G. Heiden",NA,NA,"J. C. Lopes","2016","12","21","Brasil","MG","FERVEDOURO","Parque Estadual da Serra dp Brigadeiro (ou Serra dos Arrepiados). Pedra do Pato.","-42.471944","-20.747777",NA,"1","Afloramentos rochosos gnáissicos no topo da montanha, acima da Pedra do Pato. Arbusto ca. 0,5 m alt. Folhas concolores. Sépalas involucrais amarelas na base, castanhas no ápice, pappus alvo. Doação Universidade de São Paulo - Herb",NA,"459",NA,"-42,471944","-20,747777","Exsicatas","CEN00106713","CEN00106713","1800","1800",NA,NA,NA,NA
"374","2018-10-26 11:45:29-03","Cenargen","CEN","99622","S","Plantae",NA,NA,"Cunoniaceae","Lamanonia","ternata","Lamanonia ternata","Vell.","G. M. Antar",NA,NA,"A. Cabral","2016","07","21","Brasil","MG","FERVEDOURO","Parque Estadual da Serra do Brigadeiro (ou Serra dos Arrepiados). Trilha para a Pedra do Pato. Ao longo da parte mediana da trilha.","-42.47","-20.733055",NA,"1","Em interior de floresta. Folhas levemente discolores. Flores com cálice e corola alvo-esverdeados, filetes alvos e anteras creme. Doação do Herbário SPF.",NA,"150",NA,"-42,47","-20,733055","Exsicatas","CEN00099622","CEN00099622","1240","1240",NA,NA,NA,NA
"375","2018-10-26 12:02:24-03","Cenargen","CEN","51631","S","Plantae",NA,NA,"Piperaceae","Piper","saldanhai","Piper saldanhai","Yuncker","E. G. Gonçalves",NA,NA,"Júlio Antônio Lombardi","1999","07","10","Brasil","MG","FERVEDOURO","Parque Estadual da Serra do Brigadeiro. 20°42'58- 20°43'19S e 42°29'09 - 42°29'02W.","-42.2789001464844","-20.7255992889404","20038","1","Mata Atlântica em diversos graus de perturbação. Folhas papiráceas, inflorescências verdes. Doação do Departamento de Botânica - ICB - UFMG. Herbário BHCB (48079).","auto","3111",NA,NA,NA,"Exsicatas","CEN00051631","CEN00051631","1400","1400",NA,NA,NA,NA
"376","2018-10-26 12:02:22-03","Cenargen","CEN","51630","S","Plantae",NA,NA,"Piperaceae","Piper","lanceolatum","Piper lanceolatum","Ruiz & Pav.","M. Carvalho-Silva",NA,NA,"Júlio Antônio Lombardi","1999","07","10","Brasil","MG","FERVEDOURO","Parque Estadual da Serra do Brigadeiro. 20°42'58- 20°43'19S e 42°29'09 - 42°29'02W.","-42.2789001464844","-20.7255992889404","20038","1","Mata Atlântica em diversos graus de perturbação. Folhas papiráceas, inflorescências verdes. Doação do Departamento de Botânica - ICB - UFMG. Herbário BHCB (48079).","auto","3102",NA,NA,NA,"Exsicatas","CEN00051630","CEN00051630","1400","1400",NA,NA,NA,NA
"377","2018-10-26 12:01:13-03","Cenargen","CEN","101113","S","Plantae",NA,NA,"Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","J. A. N. Batista",NA,NA,"João Aguiar Nogueira Batista","2008","02","15","Brasil","MG","FERVEDOURO","Parque Estadual da Serra do Brigadeiro, mancha de campo úmido atrás do morro do lado do alojamento para pesquisadores.","-42.2789001464844","-20.7255992889404","20038","1","Campo úmido, circundado por mata. Solo escuro com água sobre a superfície. Sépalas verde-escuras, pétalas laterais e labelo verde-claros. Doação Herbário do Departamento de Botânica - ICB - UFMG. Plantas do Brasil. BHCB 120245.","auto","2564",NA,NA,NA,"Exsicatas","CEN00101113","CEN00101113","1354","1354",NA,NA,NA,NA
"378","2018-10-26 12:00:59-03","Cenargen","CEN","101030","S","Plantae",NA,NA,"Orchidaceae","Habenaria","gustavi-edwallii","Habenaria gustavi-edwallii","Hoehne","J. A. N. Batista",NA,NA,"João Aguiar Nogueira Batista","2008","02","14","Brasil","MG","FERVEDOURO","Parque Estadual da Serra do Brigadeiro; Pico do Grama.","-42.2789001464844","-20.7255992889404","20038","1","Em encosta à beira de estrada, solo úmido. Flores verdes, sépalas verdes, pétalas e labelo verdes com base esbranquiçada. Doação Herbário do Departamento de Botânica - ICB - UFMG. Plantas do Brasil. BHCB 120233.","auto","2552",NA,NA,NA,"Exsicatas","CEN00101030","CEN00101030","1408","1408",NA,NA,NA,NA
"379","2018-10-26 12:01:29-03","Cenargen","CEN","94732","S","Plantae",NA,NA,"Orchidaceae","Pleurothallis",NA,"Pleurothallis",NA,NA,NA,NA,"João Aguiar Nogueira Batista","2008","02","14","Brasil","MG","FERVEDOURO","Parque Estadual da Serra do Brigadeiro; Pico do Grama.","-42.2789001464844","-20.7255992889404","20038","1","Mata de encosta. Coordenadas aproximadas. Doação Herbário do Departamento de Botânica - ICB - UFMG. Plantas do Brasil. BHCB 120240.","auto","2559",NA,NA,NA,"Exsicatas","CEN00094732","CEN00094732","1423","1423",NA,NA,NA,NA
"380","2018-10-26 12:00:51-03","Cenargen","CEN","101114","S","Plantae",NA,NA,"Orchidaceae","Habenaria","aff. repens","Habenaria aff. repens","Nutt.","J. A. N. Batista",NA,NA,"João Aguiar Nogueira Batista","2008","02","15","Brasil","MG","FERVEDOURO","Parque Estadual da Serra do Brigadeiro; Pico do Pato (Pico Campestre).","-42.2789001464844","-20.7255992889404","20038","1","Campo rupestre de altitude úmido. Doação Herbário do Departamento de Botânica - ICB - UFMG. Plantas do Brasil. BHCB 120250.","auto","2569",NA,NA,NA,"Exsicatas","CEN00101114","CEN00101114","1770","1770",NA,NA,NA,NA
"381","2018-10-26 12:01:11-03","Cenargen","CEN","101007","S","Plantae",NA,NA,"Orchidaceae","Habenaria","nemorosa","Habenaria nemorosa","Barb.Rodr.","J. A. N. Batista",NA,NA,"João Aguiar Nogueira Batista","2008","02","15","Brasil","MG","FERVEDOURO","Parque Estadual da Serra do Brigadeiro; Pico do Pato (Pico Campestre).","-42.2789001464844","-20.7255992889404","20038","1","Doação Herbário do Departamento de Botânica - ICB - UFMG. Plantas do Brasil. BHCB 120248.","auto","2567",NA,NA,NA,"Exsicatas","CEN00101007","CEN00101007","1576","1576",NA,NA,NA,NA
"382","2018-10-26 12:00:21-03","Cenargen","CEN","94733","S","Plantae",NA,NA,"Orchidaceae","Acianthera","teres","Acianthera teres","(Lindl.) Borba",NA,NA,NA,"João Aguiar Nogueira Batista","2008","02","15","Brasil","MG","FERVEDOURO","Parque Estadual da Serra do Brigadeiro; Pico do Pato (Pico Campestre).","-42.2789001464844","-20.7255992889404","20038","1","Em encostas úmidas. Doação Herbário do Departamento de Botânica - ICB - UFMG. Plantas do Brasil. BHCB 120252.","auto","2571",NA,NA,NA,"Exsicatas","CEN00094733","CEN00094733","1777","1777",NA,NA,NA,NA
"383","2018-10-26 12:00:57-03","Cenargen","CEN","101115","S","Plantae",NA,NA,"Orchidaceae","Habenaria","cf. rupicola","Habenaria cf. rupicola","Barb.Rodr.","J. A. N. Batista",NA,NA,"João Aguiar Nogueira Batista","2008","02","16","Brasil","MG","FERVEDOURO","Parque Estadual da Serra do Brigadeiro; Sede do parque.","-42.2789001464844","-20.7255992889404","20038","1","Doação Herbário do Departamento de Botânica - ICB - UFMG. Plantas do Brasil. BHCB 120267","auto","2586",NA,NA,NA,"Exsicatas","CEN00101115","CEN00101115","1309","1309",NA,NA,NA,NA
"384","2018-10-26 12:00:59-03","Cenargen","CEN","103054","S","Plantae",NA,NA,"Orchidaceae","Habenaria","gustavi-edwallii","Habenaria gustavi-edwallii","Hoehne","J. A. N. Batista",NA,NA,"A. A. Vale","2013","02","14","Brasil","MG","FERVEDOURO","Parque Estadual do Brigadeiro, Pico do Pato (Pico Campestre)","-42.2789001464844","-20.7255992889404","20038","1","Doação Herbário BHCB nº 174681","auto","255",NA,NA,NA,"Exsicatas","CEN00103054","CEN00103054","1736","1736",NA,NA,NA,NA
"385","2019-07-24 16:05:15-03","SMITHSONIAN","US","3411772","PreservedSpecimen","Plantae",NA,"Malvales","Tiliaceae","Triumfetta","sp.","Triumfetta sp.",NA,NA,NA,NA,"J. A. Lombardi","1999","07","10","Brazil","Minas Gerais","Fervedouro","Parque Estadual da Serra do Brigadeiro.","-42.4839","-20.7161",NA,NA,"<a href=http://n2t.net/ark:/65665/305baebe3-72f4-4022-b1e8-7456ac034a02 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"3109","South America - Neotropics","-42.4839","-20.7161",NA,NA,NA,"1400","1400",NA,NA,"Dicotyledonae",NA
"386","2020-01-14 12:01:21-03","USP","SPF","231973","PreservedSpecimen","Plantae",NA,NA,"Alstroemeriaceae","Alstroemeria","fuscovinosa","Alstroemeria fuscovinosa","Ravenna",NA,NA,NA,"Fraga, CN","2015","02","03","Brasil","Minas Gerais","Fervedouro","Parque Estadual da Serra do Brigadeiro","-42.470556","-20.733333",NA,NA,NA,NA,"3590",NA,"-42.470556","-20.733333",NA,"SPF00231973",NA,"1304","1304",NA,NA,NA,NA
"387","2019-11-13 11:14:32-03","USP","SPF","227251","PreservedSpecimen","Plantae",NA,NA,"Anemiaceae","Anemia",NA,"Anemia",NA,NA,NA,NA,"Lopes, JC","2016","12","21","Brasil","Minas Gerais","Fervedouro","Parque Estadual da Serra do Brigadeiro","-42.470139","-20.733278",NA,NA,NA,NA,"463",NA,"-42.470139","-20.733278",NA,"SPF00227251",NA,"1240","1240",NA,NA,NA,NA
"388","2019-11-13 11:16:03-03","USP","SPF","227247","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","imbricata","Baccharis imbricata","Malag.","Heiden, G","2017","10","Lopes, JC","2016","12","21","Brasil","Minas Gerais","Fervedouro","Parque Estadual da Serra do Brigadeiro, Pedra do Pato.","-42.472194","-20.747778",NA,NA,NA,NA,"459",NA,"-42.472194","-20.747778",NA,"SPF00227247",NA,"1800","1800",NA,NA,NA,NA
"389","2019-11-13 11:32:34-03","USP","SPF","227150","PreservedSpecimen","Plantae",NA,NA,"Velloziaceae","Barbacenia","irwiniana","Barbacenia irwiniana","L.B.Sm.","Mello-Silva, R","2016","12","Mello-Silva, R","2016","12","21","Brasil","Minas Gerais","Fervedouro","Parque Estadual da Serra do Brigadeiro, Pedra do Pato. Afloramentos rochosos gnáissicos no topo da montanha, acima da Pedra do Pato.","-42.472194","-20.747778",NA,NA,"Formando touceiras almofadadas. Folhas trísticas, arqueadas e torcidas. Pedicelo atro-vináceo. Hipanto rosa-amarelado. Perianto, corona e estilete cor-de-rosa. Anteras alvas. Interior do tubo amarelado. Poucos indivíduos floridos.; V",NA,"4052",NA,"-42.472194","-20.747778",NA,"SPF00227150",NA,"1800","1800","21",NA,NA,NA
"390","2019-11-13 11:16:42-03","USP","SPF","229596","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae",NA,NA,NA,NA,NA,NA,NA,"Fraga, CN","2015","02","02","Brasil","Minas Gerais","Fervedouro","Parque Estadual da Serra do Brigadeiro","-42.451389","-20.734167",NA,NA,NA,NA,"3581",NA,"-42.451389","-20.734167",NA,"SPF00229596",NA,"919","919",NA,NA,NA,NA
"391","2020-03-04 18:50:28-03","USP","SPF","227249","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","splendidus","Croton splendidus","Mart.","Pereira, APN","2020","01","Lopes, JC","2016","12","21","Brasil","Minas Gerais","Fervedouro","Parque Estadual da Serra do Brigadeiro, Pedra do Pato.","-42.472194","-20.747778",NA,NA,NA,NA,"461",NA,"-42.472194","-20.747778",NA,"SPF00227249","SPF00227249","1800","1800",NA,NA,NA,NA
"392","2019-11-13 11:19:19-03","USP","SPF","227199","PreservedSpecimen","Plantae",NA,NA,"Ericaceae","Gaultheria","serrata","Gaultheria serrata","(Vell.) Sleumer ex Kin.-Gouv.","Cabral, A","2016","12","Cabral, A","2016","12","21","Brasil","Minas Gerais","Fervedouro","Parque Estadual da Serra do Brigadeiro, Pedra do Pato.","-42.472194","-20.747778",NA,NA,NA,NA,"148",NA,"-42.472194","-20.747778",NA,"SPF00227199","SPF00227199","1800","1800",NA,NA,NA,NA
"393","2019-11-13 11:19:19-03","USP","SPF","227200","PreservedSpecimen","Plantae",NA,NA,"Ericaceae","Gaylussacia",NA,"Gaylussacia",NA,NA,NA,NA,"Cabral, A","2016","12","21","Brasil","Minas Gerais","Fervedouro","Parque Estadual da Serra do Brigadeiro, Pedra do Pato.","-42.472194","-20.747778",NA,NA,NA,NA,"149",NA,"-42.472194","-20.747778",NA,"SPF00227200","SPF00227200","1800","1800",NA,NA,NA,NA
"394","2019-11-13 11:19:19-03","USP","SPF","227208","PreservedSpecimen","Plantae",NA,NA,"Ericaceae","Gaylussacia",NA,"Gaylussacia",NA,NA,NA,NA,"Cabral, A","2016","12","21","Brasil","Minas Gerais","Fervedouro","Parque Estadual da Serra do Brigadeiro, Pedra do Pato.","-42.472194","-20.747778",NA,NA,NA,NA,"157",NA,"-42.472194","-20.747778",NA,"SPF00227208","SPF00227208","1800","1800",NA,NA,NA,NA
"395","2019-11-13 11:19:19-03","USP","SPF","227209","PreservedSpecimen","Plantae",NA,NA,"Ericaceae","Gaylussacia",NA,"Gaylussacia",NA,NA,NA,NA,"Cabral, A","2016","12","21","Brasil","Minas Gerais","Fervedouro","Parque Estadual da Serra do Brigadeiro, Pedra do Pato.","-42.472194","-20.747778",NA,NA,NA,NA,"158",NA,"-42.472194","-20.747778",NA,"SPF00227209","SPF00227209","1800","1800",NA,NA,NA,NA
"396","2019-11-13 11:19:19-03","USP","SPF","227210","PreservedSpecimen","Plantae",NA,NA,"Ericaceae","Gaylussacia",NA,"Gaylussacia",NA,NA,NA,NA,"Cabral, A","2016","12","21","Brasil","Minas Gerais","Fervedouro","Parque Estadual da Serra do Brigadeiro, Pedra do Pato.","-42.472194","-20.747778",NA,NA,NA,NA,"159",NA,"-42.472194","-20.747778",NA,"SPF00227210","SPF00227210","1800","1800",NA,NA,NA,NA
"397","2019-11-13 11:19:19-03","USP","SPF","227211","PreservedSpecimen","Plantae",NA,NA,"Ericaceae","Gaylussacia",NA,"Gaylussacia",NA,NA,NA,NA,"Cabral, A","2016","12","21","Brasil","Minas Gerais","Fervedouro","Parque Estadual da Serra do Brigadeiro, Pedra do Pato.","-42.472194","-20.747778",NA,NA,NA,NA,"160",NA,"-42.472194","-20.747778",NA,"SPF00227211","SPF00227211","1800","1800",NA,NA,NA,NA
"398","2019-11-13 11:20:08-03","USP","SPF","227147","PreservedSpecimen","Plantae",NA,NA,"Gentianaceae",NA,NA,NA,NA,NA,NA,NA,"Mello-Silva, R","2016","12","21","Brasil","Minas Gerais","Fervedouro","Parque Estadual da Serra do Brigadeiro, Pedra do Pato. Final da trilha para o alto da Pedra do Pato.","-42.473583","-20.747778",NA,NA,"Sobre rochas, em locais de acúmulo de solo, gramíneas e musgos. Cálice verde, Corola lilás. Fundo do tubo com coroa de pontos cor de vinho.; Vegetação herbáceo arbustiva e matinhas nebulares ralas com Chusquea.",NA,"4055",NA,"-42.473583","-20.747778",NA,"SPF00227147","SPF00227147","1815","1815",NA,NA,NA,NA
"399","2019-11-13 11:14:38-03","USP","SPF","227250","PreservedSpecimen","Plantae",NA,NA,"Annonaceae","Guatteria","villosissima","Guatteria villosissima","A.St.-Hil.","Mello-Silva, R; Lopes, JC","2016","12","Lopes, JC","2016","12","21","Brasil","Minas Gerais","Fervedouro","Parque Estadual da Serra do Brigadeiro","-42.470139","-20.733278",NA,NA,NA,NA,"462",NA,"-42.470139","-20.733278",NA,"SPF00227250",NA,"1240","1240",NA,NA,NA,NA
"400","2019-11-13 11:20:42-03","USP","SPF","227248","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Hesperozygis",NA,"Hesperozygis",NA,NA,NA,NA,"Lopes, JC","2016","12","21","Brasil","Minas Gerais","Fervedouro","Parque Estadual da Serra do Brigadeiro, Pedra do Pato.","-42.472194","-20.747778",NA,NA,NA,NA,"460",NA,"-42.472194","-20.747778",NA,"SPF00227248","SPF00227248","1800","1800",NA,NA,NA,NA
"401","2019-11-13 11:18:25-03","USP","SPF","227201","PreservedSpecimen","Plantae",NA,NA,"Cunoniaceae","Lamanonia","ternata","Lamanonia ternata","Vell.","Antar, GM","2017","05","Cabral, A","2016","12","21","Brasil","Minas Gerais","Fervedouro","Parque Estadual da Serra do Brigadeiro","-42.470139","-20.733278",NA,NA,NA,NA,"150",NA,"-42.470139","-20.733278",NA,"SPF00227201",NA,"1240","1240",NA,NA,NA,NA
