"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","individualCount","occurrenceRemarks","geoFlag","recordNumber","continentOcean","verbatimLongitude","verbatimLatitude","preparationType","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","dayIdentified","infraspecificEpithet","class","typeStatus"
"155","2020-03-10 08:26:49-03","UFV","VIC","42178","PreservedSpecimen","Plantae",NA,NA,"Annonaceae","Xylopia","sericea","Xylopia sericea","A. St .- Hil.",NA,NA,NA,"Tinti, B.V.","2010","04","23","Brasil","Minas Gerais","Fervedouro","Parque Estadual da Serra do Brigadeiro, Pedra do Pato.","-42.2789001464844","-20.7255992889404","20038",NA,"Arbórea 4 metros, escubre e mata nebular.","auto","s.n.",NA,NA,NA,NA,"VIC042178","VIC042178",NA,NA,NA,NA,NA,NA
"156","2020-03-10 08:27:39-03","UFV","VIC","13873","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Billbergia","horrida","Billbergia horrida","Regel","Leme, E.M.C.","1995","05","Paula, C.C. de","1995","04","14","Brasil","Minas Gerais","Fervedouro","Parque Estadual da Serra do Brigadeiro, Próximo a cachoeira do São Bento","-42.2789001464844","-20.7255992889404","20038",NA,"Epífita, cresce somente no topo de grandes árvores, brácteas e inflorescência vermelhas","auto","1028",NA,NA,NA,NA,"VIC013873","VIC013873",NA,NA,"21",NA,NA,NA
"157","2020-03-10 08:27:42-03","UFV","VIC","13851","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Nidularium","rutilans","Nidularium rutilans","E. Morrem","Leme E.M.C.","1995","05","de Paula, C.C.","1995","04","14","Brasil","Minas Gerais","Fervedouro","Parque Estadual da Serra do Brigadeiro, Próximo ao riacho São Bento (2° vale)","-42.2789001464844","-20.7255992889404","20038",NA,"Terrestre, esciófila, inflorescência vermelha com cerca de 13cm de diâmetro.","auto","1037",NA,NA,NA,NA,"VIC013851","VIC013851",NA,NA,"21",NA,NA,NA
"158","2020-03-10 08:27:42-03","UFV","VIC","13853","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Pitcairnia","decidua","Pitcairnia decidua","L. B. Smith","Leme E.M.C.","1995","10","de Paula, C.C.","1995","04","11","Brasil","Minas Gerais","Fervedouro","Parque Estadual da Serra do Brigadeiro, Serra da Pirraça, campo rupestre.","-42.2789001464844","-20.7255992889404","20038",NA,"Terrestre, flores vermelhas.","auto","1026",NA,NA,NA,NA,"VIC013853","VIC013853",NA,NA,NA,NA,NA,NA
"159","2020-03-10 08:27:42-03","UFV","VIC","13836","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Neoregelia","simulans","Neoregelia simulans","L. B. Smith","Leme E.M.C.","1996","10","de Paula, C.C.","1995","04","14","Brasil","Minas Gerais","Fervedouro","Parque Estadual da Serra do Brigadeiro, Vale do corrego São Bento","-42.2789001464844","-20.7255992889404","20038",NA,"Esciófila, pétalas com margens azul marinho.","auto","1033",NA,NA,NA,NA,"VIC013836","VIC013836",NA,NA,"27",NA,NA,NA
"160","2020-03-10 08:27:42-03","UFV","VIC","13858","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Nidularium","antoineaunum","Nidularium antoineaunum","Wawra","Leme E.M.C.","1996","10","de Paula, C.C.","1995","04","14","Brasil","Minas Gerais","Fervedouro","Parque Estadual da Serra do Brigadeiro, Vale do corrego São Bento","-42.2789001464844","-20.7255992889404","20038",NA,"Inflorescência Vermelha, flores com pétalas roxas.","auto","1034",NA,NA,NA,NA,"VIC013858","VIC013858",NA,NA,"27",NA,NA,NA
"161","2020-03-10 08:27:39-03","UFV","VIC","16512","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Billbergia","horrida","Billbergia horrida","Regel","Paula, C.C. de","1996","11","Paula, C.C. de","1996","07","19","Brasil","Minas Gerais","Fervedouro","Parque Estadual da Serra do Brigadeiro, Vale do Córrego São Bento","-42.2789001464844","-20.7255992889404","20038",NA,"Rupícola, pétalas enroladas para fora","auto","1142",NA,NA,NA,NA,"VIC016512","VIC016512",NA,NA,"20",NA,NA,NA
"162","2020-03-10 08:29:20-03","UFV","VIC","27195","PreservedSpecimen","Plantae",NA,NA,"Mimosoideae","Inga","sessilis","Inga sessilis","(Vell.) Mart.","Valente, G.E.","2003","01","Valente, G.E.; Cosenza, B.A.P.","2003","01","29","Brasil","Minas Gerais","Fervedouro","Parque Estadual Serra do Brigadeiro (PESB), Ao lado de uma ponte de madeira, Córrego Serra do Grama.","-42.2789001464844","-20.7255992889404","20038",NA,"Cálice piloso, marrom-escuro. Corola pilosa, parcadenta externamente e branca internamente. Androceu branco.","auto","1122",NA,NA,NA,NA,"VIC027195","VIC027195",NA,NA,"29",NA,NA,NA
"163","2020-03-10 08:30:08-03","UFV","VIC","30896","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","galiodes","Peperomia galiodes","H.B.K.",NA,NA,NA,"Silva, A.F. da","2006","01","25","Brasil","Minas Gerais","Fervedouro","Pedra do Ararica","-42.2789001464844","-20.7255992889404","20038",NA,NA,"auto","2460",NA,NA,NA,NA,"VIC030896","VIC030896",NA,NA,NA,NA,NA,NA
"164","2020-03-10 08:30:08-03","UFV","VIC","42338","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","galiodes","Peperomia galiodes","H.B.K.",NA,NA,NA,"Tinti, B.V.","2010","04","23","Brasil","Minas Gerais","Fervedouro","PESB","-42.2789001464844","-20.7255992889404","20038",NA,"Ocorre principalmente em campo graminoso de altitude.","auto","s.n.",NA,NA,NA,NA,"VIC042338","VIC042338",NA,NA,NA,NA,NA,NA
"165","2020-03-10 08:27:45-03","UFV","VIC","15698","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","saxicola","Vriesea saxicola","L.B.Smith",NA,NA,NA,"Paula, C.C.","1995","12","22","Brasil","Minas Gerais","Fervedouro","PESB","-42.2789001464844","-20.7255992889404","20038",NA,"Brácteas verde-amareladas.","auto","1075",NA,NA,NA,NA,"VIC015698","VIC015698",NA,NA,NA,NA,NA,NA
"166","2020-03-10 08:29:07-03","UFV","VIC","42197","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Trembleya","parviflora","Trembleya parviflora","(D.Don) Cogn.",NA,NA,NA,"Tinti, B.V.","2010","04","23","Brasil","Minas Gerais","Fervedouro","PESB","-42.2789001464844","-20.7255992889404","20038",NA,"árvore, 3m, escrube de encosta, pétalas alvas.","auto","s.n.",NA,NA,NA,NA,"VIC042197","VIC042197",NA,NA,NA,NA,NA,NA
"167","2020-03-10 08:30:59-03","UFV","VIC","42329","PreservedSpecimen","Plantae",NA,NA,"Verbenaceae","Lippa","triplinervis","Lippa triplinervis","Gardn",NA,NA,NA,"Tinti, B.V.","2010","04","23","Brasil","Minas Gerais","Fervedouro","PESB","-42.2789001464844","-20.7255992889404","20038",NA,"Arbustiva, campo graminoso.","auto","s.n.",NA,NA,NA,NA,"VIC042329","VIC042329",NA,NA,NA,NA,NA,NA
"168","2020-03-10 08:30:44-03","UFV","VIC","042342","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pouteria",NA,"Pouteria",NA,NA,NA,NA,"Tinti, B. .V.","2010","04","23","Brasil","Minas Gerais","Fervedouro","PESB","-42.2789001464844","-20.7255992889404","20038",NA,"Arvoreta de 3 m, escrube de encosta.","auto","s.n.",NA,NA,NA,NA,"VIC042342","VIC042342",NA,NA,NA,NA,NA,NA
"169","2020-03-10 08:30:27-03","UFV","VIC","42335","PreservedSpecimen","Plantae",NA,NA,"Proteaceae","Roupala","montana","Roupala montana","Aubl.",NA,NA,NA,"Tinti, B.V.","2010","04","23","Brasil","Minas Gerais","Fervedouro","PESB","-42.2789001464844","-20.7255992889404","20038",NA,"Arvoreta,3,5a 4 metros escubre,mata nebular,areas de transição.","auto","s.n.",NA,NA,NA,NA,"VIC042335","VIC042335",NA,NA,NA,NA,NA,NA
"170","2020-03-10 08:28:58-03","UFV","VIC","42198","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae",NA,NA,NA,NA,NA,NA,NA,"Tinti, B.V.","2010","04","23","Brasil","Minas Gerais","Fervedouro","PESB","-42.2789001464844","-20.7255992889404","20038",NA,NA,"auto","s.n.",NA,NA,NA,NA,"VIC042198","VIC042198",NA,NA,NA,NA,NA,NA
"171","2020-03-10 08:29:47-03","UFV","VIC","42177","PreservedSpecimen","Plantae",NA,NA,"Orchidaceace","Prescottia","montana","Prescottia montana","Barb. Rdr.",NA,NA,NA,"Tinti, B.V.","2010","04","23","Brasil","Minas Gerais","Fervedouro","PESB","-42.2789001464844","-20.7255992889404","20038",NA,"Herbácea, afloramento rochoso, campo graminoso","auto","s.n.",NA,NA,NA,NA,"VIC042177",NA,NA,NA,NA,NA,NA,NA
"172","2020-03-10 08:30:24-03","UFV","VIC","42173","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","stricta","Polygala stricta","A.St Hill",NA,NA,NA,"Tinti, B.V.","2012","09","12","Brasil","Minas Gerais","Fervedouro","PESB","-42.2789001464844","-20.7255992889404","20038",NA,NA,"auto","s.n.",NA,NA,NA,NA,"VIC042173","VIC042173",NA,NA,NA,NA,NA,NA
"173","2020-03-10 08:29:46-03","UFV","VIC","16132","PreservedSpecimen","Plantae",NA,NA,"Orchidaceace","Pleurothallis","nemorosa","Pleurothallis nemorosa","Benth.","Leoni, L.S.","1997","01","Paula, C.C.","1995","04","14","Brasil","Minas Gerais","Fervedouro","PESB","-42.2789001464844","-20.7255992889404","20038",NA,"Epífita, Esciófila, flores vinho.","auto","984",NA,NA,NA,NA,"VIC016132","VIC016132",NA,NA,NA,NA,NA,NA
"174","2020-03-10 08:27:44-03","UFV","VIC","025960","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","stricta","Tillandsia stricta","Sol. ex Sims",NA,NA,NA,"de Paula, C.C.","1998","02","05","Brasil","Minas Gerais","Fervedouro","PESB","-42.2789001464844","-20.7255992889404","20038",NA,"Epífita de brácteas róseas.","auto","1199",NA,NA,NA,NA,"VIC025960","VIC025960",NA,NA,NA,NA,NA,NA
"175","2020-03-10 08:29:48-03","UFV","VIC","016117","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Octomeria","alfopurpurea","Octomeria alfopurpurea","Barb. Rodr.",NA,NA,NA,"de Paula, C.C.","1995","04","14","Brasil","Minas Gerais","Fervedouro","PESB, Ao longo do córrego São Bento 2° grota em tronco caido na beira de córrego.","-42.2789001464844","-20.7255992889404","20038",NA,"Planta isolada de flores brancas, epifita e de sombra.","auto","985",NA,NA,NA,NA,"VIC016117","VIC016117",NA,NA,NA,NA,NA,NA
"176","2020-03-10 08:27:45-03","UFV","VIC","26214","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","racinae","Vriesea racinae",NA,"Paula, C.C. de","2001","12","Paula, C.C. de","2001","12","20","Brasil","Minas Gerais","Fervedouro","PESB, Córrego São Bento, início da mata","-42.2789001464844","-20.7255992889404","20038",NA,"Epífita, brácteas escapais e florais verdes com pintas vinicolor, apenas uma população no PESB","auto","s.n.",NA,NA,NA,NA,"VIC026214","VIC026214",NA,NA,"16",NA,NA,NA
"177","2020-03-10 08:27:44-03","UFV","VIC","13850","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","heterostachys","Vriesea heterostachys","(Baker)","Paula, C.C. de","1995","05","Paula, C.C. de","1995","03","03","Brasil","Minas Gerais","Fervedouro","PESB, Faz. Da neblinas, 1300 m de alt.","-42.2789001464844","-20.7255992889404","20038",NA,"Epífita esciófila, inflorescência alaranjada","auto","1015",NA,NA,NA,NA,"VIC013850","VIC013850",NA,NA,"20",NA,NA,NA
"178","2020-03-10 08:27:44-03","UFV","VIC","015146","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","geminiflora","Tillandsia geminiflora","Brogn",NA,NA,NA,"de Paula, C.C.","1995","09","10","Brasil","Minas Gerais","Fervedouro","PESB, Fazenda do Brigadeiro na Araucária próximo a sede.","-42.2789001464844","-20.7255992889404","20038",NA,"Epífita em colônias abundantes, bráctea vermelha clara.","auto","1044",NA,NA,NA,NA,"VIC015146","VIC015146",NA,NA,NA,NA,NA,NA
"179","2020-03-10 08:27:44-03","UFV","VIC","015679","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","geminiflora","Tillandsia geminiflora","Brogn",NA,NA,NA,"de Paula, C.C.","1995","09","10","Brasil","Minas Gerais","Fervedouro","PESB, Fazenda do Brigadeiro na Araucária próximo a sede.1250m de alt.","-42.2789001464844","-20.7255992889404","20038",NA,"Epífita em colônias abundantes, bráctea vermelha clara.","auto","1044",NA,NA,NA,NA,"VIC015679","VIC015679",NA,NA,NA,NA,NA,NA
"180","2020-03-10 08:27:38-03","UFV","VIC","013871","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Aechmea","ramosa","Aechmea ramosa","Mart. ex Schult.",NA,NA,NA,"de Paula, C.C.","1995","04","10","Brasil","Minas Gerais","Fervedouro","PESB, Fazenda do Sr José pqueno a 200 m da sede próximo a riacho.","-42.2789001464844","-20.7255992889404","20038",NA,"Epífita de brácteas róseas, cálice verde amarelo, inflorescência com até 1,5 m de comprimento.","auto","1022",NA,NA,NA,NA,"VIC013871","VIC013871",NA,NA,NA,NA,NA,NA
"181","2020-03-10 08:27:44-03","UFV","VIC","013856","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","arachinoidea","Vriesea arachinoidea","A.Costa",NA,NA,NA,"de Paula, C.C.","1995","04","13","Brasil","Minas Gerais","Fervedouro","PESB, Ilhota de corrego São bento.","-42.2789001464844","-20.7255992889404","20038",NA,"Epífita de colônia abundante.","auto","1027",NA,NA,NA,NA,"VIC013856","VIC013856",NA,NA,NA,NA,NA,NA
"182","2020-03-10 08:27:44-03","UFV","VIC","013872","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","geminiflora","Tillandsia geminiflora","Brogn",NA,NA,NA,"de Paula, C.C.","1995","04","13","Brasil","Minas Gerais","Fervedouro","PESB, Ilhota de Côrrego São Bento.","-42.2789001464844","-20.7255992889404","20038",NA,"Brácteas vermelho claro, pétalas roxas e epífita.","auto","1031",NA,NA,NA,NA,"VIC013872","VIC013872",NA,NA,NA,NA,NA,NA
"183","2020-03-10 08:27:38-03","UFV","VIC","013852","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Aechmea","lamarchei","Aechmea lamarchei","Mez",NA,NA,NA,"de Paula, C.C.","1995","04","13","Brasil","Minas Gerais","Fervedouro","PESB, Margem de córrego São bento.","-42.2789001464844","-20.7255992889404","20038",NA,"Terrestre, esciófila.","auto","1032",NA,NA,NA,NA,"VIC013852","VIC013852",NA,NA,NA,NA,NA,NA
"184","2020-03-10 08:27:44-03","UFV","VIC","013866","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","gardineri","Tillandsia gardineri","L.",NA,NA,NA,"de Paula, C.C.","1995","04","04","Brasil","Minas Gerais","Fervedouro","PESB, Margem de Côrrego São Bento.","-42.2789001464844","-20.7255992889404","20038",NA,"Epífita de folhas acinzentadas.","auto","1020",NA,NA,NA,NA,"VIC013866","VIC013866",NA,NA,NA,NA,NA,NA
"185","2020-03-10 08:27:39-03","UFV","VIC","15279","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Canistrum","giganteum","Canistrum giganteum","Baker",NA,NA,NA,"Paula, C.C.","1995","11","13","Brasil","Minas Gerais","Fervedouro","PESB, margem do córrego do ouro","-42.2789001464844","-20.7255992889404","20038",NA,"Brácteas vermelhas, esciófila, sépalas amarelas.","auto","1055",NA,NA,NA,NA,"VIC015279","VIC015279","1400","1400",NA,NA,NA,NA
"186","2020-03-10 08:27:44-03","UFV","VIC","15684","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","ensiformis","Vriesea ensiformis","(Vell) Beer","Paula, C.C. de","1995","11","Paula, C.C. de","1995","10","15","Brasil","Minas Gerais","Fervedouro","PESB, Margem do córrego São Bento (1° vale) 1200 m de altitude","-42.2789001464844","-20.7255992889404","20038",NA,"Epifita, esciófila","auto","1039",NA,NA,NA,NA,"VIC015684","VIC015684",NA,NA,"01",NA,NA,NA
"187","2020-03-10 08:27:44-03","UFV","VIC","13854","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","ensiformis","Vriesea ensiformis","(Vell) Beer","Leme, E.M.C.",NA,NA,"Paula, C.C. de","1995","04","14","Brasil","Minas Gerais","Fervedouro","PESB, Margem do córrego São Bento (1° vale) 1200 m de altitude","-42.2789001464844","-20.7255992889404","20038",NA,"Epifita, esciófila","auto","1038",NA,NA,NA,NA,"VIC013854","VIC013854",NA,NA,NA,NA,NA,NA
"188","2020-03-10 08:30:59-03","UFV","VIC","42329","PreservedSpecimen","Plantae",NA,NA,"Verbenaceae","Lippia","triplinervis","Lippia triplinervis","Gardn.",NA,NA,NA,"Tinti, B.V.","2010","04","23","Brasil","Minas Gerais","Fervedouro","PESB, Pedra do pato","-42.2789001464844","-20.7255992889404","20038",NA,"Arbustiva, campo graminosos.","auto","s.n.",NA,NA,NA,NA,"VIC042329","VIC042329",NA,NA,NA,NA,NA,NA
"189","2020-03-10 08:29:37-03","UFV","VIC","42309","PreservedSpecimen","Plantae",NA,NA,"Myrsinaceae","Myrsine","coriaceae","Myrsine coriaceae","(Sw.) R.Br. ex Roem & Schult",NA,NA,NA,"Tinti, B.V.","2010","04","23","Brasil","Minas Gerais","Fervedouro","PESB, Pedra do pato","-42.2789001464844","-20.7255992889404","20038",NA,"AArvoreta , 3,5 a 4 m escubre, mata nebular.","auto","s.n.",NA,NA,NA,NA,"VIC042309",NA,NA,NA,NA,NA,NA,NA
"190","2020-03-10 08:30:57-03","UFV","VIC","042171","PreservedSpecimen","Plantae",NA,NA,"Velloziaceae","Vellozia",NA,"Vellozia",NA,NA,NA,NA,"Tinti, B. .V.","2010","04","23","Brasil","Minas Gerais","Fervedouro","PESB, Pedra do pato.","-42.2789001464844","-20.7255992889404","20038",NA,"Ocorre principalmente em campo graminoso de altitutde.","auto","s.n.",NA,NA,NA,NA,"VIC042171",NA,NA,NA,NA,NA,NA,NA
"191","2020-03-10 08:29:07-03","UFV","VIC","042197","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Trembleya","parviflora","Trembleya parviflora","(D.Don) Cogn.",NA,NA,NA,"Tinti, V.B.","2010","04","23","Brasil","Minas Gerais","Fervedouro","PESB, Pedra do pato.","-42.2789001464844","-20.7255992889404","20038",NA,"árvore de 3 m, escrube de encosta, pétalas alvas.","auto","s.n.",NA,NA,NA,NA,"VIC042197","VIC042197",NA,NA,NA,NA,NA,NA
"192","2020-03-10 08:28:58-03","UFV","VIC","042198","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae",NA,NA,NA,NA,NA,NA,NA,"Tinti, B.V.","2010","04","23","Brasil","Minas Gerais","Fervedouro","PESB, Pedra do pato.","-42.2789001464844","-20.7255992889404","20038",NA,NA,"auto","s.n.",NA,NA,NA,NA,"VIC042198","VIC042198",NA,NA,NA,NA,NA,NA
"193","2020-03-10 08:29:48-03","UFV","VIC","042174","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Coppensia","barbaceniaceae","Coppensia barbaceniaceae","(Lindl) Campacci",NA,NA,NA,"Tinti, B.V.","2012","09","12","Brasil","Minas Gerais","Fervedouro","PESB, Pedra do pato.","-42.2789001464844","-20.7255992889404","20038",NA,NA,"auto","s.n.",NA,NA,NA,NA,"VIC042174","VIC042174",NA,NA,NA,NA,NA,NA
"194","2020-03-10 08:29:50-03","UFV","VIC","042430","PreservedSpecimen","Plantae",NA,NA,"Orquidaceae","Epidendrum","secundum","Epidendrum secundum","Jacq",NA,NA,NA,"Tinti, B.V.","2010","04","23","Brasil","Minas Gerais","Fervedouro","PESB, Pedra do pato.","-42.2789001464844","-20.7255992889404","20038",NA,"Herbácea de afloramento rochoso, campo graminoso.","auto","s.n.",NA,NA,NA,NA,"VIC042430","VIC042430",NA,NA,NA,NA,NA,NA
"195","2020-03-10 08:30:45-03","UFV","VIC","042327","PreservedSpecimen","Plantae",NA,NA,"Smilacaceae","Smilax","pilosa","Smilax pilosa","Andreata & leoni",NA,NA,NA,"Tinti, B.V.","2010","04","23","Brasil","Minas Gerais","Fervedouro","PESB, Pedra do pato.","-42.2789001464844","-20.7255992889404","20038",NA,"Ocorre principalmente em campo graminoso de Altitude.","auto","s.n.",NA,NA,NA,NA,"VIC042327",NA,NA,NA,NA,NA,NA,NA
"196","2020-03-10 08:27:44-03","UFV","VIC","13863","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","heterostachys","Vriesea heterostachys","(Baker)","Paula, C.C. de","1995","05","Paula, C.C. de","1995","04","14","Brasil","Minas Gerais","Fervedouro","PESB, Próximo ao riacho São Bento, 1300 m de altitude (2° vale)","-42.2789001464844","-20.7255992889404","20038",NA,"Epífita, inflorescência alaranjada.","auto","1036",NA,NA,NA,NA,"VIC013863","VIC013863",NA,NA,"03",NA,NA,NA
"197","2020-03-10 08:29:47-03","UFV","VIC","16143","PreservedSpecimen","Plantae",NA,NA,"Orchidaceace","Prescottia","plantaginifolia","Prescottia plantaginifolia","Lindl. ex Hook.","Azevedo, C.","2009","02","Paula, C.C.","1996","07","19","Brasil","Minas Gerais","Fervedouro","PESB Serra da Pirraça","-42.2789001464844","-20.7255992889404","20038",NA,"Terrícola, isolada, asas brancas, labelo verde.","auto","1144",NA,NA,NA,NA,"VIC016143","VIC016143",NA,NA,NA,NA,NA,NA
"198","2020-03-10 08:29:46-03","UFV","VIC","16131","PreservedSpecimen","Plantae",NA,NA,"Orchidaceace","Pelexia","laminata","Pelexia laminata","Schltr.","Leoni, L.S.","1996","07","Paula, C.C.","1995","04","11","Brasil","Minas Gerais","Fervedouro","PESB Serra da Pirraça","-42.2789001464844","-20.7255992889404","20038",NA,"Planta isolada, heliófila, tépalas brancas.","auto","982",NA,NA,NA,NA,"VIC016131","VIC016131",NA,NA,"01",NA,NA,NA
"199","2020-03-10 08:29:48-03","UFV","VIC","016099","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Laelia",NA,"Laelia","(Thumb.) H.G.Jomes",NA,NA,NA,"de Paula, C.C.","1995","04","11","Brasil","Minas Gerais","Fervedouro","PESB, Serra da Pirraça,1300 m de altitude, em campo de altitude, em terra sobre rocha.","-42.2789001464844","-20.7255992889404","20038",NA,"Rupicola heliófila, colônia pequena, tépalas laranja e labelo laranja, com apenas uma folha.","auto","980",NA,NA,NA,NA,"VIC016099","VIC016099",NA,NA,NA,NA,NA,NA
"200","2020-03-10 08:29:50-03","UFV","VIC","016093","PreservedSpecimen","Plantae",NA,NA,"Orquidaceae","Epidendrum","xanthinum","Epidendrum xanthinum","Lindl.",NA,NA,NA,"Paula, C.C. de","1995","04","11","Brasil","Minas Gerais","Fervedouro","PESB, Serra da Pirraça, em campo de altitude(1200 m) entre a rocha.","-42.2789001464844","-20.7255992889404","20038",NA,"Planta em colônia pequena, tépalas amarelas(salmão) labelo e centro amarelo vivo.","auto","979",NA,NA,NA,NA,"VIC016093","VIC016093",NA,NA,NA,NA,NA,NA
"201","2020-03-10 08:29:48-03","UFV","VIC","016130","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","imbricata","Habenaria imbricata","Lindl.",NA,NA,NA,"Paula, C.C. de","1995","04","11","Brasil","Minas Gerais","Fervedouro","PESB, Serra do pirraça em campo de altitude(rupestre),encosta de pedra em terra entre pedras 1250m de altitude.","-42.2789001464844","-20.7255992889404","20038",NA,"Planta em final de floração, planta isolada com tépalas verde amarela, heliófila.","auto","981",NA,NA,NA,NA,"VIC016130","VIC016130",NA,NA,NA,NA,NA,NA
