"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","typeStatus","class","infraspecificEpithet","relatedCatalogItem"
"50","2019-11-22 18:44:27-03","UFES","VIES","32454","S","Plantae",NA,NA,"Fabaceae","Inga","laurina","Inga laurina","(Sw.) Willd.","A.P. Chagas","Luz, A.A. da","62","2002","06","04",NA,"Brasil","Espírito Santo","Baixo Guandu",NA,"-41.0158004760742","-19.5188999176025",NA,NA,NA,NA,"VIES032454","VIES032454","34474","auto",NA,NA,"2014","02",NA,NA,NA,NA,NA
"51","2019-06-27 10:25:15-03","UFES","VIES","24969","S","Plantae",NA,NA,"Fabaceae","Stryphnodendron",NA,"Stryphnodendron",NA,NA,"Folli, A.D.","1519","1991","12","11",NA,"Brasil","Espírito Santo","Baixo Guandu","Fazenda Galileia, no barranco do rio, próximo á estação do Mutun Preto em Baixo Guandú, lado esquerdo.","-41.0158004760742","-19.5188999176025",NA,NA,NA,NA,"VIES024969","VIES024969","34474","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2019-09-27 18:03:58-03","UFES","VIES","24053","S","Plantae",NA,NA,"Boraginaceae","Cordia","americana","Cordia americana","(L.) Gottschling & J.S.Mill.","A. Furlan","Souza, V.D.","388","1992","11","09",NA,"Brasil","Espírito Santo","Baixo Guandu","Lado direito da estrada indo de Baixo Guandu para Mutum Preto - Baixo Guandu - ES.","-41.0158004760742","-19.5188999176025",NA,NA,NA,NA,"VIES024053","VIES024053","34474","auto",NA,NA,"1998","03","11",NA,NA,NA,NA
"53","2019-09-27 18:04:50-03","UFES","VIES","32014","S","Plantae",NA,NA,"Fabaceae","Inga","subnuda","Inga subnuda","Salzm. ex Benth.","Pennington, T.D.","Luz, A.A. da","219","2004","08","31",NA,"Brasil","Espírito Santo","Baixo Guandu","Sítio Alegrete.","-41.0158004760742","-19.5188999176025",NA,NA,NA,NA,"VIES032014","VIES032014","34474","auto",NA,NA,"2006","12","20",NA,NA,NA,NA
"54","2019-12-06 14:26:24-03","MBM","MBM","418357","S","Plantae",NA,NA,"Apocynaceae","Mandevilla",NA,"Mandevilla",NA,"Moralles, J.F.","Mazziero, F.F.F.; Bonin Junior, P.; Bonin Junior, P.","s.n.","2019","01","26","Southern America","Brazil","Espírito Santo","Baixo Guandu",NA,"-40.966389","-19.496667","-40.966389","-19.496667",NA,NA,"MBM418357",NA,NA,NA,NA,NA,"2019","03","30",NA,NA,NA,NA
"55","2019-12-06 14:36:36-03","MBM","MBM","238461","S","Plantae",NA,NA,"Boraginaceae","Heliotropium","monostachyum","Heliotropium monostachyum","Cham.",NA,"Boone, W.","471","1985","05","26","Southern America","Brazil","Espírito Santo","Baixo Guandu","Baixo Guandu","-41.0158004760742","-19.5188999176025",NA,NA,NA,NA,"MBM238461","MBM238461","34474","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2019-12-06 14:50:45-03","MBM","MBM","32109","S","Plantae",NA,NA,"Fabaceae","Senna","spinigera","Senna spinigera","(Rizzini) H.S. Irwin & Barneby","Barneby, R.C.","Duarte, A.P.","13973","1971","05","20","Southern America","Brazil","Espírito Santo","Baixo Guandu","Noroeste de Esp. Santo","-41.0158004760742","-19.5188999176025",NA,NA,NA,NA,"MBM032109","MBM032109","34474","auto",NA,NA,"1979",NA,NA,"ISOTYPE",NA,NA,NA
"57","2019-12-06 14:50:45-03","MBM","MBM","31222","S","Plantae",NA,NA,"Fabaceae","Senna","spinigera","Senna spinigera","(Rizzini) H.S. Irwin & Barneby","Barneby, R.C.","Duarte, A.P.","13973","1971","06","20","Southern America","Brazil","Espírito Santo","Baixo Guandu","Noroeste do Esp. Santo","-41.0158004760742","-19.5188999176025",NA,NA,NA,NA,"MBM031222","MBM031222","34474","auto",NA,NA,"1979",NA,NA,"ISOTYPE",NA,NA,NA
"58","2019-12-06 15:01:29-03","MBM","MBM","420912","S","Plantae",NA,NA,"Malpighiaceae","Amorimia","maritima","Amorimia maritima","(A. Juss.) W.R. Anderson","Nardin, E.C.","Pujals, A.; Molina, J.M.P.; Molina, J.M.P.","s.n.","2019","01","26","Southern America","Brazil","Espírito Santo","Baixo Guandu",NA,"-40.960833","-19.499722","-40.960833","-19.499722",NA,NA,"MBM420912",NA,NA,NA,"71","71","2019","05","21",NA,NA,NA,NA
"59","2019-12-06 14:35:38-03","MBM","MBM","420810","S","Plantae",NA,NA,"Bignoniaceae","Bignoniaceae",NA,"Bignoniaceae",NA,NA,"Pujals, A.; Molina, J.M.P.; Molina, J.M.P.","s.n.","2019","01","27","Southern America","Brazil","Espírito Santo","Baixo Guandu",NA,"-40.900556","-19.505556","-40.900556","-19.505556",NA,NA,"MBM420810",NA,NA,NA,"54","54",NA,NA,NA,NA,NA,NA,NA
"60","2019-12-06 14:42:32-03","MBM","MBM","420836","S","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","glandulosa","Dioscorea glandulosa","Klotzsch ex Kunth","Nardin, E.C.","Pujals, A.; Molina, J.M.P.; Molina, J.M.P.","s.n.","2019","01","26","Southern America","Brazil","Espírito Santo","Baixo Guandu",NA,"-40.960833","-19.499722","-40.960833","-19.499722",NA,NA,"MBM420836",NA,NA,NA,"71","71","2019","05","10",NA,NA,NA,NA
"61","2019-12-06 14:35:42-03","MBM","MBM","420813","S","Plantae",NA,NA,"Bignoniaceae","Fridericia","platyphylla","Fridericia platyphylla","(Cham.) L.G. Lohmann","Nardin, E.C.","Pujals, A.; Molina, J.M.P.; Molina, J.M.P.","s.n.","2019","01","27","Southern America","Brazil","Espírito Santo","Baixo Guandu",NA,"-40.900556","-19.505556","-40.900556","-19.505556",NA,NA,"MBM420813",NA,NA,NA,"54","54","2019","05","24",NA,NA,NA,NA
"62","2019-10-02 14:54:10-03","UFMG","BHCB","173225","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Lonchocarpus","violaceus","Lonchocarpus violaceus","Kunth",NA,"Lima, HC de; Lemes, M; Gribel, R","7619","2013","04","11","Southern America","Brasil","Espírito Santo","Baixo Guandu","Estrada para Ibituba","-41.022917","-19.582167","-41.022917","-19.582167",NA,"Arvore 11m, tronco casca lisa e alvacenta, frutos maduros esverdeados, frequente em floresta degradada.","BHCB017960",NA,NA,NA,"186","186","2014","02",NA,NA,NA,NA,NA
"63","2019-10-02 14:54:15-03","UFMG","BHCB","173229","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Machaerium","stipitatum","Machaerium stipitatum","(DC.) Vogel",NA,"Lima, HC de; Lemes, M; Gribel, R","7625","2013","04","13","Southern America","Brasil","Espírito Santo","Baixo Guandu","Ibituba, Pedra do Capixaba, vegetação sobre afloramento rochoso.","-41.007139","-19.693472","-41.007139","-19.693472",NA,"Arvore 12m, tronco casca escamosa, flores com cálice esverdeado e corola alvo-esverdeada.","BHCB017956",NA,NA,NA,"150","300","2013","04","13",NA,NA,NA,NA
"64","2019-10-02 14:54:40-03","UFMG","BHCB","173227","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Senna","spinigera","Senna spinigera","(Rizzini) H.S.Irwin & Barneby",NA,"Lima, HC de; Lemes, M; Gribel, R","7628","2013","04","13","Southern America","Brasil","Espírito Santo","Baixo Guandu","Ibituba, Pedra do Capixaba, vegetação sobre afloramento rochoso.","-41.007139","-19.693472","-41.007139","-19.693472",NA,"Arbusto ramos decumbentes com espinhos axilares, 1,5 a 2m, Inflorescência erecta, flores amarelas, estames amarelos e gineceu verde.","BHCB017958",NA,NA,NA,"150","300","2013","04","13",NA,NA,NA,NA
"65","2019-10-02 15:04:38-03","UFMG","BHCB","192402","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Solanum","sycocarpum","Solanum sycocarpum","Mart. & Sendt.",NA,"Folli, DA","7112","2013","09","19","Southern America","Brasil","Espírito Santo","Baixo Guandú",NA,"-41.0158004760742","-19.5188999176025",NA,NA,NA,"Porte arbustivo, terrestre. Cor do fruto imaturo verde.; Mata de Montanha","BHCB192402",NA,"34474","auto","629","629","2018","11","12",NA,NA,NA,NA
"66","2019-05-09 14:19:50-03","MBML","MBML-HERBARIO","45731",NA,"Plantae",NA,NA,"Leguminosae Faboideae","Abrus",NA,"Abrus",NA,NA,"L. Kollmann; A.P.Fontana, C.N.Fraga, A.C.Lima, R.Gribel & M. Lemes","12655","2013","04","13",NA,"Brasil","Espírito Santo","Baixo Guandu","estrada de Afonso Claudio","-41.035833","-19.6675","41W2'9","19S40'3",NA,"Erva 50cm na sombra, flores brancas","MBML045731","MBML045731",NA,NA,"141","141",NA,NA,NA,NA,NA,NA,NA
"67","2017-09-14 11:43:14-03","MBML","MBML-HERBARIO","49066",NA,"Plantae",NA,NA,"Bromeliaceae","Aechmea","lamarchei","Aechmea lamarchei",NA,"A.P. Fontana/21-06-2014","A. P. Fontana; R.P. Fontana, L. Kollmann, E. Leme e V. Leme","8174","2014","06","21",NA,"Brasil","Espírito Santo","Baixo Guandu","Pedra do Souza. Inselbergue as margens do rio Doce. Divisa com o municício de Aimores-MG. Floresta Estacional semidecidual com elementos de caatinga.","-40.966944","-19.489722","40W58'1","19S29'23",NA,"Terrestre. Brácteas rosadas. Flores amarelas.","MBML049066","MBML049066",NA,NA,"425","425",NA,NA,NA,NA,NA,NA,NA
"68","2019-05-09 14:19:57-03","MBML","MBML-HERBARIO","45498",NA,"Plantae",NA,NA,"Leguminosae Mimosoideae","Anadenanthera","colubrina","Anadenanthera colubrina",NA,"L.A.Silva/02-10-2014","A. P. Fontana; L.Kollmann, C.N. Fraga, H.C. Lima, M. Lemes e R. Gribel","7509","2013","04","11",NA,"Brasil","Espírito Santo","Baixo Guandu","Rodovia Des. Lourival de Almeida, estrada para Ibituba/Afonso Cláudio, em frente ao sítio Fantasia, Km6","-41.011667","-19.575","41W0'42","19S34'30",NA,"Árvore ca. 10m. Frutos amarronzados","MBML045498","MBML045498",NA,NA,"94","94",NA,NA,NA,NA,NA,NA,NA
"69","2018-01-30 15:47:32-02","MBML","MBML-HERBARIO","45752",NA,"Plantae",NA,NA,"Schizaeaceae","Anemia","hirsuta","Anemia hirsuta",NA,"N.T.L. Pena/25-01-2018","L. Kollmann; A.P.Fontana, C.N.Fraga, A.C.Lima, R.Gribel & M. Lemes","12650","2013","04","13",NA,"Brasil","Espírito Santo","Baixo Guandu","estrada de Afonso Claudio, km 22","-41.036667","-19.662222","41W2'12","19S39'44",NA,"Erva terrestre na sombra","MBML045752","MBML045752",NA,NA,"120","120",NA,NA,NA,NA,NA,NA,NA
"70","2018-07-31 08:30:10-03","MBML","MBML-HERBARIO","45733",NA,"Plantae",NA,NA,"Convolvulaceae","Bonamia","agrostopolis","Bonamia agrostopolis",NA,"M.R. Rodrigues/2018","L. Kollmann; A.P.Fontana, C.N.Fraga, A.C.Lima, R.Gribel & M. Lemes","12651","2013","04","13",NA,"Brasil","Espírito Santo","Baixo Guandu","estrada de Afonso Claudio, km 22","-41.036667","-19.662222","41W2'12","19S39'44",NA,"Liana ao sol, flores brancas","MBML045733","MBML045733",NA,NA,"120","120",NA,NA,NA,NA,NA,NA,NA
"71","2017-09-14 11:48:58-03","MBML","MBML-HERBARIO","41854",NA,"Plantae",NA,NA,"Nyctaginaceae","Bougainvillea","spectabilis","Bougainvillea spectabilis",NA,NA,"A. M. Assis; V. Pereira","1838","2008","10","16",NA,"Brasil","Espírito Santo","Baixo Guandu","Estrada para Mutum Preto (Torre 5/1 - LT 230 Kv Mascarenhas x Verona)","-40.878861","-19.483667","40W52'43,9","19S29'1,2",NA,"Escandente. Bractea lilas. Flores verdes. Floresta Ombrofila Densa - estagio medio de regeneracao","MBML041854",NA,NA,NA,"210","210",NA,NA,NA,NA,NA,NA,NA
"72","2017-09-14 11:42:19-03","MBML","MBML-HERBARIO","1853",NA,"Plantae",NA,NA,"Asclepiadaceae","Calotropis","procera","Calotropis procera",NA,"Fontella H./07-09-1990","W. Boone","474","1985","05","26",NA,"Brasil","Espírito Santo","Baixo Guandu","Sede","-41.015833","-19.518889","41W0'57","19S31'8",NA,"Arbusto de 2m, lactescente, heliófila, flor com cálice e parte exterior da corola branca, interior da corola branco, extremidade vinácea, anteras lilás, estigma verde, folha com tomento esbranquiçads, frutos verdes, sementes marrons.","MBML001853","MBML001853",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2017-09-14 11:46:32-03","MBML","MBML-HERBARIO","45501",NA,"Plantae",NA,NA,"Lecythidaceae","Cariniana","ianeirensis","Cariniana ianeirensis",NA,"H.C. de Lima/12-04-2013","A. P. Fontana; L.Kollmann, C.N. Fraga, H.C. Lima, M. Lemes e R. Gribel","7516","2013","04","12",NA,"Brasil","Espírito Santo","Baixo Guandu","Rodovia Des. Lourival de Almeida, estrada para Ibituba/Afonso Cláudio, Km7, propriedade de Wilson Machado","-41.020833","-19.589722","41W1'15","19S35'23",NA,"Árvore, ca. 12m. Frutos pêndulos verdes","MBML045501","MBML045501",NA,NA,"125","125",NA,NA,NA,NA,NA,NA,NA
"74","2017-09-14 11:46:32-03","MBML","MBML-HERBARIO","45751",NA,"Plantae",NA,NA,"Lecythidaceae","Cariniana","ianeirensis","Cariniana ianeirensis",NA,"N.P. Smith & S.A. Mori/30-10-2013","L. Kollmann; A.P.Fontana, C.N.Fraga, A.C.Lima, R.Gribel & M. Lemes","12652","2013","04","13",NA,"Brasil","Espírito Santo","Baixo Guandu","estrada de Afonso Claudio, km 22","-41.036667","-19.662222","41W2'12","19S39'44",NA,"Árvore 18m, rupícola, frutos marrons","MBML045751","MBML045751_1 MBML045751_2",NA,NA,"120","120",NA,NA,NA,NA,NA,NA,NA
"75","2019-05-09 14:19:46-03","MBML","MBML-HERBARIO","45717",NA,"Plantae",NA,NA,"Leguminosae Caesalpinoideae","Chamaecrista",NA,"Chamaecrista",NA,NA,"L. Kollmann; A.P.Fontana, C.N.Fraga, A.C.Lima, R.Gribel & M. Lemes","12638","2013","04","13",NA,"Brasil","Espírito Santo","Baixo Guandu","estrada de Afonso Claudio, km22","-41.036667","-19.662222","41W2'12","19S39'44",NA,"Erva 50cm ao sol, flores amarelas","MBML045717","MBML045717",NA,NA,"120","120",NA,NA,NA,NA,NA,NA,NA
"76","2018-07-20 09:37:30-03","MBML","MBML-HERBARIO","45714",NA,"Plantae",NA,NA,"Convolvulaceae",NA,NA,NA,NA,NA,"L. Kollmann; A.P.Fontana, C.N.Fraga, A.C.Lima, R.Gribel & M. Lemes","12637","2013","04","13",NA,"Brasil","Espírito Santo","Baixo Guandu","estrada de Afonso Claudio, km22","-41.036667","-19.662222","41W2'12","19S39'44",NA,"Liana ao sol, frutos verdes","MBML045714","MBML045714",NA,NA,"120","120",NA,NA,NA,NA,NA,NA,NA
"77","2019-05-09 14:19:51-03","MBML","MBML-HERBARIO","2803",NA,"Plantae",NA,NA,"Leguminosae Faboideae","Crotalaria",NA,"Crotalaria",NA,NA,"W. Boone","472","1985","05","26",NA,"Brasil","Espírito Santo","Baixo Guandu",NA,"-41.015833","-19.518889","41W0'57","19S31'8",NA,"Arbusto com cerca de 1,2m, flores de pétalas amarelas e sépalas esverdeadas, heliófila.","MBML002803","MBML002803",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2017-09-14 11:45:14-03","MBML","MBML-HERBARIO","45721",NA,"Plantae",NA,NA,"Euphorbiaceae","Croton",NA,"Croton",NA,NA,"L. Kollmann; A.P.Fontana, C.N.Fraga, A.C.Lima, R.Gribel & M. Lemes","12647","2013","04","13",NA,"Brasil","Espírito Santo","Baixo Guandu","estrada de Afonso Claudio, km22","-41.036667","-19.662222","41W2'12","19S39'44",NA,"Erva 1m ao sol, frutos verdes, flores brancas","MBML045721",NA,NA,NA,"120","120",NA,NA,NA,NA,NA,NA,NA
"79","2017-09-14 11:44:07-03","MBML","MBML-HERBARIO","45732",NA,"Plantae",NA,NA,"Commelinaceae","Dichorisandra",NA,"Dichorisandra",NA,NA,"L. Kollmann; A.P.Fontana, C.N.Fraga, A.C.Lima, R.Gribel & M. Lemes","12657","2013","04","13",NA,"Brasil","Espírito Santo","Baixo Guandu","estrada de Afonso Claudio","-41.035833","-19.6675","41W2'9","19S40'3",NA,"Erva 60cm na sombra, flores lilás","MBML045732","MBML045732",NA,NA,"141","141",NA,NA,NA,NA,NA,NA,NA
"80","2018-07-16 11:40:13-03","MBML","MBML-HERBARIO","49156",NA,"Plantae",NA,NA,"Dioscoreaceae","Dioscorea","cinnamomifolia","Dioscorea cinnamomifolia",NA,"L. Kollmann/09-11-2015","L. Kollmann; A.P. Fontana, E. Leme & V. Leme","12950","2014","06","21",NA,"Brasil","Espírito Santo","Baixo Guandu","Pedra do Souza","-40.970556","-19.494167","40W58'14","19S29'39",NA,"Liana ao sol, flores verdes.","MBML049156","MBML049156",NA,NA,"300","300",NA,NA,NA,NA,NA,NA,NA
"81","2018-08-02 09:42:15-03","MBML","MBML-HERBARIO","45745",NA,"Plantae",NA,NA,"Convolvulaceae","Distimake","cissoides","Distimake cissoides",NA,"M.R. Rodrigues/2018","L. Kollmann; A.P.Fontana, C.N.Fraga, A.C.Lima, R.Gribel & M. Lemes","12644","2013","04","13",NA,"Brasil","Espírito Santo","Baixo Guandu","estrada de Afonso Claudio, km 22","-41.036667","-19.662222","41W2'12","19S39'44",NA,"Liana ao sol, flores brancas","MBML045745","MBML045745",NA,NA,"120","120",NA,NA,NA,NA,NA,NA,NA
"82","2017-09-14 11:45:08-03","MBML","MBML-HERBARIO","45730",NA,"Plantae",NA,NA,"Euphorbiaceae",NA,NA,NA,NA,NA,"L. Kollmann; A.P.Fontana, C.N.Fraga, A.C.Lima, R.Gribel & M. Lemes","12656","2013","04","13",NA,"Brasil","Espírito Santo","Baixo Guandu","estrada de Afonso Claudio","-41.035833","-19.6675","41W2'9","19S40'3",NA,"Erva na sombra, frutos verdes","MBML045730","MBML045730",NA,NA,"141","141",NA,NA,NA,NA,NA,NA,NA
"83","2017-09-14 11:45:15-03","MBML","MBML-HERBARIO","45734",NA,"Plantae",NA,NA,"Euphorbiaceae","Euphorbia","heterophylla","Euphorbia heterophylla",NA,"O.L.M. Silva/03-VI-2014","L. Kollmann; A.P.Fontana, C.N.Fraga, A.C.Lima, R.Gribel & M. Lemes","12641","2013","04","13",NA,"Brasil","Espírito Santo","Baixo Guandu","estrada de Afonso Claudio, km 22","-41.036667","-19.662222","41W2'12","19S39'44",NA,"Erva 50cm ao sol, frutos verdes","MBML045734","MBML045734",NA,NA,"120","120",NA,NA,NA,NA,NA,NA,NA
"84","2019-10-03 16:40:52-03","MBML","MBML-HERBARIO","54174",NA,"Plantae",NA,NA,"Euphorbiaceae","Euphorbia","heterophylla","Euphorbia heterophylla",NA,"J. Külkamp/01-08-2019","J. Külkamp; C.N. Fraga, P.M.L.A. Santos & P.H.A. Figueiredo","961","2019","07","17",NA,"Brasil","Espírito Santo","Baixo Guandu","1 km após o início do Rio Mutum Preto. Margem da estrada no início da estrada que sobe para o Alto Mutum Preto","-40.890278","-19.491944","40W53'25","19S29'31",NA,"Altura 80cm. Habitat: Floresta Estacional, margem de riacho com vegetação aberta. Hábito/Forma de vida: Erva ereta, látex abundante, ciátios verde","MBML054174","MBML054174",NA,NA,"90","90",NA,NA,NA,NA,NA,NA,NA
"85","2019-10-03 16:40:52-03","MBML","MBML-HERBARIO","54173",NA,"Plantae",NA,NA,"Euphorbiaceae","Euphorbia","hyssopifolia","Euphorbia hyssopifolia",NA,"J. Külkamp/01-08-2019","J. Külkamp; C.N. Fraga, P.M.L.A. Santos & P.H.A. Figueiredo","960","2019","07","17",NA,"Brasil","Espírito Santo","Baixo Guandu","1 km após o início do Rio Mutum Preto. Margem da estrada no início da estrada que sobe para o Alto Mutum Preto","-40.890278","-19.491944","40W53'25","19S29'31",NA,"Altura 40cm. Habitat: Floresta Estacional, margem de riacho com vegetação aberta. Hábito/Forma de vida: Erva ereta, caule avermelhado, látex abundante, ciátios verde","MBML054173","MBML054173",NA,NA,"90","90",NA,NA,NA,NA,NA,NA,NA
"86","2019-08-05 14:35:54-03","MBML","MBML-HERBARIO","49100",NA,"Plantae",NA,NA,"Euphorbiaceae","Euphorbia","phosphorea","Euphorbia phosphorea",NA,"J. Külkamp/16-07-2019","L. Kollmann; A.P. Fontana, E. Leme e V. Leme","12963","2014","06","21",NA,"Brasil","Espírito Santo","Baixo Guandu","Pedra do Souza","-40.970556","-19.494167","40W58'14","19S29'39",NA,"Arbusto 1m rupicola ao sol.","MBML049100","MBML049100",NA,NA,"300","300",NA,NA,NA,NA,NA,NA,NA
"87","2017-09-14 11:50:57-03","MBML","MBML-HERBARIO","41825",NA,"Plantae",NA,NA,"Rubiaceae","Genipa","infundibuliformis","Genipa infundibuliformis",NA,NA,"A. M. Assis; V. Pereira","1839","2008","10","16",NA,"Brasil","Espírito Santo","Baixo Guandu","Córrego Luis frederico (acesso para Torre 5/2 - LT 230 Kv Mascarenhas x Verona)","-40.865556","-21.323056","40W51'56","21S19'23",NA,"Arvore 15 m. DAP 40 cm. Frutos verdes. Floresta Ombrofila Densa. Isolada no pasto.","MBML041825",NA,NA,NA,"260","260",NA,NA,NA,NA,NA,NA,NA
"88","2017-09-14 11:26:43-03","MBML","MBML-HERBARIO","42333",NA,"Plantae",NA,NA,"Rubiaceae","Genipa","americana","Genipa americana",NA,NA,"A. M. Assis","1868","2008","12","03",NA,"Brasil","Espírito Santo","Baixo Guandu","Estrada para Mutum Preto","-40.892","-9.318917","40W53'31,2","9S19'8,1",NA,"Arvore 10 m. DAP 20 cm. Flores amarelas. Frutos verdes. Beira de estrada. Floresta Estacional Semidecidual.","MBML042333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2017-09-14 11:51:58-03","MBML","MBML-HERBARIO","45716",NA,"Plantae",NA,NA,"Sterculiaceae","Helicteres",NA,"Helicteres",NA,NA,"L. Kollmann; A.P.Fontana, C.N.Fraga, A.C.Lima, R.Gribel & M. Lemes","12636","2013","04","13",NA,"Brasil","Espírito Santo","Baixo Guandu","estrada de Afonso Claudio, km22","-41.036667","-19.662222","41W2'12","19S39'44",NA,"Arbusto 2m, flores laranjas","MBML045716",NA,NA,NA,"120","120",NA,NA,NA,NA,NA,NA,NA
"90","2017-09-14 11:18:11-03","MBML","MBML-HERBARIO","1974",NA,"Plantae",NA,NA,"Boraginaceae","Heliotropium","monostachyum","Heliotropium monostachyum",NA,NA,"W. Boone","471","1985","05","26",NA,"Brasil","Espírito Santo","Baixo Guandu",NA,"-41.015833","-19.518889","41W0'57","19S31'8",NA,"Arbusto com flores brancas, caule com pilosidade, solo argiloso, heliófila.","MBML001974","MBML001974",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2018-08-02 09:42:15-03","MBML","MBML-HERBARIO","45740",NA,"Plantae",NA,NA,"Convolvulaceae","Ipomoea","nil","Ipomoea nil",NA,"M.R. Rodrigues/2018","L. Kollmann; A.P.Fontana, C.N.Fraga, A.C.Lima, R.Gribel & M. Lemes","12645","2013","04","13",NA,"Brasil","Espírito Santo","Baixo Guandu","estrada de Afonso Claudio, km 22","-41.036667","-19.662222","41W2'12","19S39'44",NA,"Liana ao sol, flores lilás","MBML045740","MBML045740",NA,NA,"120","120",NA,NA,NA,NA,NA,NA,NA
"92","2018-07-30 11:41:06-03","MBML","MBML-HERBARIO","45710",NA,"Plantae",NA,NA,"Convolvulaceae","Ipomoea","quamoclit","Ipomoea quamoclit",NA,NA,"L. Kollmann; A.P.Fontana, C.N.Fraga, A.C.Lima, R.Gribel & M. Lemes","12646","2013","04","13",NA,"Brasil","Espírito Santo","Baixo Guandu","estrada de Afonso Claudio, km22","-41.036667","-19.662222","41W2'12","19S39'44",NA,"Liana ao sol, flores magentas","MBML045710","MBML045710",NA,NA,"120","120",NA,NA,NA,NA,NA,NA,NA
"93","2017-09-14 11:19:35-03","MBML","MBML-HERBARIO","2391",NA,"Plantae",NA,NA,"Convolvulaceae","Jacquemontia",NA,"Jacquemontia",NA,NA,"W. Boone","473","1985","05","22",NA,"Brasil","Espírito Santo","Baixo Guandu","Estação Biológica Caixa D'Água","-41.015833","-19.518889","41W0'57","19S31'8",NA,"Planta volúvel com flores brancas, heliófila, em capoeira.","MBML002391","MBML002391",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2019-05-09 14:19:50-03","MBML","MBML-HERBARIO","49043",NA,"Plantae",NA,NA,"Leguminosae Faboideae",NA,NA,NA,NA,NA,"A. P. Fontana; R.P. Fontana, L. Kollmann, E. Leme e V. Leme","8172","2014","06","21",NA,"Brasil","Espírito Santo","Baixo Guandu","Pedra do Souza. Inselbergue as margens do rio Doce. Divisa com o municício de Aimores-MG. Floresta Estacional semidecidual com elementos de caatinga.","-40.966944","-19.489722","40W58'1","19S29'23",NA,"Arbusto, ca. 2m. Rupícola. Frutos marrons.","MBML049043","MBML049043",NA,NA,"425","425",NA,NA,NA,NA,NA,NA,NA
"95","2019-05-09 14:19:54-03","MBML","MBML-HERBARIO","47722",NA,"Plantae",NA,NA,"Leguminosae Faboideae","Lonchocarpus","violaceus","Lonchocarpus violaceus",NA,"Haroldo C. de Lima/Fev.-2014","H. C. de Lima; L.Kollmann, C.N. Fraga, M. Lemes, R. Gribel & A.P. Fontana","7619","2013","04","11",NA,"Brasil","Espírito Santo","Baixo Guandu","Estrada para Ibituba. Km 9","-41.022917","-19.582167","41W1'22,5","19S34'55,8",NA,"Árvore com 11m de altura. Tronco com casca lisa e alvacenta. DAP ca 40cm. Frutos maduros esverdeados. Frequente em floresta degradada. Material DNA","MBML047722","MBML047722",NA,NA,"186","186",NA,NA,NA,NA,NA,NA,NA
"96","2019-12-12 15:14:03-03","MBML","MBML-HERBARIO","54291",NA,"Plantae",NA,NA,"Onagraceae","Ludwigia",NA,"Ludwigia",NA,NA,"C. N. de Fraga; P.M.L.A. Santos, J. Kulkamp & P.H.A. Figueiredo","3783","2019","07","17",NA,"Brasil","Espírito Santo","Baixo Guandu","Margens do Rio Mutum, sentido Rio Doce para Alto Mutum Preto. Floresta Estacional Semidecidual","-40.890278","-19.491944","40W53'25","19S29'31",NA,"Erva em leito de rio, ca 15cm. Folhas verde avermelhadas. Flores com sépalas verde vinosas, pétalas amarelas","MBML054291",NA,NA,NA,"90","90",NA,NA,NA,NA,NA,NA,NA
"97","2019-05-09 14:19:54-03","MBML","MBML-HERBARIO","47726",NA,"Plantae",NA,NA,"Leguminosae Faboideae","Machaerium","stipitatum","Machaerium stipitatum",NA,"Haroldo C. de Lima/13-04-2013","H. C. de Lima; L.Kollmann, C.N. Fraga, M. Lemes, R. Gribel & A.P. Fontana","7625","2013","04","13",NA,"Brasil","Espírito Santo","Baixo Guandu","Ibituba, Pedra do Capixaba, vegetação sobre afloramento rochoso e área degradada na base da pedra","-41.007139","-19.693472","41W0'25,7","19S41'36,5",NA,"Árvore com 12m alt., tronco com casca escamosa, DAP ca 50cm, inflorescências levemente pêndulas, flores com cálice esverdeado e corola alvo-esverdeada. Ocasional na área degradada, no pasto e na beira da estrada. Material banco DNA","MBML047726","MBML047726",NA,NA,"150","150",NA,NA,NA,NA,NA,NA,NA
