"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","scientificName","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","class","order","specificEpithet","identifiedBy","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","individualCount","geoFlag","scientificNameAuthorship","continentOcean","typeStatus","infraspecificEpithet","preparationType"
"62","2019-11-04 10:44:49-03","UFRJ","RFA","15020","Preservedecimen","Plantae","Bromeliaceae","Dyckia","Dyckia simulans","A.P. Duarte","11233","1968","11","04","Brasil","Minas Gerais","Rio Acima","Gandarela","-43.7893981933594","-20.0874996185303",NA,NA,NA,NA,"Flores alaranjadas","RFA52160",NA,NA,NA,NA,"simulans","L.M. Versieux","2004","06","17","13827",NA,"auto","L.B.Sm.",NA,NA,NA,NA
"63","2019-11-04 10:45:12-03","UFRJ","RFA","14842","Preservedecimen","Plantae","Convolvulaceae","Evolvulus","Evolvulus alsinoides","A.P. Duarte","11169","1968","11","04","Brasil","Minas Gerais","Rio Acima","Serra de Gandarela","-43.7893981933594","-20.0874996185303",NA,NA,NA,NA,NA,"RFA39651",NA,NA,NA,NA,"alsinoides","Joaquim Falcão","1975","09","11","13827",NA,"auto","L.",NA,NA,NA,NA
"64","2019-11-04 10:43:46-03","UFRJ","RFA","14933","Preservedecimen","Plantae","Apocynaceae","Macrosiphonia","Macrosiphonia","A.P. Duarte","11186","1968","11","04","Brasil","Minas Gerais","Rio Acima","Serra do Gandarela","-43.7893981933594","-20.0874996185303",NA,NA,NA,NA,NA,"RFA36209",NA,NA,NA,NA,NA,NA,NA,NA,NA,"13827",NA,"auto",NA,NA,NA,NA,NA
"65","2019-11-04 10:45:20-03","UFRJ","RFA","14886","Preservedecimen","Plantae","Cyperaceae","Lagenocarpus","Lagenocarpus rigidus","A. P. Duarte","11173","1968","11","04","Brasil","Minas Gerais","Rio Acima","Serra do Gandarela","-43.7893981933594","-20.0874996185303",NA,NA,NA,NA,NA,"RFA51785",NA,NA,NA,NA,"rigidus","M. Alves",NA,NA,NA,"13827",NA,"auto","Nees",NA,NA,NA,NA
"66","2019-07-11 10:11:55-03","ESALQ","ESA","87046","S","Plantae","Orobanchaceae","Escobedia","Escobedia grandiflora","Souza, V.C.",NA,"2001","12",NA,"Brasil","Minas Gerais","Rio Acima",NA,"-43.7893981933594","-20.0874996185303",NA,NA,NA,NA,"Subarbusto, ca. 1,5 de alt.;corola alva;","ESA087046",NA,"Magnoliophyta",NA,NA,"grandiflora","Souza, V.C.","2001","01","01","13827",NA,"auto","(L.f.) Kuntze",NA,NA,NA,NA
"67","2019-02-22 15:16:10-03","ESALQ","ESA","100852","S","Plantae","Eriocaulaceae","Paepalanthus","Paepalanthus","Paula-Souza, J.","11165","1968","11","04","Brasil","Minas Gerais","Rio Acima",NA,"-43.7893981933594","-20.0874996185303",NA,NA,NA,NA,NA,"ESA100852","ESA100852","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,"13827",NA,"auto",NA,NA,NA,NA,NA
"68","2019-07-11 10:10:21-03","ESALQ","ESA","101252","S","Plantae","Melastomataceae",NA,NA,"Duarte, A.P.","11177","1968","11","04","Brasil","Minas Gerais","Rio Acima",NA,"-43.7893981933594","-20.0874996185303",NA,NA,NA,NA,NA,"ESA101252","ESA101252","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,"13827",NA,"auto",NA,NA,NA,NA,NA
"69","2020-03-10 08:29:24-03","UFV","VIC","21556","PreservedSpecimen","Plantae","Mimosoideae","Mimosa","Mimosa calodendron","Messias, M.C.T.B.; et al.","1824","2008","02","18","Brasil","Minas Gerais","Rio Acima","Gandarela, Campo rupestre sobre canga aluminosa.","-43.7893981933594","-20.0874996185303",NA,NA,NA,NA,"Arbusto, c.a. de 2,1 metros de altura. Flores amarelas.","VIC021556","VIC021556",NA,NA,NA,"calodendron","Dutra, V.F.","2008","06","11","13827",NA,"auto","Mart. ex Benth.",NA,NA,NA,NA
"70","2020-03-10 08:29:25-03","UFV","VIC","21558","PreservedSpecimen","Plantae","Mimosoideae","Mimosa","Mimosa pogocephala","Messias, M.C.T.B.; et al.","1826","2008","02","18","Brasil","Minas Gerais","Rio Acima","Gandarela, Campo rupestre sobre canga ferrueginosa.","-43.7893981933594","-20.0874996185303",NA,NA,NA,NA,"Arbusto, c.a. de 1,1 metros de altura. Frutos imaturos verde-amarelados, com tricomas castanhos.","VIC021558","VIC021558",NA,NA,NA,"pogocephala","Dutra, V.F.","2008","04","24","13827",NA,"auto","Benth.",NA,NA,NA,NA
"71","2020-03-10 08:29:25-03","UFV","VIC","21557","PreservedSpecimen","Plantae","Mimosoideae","Mimosa","Mimosa pogocephala","Messias, M.C.T.B.; et al.","1825","2008","02","18","Brasil","Minas Gerais","Rio Acima","Gandarela, Campo rupestre sobre canga ferruginosa.","-43.7893981933594","-20.0874996185303",NA,NA,NA,NA,"Subarbusto, c.a. de 1,0 metro de altura. Flores amarelas. Frutos verde amareladas com tricomas castanho-dourados.","VIC021557","VIC021557",NA,NA,NA,"pogocephala","Dutra, V.F.","2008","04","24","13827",NA,"auto","Benth.",NA,NA,NA,NA
"72","2020-03-26 11:48:07-03","UFOPA","HSTM","9181","PreservedSpecimen","Plantae","Asteraceae",NA,NA,"Tameirão Neto, E.; Mansur, T.","4843","2010","05","07","Brasil","Minas Gerais","Rio Acima",NA,"-43.789444","-20.0875","43º47'22''W","20º5'15''S","1190","1190",NA,"HSTM009181","HSTM009181",NA,NA,NA,NA,"Tameirão Neto, E.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2020-03-26 11:48:07-03","UFOPA","HSTM","9198","PreservedSpecimen","Plantae","Asteraceae","Baccharis","Baccharis sessiliflora","Tameirão Neto, E.; Mansur, T.","4833","2010","05","07","Brasil","Minas Gerais","Rio Acima",NA,"-43.789444","-20.0875","43º47'22''W","20º5'15''S","1229","1229",NA,"HSTM009198","HSTM009198",NA,NA,NA,"sessiliflora","Tameirão Neto, E.",NA,NA,NA,NA,NA,NA,"Vahl",NA,NA,NA,NA
"74","2020-03-26 11:48:07-03","UFOPA","HSTM","9201","PreservedSpecimen","Plantae","Asteraceae","Calea","Calea graminifolia","Tameirão Neto, E.; Mansur, T.","4835","2010","05","07","Brasil","Minas Gerais","Rio Acima",NA,"-43.789444","-20.0875","43º47'22''W","20º5'15''S","1229","1229",NA,"HSTM009201","HSTM009201",NA,NA,NA,"graminifolia","Tameirão Neto, E.",NA,NA,NA,NA,NA,NA,"Sch.Bip. ex Krasch.",NA,NA,NA,NA
"75","2020-03-26 11:48:29-03","UFOPA","HSTM","9168","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","Sebastiania","Mansur, T.; Tameirão Neto, E.","74","2010","05","07","Brasil","Minas Gerais","Rio Acima",NA,"-43.789444","-20.0875","43º47'22''W","20º5'15''S","1229","1229",NA,"HSTM009168","HSTM009168",NA,NA,NA,NA,"Mansur, T.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2019-11-21 14:50:29-03","UFJF","CESJ","57492","PreservedSpecimen","Plantae","Lycopodiaceae","Phlegmariurus","Phlegmariurus reflexus","J.B. Figueiredo; E.A. Rodrigues","456","2004","05","18","Brasil","Minas Gerais","Rio Acima","RPPN de Andaime, Floresta Estacional Semidecidual, 850m. 20º09'27,7''S 43º47'39,1''W. Terrestre em barranco no bordo da mata.","-43.7893981933594","-20.0874996185303",NA,NA,NA,NA,NA,"CESJ057492","CESJ057492","Lycopodiopsida",NA,NA,"reflexus","V.A.O. Dittrich","2017","09",NA,"13827",NA,"auto","(Lam.) B. Øllg.","América do Sul",NA,NA,NA
"77","2019-11-21 14:31:52-03","UFJF","CESJ","44371","PreservedSpecimen","Plantae","Asteraceae","Hoehnephytum","Hoehnephytum trixoides","A.P. Duarte","11170","1968","11","04","Brasil","Minas Gerais","Rio Acima","Serra do Gandarela","-43.7893981933594","-20.0874996185303",NA,NA,NA,NA,"Planta de solo de canga.","CESJ044371","CESJ044371","Angiosperma",NA,NA,"trixoides","A.M. Teles","2007","04","12","13827",NA,"auto","(Gardner) Cabrera","América do Sul",NA,NA,NA
"78","2020-02-10 17:53:51-03","UNICAMP","UEC","201904","S","Plantae","Melastomataceae","Cambessedesia","Cambessedesia hilariana","Versiane, AFA; Castello, ACD","675","2018","04","24","Brazil","Minas Gerais","Rio Acima","PARNA Serra da Gandarela","-43.69075","-20.087167","-43.69075","-20.087167","1588","1588","Subarbusto, ca. 15 cm alt. Hipanto sépalas vedes; flores com pétalas alva ou alaranjada, cam base amarela, todos os estames amarelos. No Mirante, solo pedregoso.; Campo rupestre, solo sobre canga","UEC182848","UEC182848","Magnoliopsida",NA,NA,"hilariana",NA,NA,NA,NA,NA,NA,NA,"(Kunth) A.DC.",NA,NA,NA,NA
"79","2019-11-14 11:31:01-03","UNICAMP","UEC","201902","S","Plantae","Rubiaceae","Declieuxia","Declieuxia","Versiane, AFA; Castello, ACD","678","2018","04","24","Brazil","Minas Gerais","Rio Acima","PARNA Serra da Gandarela","-43.688611","-20.092639","-43.688611","-20.092639","1523","1523","Subarbusto, ca. 0.5 m alt. Cálice, corola e estames roxos. Botões florais roxos. Ramos roxos no ápice, restante verde. Campo limpo.; Campo rupestre, solo sobre canga","UEC182850","UEC182850","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2020-02-10 17:54:01-03","UNICAMP","UEC","202489","S","Plantae","Melastomataceae","Lavoisiera","Lavoisiera alba","Versiane, AFA; Castello, ACD","680","2018","04","24","Brazil","Minas Gerais","Rio Acima","PARNA Serra da Gandarela","-43.689167","-20.092639","-43.689167","-20.092639","1523","1523","Arbusto, ca. 1 m alt. Hipanto e sépalas verdes; flores com pétalas alvas, estames com anteras amarelas.; Campo rupestre, solo sobre canga","UEC182847","UEC182847","Magnoliopsida",NA,NA,"alba",NA,NA,NA,NA,NA,NA,NA,"A.DC.",NA,NA,NA,NA
"81","2020-02-10 17:54:59-03","UNICAMP","UEC","202492","S","Plantae","Melastomataceae","Microlicia","Microlicia crenulata","Versiane, AFA; Castello, ACD","676","2018","04","24","Brazil","Minas Gerais","Rio Acima","PARNA Serra da Gandarela","-43.69075","-20.087167","-43.69075","-20.087167","1588","1588","Subarbusto, ca. 0.7 m alt. Hipanto e sépalas verde-arroxeados; flores com pétalas róseas, estames maiores róseos, menores amarelos. No Mirante, solo pedregoso.; Campo rupestre, solo sobre canga","UEC182839","UEC182839","Magnoliopsida",NA,NA,"crenulata",NA,NA,NA,NA,NA,NA,NA,"(A.DC.) Mart.",NA,NA,NA,NA
"82","2020-02-10 17:54:59-03","UNICAMP","UEC","202491","S","Plantae","Melastomataceae","Microlicia","Microlicia isophylla","Versiane, AFA; Castello, ACD","683","2018","04","24","Brazil","Minas Gerais","Rio Acima","PARNA Serra da Gandarela","-43.69","-20.092639","-43.69","-20.092639","1523","1523","Arbusto, ca. 0.5 m alt. Hipanto e sépalas verdes; flores com pétalas róseas, estamens maiores com anteras róseas, menores amarelas. Campo limpo.; Campo rupestre, solo sobre canga","UEC182836","UEC182836","Magnoliopsida",NA,NA,"isophylla",NA,NA,NA,NA,NA,NA,NA,"A.DC.",NA,NA,NA,NA
"83","2020-02-10 17:54:59-03","UNICAMP","UEC","202493","S","Plantae","Melastomataceae","Microlicia","Microlicia isophylla","Versiane, AFA; Castello, ACD","684","2018","04","24","Brazil","Minas Gerais","Rio Acima","PARNA Serra da Gandarela","-43.690278","-20.092639","-43.690278","-20.092639","1523","1523","Arbusto, ca. 0.7 m alt. Hipanto e sépalas verdes; flores com corola róseas, estamens maiores com anteras róseas, menores amarelas. Campo limpo.; Campo rupestre, solo sobre canga","UEC182843","UEC182843","Magnoliopsida",NA,NA,"isophylla",NA,NA,NA,NA,NA,NA,NA,"A.DC.",NA,NA,NA,NA
"84","2019-11-14 11:31:00-03","UNICAMP","UEC","202490","S","Plantae","Melastomataceae","Microlicia","Microlicia serpyllifolia","Versiane, AFA; Castello, ACD","679","2018","04","24","Brazil","Minas Gerais","Rio Acima","PARNA Serra da Gandarela","-43.688889","-20.092639","-43.688889","-20.092639","1523","1523","Arbusto, ca; 0.5 m alt. Hipanto e sépalas verdes. Flores com pétalas róseas, anteras maiores róseas, menores amarelas. Campo limpo.; Campo rupestre, solo sobre canga","UEC182838","UEC182838","Magnoliopsida",NA,NA,"serpyllifolia",NA,NA,NA,NA,NA,NA,NA,"D.Don",NA,NA,NA,NA
"85","2019-11-14 11:31:00-03","UNICAMP","UEC","202495","S","Plantae","Melastomataceae","Microlicia","Microlicia tomentella","Versiane, AFA; Castello, ACD","672","2018","04","24","Brazil","Minas Gerais","Rio Acima","PARNA Serra da Gandarela","-43.730056","-20.103472","-43.730056","-20.103472","1148","1148","Subarbusto, ca. 0.6 m alt. Hipanto e sépalas verdes, estames maiores com anteras róseas, menores amarelas. Beira da estrada.; Campo rupestre, solo sobre canga","UEC182845","UEC182845","Magnoliopsida",NA,NA,"tomentella",NA,NA,NA,NA,NA,NA,NA,"Naudin",NA,NA,NA,NA
"86","2019-08-20 10:23:04-03","UNICAMP","UEC","205707","S","Plantae","Plantaginaceae","Stemodia","Stemodia microphylla","Ferreira Junior, CA; et al.","1593","2016","01","06","Brazil","Minas Gerais","Rio Acima","Ponte sore Rio das Velhas","-47.583333","-20.138139","-47.583333","-20.138139",NA,NA,"Herbáceo, rastejante.; Mata Atlântica","UEC164235","UEC164235","Magnoliopsida",NA,NA,"microphylla","Scatigna, AV","2019","06","28",NA,NA,NA,"Schmidt.",NA,NA,NA,NA
"87","2020-02-10 17:55:28-03","UNICAMP","UEC","201901","S","Plantae","Melastomataceae","Trembleya","Trembleya laniflora","Versiane, AFA; Castello, ACD","674","2018","04","24","Brazil","Minas Gerais","Rio Acima","PARNA Serra da Gandarela","-43.686361","-20.095417","-43.686361","-20.095417","1458","1458","Arbusto, ca. 1.7 m alt. Hipanto e sépalas com indumento alvo, flores com pétalas alvas, estames maiores vináceos, menores amarelas. Beira de estrada, solo pedregoso.; Campo rupestre, solo sobre canga","UEC182846","UEC182846","Magnoliopsida",NA,NA,"laniflora",NA,NA,NA,NA,NA,NA,NA,"(G.Don) Cogn.",NA,NA,NA,NA
"88","2020-02-10 17:55:28-03","UNICAMP","UEC","202488","S","Plantae","Melastomataceae","Trembleya","Trembleya phlogiformis","Versiane, AFA; Castello, ACD","681","2018","04","24","Brazil","Minas Gerais","Rio Acima","PARNA Serra da Gandarela","-43.689444","-20.092639","-43.689444","-20.092639","1523","1523","Arbusto, ca. 0.4 m alt. Hipanto e sépalas verdes, corola rósea, estames maiores com anteras róseas, menores amarelas. Campo limpo.; Campo rupestre, solo sobre canga","UEC182840","UEC182840","Magnoliopsida",NA,NA,"phlogiformis",NA,NA,NA,NA,NA,NA,NA,"A.DC.",NA,NA,NA,NA
"89","2019-11-14 11:31:01-03","UNICAMP","UEC","201903","S","Plantae","Melastomataceae","Trembleya","Trembleya purpurascens","Versiane, AFA; Castello, ACD","673","2018","04","24","Brazil","Minas Gerais","Rio Acima","PARNA Serra da Gandarela","-43.815889","-20.103889","-43.815889","-20.103889","1151","1151","Arbusto, ca. 1.3 m alt. Hipanto e sépalas verde-avermelhadas; flores com pétalas róseas, estames maiores vináceos, menores amarelos.; Campo rupestre, solo sobre canga","UEC182844","UEC182844","Magnoliopsida",NA,NA,"purpurascens",NA,NA,NA,NA,NA,NA,NA,"Fidanza & A.B.Martins",NA,NA,NA,NA
"90","2020-02-10 17:55:28-03","UNICAMP","UEC","202494","S","Plantae","Melastomataceae","Trembleya","Trembleya rosmarinoides","Versiane, AFA; Castello, ACD","677","2018","04","24","Brazil","Minas Gerais","Rio Acima","PARNA Serra da Gandarela","-43.680806","-20.095278","-43.680806","-20.095278","1609","1609","Subarbusto, ca. 0.5 m alt. Hipanto e sépalas verdes. Flores com pétalas, estames e estilete amarelos, às vezes anteras com amarelo mais escuro que os filetes. Frutos marrons. Solo pedrogoso.; Campo rupestre, solo sobre canga","UEC182841","UEC182841","Magnoliopsida",NA,NA,"rosmarinoides",NA,NA,NA,NA,NA,NA,NA,"A.DC.",NA,NA,NA,NA
"91","2019-11-14 11:31:01-03","UNICAMP","UEC","202487","S","Plantae","Melastomataceae","Trembleya","Trembleya tridentata","Versiane, AFA; Castello, ACD","682","2018","04","24","Brazil","Minas Gerais","Rio Acima","PARNA Serra da Gandarela","-43.689722","-20.092639","-43.689722","-20.092639","1523","1523","Arbusto, ca. 1 m alt. Frutos marrons.; Campo rupestre, solo sobre canga","UEC182842","UEC182842","Magnoliopsida",NA,NA,"tridentata",NA,NA,NA,NA,NA,NA,NA,"Naudin",NA,NA,NA,NA
"92","2019-08-20 10:28:26-03","UNICAMP","UEC","174829","S","Plantae","Vochysiaceae","Vochysia","Vochysia tucanorum","Vasconcelos, MF","s. n.","1997","12","14","Brazil","Minas Gerais","Rio Acima",NA,"-43.7893981933594","-20.0874996185303",NA,NA,NA,NA,"Arbóreo.; Borda de mata.","UEC030440","UEC030440","Magnoliopsida",NA,NA,"tucanorum","Barbosa, AR","1998","08",NA,"13827",NA,"auto","Mart.",NA,NA,NA,NA
"93","2019-08-20 10:06:00-03","UNICAMP","UEC","74768","S","Plantae","Asteraceae","Lychnophora","Lychnophora pinaster","Mendonça Filho, CV","13419","1988","06","28","Brazil","Minas Gerais","Rio Acima","Abundante em determinado ponto da estrada, na região de exploração Mineral da MBR.","-43.7893981933594","-20.0874996185303",NA,NA,NA,NA,"Nome vulgar : Arnica;&nf;Arbusto.","UEC050466","UEC050466","Magnoliopsida",NA,NA,"pinaster","Semir, J; Monge, M","2012","05",NA,"13827",NA,"auto","Mart.",NA,NA,NA,NA
"94","2019-11-08 09:23:26-03","UNICAMP","UEC","161401","S","Plantae","Gesneriaceae","Anetanthus","Anetanthus gracilis","Ferreira Junior, CA; Ordones, J","1587","2015","11","25","Brazil","Minas Gerais","Rio Acima","Rio Acima/MG Referência:Ponte sobre Rio das Velhas.","-43.7893981933594","-20.0874996185303",NA,NA,NA,NA,"Herbáceo.Erva de 3 a 5 cm.lores brancas crescendo em barranco.; Mata Atlântica.","UEC069091","UEC069091","Magnoliopsida",NA,NA,"gracilis","Scatigna, AV","2019","06","28","13827",NA,"auto","Hiern",NA,NA,NA,NA
"95","2019-11-06 09:57:30-03","UFOP","OUPR",NA,"PreservedSpecimen","Plantae","Rubiaceae","Psychotria","Psychotria carthagenensis","Badini, J.","s.n.","1938",NA,NA,"Brasil","Minas Gerais","Rio Acima",NA,"-43.7893981933594","-20.0874996185303",NA,NA,NA,NA,"Arbusto, flores brancas. Mata.",NA,NA,NA,NA,NA,"carthagenensis",NA,NA,NA,NA,"13827",NA,"auto","Jacq.",NA,NA,NA,NA
"96","2019-11-06 09:56:02-03","UFOP","OUPR","18198","PreservedSpecimen","Plantae","Lauraceae","Ocotea","Ocotea calliscypha","Badini, J.","s.n.","1974","10","13","Brasil","Minas Gerais","Rio Acima",NA,"-43.7893981933594","-20.0874996185303",NA,NA,NA,NA,"Árvore. Flores pálidas. Mata.",NA,NA,NA,NA,NA,"calliscypha","Assis, L.C.S.; Silva, C.C.A.","2018","02",NA,"13827",NA,"auto","L.C.S.Assis & Mello-Silva",NA,NA,NA,NA
"97","2019-11-06 09:55:35-03","UFOP","OUPR","21103","PreservedSpecimen","Plantae","Fabaceae","Mimosa","Mimosa","Messias, M.C.T.B.; Ribeiro, A.G.","1826","2008","02","18","Brasil","Minas Gerais","Rio Acima",NA,"-43.7893981933594","-20.0874996185303",NA,NA,NA,NA,"Campo rupestre. Subarbusto. Em frutos imaduros verdes com tricomas castanhos.",NA,NA,NA,NA,NA,NA,"Messias, M.C.T.B.",NA,NA,NA,"13827",NA,"auto","L.",NA,NA,NA,NA
"98","2019-11-06 09:55:35-03","UFOP","OUPR","21102","PreservedSpecimen","Plantae","Fabaceae","Mimosa","Mimosa","Messias, M.C.T.B.; Ribeiro, A.G.","1825","2008","02","18","Brasil","Minas Gerais","Rio Acima",NA,"-43.7893981933594","-20.0874996185303",NA,NA,NA,NA,"Campo rupestre. Subarbusto. Flores amarelas. Fruto verde com tricomas",NA,NA,NA,NA,NA,NA,"Messias, M.C.T.B.",NA,NA,NA,"13827",NA,"auto","L.",NA,NA,NA,NA
"99","2019-11-06 09:57:30-03","UFOP","OUPR",NA,"PreservedSpecimen","Plantae","Rubiaceae","Psychotria","Psychotria stachyoides","Badini, J.","s.n.","1938",NA,NA,"Brasil","Minas Gerais","Rio Acima",NA,"-43.7893981933594","-20.0874996185303",NA,NA,NA,NA,"Arbusto, flores brancas. Mata.",NA,NA,NA,NA,NA,"stachyoides",NA,NA,NA,NA,"13827",NA,"auto","Benth.",NA,NA,NA,NA
"100","2019-11-06 09:57:20-03","UFOP","OUPR","11912","PreservedSpecimen","Plantae","Pteridaceae","Pteris","Pteris splendens","Badini, J.; Lisboa, F.","s.n.","1937",NA,NA,"Brasil","Minas Gerais","Rio Acima",NA,"-43.7893981933594","-20.0874996185303",NA,NA,NA,NA,"Erva. Terreno sombreado",NA,NA,NA,NA,NA,"splendens",NA,NA,NA,NA,"13827",NA,"auto","Kaulf.",NA,NA,NA,NA
"101","2019-11-06 09:57:26-03","UFOP","OUPR",NA,"PreservedSpecimen","Plantae","Rubiaceae","Faramea","Faramea involucellata","Badini, J.","s.n.","1938",NA,NA,"Brasil","Minas Gerais","Rio Acima",NA,"-43.7893981933594","-20.0874996185303",NA,NA,NA,NA,"Arbusto, flores brancas. Mata.",NA,NA,NA,NA,NA,"involucellata",NA,NA,NA,NA,"13827",NA,"auto","(Nees & Mart.) DC.",NA,NA,NA,NA
"102","2019-11-06 09:55:21-03","UFOP","OUPR","9846","PreservedSpecimen","Plantae","Fabaceae","Bauhinia","Bauhinia forficata","Badini, J.","s.n.","1940",NA,NA,"Brasil","Minas Gerais","Rio Acima",NA,"-43.7893981933594","-20.0874996185303",NA,NA,NA,NA,"Árvores. Flores brancas",NA,NA,NA,NA,NA,"forficata","Badini, J.","1940",NA,NA,"13827",NA,"auto","Link.",NA,NA,NA,NA
"103","2019-11-06 09:57:19-03","UFOP","OUPR","11923","PreservedSpecimen","Plantae","Pteridaceae","Pteris","Pteris altissima","Badini, J.; Costa, P.L.","s.n.","1937",NA,NA,"Brasil","Minas Gerais","Rio Acima",NA,"-43.7893981933594","-20.0874996185303",NA,NA,NA,NA,"Erva. Terreno úmido",NA,NA,NA,NA,NA,"altissima",NA,NA,NA,NA,"13827",NA,"auto","Poir.",NA,NA,NA,NA
"104","2019-11-06 09:57:17-03","UFOP","OUPR","7170","PreservedSpecimen","Plantae","Pteridaceae","Adiantopsis","Adiantopsis radiata","Badini, J.; Costa, I.L.","s.n.","1937",NA,NA,"Brasil","Minas Gerais","Rio Acima",NA,"-43.7893981933594","-20.0874996185303",NA,NA,NA,NA,"Erva. Lugar úmido e sombreado",NA,NA,NA,NA,NA,"radiata","Prado, J.","1999","10","14","13827",NA,"auto","(L.) Fée",NA,NA,NA,NA
"105","2019-11-05 16:46:34-03","UFOP","OUPR","2484","PreservedSpecimen","Plantae","Campanulaceae","Centropogon","Centropogon surinamensis","Badini, J.","s.n.",NA,NA,NA,"Brasil","Minas Gerais","Rio Acima",NA,"-43.7893981933594","-20.0874996185303",NA,NA,NA,NA,"Subarbusto, flores róseo-purpureas. Mata",NA,NA,NA,NA,NA,"surinamensis","Badini, J.","1943","04","04","13827",NA,"auto","(L.) C.Presl",NA,NA,NA,NA
"106","2019-11-06 09:57:49-03","UFOP","OUPR","12059","PreservedSpecimen","Plantae","Thelypteridaceae","Meniscium","Meniscium longifolium","Badini, J.; Lisboa, R.","s.n.","1937",NA,NA,"Brasil","Minas Gerais","Rio Acima",NA,"-43.7893981933594","-20.0874996185303",NA,NA,NA,NA,"Erva. Terreno úmido",NA,NA,NA,NA,NA,"longifolium",NA,NA,NA,NA,"13827",NA,"auto","Desv.",NA,NA,NA,NA
"107","2020-03-12 10:29:06-03","UFOP","OUPR","10155","PreservedSpecimen","Plantae","Dryopteridaceae","Elaphoglossum","Elaphoglossum decoratum","Badini, J.","s.n.","1936",NA,NA,"Brasil","Minas Gerais","Rio Acima",NA,"-43.7893981933594","-20.0874996185303",NA,NA,NA,NA,"Herva. Sobre arvores. Ex Herbario da Escola de Farmacia Ouro Preto No. 5166.",NA,NA,NA,NA,NA,"decoratum","Matos, F.B.","2019","12","02","13827",NA,"auto","(Kunze) T.Moore",NA,NA,NA,NA
"108","2019-11-05 16:43:25-03","UFOP","OUPR","31199","PreservedSpecimen","Plantae","Aspleniaceae","Asplenium","Asplenium badinii","Badini, J.","s.n.","1972","09",NA,"Brasil","Minas Gerais","Rio Acima",NA,"-43.7893981933594","-20.0874996185303",NA,NA,NA,NA,"Erva, sobre itacolomito dentro da mata. Ex Herb. Escola de Farmácia de Ouro Preto n. 21430",NA,NA,NA,NA,NA,"badinii","Sylvestre, L.S.","2008",NA,NA,"13827",NA,"auto","Sylvestre & P.G.Windisch",NA,"Paratype",NA,NA
"109","2019-11-06 09:56:05-03","UFOP","OUPR","10889","PreservedSpecimen","Plantae","Lomariopsidaceae","Lomariopsis","Lomariopsis marginata","Badini, J.","s.n.","1936",NA,NA,"Brasil","Minas Gerais","Rio Acima",NA,"-43.7893981933594","-20.0874996185303",NA,NA,NA,NA,"Trepadeira. Sobre árvores.",NA,NA,NA,NA,NA,"marginata","Viveiros, R.S.","2009","05","29","13827",NA,"auto","(Schrad.) Kuhn",NA,NA,NA,NA
"110","2019-11-05 16:42:52-03","UFOP","OUPR","11988","PreservedSpecimen","Plantae","Anemiaceae","Anemia","Anemia phyllitidis","Badini, J.","s.n.","1972",NA,NA,"Brasil","Minas Gerais","Rio Acima",NA,"-43.7893981933594","-20.0874996185303",NA,NA,NA,NA,"Erva. Mata",NA,NA,NA,NA,NA,"phyllitidis","Jascone, C.E.","2005","06","07","13827",NA,"auto","(L.) Sw.",NA,NA,NA,NA
