"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","preparationType","occurrenceRemarks","barcode","imagecode","infraspecificEpithet","yearIdentified","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","minimumElevationInMeters","maximumElevationInMeters","typeStatus","individualCount","class","relatedCatalogItem"
"47","2019-07-11 08:55:31-03","ESALQ","ESA","101714","S","Plantae","Magnoliophyta",NA,"Myrtaceae","Myrcia","splendens","Myrcia splendens",NA,"Fernandes, T.M.","França, G.S.","590","2004","07","06",NA,"Brasil","Minas Gerais","Dionísio",NA,"-42.7766990661621","-19.8428001403809",NA,NA,NA,NA,"ESA101714","ESA101714",NA,"2011","31394","auto",NA,NA,NA,NA,NA,NA,NA,NA
"48","2019-02-22 15:28:24-03","ESALQ","ESA","101719","S","Plantae","Magnoliophyta",NA,"Primulaceae","Mysine","coriaceae","Mysine coriaceae",NA,"França, G.S.","França, G.S.","588","2004","09","06",NA,"Brasil","Minas Gerais","Dionísio",NA,"-42.7766990661621","-19.8428001403809",NA,NA,NA,NA,"ESA101719","ESA101719",NA,NA,"31394","auto",NA,NA,NA,NA,NA,NA,NA,NA
"49","2019-07-11 10:03:42-03","ESALQ","ESA","142803","S","Plantae",NA,NA,"Myrtaceae","Psidium","oblongatum","Psidium oblongatum","O.Berg","Tuler, A.C.","França, G.S.","598","2004","07","06",NA,"Brasil","Minas Gerais","Dionísio",NA,"-42.7766990661621","-19.8428001403809",NA,NA,NA,NA,"ESA142803",NA,NA,"2018","31394","auto","08","06",NA,NA,NA,NA,NA,NA
"50","2019-02-22 15:21:08-03","ESALQ","ESA","56171","S","Plantae","Magnoliophyta",NA,"Lauraceae","Ocotea","velutina","Ocotea velutina","(Nees) Rohwer","França, G.S.","França, G.S.","592","2004","07","06",NA,"Brasil","Minas Gerais","Dionísio",NA,"-42.7766990661621","-19.8428001403809",NA,NA,NA,NA,"ESA056171",NA,NA,NA,"31394","auto",NA,NA,NA,NA,NA,NA,NA,NA
"51","2019-07-11 08:52:00-03","ESALQ","ESA","44899","S","Plantae","Magnoliophyta",NA,"Fabaceae","Aeschynomene","sensitiva","Aeschynomene sensitiva","Sw.","Antunes, L.C.C.","Campos, W.G.","42","1986","02","07",NA,"Brasil","Minas Gerais","Dionísio",NA,"-42.7766990661621","-19.8428001403809",NA,NA,NA,NA,"ESA044899","ESA044899",NA,"2017","31394","auto","03","16",NA,NA,NA,NA,NA,NA
"52","2019-07-11 08:52:27-03","ESALQ","ESA","101244","S","Plantae","Magnoliophyta",NA,"Fabaceae","Inga","capitata","Inga capitata",NA,"França, G.S.","França, G.S.","591","2004","07","06",NA,"Brasil","Minas Gerais","Dionísio",NA,"-42.7766990661621","-19.8428001403809",NA,NA,NA,NA,"ESA101244","ESA101244",NA,NA,"31394","auto",NA,NA,NA,NA,NA,NA,NA,NA
"53","2020-03-10 08:27:25-03","UFV","VIC","33353","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Adenocalymma","subsessilifolium","Adenocalymma subsessilifolium","DC.","Valente, G.E.","Valente, G.E.; et al.","2617","2009","05","13",NA,"Brasil","Minas Gerais","Dionísio","Acelor Mittal Florestas Ltda, Mata da Mumbaça (Mata Estacional Semidecidual), próximo ao Parque Estadual do Rio Doce.","-42.521472","-19.805472","-42.521472","-19.805472",NA,"Planta com c.a. de 7,0 metros de altura, em sub-bosque. Com fruto pardacento lenticelado. Parcela 14 - 234; CAP 11,5.","VIC033353","VIC033353 VIC033353_1",NA,"2009",NA,NA,"05","13",NA,NA,NA,NA,NA,NA
"54","2020-03-10 08:29:52-03","UFV","VIC","33531","PreservedSpecimen","Plantae",NA,NA,"Papilionoideae","Andira","fraxinifolia","Andira fraxinifolia","Benth.","Ribeiro, R.D.","Valente, G.E.; et al.","2632","2009","05","13",NA,"Brasil","Minas Gerais","Dionísio","Acelor Mittal Florestas Ltda, Baixa Verde. Mata da Mumbaça (Mata Estacional Semidecidual). Próximo ao Parque Estadual do Rio Doce.","-42.521472","-19.805472","-42.521472","-19.805472",NA,"Planta com c.a. de 6,0 metros de altura, em sub-bosque, com frutos verdes. Parcela 47 - 950. CAP: 11.","VIC033531","VIC033531",NA,"2010",NA,NA,"05","28",NA,NA,NA,NA,NA,NA
"55","2020-03-10 08:26:46-03","UFV","VIC","33331","PreservedSpecimen","Plantae",NA,NA,"Annonaceae",NA,NA,NA,NA,NA,"Valente, G.E.; et al.","2614","2009","05","13",NA,"Brasil","Minas Gerais","Dionísio","Acelor Mittal Florestas Ltda, Mata da Mumbaça (Mata Estacional Seidecidual). Próximo ao Parque Estadual do Rio Doce.","-42.521472","-19.805472","-42.521472","-19.805472",NA,"Planta com c.a. de 22 metros de altura. Em botão floral. Parcela 60 - 1245, CAP 54,2.","VIC033331","VIC033331",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2020-03-10 08:26:46-03","UFV","VIC","33332","PreservedSpecimen","Plantae",NA,NA,"Annonaceae",NA,NA,NA,NA,NA,"Valente, G.E.; et al.","2615","2009","05","13",NA,"Brasil","Minas Gerais","Dionísio","Acelor Mittal Florestas Ltda, Mata da Mumbaça (Mata Estacional Seidecidual). Próximo ao Parque Estadual do Rio Doce.","-42.521472","-19.805472","-42.521472","-19.805472",NA,"Planta com c.a. de 20 metros de altura. Em botão floral. Parcela 33 - 616. CAP 35,7.","VIC033332","VIC033332 VIC033332_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2020-03-10 08:26:46-03","UFV","VIC","33333","PreservedSpecimen","Plantae",NA,NA,"Annonaceae",NA,NA,NA,NA,NA,"Valente, G.E.; et al.","2616","2009","05","13",NA,"Brasil","Minas Gerais","Dionísio","Acelor Mittal Florestas Ltda, Mata da Mumbaça (Mata Estacional Seidecidual). Próximo ao Parque Estadual do Rio Doce.","-42.521472","-19.805472","-42.521472","-19.805472",NA,"Planta com c.a. de 18 metros de altura, em botão floral.","VIC033333","VIC033333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2020-03-10 08:28:50-03","UFV","VIC","043718","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Diplusodon",NA,"Diplusodon",NA,NA,NA,"s.n.","2001",NA,NA,NA,"Brasil","Minas Gerais","CaF- Dionísio","Margem do Rio Doce",NA,NA,NA,NA,NA,NA,"VIC043718","VIC043718",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2020-03-10 08:26:48-03","UFV","VIC","33330","PreservedSpecimen","Plantae",NA,NA,"Annonaceae","Duguetia",NA,"Duguetia",NA,NA,"Valente, G.E.; et al.","2613","2009","05","13",NA,"Brasil","Minas Gerais","Dionísio","Acelor Mittal Florestas Ltda, Mata da Mumbaça (Mata Estacional Seidecidual). Próximo ao Parque Estadual do Rio Doce.","-42.521472","-19.805472","-42.521472","-19.805472",NA,"Planta com c.a. de 8,0 metros de altura. Em botão floral e fruto muito jovem. Parcela 54 - 1124. CAP 18.","VIC033330","VIC033330",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2020-03-10 08:26:48-03","UFV","VIC","33328","PreservedSpecimen","Plantae",NA,NA,"Annonaceae","Guatteria",NA,"Guatteria",NA,NA,"Valente, G.E.; et al.","2611","2009","05","13",NA,"Brasil","Minas Gerais","Dionísio","Acelor Mittal Florestas Ltda, Mata da Mumbaça (Mata Estacional Seidecidual). Próximo ao Parque Estadual do Rio Doce.","-42.521472","-19.805472","-42.521472","-19.805472",NA,"Planta com c.a. de 6,0 metros de altura, em sub-bosque. Com frutos verdes.","VIC033328","VIC033328",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2020-03-10 08:26:48-03","UFV","VIC","33329","PreservedSpecimen","Plantae",NA,NA,"Annonaceae","Guatteria",NA,"Guatteria",NA,NA,"Valente, G.E.; et al.","2612","2009","05","13",NA,"Brasil","Minas Gerais","Dionísio","Acelor Mittal Florestas Ltda, Mata da Mumbaça (Mata Estacional Seidecidual). Próximo ao Parque Estadual do Rio Doce.","-42.521472","-19.805472","-42.521472","-19.805472",NA,"Planta com c.a. de 7,0 metros de altura, em sub-bosque. Com frutos verdes. Parcela 51 - 1191, CAP 12,4.","VIC033329","VIC033329",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2020-03-10 08:28:43-03","UFV","VIC","043719","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Nectandra",NA,"Nectandra",NA,NA,NA,"s.n.","2001",NA,NA,NA,"Brasil","Minas Gerais","CaF- Dionísio","Margem do Rio Doce",NA,NA,NA,NA,NA,NA,"VIC043719","VIC043719",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2020-03-10 08:28:31-03","UFV","VIC","33453","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Pera",NA,"Pera",NA,NA,"Valente, G.E.; et al.","2619","2009","05","13",NA,"Brasil","Minas Gerais","Dionísio","Acelor Mittal Florestas Ltda, Baixa Verde. Mata da Mumbaça (Mata Estacional Semidecidual). Próximo ao Parque Estadual do Rio Doce (PERD).","-42.521472","-19.805472","-42.521472","-19.805472",NA,"Planta com c.a. de 20 metros de altura; fruto pardacento. Parcela 3. CAP 31.","VIC033453","VIC033453",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2020-03-10 08:28:31-03","UFV","VIC","33454","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Pera",NA,"Pera",NA,NA,"Valente, G.E.; et al.","2620","2009","05","13",NA,"Brasil","Minas Gerais","Dionísio","Acelor Mittal Florestas Ltda, Baixa Verde. Mata da Mumbaça (Mata Estacional Semidecidual). Próximo ao Parque Estadual do Rio Doce (PERD).","-42.521472","-19.805472","-42.521472","-19.805472",NA,"Planta com c.a. de 10 metros de altura; fruto pardacento. Parcela 79. CAP 25,1.","VIC033454","VIC033454",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2020-03-10 08:30:38-03","UFV","VIC","33743","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Psychotria","maregravii","Psychotria maregravii","(A. St-Hil.) Spreng.","Gilmar E. Valente","Gilmar E. Valente.; Flávia Monteiro Coelho Ferreira; João Carlos Amado; Márcio Edinei de Assis.","2650","2009",NA,NA,NA,"Brasil","Minas Gerais","Dionísio","Acelor Mittal Florestas Ltda;, Regional Dionísio/Baixa verde; Mata da Mumbaça (Mata Estacional Semidecidual) Próximo ao Parque Estadual do rio Doce.","-42","-19","-42","-19",NA,"Planta com cerca de 2,0 m, em borda de lagoa. Inflorescência vermelha com botões florais lilases.; Planta com cerca de 2,0 m, em borda de lagoa. Inflorescência vermelha com botões florais lilases.","VIC033743","VIC033743",NA,"2009",NA,NA,"05","13","265","265",NA,NA,NA,NA
"66","2020-03-10 08:30:38-03","UFV","VIC","33744","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Psychotria","maregravii","Psychotria maregravii","(A. St-Hil.) Spreng.","Gilmar E. Valente","Gilmar E. Valente.; Flávia Monteiro Coelho Ferreira; João Carlos Amado; Márcio Edinei de Assis.","2649","2009",NA,NA,NA,"Brasil","Minas Gerais","Dionísio","Acelor Mittal Florestas Ltda;, Regional Dionísio/Baixa verde; Mata da Mumbaça (Mata Estacional Semidecidual) Próximo ao Parque Estadual do rio Doce.","-42","-19","-42","-19",NA,"Planta coletada em sub-bosque. Inflorescência vermelha com frutos verdes negros quando maduros e botões florais lilalses; Planta coletada em sub-bosque. Inflorescência vermelha com frutos verdes negros quando maduros e botões florais l","VIC033744","VIC033744",NA,"2009",NA,NA,"05","13","265","265",NA,NA,NA,NA
"67","2020-03-10 08:26:31-03","UFV","VIC","043725","PreservedSpecimen","Plantae",NA,NA,NA,NA,NA,NA,NA,NA,"Barreto, R.W.","s.n.","2001","02","15",NA,"Brasil","Minas Gerais","Dionisio",NA,"-42.7766990661621","-19.8428001403809",NA,NA,NA,"Planta semelhante antiga.","VIC043725","VIC043725 VIC043725_1",NA,NA,"31394","auto",NA,NA,NA,NA,NA,NA,NA,NA
"68","2020-03-10 08:28:50-03","UFV","VIC","43723","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Cuphea","sanguinale","Cuphea sanguinale",NA,NA,"Barreto, R.W.","336","2001","03","29",NA,"Brasil","Minas Gerais","Dionísio",NA,"-42.7766990661621","-19.8428001403809",NA,NA,NA,"Planta herbácea sem latex, flores vermelha.","VIC043723","VIC043723",NA,NA,"31394","auto",NA,NA,NA,NA,NA,NA,NA,NA
"69","2020-03-10 08:28:43-03","UFV","VIC","43730","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Nectandra",NA,"Nectandra",NA,NA,"Barreto, R.W.","41","2001","02","15",NA,"Brasil","Minas Gerais","Dionísio",NA,"-42.7766990661621","-19.8428001403809",NA,NA,NA,"Árvore de cacho de flores amarelo claro.","VIC043730","VIC043730",NA,NA,"31394","auto",NA,NA,NA,NA,NA,NA,NA,NA
"70","2020-03-10 08:30:34-03","UFV","VIC","33733","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Geophila","repens","Geophila repens","(L.) I.M.Johnst",NA,"Valente, G.E.; et al.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Dionísio",NA,"-42.7766990661621","-19.8428001403809",NA,NA,NA,"Planta prostrada em sub bosque sombreado, fruto verde e vermelho maduro","VIC033733",NA,NA,NA,"31394","auto",NA,NA,NA,NA,NA,NA,NA,NA
"71","2020-03-10 08:29:02-03","UFV","VIC","33610","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","albicans","Miconia albicans","(Sw.) Triana",NA,"Valente, G.E.; et al.","2633","2009","05","13",NA,"Brasil","Minas Gerais","Dionísio","Acelor Mitatal Floresta LTDA","-42.7766990661621","-19.8428001403809",NA,NA,NA,"Planta com cerca de 4,0m, em sub-bosque. Inflorescência ferruginosa em botão floral. Parcela:79;-1727; CAP:11","VIC033610","VIC033610",NA,NA,"31394","auto",NA,NA,NA,NA,NA,NA,NA,NA
"72","2020-03-10 08:29:38-03","UFV","VIC","33669","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Campomanesia","laurifolia","Campomanesia laurifolia","Gardner",NA,"Valente, G.E.; et al.","s.n.","2009","05","13",NA,"Brasil","Minas Gerais","Dionísio","Acelor Mitatal Floresta LTDA","-42.7766990661621","-19.8428001403809",NA,NA,NA,"Planta com cerca de 9,0m com frutos verdes. Parcela: 57;","VIC033669","VIC033669",NA,NA,"31394","auto",NA,NA,NA,NA,NA,NA,NA,NA
"73","2020-03-10 08:30:09-03","UFV","VIC","33690","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Piper","arboreum","Piper arboreum","Aubl.",NA,"Valente, G.E.; et al.","2643","2009","05","13",NA,"Brasil","Minas Gerais","Dionísio","Acelor Mitatal Floresta LTDA","-42.7766990661621","-19.8428001403809",NA,NA,NA,"Planta de ca 6 m, em subboque,inflorescência pardacenta parcela 43 CAP 21.","VIC033690","VIC033690",NA,NA,"31394","auto",NA,NA,NA,NA,NA,NA,NA,NA
"74","2020-03-10 08:29:41-03","UFV","VIC","33668","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","floridissima","Myrcia floridissima","Sobral, M.",NA,"Valente, G.E.; et al.","2642","2009","05","13",NA,"Brasil","Minas Gerais","Dionísio","Acelor Mitatal Floresta LTDA","-42.7766990661621","-19.8428001403809",NA,NA,NA,"Planta de ca 2 m, inflorescência amarronzada, P 41 CAP 10","VIC033668","VIC033668",NA,NA,"31394","auto",NA,NA,NA,NA,NA,NA,NA,NA
"75","2020-03-10 08:28:14-03","UFV","VIC","033867","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae",NA,NA,NA,NA,NA,"Valente, G.E.; et al.","2618","2009","05","13",NA,"Brasil","Minas Gerais","Dionísio","Acelor Mitatal Floresta LTDA, Dionísio/Baixa verde, mata da Mumbaça ( Mata Estacional semidecidual) Próximo ao parque Estacional do Rio Doce.","-42.7766990661621","-19.8428001403809",NA,NA,NA,NA,"VIC033867","VIC033867",NA,NA,"31394","auto",NA,NA,NA,NA,NA,NA,NA,NA
"76","2020-03-10 08:30:27-03","UFV","VIC","033936","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Adiantum","dolosum","Adiantum dolosum","Kunze",NA,"Valente, G.E.; et al.","2644","2009","05","13",NA,"Brasil","Minas Gerais","Dionísio","Acelor Mitatal Floresta LTDA, Mata da Mumbaça.","-42.7766990661621","-19.8428001403809",NA,NA,NA,"Planta em subbosque úmido.","VIC033936","VIC033936",NA,NA,"31394","auto",NA,NA,NA,NA,NA,NA,NA,NA
"77","2020-03-10 08:28:45-03","UFV","VIC","33496","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","odorifera","Ocotea odorifera","(Vell.) Rohwer",NA,"Valente, G.E.","2630","2009","05","13",NA,"Brasil","Minas Gerais","Dionísio","Acelor Mitatal Floresta LTDA, Próximo ao Parque Estadual do Rio Doce","-42.7766990661621","-19.8428001403809",NA,NA,NA,NA,"VIC033496",NA,NA,NA,"31394","auto",NA,NA,NA,NA,NA,NA,NA,NA
"78","2020-03-10 08:28:37-03","UFV","VIC","033889","PreservedSpecimen","Plantae",NA,NA,"Gramineae","Olyra",NA,"Olyra",NA,NA,"Valente, G.E.; et al.","2621","2009","05","13",NA,"Brasil","Minas Gerais","Dionísio","Acelor Mitatal Floresta LTDA, Regional Dionisio/Baixa verde;mata da Mumbaça(Mata estacional semidecidual). Próximo ao Parque Estadual do Rio Doce.","-42.7766990661621","-19.8428001403809",NA,NA,NA,"Planta coletada em subbosque. InflorescÊncia terminal esverdiada.","VIC033889",NA,NA,NA,"31394","auto",NA,NA,NA,NA,NA,NA,NA,NA
"79","2020-03-10 08:28:39-03","UFV","VIC","033917","PreservedSpecimen","Plantae",NA,NA,"Hymenophyllaceae","Trichomanes","pinnatum","Trichomanes pinnatum","Hedw.",NA,"Valente, G.E.; et al.","2622","2009","05","13",NA,"Brasil","Minas Gerais","Dionísio","Acelor Mitatal Floresta LTDA, Regional Dionísio/Baixa verde, mata da Munbaça(mata estacional semidecidual) próximo a parque Estadual do Rio Doce. Alt. 265 m.","-42.7766990661621","-19.8428001403809",NA,NA,NA,"Coletada em subbosque. Esporângios na margem de folha fértil. Reprodução vegetativa através de brotação em prolongamento da raque de folha estéril.","VIC033917","VIC033917",NA,NA,"31394","auto",NA,NA,NA,NA,NA,NA,NA,NA
"80","2020-03-10 08:28:39-03","UFV","VIC","033918","PreservedSpecimen","Plantae",NA,NA,"Hymenophyllaceae","Trichomanes","pinnatum","Trichomanes pinnatum","Hedw.",NA,"Valente, G.E.; et al.","2623","2009","05","13",NA,"Brasil","Minas Gerais","Dionísio","Acelor Mitatal Floresta LTDA, Regional Dionísio/Baixa verde, mata da Munbaça(mata estacional semidecidual) próximo a parque Estadual do Rio Doce. Alt. 265 m.","-42.7766990661621","-19.8428001403809",NA,NA,NA,"Planta coletada na margem de lagoa,esporângios na margem da folha fértil. Reprodução vegetativa atráves de brotação de prolongamento da raque de folhas estéril.","VIC033918","VIC033918",NA,NA,"31394","auto",NA,NA,NA,NA,NA,NA,NA,NA
"81","2020-03-10 08:28:44-03","UFV","VIC","33491","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","brachybotria","Ocotea brachybotria","(Meisn.) Mez",NA,"Valente, G.E.; et al.","2625","2009","05","13",NA,"Brasil","Minas Gerais","Dionísio","Acelor Mitatal Floresta LTDA, Regonal dionísio/ baixa verde.. Mata da Mumbaça.","-42.7766990661621","-19.8428001403809",NA,NA,NA,"Planta de ca 5 m e subbosque, botão floral ferruginoso.","VIC033491",NA,NA,NA,"31394","auto",NA,NA,NA,NA,NA,NA,NA,NA
"82","2020-03-10 08:28:44-03","UFV","VIC","33490","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","brachybotria","Ocotea brachybotria","(Meisn.) Mez",NA,"Valente, G.E.; et al.","2624","2009","05","13",NA,"Brasil","Minas Gerais","Dionísio","Acelor Mitatal Floresta LTDA, Regonal dionísio/ baixa verde.. Mata da Mumbaça.","-42.7766990661621","-19.8428001403809",NA,NA,NA,"Planta de 3,5 m em subbosque, flores pequeninas, Parcela 55; 1042; CAP 10,5.","VIC033490",NA,NA,NA,"31394","auto",NA,NA,NA,NA,NA,NA,NA,NA
"83","2020-03-10 08:28:43-03","UFV","VIC","33494","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Endlicheria","glomerata","Endlicheria glomerata","Mez",NA,"Valente, G.E.; et al.","2628","2009","05","13",NA,"Brasil","Minas Gerais","Dionísio","Acelor Mittal Florestas Ltda","-42.7766990661621","-19.8428001403809",NA,NA,NA,"Em sub bosque fruto verde lenticelado, cálice verdmelho rosado, parcela 8 132 CAP 19,2","VIC033494",NA,NA,NA,"31394","auto",NA,NA,NA,NA,NA,NA,NA,NA
"84","2020-03-10 08:28:44-03","UFV","VIC","33495","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea",NA,"Ocotea",NA,NA,"Valente, G.E.; et al.","2629","2009","05","13",NA,"Brasil","Minas Gerais","Dionísio","Acelor Mittal Florestas Ltda, Mata da Mombaça","-42.7766990661621","-19.8428001403809",NA,NA,NA,"Planta de 5 m frutos de cálice lenticelado, Parcela 48 CAp 10,3.","VIC033495",NA,NA,NA,"31394","auto",NA,NA,NA,NA,NA,NA,NA,NA
"85","2020-03-10 08:28:42-03","UFV","VIC","33493","PreservedSpecimen","Plantae",NA,NA,"Lauraceae",NA,NA,NA,NA,NA,"Valente, G.E.; et al.","2627","2009","05","13",NA,"Brasil","Minas Gerais","Dionísio","Acelor Mittal Florestas Ltda, Próximo ao parque estadual do Rio doce.","-42.7766990661621","-19.8428001403809",NA,NA,NA,"Plnta de 6m, fruto verde, CAP 10,5","VIC033493",NA,NA,NA,"31394","auto",NA,NA,NA,NA,NA,NA,NA,NA
"86","2020-03-10 08:28:42-03","UFV","VIC","33492","PreservedSpecimen","Plantae",NA,NA,"Lauraceae",NA,NA,NA,NA,NA,"Valente, G.E.; et al.","2626","2009","05","13",NA,"Brasil","Minas Gerais","Dionísio","Acelor Mittal Florestas Ltda, Próximo ao parque estadual do Rio doce.","-42.7766990661621","-19.8428001403809",NA,NA,NA,"Planta de 12 m, fruto de cálice lenticelado, CAP 30,6","VIC033492",NA,NA,NA,"31394","auto",NA,NA,NA,NA,NA,NA,NA,NA
