"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","yearIdentified","typeStatus","coordinatePrecision","geoFlag","infraspecificEpithet","monthIdentified","dayIdentified","class","individualCount","relatedCatalogItem","sex"
"650","2019-08-20 17:54:56-03","MBML","MBML-HERBARIO","32915",NA,"Plantae",NA,NA,"Myrtaceae","Psidium","brownianum","Psidium brownianum",NA,"L. F. S. Magnago; V. Demuner, T. Cruz e Elias Bausen","793","2006","04","17",NA,"Brasil","Espírito Santo","Colatina","Alto Moacir, Pedra do Cruzeiro, propr.: Landislau.","-40.558611","-19.348056","40W33'31","19S20'53","150","150",NA,"Arbusto de 4m de alt. Flores brancas e frutos verdes. Vegetação rupícula arbustiva.","MBML032915",NA,"M.C. Souza/10-08-2006","2006",NA,NA,NA,NA,"08","10",NA,NA,NA,NA
"651","2017-09-14 11:51:04-03","MBML","MBML-HERBARIO","42656",NA,"Plantae",NA,NA,"Rubiaceae","Psychotria",NA,"Psychotria",NA,"A. M. Assis; K.F.O. Faria","1716","2008","07","16",NA,"Brasil","Espírito Santo","Colatina","Boa Esperança (Torre 37/1 - LT 230 Kv Mascarenhas x Verona)","-40.656472","-19.287778","40W39'23,3","19S17'16","205","205",NA,"Arbusto 1 m. Frutos vermelhos. Floresta Estacional Semidecidual - estagio medio de regeneração","MBML042656",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"652","2019-08-08 16:44:27-03","MBML","MBML-HERBARIO","28659",NA,"Plantae",NA,NA,"Orchidaceae","Pteroglossa","euphlebia","Pteroglossa euphlebia",NA,"L. F. S. Magnago; V. Demuner, T. Cruz e Elias Bausen","807","2006","04","17",NA,"Brasil","Espírito Santo","Colatina","Alto Moacir, Pedra do Cruzeiro, propr.: Landislau.","-40.558611","-19.348056","40W33'31","19S20'53","150","150",NA,"Terrestre. Flores brancas com linhas vináceas. Extrato herbáceo no interior da mata.","MBML028659",NA,"C.N. Fraga & A. P. Fontana/24-IV-2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"653","2019-05-09 14:19:46-03","MBML","MBML-HERBARIO","41907",NA,"Plantae",NA,NA,"Leguminosae Caesalpinoideae","Pterogyne","nitens","Pterogyne nitens",NA,"A. M. Assis; K.F.O. Faria","1739","2008","07","16",NA,"Brasil","Espírito Santo","Colatina","Cascatinha do Pancas (Torre 26/1 - LT 230 Kv Mascarenhas x Verona)","-40.706111","-22.318611","40W42'22","22S19'7",NA,NA,NA,"Arvore 12m. DAP 50 cm. Frutos secos. Floresta Estacional Semidecidual - estagio inicial de regeneração","MBML041907","MBML041907","F.Z. Saiter/30-X-2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"654","2017-09-14 11:42:56-03","MBML","MBML-HERBARIO","42665",NA,"Plantae",NA,NA,"Bignoniaceae","Pyrostegia","venusta","Pyrostegia venusta",NA,"A. M. Assis; K.F.O. Faria","1763","2008","07","16",NA,"Brasil","Espírito Santo","Colatina","São Salvador (Torre 25/2 - LT 230 Kv Mascarenhas x Verona)","-40.714833","-19.396944","40W42'53,4","19S23'49",NA,NA,NA,"Liana. Flores laranjas. Borda. Floresta Estacional Semidecidual - estagio medio de regeneração","MBML042665","MBML042665",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"655","2017-09-14 11:42:56-03","MBML","MBML-HERBARIO","42808",NA,"Plantae",NA,NA,"Bignoniaceae","Pyrostegia","venusta","Pyrostegia venusta",NA,"A. M. Assis; K.F.O. Faria","1745","2008","07","16",NA,"Brasil","Espírito Santo","Colatina","Cascatinha do Pancas (Torre 26/1 - LT 230 Kv Mascarenhas x Verona)","-40.706111","-22.318333","40W42'22","22S19'6",NA,NA,NA,"Liana. Botoes e flores laranjas. Borda. Floresta Estacional Semidecidual - estagio inicial de regeneração","MBML042808","MBML042808",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"656","2017-09-14 11:50:36-03","MBML","MBML-HERBARIO","42652",NA,"Plantae",NA,NA,"Ranunculaceae",NA,NA,NA,NA,"A. M. Assis; K.F.O. Faria","1701","2008","07","15",NA,"Brasil","Espírito Santo","Colatina","Jequitibá (Torre 45/2 - LT 230 Kv Mascarenhas x Verona)","-40.637806","-22.317306","40W38'16,1","22S19'2,3",NA,NA,NA,"Escandente. Frutos secos. Borda. Floresta Estacional Semidecidual #?# estagio inicial de regeneração.","MBML042652",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"657","2019-08-08 16:44:27-03","MBML","MBML-HERBARIO","31684",NA,"Plantae",NA,NA,"Cyperaceae","Rhynchospora","exaltata","Rhynchospora exaltata",NA,"R.R. Vervloet; V. Demuner, E. Bausen, T. A. Cruz","3419","2007","09","11",NA,"Brasil","Espírito Santo","Colatina","Alto moacir. Prop. Lalau","-40.558611","-19.343611","40W33'31","19S20'37","200","200",NA,"Terrestre, inflorescência de cor verde. Ambiente rupestre.","MBML031684","MBML031684","W. Thomas/2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"658","2017-09-14 11:26:26-03","MBML","MBML-HERBARIO","41584",NA,"Plantae",NA,NA,"Rubiaceae",NA,NA,NA,NA,"A. M. Assis","1894","2008","12","04",NA,"Brasil","Espírito Santo","Colatina","Prop. Manoel (Neco) Zani - Cascatinha do Pancas","-40.703889","-9.320278","40W42'14","9S19'13",NA,NA,NA,"Arbusto 3 m. Frutos verdes. Floresta Estacional Semidecidual - estagio avançado de regeneração.","MBML041584",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"659","2017-09-14 11:51:11-03","MBML","MBML-HERBARIO","27809",NA,"Plantae",NA,NA,"Rubiaceae","Rudgea",NA,"Rudgea",NA,"L. F. S. Magnago; V. Demuner, M. Belizário, E. Bausen","755","2006","02","22",NA,"Brasil","Espírito Santo","Colatina","Alto Moacir, Pedra do Cruzeiro, propr.: Landislau","-40.51875","-19.310833","40W31'7,5","19S18'39","150","150",NA,"Arbusto 4m dealt. Frutos verdes. Vegetação arbustiva (solo raso).","MBML027809",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"660","2019-08-08 16:44:27-03","MBML","MBML-HERBARIO","27220",NA,"Plantae",NA,NA,"Acanthaceae","Ruellia","solitaria","Ruellia solitaria",NA,"V. Demuner; L.F.S Magnago, T. Cruz e Elias Bausen","2570","2006","07","12",NA,"Brasil","Espírito Santo","Colatina","Alto Moacir, Prop.: Lalau","-40.558611","-19.339167","40W33'31","19S20'21","270","270",NA,"Arbusto 50cm, flores lilás claro. Ambiente rupestre","MBML027220","MBML027220","Sheila R. Profice/Agosto-2009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"661","2017-09-14 11:51:17-03","MBML","MBML-HERBARIO","42130",NA,"Plantae",NA,NA,"Sapindaceae",NA,NA,NA,NA,"P. Fiaschi; J.R. Pirani, J.H.L.E. Ottra & V. Augusto","3493","2011","01","20",NA,"Brasil","Espírito Santo","Colatina","Estrada não-pavimentada de Colatina ao bairro Quartel de Linhares, ao longo da margem direita do Rio Doce, ca 9km E da BR-259. Fazenda Gigante. Fragmento de Floresta de Tabuleiro muito perturbada, em topo e encosta de elevação","-40.434944","-19.54875","40W26'5,8","19S32'55,5",NA,NA,NA,"Trepadeira coletada a ca 2m alt., na orla da mata. Frutos imaturos verde-amarelados, passando a alaranjados","MBML042130",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"662","2017-09-14 11:47:37-03","MBML","MBML-HERBARIO","29483",NA,"Plantae",NA,NA,"Marantaceae","Saranthe",NA,"Saranthe",NA,"V. Demuner; T. Cruz, M. Belizário e Elias Bausen.","3243","2007","03","20",NA,"Brasil","Espírito Santo","Colatina","Alto Moacir, propr.: Lalau","-40.552222","-19.343611","40W33'8","19S20'37","200","200",NA,"Herbácea botões florais, flores brancas (CULTIVO). Borda de mata.","MBML029483","MBML029483",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"663","2019-08-08 16:44:27-03","MBML","MBML-HERBARIO","28616",NA,"Plantae",NA,NA,"Marantaceae","Saranthe","eichleri","Saranthe eichleri",NA,"L. F. S. Magnago; V. Demuner, T. Cruz e Elias Bausen","782","2006","04","17",NA,"Brasil","Espírito Santo","Colatina","Alto Moacir, Pedra do Cruzeiro, propr.: Landislau.","-40.558611","-19.348056","40W33'31","19S20'53","150","150",NA,"Herbácea. Flores verdes claro. Solo raso, borda da mata.","MBML028616","MBML028616","S. Vieira/IV-2007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"664","2019-08-08 16:44:27-03","MBML","MBML-HERBARIO","28425",NA,"Plantae",NA,NA,"Cyperaceae","Scleria","didina","Scleria didina",NA,"L. F. S. Magnago; V. Demuner, M. Belizário, E. Bausen","718","2006","02","22",NA,"Brasil","Espírito Santo","Colatina","Alto Moacir, Pedra do Cruzeiro, propr.: Landislau","-40.525278","-19.310833","40W31'31","19S18'39","150","150",NA,"Infrutescência vermelha. Vegetação rupestre.","MBML028425","MBML028425","Mayedo & Thomas/2016",NA,"PARATIPO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"665","2017-09-14 11:51:40-03","MBML","MBML-HERBARIO","28430",NA,"Plantae",NA,NA,"Scrophulariaceae",NA,NA,NA,NA,"L. F. S. Magnago; V. Demuner, M. Belizário, E. Bausen","726","2006","02","22",NA,"Brasil","Espírito Santo","Colatina","Alto Moacir, Pedra do Cruzeiro, propr.: Landislau","-40.51875","-19.310833","40W31'7,5","19S18'39","150","150",NA,"Herbácea com 1,5m de alt. Sépalas verdes e pétalas vermelhas. Vegetação rupestre.","MBML028430",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"666","2017-09-14 11:51:45-03","MBML","MBML-HERBARIO","50805",NA,"Plantae",NA,NA,"Selaginellaceae","Selaginella",NA,"Selaginella",NA,"C. N. de Fraga; H.C. Lima, R.T. Pennington & D.R.M. Neves","3563","2013","05","23",NA,"Brasil","Espírito Santo","Colatina","Rodovia do Café, entre Colatina - Pancas. Inselberg de gnaisse","-40.681111","-19.403889","40W40'52","19S24'14","119","119",NA,"Rupícola, formando tapetes sobre a rocha. Caule e folhas verdes","MBML050805","MBML050805",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"667","2017-09-14 11:51:45-03","MBML","MBML-HERBARIO","50788",NA,"Plantae",NA,NA,"Selaginellaceae","Selaginella","convoluta","Selaginella convoluta",NA,"C. N. de Fraga; H.C. Lima, R.T. Pennington & D.R.M. Neves","3565","2013","05","23",NA,"Brasil","Espírito Santo","Colatina","Rodovia do Café, entre Colatina - Pancas. Inselberg de gnaisse","-40.681111","-19.403889","40W40'52","19S24'14","119","119",NA,"Erva ereta, ca 20cm formando tapete em locais mais úmidos. Folhas verdes discolores, face adaxial escura e abaxial clara","MBML050788","MBML050788","C.N. Fraga/23-05-2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"668","2018-08-07 14:52:18-03","MBML","MBML-HERBARIO","51686",NA,"Plantae",NA,NA,"Compositae","Senecio","hortensiae","Senecio hortensiae",NA,"A. P. Fontana; L. Menini-Neto","6062","2009","07","27",NA,"Brasil","Espírito Santo","Colatina","Itapina, Morro Maquijí, Fazenda Pedra Grande. Afloramento rochoso granítico (inselbergue).","-40.838889","-19.491389","40W50'20","19S29'29","600","600",NA,"Rupícola no sol, ca. 1m. Folhas verdes com tricomas brancos. Flores amarelas.","MBML051686","MBML051686","Joel C. Casas/2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"669","2017-09-14 11:20:16-03","MBML","MBML-HERBARIO","41917",NA,"Plantae",NA,NA,"Euphorbiaceae","Senefeldera","verticillata","Senefeldera verticillata",NA,"A. M. Assis","1913","2008","12","04",NA,"Brasil","Espírito Santo","Colatina","Prop. Manoel (Neco) Zani - Cascatinha do Pancas","-40.704167","-9.320278","40W42'15","9S19'13",NA,NA,NA,"Arvoreta 5 m. Frutos verdes. Floresta Estacional Semidecidual - estagio avançado de regeneração.","MBML041917","MBML041917",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"670","2019-05-09 14:19:47-03","MBML","MBML-HERBARIO","41834",NA,"Plantae",NA,NA,"Leguminosae Caesalpinoideae","Senna",NA,"Senna",NA,"A. M. Assis","1877","2008","12","03",NA,"Brasil","Espírito Santo","Colatina","Faz. Paulo Gala - Angelo Franchiani (Torre 31/1 - LT 230 Kv Mascarenhas x Verona)","-40.696111","-22.332222","40W41'46","22S19'56",NA,NA,NA,"Arbusto escandente. Flores amarelas. Frutos jovens verdes. Borda. Floresta Estacional Semidecidual - estagio medio de regeneração.","MBML041834","MBML041834",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"671","2019-05-09 14:19:49-03","MBML","MBML-HERBARIO","41830",NA,"Plantae",NA,NA,"Leguminosae Caesalpinoideae","Senna","cf. cana","Senna cf. cana",NA,"A. M. Assis; K.F.O. Faria","1708","2008","07","15",NA,"Brasil","Espírito Santo","Colatina","Jequitibá (Torre 45/2 - LT 230 Kv Mascarenhas x Verona)","-40.637778","-21.3175","40W38'16","21S19'3",NA,NA,NA,"Arbusto 4 m. Frutos marrons secos. Floresta Estacional Semidecidual. Afloramento Rochoso.","MBML041830","MBML041830",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"672","2019-05-09 14:19:50-03","MBML","MBML-HERBARIO","41797",NA,"Plantae",NA,NA,"Leguminosae Caesalpinoideae","Senna","splendida","Senna splendida",NA,"A. M. Assis","1851","2008","11","07",NA,"Brasil","Espírito Santo","Colatina","São Salvador (Torre 24/3 - LT 230 Kv Mascarenhas x Verona)","-40.718556","-19.401917","40W43'6,8","19S24'6,9","400","400",NA,"Arbusto. Flores amarelas. Borda. Floresta Estacional Semidecidual - estagio medio de regeneracao.","MBML041797","MBML041797",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"673","2017-09-14 11:51:27-03","MBML","MBML-HERBARIO","27991",NA,"Plantae",NA,NA,"Sapindaceae","Serjania",NA,"Serjania",NA,"L. F. S. Magnago; V. Demuner, T. Cruz e Elias Bausen","775","2006","04","17",NA,"Brasil","Espírito Santo","Colatina","Alto Moacir, Pedra do Cruzeiro, propr.: Landislau.","-40.550833","-19.348056","40W33'3","19S20'53","150","150",NA,"Liana. Flores brancas. Borda da mata.","MBML027991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"674","2017-09-14 11:51:27-03","MBML","MBML-HERBARIO","28667",NA,"Plantae",NA,NA,"Sapindaceae","Serjania",NA,"Serjania",NA,"L. F. S. Magnago; V. Demuner, T. Cruz e Elias Bausen","802","2006","04","17",NA,"Brasil","Espírito Santo","Colatina","Alto Moacir, Pedra do Cruzeiro, propr.: Landislau.","-40.550833","-19.348056","40W33'3","19S20'53","150","150",NA,"Liana 6m de alt. Flores brancas e frutos verdes. Mata.","MBML028667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"675","2017-09-14 11:51:27-03","MBML","MBML-HERBARIO","29340",NA,"Plantae",NA,NA,"Sapindaceae","Serjania",NA,"Serjania",NA,"V. Demuner; T. Cruz, M. Belizário e Elias Bausen.","3265","2007","03","20",NA,"Brasil","Espírito Santo","Colatina","Alto Moacir, propr.: Lalau","-40.552222","-19.343611","40W33'8","19S20'37","200","200",NA,"Arvoreta 6m, frutos verdes. Afloramento rochoso, leve camada de substrato.","MBML029340",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"676","2017-09-14 11:51:29-03","MBML","MBML-HERBARIO","41991",NA,"Plantae",NA,NA,"Sapindaceae","Serjania","clematidifolia","Serjania clematidifolia",NA,"A. M. Assis; V. Pereira","1814","2008","10","15",NA,"Brasil","Espírito Santo","Colatina","São João Grande (Torre 18/1 - LT 230 Kv Mascarenhas x Verona)","-40.771361","-19.440417","40W46'16,9","19S26'25,5","200","200",NA,"Liana. Frutos verdes. Floresta Estacional Semidecidual - estagio inicial de regeneracao","MBML041991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"677","2019-08-08 16:44:27-03","MBML","MBML-HERBARIO","29329",NA,"Plantae",NA,NA,"Malvaceae","Sida","cordifolia","Sida cordifolia",NA,"V. Demuner; T. Cruz, M. Belizário e Elias Bausen.","3248","2007","03","20",NA,"Brasil","Espírito Santo","Colatina","Alto Moacir, propr.: Lalau","-40.558611","-19.343611","40W33'31","19S20'37","200","200",NA,"Erva 50cm, botões florais, flores com pétalas amarelas na base e vermelhas no ápice, estames amarelos.Interior de mata em regeneração.","MBML029329","MBML029329","C. Takeuchi/03-XI-2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"678","2017-09-14 11:51:46-03","MBML","MBML-HERBARIO","42012",NA,"Plantae",NA,NA,"Simaroubaceae","Simaba",NA,"Simaba",NA,"A. M. Assis; V. Pereira","1831","2008","10","16",NA,"Brasil","Espírito Santo","Colatina","São João Grande (Torre 13/2 - LT 230 Kv Mascarenhas x Verona)","-40.808056","-19.451194","40W48'29","19S27'4,3","390","390",NA,"Arvoreta 7 m. Frutos jovens verdes e secos. Floresta Estacional Semidecidual - estagio inicial de regeneracao","MBML042012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"679","2019-05-22 09:48:01-03","MBML","MBML-HERBARIO","47808",NA,"Plantae",NA,NA,"Gesneriaceae","Sinningia","flammea","Sinningia flammea",NA,"A. P. Fontana; L.M. Neto","6076","2009","07","29",NA,"Brasil","Espírito Santo","Colatina","Itapina, Córrego Maquiji, Fazenda Pedra Grande. Morro Maquiji. Afloramento rochoso granítico","-40.838889","-19.491389","40W50'20","19S29'29","600","600",NA,"Rupícola no sol. Flores alaranjadas. Em cultivo na Casa das Epífitas","MBML047808","MBML047808","J. Rossini/04-04-2019",NA,"PARATIPO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"680","2017-09-14 11:45:42-03","MBML","MBML-HERBARIO","35016",NA,"Plantae",NA,NA,"Gesneriaceae","Sinningia","villosa","Sinningia villosa",NA,"L. Kollmann; A.P. Fontana & K. Brahim","10910","2008","04","18",NA,"Brasil","Espírito Santo","Colatina","Sapucaia, Alto Moacir, terreno do Laulau, 300m.","-40.554722","-19.341111","40W33'17","19S20'28",NA,NA,NA,"Erva na sombra, corola branca amarelada, com listras vináceas.","MBML035016","MBML035016","L. Kollmann/18-04-2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"681","2018-03-14 14:30:06-03","MBML","MBML-HERBARIO","41841",NA,"Plantae",NA,NA,"Monimiaceae","Siparuna",NA,"Siparuna",NA,"A. M. Assis","1898","2008","12","04",NA,"Brasil","Espírito Santo","Colatina","Prop. Manoel (Neco) Zani - Cascatinha do Pancas","-40.703944","-9.320111","40W42'14,2","9S19'12,4",NA,NA,NA,"Arbusto 5 m. Inflorescencia branca. Floresta Estacional Semidecidual - estagio avançado de regeneração.","MBML041841","MBML041841",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"682","2018-03-14 14:30:14-03","MBML","MBML-HERBARIO","46769",NA,"Plantae",NA,NA,"Monimiaceae","Siparuna","guianensis","Siparuna guianensis",NA,"A. M. Assis","1849","2008","11","07",NA,"Brasil","Espírito Santo","Colatina","São Salvador (Torre 24/3 - LT 230 Kv Mascarenhas x Verona)","-40.718556","-19.401917","40W43'6,8","19S24'6,9","400","400",NA,"Arvoreta 8 m. Botoes verdes. Floresta Estacional Semidecidual - estagio medio de regeneracao","MBML046769",NA,"E.J. Lirio/2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"683","2018-03-14 14:30:14-03","MBML","MBML-HERBARIO","46776",NA,"Plantae",NA,NA,"Monimiaceae","Siparuna","guianensis","Siparuna guianensis",NA,"A. M. Assis; V. Pereira","1819","2008","10","15",NA,"Brasil","Espírito Santo","Colatina","São João Grande (Torre 14/1 - LT 230 Kv Mascarenhas x Verona)","-40.800278","-19.449611","40W48'1","19S26'58,6","300","300",NA,"Arbusto 5 m. Flores verdes. Floresta Estacional Semidecidual - estagio medio de regeneracao","MBML046776",NA,"E.J. Lirio/2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"684","2018-03-14 14:30:14-03","MBML","MBML-HERBARIO","46775",NA,"Plantae",NA,NA,"Monimiaceae","Siparuna","reginae","Siparuna reginae",NA,"A. M. Assis","1852","2008","11","07",NA,"Brasil","Espírito Santo","Colatina","São Salvador (Torre 24/3 - LT 230 Kv Mascarenhas x Verona)","-40.718556","-19.401917","40W43'6,8","19S24'6,9","400","400",NA,"Arvoreta 9 m. Botoes verdes. Floresta Estacional Semidecidual - estagio medio de regeneracao","MBML046775",NA,"E.J. Lirio/2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"685","2017-09-14 11:51:46-03","MBML","MBML-HERBARIO","42487",NA,"Plantae",NA,NA,"Smilacaceae","Smilax",NA,"Smilax",NA,"A. M. Assis; K.F.O. Faria","1694","2008","05","24",NA,"Brasil","Espírito Santo","Colatina","Faz. Paulo Gala - Angelo Franchiani (Torre 31/1 - LT 230 Kv Mascarenhas x Verona)","-40.696028","-22.332083","40W41'45,7","22S19'55,5",NA,NA,NA,"Liana, Frutos laranjas e verdes. Borda. Floresta Estacional Semidecidual #?# estagio médio de regeneração.","MBML042487",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"686","2017-09-14 11:51:50-03","MBML","MBML-HERBARIO","51520",NA,"Plantae",NA,NA,"Solanaceae",NA,NA,NA,NA,"A. P. Fontana; L. Menini-Neto","6067","2009","07","27",NA,"Brasil","Espírito Santo","Colatina","Itapina, Morro Maquijí, Fazenda Pedra Grande. Afloramento rochoso granítico (inselbergue)","-40.838889","-19.491389","40W50'20","19S29'29","600","600",NA,"Erva ca. 40cm. Flores negras.","MBML051520",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"687","2019-08-08 16:44:28-03","MBML","MBML-HERBARIO","29620",NA,"Plantae",NA,NA,"Solanaceae","Solanum","caelicolum","Solanum caelicolum",NA,"V. Demuner; T. Cruz, M. Belizário e Elias Bausen.","3273","2007","03","20",NA,"Brasil","Espírito Santo","Colatina","Alto Moacir, propr.: Lalau","-40.558611","-19.343611","40W33'31","19S20'37","200","200",NA,"Arbusto 3m, botões florais e flores brancas. Afloramento rochoso, leve camada de substrato.","MBML029620","MBML029620","L.L. Giacomin/Março-2018",NA,"HOLOTIPO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"688","2017-09-14 11:51:53-03","MBML","MBML-HERBARIO","35049",NA,"Plantae",NA,NA,"Solanaceae","Solanum","caelicolum","Solanum caelicolum",NA,"L. Kollmann; A.P. Fontana & K. Brahim","10914","2008","04","18",NA,"Brasil","Espírito Santo","Colatina","Sapucaia, Alto Moacir, terreno do Laulau, 300m.","-40.554722","-19.341111","40W33'17","19S20'28",NA,NA,NA,"Arbusto 2m na sombra, flores brancas.","MBML035049","MBML035049","L. Giacomin & João R. Stehmann/2013",NA,"PARATIPO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"689","2019-08-08 16:44:28-03","MBML","MBML-HERBARIO","28424",NA,"Plantae",NA,NA,"Solanaceae","Solanum","caelicolum","Solanum caelicolum",NA,"L. F. S. Magnago; V. Demuner, M. Belizário, E. Bausen","738","2006","02","22",NA,"Brasil","Espírito Santo","Colatina","Alto Moacir, Pedra do Cruzeiro, propr.: Landislau","-40.525278","-19.310833","40W31'31","19S18'39","150","150",NA,"Arbusto 2m de alt. Frutos verdes. Flores brancas com estames amarelos. Mata.","MBML028424","MBML028424","L. Giacomin & João R. Stehmann/2013",NA,"PARATIPO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"690","2017-09-14 11:51:57-03","MBML","MBML-HERBARIO","41700",NA,"Plantae",NA,NA,"Solanaceae","Solanum","didymum","Solanum didymum",NA,"A. M. Assis; K.F.O. Faria","1674","2008","05","23",NA,"Brasil","Espírito Santo","Colatina","Jequitibá (Torre 45/2 - LT 230 Kv Mascarenhas x Verona)","-40.637806","-22.317306","40W38'16,1","22S19'2,3",NA,NA,NA,"Escandente. Corola branca. Borda. Floresta Estacional Semidecidual #?# estagio inicial de regeneração.","MBML041700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"691","2017-09-14 11:51:58-03","MBML","MBML-HERBARIO","42655",NA,"Plantae",NA,NA,"Solanaceae","Solanum","swartzianum","Solanum swartzianum",NA,"A. M. Assis; K.F.O. Faria","1749","2008","07","16",NA,"Brasil","Espírito Santo","Colatina","São Salvador (Torre 25/2 - LT 230 Kv Mascarenhas x Verona)","-40.714833","-19.396944","40W42'53,4","19S23'49",NA,NA,NA,"Arbusto 2 m. Flores brancas Frutos verdes. Borda. Floresta Estacional Semidecidual - estagio medio de regeneração","MBML042655",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"692","2017-09-14 11:48:29-03","MBML","MBML-HERBARIO","41835",NA,"Plantae",NA,NA,"Moraceae","Sorocea","hilarii","Sorocea hilarii",NA,"A. M. Assis","1876","2008","12","03",NA,"Brasil","Espírito Santo","Colatina","Faz. Paulo Gala - Angelo Franchiani (Torre 31/1 - LT 230 Kv Mascarenhas x Verona)","-40.696028","-22.332083","40W41'45,7","22S19'55,5",NA,NA,NA,"Arbusto 4 m. Latex branco. Botoes verdes e brancos. Floresta Estacional Semidecidual - estagio medio de regeneração.","MBML041835",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"693","2017-09-14 11:46:06-03","MBML","MBML-HERBARIO","13075",NA,"Plantae",NA,NA,"Hernandiaceae","Sparattanthelium","botocudorum","Sparattanthelium botocudorum",NA,"A. M. Assis; K.F.O. Faria","1718","2008","07","16",NA,"Brasil","Espírito Santo","Colatina","Boa Esperança (Torre 37/1 - LT 230 Kv Mascarenhas x Verona)","-40.656667","-19.268056","40W39'24","19S16'5","205","205",NA,"Liana.Frutos verdes. Borda. Floresta Estacional Semidecidual - estagio medio de regeneração","MBML013075","MBML013075",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"694","2018-01-16 07:34:32-02","MBML","MBML-HERBARIO","27243",NA,"Plantae",NA,NA,"Loganiaceae","Spigelia",NA,"Spigelia",NA,"V. Demuner; L.F.S Magnago, T. Cruz e Elias Bausen","2586","2006","07","12",NA,"Brasil","Espírito Santo","Colatina","Alto Moacir, Prop.: Lalau","-40.552972","-19.339167","40W33'10,7","19S20'21","270","270",NA,"Herbácea 50cm, botões florais, flores brancas com listas lilás. Ambiente rupestre.","MBML027243","MBML027243",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
