"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","yearIdentified","typeStatus","coordinatePrecision","geoFlag","infraspecificEpithet","monthIdentified","dayIdentified","class","individualCount","relatedCatalogItem","sex"
"1080","2017-01-18 16:26:18-02","UnB","UB",NA,"S","Plantae","Marchantiophyta",NA,"Frullaniaceae","Frullania","ericoides","Frullania ericoides","(Nees ex Mart.) Mont.","Yano, O; Santos, DP; Pirani, JR","4896","1982","11","23","Southern America","Brasil","Espírito Santo","Colatina","Na rua margeando o Rio Doce","-40.375","-19.3222","-40.375","-19.3222","40","40",NA,"Sobre tronco vivo de Tipuana + Calymepres palisoti Schwagr.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1081","2019-10-03 10:04:10-03","UFSCar","SORO","7506","PreserveSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","cf. florida","Eugenia cf. florida","DC.",NA,"317","2006","03","21",NA,"Brasil","Espírito Santo","Colatina","Beira Rio, Baunilha á Linhares. Pasto","-40.6305999755859","-19.539400100708",NA,NA,NA,NA,NA,"Nome vulgar: Batinga de pombo; Altura: 9m; Porte: Arbóreo; Forma de vida: terrestre; Cor fruto maduro: roxo; Cor fruto imaturo: verde.",NA,NA,"M.Sobral","2006",NA,"57036","auto",NA,"08","25",NA,NA,NA,NA
"1082","2019-10-03 10:03:30-03","UFSCar","SORO","2654","PreserveSpecimen","Plantae",NA,NA,"Cactaceae","Pilosocereus","brasiliensis","Pilosocereus brasiliensis","(Britton & Rose) Backeb.","Moraes, E.M.; Franco, F.F.; Jojima, C.L.",NA,"2011","11","09",NA,"Brasil","Espírito Santo","Colatina","S79-COL","-40.433333","-19.65","40°26'W","19°39'S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1083","2019-10-03 10:03:30-03","UFSCar","SORO","6301","PreserveSpecimen","Plantae",NA,NA,"Cactaceae","Pilosocereus","brasiliensis","Pilosocereus brasiliensis ruschianus",NA,"Moraes, E.M.; Leite, F.M.; Telhe, M.C.; Franco, F.F.",NA,"2018","08","22",NA,"Brasil","Espírito Santo","Colatina","84m.","-40.679111","-19.397472","40°40'44,8W","19°23'50,9S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ruschianus",NA,NA,NA,NA,NA,NA
"1084","2019-05-06 11:53:04-03","UFU","HUFU","54222","S","Plantae",NA,NA,"Asteraceae","Cyrtocymura","scorpioides","Cyrtocymura scorpioides","(Lam.) H.Rob.","Souza, V.C.","32504","2006","11","29",NA,"Brasil","Espírito Santo","Colatina","Entre Colatina e Ângelo Frechiani, Próximo ao trevo para Pancas.","-40.666667","-19.333333","-40.666667","-19.333333",NA,NA,NA,"Erva robusta, ca. 1,2 m. Flores rosa-forte.; Em área ocupada por pasto.","HUFU00045155","HUFU00045155","Nakajima, J.N.","2016",NA,NA,NA,NA,"03",NA,NA,NA,NA,NA
"1085","2019-05-06 11:59:18-03","UFU","HUFU","61350","S","Plantae",NA,NA,"Melastomataceae","Huberia",NA,"Huberia",NA,"Demuner, V.; Magnago, L.F.S.; Cruz, T. & Bausen, E.","2587","2006","07","12",NA,"Brasil","Espírito Santo","Colatina","Alto Moacir, Propr. Lalau","-40.552778","-19.339167","-40.552778","-19.339167","250","550",NA,"Arvoreta, ca. 6 m alt. flores brancas, estames amarelos.","HUFU00060617","HUFU00060617",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1086","2019-08-08 10:00:35-03","UFU","HUFU","78589","S","Plantae",NA,NA,"Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","Pereira, O.J.","2221","1990","09","09",NA,"Brasil","Espírito Santo","Colatina",NA,"-40.630278","-19.539444","-40.630278","-19.539444",NA,NA,NA,"Rupícola","HUFU00076216",NA,"Sylvestre, L.","2002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1087","2019-05-06 11:57:57-03","UFU","HUFU","71246","S","Plantae",NA,NA,"Fabaceae","Senegalia","tenuifolia","Senegalia tenuifolia","(L.) Britton & Rose","Terra, V.; Batista, M.L.","638","2012","05","01",NA,"Brasil","Espírito Santo","Colatina","Beira de estrada","-40.6305999755859","-19.539400100708",NA,NA,NA,NA,NA,"Arbusto escandente.; Floresta estacional decidual.","HUFU00036356","HUFU00036356","Terra, V.","2012",NA,"57036","auto",NA,"05","01",NA,NA,NA,NA
"1088","2019-05-06 11:52:43-03","UFU","HUFU","54201","S","Plantae",NA,NA,"Asteraceae","Blainvillea",NA,"Blainvillea",NA,"Souza, V.C.","32499","2006","11","29",NA,"Brasil","Espírito Santo","Colatina","Entre Colatina e Ângelo Frechiani, Próximo ao trevo para Pancas Inselberg, em área ocupada por pasto.","-40.6305999755859","-19.539400100708",NA,NA,NA,NA,NA,NA,"HUFU00043610","HUFU00043610",NA,NA,NA,"57036","auto",NA,NA,NA,NA,NA,NA,NA
"1089","2019-02-04 10:27:57-02","MN","R-TIPOS","169488","S","Plantae",NA,NA,"Euphorbiaceae","Tetraplandra","kuhlmannii","Tetraplandra kuhlmannii","Emmerich","Kuhlmann, J.G.","6591","1943","12","02",NA,"Brasil","Espírito Santo","Colatina","Cachoeira de Santa Maria","-40.6305999755859","-19.539400100708",NA,NA,NA,NA,NA,NA,"R000169488","R000169488_001","Oliveira, L.","2009","Isotypus","57036","auto",NA,"11","17",NA,NA,NA,NA
"1090","2019-02-04 10:27:57-02","MN","R-TIPOS","169488a","S","Plantae",NA,NA,"Euphorbiaceae","Tetraplandra","kuhlmannii","Tetraplandra kuhlmannii","Emmerich","Kuhlmann, J.G.","6591","1943","12","02",NA,"Brasil","Espírito Santo","Colatina","Cachoeira de Santa Maria","-40.6305999755859","-19.539400100708",NA,NA,NA,NA,NA,NA,"R000169488a","R000169488a_001","Oliveira, L.","2009","Isotypus","57036","auto",NA,"11","17",NA,NA,NA,NA
"1091","2019-02-04 10:24:16-02","MN","R-TIPOS","42068","S","Plantae",NA,NA,"Begoniaceae","Begonia","kuhlmannii","Begonia kuhlmannii","Brade","Kuhlmann, J.G.","6644","1943","12","08",NA,"Brasil","Espírito Santo","Colatina","Rio Pancas","-40.6305999755859","-19.539400100708",NA,NA,NA,NA,NA,NA,"R000042068","R000042068_001","Brade, A.C.","1944","Isotypus","57036","auto",NA,NA,NA,NA,NA,NA,NA
"1092","2020-03-02 13:45:48-03","UFSC","FLOR","50171","PreservedSpecimen","Plantae",NA,"Oxalidales","Oxalidaceae","Oxalis","kuhlmannii","Oxalis kuhlmannii adpressipila","Lourteig","Kuhlmann, J.G.","6587","1943","11","01",NA,"Brasil","Espírito Santo","Colatina","Rio Pancas,estrada Velha.","-40.6305999755859","-19.539400100708",NA,NA,NA,NA,NA,"erva, flor amarela","FLOR0050171",NA,NA,NA,NA,"57036","auto","adpressipila",NA,NA,NA,NA,NA,NA
"1093","2019-05-20 17:26:00-03","UFMT","UFMT","11157","S","Plantae",NA,NA,"Tiliaceae","Hydrogaster","trinervis","Hydrogaster trinervis","Kuhlm.","Kuhlmann, J.G.","56","1934","03","25",NA,"Brasil","Espírito Santo","Colatina","Córrego São Gonçalo, Estrada da Colônia.","-40.6305999755859","-19.539400100708",NA,NA,NA,NA,NA,"árvore grande,tronco geralmente com água no centro.; Mata","UFMT00011157",NA,NA,NA,"Isótipo","57036","auto",NA,NA,NA,NA,NA,NA,NA
"1094","2019-09-30 11:27:20-03","IF","SPSF","11636","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Meliaceae","Trichilia","elegans","Trichilia elegans ssp. elegans",NA,"J.R.Pirani & D.C.Zappi","1115","1985","01","12","América do Sul","Brasil","ES","Estrada para Marilandia e Colatina",NA,NA,NA,NA,NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,NA,NA,NA,NA,"ssp. elegans",NA,NA,"Magnoliopsida",NA,NA,NA
"1095","2019-09-30 11:22:29-03","IF","SPSF","25579","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Baccharis","crispa","Baccharis crispa","Spreng.","L.H.Fracalossi",NA,"1989","04","22","América do Sul","Brasil","ES","Colatina",NA,"-40.6305999755859","-19.539400100708",NA,NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"G.Heiden","2011",NA,"57036","auto",NA,"06","22","Magnoliopsida",NA,NA,NA
"1096","2019-09-30 11:27:15-03","IF","SPSF","19093","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Meliaceae","Guarea","guidonia","Guarea guidonia",NA,"G.F.Arbocz","1360","1995","04","26","América do Sul","Brasil","ES","Colatina",NA,"-40.6305999755859","-19.539400100708",NA,NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,NA,NA,"57036","auto",NA,NA,NA,"Magnoliopsida",NA,NA,NA
"1097","2020-03-06 14:40:58-03","UFRGS","ICN","188639","S","Plantae","Monocotyledon",NA,"Poaceae","Urochloa","maxima","Urochloa maxima","(Jacq.) R.D. Webster","Pizziolo, W","179","1985","11","09","América do Sul","Brasil","ES","Colatina","Rodovia que liga BR 101 a Colatina","-40.6305999755859","-19.539400100708",NA,NA,NA,NA,NA,"Doação do Herbário MBML.",NA,NA,"Guglieri, A",NA,NA,"57036","auto",NA,NA,NA,NA,NA,NA,NA
"1098","2019-10-04 16:07:04-03","MCN-FZBRS","HAS","4234","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Cactaceae","Pereskia","aculeata","Pereskia aculeata","Mill.","Kuhlmann, M.","290","1937","04",NA,NA,"Brasil","Espírito Santo","Colatina",NA,"-40.6305999755859","-19.539400100708",NA,NA,NA,NA,NA,"Barbados shrub; Sarmentosa, flor com os pétalos - róseos, filetes grenat.",NA,NA,"Castellanos, A. A.","1937",NA,"57036","auto",NA,"07",NA,NA,NA,NA,NA
"1099","2020-03-10 14:51:57-03","UNIVASF","HVASF","10268","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pseudobombax","sp.","Pseudobombax sp.",NA,"V. Demuner","2564","2006","07","12","América do Sul","Brasil","Espírito Santo","Colatina","Alto Moacir, Propriedade Lalau.","-40.552777","-19.339166","-40.552777","-19.339166","250","550",NA,"Árvore 8m, fuste 1m, Das 50 cm, ambiente rupestre. botões florais, flores com pétalas externas marrons, internas e androceu branco.","HVASF010268",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U"
