"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","identifiedBy","yearIdentified","monthIdentified","dayIdentified","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","infraspecificEpithet","class","relationshipType","relatedCatalogItem","individualCount"
"1483","2019-10-02 14:59:32-03","UFMG","BHCB","37495","PreservedSpecimen","Plantae","Dicotyledon",NA,"Meliaceae","Trichilia",NA,"Trichilia",NA,NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Ponte Nova",NA,"-42.9085998535156","-20.4164009094238",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16921","auto",NA,NA,NA,NA,NA
"1484","2019-10-02 14:52:11-03","UFMG","BHCB","37511","PreservedSpecimen","Plantae","Dicotyledon",NA,"Chrysobalanaceae","Hirtella","gracilipes","Hirtella gracilipes","(Hook.f.) Prance",NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Ponte Nova",NA,"-42.9085998535156","-20.4164009094238",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16921","auto",NA,NA,NA,NA,NA
"1485","2019-10-02 14:48:19-03","UFMG","BHCB","37513","PreservedSpecimen","Plantae","Dicotyledon",NA,"Anacardiaceae","Tapirira","guianensis","Tapirira guianensis","Aubl.",NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Ponte Nova",NA,"-42.9085998535156","-20.4164009094238",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16921","auto",NA,NA,NA,NA,NA
"1486","2019-10-02 14:53:31-03","UFMG","BHCB","37500","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Barbieria","pinnata","Barbieria pinnata","(Pers.) Baill.",NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Ponte Nova",NA,"-42.9085998535156","-20.4164009094238",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16921","auto",NA,NA,NA,NA,NA
"1487","2019-10-02 14:59:30-03","UFMG","BHCB","37496","PreservedSpecimen","Plantae","Dicotyledon",NA,"Meliaceae","Guarea","guidonia","Guarea guidonia","(L.) Sleumer",NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Ponte Nova",NA,"-42.9085998535156","-20.4164009094238",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16921","auto",NA,NA,NA,NA,NA
"1488","2019-10-02 14:51:29-03","UFMG","BHCB","37487","PreservedSpecimen","Plantae","Dicotyledon",NA,"Bignoniaceae","Lundia","corymbifera","Lundia corymbifera","(Vahl) Sandwith",NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Ponte Nova",NA,"-42.9085998535156","-20.4164009094238",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16921","auto",NA,NA,NA,NA,NA
"1489","2019-10-02 14:53:29-03","UFMG","BHCB","37505","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Andira","ormosioides","Andira ormosioides","Benth.",NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Ponte Nova",NA,"-42.9085998535156","-20.4164009094238",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16921","auto",NA,NA,NA,NA,NA
"1490","2019-10-02 14:56:02-03","UFMG","BHCB","37498","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malpighiaceae","Byrsonima","sericea","Byrsonima sericea","DC.",NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Ponte Nova",NA,"-42.9085998535156","-20.4164009094238",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16921","auto",NA,NA,NA,NA,NA
"1491","2019-10-02 14:54:37-03","UFMG","BHCB","37502","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Senna","macranthera","Senna macranthera","(DC. ex Collad.) H.S.Irwin & Barneby",NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Ponte Nova",NA,"-42.9085998535156","-20.4164009094238",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16921","auto",NA,NA,NA,NA,NA
"1492","2019-10-02 14:54:30-03","UFMG","BHCB","37503","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Platymiscium","pubescens","Platymiscium pubescens","Micheli",NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Ponte Nova",NA,"-42.9085998535156","-20.4164009094238",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16921","auto",NA,NA,NA,NA,NA
"1493","2019-10-02 15:01:38-03","UFMG","BHCB","37501","PreservedSpecimen","Plantae","Dicotyledon",NA,"Polygalaceae","Acanthocladus","albicans","Acanthocladus albicans","A.W.Benn.","Costa, LV","s.n.","1997","03",NA,"Southern America","Brasil","Minas Gerais","Ponte Nova",NA,"-42.9085998535156","-20.4164009094238",NA,NA,NA,"Plantas do Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"16921","auto",NA,NA,NA,NA,NA
"1494","2019-10-02 14:54:30-03","UFMG","BHCB","37504","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Platymiscium","pubescens","Platymiscium pubescens","Micheli",NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Ponte Nova",NA,"-42.9085998535156","-20.4164009094238",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16921","auto",NA,NA,NA,NA,NA
"1495","2019-10-02 14:57:10-03","UFMG","BHCB","73353","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Miconia","discolor","Miconia discolor","DC.","Badini, J","2921",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Ponte Nova",NA,"-42.9085998535156","-20.4164009094238",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16921","auto",NA,NA,NA,NA,NA
"1496","2019-10-02 15:00:00-03","UFMG","BHCB","37490","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia",NA,"Eugenia","L.",NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Ponte Nova",NA,"-42.9085998535156","-20.4164009094238",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16921","auto",NA,NA,NA,NA,NA
"1497","2019-10-02 14:55:30-03","UFMG","BHCB","37507","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lauraceae","Urbanodendron","verrucosum","Urbanodendron verrucosum","(Nees) Mez","Costa, LV","s.n.","1997","03",NA,"Southern America","Brasil","Minas Gerais","Ponte Nova",NA,"-42.9085998535156","-20.4164009094238",NA,NA,NA,NA,"BHCB002329","BHCB002329",NA,NA,NA,NA,NA,NA,NA,"16921","auto",NA,NA,NA,NA,NA
"1498","2019-10-02 14:55:23-03","UFMG","BHCB","37506","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lauraceae","Ocotea",NA,"Ocotea","Aubl.","Costa L.V.","s.n.","1996","11",NA,"Southern America","Brasil","Minas Gerais","Ponte Nova",NA,"-42.9085998535156","-20.4164009094238",NA,NA,NA,NA,"BHCB045783",NA,NA,NA,NA,NA,NA,NA,NA,"16921","auto",NA,NA,NA,NA,NA
"1499","2019-10-02 14:48:30-03","UFMG","BHCB","4617","PreservedSpecimen","Plantae","Dicotyledon",NA,"Annonaceae","Xylopia","brasiliensis sprey","Xylopia brasiliensis sprey",NA,"Vasconcelos, AC","s.n.","1982","12","15","Southern America","Brasil","Minas Gerais","Ponte Nova",NA,"-42.9085998535156","-20.4164009094238",NA,NA,NA,"mata e capoeira alta;arbórea;flores e sementes usadas c/ tempero;",NA,NA,NA,NA,NA,NA,NA,NA,NA,"16921","auto",NA,NA,NA,NA,NA
"1500","2019-10-02 14:52:26-03","UFMG","BHCB","37510","PreservedSpecimen","Plantae","Dicotyledon",NA,"Convolvulaceae","Ipomoea","quamoclit","Ipomoea quamoclit","L.",NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Ponte Nova",NA,"-42.9085998535156","-20.4164009094238",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16921","auto",NA,NA,NA,NA,NA
"1501","2019-10-02 14:56:14-03","UFMG","BHCB","37499","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malpighiaceae","Stigmaphyllon","tomentosum","Stigmaphyllon tomentosum","A.Juss.",NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Ponte Nova",NA,"-42.9085998535156","-20.4164009094238",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16921","auto",NA,NA,NA,NA,NA
"1502","2019-10-02 14:52:52-03","UFMG","BHCB","37508","PreservedSpecimen","Plantae","Dicotyledon",NA,"Erythroxylaceae","Erythroxylum","daphnites","Erythroxylum daphnites","Mart.",NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Ponte Nova",NA,"-42.9085998535156","-20.4164009094238",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16921","auto",NA,NA,NA,NA,NA
"1503","2019-10-02 14:59:42-03","UFMG","BHCB","37493","PreservedSpecimen","Plantae","Dicotyledon",NA,"Moraceae","Ficus","gomelleira","Ficus gomelleira","Kunth & C.D.Bouché",NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Ponte Nova",NA,"-42.9085998535156","-20.4164009094238",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16921","auto",NA,NA,NA,NA,NA
"1504","2019-10-02 15:07:09-03","UFMG","BHCB","37497","PreservedSpecimen","Plantae","Monocotyledon",NA,"Marantaceae","Maranta","leuconeura","Maranta leuconeura","E.Morren",NA,"s.n.","1997","03",NA,"Southern America","Brasil","Minas Gerais","Ponte Nova",NA,"-42.9085998535156","-20.4164009094238",NA,NA,NA,NA,"BHCB007413",NA,NA,NA,"2006","06",NA,NA,NA,"16921","auto",NA,NA,NA,NA,NA
"1505","2019-10-02 14:51:43-03","UFMG","BHCB","37512","PreservedSpecimen","Plantae","Dicotyledon",NA,"Burseraceae","Protium","spruceanum","Protium spruceanum","(Benth.) Engl.",NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Ponte Nova",NA,"-42.9085998535156","-20.4164009094238",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16921","auto",NA,NA,NA,NA,NA
"1506","2019-10-02 14:59:42-03","UFMG","BHCB","37492","PreservedSpecimen","Plantae","Dicotyledon",NA,"Moraceae","Ficus","obtusiuscula","Ficus obtusiuscula","(Miq.) Miq.",NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Ponte Nova",NA,"-42.9085998535156","-20.4164009094238",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16921","auto",NA,NA,NA,NA,NA
"1507","2019-10-02 14:50:29-03","UFMG","BHCB","50530","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Mikania","cordifolia","Mikania cordifolia","(L.) Willd.",NA,"s.n.","1998","07","11","Southern America","Brasil","Minas Gerais","Ponte Nova","BR 120, km 616.","-42.9085998535156","-20.4164009094238",NA,NA,NA,"Trepadeira. Em flor e fruto. Nº MK 07.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"16921","auto",NA,NA,NA,NA,NA
"1508","2019-10-02 14:50:42-03","UFMG","BHCB","15557","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Praxelis","kleinioides","Praxelis kleinioides","(Kunth) Sch.Bip.","Pedralli, G; Meyer","s.n.","1987","03","25","Southern America","Brasil","Minas Gerais","Ponte Nova","Rio Caro.","-42.9085998535156","-20.4164009094238",NA,NA,NA,"Herbáceo. Flor branca.","BHCB011223",NA,NA,NA,"2013","11","13",NA,NA,"16921","auto",NA,NA,NA,NA,NA
"1509","2019-10-02 15:01:03-03","UFMG","BHCB","113529","PreservedSpecimen","Plantae","Dicotyledon",NA,"Onagraceae","Ludwigia",NA,"Ludwigia","L.","Vidal, CV","605","2007","03","15","Southern America","Brasil","Minas Gerais","Ponte Nova","UHE Brito","-42.9085998535156","-20.4164009094238",NA,NA,NA,"Subarbustivo; Campo de varzea","BHCB047077",NA,NA,NA,NA,NA,NA,NA,NA,"16921","auto",NA,NA,NA,NA,NA
"1510","2019-10-24 17:20:39-03","UFMG","BHCB","113525","PreservedSpecimen","Plantae","Monocotyledon",NA,"Cyperaceae","Cyperus","luzulae","Cyperus luzulae","(L.) Retz.","Vidal, CV","601","2007","03","15","Southern America","Brasil","Minas Gerais","Ponte Nova","UHE Brito","-42.9085998535156","-20.4164009094238",NA,NA,NA,"Herbáceo; Campo de várzea","BHCB052235",NA,NA,NA,"2019","09",NA,NA,NA,"16921","auto",NA,NA,NA,NA,NA
"1511","2019-10-02 15:01:03-03","UFMG","BHCB","113528","PreservedSpecimen","Plantae","Dicotyledon",NA,"Onagraceae","Ludwigia",NA,"Ludwigia","L.","Vidal, CV","604","2007","03","15","Southern America","Brasil","Minas Gerais","Ponte Nova","UHE Brito","-42.9085998535156","-20.4164009094238",NA,NA,NA,"Arbustivo; Campo de varzea","BHCB047078",NA,NA,NA,NA,NA,NA,NA,NA,"16921","auto",NA,NA,NA,NA,NA
"1512","2019-10-02 15:07:28-03","UFMG","BHCB","113533","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Epidendrum","rigidum","Epidendrum rigidum","Jacq.","Vidal, CV","589","2007","03","15","Southern America","Brasil","Minas Gerais","Ponte Nova","UHE Brito","-42.9085998535156","-20.4164009094238",NA,NA,NA,"Floresta ciliar, herbáceo. Coletada sobre rochas em local úmido na margem esquerda do Rio Piranga.; Erva; Floresta ciliar. Coletada sobre rochas em local úmido na margem esquerda do Rio Piranga","BHCB009134",NA,NA,NA,"2013","07","17",NA,NA,"16921","auto",NA,NA,NA,NA,NA
"1513","2019-10-02 14:57:32-03","UFMG","BHCB","113530","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Tibouchina","herbacea","Tibouchina herbacea","(DC.) Cogn.","Vidal, CV","606","2007","03","15","Southern America","Brasil","Minas Gerais","Ponte Nova","UHE Brito","-42.9085998535156","-20.4164009094238",NA,NA,NA,"Campo de várzea, subarbustivo. Coletada na margemesquerda do Rio Piranga.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"16921","auto",NA,NA,NA,NA,NA
"1514","2020-01-31 18:41:06-03","UFMG","BHCB","113523","PreservedSpecimen","Plantae","Dicotyledon",NA,"Piperaceae","Piper","macedoi","Piper macedoi","Yunck.","Vidal, CV","596","2007","03","15","Southern America","Brasil","Minas Gerais","Ponte Nova","UHE Brito, Margem esquerda do rio Piranga","-42.9085998535156","-20.4164009094238",NA,NA,NA,"Arbóreo; Floresta ciliar","BHCB054611",NA,NA,NA,"2020","01",NA,NA,NA,"16921","auto",NA,NA,NA,NA,NA
"1515","2020-02-18 22:19:30-03","UFMG","BHCB","113534","PreservedSpecimen","Plantae","Dicotyledon",NA,"Amaranthaceae","Pfaffia",NA,"Pfaffia",NA,"Vidal, CV","608","2007","03","15","Southern America","Brasil","Minas Gerais","Ponte Nova","UHE Brito, Margem esquerda do Rio Piranga.","-42.9085998535156","-20.4164009094238",NA,NA,NA,"Herbáceo.; Campo de várzea.","BHCB054962",NA,NA,NA,NA,NA,NA,NA,NA,"16921","auto",NA,NA,NA,NA,NA
"1516","2018-08-16 09:50:48-03","URCA","HCDAL","457","S","Plantae",NA,NA,"Salicaceae","Casearia","sylvestris","Casearia sylvestris","Swartz.","Salgado, O.A.","148","1981","08","05",NA,"Brasil","Minas Gerais","Nova Ponte",NA,"-47.05","-19.083333","-47.05","-19.083333",NA,"Árvore; flores esverdeadas pequenas.",NA,NA,NA,"Lima, M.","1983","03","08","203","203",NA,NA,NA,NA,NA,NA,NA
"1517","2018-08-16 09:50:48-03","URCA","HCDAL","04164","S","Plantae",NA,NA,"Salicaceae","Casearia","sylvestris","Casearia sylvestris","Swartz.","Salgado, O.A.","148","1981","08","05",NA,"Brasil","Minas Gerais","Nova Ponte",NA,"-47.05","-19.083333","-47.05","-19.083333",NA,"Árvore; flores esverdeadas pequenas.",NA,NA,NA,"Lima, M.","1983","03","08","203","203",NA,NA,NA,NA,NA,NA,NA
"1518","2019-05-02 10:52:18-03","IBt","SP-BRYOPHYTA","208060","S","Plantae",NA,NA,"Bartramiaceae","Philonotis","sp.","Philonotis sp.",NA,"Maziero, R.","s.n.","1985","07","12","Southern America","BRASIL","Minas Gerais","Nova Ponte",NA,"-47.674722","-19.1525","-47.674722","-19.1525",NA,"Na base de um tronco nas bordas de uma cachoeira","SP089731",NA,NA,NA,NA,NA,NA,"790","790",NA,NA,NA,NA,NA,NA,NA
"1519","2019-05-02 10:52:55-03","IBt","SP-BRYOPHYTA","182355","S","Plantae",NA,NA,"Dicranaceae","Dicranella",NA,"Dicranella",NA,"Yano, O.; Pirani, J.R.","7282","1983","05","27","Southern America","BRASIL","Minas Gerais","Ponte Nova","estrada para Rio Casca","-42.908611","-20.416389","-42.908611","-20.416389",NA,"no barranco úmido perto da estrada","SP084428",NA,NA,NA,NA,NA,NA,"430","430",NA,NA,NA,NA,NA,NA,NA
"1520","2019-05-02 10:52:55-03","IBt","SP-BRYOPHYTA","182355","S","Plantae",NA,NA,"Dicranaceae","Dicranella",NA,"Dicranella",NA,"Yano, O.; Pirani, J.R.","7282","1983","05","27","Southern America","BRASIL","Minas Gerais","Ponte Nova","estrada para Rio Casca","-42.908611","-20.416389","-42.908611","-20.416389",NA,"no barranco úmido perto da estrada","SP084428",NA,NA,NA,NA,NA,NA,"430","430",NA,NA,NA,NA,NA,NA,NA
"1521","2019-05-02 10:53:06-03","IBt","SP-BRYOPHYTA","182352","S","Plantae",NA,NA,"Erpodiaceae","Erpodium","glazioui","Erpodium glazioui","Hampe","Yano, O.; Pirani, J.R.","7279","1983","05","27","Southern America","BRASIL","Minas Gerais","Ponte Nova","praça da matriz","-42.908611","-20.416389","-42.908611","-20.416389",NA,"sobre tronco vivo de Tabebuia","SP084425",NA,NA,NA,NA,NA,NA,"430","430",NA,NA,NA,NA,NA,NA,NA
"1522","2019-05-02 10:53:06-03","IBt","SP-BRYOPHYTA","182352","S","Plantae",NA,NA,"Erpodiaceae","Erpodium","glazioui","Erpodium glazioui","Hampe","Yano, O.; Pirani, J.R.","7279","1983","05","27","Southern America","BRASIL","Minas Gerais","Ponte Nova","praça da matriz","-42.908611","-20.416389","-42.908611","-20.416389",NA,"sobre tronco vivo de Tabebuia","SP084425",NA,NA,NA,NA,NA,NA,"430","430",NA,NA,NA,NA,NA,NA,NA
"1523","2019-05-02 10:53:06-03","IBt","SP-BRYOPHYTA","182354","S","Plantae",NA,NA,"Erpodiaceae","Erpodium","glazioui","Erpodium glazioui","Hampe","Yano, O.; Pirani, J.R.","7281","1983","05","27","Southern America","BRASIL","Minas Gerais","Ponte Nova","praça da matriz","-42.908611","-20.416389","-42.908611","-20.416389",NA,"Sobre tronco vivo de Bouguenvillea","SP084427",NA,NA,NA,NA,NA,NA,"430","430",NA,NA,NA,NA,NA,NA,NA
"1524","2019-05-02 10:53:06-03","IBt","SP-BRYOPHYTA","182354","S","Plantae",NA,NA,"Erpodiaceae","Erpodium","glazioui","Erpodium glazioui","Hampe","Yano, O.; Pirani, J.R.","7281","1983","05","27","Southern America","BRASIL","Minas Gerais","Ponte Nova","praça da matriz","-42.908611","-20.416389","-42.908611","-20.416389",NA,"Sobre tronco vivo de Bouguenvillea","SP084427",NA,NA,NA,NA,NA,NA,"430","430",NA,NA,NA,NA,NA,NA,NA
"1525","2019-05-02 10:53:11-03","IBt","SP-BRYOPHYTA","182351","S","Plantae",NA,NA,"Fabroniaceae","Fabronia","sp.","Fabronia sp.",NA,"Yano, O.; Pirani, J.R.","7278","1983","05","27","Southern America","BRASIL","Minas Gerais","Ponte Nova","praça da matriz","-42.908611","-20.416389","-42.908611","-20.416389",NA,"sobre tronco vivo de Tabebuia","SP084424",NA,NA,NA,NA,NA,NA,"430","430",NA,NA,NA,NA,NA,NA,NA
"1526","2019-05-02 10:53:11-03","IBt","SP-BRYOPHYTA","182351","S","Plantae",NA,NA,"Fabroniaceae","Fabronia","sp.","Fabronia sp.",NA,"Yano, O.; Pirani, J.R.","7278","1983","05","27","Southern America","BRASIL","Minas Gerais","Ponte Nova","praça da matriz","-42.908611","-20.416389","-42.908611","-20.416389",NA,"sobre tronco vivo de Tabebuia","SP084424",NA,NA,NA,NA,NA,NA,"430","430",NA,NA,NA,NA,NA,NA,NA
"1527","2019-05-02 10:53:11-03","IBt","SP-BRYOPHYTA","182353","S","Plantae",NA,NA,"Fabroniaceae","Fabronia","sp.","Fabronia sp.",NA,"Yano, O.; Pirani, J.R.","7280","1983","05","27","Southern America","BRASIL","Minas Gerais","Ponte Nova","praça da matriz","-42.908611","-20.416389","-42.908611","-20.416389",NA,"Sobre tronco vivo de Bouguenvillea","SP084426",NA,NA,NA,NA,NA,NA,"430","430",NA,NA,NA,NA,NA,NA,NA
"1528","2019-05-02 10:53:11-03","IBt","SP-BRYOPHYTA","182353","S","Plantae",NA,NA,"Fabroniaceae","Fabronia","sp.","Fabronia sp.",NA,"Yano, O.; Pirani, J.R.","7280","1983","05","27","Southern America","BRASIL","Minas Gerais","Ponte Nova","praça da matriz","-42.908611","-20.416389","-42.908611","-20.416389",NA,"Sobre tronco vivo de Bouguenvillea","SP084426",NA,NA,NA,NA,NA,NA,"430","430",NA,NA,NA,NA,NA,NA,NA
"1529","2019-10-11 11:13:48-03","UFPR","UPCB","19554","PreservedSpecimen","Plantae",NA,NA,"Anacardiaceae","Lithraea","aroeirinha","Lithraea aroeirinha","March. ex Warm.","Stehmann, J.R.",NA,"1987","08","11",NA,"Brasil","Minas Gerais","Nova Ponte",NA,"-47.6747016906738","-19.1525001525879",NA,NA,NA,"Área 3. Árvore..",NA,NA,NA,NA,NA,NA,NA,NA,NA,"47316","auto",NA,NA,NA,NA,NA
"1530","2019-10-11 11:18:17-03","UFPR","UPCB","34706","PreservedSpecimen","Plantae",NA,NA,"Myristicaceae","Virola","sebifera","Virola sebifera","Aubl.","Tameirão Neto, E.","2317","1997","02","23",NA,"Brasil","Minas Gerais","Nova Ponte",NA,"-47.6747016906738","-19.1525001525879",NA,NA,NA,"Arbórea em floresta semidecidual/cerradão..",NA,NA,NA,"Rodrigues, W.A.","1998","09","28",NA,NA,"47316","auto",NA,NA,NA,NA,NA
"1531","2020-03-09 08:20:16-03","UFPR","UPCB","63670","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.","Valente, G.E.","90","1995","08","02",NA,"Brasil","Minas Gerais","Ponte Nova",NA,"-42.9085998535156","-20.4164009094238",NA,NA,NA,"Árvore na beira da estrada com frutos imaturos verdes e maduros roxos..","UPCB0020669","UPCB0020669",NA,"Goldenberg, R.","2008","01","01",NA,NA,"16921","auto",NA,NA,NA,NA,NA
"1532","2020-03-09 08:20:14-03","UFPR","UPCB","43089","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","albicans","Miconia albicans","(Sw.) Triana","Valente, G.E.","95","1995","08","02",NA,"Brasil","Minas Gerais","Ponte Nova",NA,"-42.9085998535156","-20.4164009094238",NA,NA,NA,"Arbusto com botões ferrugíneos, coletada em pastagem abandonada..","UPCB0015562","UPCB0015562",NA,"Goldenberg, R.","2001","01","01",NA,NA,"16921","auto",NA,NA,NA,NA,NA
"1533","2020-03-09 08:20:29-03","UFPR","UPCB","43081","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","racemifera","Miconia racemifera","(DC.) Triana","Valente, G.E.","77","1995","07","01",NA,"Brasil","Minas Gerais","Ponte Nova","Mata do Baltazar","-42.9085998535156","-20.4164009094238",NA,NA,NA,"Arbusto ca. 2m, frutos vinosos escuros. Beira da estrada na mata do Baltazar..","UPCB0020414","UPCB0020414",NA,"Goldenberg, R.","2001","01","01",NA,NA,"16921","auto",NA,NA,NA,NA,NA
"1534","2020-03-09 08:20:16-03","UFPR","UPCB","63671","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.","Valente, G.E.","78","1995","07","01",NA,"Brasil","Minas Gerais","Ponte Nova","Mata do Baltazar.","-42.9085998535156","-20.4164009094238",NA,NA,NA,"Arbusto com +/- 3,0 m de altura, raque da inflorescência vermelha, frutos imaturos verdes, maduros roxo, nervuras principais vermelhas..","UPCB0016860","UPCB0016860",NA,"Goldenberg, R.","2008","01","01",NA,NA,"16921","auto",NA,NA,NA,NA,NA
"1535","2019-10-11 11:13:51-03","UFPR","UPCB","19556","PreservedSpecimen","Plantae",NA,NA,"Anacardiaceae","Tapirira","guianensis","Tapirira guianensis","Aubl.","Pedralli, G.",NA,"1987","10","15",NA,"Brasil","Minas Gerais","Nova Ponte","Rio Araguari","-47.6747016906738","-19.1525001525879",NA,NA,NA,"Árvore..",NA,NA,NA,"Meyer, S.T.",NA,NA,NA,NA,NA,"47316","auto",NA,NA,NA,NA,NA
"1536","2019-11-08 15:43:57-03","UNESP-IBILCE","SJRP","21748","S","Plantae","Magnoliophyta","Asterales","Asteraceae","Mikania","cordifolia","Mikania cordifolia",NA,NA,NA,"1998","07","11","América do Sul","Brasil","Minas Gerais","Ponte Nova","br 120, km 616","-42.9085998535156","-20.4164009094238",NA,NA,NA,"Geografia: trepadeira, em flor e fruto,;",NA,NA,NA,"M.R. Ritter","1998","01","01",NA,NA,"16921","auto",NA,"Magnoliopsida",NA,NA,NA
"1537","2019-11-08 15:43:53-03","UNESP-IBILCE","SJRP","02768","S","Plantae","Magnoliophyta","Poales","Poaceae","Merostachys",NA,"Merostachys",NA,"L. Clark","709","1990","02","25","América do Sul","Brasil","Minas Gerais","Ponte Nova","sentido Ouro Preto","-42.9085998535156","-20.4164009094238",NA,NA,NA,"Geografia: In burned over area at the entrance to a property.;",NA,NA,NA,NA,NA,NA,NA,NA,NA,"16921","auto",NA,"Liliopsida",NA,NA,NA
"1538","2015-10-22 10:03:01-02","UNIOESTE","UNOP","7651","S","Plantae",NA,NA,"Melastomataceae","Leandra","reversa","Leandra reversa","(DC.) Cogn.","Rocha, L.B. da; Oliveira, M.J.F.; Oliveira, M.J.F.","123","1989","12","06",NA,"Brasil","Minas Gerais","Ponte Nova","Estação Experimental da EPAMIG","-42.9085998535156","-20.4164009094238",NA,NA,NA,"Planta arbustiva, ereta, um pouco ramificada no ápice. Os cálices tem densa pilosidade cor-de-vinho. Pétalas de cor magenta, anteras amarelas.",NA,NA,NA,"Romero, R.","2011","11","01",NA,NA,"16921","auto",NA,NA,NA,NA,NA
