"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","identifiedBy","yearIdentified","monthIdentified","dayIdentified","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","infraspecificEpithet","class","relationshipType","relatedCatalogItem","individualCount"
"382","2020-03-10 08:30:50-03","UFV","VIC","18915F","PreservedSpecimen","Plantae",NA,NA,"Sphaerophragmiaceae","Puccinia","psidii","Puccinia psidii","G. Winter","Muller, A.S.","459","1930","05","03",NA,"Brasil","Minas Gerais","Ponte Nova","Pião","-42.9085998535156","-20.4164009094238",NA,NA,NA,"Eugenia jambos L.","VIC18915F",NA,NA,"Hwthurston Jr.",NA,NA,NA,NA,NA,"16921","auto",NA,NA,NA,NA,NA
"383","2020-03-10 08:29:36-03","UFV","VIC","21936F","PreservedSpecimen","Plantae",NA,NA,"Mycosphaerellaceae","Mycovellosiella","lantanae","Mycovellosiella lantanae","(Chupp) Deighton","Pereira, Mauricio J","155","1995","02","07",NA,"Brasil","Minas Gerais","Ponte Nova","Ponte Nova, Mariana, Km 49","-42.9085998535156","-20.4164009094238",NA,NA,NA,"Lantana glutinosa Poepp","VIC21936F",NA,NA,NA,NA,NA,NA,NA,NA,"16921","auto",NA,NA,NA,NA,NA
"384","2020-03-10 08:27:38-03","UFV","VIC","027772","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Aechmea","distichanta","Aechmea distichanta","Lemaire","de Paula, C.C.; Silva, R.R. da","9","2002","06","25",NA,"Brasil","Minas Gerais","Ponte Nova","Rio piranga.","-42.9085998535156","-20.4164009094238",NA,NA,NA,"Folhas verdes com listras esbranquiçadas, folhas fechando o copo sendo as centrais côncavas,brácteas escapais vinho esbranquiçado, escapo e ráquis róseo, brácteas florais e sépalas rosas com ápice, em forma de espinho, amarelo, pétalas","VIC027772","VIC027772",NA,NA,NA,NA,NA,NA,NA,"16921","auto",NA,NA,NA,NA,NA
"385","2020-03-10 08:27:28-03","UFV","VIC","23091","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Jacaranda",NA,"Jacaranda",NA,"Valente, G.E.; et al.","89","1995","08","02",NA,"Brasil","Minas Gerais","Ponte Nova","Rio Piranga","-42.9085998535156","-20.4164009094238",NA,NA,NA,"Árvore com cerca de 9,0 metros de altura; flores lilases, coletada na mata de uma ilha do Rio Piranga.","VIC023091","VIC023091",NA,NA,NA,NA,NA,NA,NA,"16921","auto",NA,NA,NA,NA,NA
"386","2020-03-10 08:27:37-03","UFV","VIC","26461","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Acanthostachys","strobilacea","Acanthostachys strobilacea","(Schult. f.) Klotzsch","Paula, C.C. de; Silva, R.R.","s.n.","2002","03","12",NA,"Brasil","Minas Gerais","Ponte Nova","Rio Piranga","-42.9085998535156","-20.4164009094238",NA,NA,NA,"Epífita; bráctea escapal de verde a rosada; bráctea rosada; sépalas e pétalas amareladas.","VIC026461","VIC026461",NA,"Paula, C.C. de","2002","06","14",NA,NA,"16921","auto",NA,NA,NA,NA,NA
"387","2020-03-10 08:28:41-03","UFV","VIC","34316","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Leonurus","sibiricus","Leonurus sibiricus","L.","Molinari, R.F. de","s.n.","2011","05","23",NA,"Brasil","Minas Gerais","Ponte Nova","Sítio Sesmaria","-42.9085998535156","-20.4164009094238",NA,NA,NA,"Erva ereta, ramificada, de hastes quadrangulares, de até 1,2 metros de altura. Folhas simples e dividadas, membranáceas, opostas e pecioladas. Flores de cor azulada, reunidas em inflorescências axilares fasciculadas.","VIC034316","VIC034316",NA,NA,NA,NA,NA,NA,NA,"16921","auto",NA,NA,NA,NA,NA
"388","2020-03-10 08:30:31-03","UFV","VIC","16726","PreservedSpecimen","Plantae",NA,NA,"Rosaceae","Prunus",NA,"Prunus",NA,"Garcia, F.C.P.","758","1996","12","02",NA,"Brasil","Minas Gerais","Ponte Nova","Vale do Ipiranga","-42.9085998535156","-20.4164009094238",NA,NA,NA,"Árvore de ca de 5 m. flores brancas","VIC016726","VIC016726",NA,NA,NA,NA,NA,NA,NA,"16921","auto",NA,NA,NA,NA,NA
"389","2020-03-10 08:29:52-03","UFV","VIC","16724","PreservedSpecimen","Plantae",NA,NA,"Papilionoideae","Andira","fraxinifolia","Andira fraxinifolia","Benth.","Garcia, F.C.P.","s.n.","1996","12","02",NA,"Brasil","Minas Gerais","Ponte Nova","Vale do Rio Ipiranga","-42.9085998535156","-20.4164009094238",NA,NA,NA,"Árvore ca. 7m de altura, frutos imaturos verdes. Árvore deitada sobre o rio.","VIC016724","VIC016724",NA,"Garcia, F.C.P.","1996","12","05",NA,NA,"16921","auto",NA,NA,NA,NA,NA
"390","2020-03-10 08:30:34-03","UFV","VIC","16727","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Ixora",NA,"Ixora",NA,"Garcia, F.C.P.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Ponte Nova","Vale do Rio piranga","-42.9085998535156","-20.4164009094238",NA,NA,NA,"Árvore de ca 8 m de altura e flores creme.","VIC016727",NA,NA,NA,NA,NA,NA,NA,NA,"16921","auto",NA,NA,NA,NA,NA
"391","2020-03-10 08:29:45-03","UFV","VIC","16725","PreservedSpecimen","Plantae",NA,NA,"Ochnaceae","Ouratea",NA,"Ouratea","Aubl.","Garcia, F.C.P.","757","1996","12","02",NA,"Brasil","Minas Gerais","Ponte Nova","Vale do Rio piranga","-42.9085998535156","-20.4164009094238",NA,NA,NA,"Arvoreta de subbosque de 1,5 m,flores amarelas","VIC016725",NA,NA,NA,NA,NA,NA,NA,NA,"16921","auto",NA,NA,NA,NA,NA
"392","2020-03-10 08:27:39-03","UFV","VIC","016528","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Billbergia","zebriana","Billbergia zebriana","(Herbert) Lindley","Palhais, C.B.; de Paula, C.C.","39","1996","10","12",NA,"Brasil","Minas Gerais","Ponte Nova","Vale do Rio piranga, Estrada entre porto Firme e guaraciaba.","-42.9085998535156","-20.4164009094238",NA,NA,NA,"Epífita, esciófila, brácteas róseas.","VIC016528","VIC016528",NA,NA,NA,NA,NA,NA,NA,"16921","auto",NA,NA,NA,NA,NA
"393","2019-08-27 13:28:16-03","IAP","PACA-AGP","85353","PreservedSpecimen","Plantae","Magnoliophyta","Campanulales","Phytolaccaceae","Seguieria","langsdorffii","Seguieria langsdorffii","Moq.","L. V. Costa",NA,"1997","03",NA,NA,"Brasil","MG","Ponte Nova",NA,"-42.9085998535156","-20.4164009094238",NA,NA,NA,"BHCB 37488","PACA085353",NA,NA,"M. S. Marchioretto","1999","05",NA,NA,NA,"16921","auto",NA,"Magnoliatae",NA,NA,NA
"394","2019-11-21 14:30:12-03","UFJF","CESJ","33060","PreservedSpecimen","Plantae","Angiosperma",NA,"Apiaceae","Eryngium","ebracteatum","Eryngium ebracteatum","Lam.","M. Magalhaes","s.n.","1940","06","11","América do Sul","Brasil","Minas Gerais","Nova Ponte","Fz. da Pedra","-47.6747016906738","-19.1525001525879",NA,NA,NA,"Forma herbacea","CESJ033060",NA,NA,"M. Barreto","1940","06","11",NA,NA,"47316","auto",NA,NA,NA,NA,NA
"395","2019-11-21 14:48:33-03","UFJF","CESJ","29906","PreservedSpecimen","Plantae","Angiosperma",NA,"Verbenaceae","Petrea","volubilis","Petrea volubilis","L.","E. Tameirão-Neto","2095","1996","09","25","América do Sul","Brasil","Minas Gerais","Nova Ponte","Floresta semidecidual.","-47.6747016906738","-19.1525001525879",NA,NA,NA,"Escandente.","CESJ029906",NA,NA,"E. Tameirão-Neto",NA,NA,NA,NA,NA,"47316","auto",NA,NA,NA,NA,NA
"396","2019-11-21 14:42:54-03","UFJF","CESJ","36373","PreservedSpecimen","Plantae","Angiosperma",NA,"Poaceae","Paspalum","macroblepharum","Paspalum macroblepharum","Hack","Mendes Magalhães","254","1940","06","11","América do Sul","Brasil","Minas Gerais","Nova Ponte",NA,"-47.6747016906738","-19.1525001525879",NA,NA,NA,"Em pedras nas margens do rio das Velhas. herbacea rasteira.","CESJ036373",NA,NA,"A. Chase",NA,NA,NA,NA,NA,"47316","auto",NA,NA,NA,NA,NA
"397","2019-11-21 14:47:04-03","UFJF","CESJ","27118","PreservedSpecimen","Plantae","Angiosperma",NA,"Verbenaceae","Aloysia","virgata","Aloysia virgata","(Ruiz & Pavon) Adr. Juss.","Teixeira; et al.","s.n.","1986","10","18","América do Sul","Brasil","Minas Gerais","Nova Ponte",NA,"-47.6747016906738","-19.1525001525879",NA,NA,NA,"Árvore,mata","CESJ027118","CESJ027118",NA,"F.R.G. Salimena","1997","01",NA,NA,NA,"47316","auto",NA,NA,NA,NA,NA
"398","2019-11-21 14:30:12-03","UFJF","CESJ","37784","PreservedSpecimen","Plantae","Angiosperma",NA,"Apiaceae","Eryngium","ebracteatum","Eryngium ebracteatum","Lam.","Mendes Magalhães","215","1940","06","11","América do Sul","Brasil","Minas Gerais","Nova Ponte","À margem do Rio das Velhas.","-47.6747016906738","-19.1525001525879",NA,NA,NA,"Herbácea, pouco frequente.","CESJ037784",NA,NA,"H.L. Mello Barreto",NA,NA,NA,NA,NA,"47316","auto",NA,NA,NA,NA,NA
"399","2020-02-10 19:46:50-03","UFJF","CESJ","28707","PreservedSpecimen","Plantae","Angiosperma",NA,"Asteraceae","Bidens","pilosa","Bidens pilosa","L.","J.E.Z. Oliveira","18,19","1995","09","04","América do Sul","Brasil","Minas Gerais","Ponte Nova","Fazenda da EPAMIG 457 msm","-42.9085998535156","-20.4164009094238",NA,NA,NA,"Planta de sol, terreno baldio, com umidade média, caule ereto, roxo na base e verde com listras arroxeadas na porção superior, ramificando-se desde 5 cm do solo ca. 1,0 m. Folhas verdes com ráquis arroxeadas, 3 folíolos na base e no ápice dos ramos, pelo","CESJ028707",NA,NA,NA,NA,NA,NA,NA,NA,"16921","auto",NA,NA,NA,NA,NA
"400","2020-03-10 14:03:40-03","UFMS","CGMS","21813","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Dalbergia","nigra","Dalbergia nigra","(Vell.) Allemão ex Benth.","L.C.P. Lima; F.C.P. Garcia","214",NA,NA,NA,NA,"Brasil","Minas Gerais","Ponte Nova","BR 356, próximo ao bar Pimenteira.","-42.9085998535156","-20.4164009094238",NA,NA,NA,"Papilionoideae. Flor branca. Aroma floral adocicado, mácula esverdeada na base do estandarte. Habitat: Beira de estrada. Habito: Arbóreo. 8,00m de altura.","CGMS1051223",NA,NA,NA,NA,NA,NA,NA,NA,"16921","auto",NA,NA,NA,NA,NA
"401","2019-08-20 10:08:17-03","UNICAMP","UEC","124964","S","Plantae","Magnoliopsida",NA,"Bombacaceae","Eriotheca",NA,"Eriotheca",NA,"Tameirão Neto, E","2068","1996","06","26",NA,"Brazil","Minas Gerais","Nova Ponte",NA,"-47.6747016906738","-19.1525001525879",NA,NA,NA,"Arbóreo.&nf;Paineira.; Cerrado.","UEC099072","UEC099072",NA,NA,NA,NA,NA,NA,NA,"47316","auto",NA,NA,NA,NA,NA
"402","2019-08-20 10:28:26-03","UNICAMP","UEC","183012","S","Plantae","Magnoliopsida",NA,"Vochysiaceae","Vochysia","tucanorum","Vochysia tucanorum","Mart.","Tameirão Neto, E","33686","1996","12","04",NA,"Brazil","Minas Gerais","Nova Ponte",NA,"-47.6747016906738","-19.1525001525879",NA,NA,NA,"Nome vulgar: Pau de tucano.&nf;Arbóreo.&nf;; Floresta semidecidual.","UEC104099","UEC104099",NA,"Barbosa, AR","1998","08",NA,NA,NA,"47316","auto",NA,NA,NA,NA,NA
"403","2019-08-20 10:13:26-03","UNICAMP","UEC","63089","S","Plantae","Magnoliopsida",NA,"Fabaceae","Eriosema","benthamianum","Eriosema benthamianum","Mart. ex Benth.","Stehmann, JR; Teixeira, MCB","s.n.","1987","08","14",NA,"Brazil","Minas Gerais","Nova Ponte",NA,"-47.6747016906738","-19.1525001525879",NA,NA,NA,"flor, Área 2 - Herbácea. Flor amarela.","UEC004733","UEC004733",NA,"Cândido, ES","2016","08","11",NA,NA,"47316","auto",NA,NA,NA,NA,NA
"404","2019-08-20 10:14:09-03","UNICAMP","UEC","99000","S","Plantae","Magnoliopsida",NA,"Fabaceae","Machaerium","villosum","Machaerium villosum","Vogel","Tameirão Neto, E","2167","1996","11","03",NA,"Brazil","Minas Gerais","Nova Ponte",NA,"-47.6747016906738","-19.1525001525879",NA,NA,NA,"flor, Floresta semidecídua. Arbóreo.","UEC199416","UEC199416",NA,"Tameirão Neto, E",NA,NA,NA,NA,NA,"47316","auto",NA,NA,NA,NA,NA
"405","2019-08-20 10:14:01-03","UNICAMP","UEC","99001","S","Plantae","Magnoliopsida",NA,"Fabaceae","Machaerium","acutifolium","Machaerium acutifolium","Vogel","Tameirão Neto, E","2190","1996","11","03",NA,"Brazil","Minas Gerais","Nova Ponte",NA,"-47.6747016906738","-19.1525001525879",NA,NA,NA,"flor, Arbóreo, cerrado.","UEC155139","UEC155139",NA,"Tameirão Neto, E",NA,NA,NA,NA,NA,"47316","auto",NA,NA,NA,NA,NA
"406","2019-08-20 10:14:04-03","UNICAMP","UEC","63090","S","Plantae","Magnoliopsida",NA,"Fabaceae","Machaerium","brasiliense","Machaerium brasiliense","Vogel","Pedralli, G; et al.","NP1175","1987","10","19",NA,"Brazil","Minas Gerais","Nova Ponte",NA,"-47.6747016906738","-19.1525001525879",NA,NA,NA,"fruto, Árvore, frutos verdes.","UEC183334","UEC183334",NA,"Filardi, FLR","2009","12",NA,NA,NA,"47316","auto",NA,NA,NA,NA,NA
"407","2019-08-20 10:13:02-03","UNICAMP","UEC","63088","S","Plantae","Magnoliopsida",NA,"Fabaceae","Crotalaria","maypurensis","Crotalaria maypurensis","Kunth","?","s.n.","1988","03","04",NA,"Brazil","Minas Gerais","Nova Ponte",NA,"-47.6747016906738","-19.1525001525879",NA,NA,NA,"flor, Área 2-cerrado. Herbáceo, flor amarela.","UEC152048","UEC152048",NA,"Filliettaz, AM","1996","07","03",NA,NA,"47316","auto",NA,NA,NA,NA,NA
"408","2019-08-20 10:14:04-03","UNICAMP","UEC","202041","S","Plantae","Magnoliopsida",NA,"Fabaceae","Machaerium","hirtum","Machaerium hirtum","(Vell.) Stellfeld","Tameirão Neto, E","2323","1997","02","23",NA,"Brazil","Minas Gerais","Nova Ponte",NA,"-47.6747016906738","-19.1525001525879",NA,NA,NA,"flor, Floresta semidecidual; Arbóreo. Nome vulgar: Pau cebola.","UEC159435","UEC159435",NA,"Filardi, FLR","2009","12",NA,NA,NA,"47316","auto",NA,NA,NA,NA,NA
"409","2020-02-10 17:54:26-03","UNICAMP","UEC","63083","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Miconia","albicans","Miconia albicans","(Sw.) Steub.","Pedralli, G","NP623","1987","03","30",NA,"Brazil","Minas Gerais","Nova Ponte",NA,"-47.6747016906738","-19.1525001525879",NA,NA,NA,"fruto, Arbusto. Área 2. Cerrado.","UEC200133","UEC200133",NA,"Stehmann, JR",NA,NA,NA,NA,NA,"47316","auto",NA,NA,NA,NA,NA
"410","2019-08-20 10:13:30-03","UNICAMP","UEC","63084","S","Plantae","Magnoliopsida",NA,"Fabaceae","Erythrina","dominguezii","Erythrina dominguezii","Hassl.","Stehmann, JR","NP1040","1987","08","11",NA,"Brazil","Minas Gerais","Nova Ponte","Área 3.","-47.6747016906738","-19.1525001525879",NA,NA,NA,"Árvore; flor vermelha.","UEC012457","UEC012457",NA,"Martins, MV","2011","11",NA,NA,NA,"47316","auto",NA,NA,NA,NA,NA
"411","2019-08-20 10:15:19-03","UNICAMP","UEC","63091","S","Plantae","Magnoliopsida",NA,"Fabaceae","Tephrosia","purpurea","Tephrosia purpurea","(L.) Pers.","?","s.n.","1987","03","30",NA,"Brazil","Minas Gerais","Nova Ponte","Cerrado na Fazenda do Santo Antonino","-47.6747016906738","-19.1525001525879",NA,NA,NA,"flor, Herbácea. Flor lilás / rósea.",NA,NA,NA,"Stehmann, JR",NA,NA,NA,NA,NA,"47316","auto",NA,NA,NA,NA,NA
"412","2019-08-20 10:13:33-03","UNICAMP","UEC","63087","S","Plantae","Magnoliopsida",NA,"Fabaceae","Galactia","decumbens","Galactia decumbens","Hassl.","Pedralli, G","NP703","1987","03","30",NA,"Brazil","Minas Gerais","Nova Ponte","Cerrado na Fazenda do Sr. Antonino.","-47.6747016906738","-19.1525001525879",NA,NA,NA,"flor, Cipó, flor rosa escuro. Na beira do rio.",NA,NA,NA,"Ceolin, GB","2009","10",NA,NA,NA,"47316","auto",NA,NA,NA,NA,NA
"413","2019-08-20 10:13:29-03","UNICAMP","UEC","64695","S","Plantae","Magnoliopsida",NA,"Fabaceae","Eriosema","riedelii","Eriosema riedelii","Benth.","Pedralli, G","683","1987","03","30",NA,"Brazil","Minas Gerais","Nova Ponte","Cerrado na Fazenda do Sr. Antonino.","-47.6747016906738","-19.1525001525879",NA,NA,NA,"flor, Herbáceo, flores amarelas.","UEC004717","UEC004717",NA,"Cândido, ES","2016","08","11",NA,NA,"47316","auto",NA,NA,NA,NA,NA
"414","2019-08-20 10:13:06-03","UNICAMP","UEC","63085","S","Plantae","Magnoliopsida",NA,"Fabaceae","Crotalaria","velutina","Crotalaria velutina","Benth.","?","s.n.","1987","03","30",NA,"Brazil","Minas Gerais","Nova Ponte","Fazenda do Sr. Antonino.","-47.6747016906738","-19.1525001525879",NA,NA,NA,"flor, Flores amarelas, fruto escuro. Cerrado.",NA,NA,NA,"Filliettaz, AM","2000","05",NA,NA,NA,"47316","auto",NA,NA,NA,NA,NA
"415","2019-12-02 11:50:55-03","UNICAMP","UEC","63092","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Microlicia","fasciculata","Microlicia fasciculata","Mart.","Pedralli, G","NP694","1987","03","30",NA,"Brazil","Minas Gerais","Nova Ponte","Fazenda do Sr. Antônio.","-47.6747016906738","-19.1525001525879",NA,NA,NA,"fruto, Arbusto, flores roxas. Cerrado.","UEC183192","UEC183192",NA,"Romero, R","1996","10",NA,NA,NA,"47316","auto",NA,NA,NA,NA,NA
"416","2019-08-20 10:05:19-03","UNICAMP","UEC","114192","S","Plantae","Magnoliopsida",NA,"Asteraceae","Critonia","megaphylla","Critonia megaphylla","(Baker) R.M.King & H.Rob.","Magalhães, M","205","1940","04","11",NA,"Brazil","Minas Gerais","Nova Ponte","Margem do rio das Velhas.","-47.6747016906738","-19.1525001525879",NA,NA,NA,"Arbusto 2,00 m. Flores alvas; muito frequente.","UEC123557","UEC123557",NA,"Esteves, RL","2002","07","12",NA,NA,"47316","auto",NA,NA,NA,NA,NA
"417","2020-02-10 17:50:48-03","UNICAMP","UEC","114216","S","Plantae","Magnoliopsida",NA,"Asteraceae","Stevia","heptachaeta","Stevia heptachaeta","A.DC.","Magalhães, M","212","1940","06","11",NA,"Brazil","Minas Gerais","Nova Ponte","Margem do rio das Velhas.","-47.6747016906738","-19.1525001525879",NA,NA,NA,"Subarbusto, flores lilás. Muito frequente.; Entre pedras.","UEC130427","UEC130427",NA,"Barreto, MM",NA,NA,NA,NA,NA,"47316","auto",NA,NA,NA,NA,NA
"418","2019-08-20 10:15:22-03","UNICAMP","UEC","82618","S","Plantae","Magnoliopsida",NA,"Fabaceae","Vigna",NA,"Vigna",NA,"Stehmann, JR; Pedralli, G; Teixeira, MCB","s.n.","1988","03","04",NA,"Brazil","Minas Gerais","Nova Ponte","Mata Galeria do Rio Araguarí","-47.6747016906738","-19.1525001525879",NA,NA,NA,"flor, Trepadeira, flores lilás / esverdeadas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"47316","auto",NA,NA,NA,NA,NA
"419","2020-02-10 17:54:26-03","UNICAMP","UEC",NA,"S","Plantae","Magnoliopsida",NA,"Melastomataceae","Miconia","calvescens","Miconia calvescens","A.DC.","?","s.n.","1987","05","09",NA,"Brazil","Minas Gerais","Nova Ponte","Ponto da Cobra","-47.6747016906738","-19.1525001525879",NA,NA,NA,"flor, Arbusto, flor branca, na beira do córrego.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"47316","auto",NA,NA,NA,NA,NA
"420","2020-02-10 17:54:26-03","UNICAMP","UEC","60062","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Miconia","calvescens","Miconia calvescens","A.DC.","Pedralli, G; et al.","s.n.","1987","05","09",NA,"Brazil","Minas Gerais","Nova Ponte","Ponto da Cobra, Na beira do córrego.","-47.6747016906738","-19.1525001525879",NA,NA,NA,"Arbusto, flor branca, na beira do córrego.","UEC163458","UEC163458",NA,NA,NA,NA,NA,NA,NA,"47316","auto",NA,NA,NA,NA,NA
"421","2019-08-20 10:08:47-03","UNICAMP","UEC","120832","S","Plantae","Magnoliopsida",NA,"Calophyllaceae","Calophyllum","brasiliense","Calophyllum brasiliense","Cambess.","Pedralli, G","827","1987","10","15",NA,"Brazil","Minas Gerais","Nova Ponte","Rio Araguari","-47.6747016906738","-19.1525001525879",NA,NA,NA,"flor, Árvore flor branca.","UEC141575","UEC141575",NA,"Bittrich, V","2001","08",NA,NA,NA,"47316","auto",NA,NA,NA,NA,NA
"422","2019-08-20 10:13:29-03","UNICAMP","UEC","63084","S","Plantae","Magnoliopsida",NA,"Fabaceae","Erythrina",NA,"Erythrina",NA,"?","s.n.","1987","08","11",NA,"Brazil","Minas Gerais","Nova Ponte","Rio Piraguari.","-47.6747016906738","-19.1525001525879",NA,NA,NA,"flor, Árvore, flor vermelha.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"47316","auto",NA,NA,NA,NA,NA
"423","2019-08-20 10:04:58-03","UNICAMP","UEC","2412","S","Plantae","Magnoliopsida",NA,"Asteraceae","Blainvillea","rhomboidea","Blainvillea rhomboidea","Cass.","Carvalho, DA","6519","1977","05","18",NA,"Brazil","Minas Gerais","Ponte Nova",NA,"-42.9085998535156","-20.4164009094238",NA,NA,NA,"Herbácea, capítulos brancs","UEC119757","UEC119757",NA,NA,NA,NA,NA,NA,NA,"16921","auto",NA,NA,NA,NA,NA
"424","2019-08-20 10:13:05-03","UNICAMP","UEC","156389","S","Plantae","Magnoliopsida",NA,"Fabaceae","Crotalaria","paulina","Crotalaria paulina","Schrank","Rocha, LB","128","1990","02","14",NA,"Brazil","Minas Gerais","Ponte Nova","Estação Experimental da EPAMIG.","-42.9085998535156","-20.4164009094238",NA,NA,NA,"Planta arbustiva, ramificada desde a base , de +/- 2,0 m, de altura, folhas discolores com sedosidade, flores amarelas.","UEC054791","UEC054791",NA,"Flores, A","2004",NA,NA,NA,NA,"16921","auto",NA,NA,NA,NA,NA
"425","2020-02-10 17:54:26-03","UNICAMP","UEC","35802","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Miconia","calvescens","Miconia calvescens","A.DC.","Fontella, J; Vidal, W; Vidal, R; Fortunato, R; Coons, MP","1043","1978","05","22",NA,"Brazil","Minas Gerais","Ponte Nova","Estrada do Amparo do Serra, Em direção à BR-120.","-42.9085998535156","-20.4164009094238",NA,NA,NA,"flor, Arbusto de flores alvas. Beira da mata secundária, solo argiloso vermelho.","UEC163450","UEC163450",NA,"Martins, AB","1992","07",NA,NA,NA,"16921","auto",NA,NA,NA,NA,NA
"426","2019-08-20 10:19:34-03","UNICAMP","UEC","84235","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Microlicia","confertiflora","Microlicia confertiflora","Naudin","Spina, AP","1868","1996","07","11",NA,"Brazil","Minas Gerais","Ponte Nova","Estrada Ponte Nova-Mariana, No 1º trevo da entrada para Mariana, lado esquerdo.","-42.9085998535156","-20.4164009094238",NA,NA,NA,"flor, Subarbusto de até 0,5 m, flores liláses, estames com filtes róseos, conectivo amarelo, anteras vinosas. Solo rico em manganês e quartzito.","UEC154486","UEC154486",NA,"Versiane, AFA","2018","03",NA,NA,NA,"16921","auto",NA,NA,NA,NA,NA
"427","2019-11-22 17:38:41-03","UNICAMP","UEC","84237","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Microlicia","confertiflora","Microlicia confertiflora","Naudin","Silva, AF","1864","1996","07","11",NA,"Brazil","Minas Gerais","Ponte Nova","Estrada Ponte Nova-Mariana, No 1º trevo da entrada para Mariana, lado esquerdo.","-42.9085998535156","-20.4164009094238",NA,NA,NA,"flor, Subarbusto de até 0,5 m, flores liláses, estames amarelos. Solo rico em manganês e quartzito.","UEC157855","UEC157855",NA,"Versiane, AFA","2018","03",NA,NA,NA,"16921","auto",NA,NA,NA,NA,NA
"428","2019-08-20 10:19:34-03","UNICAMP","UEC","84236","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Microlicia","confertiflora","Microlicia confertiflora","Naudin","Silva, AF","1893","1996","07","11",NA,"Brazil","Minas Gerais","Ponte Nova","Estrada Ponte Nova-Mariana, No 1º trevo da entrada para Mariana, lado esquerdo.","-42.9085998535156","-20.4164009094238",NA,NA,NA,"flor, Planta de até 0,5 m, flores lilás-escuras. Solo rico em manganês e quartzito.","UEC154485","UEC154485",NA,"Versiane, AFA","2018","03",NA,NA,NA,"16921","auto",NA,NA,NA,NA,NA
