"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","infraspecificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","coordinatePrecision","occurrenceRemarks","geoFlag","individualCount","recordNumber","continentOcean","locality","verbatimLongitude","verbatimLatitude","preparationType","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","dayIdentified","typeStatus","class","relatedCatalogItem"
"1326","2020-03-19 11:41:20-03","UFES","VIES","8408","S","Plantae",NA,NA,"Lythraceae","Cuphea","flava",NA,"Cuphea flava","Spreng.","Cavalcanti, T.B.","1993","01","Pereira, O.J.; Gomes, J.M.L. & Martins, M.L.L.","1992","02","20","Brasil","Espírito Santo","Aracruz","-40.2733001708984","-19.8202991485596","37987",NA,"auto",NA,"2759",NA,"Área 103 da Aracruz Celulose S.A.",NA,NA,NA,"VIES008408","VIES008408",NA,NA,"06",NA,NA,NA
"1327","2020-03-19 11:42:29-03","UFES","VIES","9560","S","Plantae",NA,NA,"Rubiaceae","Tocoyena","bullata",NA,"Tocoyena bullata","(Vell.) Mart.","Pereira, O.J.","1992","02","Pereira, O.J.; Gomes, J.M.L.","1992","02","20","Brasil","Espírito Santo","Aracruz","-40.2733001708984","-19.8202991485596","37987",NA,"auto",NA,"2761",NA,"Área 103 da Aracruz Celulose S.A.",NA,NA,NA,"VIES009560","VIES009560",NA,NA,"20",NA,NA,NA
"1328","2020-03-19 11:41:20-03","UFES","VIES","8406","S","Plantae",NA,NA,"Lythraceae","Cuphea","carthagenensis",NA,"Cuphea carthagenensis","(Jacq.) J.Macbr.","Cavalcanti, T.B.","1993","01","Pereira, O.J.; Gomes, J.M.L. & Simões, J.M.","1992","10","27","Brasil","Espírito Santo","Aracruz","-40.2733001708984","-19.8202991485596","37987",NA,"auto",NA,"3982",NA,"Área 103 da Aracruz Celulose S.A.",NA,NA,NA,"VIES008406","VIES008406",NA,NA,"06",NA,NA,NA
"1329","2019-06-27 10:25:45-03","UFES","VIES","8428","S","Plantae",NA,NA,"Moraceae",NA,NA,NA,NA,NA,NA,NA,NA,"Pereira, O.J.; Gomes, J.M.L. & Simões, J.M.","1992","10","27","Brasil","Espírito Santo","Aracruz","-40.2733001708984","-19.8202991485596","37987",NA,"auto",NA,"3974",NA,"Área 103 da Aracruz Celulose S.A.",NA,NA,NA,"VIES008428","VIES008428",NA,NA,NA,NA,NA,NA
"1330","2019-09-27 18:05:41-03","UFES","VIES","8446","S","Plantae",NA,NA,"Nyctaginaceae","Guapira","pernambucensis",NA,"Guapira pernambucensis","(Casar.) Lundell","Pereira, O.J.","1992","10","Pereira, O.J.; Gomes, J.M.L. & Simões, J.M.","1992","10","27","Brasil","Espírito Santo","Aracruz","-40.2733001708984","-19.8202991485596","37987",NA,"auto",NA,"3968",NA,"Área 103 da Aracruz Celulose S.A.",NA,NA,NA,"VIES008446","VIES008446",NA,NA,"27",NA,NA,NA
"1331","2020-03-19 11:42:08-03","UFES","VIES","9611","S","Plantae",NA,NA,"Plantaginaceae","Achetaria","platychila",NA,"Achetaria platychila","(Radlk.) V.C.Souza","Colletta, G.D.",NA,NA,"Pereira, O.J.; Gomes, J.M.L. & Simões, J.M.","1992","10","27","Brasil","Espírito Santo","Aracruz","-40.2733001708984","-19.8202991485596","37987",NA,"auto",NA,"4002",NA,"Área 103 da Aracruz Celulose S.A.",NA,NA,NA,"VIES009611","VIES009611",NA,NA,NA,NA,NA,NA
"1332","2020-03-19 11:42:21-03","UFES","VIES","9566","S","Plantae",NA,NA,"Rubiaceae","Coccocypselum","campanuliflorum",NA,"Coccocypselum campanuliflorum","Cham. & Schltdl.","Costa, C.B.","2000","06","Pereira, O.J.; et al.","1992","10","27","Brasil","Espírito Santo","Aracruz","-40.2733001708984","-19.8202991485596","37987",NA,"auto",NA,"4011",NA,"Área 103 da Aracruz Celulose S.A.",NA,NA,NA,"VIES009566","VIES009566",NA,NA,"26",NA,NA,NA
"1333","2020-03-19 11:39:39-03","UFES","VIES","7839","S","Plantae",NA,NA,"Apocynaceae","Forsteronia","leptocarpa",NA,"Forsteronia leptocarpa","(Hook. & Arn.) A.DC.","Kinoshita, L.S.",NA,NA,"Pereira, O.J.","1992","10","27","Brasil","Espírito Santo","Aracruz","-40.2733001708984","-19.8202991485596","37987",NA,"auto",NA,"3975",NA,"Área 103 da Aracruz Celulose S.A.",NA,NA,NA,"VIES007839","VIES007839",NA,NA,NA,NA,NA,NA
"1334","2020-03-19 11:40:37-03","UFES","VIES","8706","S","Plantae",NA,NA,"Eriocaulaceae","Actinocephalus","ramosus",NA,"Actinocephalus ramosus","(Wikstr.) Sano","Trovó, M.L.O.","2014","11","Pereira, O.J.; Gomes, J.M.L. & Martins, M.L.L.","1992","02","20","Brasil","Espírito Santo","Aracruz","-40.2733001708984","-19.8202991485596","37987",NA,"auto",NA,"2798",NA,"Área 103 da Aracruz Celulose S.A.",NA,NA,NA,"VIES008706","VIES008706",NA,NA,"03",NA,NA,NA
"1335","2020-03-19 11:39:36-03","UFES","VIES","6345","S","Plantae",NA,NA,"Annonaceae","Guatteria","macropus",NA,"Guatteria macropus","Mart.","Lobão, A.Q.",NA,NA,"Pereira, O.J.; Gomes, J.M.L. & Martins, M.L.L.","1992","02","20","Brasil","Espírito Santo","Aracruz","-40.2733001708984","-19.8202991485596","37987",NA,"auto",NA,"2770",NA,"Área 103 da Aracruz Celulose S.A.",NA,NA,NA,"VIES006345","VIES006345",NA,NA,NA,NA,NA,NA
"1336","2020-03-19 11:41:17-03","UFES","VIES","7918","S","Plantae",NA,NA,"Lauraceae","Ocotea","pulchella",NA,"Ocotea pulchella","(Nees & Mart.) Mez","Quinet, A.","2006","08","Pereira, O.J.; Gomes, J.M.L. & Martins, M.L.L.","1992","02","20","Brasil","Espírito Santo","Aracruz","-40.2733001708984","-19.8202991485596","37987",NA,"auto",NA,"2762",NA,"Área 103 da Aracruz Celulose S.A.",NA,NA,NA,"VIES007918","VIES007918",NA,NA,"01",NA,NA,NA
"1337","2020-03-19 11:41:17-03","UFES","VIES","7907","S","Plantae",NA,NA,"Lauraceae","Ocotea","notata",NA,"Ocotea notata","(Nees & Mart.) Mez","Quinet, A.","2006","08","Pereira, O.J.; Gomes, J.M.L. & Simões, J.M.","1992","03","27","Brasil","Espírito Santo","Aracruz","-40.2733001708984","-19.8202991485596","37987",NA,"auto",NA,"3991",NA,"Área 103 da Aracruz Celulose S.A.",NA,NA,NA,"VIES007907","VIES007907",NA,NA,"01",NA,NA,NA
"1338","2019-09-27 18:06:05-03","UFES","VIES","9452","S","Plantae",NA,NA,"Pontederiaceae","Pontederia","cordata",NA,"Pontederia cordata","L.","Sousa, D.J.L.","2014","11","Pereira, O.J.; Simões, J.M. & Gomes, J.M.L.","1992","10","27","Brasil","Espírito Santo","Aracruz","-40.2733001708984","-19.8202991485596","37987",NA,"auto",NA,"3959",NA,"Área 103 da Aracruz Celulose S.A.",NA,NA,NA,"VIES009452","VIES009452",NA,NA,"28",NA,NA,NA
"1339","2020-03-19 11:39:50-03","UFES","VIES","9506","S","Plantae",NA,NA,"Arecaceae","Polyandrococos","caudescens",NA,"Polyandrococos caudescens","(Mart.) Barb.Rodr.","Fernandes, H.Q.B.",NA,NA,"Pereira, O.J.; Gomes, J.M.L. & Martins, M.L.L.","1992","11","20","Brasil","Espírito Santo","Aracruz","-40.2733001708984","-19.8202991485596","37987",NA,"auto",NA,"2792",NA,"Área 103 da Aracruz Celulose S.A.",NA,NA,NA,"VIES009506","VIES009506 VIES009506_1 VIES009506_2",NA,NA,NA,NA,NA,NA
"1340","2020-03-19 11:42:08-03","UFES","VIES","8237","S","Plantae",NA,NA,"Plantaginaceae","Achetaria",NA,NA,"Achetaria",NA,"Colletta, G.D.",NA,NA,"Pereira, O.J.; Gomes, J.M.L. & Martins, M.L.L.","1992","02","20","Brasil","Espírito Santo","Aracruz","-40.2733001708984","-19.8202991485596","37987",NA,"auto",NA,NA,NA,"Área 103 da Aracruz Celulose S.A.",NA,NA,NA,"VIES008237","VIES008237",NA,NA,NA,NA,NA,NA
"1341","2019-06-27 10:23:52-03","UFES","VIES","6321","S","Plantae",NA,NA,"Anacardiaceae","Tapirira","guianensis",NA,"Tapirira guianensis","Aubl.","Pereira, O.J.",NA,NA,"Pereira, O.J.; Gomes, J.M.L. & Martins, M.L.L.","1992","02","20","Brasil","Espírito Santo","Aracruz","-40.2733001708984","-19.8202991485596","37987",NA,"auto",NA,"2780",NA,"Área 103 da Aracruz Celulose S.A.",NA,NA,NA,"VIES006321","VIES006321",NA,NA,NA,NA,NA,NA
"1342","2019-06-27 10:26:54-03","UFES","VIES","8236","S","Plantae",NA,NA,"Scrophulariaceae",NA,NA,NA,NA,NA,NA,NA,NA,"Pereira, O.J.; Gomes, J.M.L. & Martins, M.L.L.","1992","02","20","Brasil","Espírito Santo","Aracruz","-40.2733001708984","-19.8202991485596","37987",NA,"auto",NA,"2760",NA,"Área 103 da Aracruz Celulose S.A.",NA,NA,NA,"VIES008236","VIES008236",NA,NA,NA,NA,NA,NA
"1343","2019-06-27 10:25:19-03","UFES","VIES","8302","S","Plantae",NA,NA,"Heliconiaceae","Heliconia","psittacorum",NA,"Heliconia psittacorum","L.f.",NA,NA,NA,"Pereira, O.J.; Gomes, J.M.L. & Simões, J.M.","1992","10","27","Brasil","Espírito Santo","Aracruz","-40.2733001708984","-19.8202991485596","37987",NA,"auto",NA,"3965",NA,"Área 103 da Aracruz Celulose S.A.",NA,NA,NA,"VIES008302","VIES008302",NA,NA,NA,NA,NA,NA
"1344","2019-09-27 18:05:43-03","UFES","VIES","8473","S","Plantae",NA,NA,"Onagraceae","Ludwigia","octovalvis",NA,"Ludwigia octovalvis","(Jacq.) P.H.Raven","Vieira, A.O.S.","2009","10","Pereira, O.J.; Gomes, J.M.L. & Simões, J.M.","1992","10","27","Brasil","Espírito Santo","Aracruz","-40.2733001708984","-19.8202991485596","37987",NA,"auto",NA,"3969",NA,"Área 103 da Aracruz Celulose S.A.",NA,NA,NA,"VIES008473","VIES008473",NA,NA,"20",NA,NA,NA
"1345","2019-06-27 10:26:45-03","UFES","VIES","7903","S","Plantae",NA,NA,"Sapindaceae",NA,NA,NA,NA,NA,NA,NA,NA,"Pereira, O.J.; Gomes, J.M.L. & Martins, M.L.L.","1992","02","20","Brasil","Espírito Santo","Aracruz","-40.2733001708984","-19.8202991485596","37987",NA,"auto",NA,"2764",NA,"Área 103 da Aracruz Celulose S.A.",NA,NA,NA,"VIES007903","VIES007903",NA,NA,NA,NA,NA,NA
"1346","2020-03-19 11:42:49-03","UFES","VIES","9672","S","Plantae",NA,NA,"Vitaceae","Cissus","erosa",NA,"Cissus erosa","Rich.","Lombardi, J.A.",NA,NA,"Pereira, O.J.; Gomes, J.M.L. & Simões, J.M.","1992","10","27","Brasil","Espírito Santo","Aracruz","-40.2733001708984","-19.8202991485596","37987",NA,"auto",NA,"3964",NA,"Área 103 da Aracruz Celulose S.A.",NA,NA,NA,"VIES009672","VIES009672",NA,NA,NA,NA,NA,NA
"1347","2020-03-19 11:42:32-03","UFES","VIES","8277","S","Plantae",NA,NA,"Salicaceae","Casearia","commersoniana",NA,"Casearia commersoniana","Cambess.","A. Nepomuceno","2019","01","Pereira, O.J.; Gomes, J.M.L. & Martins, M.L.L.","1992","02","20","Brasil","Espírito Santo","Aracruz","-40.2733001708984","-19.8202991485596","37987",NA,"auto",NA,"2812",NA,"Área 103 da Aracruz Celulose S.A.",NA,NA,NA,"VIES008277","VIES008277",NA,NA,"10",NA,NA,NA
"1348","2020-03-19 11:41:22-03","UFES","VIES","8364","S","Plantae",NA,NA,"Malpighiaceae","Heteropterys",NA,NA,"Heteropterys",NA,"P.H.D. Barros","2018","07","Pereira, O.J.; Gomes, J.M.L. & Martins, M.L.L.","1992","02","20","Brasil","Espírito Santo","Aracruz","-40.2733001708984","-19.8202991485596","37987",NA,"auto",NA,"2775",NA,"Área 103 da Aracruz Celulose S.A.",NA,NA,NA,"VIES008364","VIES008364",NA,NA,"04",NA,NA,NA
"1349","2019-06-27 10:26:37-03","UFES","VIES","9615","S","Plantae",NA,NA,"Rubiaceae","Palicourea",NA,NA,"Palicourea",NA,NA,NA,NA,"Pereira, O.J.","1992","02","20","Brasil","Espírito Santo","Aracruz","-40.2733001708984","-19.8202991485596","37987",NA,"auto",NA,"2811",NA,"Área 103 da Aracruz Celulose S.A.",NA,NA,NA,"VIES009615","VIES009615",NA,NA,NA,NA,NA,NA
"1350","2019-06-27 10:26:37-03","UFES","VIES","9633","S","Plantae",NA,NA,"Rubiaceae","Palicourea",NA,NA,"Palicourea",NA,NA,NA,NA,"Pereira, O.J.","1992","10","27","Brasil","Espírito Santo","Aracruz","-40.2733001708984","-19.8202991485596","37987",NA,"auto",NA,"3962",NA,"Área 103 da Aracruz Celulose S.A.",NA,NA,NA,"VIES009633","VIES009633",NA,NA,NA,NA,NA,NA
"1351","2020-03-19 11:41:17-03","UFES","VIES","8409","S","Plantae",NA,NA,"Lentibulariaceae","Utricularia","gibba",NA,"Utricularia gibba","L.","F.M. Guedes","2016","09","Pereira, O.J.; Gomes, J.M.L. & Simões, J.M.","1992","10","27","Brasil","Espírito Santo","Aracruz","-40.2733001708984","-19.8202991485596","37987",NA,"auto",NA,"3986",NA,"Área 103 da Aracruz Celulose S.A.",NA,NA,NA,"VIES008409","VIES008409",NA,NA,"28",NA,NA,NA
"1352","2019-06-27 10:23:58-03","UFES","VIES","6362","S","Plantae",NA,NA,"Apocynaceae","Temnadenia","odorifera",NA,"Temnadenia odorifera","(Vell.) J.F.Morales",NA,NA,NA,"Pereira, O.J.","1992","02","20","Brasil","Espírito Santo","Aracruz","-40.2733001708984","-19.8202991485596","37987",NA,"auto",NA,"2808",NA,"Área 103 da Aracruz Celulose S.A.",NA,NA,NA,"VIES006362","VIES006362",NA,NA,NA,NA,NA,NA
"1353","2020-03-19 11:41:12-03","UFES","VIES","8309","S","Plantae",NA,NA,"Humiriaceae","Humiria","balsamifera",NA,"Humiria balsamifera","(Aubl.) A.St.-Hil.","R.N. Amaral & A. Nepomuceno","2019","04","Pereira, O.J.; Gomes, J.M.L. & Simões, J.M.","1992","10","27","Brasil","Espírito Santo","Aracruz","-40.2733001708984","-19.8202991485596","37987",NA,"auto",NA,"3970",NA,"Área 103 da Aracruz Celulose S.A.",NA,NA,NA,"VIES008309","VIES008309",NA,NA,"04",NA,NA,NA
"1354","2020-03-19 11:39:52-03","UFES","VIES","8853","S","Plantae",NA,NA,"Asteraceae","Bahianthus","viscosus",NA,"Bahianthus viscosus","(Spreng.) R.M.King & H.Rob.","Heiden, G.","2016","04","Pereira, O.J.","1992","02","20","Brasil","Espírito Santo","Aracruz","-40.2733001708984","-19.8202991485596","37987",NA,"auto",NA,"2794",NA,"Área 103 da Aracruz Celulose S.A.",NA,NA,NA,"VIES008853","VIES008853",NA,NA,"08",NA,NA,NA
"1355","2019-06-27 10:26:08-03","UFES","VIES","9612","S","Plantae",NA,NA,"Orobanchaceae","Esterhazya","splendida",NA,"Esterhazya splendida","J.C.Mikan",NA,NA,NA,"Pereira, O.J.; Gomes, J.M.L. & Simões, J.M.","1992","10","27","Brasil","Espírito Santo","Aracruz","-40.2733001708984","-19.8202991485596","37987",NA,"auto",NA,"3990",NA,"Área 103 da Aracruz Celulose S.A.",NA,NA,NA,"VIES009612","VIES009612",NA,NA,NA,NA,NA,NA
"1356","2019-06-27 10:26:41-03","UFES","VIES","9584","S","Plantae",NA,NA,"Rutaceae","Esenbeckia","grandiflora",NA,"Esenbeckia grandiflora","Mart.",NA,NA,NA,"Pereira, O.J.","1992","02","20","Brasil","Espírito Santo","Aracruz","-40.2733001708984","-19.8202991485596","37987",NA,"auto",NA,"2774",NA,"Área 103 da Aracruz Celulose S.A.",NA,NA,NA,"VIES009584","VIES009584",NA,NA,NA,NA,NA,NA
"1357","2019-09-27 18:05:08-03","UFES","VIES","8399","S","Plantae",NA,NA,"Lecythidaceae","Eschweilera","ovata",NA,"Eschweilera ovata","(Cambess.) Mart. ex Miers","Ribeiro, M.","2013","10","Pereira, O.J.; Gomes, J.M.L. & Simões, J.M.","1992","10","27","Brasil","Espírito Santo","Aracruz","-40.2733001708984","-19.8202991485596","37987",NA,"auto",NA,"3989",NA,"Área 103 da Aracruz Celulose S.A.",NA,NA,NA,"VIES008399","VIES008399",NA,NA,"15",NA,NA,NA
"1358","2019-09-27 18:05:08-03","UFES","VIES","8395","S","Plantae",NA,NA,"Lecythidaceae","Eschweilera","ovata",NA,"Eschweilera ovata","(Cambess.) Mart. ex Miers","Smith, N.P.","2013","10","Pereira, O.J.; Gomes, J.M.L. & Martins, M.L.L.","1992","02","20","Brasil","Espírito Santo","Aracruz","-40.2733001708984","-19.8202991485596","37987",NA,"auto",NA,"2797",NA,"Área 103 da Aracruz Celulose S.A.",NA,NA,NA,"VIES008395","VIES008395",NA,NA,"15",NA,NA,NA
"1359","2020-03-19 11:41:54-03","UFES","VIES","8488","S","Plantae",NA,NA,"Ochnaceae","Sauvagesia","erecta",NA,"Sauvagesia erecta","L.","Pereira, O.J.","1992","02","Pereira, O.J.; Gomes, J.M.L. & Martins, M.L.L.","1992","02","20","Brasil","Espírito Santo","Aracruz","-40.2733001708984","-19.8202991485596","37987",NA,"auto",NA,"2802",NA,"Área 103 da Aracruz Celulose S.A.",NA,NA,NA,"VIES008488","VIES008488",NA,NA,"20",NA,NA,NA
"1360","2019-06-27 10:23:58-03","UFES","VIES","7882","S","Plantae",NA,NA,"Aquifoliaceae","Ilex",NA,NA,"Ilex",NA,NA,NA,NA,"Pereira, O.J.","1992","10","27","Brasil","Espírito Santo","Aracruz","-40.2733001708984","-19.8202991485596","37987",NA,"auto",NA,"3999",NA,"Área 103 da Aracruz Celulose S.A.",NA,NA,NA,"VIES007882","VIES007882",NA,NA,NA,NA,NA,NA
"1361","2019-06-27 10:27:02-03","UFES","VIES","7558","S","Plantae",NA,NA,"Vochysiaceae","Qualea","cryptantha",NA,"Qualea cryptantha","(Spreng.) Warm.","Vianna, M.C.","1993",NA,"Pereira, O.J.; Gomes, J.M.L. & Simões, J.M.","1992","10","27","Brasil","Espírito Santo","Aracruz","-40.2733001708984","-19.8202991485596","37987",NA,"auto",NA,"3981",NA,"Área 103 da Aracruz Celulose S.A.",NA,NA,NA,"VIES007558","VIES007558",NA,NA,NA,NA,NA,NA
"1362","2019-06-27 10:24:11-03","UFES","VIES","8979","S","Plantae",NA,NA,"Begoniaceae",NA,NA,NA,NA,NA,NA,NA,NA,"Pereira, O.J.; Gomes, J.M.L. & Simões, J.M.","1992","10","27","Brasil","Espírito Santo","Aracruz","-40.2733001708984","-19.8202991485596","37987",NA,"auto",NA,"3977",NA,"Área 103 da Aracruz Celulose S.A.",NA,NA,NA,"VIES008979","VIES008979",NA,NA,NA,NA,NA,NA
"1363","2019-09-27 18:03:30-03","UFES","VIES","8157","S","Plantae",NA,NA,"Annonaceae","Xylopia","sericea",NA,"Xylopia sericea","A.St.-Hil.","Pereira, O.J.","1992","10","Pereira, O.J.; Gomes, J.M.L. & Simões, J.M.","1992","10","27","Brasil","Espírito Santo","Aracruz","-40.2733001708984","-19.8202991485596","37987",NA,"auto",NA,"3976",NA,"Área 103 da Aracruz Celulose S.A.",NA,NA,NA,"VIES008157","VIES008157",NA,NA,"27",NA,NA,NA
"1364","2020-03-19 11:39:33-03","UFES","VIES","6317","S","Plantae",NA,NA,"Anacardiaceae","Schinus","terebinthifolia",NA,"Schinus terebinthifolia","Raddi","Pereira, O.J.","1992","02","Pereira, O.J.; Gomes, J.M.L. & Martins, M.L.L.","1992","02","20","Brasil","Espírito Santo","Aracruz","-40.2733001708984","-19.8202991485596","37987",NA,"auto",NA,"2787",NA,"Área 103 da Aracruz Celulose S.A.",NA,NA,NA,"VIES006317","VIES006317",NA,NA,"20",NA,NA,NA
"1365","2020-03-19 11:41:06-03","UFES","VIES","8811","S","Plantae",NA,NA,"Fabaceae","Stylosanthes","guianensis",NA,"Stylosanthes guianensis","(Aubl.) Sw.","Silva, L.A.","2016","09","Pereira, O.J.; Gomes, J.M.L. & Martins, M.L.L.","1992","02","20","Brasil","Espírito Santo","Aracruz","-40.2733001708984","-19.8202991485596","37987",NA,"auto",NA,"2790",NA,"Área 103 da Aracruz Celulose S.A.",NA,NA,NA,"VIES008811","VIES008811",NA,NA,"06",NA,NA,NA
"1366","2020-03-19 11:40:37-03","UFES","VIES","8680","S","Plantae",NA,NA,"Ericaceae","Gaylussacia","brasiliensis",NA,"Gaylussacia brasiliensis","(Spreng.) Meisn.","Pereira, O.J.","2003","01","Pereira, O.J.; Gomes, J.M.L. & Martins, M.L.L.","1992","02","20","Brasil","Espírito Santo","Aracruz","-40.2733001708984","-19.8202991485596","37987",NA,"auto",NA,"2803",NA,"Área 103 da Aracruz Celulose S.A.",NA,NA,NA,"VIES008680","VIES008680",NA,NA,"12",NA,NA,NA
"1367","2020-03-19 11:40:37-03","UFES","VIES","8670","S","Plantae",NA,NA,"Ericaceae","Gaylussacia","brasiliensis",NA,"Gaylussacia brasiliensis","(Spreng.) Meisn.","Pereira, O.J.","2003","01","Pereira, O.J.; Gomes, J.M.L. & Simões, J.M.","1992","10","27","Brasil","Espírito Santo","Aracruz","-40.2733001708984","-19.8202991485596","37987",NA,"auto",NA,"3992",NA,"Área 103 da Aracruz Celulose S.A.",NA,NA,NA,"VIES008670","VIES008670",NA,NA,"12",NA,NA,NA
"1368","2020-03-19 11:39:47-03","UFES","VIES","8906","S","Plantae",NA,NA,"Araceae","Dracontioides","desciscens",NA,"Dracontioides desciscens","(Schott) Engl.","Valadares, R.T.","1992","07","Pereira, O.J.","1992","10","27","Brasil","Espírito Santo","Aracruz","-40.2733001708984","-19.8202991485596","37987",NA,"auto",NA,"3963",NA,"Área 103 da Aracruz Celulose S.A.",NA,NA,NA,"VIES008906","VIES008906",NA,NA,"13",NA,NA,NA
"1369","2020-03-19 11:41:23-03","UFES","VIES","6562","S","Plantae",NA,NA,"Malpighiaceae","Peixotoa","hispidula",NA,"Peixotoa hispidula","A.Juss.","Amorim, A.",NA,NA,"Pereira, O.J.; Gomes, J.M.L. & Martins, M.L.L.","1992","02","20","Brasil","Espírito Santo","Aracruz","-40.2733001708984","-19.8202991485596","37987",NA,"auto",NA,"2782",NA,"Área 103 da Aracruz Celulose S.A.",NA,NA,NA,"VIES006562","VIES006562",NA,NA,NA,NA,NA,NA
"1370","2020-03-19 11:40:37-03","UFES","VIES","8700","S","Plantae",NA,NA,"Eriocaulaceae","Leiothrix","hirsuta",NA,"Leiothrix hirsuta","(Wikstr.) Ruhland","Trovó, M.L.O.","2014","11","Pereira, O.J.; Gomes, J.M.L. & Martins, M.L.L.","1992","02","20","Brasil","Espírito Santo","Aracruz","-40.2733001708984","-19.8202991485596","37987",NA,"auto",NA,"2769",NA,"Área 103 da Aracruz Celulose S.A.",NA,NA,NA,"VIES008700","VIES008700",NA,NA,"03",NA,NA,NA
"1371","2019-09-27 18:06:31-03","UFES","VIES","7779","S","Plantae",NA,NA,"Smilacaceae","Smilax","rufescens",NA,"Smilax rufescens","Griseb.","Pereira, O.J.","1992","10","Pereira, O.J.; Gomes, J.M.L. & Simões, J.M.","1992","10","27","Brasil","Espírito Santo","Aracruz","-40.2733001708984","-19.8202991485596","37987",NA,"auto",NA,"3988",NA,"Área 103 da Aracruz Celulose S.A.",NA,NA,NA,"VIES007779","VIES007779",NA,NA,"27",NA,NA,NA
"1372","2020-03-19 11:39:42-03","UFES","VIES","7570","S","Plantae",NA,NA,"Apocynaceae","Peplonia","asteria",NA,"Peplonia asteria","(Vell.) Fontella & E.A.Schwarz","Fontella, J.","2004","01","Pereira, O.J.","1992","02","20","Brasil","Espírito Santo","Aracruz","-40.2733001708984","-19.8202991485596","37987",NA,"auto",NA,"2814",NA,"Área 103 da Aracruz Celulose S.A.",NA,NA,NA,"VIES007570","VIES007570",NA,NA,"14",NA,NA,NA
"1373","2019-06-27 10:26:24-03","UFES","VIES","9518","S","Plantae",NA,NA,"Polygalaceae","Bredemeyera","autranii","obovata","Bredemeyera autranii obovata","Marques",NA,NA,NA,"Pereira, O.J.; Gomes, J.M.L. & Simões, J.M.","1992","10","27","Brasil","Espírito Santo","Aracruz","-40.2733001708984","-19.8202991485596","37987",NA,"auto",NA,"3972",NA,"Área 103 da Aracruz Celulose S.A.",NA,NA,NA,"VIES009518","VIES009518",NA,NA,NA,NA,NA,NA
"1374","2019-06-27 10:26:37-03","UFES","VIES","9555","S","Plantae",NA,NA,"Rubiaceae","Perama","hirsuta",NA,"Perama hirsuta","Aubl.",NA,NA,NA,"Pereira, O.J.; Gomes, J.M.L. & Martins, M.L.L.","1992","02","20","Brasil","Espírito Santo","Aracruz","-40.2733001708984","-19.8202991485596","37987",NA,"auto",NA,"2801",NA,"Área 103 da Aracruz Celulose S.A.",NA,NA,NA,"VIES009555",NA,NA,NA,NA,NA,NA,NA
"1375","2019-06-27 10:26:37-03","UFES","VIES","9556","S","Plantae",NA,NA,"Rubiaceae","Perama","hirsuta",NA,"Perama hirsuta","Aubl.",NA,NA,NA,"Pereira, O.J.; Gomes, J.M.L. & Martins, M.L.L.","1992","10","27","Brasil","Espírito Santo","Aracruz","-40.2733001708984","-19.8202991485596","37987",NA,"auto",NA,"3985",NA,"Área 103 da Aracruz Celulose S.A.",NA,NA,NA,"VIES009556","VIES009556",NA,NA,NA,NA,NA,NA
"1376","2020-03-19 11:40:04-03","UFES","VIES","8923","S","Plantae",NA,NA,"Blechnaceae","Telmatoblechnum","serrulatum",NA,"Telmatoblechnum serrulatum","(Rich.) Perrie, D.J.Ohlsen & Brownsey","L.S.B. Calazans [Flora da Brasil 2020 (Dittrich & Gasper)]",NA,NA,"Pereira, O.J.; Gomes, J.M.L. & Martins, M.L.L.","1992","02","20","Brasil","Espírito Santo","Aracruz","-40.2733001708984","-19.8202991485596","37987",NA,"auto",NA,"2813",NA,"Área 103 da Aracruz Celulose S.A. - Brejo Grande. Restinga.",NA,NA,NA,"VIES008923","VIES008923",NA,NA,NA,NA,NA,NA
"1377","2020-03-19 11:40:37-03","UFES","VIES","8701","S","Plantae",NA,NA,"Eriocaulaceae","Paepalanthus","klotzschianus",NA,"Paepalanthus klotzschianus","Körn.","Trovó, M.L.O.","2014","11","Pereira, O.J.","1992","02","20","Brasil","Espírito Santo","Aracruz","-40.2733001708984","-19.8202991485596","37987",NA,"auto",NA,"2755",NA,"Área 106 da Aracruz Celulose S. A.",NA,NA,NA,"VIES008701","VIES008701",NA,NA,"03",NA,NA,NA
"1378","2020-03-19 11:39:58-03","UFES","VIES","8868","S","Plantae",NA,NA,"Asteraceae","Trichogoniopsis","adenantha",NA,"Trichogoniopsis adenantha","(DC.) R.M.King & H.Rob.","Esteves, R.L.",NA,NA,"Pereira, O.J.; Gomes, J.M.L. & Pereira, S.","1992","07","29","Brasil","Espírito Santo","Aracruz","-40.2733001708984","-19.8202991485596","37987",NA,"auto",NA,"3654",NA,"Área 106 da Aracruz Celulose S.A.",NA,NA,NA,"VIES008868","VIES008868",NA,NA,NA,NA,NA,NA
