"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","infraspecificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","coordinatePrecision","occurrenceRemarks","geoFlag","individualCount","recordNumber","continentOcean","locality","verbatimLongitude","verbatimLatitude","preparationType","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","dayIdentified","typeStatus","class","relatedCatalogItem"
"4336","2019-10-04 16:07:56-03","MCN-FZBRS","HAS","4232","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Sartzia","apetala",NA,"Sartzia apetala","Raddi","Feverero, P. P.","1973","07","Araújo, D.; Peixoto, L.","1973","07",NA,"Brasil","Espírito Santo","Aracruz","-40.2733001708984","-19.8202991485596","37987","Cerca de 4m. de altura, forma cilindrica, flor de perianto verde - amarelo - ouro, gineceu esverdeado.","auto",NA,"153",NA,"Cerca de 5 Km. da Est. de Biologia Mar. Mello Leitão em direção a N.Almeida.",NA,NA,NA,NA,NA,NA,NA,"30",NA,NA,NA
"4337","2019-11-21 10:09:08-03","IBt","SP","446935","S","Plantae",NA,NA,"Malpighiaceae","Peixotoa","hispidula",NA,"Peixotoa hispidula","A.Juss.","Amorim, AM","1993","07","Pereira, OJ; Gomes, JML; Martins, MLL","1992","02","20","Brasil","Espírito Santo","Aracruz","-40.273333","-19.820556",NA,NA,NA,NA,"2782",NA,"Área 103 da Aracruz Celulose S.A.","-40.273333","-19.820556",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4338","2019-11-21 10:08:32-03","IBt","SP","445315","S","Plantae",NA,NA,"Malpighiaceae","Byrsonima","stipulacea",NA,"Byrsonima stipulacea","A.Juss.","Almeida, RF","2013","03","Lima, HC; Ribeiro, RD; Meireles, JE; Filardi, FLR","2007","04","04","Brasil","Espírito Santo","Aracruz","-40.282778","-19.892222",NA,NA,NA,NA,"6599",NA,"Estrada para Santa Rosa, antes de Santa Rosa","-40.282778","-19.892222",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4339","2019-12-05 09:46:13-03","IBt","SP","354755","S","Plantae",NA,NA,"Apocynaceae","Ditassa","blanchetii",NA,"Ditassa blanchetii","Decne.","Konno, T",NA,NA,"Pereira, C","1977","06","10","Brasil","Espírito Santo","Aracruz","-40.2733001708984","-19.8202991485596","37987",NA,"auto",NA,"302",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4340","2019-11-21 09:58:28-03","IBt","SP","274905","S","Plantae",NA,NA,"Annonaceae","Hornschuchia","bryothrophe",NA,"Hornschuchia bryothrophe","Nees","Johnson, DM","1994",NA,"Pirani, JR; Kallunki, JA; Cordeiro, I; Moraes, PLR","1994","02","21","Brasil","Espírito Santo","Aracruz","-40.2733001708984","-19.8202991485596","37987",NA,"auto",NA,"3074",NA,"Bairro Coqueiral. Avenida dos Vinháticos, Trilha dos Cambarás",NA,NA,NA,"SP009067","SP009067",NA,NA,NA,NA,NA,NA
"4341","2019-11-21 09:59:53-03","IBt","SP","192536","S","Plantae",NA,NA,"Asteraceae","Baccharis","calvescens",NA,"Baccharis calvescens","DC.","Barroso, GM",NA,NA,"Araújo, D; Peixoto, AL","1973","07","17","Brasil","Espírito Santo","Aracruz","-40.2733001708984","-19.8202991485596","37987",NA,"auto",NA,"284",NA,"Ca. 5m da Estração de BIologia Marinha Mello Leitão em direção a Nova Almeida.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4342","2019-11-21 10:09:15-03","IBt","SP","446852","S","Plantae",NA,NA,"Malpighiaceae","Tetrapterys","crispa",NA,"Tetrapterys crispa","A.Juss.","Anderson, WR","2003","05","Souza, VD","1991","08","23","Brasil","Espírito Santo","Aracruz","-40.2733001708984","-19.8202991485596","37987",NA,"auto",NA,"175",NA,"Coqueiral. Próximo ao asfalto de Coqueiral à Jacaraipe, lado direito",NA,NA,NA,"SP045525","SP045525",NA,NA,"27",NA,NA,NA
"4343","2019-11-21 10:09:15-03","IBt","SP","151717","S","Plantae",NA,NA,"Malpighiaceae","Stigmaphyllon","salzmannii",NA,"Stigmaphyllon salzmannii","A.Juss.","Anderson, CE","1993",NA,"Araújo, D; Peixoto, AL","1973","07","15","Brasil","Espírito Santo","Aracruz","-40.2733001708984","-19.8202991485596","37987",NA,"auto",NA,"250",NA,"Estação de Biologia Marinha Mello Leitão",NA,NA,NA,"SP021280","SP021280",NA,NA,NA,NA,NA,NA
"4344","2019-11-21 10:10:53-03","IBt","SP","274921","S","Plantae",NA,NA,"Monimiaceae","Mollinedia","glabra",NA,"Mollinedia glabra","(Spreng.) Perkins","Lírio, EJ","2013","05","Pirani, JR; Kallunki, JA","1993","02","10","Brasil","Espírito Santo","Aracruz","-40.2733001708984","-19.8202991485596","37987",NA,"auto",NA,"2771",NA,"Estrada de Aracruz para Vila do Riacho, 7km N do acesso a Barra do Riacho.",NA,NA,NA,"SP048055","SP048055",NA,NA,"24",NA,NA,NA
"4345","2019-11-21 10:18:39-03","IBt","SP","274922","S","Plantae",NA,NA,"Rubiaceae","Tocoyena","bullata",NA,"Tocoyena bullata","(Vell.) Mart.","Pirani, JR","1993",NA,"Pirani, JR; Kallunki, JA","1993","02","10","Brasil","Espírito Santo","Aracruz","-40.2733001708984","-19.8202991485596","37987",NA,"auto",NA,"2772",NA,"Estrada de Aracruz para Vila do Riacho, 7 km N do acesso a Barra do Riacho, mata de restinga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4346","2020-02-20 10:39:51-03","IBt","SP","272727","S","Plantae",NA,NA,"Lecythidaceae","Eschweilera","ovata",NA,"Eschweilera ovata","(Cambess.) Miers","Mori, SA","1993",NA,"Pirani, JR; Kallunki, JA","1993","02","10","Brasil","Espírito Santo","Aracruz","-40.2733001708984","-19.8202991485596","37987",NA,"auto",NA,"2773",NA,"Estrada para Vila do Riacho, 7 km N do acesso a Barra do Riacho",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4347","2020-03-05 09:44:42-03","IBt","SP","183297","S","Plantae",NA,NA,"Lentibulariaceae","Utricularia","hydrocarpa",NA,"Utricularia hydrocarpa","Vahl","Guedes, FM","2018","04","Pirani, JR; et al.","1982","11","22","Brasil","Espírito Santo","Aracruz","-40.2733001708984","-19.8202991485596","37987",NA,"auto",NA,"194",NA,"Na divisa com Linhares",NA,NA,NA,NA,NA,NA,NA,"13",NA,NA,NA
"4348","2019-11-21 10:10:50-03","IBt","SP","183278","S","Plantae",NA,NA,"Menyanthaceae","Nymphoides","humboldtiana",NA,"Nymphoides humboldtiana","(Kunth) Kuntze","Pirani, JR",NA,NA,"Pirani, JR; Yano, O; Santos, DP","1982","11","22","Brasil","Espírito Santo","Aracruz","-40.2733001708984","-19.8202991485596","37987",NA,"auto",NA,"192",NA,"Na divisa com o município de Linhares",NA,NA,NA,"SP059760","SP059760",NA,NA,NA,NA,NA,NA
"4349","2019-11-21 10:19:17-03","IBt","SP","277107","S","Plantae",NA,NA,"Schoepfiaceae","Schoepfia","brasiliensis",NA,"Schoepfia brasiliensis","A.DC.","Rodrigues, EHA","1995","05","Oliveira, MMA","1993","08",NA,"Brasil","Espírito Santo","Aracruz","-40.2733001708984","-19.8202991485596","37987",NA,"auto",NA,"s.n.",NA,"Praia de Comboios",NA,NA,NA,NA,NA,NA,NA,"30",NA,NA,NA
"4350","2019-11-21 10:11:36-03","IBt","SP","333983","S","Plantae",NA,NA,"Myrtaceae","Eugenia","ovalifolia",NA,"Eugenia ovalifolia","Cambess.","Pereira, OJ","1993",NA,"Oliveira, MMA","1993","05",NA,"Brasil","Espírito Santo","Aracruz","-40.2733001708984","-19.8202991485596","37987",NA,"auto",NA,"s.n.",NA,"Praia de Comboios, clareira em restinga arbórea em regeneração.",NA,NA,NA,"SP028578","SP028578",NA,NA,NA,NA,NA,NA
"4351","2019-11-21 10:07:29-03","IBt","SP","272711","S","Plantae",NA,NA,"Lauraceae","Ocotea","glauca",NA,"Ocotea glauca","(Nees & Mart.) Mez","Werff, H","1995",NA,"Pirani, JR; Kallunki, J; Cordeiro, I; Moraes, PLR","1994","02","21","Brasil","Espírito Santo","Aracruz","-40.2733001708984","-19.8202991485596","37987",NA,"auto",NA,"3059",NA,"Rodovia Coqueiral-Regência, ramal a E da estrada a 2 km do trevo de Barra do Riacho, restinga de Camboios, propriedades da Aracruz Florestal SA",NA,NA,NA,"SP054712","SP054712",NA,NA,NA,NA,NA,NA
"4352","2019-11-21 10:14:01-03","IBt","SP","327848","S","Plantae",NA,NA,"Peraceae","Pera",NA,NA,"Pera",NA,NA,NA,NA,"Assis, MA; et al.","1995","10","13","Brasil","Espírito Santo","Aracruz","-40.2733001708984","-19.8202991485596","37987","Árvore","auto",NA,"664",NA,"Santa Cruz, Aldeia Candeias Velha. Mata Atlântica de Tabuleiro.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4353","2019-11-21 10:14:01-03","IBt","SP","327844","S","Plantae",NA,NA,"Peraceae","Pera","anisotricha",NA,"Pera anisotricha","Müll.Arg.","Bigio, NC","2013","04","Assis, MA; Silva, OA; Souza, JRC; César, JE","1997","03","27","Brasil","Espírito Santo","Aracruz","-40.2733001708984","-19.8202991485596","37987",NA,"auto",NA,"950",NA,"Santa Cruz, Aldeia Candeias velha. Mata de Tabuleiro secundária.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4354","2019-11-21 10:04:08-03","IBt","SP","327843","S","Plantae",NA,NA,"Euphorbiaceae","Dalechampia",NA,NA,"Dalechampia",NA,NA,NA,NA,"Assis, MA; et al.","1997","03","27","Brasil","Espírito Santo","Aracruz","-40.2733001708984","-19.8202991485596","37987",NA,"auto",NA,"944",NA,"Santa Cruz, Aldeia Candeias Velha&nf;Mata de Tabuleiro secundária.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4355","2019-11-21 10:04:38-03","IBt","SP","327845","S","Plantae",NA,NA,"Euphorbiaceae","Sebastiania",NA,NA,"Sebastiania",NA,NA,NA,NA,"Assis, MA","1995","10","11","Brasil","Espírito Santo","Aracruz","-40.2733001708984","-19.8202991485596","37987","Árvore","auto",NA,"619",NA,"Santa Cruz, Caieiras Velha, Aldeia Tupiniquins. Mata Atlântica de baixa encosta.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4356","2019-11-21 10:04:34-03","IBt","SP","327846","S","Plantae",NA,NA,"Euphorbiaceae","Pausandra",NA,NA,"Pausandra",NA,NA,NA,NA,"Assis, MA","1995","10","12","Brasil","Espírito Santo","Aracruz","-40.2733001708984","-19.8202991485596","37987","Árvore","auto",NA,"624",NA,"Santa Cruz, Caieiras Velha, Aldeia Tupiniquins. Mata Atlântica de baixa encosta.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4357","2019-11-21 10:04:38-03","IBt","SP","327842","S","Plantae",NA,NA,"Euphorbiaceae","Sebastiania",NA,NA,"Sebastiania",NA,NA,NA,NA,"Assis, MA","1995","10","15","Brasil","Espírito Santo","Aracruz","-40.2733001708984","-19.8202991485596","37987","Arbusto 2m alt.","auto",NA,"658-A",NA,"Santa Cruz, Caieiras Velha, Aldeia Tupiniquins. Mata Atlântica de Tabuleiro degradada.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4358","2019-11-21 10:14:04-03","IBt","SP","298419","S","Plantae",NA,NA,"Peraceae","Pera","glabrata",NA,"Pera glabrata","(Schott) Poepp. ex Baill.","Cordeiro, I",NA,NA,"Assis, MA","1995","10","11","Brasil","Espírito Santo","Aracruz","-40.2733001708984","-19.8202991485596","37987","Árvore","auto",NA,"616",NA,"Santa Cruz, Caieiras Velha, Aldeia Tupiniquins. Próximo a rodovia. Mata Atlântica de baixa encosta.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4359","2009-11-05 11:04:22-02","UFES","LABFITO","CFUFESM0102","S","Plantae","Heterokontophyta","Biddulphiales","Heliopeltaceae","Actinoptychus","senarius",NA,"Actinoptychus senarius","(Ehrenberg) Ehrenberg","LUBIANA, K. M. F.","1843","01",NA,"2005","01","01","BRASIL","ES","ARACRUZ","-40.2733","-19.8203","37987","Habitat: COSTEIRO;","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"01",NA,"Bacillariophyceae",NA
"4360","2009-11-05 11:04:22-02","UFES","LABFITO","CFUFESM0102","S","Plantae","Heterokontophyta","Biddulphiales","Heliopeltaceae","Actinoptychus","splendens",NA,"Actinoptychus splendens","(Shadbolt) Ralfs ex Pritchard","LUBIANA, K. M. F.","1861","01",NA,"2005","01","01","BRASIL","ES","ARACRUZ","-40.2733","-19.8203","37987","Habitat: COSTEIRO;","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"01",NA,"Bacillariophyceae",NA
"4361","2009-12-03 12:28:19-02","UFES","LABFITO","CFUFESR0085","S","Plantae","Chlorophyta","Chlorococcales","Oocystaceae","Ankistrodesmus","falcatus",NA,"Ankistrodesmus falcatus","(Corda) Ralfs","LEAL, P. S. L.","1838","01",NA,"2008","01","01","BRASIL","ES","ARACRUZ","-40.2733","-19.8203","37987","Habitat: FLUVIAL;","auto",NA,NA,NA,"CANAL CABOCLO BERNARDO",NA,NA,NA,NA,NA,NA,NA,"01",NA,"Chlorophyceae",NA
"4362","2009-12-03 12:28:19-02","UFES","LABFITO","CFUFESR0085","S","Plantae","Chlorophyta","Chlorococcales","Oocystaceae","Ankistrodesmus","gracilis",NA,"Ankistrodesmus gracilis","(Reinsch) Korshikov","LEAL, P. S. L.",NA,NA,NA,"2008","01","01","BRASIL","ES","ARACRUZ","-40.2733","-19.8203","37987","Habitat: FLUVIAL;","auto",NA,NA,NA,"CANAL CABOCLO BERNARDO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chlorophyceae",NA
"4363","2009-12-03 12:28:23-02","UFES","LABFITO","CFUFESRE0031","S","Plantae","Heterokontophyta","Bacillariales","Fragilariaceae","Asterionella","japonica",NA,"Asterionella japonica","P.T. Cleve in Cleve & Möller",NA,"1878","01",NA,"2003","01","01","BRASIL","ES","ARACRUZ","-40.2733","-19.8203","37987","Subordem: Fragilariineae;","auto",NA,NA,NA,"RIO PIRAQUÊ- AÇÚ",NA,NA,NA,NA,NA,NA,NA,"01",NA,"Bacillariophyceae",NA
"4364","2009-12-03 12:28:23-02","UFES","LABFITO","CFUFESRE0033","S","Plantae","Heterokontophyta","Bacillariales","Fragilariaceae","Asterionella","japonica",NA,"Asterionella japonica","P.T. Cleve in Cleve & Möller",NA,"1878","01",NA,"2003","01","01","BRASIL","ES","ARACRUZ","-40.2733","-19.8203","37987","Subordem: Fragilariineae;","auto",NA,NA,NA,"RIO PIRAQUÊ- AÇÚ",NA,NA,NA,NA,NA,NA,NA,"01",NA,"Bacillariophyceae",NA
"4365","2009-12-03 12:28:23-02","UFES","LABFITO","CFUFESRE0042","S","Plantae","Heterokontophyta","Bacillariales","Fragilariaceae","Asterionella","japonica",NA,"Asterionella japonica","P.T. Cleve in Cleve & Möller",NA,"1878","01",NA,"2003","01","01","BRASIL","ES","ARACRUZ","-40.2733","-19.8203","37987","Subordem: Fragilariineae;","auto",NA,NA,NA,"RIO PIRAQUÊ- MIRIM",NA,NA,NA,NA,NA,NA,NA,"01",NA,"Bacillariophyceae",NA
"4366","2009-12-03 12:28:23-02","UFES","LABFITO","CFUFESRE0046","S","Plantae","Heterokontophyta","Bacillariales","Fragilariaceae","Asterionella","japonica",NA,"Asterionella japonica","P.T. Cleve in Cleve & Möller",NA,"1878","01",NA,"2003","01","01","BRASIL","ES","ARACRUZ","-40.2733","-19.8203","37987","Subordem: Fragilariineae;","auto",NA,NA,NA,"RIO PIRAQUÊ- MIRIM",NA,NA,NA,NA,NA,NA,NA,"01",NA,"Bacillariophyceae",NA
"4367","2009-12-03 12:28:23-02","UFES","LABFITO","CFUFESRE0052","S","Plantae","Heterokontophyta","Bacillariales","Fragilariaceae","Asterionella","japonica",NA,"Asterionella japonica","P.T. Cleve in Cleve & Möller",NA,"1878","01",NA,"2004","01","01","BRASIL","ES","ARACRUZ","-40.2733","-19.8203","37987","Subordem: Fragilariineae;","auto",NA,NA,NA,"RIO PIRAQUÊ- MIRIM",NA,NA,NA,NA,NA,NA,NA,"01",NA,"Bacillariophyceae",NA
"4368","2009-12-03 12:28:20-02","UFES","LABFITO","CFUFESR0085","S","Plantae","Chlorophyta","Tetrasporales","Gloeocystaceae","Asterococcus","limneticus",NA,"Asterococcus limneticus","G.M. Smith","LEAL, P. S. L.","1918","01",NA,"2008","01","01","BRASIL","ES","ARACRUZ","-40.2733","-19.8203","37987","Habitat: FLUVIAL;","auto",NA,NA,NA,"CANAL CABOCLO BERNARDO",NA,NA,NA,NA,NA,NA,NA,"01",NA,"Chlorophyceae",NA
"4369","2009-12-03 12:28:25-02","UFES","LABFITO","CFUFESR0085","S","Plantae","Heterokontophyta","Biddulphiales","Aulacoseiraceae","Aulacoseira","italica",NA,"Aulacoseira italica","(Ehrenberg) Simonsen","LEAL, P. S. L.","1979","01",NA,"2008","01","01","BRASIL","ES","ARACRUZ","-40.2733","-19.8203","37987","Habitat: FLUVIAL;","auto",NA,NA,NA,"CANAL CABOCLO BERNARDO",NA,NA,NA,NA,NA,NA,NA,"01",NA,"Bacillariophyceae",NA
"4370","2009-12-03 12:28:26-02","UFES","LABFITO","CFUFESRE0035","S","Plantae","Heterokontophyta","Biddulphiales","Chaetocerotaceae","Bacteriastrum","delicatulum",NA,"Bacteriastrum delicatulum","Cleve",NA,"1897","01",NA,"2003","01","01","BRASIL","ES","ARACRUZ","-40.2733","-19.8203","37987","Subordem: Biddulphiineae;","auto",NA,NA,NA,"RIO PIRAQUÊ- AÇÚ",NA,NA,NA,NA,NA,NA,NA,"01",NA,"Bacillariophyceae",NA
"4371","2009-12-03 12:28:26-02","UFES","LABFITO","CFUFESRE0042","S","Plantae","Heterokontophyta","Biddulphiales","Chaetocerotaceae","Bacteriastrum","delicatulum",NA,"Bacteriastrum delicatulum","Cleve",NA,"1897","01",NA,"2003","01","01","BRASIL","ES","ARACRUZ","-40.2733","-19.8203","37987","Subordem: Biddulphiineae;","auto",NA,NA,NA,"RIO PIRAQUÊ- MIRIM",NA,NA,NA,NA,NA,NA,NA,"01",NA,"Bacillariophyceae",NA
"4372","2009-12-03 12:28:26-02","UFES","LABFITO","CFUFESRE0046","S","Plantae","Heterokontophyta","Biddulphiales","Chaetocerotaceae","Bacteriastrum","delicatulum",NA,"Bacteriastrum delicatulum","Cleve",NA,"1897","01",NA,"2003","01","01","BRASIL","ES","ARACRUZ","-40.2733","-19.8203","37987","Subordem: Biddulphiineae;","auto",NA,NA,NA,"RIO PIRAQUÊ- MIRIM",NA,NA,NA,NA,NA,NA,NA,"01",NA,"Bacillariophyceae",NA
"4373","2009-12-03 12:28:26-02","UFES","LABFITO","CFUFESRE0031","S","Plantae","Heterokontophyta","Biddulphiales","Chaetocerotaceae","Bacteriastrum","delicatulum",NA,"Bacteriastrum delicatulum","Cleve",NA,"1897","01",NA,"2003","01","01","BRASIL","ES","ARACRUZ","-40.2733","-19.8203","37987","Subordem: Biddulphiineae;","auto",NA,NA,NA,"RIO PIRAQUÊ- AÇÚ",NA,NA,NA,NA,NA,NA,NA,"01",NA,"Bacillariophyceae",NA
"4374","2009-12-03 12:28:37-02","UFES","LABFITO","CFUFESRE0046","S","Plantae","Heterokontophyta","Biddulphiales","Lithodesmiaceae","Bellerochea","malleus",NA,"Bellerochea malleus","(Brightwell) Van Heurck",NA,"1880","01",NA,"2003","01","01","BRASIL","ES","ARACRUZ","-40.2733","-19.8203","37987",NA,"auto",NA,NA,NA,"RIO PIRAQUÊ- MIRIM",NA,NA,NA,NA,NA,NA,NA,"01",NA,"Bacillariophyceae",NA
"4375","2009-12-03 12:28:37-02","UFES","LABFITO","CFUFESRE0031","S","Plantae","Heterokontophyta","Biddulphiales","Lithodesmiaceae","Bellerochea","malleus",NA,"Bellerochea malleus","(Brightwell) Van Heurck",NA,"1880","01",NA,"2003","01","01","BRASIL","ES","ARACRUZ","-40.2733","-19.8203","37987",NA,"auto",NA,NA,NA,"RIO PIRAQUÊ- AÇÚ",NA,NA,NA,NA,NA,NA,NA,"01",NA,"Bacillariophyceae",NA
"4376","2009-12-03 12:28:37-02","UFES","LABFITO","CFUFESRE0028","S","Plantae","Heterokontophyta","Biddulphiales","Lithodesmiaceae","Bellerochea","malleus",NA,"Bellerochea malleus","(Brightwell) Van Heurck",NA,"1880","01",NA,"2003","01","01","BRASIL","ES","ARACRUZ","-40.2733","-19.8203","37987",NA,"auto",NA,NA,NA,"RIO PIRAQUÊ- AÇÚ",NA,NA,NA,NA,NA,NA,NA,"01",NA,"Bacillariophyceae",NA
"4377","2009-12-03 12:28:37-02","UFES","LABFITO","CFUFESRE0035","S","Plantae","Heterokontophyta","Biddulphiales","Lithodesmiaceae","Bellerochea","malleus",NA,"Bellerochea malleus","(Brightwell) Van Heurck",NA,"1880","01",NA,"2003","01","01","BRASIL","ES","ARACRUZ","-40.2733","-19.8203","37987",NA,"auto",NA,NA,NA,"RIO PIRAQUÊ- AÇÚ",NA,NA,NA,NA,NA,NA,NA,"01",NA,"Bacillariophyceae",NA
"4378","2009-12-03 12:28:37-02","UFES","LABFITO","CFUFESRE0033","S","Plantae","Heterokontophyta","Biddulphiales","Lithodesmiaceae","Bellerochea","malleus",NA,"Bellerochea malleus","(Brightwell) Van Heurck",NA,"1880","01",NA,"2003","01","01","BRASIL","ES","ARACRUZ","-40.2733","-19.8203","37987",NA,"auto",NA,NA,NA,"RIO PIRAQUÊ- AÇÚ",NA,NA,NA,NA,NA,NA,NA,"01",NA,"Bacillariophyceae",NA
"4379","2009-12-03 12:28:37-02","UFES","LABFITO","CFUFESRE0048","S","Plantae","Heterokontophyta","Biddulphiales","Lithodesmiaceae","Bellerochea","malleus",NA,"Bellerochea malleus","(Brightwell) Van Heurck",NA,"1880","01",NA,"2003","01","01","BRASIL","ES","ARACRUZ","-40.2733","-19.8203","37987",NA,"auto",NA,NA,NA,"RIO PIRAQUÊ- MIRIM",NA,NA,NA,NA,NA,NA,NA,"01",NA,"Bacillariophyceae",NA
"4380","2009-12-03 12:28:37-02","UFES","LABFITO","CFUFESRE0050","S","Plantae","Heterokontophyta","Biddulphiales","Lithodesmiaceae","Bellerochea","malleus",NA,"Bellerochea malleus","(Brightwell) Van Heurck",NA,"1880","01",NA,"2003","01","01","BRASIL","ES","ARACRUZ","-40.2733","-19.8203","37987",NA,"auto",NA,NA,NA,"RIO PIRAQUÊ- MIRIM",NA,NA,NA,NA,NA,NA,NA,"01",NA,"Bacillariophyceae",NA
"4381","2009-12-03 12:28:25-02","UFES","LABFITO","CFUFESRE0048","S","Plantae","Heterokontophyta","Biddulphiales","Biddulphiaceae","Biddulphia","pulchella",NA,"Biddulphia pulchella","Gray",NA,"1831","01",NA,"2003","01","01","BRASIL","ES","ARACRUZ","-40.2733","-19.8203","37987","Subordem: Biddulphiineae;","auto",NA,NA,NA,"RIO PIRAQUÊ- MIRIM",NA,NA,NA,NA,NA,NA,NA,"01",NA,"Bacillariophyceae",NA
"4382","2009-12-03 12:28:26-02","UFES","LABFITO","CFUFESRE0037","S","Plantae","Heterokontophyta","Biddulphiales","Biddulphiaceae","Biddulphia","pulchella",NA,"Biddulphia pulchella","Gray",NA,"1831","01",NA,"2004","01","01","BRASIL","ES","ARACRUZ","-40.2733","-19.8203","37987","Subordem: Biddulphiineae;","auto",NA,NA,NA,"RIO PIRAQUÊ- AÇÚ",NA,NA,NA,NA,NA,NA,NA,"01",NA,"Bacillariophyceae",NA
"4383","2009-12-03 12:28:26-02","UFES","LABFITO","CFUFESRE0050","S","Plantae","Heterokontophyta","Biddulphiales","Biddulphiaceae","Biddulphia","pulchella",NA,"Biddulphia pulchella","Gray",NA,"1831","01",NA,"2003","01","01","BRASIL","ES","ARACRUZ","-40.2733","-19.8203","37987","Subordem: Biddulphiineae;","auto",NA,NA,NA,"RIO PIRAQUÊ- MIRIM",NA,NA,NA,NA,NA,NA,NA,"01",NA,"Bacillariophyceae",NA
"4384","2009-12-03 12:28:25-02","UFES","LABFITO","CFUFESRE0033","S","Plantae","Heterokontophyta","Biddulphiales","Biddulphiaceae","Biddulphia","pulchella",NA,"Biddulphia pulchella","Gray",NA,"1831","01",NA,"2003","01","01","BRASIL","ES","ARACRUZ","-40.2733","-19.8203","37987","Subordem: Biddulphiineae;","auto",NA,NA,NA,"RIO PIRAQUÊ- AÇÚ",NA,NA,NA,NA,NA,NA,NA,"01",NA,"Bacillariophyceae",NA
"4385","2009-11-05 11:04:17-02","UFES","LABFITO","CFUFESM0102","S","Plantae","Heterokontophyta","Biddulphiales","Biddulphiaceae","Biddulphia","tridens",NA,"Biddulphia tridens","(C.G. Ehrenberg) C.G. Ehrenberg","LUBIANA, K. M. F.",NA,NA,NA,"2005","01","01","BRASIL","ES","ARACRUZ","-40.2733","-19.8203","37987","Subordem: Biddulphiineae; Habitat: COSTEIRO;","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bacillariophyceae",NA
"4386","2009-12-03 12:28:26-02","UFES","LABFITO","CFUFESRE0028","S","Plantae","Heterokontophyta","Biddulphiales","Biddulphiaceae","Biddulphia","tridens",NA,"Biddulphia tridens","(C.G. Ehrenberg) C.G. Ehrenberg",NA,NA,NA,NA,"2003","01","01","BRASIL","ES","ARACRUZ","-40.2733","-19.8203","37987","Subordem: Biddulphiineae;","auto",NA,NA,NA,"RIO PIRAQUÊ- AÇÚ",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bacillariophyceae",NA
"4387","2009-12-03 12:28:26-02","UFES","LABFITO","CFUFESRE0046","S","Plantae","Heterokontophyta","Biddulphiales","Biddulphiaceae","Biddulphia","tridens",NA,"Biddulphia tridens","(C.G. Ehrenberg) C.G. Ehrenberg",NA,NA,NA,NA,"2003","01","01","BRASIL","ES","ARACRUZ","-40.2733","-19.8203","37987","Subordem: Biddulphiineae;","auto",NA,NA,NA,"RIO PIRAQUÊ- MIRIM",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bacillariophyceae",NA
"4388","2009-12-03 12:28:26-02","UFES","LABFITO","CFUFESRE0048","S","Plantae","Heterokontophyta","Biddulphiales","Biddulphiaceae","Biddulphia","tridens",NA,"Biddulphia tridens","(C.G. Ehrenberg) C.G. Ehrenberg",NA,NA,NA,NA,"2003","01","01","BRASIL","ES","ARACRUZ","-40.2733","-19.8203","37987","Subordem: Biddulphiineae;","auto",NA,NA,NA,"RIO PIRAQUÊ- MIRIM",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bacillariophyceae",NA
"4389","2009-12-03 12:28:24-02","UFES","LABFITO","CFUFESRE0033","S","Plantae","Heterokontophyta","Bacillariales","Surirellaceae","Campylodiscus","clypeus",NA,"Campylodiscus clypeus","(Ehrenberg) Ehrenberg ex Kützing",NA,"1844","01",NA,"2003","01","01","BRASIL","ES","ARACRUZ","-40.2733","-19.8203","37987",NA,"auto",NA,NA,NA,"RIO PIRAQUÊ- AÇÚ",NA,NA,NA,NA,NA,NA,NA,"01",NA,"Bacillariophyceae",NA
