"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","occurrenceRemarks","geoFlag","individualCount","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","recordNumber","class","infraspecificEpithet","continentOcean","preparationType","barcode","imagecode","typeStatus","previousCatalogNumber","relatedCatalogItem"
"4534","2017-09-14 11:44:58-03","MBML","MBML-HERBARIO","7010",NA,"Plantae",NA,NA,"Eriocaulaceae","Paepalanthus","bongardii","Paepalanthus bongardii",NA,"A. M. Giulietti/1986",NA,NA,NA,"T. S. M. Grandi; et al","1985","06","29","Brasil","Minas Gerais","Caeté","Serra da Piedade","-43.669722","-19.88",NA,"Habitat campo rupestre, sobre pedras, local úmido. Habitus herbáceo. 1650m de altitude, lat. 19 49' S, long. 43 40' W.",NA,NA,"43W40'11","19S52'48",NA,NA,"1871",NA,NA,NA,NA,"MBML007010","MBML007010",NA,NA,NA
"4535","2017-09-14 11:45:04-03","MBML","MBML-HERBARIO","7011",NA,"Plantae",NA,NA,"Eriocaulaceae","Paepalanthus","manicatus","Paepalanthus manicatus",NA,"A. M. Giulietti/1976",NA,NA,NA,"T. S. M. Grandi; et al","1985","04","28","Brasil","Minas Gerais","Caeté","Serra da Piedade","-43.669722","-19.88",NA,"Habitat campo rupestre. Habitus herbáceo. 3ª estação, de coleta, alt. 1670m, lat. 19 49' S, long. 43 40' W.",NA,NA,"43W40'11","19S52'48",NA,NA,"1744",NA,NA,NA,NA,"MBML007011","MBML007011",NA,NA,NA
"4536","2017-09-14 11:45:04-03","MBML","MBML-HERBARIO","7008",NA,"Plantae",NA,NA,"Eriocaulaceae","Paepalanthus","regalis","Paepalanthus regalis",NA,"A. M. Giulietti",NA,NA,NA,"T. S. M. Grandi; et al","1985","12","06","Brasil","Minas Gerais","Caeté","Serra da Piedade","-43.669722","-19.88",NA,"Habitat campo rupestre. Habitus herbáceo. 3ª estação de coleta, alt. 1720m, lat. 19 49' S, long. 43 40' W.",NA,NA,"43W40'11","19S52'48",NA,NA,"2168",NA,NA,NA,NA,"MBML007008","MBML007008",NA,NA,NA
"4537","2020-02-11 14:39:37-03","MBML","MBML-HERBARIO","7009",NA,"Plantae",NA,NA,"Eriocaulaceae","Paepalanthus","spixianus","Paepalanthus spixianus",NA,"R. Ramos/10-01-2020",NA,NA,NA,"T. S. M. Grandi; et al","1985","08","15","Brasil","Minas Gerais","Caeté","Serra da Piedade","-43.669722","-19.88",NA,"Habitat campo rupestre. Habitus herbáceo. Lat. 19 49' S, long. 43 40' W. Alt. 1650m.",NA,NA,"43W40'11","19S52'48",NA,NA,"1890",NA,NA,NA,NA,"MBML007009","MBML007009",NA,NA,NA
"4538","2017-09-14 11:45:39-03","MBML","MBML-HERBARIO","7081",NA,"Plantae",NA,NA,"Gesneriaceae","Paliavana","sericiflora","Paliavana sericiflora",NA,"J. A. Lombardi/Março-1995",NA,NA,NA,"R. José; et al","1985","04","28","Brasil","Minas Gerais","Caeté","Serra da Piedade","-43.669722","-19.88",NA,"Habitat campo rupestre. Habitus herbáceo, 1.2m. Corola listrada, 1620m.",NA,NA,"43W40'11","19S52'48",NA,NA,NA,NA,NA,NA,NA,"MBML007081","MBML007081",NA,NA,NA
"4539","2017-09-14 11:49:37-03","MBML","MBML-HERBARIO","7087",NA,"Plantae",NA,NA,"Orchidaceae","Pleurothallis","prolifera","Pleurothallis prolifera",NA,"P. I. S. Braga/19-12-1986",NA,NA,NA,"T. S. M. Grandi; et al","1986","12","06","Brasil","Minas Gerais","Caeté","Serra da Piedade","-43.669722","-19.88",NA,"Habitat campo rupestre. Habitus herbáceo. Lat. 19º49' S, long. 43º40' W. Nome vulgar: Orquídea,",NA,NA,"43W40'11","19S52'48",NA,NA,"2180",NA,NA,NA,NA,"MBML007087",NA,NA,NA,NA
"4540","2017-09-14 11:49:42-03","MBML","MBML-HERBARIO","7069",NA,"Plantae",NA,NA,"Orchidaceae","Prescottia","plantaginifolia","Prescottia plantaginifolia",NA,"C. Azevedo/Fev.2009",NA,NA,NA,"T. S. M. Grandi; et al","1985","06","29","Brasil","Minas Gerais","Caeté","Serra da Piedade","-43.669722","-19.88",NA,"Habitat campo rupestre. Habitus herbáceo. Lat. 19º49' S, long. 43º40' W, altitude 1720m.",NA,NA,"43W40'11","19S52'48",NA,NA,"1856",NA,NA,NA,NA,"MBML007069",NA,NA,NA,NA
"4541","2017-09-14 11:49:42-03","MBML","MBML-HERBARIO","7075",NA,"Plantae",NA,NA,"Orchidaceae","Prescottia","plantaginifolia","Prescottia plantaginifolia",NA,"C. Azevedo/Fev.2009",NA,NA,NA,"T. S. M. Grandi; et al","1985","06","29","Brasil","Minas Gerais","Caeté","Serra da Piedade","-43.669722","-19.88",NA,"Habitat campo rupestre. Habitus herbáceo. Lat. 19º49' S, long. 43º40' W. Flores amarelas. Nome vulgar: Orquídea.",NA,NA,"43W40'11","19S52'48",NA,NA,"1875",NA,NA,NA,NA,"MBML007075",NA,NA,NA,NA
"4542","2017-09-14 11:49:42-03","MBML","MBML-HERBARIO","7076",NA,"Plantae",NA,NA,"Orchidaceae","Prescottia","plantaginifolia","Prescottia plantaginifolia",NA,"C. Azevedo/Fev.2009",NA,NA,NA,"T. S. M. Grandi; et al","1985","06","29","Brasil","Minas Gerais","Caeté","Serra da Piedade","-43.669722","-19.88",NA,"Habitat campo rupestre - sobre pedras. Habitus herbáceo. 1650m.",NA,NA,"43W40'11","19S52'48",NA,NA,"1870",NA,NA,NA,NA,"MBML007076",NA,NA,NA,NA
"4543","2017-09-14 11:49:43-03","MBML","MBML-HERBARIO","7086",NA,"Plantae",NA,NA,"Orchidaceae","Prosthechea","vespa","Prosthechea vespa",NA,"C. N. Fraga/09-XI-2002",NA,NA,NA,"T. S. M. Grandi; et al","1985","08","15","Brasil","Minas Gerais","Caeté","Serra da Piedade","-43.669722","-19.88",NA,"Habitat campo rupestre. Habitus herbáceo.",NA,NA,"43W40'11","19S52'48",NA,NA,NA,NA,NA,NA,NA,"MBML007086",NA,NA,NA,NA
"4544","2017-09-14 11:49:43-03","MBML","MBML-HERBARIO","7090",NA,"Plantae",NA,NA,"Orchidaceae","Prosthechea","vespa","Prosthechea vespa",NA,"C. N. Fraga/09-XI-2002",NA,NA,NA,"T. S. M. Grandi; et al","1986","06","04","Brasil","Minas Gerais","Caeté","Serra da Piedade","-43.669722","-19.88",NA,"Habitat campo rupestre. Habitus herbáceo. Lat. 19º49' S, long. 43º40' W, altitude 1650m, 2ª estação de coleta. Nome vulgar: Orquídea.",NA,NA,"43W40'11","19S52'48",NA,NA,NA,NA,NA,NA,NA,"MBML007090",NA,NA,NA,NA
"4545","2017-09-14 11:49:45-03","MBML","MBML-HERBARIO","7089",NA,"Plantae",NA,NA,"Orchidaceae","Stelis","drosophila","Stelis drosophila",NA,"P. I. S. Braga/20-01-1987",NA,NA,NA,"T. S. M. Grandi; et al","1986","12","18","Brasil","Minas Gerais","Caeté","Serra da Piedade","-43.669722","-19.88",NA,"Habitat campo rupestre. Lat 19º49' S, long. 43º40' W, altitude 1720m, 3ª estação de coleta.",NA,NA,"43W40'11","19S52'48",NA,NA,NA,NA,NA,NA,NA,"MBML007089",NA,NA,NA,NA
"4546","2017-09-14 11:49:49-03","MBML","MBML-HERBARIO","7085",NA,"Plantae",NA,NA,"Orchidaceae","Zygopetalum","maculatum","Zygopetalum maculatum",NA,"T.E.C. Meneguzzo/2017",NA,NA,NA,"J. A. Paula; et al","1987","05","16","Brasil","Minas Gerais","Caeté","Serra da Piedade","-43.669722","-19.88",NA,"Habitat mata secundária / beira d'água. Habitus terrestre herbáceo. Lat. 19º49' S, long. 43º40' W, altitude 1350m, 4ª estação de coleta.",NA,NA,"43W40'11","19S52'48",NA,NA,NA,NA,NA,NA,NA,"MBML007085",NA,NA,NA,NA
"4547","2017-09-14 11:49:50-03","MBML","MBML-HERBARIO","7077",NA,"Plantae",NA,NA,"Orchidaceae","Zygopetalum","triste","Zygopetalum triste",NA,"T.E.C. Meneguzzo/2017",NA,NA,NA,"T. S. M. Grandi; et al","1985","12","06","Brasil","Minas Gerais","Caeté","Serra da Piedade","-43.669722","-19.88",NA,"Habitat campo rupestre. Habitus herbáceo. Lat. 19º491 S, long. 43º40' W; altitude 1720m. 3ª estação de coleta. Nome vulgar: Orquídea.",NA,NA,"43W40'11","19S52'48",NA,NA,"2179",NA,NA,NA,NA,"MBML007077",NA,NA,NA,NA
"4548","2020-02-18 15:44:02-03","UFRB","HURB","19687","PreservedSpecimen","Plantae",NA,NA,"Commelinaceae","Dichorisandra","hexandra","Dichorisandra hexandra","(Aubl.) Kuntze ex C.B.Clarke","V.C.Souza","1997","05","31","Souza, V.C.; Souza, J.P.; Scalon, V.R. & Campos, F.J.","1996","01","11","Brasil","Minas Gerais","Caeté","Serra da Piedade;","-43.686556","-19.823222",NA,"ESA 31498.",NA,NA,"43º41'11,6W","19º49'23,6S","1520","1520","10082",NA,NA,NA,NA,"HURB000019687",NA,NA,NA,NA
"4549","2020-02-18 15:44:04-03","UFRB","HURB","4339","PreservedSpecimen","Plantae",NA,NA,"Commelinaceae","Tripogandra","diuretica","Tripogandra diuretica","(Mart.) Handlos","L.Y.S. Aona","2013","02",NA,"Zappi, D.C.; Salatino, M.L.; Salatino, A.","1987","02","24","Brasil","Minas Gerais","Caeté","Serra da Piedade;","-43.6697006225586","-19.8799991607666","22051",NA,"auto",NA,NA,NA,"1700","1700",NA,NA,NA,NA,NA,"HURB000004339",NA,NA,NA,NA
"4550","2019-11-22 10:47:30-03","IBt","SP-FUNGI","264286","PreservedSpecimen","Fungi","Lecanoromycetes","Lecanorales","Parmeliaceae","Hypotrachyna","costaricens","Hypotrachyna costaricens","(Nyl.) Hale","Marcelli, M.P.","2003","05","26","Marcelli, M.P.; Ahti, T.; Yano, O.","1993","12","05","Brazil","Minas Gerais","Caeté","Serra da Piedade","-43.6697006225586","-19.8799991607666","22051","sobre paredão rochoso nas proximidades do Santuário","auto",NA,NA,NA,NA,NA,"25865",NA,NA,"Southern America",NA,"SP00264286",NA,NA,NA,NA
"4551","2019-11-22 10:47:30-03","IBt","SP-FUNGI","264330","PreservedSpecimen","Fungi","Lecanoromycetes","Lecanorales","Parmeliaceae","Hypotrachyna","flavida","Hypotrachyna flavida","(Zahlbr.) Hale","Marcelli, M.P.","2003","05","26","Marcelli, M.P.; Ahti, T.; Yano, O.","1993","12","05","Brazil","Minas Gerais","Caeté","Serra da Piedade","-43.6697006225586","-19.8799991607666","22051","sobre rocha (quartzito) exposta","auto",NA,NA,NA,NA,NA,"25881",NA,NA,"Southern America",NA,"SP00264330",NA,NA,NA,NA
"4552","2019-11-22 10:47:32-03","IBt","SP-FUNGI","264287","PreservedSpecimen","Fungi","Lecanoromycetes","Lecanorales","Parmeliaceae","Hypotrachyna","physcioides","Hypotrachyna physcioides","(Nyl.) Hale","Marcelli, M.P.","2003","05","26","Marcelli, M.P.; Ahti, T.; Yano, O.","1993","12","05","Brazil","Minas Gerais","Caeté","Serra da Piedade","-43.6697006225586","-19.8799991607666","22051","sobre paredão rochoso nas proximidades do Santuário","auto",NA,NA,NA,NA,NA,"25872",NA,NA,"Southern America",NA,"SP00264287",NA,NA,NA,NA
"4553","2019-11-29 10:16:59-03","IBt","SP-FUNGI","393024","PreservedSpecimen","Fungi","Lecanoromycetes","Lecanorales","Parmeliaceae","Usnea",NA,"Usnea",NA,"Spielmann, A.A.","2006",NA,NA,"Spielmann, A.A.; Canêz, L.S.; Marcelli, M.P.","2006","03","29","Brazil","Minas Gerais","Caetés","Serra da Piedade","-43.40316","-19.48595",NA,"Corticícola, exposto.",NA,NA,"-43.40316","-19.48595","1435","1435","2866",NA,NA,"Southern America",NA,"SP00393024",NA,NA,NA,NA
"4554","2019-11-29 10:16:59-03","IBt","SP-FUNGI","393128","PreservedSpecimen","Fungi","Lecanoromycetes","Lecanorales","Parmeliaceae","Usnea",NA,"Usnea",NA,"Spielmann, A.A.","2006",NA,NA,"Spielmann, A.A.; Canêz, L.S.; Marcelli, M.P.","2006","03","29","Brazil","Minas Gerais","Caetés","Serra da Piedade","-43.40316","-19.48595",NA,"Corticícola, exposto.",NA,NA,"-43.40316","-19.48595","1435","1435","2065",NA,NA,"Southern America",NA,"SP00393128",NA,NA,NA,NA
"4555","2019-11-29 10:16:59-03","IBt","SP-FUNGI","393073","PreservedSpecimen","Fungi","Lecanoromycetes","Lecanorales","Parmeliaceae","Usnea",NA,"Usnea",NA,"Spielmann, A.A.","2006",NA,NA,"Spielmann, A.A.; Canêz, L.S.; Marcelli, M.P.","2006","03","29","Brazil","Minas Gerais","Caetés","Serra da Piedade","-43.40316","-19.48595",NA,"Corticícola, exposto.",NA,NA,"-43.40316","-19.48595","1435","1435","2852",NA,NA,"Southern America",NA,"SP00393073",NA,NA,NA,NA
"4556","2019-11-29 10:17:01-03","IBt","SP-FUNGI","393012","PreservedSpecimen","Fungi","Lecanoromycetes","Lecanorales","Parmeliaceae","Usnea","cirrosa","Usnea cirrosa","Motyka","Truong, V.C.","2012",NA,NA,"Spielmann, A.A.; Canêz, L.S.; Marcelli, M.P.","2006","03","29","Brazil","Minas Gerais","Caetés","Serra da Piedade","-43.40316","-19.48595",NA,"Corticícola, exposto.",NA,NA,"-43.40316","-19.48595","1435","1435","2874",NA,NA,"Southern America",NA,"SP00393012",NA,NA,NA,NA
"4557","2019-11-29 10:17:01-03","IBt","SP-FUNGI","393163","PreservedSpecimen","Fungi","Lecanoromycetes","Lecanorales","Parmeliaceae","Usnea","cirrosa","Usnea cirrosa","Motyka","Truong, V.C.","2012",NA,NA,"Spielmann, A.A.; Canêz, L.S.; Marcelli, M.P.","2006","03","29","Brazil","Minas Gerais","Caetés","Serra da Piedade",NA,NA,NA,"Corticícola, exposto.",NA,NA,NA,NA,"1435","1435","2856",NA,NA,"Southern America",NA,"SP00393163",NA,NA,NA,NA
"4558","2019-11-29 10:17:01-03","IBt","SP-FUNGI","393148","PreservedSpecimen","Fungi","Lecanoromycetes","Lecanorales","Parmeliaceae","Usnea","cirrosa","Usnea cirrosa","Motyka","Truong, V.C.","2012",NA,NA,"Spielmann, A.A.; Canêz, L.S.; Marcelli, M.P.","2006","03","29","Brazil","Minas Gerais","Caetés","Serra da Piedade","-43.40316","-19.48595",NA,"Corticícola, exposto.",NA,NA,"-43.40316","-19.48595","1435","1435","2876",NA,NA,"Southern America",NA,"SP00393148",NA,NA,NA,NA
"4559","2019-11-29 10:17:01-03","IBt","SP-FUNGI","393083","PreservedSpecimen","Fungi","Lecanoromycetes","Lecanorales","Parmeliaceae","Usnea","cirrosa","Usnea cirrosa","Motyka","Truong, V.C.","2012",NA,NA,"Spielmann, A.A.; Canêz, L.S.; Marcelli, M.P.","2006","03","29","Brazil","Minas Gerais","Caetés","Serra da Piedade","-43.40316","-19.48595",NA,"Corticícola, exposto.",NA,NA,"-43.40316","-19.48595","1435","1435","2853",NA,NA,"Southern America",NA,"SP00393083",NA,NA,NA,NA
"4560","2019-11-29 10:17:01-03","IBt","SP-FUNGI","393205","PreservedSpecimen","Fungi","Lecanoromycetes","Lecanorales","Parmeliaceae","Usnea","cirrosa","Usnea cirrosa","Motyka","Truong, V.C.","2012",NA,NA,"Spielmann, A.A.; Canêz, L.S.; Marcelli, M.P.","2006","03","29","Brazil","Minas Gerais","Caetés","Serra da Piedade","-43.40316","-19.48595",NA,"Corticícola, mata aberta.",NA,NA,"-43.40316","-19.48595","1435","1435","2325",NA,NA,"Southern America",NA,"SP00393205",NA,NA,NA,NA
"4561","2019-11-29 10:17:01-03","IBt","SP-FUNGI","393149","PreservedSpecimen","Fungi","Lecanoromycetes","Lecanorales","Parmeliaceae","Usnea","cirrosa","Usnea cirrosa","Motyka","Truong, V.C.","2012",NA,NA,"Spielmann, A.A.; Canêz, L.S.; Marcelli, M.P.","2006","03","29","Brazil","Minas Gerais","Caetés","Serra da Piedade","-43.40316","-19.48595",NA,"Corticícola, exposto.",NA,NA,"-43.40316","-19.48595","1435","1435","2323",NA,NA,"Southern America",NA,"SP00393149",NA,NA,NA,NA
"4562","2019-11-29 10:17:01-03","IBt","SP-FUNGI","393197","PreservedSpecimen","Fungi","Lecanoromycetes","Lecanorales","Parmeliaceae","Usnea","cirrosa","Usnea cirrosa","Motyka","Truong, V.C.","2012",NA,NA,"Spielmann, A.A.; Canêz, L.S.; Marcelli, M.P.","2006","03","29","Brazil","Minas Gerais","Caetés","Serra da Piedade","-43.40316","-19.48595",NA,"Coticícola, exposto.",NA,NA,"-43.40316","-19.48595","1435","1435","2871",NA,NA,"Southern America",NA,"SP00393197",NA,NA,NA,NA
"4563","2019-11-29 10:17:01-03","IBt","SP-FUNGI","393193","PreservedSpecimen","Fungi","Lecanoromycetes","Lecanorales","Parmeliaceae","Usnea","cirrosa","Usnea cirrosa","Motyka","Truong, V.C.","2012",NA,NA,"Spielmann, A.A.; Canêz, L.S.; Marcelli, M.P.","2006","03","29","Brazil","Minas Gerais","Caetés","Serra da Piedade","-43.40316","-19.48595",NA,"Coticícola, exposto.",NA,NA,"-43.40316","-19.48595","1435","1435","2877",NA,NA,"Southern America",NA,"SP00393193",NA,NA,NA,NA
"4564","2019-11-29 10:17:01-03","IBt","SP-FUNGI","393066","PreservedSpecimen","Fungi","Lecanoromycetes","Lecanorales","Parmeliaceae","Usnea","cirrosa","Usnea cirrosa","Motyka","Truong, V.C.","2012",NA,NA,"Spielmann, A.A.; Canêz, L.S.; Marcelli, M.P.","2006","03","29","Brazil","Minas Gerais","Caetés","Serra da Piedade, Serra da Piedade.","-43.40316","-19.48595",NA,"Corticícola, exposto.",NA,NA,"-43.40316","-19.48595","1435","1435","2268",NA,NA,"Southern America",NA,"SP00393066",NA,NA,NA,NA
"4565","2019-11-29 10:17:02-03","IBt","SP-FUNGI","393150","PreservedSpecimen","Fungi","Lecanoromycetes","Lecanorales","Parmeliaceae","Usnea","daseae","Usnea daseae","Stirt.","Truong, V.C.","2012",NA,NA,"Spielmann, A.A.; Canêz, L.S.; Marcelli, M.P.","2006","03","29","Brazil","Minas Gerais","Caetés","Serra da Piedade","-43.40316","-19.48595",NA,"Corticícola, exposto.",NA,NA,"-43.40316","-19.48595","1435","1435","2872",NA,NA,"Southern America",NA,"SP00393150",NA,NA,NA,NA
"4566","2019-11-29 10:17:02-03","IBt","SP-FUNGI","393072","PreservedSpecimen","Fungi","Lecanoromycetes","Lecanorales","Parmeliaceae","Usnea","daseae","Usnea daseae","Stirt.","Truong, V.C.","2012",NA,NA,"Spielmann, A.A.; Canêz, L.S.; Marcelli, M.P.","2006","03","29","Brazil","Minas Gerais","Caetés","Serra da Piedade","-43.40316","-19.48595",NA,"Corticícola, exposto.",NA,NA,"-43.40316","-19.48595","1435","1435","2875",NA,NA,"Southern America",NA,"SP00393072",NA,NA,NA,NA
"4567","2019-11-29 10:17:02-03","IBt","SP-FUNGI","393125","PreservedSpecimen","Fungi","Lecanoromycetes","Lecanorales","Parmeliaceae","Usnea","daseae","Usnea daseae","Stirt.","Truong, V.C.","2012",NA,NA,"Spielmann, A.A.; Canêz, L.S.; Marcelli, M.P.","2006","03","29","Brazil","Minas Gerais","Caetés","Serra da Piedade","-43.40316","-19.48595",NA,"Corticícola, exposto.",NA,NA,"-43.40316","-19.48595","1435","1435","2849",NA,NA,"Southern America",NA,"SP00393125",NA,NA,NA,NA
"4568","2019-11-29 10:17:02-03","IBt","SP-FUNGI","393032","PreservedSpecimen","Fungi","Lecanoromycetes","Lecanorales","Parmeliaceae","Usnea","daseae","Usnea daseae","Stirt.","Truong, V.C.","2012",NA,NA,"Spielmann, A.A.; Canêz, L.S.; Marcelli, M.P.","2006","03","29","Brazil","Minas Gerais","Caetés","Serra da Piedade","-43.40316","-19.48595",NA,"Corticícola, exposto.",NA,NA,"-43.40316","-19.48595","1435","1435","2854",NA,NA,"Southern America",NA,"SP00393032",NA,NA,NA,NA
"4569","2019-11-29 10:17:02-03","IBt","SP-FUNGI","393070","PreservedSpecimen","Fungi","Lecanoromycetes","Lecanorales","Parmeliaceae","Usnea","entoviolata","Usnea entoviolata","Motyka","Spielmann, A.A.","2006",NA,NA,"Spielmann, A.A.; Canêz, L.S.; Marcelli, M.P.","2006","03","29","Brazil","Minas Gerais","Caetés","Serra da Piedade","-43.40316","-19.48595",NA,"Corticícola, exposto.",NA,NA,"-43.40316","-19.48595","1435","1435","2850",NA,NA,"Southern America",NA,"SP00393070",NA,NA,NA,NA
"4570","2019-11-29 10:17:02-03","IBt","SP-FUNGI","393207","PreservedSpecimen","Fungi","Lecanoromycetes","Lecanorales","Parmeliaceae","Usnea","jamaicensis","Usnea jamaicensis","Ach.","Truong, V.C.","2012",NA,NA,"Spielmann, A.A.; Canêz, L.S.; Marcelli, M.P.","2006","03","29","Brazil","Minas Gerais","Caetés","Serra da Piedade","-43.40316","-19.48595",NA,"Corticícola, exposto.",NA,NA,"-43.40316","-19.48595","1435","1435","2870",NA,NA,"Southern America",NA,"SP00393207",NA,NA,NA,NA
"4571","2019-11-29 10:17:02-03","IBt","SP-FUNGI","393130","PreservedSpecimen","Fungi","Lecanoromycetes","Lecanorales","Parmeliaceae","Usnea","perhispidella","Usnea perhispidella","J. Steiner","Truong, V.C.","2012",NA,NA,"Spielmann, A.A.; Canêz, L.S.; Marcelli, M.P.","2006","03","29","Brazil","Minas Gerais","Caetés","Serra da Piedade","-43.40316","-19.48595",NA,"Corticícola, exposto.",NA,NA,"-43.40316","-19.48595","1435","1435","2308",NA,NA,"Southern America",NA,"SP00393130",NA,NA,NA,NA
"4572","2019-11-29 10:17:02-03","IBt","SP-FUNGI","393022","PreservedSpecimen","Fungi","Lecanoromycetes","Lecanorales","Parmeliaceae","Usnea","ramillosa","Usnea ramillosa","Motyka","Truong, V.C.","2012",NA,NA,"Spielmann, A.A.; Canêz, L.S.; Marcelli, M.P.","2006","03","29","Brazil","Minas Gerais","Caetés","Serra da Piedade","-43.40316","-19.48595",NA,"Corticícola, exposto.",NA,NA,"-43.40316","-19.48595","1435","1435","2873",NA,NA,"Southern America",NA,"SP00393022",NA,NA,NA,NA
"4573","2019-11-22 10:47:30-03","IBt","SP-FUNGI","158876","PreservedSpecimen","Fungi","Lecanoromycetes","Lecanorales","Parmeliaceae","Hypotrachyna",NA,"Hypotrachyna",NA,"Marcelli, M.P.","2003","05","26","Marcelli, M.P.; Nash III, T.H.; Gries, C.","1990","06","02","Brazil","Minas Gerais","Caeté","Serra da Piedade","-43.6697006225586","-19.8799991607666","22051","sobre arenito ferruginoso","auto",NA,NA,NA,NA,NA,"8968",NA,NA,"Southern America",NA,"SP00158876",NA,NA,NA,NA
"4574","2019-11-22 10:47:30-03","IBt","SP-FUNGI","158875","PreservedSpecimen","Fungi","Lecanoromycetes","Lecanorales","Parmeliaceae","Hypotrachyna",NA,"Hypotrachyna",NA,"Marcelli, M.P.","2003","05","26","Marcelli, M.P.; Nash III, T.H.; Gries, C.","1990","06","02","Brazil","Minas Gerais","Caeté","Serra da Piedade","-43.6697006225586","-19.8799991607666","22051","sobre pedregulho de arenito ferruginoso","auto",NA,NA,NA,NA,NA,"8971",NA,NA,"Southern America",NA,"SP00158875",NA,NA,NA,NA
"4575","2019-11-22 10:47:30-03","IBt","SP-FUNGI","264261","PreservedSpecimen","Fungi","Lecanoromycetes","Lecanorales","Parmeliaceae","Hypotrachyna","chlorina","Hypotrachyna chlorina","(Müll. Arg.) Hale","Marcelli, M.P.","2003","05","26","Marcelli, M.P.; Ahti, T.; Yano, O.","1993","12","05","Brazil","Minas Gerais","Caeté","Serra da Piedade","-43.6697006225586","-19.8799991607666","22051","sobre paredão rochoso nas proximidades do Santuário","auto",NA,NA,NA,NA,NA,"25866",NA,NA,"Southern America",NA,"SP00264261",NA,NA,NA,NA
"4576","2019-11-22 10:47:30-03","IBt","SP-FUNGI","264262","PreservedSpecimen","Fungi","Lecanoromycetes","Lecanorales","Parmeliaceae","Hypotrachyna","chlorina","Hypotrachyna chlorina","(Müll. Arg.) Hale","Marcelli, M.P.","2003","05","26","Marcelli, M.P.; Ahti, T.; Yano, O.","1993","12","05","Brazil","Minas Gerais","Caeté","Serra da Piedade","-43.6697006225586","-19.8799991607666","22051","sobre paredão rochoso nas proximidades do Santuário","auto",NA,NA,NA,NA,NA,"25862",NA,NA,"Southern America",NA,"SP00264262",NA,NA,NA,NA
"4577","2019-11-22 10:47:40-03","IBt","SP-FUNGI","158912","PreservedSpecimen","Fungi","Lecanoromycetes","Lecanorales","Parmeliaceae","Parmotrema","flavescens","Parmotrema flavescens","(Krempelhuber) Hale","Marcelli, M.P.","2003","05","26","Marcelli, M.P.; Nash III, T.H.; Gries, C.","1990","06","02","Brazil","Minas Gerais","Caeté","Serra da Piedade","-43.6697006225586","-19.8799991607666","22051","saxícola","auto",NA,NA,NA,NA,NA,"8967",NA,NA,"Southern America",NA,"SP00158912",NA,NA,NA,NA
"4578","2019-11-22 10:47:37-03","IBt","SP-FUNGI","158915","PreservedSpecimen","Fungi","Lecanoromycetes","Lecanorales","Parmeliaceae","Parmotrema",NA,"Parmotrema",NA,"Marcelli, M.P.","2003","05","26","Marcelli, M.P.; Nash III, T.H.; Gries, C.","1990","06","02","Brazil","Minas Gerais","Caeté","Serra da Piedade","-43.6697006225586","-19.8799991607666","22051","saxícola, na sombra de arbusto","auto",NA,NA,NA,NA,NA,"8982",NA,NA,"Southern America",NA,"SP00158915",NA,NA,NA,NA
"4579","2019-11-22 10:47:32-03","IBt","SP-FUNGI","264283","PreservedSpecimen","Fungi","Lecanoromycetes","Lecanorales","Parmeliaceae","Hypotrachyna","osteoleuca","Hypotrachyna osteoleuca","(Nyl.) Hale","Marcelli, M.P.","2003","05","26","Marcelli, M.P.; Ahti, T.; Yano, O.","1993","12","05","Brazil","Minas Gerais","Caeté","Serra da Piedade","-43.6697006225586","-19.8799991607666","22051","em terra sobre rocha exposta","auto",NA,NA,NA,NA,NA,"25880",NA,NA,"Southern America",NA,"SP00264283",NA,NA,NA,NA
"4580","2019-11-22 10:47:37-03","IBt","SP-FUNGI","158911","PreservedSpecimen","Fungi","Lecanoromycetes","Lecanorales","Parmeliaceae","Parmotrema",NA,"Parmotrema",NA,"Marcelli, M.P.","2003","05","26","Marcelli, M.P.; Nash III, T.H.; Gries, C.","1990","06","02","Brazil","Minas Gerais","Caeté","Serra da Piedade","-43.6697006225586","-19.8799991607666","22051","saxícola","auto",NA,NA,NA,NA,NA,"8966",NA,NA,"Southern America",NA,"SP00158911",NA,NA,NA,NA
"4581","2019-11-22 10:47:53-03","IBt","SP-FUNGI","264156","PreservedSpecimen","Fungi","Lecanoromycetes","Lecanorales","Parmeliaceae","Rimelia",NA,"Rimelia",NA,"Marcelli, M.P.","2003","05","26","Marcelli, M.P.; Ahti, T.; Yano, O.","1993","12","05","Brazil","Minas Gerais","Caeté","Serra da Piedade","-43.6697006225586","-19.8799991607666","22051","sobre paredão rochoso nas proximidades do Santuário","auto",NA,NA,NA,NA,NA,"25871",NA,NA,"Southern America",NA,"SP00264156",NA,NA,NA,NA
