"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","phylum","order","infraspecificEpithet","yearIdentified","monthIdentified","locality","coordinatePrecision","individualCount","occurrenceRemarks","geoFlag","class","continentOcean","minimumElevationInMeters","maximumElevationInMeters","preparationType","typeStatus","dayIdentified","previousCatalogNumber","fieldNumber","relatedCatalogItem"
"2022","2019-11-18 12:10:41-03","UNIOESTE","UNOP","10105","S","Plantae","Araceae","Anthurium",NA,"Anthurium","Schott.",NA,"Hammes, J.K.; Marcusso, G.M.; Lombardi, J.A.; Marcusso, G.M.; Lombardi, J.A.","201","2019","02","23","Brasil","Espírito Santo","Domingos Martins","-41.191667","-20.399167","-41.191667","-20.399167",NA,NA,NA,NA,NA,NA,NA,"Floresta ombrófila. Parque Estadual Pedra Azul. Trilha das piscinas Naturais.",NA,NA,"Terrícola. Caule ereto, profilo marcescente, pecíolo verde com nuances vináceas, abaxial obtuso e adaxial reto com ângulos laterais obtusos. Lâmina foliar coriácea pouco discolor, nervura central proeminente abaxial obtusa e adaxial cilíndrica a agud",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2023","2019-11-18 12:10:41-03","UNIOESTE","UNOP","10114","S","Plantae","Araceae","Anthurium",NA,"Anthurium","Schott.",NA,"Hammes, J.K.; Marcusso, G.M.; Lombardi, J.A.; Marcusso, G.M.; Lombardi, J.A.","210","2019","02","24","Brasil","Espírito Santo","Domingos Martins","-41.191667","-20.399167","-41.191667","-20.399167",NA,NA,NA,NA,NA,NA,NA,"Floresta Atlântica. Floresta Ombrófila Densa com trechos aluviais. Particular, adjacente ao PEPAZ.",NA,NA,"Epífita. Caule ereto, profilo marcescente, pecíolo verde, abaxial obtuso e adaxial reto com ângulos obtusos nas laterais. Lâmina foliar verde, bem discolor. Nervura central proeminente abaxial e adaxial obtusa. Nervuras secundárias bem marcadas. Pedú",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2024","2019-11-18 12:10:41-03","UNIOESTE","UNOP","10111","S","Plantae","Araceae","Anthurium",NA,"Anthurium","Schott.",NA,"Hammes, J.K.; Marcusso, G.M.; Lombardi, J.A.; Marcusso, G.M.; Lombardi, J.A.","207","2019","02","23","Brasil","Espírito Santo","Domingos Martins","-41.191667","-20.399167","-41.191667","-20.399167",NA,NA,NA,NA,NA,NA,NA,"Floresta ombrófila. Parque Estadual Pedra Azul. Trilha das Piscinas Naturais.",NA,NA,"Terrícola. Caule ereto, profilos marcescentes, pecíolo verde com nuances vinaceas, abaxial obtuso e adaxial com ângulo obtuso nas laterais e sulcado. Lâmina foliar verde, levemente discolor, nervura central proeminente abaxial e adaxial obtusa. Pedún",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2025","2019-11-18 12:10:41-03","UNIOESTE","UNOP","10108","S","Plantae","Araceae","Anthurium",NA,"Anthurium","Schott.",NA,"Hammes, J.K.; Marcusso, G.M.; Lombardi, J.A.; Marcusso, G.M.; Lombardi, J.A.","204","2019","02","23","Brasil","Espírito Santo","Domingos Martins","-41.191667","-20.399167","-41.191667","-20.399167",NA,NA,NA,NA,NA,NA,NA,"Floresta ombrófila. Parque Estadual Pedra Azul. Trilha das Piscinas Naturais.",NA,NA,"Terrícola. Caule ereto, profilo marcescente. Pecíolo cilíndrico, verde. Lâmina foliar coriácea, discolor, nervura central proeminente, abaxial obtusa e adaxial aguda. Pedúnculo cilíndrico, verde com nuances vináceas. Espata verde com nuances vinaceas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2026","2019-11-18 12:10:41-03","UNIOESTE","UNOP","10115","S","Plantae","Araceae","Anthurium",NA,"Anthurium","Schott.",NA,"Hammes, J.K.; Marcusso, G.M.; Lombardi, J.A.; Marcusso, G.M.; Lombardi, J.A.","211","2019","02","24","Brasil","Espírito Santo","Domingos Martins","-41.191667","-20.399167","-41.191667","-20.399167",NA,NA,NA,NA,NA,NA,NA,"Floresta Atlântica. Floresta Ombrófila Densa com trechos aluviais. Particular, adjacente ao PEPAZ.",NA,NA,"Epífita sob a pedra. Caule ereto, profilos marcescentes, pecíolo vináceo, com poucas nuances verdes obtuso abaxial e reto com ângulo obtuso nas laterais. Lâmina foliar verde, pouco discolor. Nervura central proeminente, vinácea na base e verde ao lon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2027","2019-11-18 12:10:41-03","UNIOESTE","UNOP","10109","S","Plantae","Araceae","Anthurium",NA,"Anthurium","Schott.",NA,"Hammes, J.K.; Marcusso, G.M.; Lombardi, J.A.; Marcusso, G.M.; Lombardi, J.A.","205","2019","02","23","Brasil","Espírito Santo","Domingos Martins","-41.191667","-20.399167","-41.191667","-20.399167",NA,NA,NA,NA,NA,NA,NA,"Floresta ombrófila. Parque Estadual Pedra Azul. Trilha das Piscinas Naturais.",NA,NA,"Terrícola. Caule ereto, profilo marcescente. Pecíolo verde com nuances vinaceas, abaxial obtuso e adaxial reto com ângulo obtusas nas laterais. Lâmina foliar verde, coriácea. Nervura central proeminente, abaxial e adaxial obtusa. Pedúnculo vinaceo co",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2028","2019-11-18 12:10:41-03","UNIOESTE","UNOP","10107","S","Plantae","Araceae","Anthurium",NA,"Anthurium","Schott.",NA,"Hammes, J.K.; Marcusso, G.M.; Lombardi, J.A.; Marcusso, G.M.; Lombardi, J.A.","203","2019","02","23","Brasil","Espírito Santo","Domingos Martins","-41.191667","-20.399167","-41.191667","-20.399167",NA,NA,NA,NA,NA,NA,NA,"Floresta ombrófila. Parque Estadual Pedra Azul. Trilha das Piscinas Naturais.",NA,NA,"Terrícola. Caule ereto, profilo marcescente. Pecíolo verde, abaxial obtusa e adaxial reto com ângulo agudo nas laterais. Lâmina foliar verde, quase nada discolor, nervura central proeminente, abaxial obtusa e adaxial cilíndrica. Pedúnculo verde com n",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2029","2019-11-18 12:10:41-03","UNIOESTE","UNOP","10110","S","Plantae","Araceae","Anthurium",NA,"Anthurium","Schott.",NA,"Hammes, J.K.; Marcusso, G.M.; Lombardi, J.A.; Marcusso, G.M.; Lombardi, J.A.","206","2019","02","23","Brasil","Espírito Santo","Domingos Martins","-41.191667","-20.399167","-41.191667","-20.399167",NA,NA,NA,NA,NA,NA,NA,"Floresta ombrófila. Parque Estadual Pedra Azul. Trilha das Piscinas Naturais.",NA,NA,"Terrícola. Caule ereto, profilos marcescentes. Pecíolo verde ou verde com nuances vináceas, cilíndrico ou obtuso abaxial e reto com ângulo obtuso nas laterais. Lâmina foliar verde. Nervura central proeminente abaxial e adaxial obtusa. Pedúnculo verde",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2030","2019-11-18 12:10:41-03","UNIOESTE","UNOP","10113","S","Plantae","Araceae","Anthurium",NA,"Anthurium","Schott.",NA,"Hammes, J.K.; Marcusso, G.M.; Lombardi, J.A.; Marcusso, G.M.; Lombardi, J.A.","209","2019","02","24","Brasil","Espírito Santo","Domingos Martins","-41.191667","-20.399167","-41.191667","-20.399167",NA,NA,NA,NA,NA,NA,NA,"Floresta Atlântica. Floresta Ombrófila Densa com trechos aluviais. Particular, adjacente ao PEPAZ.",NA,NA,"Epífita. Caule ereto, profilo marcescente. Pecíolo verde, abaxial obtuso e adaxial reto com nervuras laterais obtusas. Lâmina foliar verde, bem discolor, nervura central proeminente, abaxial obtusa e adaxial aguda. Nervuras secundárias bem marcadas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2031","2019-11-18 12:10:41-03","UNIOESTE","UNOP","10112","S","Plantae","Araceae","Anthurium",NA,"Anthurium","Schott.",NA,"Hammes, J.K.; Marcusso, G.M.; Lombardi, J.A.; Marcusso, G.M.; Lombardi, J.A.","208","2019","02","23","Brasil","Espírito Santo","Domingos Martins","-41.191667","-20.399167","-41.191667","-20.399167",NA,NA,NA,NA,NA,NA,NA,"Floresta ombrófila. Parque Estadual Pedra Azul. Trilha das Piscinas Naturais.",NA,NA,"Terrícola. Caule ereto, profilos marcescentes. Pecíolo verde com nuances vinaceas, abaxial obtuso e adaxial reto com ângulos laterais retos. Lâmina foliar verde, levemente discolor. Nervura central proeminente, abaxial e adaxial obtusa. Pedúnculo vin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2032","2019-11-18 12:10:41-03","UNIOESTE","UNOP","10106","S","Plantae","Araceae","Anthurium",NA,"Anthurium","Schott.",NA,"Hammes, J.K.; Marcusso, G.M.; Lombardi, J.A.; Marcusso, G.M.; Lombardi, J.A.","202","2019","02","23","Brasil","Espírito Santo","Domingos Martins","-41.191667","-20.399167","-41.191667","-20.399167",NA,NA,NA,NA,NA,NA,NA,"Floresta ombrófila. Parque Estadual Pedra Azul. Trilha das Piscinas Naturais.",NA,NA,"Terrícola. Caule ereto. Profilos marcescentes, pecíolo verde obtuso abaxial, e adaxial reto com ângulos obtusos nas laterais. Lâmina foliar cartácea, verde, levemente discolor. Nervura central proeminente, obtusa abaxial e aguda adaxial. Nervuras sec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2033","2019-11-18 12:10:41-03","UNIOESTE","UNOP","10104","S","Plantae","Araceae","Anthurium",NA,"Anthurium","Schott.",NA,"Hammes, J.K.; Marcusso, G.M.; Lombardi, J.A.; Marcusso, G.M.; Lombardi, J.A.","200","2019","02","23","Brasil","Espírito Santo","Domingos Martins","-41.191667","-20.399167","-41.191667","-20.399167",NA,NA,NA,NA,NA,NA,NA,"Floresta ombrófila. Parque Estadual Pedra Azul. Trilha das Piscinas Naturais.",NA,NA,"Terrícola. Caule ereto, profilos marcescentes, pecíolo verde com nuances vinaceas, abaxial cilíndrico e adaxial reto com ângulos obtusos nas laterais. Lâmina foliar coriácea, pouco discolor. Nervura central proeminente abaxial obtusa e adaxial cilínd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2034","2019-02-20 13:51:38-03","INPA","INPA","200743","S","Plantae","Viscaceae","Phoradendron","reductum","Phoradendron reductum","Trel.","Kuijt, J","Hatschbach, GG","68651","1998","10","19","Brasil","Espírito Santo","Domingos Martins","-40.6591987609863","-20.3633003234863",NA,NA,"INPA0200743",NA,"Dicotyledon","Santaleles",NA,"1999",NA,"Rio Jucu Braço Sul.","48150",NA,NA,"auto",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"2035","2019-02-20 14:13:11-03","INPA","INPA","195583","S","Plantae","Violaceae","Rinorea","guianensis","Rinorea guianensis","Aubl.","Goldberg, A","Hatschbach, GG","59718","1993","11","08","Brasil","Espírito Santo","Domingos Martins","-40.6591987609863","-20.3633003234863",NA,NA,"INPA0195583","INPA0195583 INPA0195583_e","Dicotyledon Com-Clade","Malpighiales",NA,"1994",NA,"Chapéu, Rio Juca Braço Norte","48150",NA,NA,"auto",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"2036","2019-02-20 14:17:57-03","INPA","INPA","203676","S","Plantae","Myrtaceae","Myrcia","anceps","Myrcia anceps","(Spreng.) O.Berg","Kawasaki, ML","Hatschbach, GG","68652","1998","10","19","Brasil","Espírito Santo","Domingos Martins","-40.6591987609863","-20.3633003234863",NA,NA,"INPA0203676","INPA0203676 INPA0203676_e","Dicotyledon Com-Clade","Myrtales",NA,"1999",NA,"Rio Jucu Braço Sul.","48150",NA,NA,"auto",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"2037","2019-08-05 20:17:33-03","INPA","INPA","203640","S","Plantae","Leguminosae-Caes","Schnella","grazielae","Schnella grazielae","(Vaz) Wunderlin","Kuntz, J","Hatschbach, GG","59733","1993","11","08","Brasil","Espírito Santo","Domingos Martins","-40.6591987609863","-20.3633003234863",NA,NA,"INPA0203640","INPA0203640 INPA0203640_e","Dicotyledon","Fabales",NA,"2018","12","Pedra Branca, rio Jucu Braço Norte.","48150",NA,"Trepadeira, flor rosada. Floresce no alto das árvores da mata.","auto",NA,"Southern America",NA,NA,NA,NA,"02",NA,NA,NA
"2038","2019-02-20 14:00:59-03","INPA","INPA","201098","S","Plantae","Rubiaceae","Simira","hatschbachiorum","Simira hatschbachiorum","J.H.Kirkbr.",NA,"Hatschbach, GG","61698","1995","07","11","Brasil","Espírito Santo","Domingos Martins","-40.6591987609863","-20.3633003234863",NA,NA,"INPA0201098","INPA0201098 INPA0201098_e","Dicotyledon Asterids","Gentianales",NA,NA,NA,"Rod. BR-262, próximo a Vitor Hugo, Rio Jacu Braço Sul","48150",NA,NA,"auto",NA,"Southern America","700","700",NA,"isotype",NA,NA,NA,NA
"2039","2019-02-20 13:46:31-03","INPA","INPA","265952","S","Plantae","Jungermanniaceae","Syzygiella","concreta","Syzygiella concreta","(Gottsche) Spruce",NA,"Schäfer-Verwimp, A","12875","1990","07","02","Brasil","Espírito Santo","Domingos Martins","-40.6591987609863","-20.3633003234863",NA,NA,"INPA0265952",NA,"Bryophyta","Antoceros",NA,NA,NA,NA,"48150",NA,NA,"auto",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"2040","2019-02-20 14:16:55-03","INPA","INPA","142203","S","Plantae","Melastomataceae","Tibouchina","estrellensis","Tibouchina estrellensis","(Raddi) Cogn.","Hatschbach, GG","Hatschbach, GG","49418","1985","06","15","Brasil","Espírito Santo","Domingos Martins","-40.6591987609863","-20.3633003234863",NA,NA,"INPA0142203","INPA0142203 INPA0142203_e","Dicotyledon Com-Clade","Myrtales",NA,"1985",NA,"Pedra Azul","48150",NA,NA,"auto",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"2041","2019-02-20 14:05:04-03","INPA","INPA","172576","S","Plantae","Celastraceae","Tontelea","miersii","Tontelea miersii","(Peyr.) A.C.Sm.","Lombardi, JA","Hatschbach, GG","50774","1986","11","11","Brasil","Espírito Santo","Domingos Martins","-40.6591987609863","-20.3633003234863",NA,NA,"INPA0172576","INPA0172576 INPA0172576_e","Dicotyledon Com-Clade","Celastrales",NA,"2014","09",NA,"48150",NA,NA,"auto",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"2042","2019-02-20 14:29:36-03","INPA","INPA","142276","S","Plantae","Leguminosae-Mim","Acacia",NA,"Acacia",NA,NA,"Martinelli, GM","10874","1985","05","07","Brasil","Espírito Santo","Domingos Martins","-40.6591987609863","-20.3633003234863",NA,NA,"INPA0142276","INPA0142276 INPA0142276_e","Dicotyledon Rosids","Fabales",NA,NA,NA,"Mata do Dr. Kautsky.","48150",NA,NA,"auto",NA,"Southern America","600","600",NA,NA,NA,NA,NA,NA
"2043","2019-02-20 14:17:13-03","INPA","INPA","159601","S","Plantae","Myrtaceae","Calyptranthes","lucida","Calyptranthes lucida","Mart. ex DC.","Sobral, MEG","Hatschbach, GG","49969","1985","10","19","Brasil","Espírito Santo","Domingos Martins","-40.6591987609863","-20.3633003234863",NA,NA,"INPA0159601","INPA0159601 INPA0159601_e","Dicotyledon Com-Clade","Myrtales",NA,"1988",NA,"Carrego do Cavalo.","48150",NA,NA,"auto",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"2044","2019-02-20 14:21:45-03","INPA","INPA","142275","S","Plantae","Sapindaceae","Cupania",NA,"Cupania",NA,NA,"Martinelli, GM","10872","1985","05","07","Brasil","Espírito Santo","Domingos Martins","-40.6591987609863","-20.3633003234863",NA,NA,"INPA0142275","INPA0142275 INPA0142275_e","Dicotyledon Com-Clade","Sapindales",NA,NA,NA,"Mata do Dr. Kautsky","48150",NA,NA,"auto",NA,"Southern America","600","600",NA,NA,NA,NA,NA,NA
"2045","2019-02-20 13:51:51-03","INPA","INPA","205602","S","Plantae","Aquifoliaceae","Ilex","psammophila","Ilex psammophila","Mart. ex Reissek","Andrews, S","Hatschbach, GG","61192","1994","10","10","Brasil","Espírito Santo","Domingos Martins","-40.6591987609863","-20.3633003234863",NA,NA,"INPA0205602","INPA0205602 INPA0205602_e","Dicotyledon Asterids","Aquifoliales",NA,NA,NA,"Rio Jucu Braço Sul, próximo a Vitor Hugo","48150",NA,NA,"auto",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"2046","2017-09-14 11:41:16-03","MBML","MBML-HERBARIO","40625",NA,"Plantae","Acanthaceae",NA,NA,NA,NA,NA,"M. Simonelli; K.A. Brahim","1005","2007","01","17","Brasil","Espírito Santo","Domingos Martins","-40.644361","-20.336944","40W38'39,7","20S20'13","MBML040625","MBML040625",NA,NA,NA,NA,NA,"Rio Jucu. Floresta Ombrófila Aberta, mata de encosta.",NA,NA,"Flores rosadas, arvore com 4 m de alt.. Bordo da mata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2047","2017-10-18 15:53:12-02","MBML","MBML-HERBARIO","40719",NA,"Plantae","Orchidaceae","Acianthera","enianthera","Acianthera enianthera",NA,"Chiron & Ximenes Bolsanello/Set.-2010","Chiron","9889",NA,NA,NA,"Brasil","Espírito Santo","Domingos Martins","-40.135556","-20.4","40W8'8","20S24'0","MBML040719","MBML040719",NA,NA,NA,NA,NA,"Mata próximo a de Aracê",NA,NA,NA,NA,NA,NA,NA,NA,NA,"HOLOTIPO",NA,NA,NA,NA
"2048","2020-03-09 16:48:58-03","MBML","MBML-HERBARIO","13329",NA,"Plantae","Orchidaceae","Acianthera","nemorosa","Acianthera nemorosa",NA,"H.L. Silva/16-01-2020","C. N. de Fraga; et al","205","1995","06","04","Brasil","Espírito Santo","Domingos Martins","-40.659167","-20.363333","40W39'33","20S21'48","MBML013329",NA,NA,NA,NA,NA,NA,"Margens do Rio Jucu",NA,NA,"Mata Atlântica. Planta volúvel com folhas verde-roxo, sépalas rosas, labelo vermelho lilás, pétalas rosa claro, epífita.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2049","2017-09-14 11:49:05-03","MBML","MBML-HERBARIO","6241",NA,"Plantae","Orchidaceae","Acianthera","rostellata","Acianthera rostellata",NA,"L. Kollmann/22-01-2013","L. Kollmann; R.Loss","103","1992","01","03","Brasil","Espírito Santo","Domingos Martins","-41.019167","-20.403889","41W1'9","20S24'14","MBML006241",NA,NA,NA,NA,NA,NA,"Parque Estadual da Pedra Azul",NA,NA,"Flor cor de vinho. Altitude 1400m.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2050","2017-09-14 11:42:48-03","MBML","MBML-HERBARIO","4883",NA,"Plantae","Bignoniaceae","Adenocalymma","salmoneum","Adenocalymma salmoneum",NA,"Al Gentry/1989","B. Weinberg; et al","634","1984","09","20","Brasil","Espírito Santo","Domingos Martins","-40.659167","-20.363333","40W39'33","20S21'48","MBML004883","MBML004883",NA,NA,NA,NA,NA,NA,NA,NA,"Perto da Clusia, flor laranja, trepadeira.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2051","2019-10-02 15:56:05-03","MBML","MBML-HERBARIO","54107",NA,"Plantae","Pteridaceae","Adiantopsis","radiata","Adiantopsis radiata",NA,"N.T.L. Pena/27-09-2019","A. P. Fontana; C. Esgario","4890","2008","03","29","Brasil","Espírito Santo","Domingos Martins","-40.654444","-20.316667","40W39'16","20S19'0","MBML054107","MBML054107",NA,NA,NA,NA,NA,"Rio Jucu, rio Jucu braço Norte, propr. De Arnolo Lampier, próximo a ponte",NA,NA,"Terrestre na sombra, soros verdes",NA,NA,NA,"550","550",NA,NA,NA,NA,NA,NA
"2052","2018-03-14 14:29:25-03","MBML","MBML-HERBARIO","24903",NA,"Plantae","Bromeliaceae","Aechmea","coelestis","Aechmea coelestis",NA,"L. Kollmann/10-09-2008","L. Kollmann; et al","8013","2005","07","13","Brasil","Espírito Santo","Domingos Martins","-41.019167","-20.403889","41W1'9","20S24'14","MBML024903","MBML024903",NA,NA,NA,NA,NA,"Parque Estadual da Pedra Azul",NA,NA,"Epífita na sombra. Sépalas verdes, brácteas florais vermelhas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2053","2018-03-14 14:29:25-03","MBML","MBML-HERBARIO","26624",NA,"Plantae","Bromeliaceae","Aechmea","coelestis","Aechmea coelestis",NA,"M.G.Wanderley & G.M.Sousa/1999","G. Martinelli; et al","15733","1999","08","14","Brasil","Espírito Santo","Domingos Martins","-41.019167","-20.403889","41W1'9","20S24'14","MBML026624","MBML026624",NA,NA,NA,NA,NA,"Parque Estadual da Pedra Azul",NA,NA,"Erva, epífita, ciófila, folhas verdes concolores com indumento argênteo; bainha alvacenta; infl. Com ecapo verde, brácteas escapais avermelhadas; raque lanuginoso; brácteas primárias vermelhas; brácteas florais vermelha; ovário vermelh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2054","2018-01-30 15:45:56-02","MBML","MBML-HERBARIO","19721",NA,"Plantae","Bromeliaceae","Aechmea","fosteriana","Aechmea fosteriana",NA,"A. P. G. de Faria/01-10-2002","A. P. G. de Faria; et al","92","2002","10","01","Brasil","Espírito Santo","Domingos Martins","-40.659167","-20.363333","40W39'33","20S21'48","MBML019721","MBML019721_1 MBML019721_2",NA,NA,NA,NA,NA,"Reserva particular R. A. Kaustky",NA,NA,"Epífita. Escapo e raque verdes. Brácteas escapais e primérias cor de vinho. Bráctea floral vinho. Sépalas verdes. Pétalas amarelas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2055","2017-09-14 11:43:15-03","MBML","MBML-HERBARIO","42726",NA,"Plantae","Bromeliaceae","Aechmea","pineliana","Aechmea pineliana",NA,"T.S. Coser","T.S. Coser; D.M.T. Francino","570","2012","02","24","Brasil","Espírito Santo","Domingos Martins","-40.659444","-20.388056","40W39'34","20S23'17","MBML042726","MBML042726",NA,NA,NA,NA,NA,"Propriedade do Condomínio Alemão",NA,NA,"Epífita, ca 1m, esciófila, folhas verdes, brácteas escapais vermelhas, sépalas verde com ápice amarelo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2056","2018-01-30 15:45:56-02","MBML","MBML-HERBARIO","19716",NA,"Plantae","Bromeliaceae","Aechmea","racinae","Aechmea racinae",NA,"A. P. G. de Faria/01-10-2002","A. P. G. de Faria; et al","91","2002","10","01","Brasil","Espírito Santo","Domingos Martins","-40.659167","-20.363333","40W39'33","20S21'48","MBML019716","MBML019716",NA,NA,NA,NA,NA,"Reserva particular R. A. Kaustky",NA,NA,"Escapo e brácteas escapais cor de vinho. Ovário laranja. Sépalas laranja com ápice verde. Pétalas azul escuro da metade para baixo e amarelas da metade para cima.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2057","2018-01-30 15:45:56-02","MBML","MBML-HERBARIO","19719",NA,"Plantae","Bromeliaceae","Aechmea","victoriana","Aechmea victoriana",NA,"A. P. G. de Faria/30-09-2002","A. P. G. de Faria; et al","79","2002","09","30","Brasil","Espírito Santo","Domingos Martins","-40.659167","-20.363333","40W39'33","20S21'48","MBML019719","MBML019719",NA,NA,NA,NA,NA,"Reserva particular R. A. Kaustky",NA,NA,"Epífita. Escapo e raque verdes. Brácteas escapais e primérias cor de vinho. Brácteas floral vinho. Sépalas verdes. Pétalas amarelas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2058","2018-05-21 13:27:55-03","MBML","MBML-HERBARIO","52880",NA,"Plantae","Verbenaceae","Aegiphila",NA,"Aegiphila",NA,NA,"A. P. Fontana; K.A. Brahim, L. Kosanke & N.P. Raasch","3573","2007","06","15","Brasil","Espírito Santo","Domingo Martins","-40.940278","-20.200833","40W56'25","20S12'3","MBML052880",NA,NA,NA,NA,NA,NA,"Tijuco Preto. Serra do Tijuco Preto. Pedra do Tijuco Preto.",NA,NA,"Arbusto, ca. 2m. Frutos imaturos verdes. Projeto CORES-JBRJ.",NA,NA,NA,"1294","1294",NA,NA,NA,NA,NA,NA
"2059","2018-03-14 14:29:26-03","MBML","MBML-HERBARIO","16484",NA,"Plantae","Bromeliaceae","Alcantarea","vinicolor","Alcantarea vinicolor",NA,NA,"R. Ramaldes; et al","45","2001","05","18","Brasil","Espírito Santo","Domingos Martins","-41.019167","-20.403889","41W1'9","20S24'14","MBML016484","MBML016484_1 MBML016484_2",NA,NA,NA,NA,NA,"Parque Estadual da Pedra Azul",NA,NA,"Rupícola folhas verdes com ápice vinoso e espiralado, brácteas escapais, primária e florais vinosas, sépalas verdes com ápice vinho, pátalas alvas no inicio da antese tornando-se castanho na pósantese, filete alvo e antera e pólen amar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
