"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","phylum","order","infraspecificEpithet","yearIdentified","monthIdentified","locality","coordinatePrecision","individualCount","occurrenceRemarks","geoFlag","class","continentOcean","minimumElevationInMeters","maximumElevationInMeters","preparationType","typeStatus","dayIdentified","previousCatalogNumber","fieldNumber","relatedCatalogItem"
"2934","2018-12-03 11:19:16-02","CEPLAC","CEPEC","59150","S","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata",NA,"J. G. Rohwer","G. Hatschbach","49975","1985","10","19","Brasil","Espírito Santo","domingos martins","-40.6591987609863","-20.3633003234863",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Corrego do Cavalo.","48150",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1987"
"2935","2018-12-03 11:17:53-02","CEPLAC","CEPEC","59144","S","Plantae","Flacourtiaceae","Casearia","commersoniana","Casearia commersoniana",NA,"S. F. Smith","G. Hatschbach","49972","1985","10","19","Brasil","Espírito Santo","domingos martins","-40.6591987609863","-20.3633003234863",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Corrego do Cavalo.","48150",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1992"
"2936","2018-12-13 13:26:09-02","CEPLAC","CEPEC","85693","S","Plantae","Myrtaceae","Marlierea","excoriata","Marlierea excoriata",NA,"M. Sobral","G. Hatschbach","49966","1985","10","19","Brasil","Espírito Santo","domingos martins","-40.6591987609863","-20.3633003234863",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Córrego do Cavalo.","48150",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12/06/2006"
"2937","2018-12-03 11:36:56-02","CEPLAC","CEPEC","42350","S","Plantae","Verbenaceae","Lantana","brasiliensis","Lantana brasiliensis",NA,"T. R. S. Silva","G. Hatschbach","48671","1984","12","06","Brasil","Espírito Santo","domingos martins","-40.6591987609863","-20.3633003234863",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Corrego Jacu.","48150",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"28/02/1997"
"2938","2018-12-03 11:29:30-02","CEPLAC","CEPEC","38849","S","Plantae","Piperaceae","Piper","arboreum","Piper arboreum",NA,"R. Callejas","G. Hatschbach","48673","1996","01","09","Brasil","Espírito Santo","domingos martins","-40.6591987609863","-20.3633003234863",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Corrego Jacu.","48150",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1985"
"2939","2018-12-13 13:25:46-02","CEPLAC","CEPEC","44515","S","Plantae","Myrtaceae","Campomanesia","guaviroba","Campomanesia guaviroba",NA,"L. R. Landrum","G. Hatschbach","48666","1999","01","09","Brasil","Espírito Santo","domingos martins","-40.6591987609863","-20.3633003234863",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Corrego Jacu.","48150",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1988"
"2940","2018-12-03 11:29:31-02","CEPLAC","CEPEC","38848","S","Plantae","Piperaceae","Piper","cernuum","Piper cernuum",NA,"D. Monteiro","G. Hatschbach","48669","1994","01","09","Brasil","Espírito Santo","domingos martins","-40.6591987609863","-20.3633003234863",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Córrego Jacú.","48150",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"29/11/2011"
"2941","2018-12-03 11:12:23-02","CEPLAC","CEPEC","50967","S","Plantae","Cucurbitaceae","Gurania","lobata","Gurania lobata",NA,"E. R. Andrade & A.Jardim","G. Hatschbach","48668","1999","01","09","Brasil","Espírito Santo","domingos martins","-40.6591987609863","-20.3633003234863",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Córrego Jacú.","48150",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/08/2009"
"2942","2018-12-03 11:34:06-02","CEPLAC","CEPEC","77106","S","Plantae","Sabiaceae","Meliosma","sellowii","Meliosma sellowii",NA,"J. A. Lombardi","G. Hatschbach","48663","1999","01","09","Brasil","Espírito Santo","domingos martins","-40.6591987609863","-20.3633003234863",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Corrego Jacy.","48150",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/10/2006"
"2943","2018-12-03 11:25:03-02","CEPLAC","CEPEC","67435","S","Plantae","Mimosaceae","Mimosa","extensa","Mimosa extensa",NA,"J. G. Jardim","B. Weinberg","32","1980","02","15","Brasil","Espírito Santo","domingos martins","-40.6591987609863","-20.3633003234863",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Estacao de ferro.","48150",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1996"
"2944","2018-12-03 11:21:34-02","CEPLAC","CEPEC","113825","S","Plantae","Malpighiaceae","Heteropterys","intermedia","Heteropterys intermedia",NA,"A. M. Amorim","L. Kollmann","7387","2005","02","18","Brasil","Espírito Santo","domingos martins","-40.6591987609863","-20.3633003234863",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Estrada de Domingos Martins para Melgaço.","48150",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/2007"
"2945","2018-12-03 11:22:03-02","CEPLAC","CEPEC","113947","S","Plantae","Malpighiaceae","Stigmaphyllon","lalandianum","Stigmaphyllon lalandianum",NA,"R.F.Almeida","Kollman, L.","7388","2005","02","18","Brasil","Espírito Santo","domingos martins","-40.6591987609863","-20.3633003234863",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Estrada de Domingos Martins para Melgaço.","48150",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2946","2019-04-11 11:56:50-03","CEPLAC","CEPEC","45011","S","Plantae","Myrtaceae","Myrcia","rostrata","Myrcia rostrata",NA,"G. M. Barroso","P. C. Vinha","671","1984","07","10","Brasil","Espírito Santo","domingos martins","-40.6591987609863","-20.3633003234863",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Estrada do Parque das Hortências.","48150",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1988"
"2947","2019-07-03 08:48:28-03","CEPLAC","CEPEC","45014","S","Plantae","Myrtaceae","Myrcia","splendens","Myrcia splendens",NA,"M. Sobral","H. F. Leitão Filho","664","1984","07","10","Brasil","Espírito Santo","domingos martins","-40.6591987609863","-20.3633003234863",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Estrada p/ Domingos Martins.","48150",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/2010"
"2948","2018-12-03 11:35:28-02","CEPLAC","CEPEC","66809","S","Plantae","Smilacaceae","Smilax","syphilitica","Smilax syphilitica",NA,"R. P. Andreata","J. R. Pirani","2801","1993","05","11","Brasil","Espírito Santo","domingos martins","-40.6591987609863","-20.3633003234863",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Km 35 BR-262,Sta. Isabel. Encosta do Vale Rio Jucu..","48150",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1994"
"2949","2018-12-03 11:25:45-02","CEPLAC","CEPEC","34611","S","Plantae","Moraceae","Dorstenia","elata","Dorstenia elata",NA,"J. P. P. Carauta","R. A. Kautsky","711","1981","12","28","Brasil","Espírito Santo","domingos martins","-40.6591987609863","-20.3633003234863",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Marg. corrego propriedade Ost-Gale.","48150",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1982"
"2950","2018-12-03 11:11:48-02","CEPLAC","CEPEC","61914","S","Plantae","Combretaceae","Terminalia","glabrescens","Terminalia glabrescens",NA,"C. Stace","G. Hatschbach","57973","1992","10","11","Brasil","Espírito Santo","domingos martins","-40.6591987609863","-20.3633003234863",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Margem do Rio do Galo.","48150",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1993"
"2951","2018-12-03 11:04:29-02","CEPLAC","CEPEC","87443","S","Plantae","Aquifoliaceae","Ilex","psammophila","Ilex psammophila",NA,"S. Andrews","G. Hatschbach","61192","1994","10","10","Brasil","Espírito Santo","domingos martins","-40.6591987609863","-20.3633003234863",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Margens do Rio Jucu Braço Sul, próximo a Vitor Hugo.","48150",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1994"
"2952","2018-12-03 11:25:53-02","CEPLAC","CEPEC","39957","S","Plantae","Moraceae","Ficus","mexiae","Ficus mexiae",NA,"R. M. de Castro","G. Martinelli","10875","1983","05","09","Brasil","Espírito Santo","domingos martins","-40.6591987609863","-20.3633003234863",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mata do Dr. Kautsky.","48150",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/03/2004"
"2953","2018-12-03 11:34:14-02","CEPLAC","CEPEC","39967","S","Plantae","Sapindaceae","Cupania",NA,"Cupania",NA,"Sem Informação","G. Martinelli","10872","1985","05","09","Brasil","Espírito Santo","domingos martins","-40.6591987609863","-20.3633003234863",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mata do Dr. Kautsky.","48150",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2954","2018-12-03 11:03:45-02","CEPLAC","CEPEC","62908","S","Plantae","Annonaceae","Guatteria","pogonopus","Guatteria pogonopus",NA,"R. de Mello-Silva","G. Hatschbach","59745","1993","11","08","Brasil","Espírito Santo","domingos martins","-40.6591987609863","-20.3633003234863",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Melgaco.","48150",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1994"
"2955","2019-10-15 16:17:55-03","CEPLAC","CEPEC","63638","S","Plantae","Melastomataceae","Ossaea","amygdaloides","Ossaea amygdaloides",NA,"R. Goldenberg","G. Hatschbach","59740","1993","11","08","Brasil","Espírito Santo","domingos martins","-40.6591987609863","-20.3633003234863",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Melgaco.","48150",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/2011"
"2956","2019-11-05 16:32:23-03","CEPLAC","CEPEC","69234","S","Plantae","Chrysobalanaceae","Hirtella","parviunguis","Hirtella parviunguis",NA,"R. Asprino","G. Hatschbach","59746","1993","11","08","Brasil","Espírito Santo","domingos martins","-40.6591987609863","-20.3633003234863",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Melgaço.","48150",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1994"
"2957","2018-12-03 11:32:39-02","CEPLAC","CEPEC","66367","S","Plantae","Rubiaceae","Galium","hypocarpium","Galium hypocarpium",NA,"S. F. Smith","G. Hatschbach","59742","1993","11","08","Brasil","Espírito Santo","domingos martins","-40.6591987609863","-20.3633003234863",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Melgaço.","48150",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1994"
"2958","2018-12-03 11:35:48-02","CEPLAC","CEPEC","75304","S","Plantae","Solanaceae","Solanum","bullatum","Solanum bullatum",NA,"M. Nee","G. Hatschbach","60054","1993","11","08","Brasil","Espírito Santo","domingos martins","-40.6591987609863","-20.3633003234863",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Melgaço.","48150",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1996"
"2959","2018-12-03 11:10:23-02","CEPLAC","CEPEC","69249","S","Plantae","Caesalpiniaceae","Tachigali","rugosa","Tachigali rugosa",NA,"L. F. G. da Silva","G. Hatschbach","59747","1993","11","08","Brasil","Espírito Santo","domingos martins","-40.6591987609863","-20.3633003234863",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Melgaço.","48150",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/08/2005"
"2960","2018-12-03 11:21:53-02","CEPLAC","CEPEC","69232","S","Plantae","Malpighiaceae","Niedenzuella","lucida","Niedenzuella lucida",NA,"A. M. Amorim","G. Hatschbach","59748","1993","11","08","Brasil","Espírito Santo","domingos martins","-40.6591987609863","-20.3633003234863",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Melgaço. Margem de Rio Melgaço.","48150",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/2012"
"2961","2018-12-13 13:25:57-02","CEPLAC","CEPEC","62868","S","Plantae","Myrtaceae","Eugenia","involucrata","Eugenia involucrata",NA,"M. Sobral","G. Hatschbach","59749","1993","11","08","Brasil","Espírito Santo","domingos martins","-40.6591987609863","-20.3633003234863",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Melgaço. Margem do Rio.","48150",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/2010"
"2962","2018-12-03 11:19:29-02","CEPLAC","CEPEC","63650","S","Plantae","Lauraceae","Rhodostemonodaphne","macrocalyx","Rhodostemonodaphne macrocalyx",NA,"P. L. R. de Moraes","G. Hatschbach","59750","1993","11","08","Brasil","Espírito Santo","domingos martins","-40.6591987609863","-20.3633003234863",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Melgaço. Marg. Rio.","48150",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/09/2008"
"2963","2018-12-03 11:17:57-02","CEPLAC","CEPEC","63636","S","Plantae","Flacourtiaceae","Casearia","oblongifolia","Casearia oblongifolia",NA,"S. F. Smith","G. Hatschbach","60058","1993","11","08","Brasil","Espírito Santo","domingos martins","-40.6591987609863","-20.3633003234863",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Melgaco, prox. ao rio encachoeirado.","48150",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1994"
"2964","2018-12-03 11:25:27-02","CEPLAC","CEPEC","62962","S","Plantae","Mimosaceae","Pseudopiptadenia","schumanniana","Pseudopiptadenia schumanniana",NA,"R. C. Barneby","G. Hatschbach","60056","1993","11","08","Brasil","Espírito Santo","domingos martins","-40.6591987609863","-20.3633003234863",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Melgaco, Rod. p/ Sta. Teresa.","48150",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1994"
"2965","2019-12-04 16:31:35-03","CEPLAC","CEPEC","101258","S","Plantae","Rubiaceae","Palicourea",NA,"Palicourea",NA,"J. G. Jardim & C. M. Taylor","A. M. Amorim","3331","2000","02","16","Brasil","Espírito Santo","domingos martins","-40.6591987609863","-20.3633003234863",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Morro da Guanja, na estrada de acesso a torre de transmissão.","48150",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/2012"
"2966","2018-12-03 11:02:35-02","CEPLAC","CEPEC","101256","S","Plantae","Acanthaceae","Mendoncia",NA,"Mendoncia",NA,"Sem Informação","A. M. Amorim","3333","2000","02","16","Brasil","Espírito Santo","domingos martins","-40.6591987609863","-20.3633003234863",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Morro da Guanja, na estrada de acesso a torre de transmissão.","48150",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2967","2018-12-03 11:10:37-02","CEPLAC","CEPEC","69224","S","Plantae","Cecropiaceae","Cecropia","hololeuca","Cecropia hololeuca",NA,"J. R. Neto","G. Hatschbach","61188","1994","10","10","Brasil","Espírito Santo","domingos martins","-40.6591987609863","-20.3633003234863",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Paraju.","48150",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1995"
"2968","2018-12-03 11:21:38-02","CEPLAC","CEPEC","113942","S","Plantae","Malpighiaceae","Heteropterys","nitida","Heteropterys nitida",NA,"Amorim, A. M.","Kollman, L.","8020","2005","07","13","Brasil","Espírito Santo","domingos martins","-40.6591987609863","-20.3633003234863",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Parque Estadual da Pedra Azul. Trilha das piscinas.","48150",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2969","2018-12-03 11:06:46-02","CEPLAC","CEPEC","69192","S","Plantae","Begoniaceae","Begonia","albidula","Begonia albidula",NA,"E. L. Jacques","G. Hatschbach","46895","1983","10","16","Brasil","Espírito Santo","domingos martins","-40.6591987609863","-20.3633003234863",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pedra Azul.","48150",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/04/1998"
"2970","2018-12-03 11:06:46-02","CEPLAC","CEPEC","63635","S","Plantae","Begoniaceae","Begonia","albidula","Begonia albidula",NA,"E. L. Jacques","G. Hatschbach","60096","1993","11","11","Brasil","Espírito Santo","domingos martins","-40.6591987609863","-20.3633003234863",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pedra Azul.","48150",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/04/1998"
"2971","2018-12-03 11:18:05-02","CEPLAC","CEPEC","54435","S","Plantae","Gentianaceae","Prepusa","montana","Prepusa montana",NA,"P. J. M. Maas","G. Hatschbach","49407","1985","06","15","Brasil","Espírito Santo","domingos martins","-40.6591987609863","-20.3633003234863",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pedra Azul.","48150",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1991"
"2972","2018-12-03 11:28:37-02","CEPLAC","CEPEC","43591","S","Plantae","Orchidaceae","Laelia","cowani","Laelia cowani",NA,"A. Ghillany","G. Hatschbach","49416","1985","06","15","Brasil","Espírito Santo","domingos martins","-40.6591987609863","-20.3633003234863",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pedra Azul.","48150",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1988"
"2973","2018-12-03 11:11:26-02","CEPLAC","CEPEC","54484","S","Plantae","Clusiaceae","Clusia","organensis","Clusia organensis",NA,"V. Bittrich","G. Hatschbach","49962","1985","10","19","Brasil","Espírito Santo","domingos martins","-40.6591987609863","-20.3633003234863",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pedra Azul.","48150",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/06/2011"
"2974","2018-12-03 11:30:27-02","CEPLAC","CEPEC","43515","S","Plantae","Poaceae","Paspalum","corypheum","Paspalum corypheum",NA,"S. A. Renvoize","G. Hatschbach","49958","1985","10","19","Brasil","Espírito Santo","domingos martins","-40.6591987609863","-20.3633003234863","0*0'0","0*0'0",NA,NA,NA,NA,NA,NA,NA,"Pedra Azul.","48150",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1987"
"2975","2018-12-03 11:18:05-02","CEPLAC","CEPEC","45059","S","Plantae","Gentianaceae","Prepusa","montana","Prepusa montana",NA,"J. Y. Tamashiro","G. J. Shepherd",NA,"1984","06","16","Brasil","Espírito Santo","domingos martins","-40.6591987609863","-20.3633003234863",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pedra Azul.","48150",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1988"
"2976","2018-12-03 11:05:43-02","CEPLAC","CEPEC","38867","S","Plantae","Asteraceae","Baccharis","platypoda","Baccharis platypoda",NA,"H. Robinson","G. Hatschbach","49410","1985","06","15","Brasil","Espírito Santo","domingos martins","-40.6591987609863","-20.3633003234863",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pedra Azul.","48150",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1985"
"2977","2018-12-03 11:24:05-02","CEPLAC","CEPEC","37359","S","Plantae","Melastomataceae","Tibouchina","estrellensis","Tibouchina estrellensis",NA,"G. Hatschbach","G. Hatschbach","49418","1985","06","15","Brasil","Espírito Santo","domingos martins","-40.6591987609863","-20.3633003234863",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pedra Azul.","48150",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/07/1985"
"2978","2018-12-03 11:13:25-02","CEPLAC","CEPEC","42331","S","Plantae","Cyperaceae","Trilepis","lhotzkiana","Trilepis lhotzkiana",NA,"W. W. Thomas","G. Hatschbach","49957","1985","10","19","Brasil","Espírito Santo","domingos martins","-40.6591987609863","-20.3633003234863","0W0'0","0S0'0",NA,NA,NA,NA,NA,NA,NA,"Pedra Azul.","48150",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1988"
"2979","2018-12-03 11:23:05-02","CEPLAC","CEPEC","45026","S","Plantae","Melastomataceae","Lavoisiera","elegans","Lavoisiera elegans",NA,"S. A. C. Chiea","O. J. Pereira","1334","1987","10","29","Brasil","Espírito Santo","domingos martins","-40.6591987609863","-20.3633003234863",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pedra Azul.","48150",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1988"
"2980","2018-12-03 11:11:22-02","CEPLAC","CEPEC","136881","S","Plantae","Clusiaceae","Clusia","marizii","Clusia marizii",NA,"C. M. Vieira","C. M. Vieira","647","1994","10","19","Brasil","Espírito Santo","domingos martins","-40.6591987609863","-20.3633003234863",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pedra Azul, proximidades da BR-262.","48150",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1994"
"2981","2018-12-03 11:04:06-02","CEPLAC","CEPEC","77039","S","Plantae","Apocynaceae","Forsteronia","refracta","Forsteronia refracta",NA,"A. J. M. Leeuwenberg","G. Hatschbach","59734","1993","11","08","Brasil","Espírito Santo","domingos martins","-40.6591987609863","-20.3633003234863",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pedra Branca. Margens do Rio Jucu.","48150",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1996"
"2982","2018-12-03 11:08:50-02","CEPLAC","CEPEC","83795","S","Plantae","Caesalpiniaceae","Bauhinia","grazielae","Bauhinia grazielae",NA,"A. M. S. da F. Vaz","G. Hatschbach","59733","1993","11","08","Brasil","Espírito Santo","domingos martins","-40.6591987609863","-20.3633003234863",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pedra Branca, rio Jucu Braço Norte.","48150",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1997"
"2983","2018-12-03 11:25:45-02","CEPLAC","CEPEC","68301","S","Plantae","Moraceae","Dorstenia","elata","Dorstenia elata",NA,"R. M. de Castro","G. Hatschbach","59732","1993","11","08","Brasil","Espírito Santo","domingos martins","-40.6591987609863","-20.3633003234863",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pedra Branca, Rio Jucu Braço Norte.","48150",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/03/2004"
"2984","2018-12-03 11:22:24-02","CEPLAC","CEPEC","60409","S","Plantae","Malvaceae","Pavonia","makoyana","Pavonia makoyana",NA,"A. Krapovickas","G. Hatschbach","57991","1992","10","12","Brasil","Espírito Santo","domingos martins","-40.6591987609863","-20.3633003234863",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Prox. ao Rio Araguaia, BR-262.","48150",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1993"
"2985","2018-12-03 11:08:14-02","CEPLAC","CEPEC","70582","S","Plantae","Bromeliaceae","Neoregelia","ampullacea","Neoregelia ampullacea",NA,"E. M. C. Leme","G. Hatschbach","61178","1994","10","09","Brasil","Espírito Santo","domingos martins","-40.6591987609863","-20.3633003234863",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Reserva Biolígica de Sapitanduva.","48150",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1995"
"2986","2018-12-03 11:18:14-02","CEPLAC","CEPEC","43371","S","Plantae","Gesneriaceae","Paliavana","prasinata","Paliavana prasinata",NA,"A. Chautems","A. Chautems","270","1987","06","04","Brasil","Espírito Santo","domingos martins","-40.6591987609863","-20.3633003234863",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Residência do Sr. R. Kaustky.","48150",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1987"
"2987","2018-12-13 13:26:31-02","CEPLAC","CEPEC","68383","S","Plantae","Myrtaceae","Myrcia","splendens","Myrcia splendens",NA,"M. Sobral","G. Hatschbach","57954","1992","10","11","Brasil","Espírito Santo","domingos martins","-40.6591987609863","-20.3633003234863",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rio do Galo.","48150",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/2010"
"2988","2018-12-03 11:29:34-02","CEPLAC","CEPEC","91835","S","Plantae","Piperaceae","Piper","hayneanum","Piper hayneanum",NA,"E. F. Guimarães","G. Hatschbach","57971","1992","10","11","Brasil","Espírito Santo","domingos martins","-40.6591987609863","-20.3633003234863",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rio do Galo.","48150",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/2008"
"2989","2018-12-03 11:34:32-02","CEPLAC","CEPEC","58756","S","Plantae","Sapindaceae","Serjania","lethalis","Serjania lethalis",NA,"M. S. Ferrucci","G. Hatschbach","57957","1992","10","11","Brasil","Espírito Santo","domingos martins","-40.6591987609863","-20.3633003234863",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rio do Galo.","48150",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1993"
"2990","2018-12-03 11:36:06-02","CEPLAC","CEPEC","60415","S","Plantae","Sterculiaceae","Helicteres","ovata","Helicteres ovata",NA,"C. L. Cristóbal","G. Hatschbach","57955","1992","11","11","Brasil","Espírito Santo","domingos martins","-40.6591987609863","-20.3633003234863",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rio do Galo.","48150",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1993"
"2991","2018-12-03 11:08:24-02","CEPLAC","CEPEC","63626","S","Plantae","Bromeliaceae","Vriesea","simplex","Vriesea simplex",NA,"E. M. C. Leme","G. Hatschbach","59717","1993","11","08","Brasil","Espírito Santo","domingos martins","-40.6591987609863","-20.3633003234863",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rio Jucu, ao N.","48150",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1994"
"2992","2018-12-03 11:20:01-02","CEPLAC","CEPEC","83787","S","Plantae","Loranthaceae","Phoradendron","reductum","Phoradendron reductum",NA,"J. Kuijt","G. Hatschbach","68651","1979","03","24","Brasil","Espírito Santo","domingos martins","-40.6591987609863","-20.3633003234863",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rio Jucu Braço.","48150",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1999"
